agents,classification,left_method,left_ratio,left_runtime_ms,left_success,map,mismatched_fields,right_method,right_ratio,right_runtime_ms,right_success,scen,seed,time_limit_ms
100,time_budget_sensitivity,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,,3234.5774,False,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",repair5g_dual_c_equiv_c125_b125_w075_d095,1.13349646547,6470.2359,True,warehouse-10-20-10-2-1-random-4.scen,4,3000.0
100,time_budget_sensitivity,lacam_star_ltm,1.13288951479,6502.3054,True,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",laur_force_additive_direct,,3149.8515,False,warehouse-10-20-10-2-1-random-5.scen,5,3000.0
100,time_budget_sensitivity,lacam_star_ltm,1.13288951479,6502.3054,True,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",repair5g_dual_additive_parity,,3124.11,False,warehouse-10-20-10-2-1-random-5.scen,5,3000.0
100,time_budget_sensitivity,lacam_star_ltm,1.13288951479,6502.3054,True,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",repair5g_dual_c_equiv_additive,,3118.2044,False,warehouse-10-20-10-2-1-random-5.scen,5,3000.0
100,time_budget_sensitivity,repair5f_static_c100_b100_w075_d090,,3186.6799,False,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",repair5g_dual_c_equiv_c100_b100_w075_d090,1.13288951479,6568.622,True,warehouse-10-20-10-2-1-random-5.scen,5,3000.0
100,time_budget_sensitivity,lacam_star_ltm,,3139.262,False,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",always_additive_defer,1.20875619542,6515.3421,True,warehouse-10-20-10-2-1-random-6.scen,6,3000.0
100,time_budget_sensitivity,lacam_star_ltm,,3139.262,False,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",repair5f_candidate_additive_ltm,1.20875619542,3110.0435,True,warehouse-10-20-10-2-1-random-6.scen,6,3000.0
100,time_budget_sensitivity,lacam_star_ltm,,3139.262,False,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",laur_disable,1.20875619542,3069.7752,True,warehouse-10-20-10-2-1-random-6.scen,6,3000.0
100,time_budget_sensitivity,lacam_star_ltm,,3139.262,False,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",repair5g_dual_additive_parity,1.20875619542,3135.8776,True,warehouse-10-20-10-2-1-random-6.scen,6,3000.0
100,time_budget_sensitivity,lacam_star_ltm,,3139.262,False,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",repair5g_dual_c_equiv_additive,1.20875619542,6536.6113,True,warehouse-10-20-10-2-1-random-6.scen,6,3000.0
100,time_budget_sensitivity,lacam_star_ltm,1.19374753711,6167.8133,True,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",repair5f_candidate_additive_ltm,,3139.1607,False,warehouse-10-20-10-2-1-random-7.scen,7,3000.0
100,time_budget_sensitivity,lacam_star_ltm,1.19374753711,6167.8133,True,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",laur_disable,,3115.7489,False,warehouse-10-20-10-2-1-random-7.scen,7,3000.0
100,time_budget_sensitivity,lacam_star_ltm,,3160.0891,False,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",repair5f_candidate_additive_ltm,1.14039750404,5931.447,True,warehouse-10-20-10-2-1-random-8.scen,8,3000.0
100,time_budget_sensitivity,lacam_star_ltm,,3160.0891,False,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",laur_disable,1.14039750404,6176.2453,True,warehouse-10-20-10-2-1-random-8.scen,8,3000.0
100,time_budget_sensitivity,lacam_star_ltm,,3160.0891,False,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",laur_force_additive_direct,1.14039750404,6161.003,True,warehouse-10-20-10-2-1-random-8.scen,8,3000.0
100,time_budget_sensitivity,lacam_star_ltm,,3160.0891,False,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",repair5g_dual_additive_parity,1.14039750404,6329.1169,True,warehouse-10-20-10-2-1-random-8.scen,8,3000.0
100,time_budget_sensitivity,lacam_star_ltm,,3160.0891,False,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",repair5g_dual_c_equiv_additive,1.14039750404,6415.0987,True,warehouse-10-20-10-2-1-random-8.scen,8,3000.0
100,time_budget_sensitivity,lacam_star_ltm,1.1638465205,6164.207,True,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",laur_force_additive_direct,,3117.0993,False,warehouse-10-20-10-2-1-random-9.scen,9,3000.0
100,time_budget_sensitivity,repair5f_static_c100_b100_w075_d090,1.1638465205,6507.3793,True,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",repair5g_dual_c_equiv_c100_b100_w075_d090,,3130.2907,False,warehouse-10-20-10-2-1-random-9.scen,9,3000.0
100,time_budget_sensitivity,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,,3197.974,False,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",repair5g_dual_c_equiv_c125_b125_w075_d095,1.1638465205,3103.0785,True,warehouse-10-20-10-2-1-random-9.scen,9,3000.0
100,time_budget_sensitivity,lacam_star_ltm,,3124.7687,False,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",always_additive_defer,1.15673181984,6578.1095,True,warehouse-10-20-10-2-1-random-10.scen,10,3000.0
100,time_budget_sensitivity,lacam_star_ltm,,3124.7687,False,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",repair5f_candidate_additive_ltm,1.15673181984,6333.8044,True,warehouse-10-20-10-2-1-random-10.scen,10,3000.0
100,time_budget_sensitivity,lacam_star_ltm,,3124.7687,False,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",laur_disable,1.15673181984,6351.8095,True,warehouse-10-20-10-2-1-random-10.scen,10,3000.0
100,time_budget_sensitivity,lacam_star_ltm,,3124.7687,False,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",laur_force_additive_direct,1.15673181984,6252.4779,True,warehouse-10-20-10-2-1-random-10.scen,10,3000.0
100,time_budget_sensitivity,lacam_star_ltm,,3124.7687,False,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",repair5g_dual_additive_parity,1.15673181984,6292.8735,True,warehouse-10-20-10-2-1-random-10.scen,10,3000.0
100,time_budget_sensitivity,lacam_star_ltm,,3124.7687,False,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",repair5g_dual_c_equiv_additive,1.15673181984,6382.0458,True,warehouse-10-20-10-2-1-random-10.scen,10,3000.0
100,time_budget_sensitivity,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,1.15673181984,3096.4118,True,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",repair5g_dual_c_equiv_c125_b125_w075_d095,,3111.7976,False,warehouse-10-20-10-2-1-random-10.scen,10,3000.0
100,time_budget_sensitivity,lacam_star_ltm,,3127.8538,False,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",always_additive_defer,1.18194322871,6545.1713,True,warehouse-10-20-10-2-1-random-15.scen,15,3000.0
100,time_budget_sensitivity,lacam_star_ltm,,3127.8538,False,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",repair5f_candidate_additive_ltm,1.18194322871,3117.6957,True,warehouse-10-20-10-2-1-random-15.scen,15,3000.0
100,time_budget_sensitivity,lacam_star_ltm,,3127.8538,False,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",laur_disable,1.18194322871,6565.4964,True,warehouse-10-20-10-2-1-random-15.scen,15,3000.0
100,time_budget_sensitivity,lacam_star_ltm,,3127.8538,False,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",laur_force_additive_direct,1.18194322871,6655.4672,True,warehouse-10-20-10-2-1-random-15.scen,15,3000.0
100,time_budget_sensitivity,lacam_star_ltm,,3127.8538,False,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",repair5g_dual_additive_parity,1.18194322871,3084.4869,True,warehouse-10-20-10-2-1-random-15.scen,15,3000.0
100,time_budget_sensitivity,lacam_star_ltm,,3127.8538,False,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",repair5g_dual_c_equiv_additive,1.18194322871,3076.0448,True,warehouse-10-20-10-2-1-random-15.scen,15,3000.0
100,time_budget_sensitivity,lacam_star_ltm,1.14953925114,3111.9446,True,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",repair5f_candidate_additive_ltm,,3210.5482,False,warehouse-10-20-10-2-1-random-16.scen,16,3000.0
100,time_budget_sensitivity,lacam_star_ltm,1.14953925114,3111.9446,True,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",laur_disable,,3117.2844,False,warehouse-10-20-10-2-1-random-16.scen,16,3000.0
100,time_budget_sensitivity,lacam_star_ltm,1.14953925114,3111.9446,True,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",laur_force_additive_direct,,3135.4644,False,warehouse-10-20-10-2-1-random-16.scen,16,3000.0
100,time_budget_sensitivity,lacam_star_ltm,1.14953925114,3111.9446,True,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",repair5g_dual_c_equiv_additive,,3140.8769,False,warehouse-10-20-10-2-1-random-16.scen,16,3000.0
100,time_budget_sensitivity,lacam_star_ltm,1.17829057625,6412.3437,True,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",laur_disable,,3122.6812,False,warehouse-10-20-10-2-1-random-18.scen,18,3000.0
100,time_budget_sensitivity,repair5f_static_c100_b100_w075_d090,1.17829057625,3215.5864,True,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",repair5g_dual_c_equiv_c100_b100_w075_d090,,3122.0853,False,warehouse-10-20-10-2-1-random-18.scen,18,3000.0
100,time_budget_sensitivity,lacam_star_ltm,1.15339933993,3064.6432,True,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",repair5g_dual_additive_parity,,3113.9313,False,warehouse-10-20-10-2-1-random-19.scen,19,3000.0
100,time_budget_sensitivity,lacam_star_ltm,1.15339933993,3064.6432,True,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",repair5g_dual_c_equiv_additive,,3127.3205,False,warehouse-10-20-10-2-1-random-19.scen,19,3000.0
100,time_budget_sensitivity,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,1.15339933993,3214.6662,True,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",repair5g_dual_c_equiv_c125_b125_w075_d095,,3129.1511,False,warehouse-10-20-10-2-1-random-19.scen,19,3000.0
100,time_budget_sensitivity,lacam_star_ltm,,3130.7351,False,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",always_additive_defer,1.19836350112,3092.7481,True,warehouse-10-20-10-2-1-random-20.scen,20,3000.0
100,time_budget_sensitivity,lacam_star_ltm,,3130.7351,False,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",laur_disable,1.19836350112,3090.7529,True,warehouse-10-20-10-2-1-random-20.scen,20,3000.0
100,time_budget_sensitivity,lacam_star_ltm,,3130.7351,False,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",laur_force_additive_direct,1.19836350112,3060.0367,True,warehouse-10-20-10-2-1-random-20.scen,20,3000.0
100,time_budget_sensitivity,lacam_star_ltm,,3130.7351,False,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",repair5g_dual_additive_parity,1.19836350112,3112.5582,True,warehouse-10-20-10-2-1-random-20.scen,20,3000.0
100,time_budget_sensitivity,lacam_star_ltm,1.1983838857,3081.0245,True,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",laur_force_additive_direct,,3129.3839,False,warehouse-10-20-10-2-1-random-21.scen,21,3000.0
100,time_budget_sensitivity,lacam_star_ltm,1.1550460884,3088.6487,True,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",laur_force_additive_direct,,3110.8476,False,warehouse-10-20-10-2-1-random-22.scen,22,3000.0
100,time_budget_sensitivity,lacam_star_ltm,1.1550460884,3088.6487,True,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",repair5g_dual_additive_parity,,3117.5863,False,warehouse-10-20-10-2-1-random-22.scen,22,3000.0
100,time_budget_sensitivity,lacam_star_ltm,1.1550460884,3088.6487,True,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",repair5g_dual_c_equiv_additive,,3120.2952,False,warehouse-10-20-10-2-1-random-22.scen,22,3000.0
100,time_budget_sensitivity,lacam_star_ltm,1.20027033116,6285.17,True,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",repair5g_dual_additive_parity,,3225.0112,False,warehouse-10-20-10-2-1-random-25.scen,25,3000.0
100,time_budget_sensitivity,lacam_star_ltm,1.20027033116,6285.17,True,warehouse-10-20-10-2-1,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",repair5g_dual_c_equiv_additive,,3114.1315,False,warehouse-10-20-10-2-1-random-25.scen,25,3000.0
