replay_phase,plan_row_id,context_id,candidate_id,agent_count,budget_role,solver_internal_time_limit_sec,process_hard_timeout_sec,expected_process_hard_timeout_sec,explicit_internal_budget,explicit_hard_timeout,uniform_30s_budget_contract_met,large_agent_30s_budget_contract_met,row_budget_audit_decision,row_budget_audit_failures,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000010,g567_stage2a_label_train_00003,repair5g59_static_flow_shield,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000011,g567_stage2a_label_train_00003,g556_c063174,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000012,g567_stage2a_label_train_00004,repair5g59_additive_fallback,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000013,g567_stage2a_label_train_00004,repair5g59_static_flow_shield,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000014,g567_stage2a_label_train_00004,g556_c063174,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000015,g567_stage2a_label_train_00005,repair5g59_additive_fallback,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000016,g567_stage2a_label_train_00005,repair5g59_static_flow_shield,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000017,g567_stage2a_label_train_00005,g556_c063174,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000018,g567_stage2a_label_train_00006,repair5g59_additive_fallback,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000019,g567_stage2a_label_train_00006,repair5g59_static_flow_shield,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000020,g567_stage2a_label_train_00006,g556_c063174,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000021,g567_stage2a_label_train_00007,repair5g59_additive_fallback,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000022,g567_stage2a_label_train_00007,repair5g59_static_flow_shield,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000023,g567_stage2a_label_train_00007,g556_c063174,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000024,g567_stage2a_label_train_00008,repair5g59_additive_fallback,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000025,g567_stage2a_label_train_00008,repair5g59_static_flow_shield,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000026,g567_stage2a_label_train_00008,g556_c063174,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000027,g567_stage2a_label_train_00009,repair5g59_additive_fallback,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000028,g567_stage2a_label_train_00009,repair5g59_static_flow_shield,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000029,g567_stage2a_label_train_00009,g556_c063174,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000030,g567_stage2a_label_train_00010,repair5g59_additive_fallback,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000031,g567_stage2a_label_train_00010,repair5g59_static_flow_shield,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000032,g567_stage2a_label_train_00010,g556_c063174,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000033,g567_stage2a_label_train_00011,repair5g59_additive_fallback,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000034,g567_stage2a_label_train_00011,repair5g59_static_flow_shield,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000035,g567_stage2a_label_train_00011,g556_c063174,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000036,g567_stage2a_label_train_00012,repair5g59_additive_fallback,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000037,g567_stage2a_label_train_00012,repair5g59_static_flow_shield,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000038,g567_stage2a_label_train_00012,g556_c063174,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000039,g567_stage2a_label_train_00013,repair5g59_additive_fallback,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000040,g567_stage2a_label_train_00013,repair5g59_static_flow_shield,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000041,g567_stage2a_label_train_00013,g556_c063174,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000042,g567_stage2a_label_train_00014,repair5g59_additive_fallback,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000043,g567_stage2a_label_train_00014,repair5g59_static_flow_shield,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000044,g567_stage2a_label_train_00014,g556_c063174,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000045,g567_stage2a_label_train_00015,repair5g59_additive_fallback,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000046,g567_stage2a_label_train_00015,repair5g59_static_flow_shield,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000047,g567_stage2a_label_train_00015,g556_c063174,32,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000048,g567_stage2a_label_train_00016,repair5g59_additive_fallback,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000049,g567_stage2a_label_train_00016,repair5g59_static_flow_shield,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000050,g567_stage2a_label_train_00016,g556_c063174,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000051,g567_stage2a_label_train_00017,repair5g59_additive_fallback,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000052,g567_stage2a_label_train_00017,repair5g59_static_flow_shield,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000053,g567_stage2a_label_train_00017,g556_c063174,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000054,g567_stage2a_label_train_00018,repair5g59_additive_fallback,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000055,g567_stage2a_label_train_00018,repair5g59_static_flow_shield,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000056,g567_stage2a_label_train_00018,g556_c063174,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000057,g567_stage2a_label_train_00019,repair5g59_additive_fallback,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000058,g567_stage2a_label_train_00019,repair5g59_static_flow_shield,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000059,g567_stage2a_label_train_00019,g556_c063174,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000060,g567_stage2a_label_train_00020,repair5g59_additive_fallback,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000061,g567_stage2a_label_train_00020,repair5g59_static_flow_shield,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000062,g567_stage2a_label_train_00020,g556_c063174,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000063,g567_stage2a_label_train_00021,repair5g59_additive_fallback,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000064,g567_stage2a_label_train_00021,repair5g59_static_flow_shield,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000065,g567_stage2a_label_train_00021,g556_c063174,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000066,g567_stage2a_label_train_00022,repair5g59_additive_fallback,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000067,g567_stage2a_label_train_00022,repair5g59_static_flow_shield,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000068,g567_stage2a_label_train_00022,g556_c063174,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000069,g567_stage2a_label_train_00023,repair5g59_additive_fallback,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000070,g567_stage2a_label_train_00023,repair5g59_static_flow_shield,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000071,g567_stage2a_label_train_00023,g556_c063174,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000072,g567_stage2a_label_train_00024,repair5g59_additive_fallback,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000073,g567_stage2a_label_train_00024,repair5g59_static_flow_shield,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000074,g567_stage2a_label_train_00024,g556_c063174,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000075,g567_stage2a_label_train_00025,repair5g59_additive_fallback,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000076,g567_stage2a_label_train_00025,repair5g59_static_flow_shield,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000077,g567_stage2a_label_train_00025,g556_c063174,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000078,g567_stage2a_label_train_00026,repair5g59_additive_fallback,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000079,g567_stage2a_label_train_00026,repair5g59_static_flow_shield,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000080,g567_stage2a_label_train_00026,g556_c063174,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000081,g567_stage2a_label_train_00027,repair5g59_additive_fallback,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000082,g567_stage2a_label_train_00027,repair5g59_static_flow_shield,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000083,g567_stage2a_label_train_00027,g556_c063174,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000084,g567_stage2a_label_train_00028,repair5g59_additive_fallback,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000085,g567_stage2a_label_train_00028,repair5g59_static_flow_shield,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000086,g567_stage2a_label_train_00028,g556_c063174,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000087,g567_stage2a_label_train_00029,repair5g59_additive_fallback,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000088,g567_stage2a_label_train_00029,repair5g59_static_flow_shield,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000089,g567_stage2a_label_train_00029,g556_c063174,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000090,g567_stage2a_label_train_00030,repair5g59_additive_fallback,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000091,g567_stage2a_label_train_00030,repair5g59_static_flow_shield,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000092,g567_stage2a_label_train_00030,g556_c063174,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000093,g567_stage2a_label_train_00031,repair5g59_additive_fallback,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000094,g567_stage2a_label_train_00031,repair5g59_static_flow_shield,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000095,g567_stage2a_label_train_00031,g556_c063174,64,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000096,g567_stage2a_label_train_00032,repair5g59_additive_fallback,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000097,g567_stage2a_label_train_00032,repair5g59_static_flow_shield,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000098,g567_stage2a_label_train_00032,g556_c063174,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000099,g567_stage2a_label_train_00033,repair5g59_additive_fallback,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000100,g567_stage2a_label_train_00033,repair5g59_static_flow_shield,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000101,g567_stage2a_label_train_00033,g556_c063174,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000102,g567_stage2a_label_train_00034,repair5g59_additive_fallback,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000103,g567_stage2a_label_train_00034,repair5g59_static_flow_shield,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000104,g567_stage2a_label_train_00034,g556_c063174,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
stage2a_diagnostic_a5_label_train,g567_stage2a_diagnostic_a5_label_train_00000105,g567_stage2a_label_train_00035,repair5g59_additive_fallback,128,uniform_30s_all_agent_tiers_primary_exact,30.0,60.0,60.0,True,True,True,True,pass,,False,False,False,False,False
