map,agents,seed,scen,oracle_candidate_id,oracle_delta_ratio_vs_ltm,success,ltm_success,sum_of_loss_ratio,better_vs_ltm,equal_vs_ltm,worse_vs_ltm,selected_is_additive
warehouse-10-20-10-2-1,50,33,warehouse-10-20-10-2-1-random-33.scen,additive_ltm,0.0,True,True,1.11153071501,False,True,False,True
warehouse-10-20-10-2-1,50,34,warehouse-10-20-10-2-1-random-34.scen,additive_ltm,0.0,True,True,1.0811965812,False,True,False,True
warehouse-10-20-10-2-1,50,35,warehouse-10-20-10-2-1-random-35.scen,additive_ltm,0.0,True,True,1.08857979502,False,True,False,True
warehouse-10-20-10-2-1,50,36,warehouse-10-20-10-2-1-random-36.scen,additive_ltm,0.0,True,True,1.09292035398,False,True,False,True
warehouse-10-20-10-2-1,50,37,warehouse-10-20-10-2-1-random-37.scen,additive_ltm,0.0,True,True,1.04813578186,False,True,False,True
warehouse-10-20-10-2-1,50,38,warehouse-10-20-10-2-1-random-38.scen,additive_ltm,-0.0722891566199999,True,True,1.08183678109,True,False,False,True
warehouse-10-20-10-2-1,50,39,warehouse-10-20-10-2-1-random-39.scen,additive_ltm,0.0,True,True,1.08527472527,False,True,False,True
warehouse-10-20-10-2-1,50,40,warehouse-10-20-10-2-1-random-40.scen,additive_ltm,0.0,True,True,1.07090997096,False,True,False,True
warehouse-10-20-10-2-1,50,41,warehouse-10-20-10-2-1-random-41.scen,additive_ltm,0.0,True,True,1.08731756417,False,True,False,True
warehouse-10-20-10-2-1,50,42,warehouse-10-20-10-2-1-random-42.scen,additive_ltm,0.0,True,True,1.05641821946,False,True,False,True
warehouse-10-20-10-2-1,50,43,warehouse-10-20-10-2-1-random-43.scen,additive_ltm,0.0,True,True,1.09701492537,False,True,False,True
warehouse-10-20-10-2-1,50,44,warehouse-10-20-10-2-1-random-44.scen,additive_ltm,0.0,True,True,1.09078498294,False,True,False,True
warehouse-10-20-10-2-1,50,45,warehouse-10-20-10-2-1-random-45.scen,c075_b075_w125_d095,-0.07409353651999995,True,True,1.08197582764,True,False,False,False
warehouse-10-20-10-2-1,100,26,warehouse-10-20-10-2-1-random-26.scen,additive_ltm,0.0,True,True,1.15067576609,False,True,False,True
warehouse-10-20-10-2-1,100,27,warehouse-10-20-10-2-1-random-27.scen,additive_ltm,0.0,True,True,1.19629270992,False,True,False,True
warehouse-10-20-10-2-1,100,28,warehouse-10-20-10-2-1-random-28.scen,additive_ltm,0.0,True,True,1.17033414833,False,True,False,True
warehouse-10-20-10-2-1,100,29,warehouse-10-20-10-2-1-random-29.scen,additive_ltm,0.0,True,True,1.16962094355,False,True,False,True
warehouse-10-20-10-2-1,100,30,warehouse-10-20-10-2-1-random-30.scen,additive_ltm,0.0,True,True,1.25521038144,False,True,False,True
warehouse-10-20-10-2-1,100,31,warehouse-10-20-10-2-1-random-31.scen,additive_ltm,0.0,True,True,1.20002591009,False,True,False,True
warehouse-10-20-10-2-1,100,32,warehouse-10-20-10-2-1-random-32.scen,additive_ltm,0.0,True,True,1.16523279352,False,True,False,True
warehouse-10-20-10-2-1,100,33,warehouse-10-20-10-2-1-random-33.scen,additive_ltm,0.0,True,True,1.12466124661,False,True,False,True
warehouse-10-20-10-2-1,100,34,warehouse-10-20-10-2-1-random-34.scen,additive_ltm,0.0,True,True,1.17056156261,False,True,False,True
warehouse-10-20-10-2-1,100,35,warehouse-10-20-10-2-1-random-35.scen,c050_b100_w100_d100,0.0,True,True,1.15807228916,False,True,False,False
warehouse-10-20-10-2-1,100,36,warehouse-10-20-10-2-1-random-36.scen,additive_ltm,0.0,True,True,1.14618249534,False,True,False,True
warehouse-10-20-10-2-1,100,37,warehouse-10-20-10-2-1-random-37.scen,c075_b075_w125_d095,0.0,True,True,1.14158653846,False,True,False,False
warehouse-10-20-10-2-1,100,38,warehouse-10-20-10-2-1-random-38.scen,additive_ltm,0.0,True,True,1.16456161864,False,True,False,True
warehouse-10-20-10-2-1,100,39,warehouse-10-20-10-2-1-random-39.scen,additive_ltm,0.0,True,True,1.14967557462,False,True,False,True
warehouse-10-20-10-2-1,100,40,warehouse-10-20-10-2-1-random-40.scen,additive_ltm,0.0,True,True,1.23353365385,False,True,False,True
warehouse-10-20-10-2-1,100,41,warehouse-10-20-10-2-1-random-41.scen,additive_ltm,0.0,True,True,1.15914713158,False,True,False,True
warehouse-10-20-10-2-1,100,42,warehouse-10-20-10-2-1-random-42.scen,additive_ltm,0.0,True,True,1.18760426023,False,True,False,True
warehouse-10-20-10-2-1,100,43,warehouse-10-20-10-2-1-random-43.scen,c075_b075_w125_d095,0.0,True,True,1.14853435291,False,True,False,False
warehouse-10-20-10-2-1,100,44,warehouse-10-20-10-2-1-random-44.scen,c075_b075_w125_d095,0.0,True,True,1.18992678056,False,True,False,False
warehouse-10-20-10-2-1,100,45,warehouse-10-20-10-2-1-random-45.scen,additive_ltm,0.0,True,True,1.18089917531,False,True,False,True
