row_type,policy,model,fold_id,avoidable_risk_ece,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
calibration_fold,learned_q_risk_constrained,learned_q_risk_constrained,leave_map_agent_group_34,0.05,False,False,False,False,False
calibration_fold,learned_q_risk_constrained,learned_q_risk_constrained,leave_map_agent_group_204,0.05,False,False,False,False,False
calibration_fold,learned_q_risk_constrained,learned_q_risk_constrained,budget_holdout_2000,0.033333333333,False,False,False,False,False
calibration_fold,learned_q_risk_constrained,learned_q_risk_constrained,warehouse_holdout,0.1,False,False,False,False,False
calibration_fold,learned_q_warehouse_safe,learned_q_warehouse_safe,seed_oof,0.0,False,False,False,False,False
calibration_fold,learned_q_warehouse_safe,learned_q_warehouse_safe,fixed_train_dev,0.01875,False,False,False,False,False
calibration_fold,learned_q_warehouse_safe,learned_q_warehouse_safe,leave_map_family_maze,0.025,False,False,False,False,False
calibration_fold,learned_q_warehouse_safe,learned_q_warehouse_safe,leave_map_family_random,0.025,False,False,False,False,False
calibration_fold,learned_q_warehouse_safe,learned_q_warehouse_safe,leave_map_family_warehouse,0.1,False,False,False,False,False
calibration_fold,learned_q_warehouse_safe,learned_q_warehouse_safe,leave_map_agent_group_34,0.05,False,False,False,False,False
calibration_fold,learned_q_warehouse_safe,learned_q_warehouse_safe,leave_map_agent_group_204,0.05,False,False,False,False,False
calibration_fold,learned_q_warehouse_safe,learned_q_warehouse_safe,budget_holdout_2000,0.033333333333,False,False,False,False,False
calibration_fold,learned_q_warehouse_safe,learned_q_warehouse_safe,warehouse_holdout,0.1,False,False,False,False,False
calibration_fold,doubly_robust_evaluation,doubly_robust_evaluation,seed_oof,0.0,False,False,False,False,False
calibration_fold,doubly_robust_evaluation,doubly_robust_evaluation,fixed_train_dev,0.01875,False,False,False,False,False
calibration_fold,doubly_robust_evaluation,doubly_robust_evaluation,leave_map_family_maze,0.025,False,False,False,False,False
calibration_fold,doubly_robust_evaluation,doubly_robust_evaluation,leave_map_family_random,0.025,False,False,False,False,False
calibration_fold,doubly_robust_evaluation,doubly_robust_evaluation,leave_map_family_warehouse,0.1,False,False,False,False,False
calibration_fold,doubly_robust_evaluation,doubly_robust_evaluation,leave_map_agent_group_34,0.05,False,False,False,False,False
calibration_fold,doubly_robust_evaluation,doubly_robust_evaluation,leave_map_agent_group_204,0.05,False,False,False,False,False
calibration_fold,doubly_robust_evaluation,doubly_robust_evaluation,budget_holdout_2000,0.033333333333,False,False,False,False,False
calibration_fold,doubly_robust_evaluation,doubly_robust_evaluation,warehouse_holdout,0.1,False,False,False,False,False
calibration_fold,map_family_robust_learned_q,map_family_robust_learned_q,seed_oof,0.0,False,False,False,False,False
calibration_fold,map_family_robust_learned_q,map_family_robust_learned_q,fixed_train_dev,0.01875,False,False,False,False,False
calibration_fold,map_family_robust_learned_q,map_family_robust_learned_q,leave_map_family_maze,0.025,False,False,False,False,False
calibration_fold,map_family_robust_learned_q,map_family_robust_learned_q,leave_map_family_random,0.025,False,False,False,False,False
calibration_fold,map_family_robust_learned_q,map_family_robust_learned_q,leave_map_family_warehouse,0.1,False,False,False,False,False
calibration_fold,map_family_robust_learned_q,map_family_robust_learned_q,leave_map_agent_group_34,0.05,False,False,False,False,False
calibration_fold,map_family_robust_learned_q,map_family_robust_learned_q,leave_map_agent_group_204,0.05,False,False,False,False,False
calibration_fold,map_family_robust_learned_q,map_family_robust_learned_q,budget_holdout_2000,0.033333333333,False,False,False,False,False
calibration_fold,map_family_robust_learned_q,map_family_robust_learned_q,warehouse_holdout,0.1,False,False,False,False,False
calibration_fold,budget_robust_learned_q,budget_robust_learned_q,seed_oof,0.0,False,False,False,False,False
calibration_fold,budget_robust_learned_q,budget_robust_learned_q,fixed_train_dev,0.01875,False,False,False,False,False
calibration_fold,budget_robust_learned_q,budget_robust_learned_q,leave_map_family_maze,0.025,False,False,False,False,False
calibration_fold,budget_robust_learned_q,budget_robust_learned_q,leave_map_family_random,0.025,False,False,False,False,False
calibration_fold,budget_robust_learned_q,budget_robust_learned_q,leave_map_family_warehouse,0.1,False,False,False,False,False
calibration_fold,budget_robust_learned_q,budget_robust_learned_q,leave_map_agent_group_34,0.05,False,False,False,False,False
calibration_fold,budget_robust_learned_q,budget_robust_learned_q,leave_map_agent_group_204,0.05,False,False,False,False,False
calibration_fold,budget_robust_learned_q,budget_robust_learned_q,budget_holdout_2000,0.033333333333,False,False,False,False,False
calibration_fold,budget_robust_learned_q,budget_robust_learned_q,warehouse_holdout,0.1,False,False,False,False,False
calibration_fold,shuffled_reward_control,shuffled_reward_control,seed_oof,0.0,False,False,False,False,False
calibration_fold,shuffled_reward_control,shuffled_reward_control,fixed_train_dev,0.01875,False,False,False,False,False
calibration_fold,shuffled_reward_control,shuffled_reward_control,leave_map_family_maze,0.025,False,False,False,False,False
calibration_fold,shuffled_reward_control,shuffled_reward_control,leave_map_family_random,0.025,False,False,False,False,False
calibration_fold,shuffled_reward_control,shuffled_reward_control,leave_map_family_warehouse,0.1,False,False,False,False,False
calibration_fold,shuffled_reward_control,shuffled_reward_control,leave_map_agent_group_34,0.05,False,False,False,False,False
calibration_fold,shuffled_reward_control,shuffled_reward_control,leave_map_agent_group_204,0.05,False,False,False,False,False
calibration_fold,shuffled_reward_control,shuffled_reward_control,budget_holdout_2000,0.033333333333,False,False,False,False,False
calibration_fold,shuffled_reward_control,shuffled_reward_control,warehouse_holdout,0.1,False,False,False,False,False
calibration_fold,random_policy_control,random_policy_control,seed_oof,0.0,False,False,False,False,False
calibration_fold,random_policy_control,random_policy_control,fixed_train_dev,0.01875,False,False,False,False,False
calibration_fold,random_policy_control,random_policy_control,leave_map_family_maze,0.025,False,False,False,False,False
calibration_fold,random_policy_control,random_policy_control,leave_map_family_random,0.025,False,False,False,False,False
calibration_fold,random_policy_control,random_policy_control,leave_map_family_warehouse,0.1,False,False,False,False,False
calibration_fold,random_policy_control,random_policy_control,leave_map_agent_group_34,0.05,False,False,False,False,False
calibration_fold,random_policy_control,random_policy_control,leave_map_agent_group_204,0.05,False,False,False,False,False
calibration_fold,random_policy_control,random_policy_control,budget_holdout_2000,0.033333333333,False,False,False,False,False
calibration_fold,random_policy_control,random_policy_control,warehouse_holdout,0.1,False,False,False,False,False
