context_source_id,normalized_context_key,budget_ms,map,map_family,map_agent_group,agents,seed,scenario_path,map_path,source,namespace,contains_original_gold_anchor,generated_metadata_only,generated_solver_executable,ids_166_205_untouched,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
maze-32-32-4|a50|s151|it0|ff7692e438f3|b1000,maze-32-32-4|a50|s151|it0|ff7692e438f3,1000,maze-32-32-4,maze,maze-32-32-4|a50,50,151,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-151.scen,external/lacam2/scripts/map/maze-32-32-4.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
maze-32-32-4|a50|s151|it0|ff7692e438f3|b2000,maze-32-32-4|a50|s151|it0|ff7692e438f3,2000,maze-32-32-4,maze,maze-32-32-4|a50,50,151,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-151.scen,external/lacam2/scripts/map/maze-32-32-4.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
maze-32-32-4|a50|s152|it0|b0d527f935db|b1000,maze-32-32-4|a50|s152|it0|b0d527f935db,1000,maze-32-32-4,maze,maze-32-32-4|a50,50,152,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-152.scen,external/lacam2/scripts/map/maze-32-32-4.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
maze-32-32-4|a50|s152|it0|b0d527f935db|b2000,maze-32-32-4|a50|s152|it0|b0d527f935db,2000,maze-32-32-4,maze,maze-32-32-4|a50,50,152,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-152.scen,external/lacam2/scripts/map/maze-32-32-4.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
maze-32-32-4|a50|s153|it0|10948c70af01|b1000,maze-32-32-4|a50|s153|it0|10948c70af01,1000,maze-32-32-4,maze,maze-32-32-4|a50,50,153,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-153.scen,external/lacam2/scripts/map/maze-32-32-4.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
maze-32-32-4|a50|s153|it0|10948c70af01|b2000,maze-32-32-4|a50|s153|it0|10948c70af01,2000,maze-32-32-4,maze,maze-32-32-4|a50,50,153,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-153.scen,external/lacam2/scripts/map/maze-32-32-4.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
maze-32-32-4|a50|s154|it0|c5ef183e87cd|b1000,maze-32-32-4|a50|s154|it0|c5ef183e87cd,1000,maze-32-32-4,maze,maze-32-32-4|a50,50,154,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-154.scen,external/lacam2/scripts/map/maze-32-32-4.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
maze-32-32-4|a50|s154|it0|c5ef183e87cd|b2000,maze-32-32-4|a50|s154|it0|c5ef183e87cd,2000,maze-32-32-4,maze,maze-32-32-4|a50,50,154,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-154.scen,external/lacam2/scripts/map/maze-32-32-4.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
maze-32-32-4|a50|s155|it0|cdbc3d67562c|b1000,maze-32-32-4|a50|s155|it0|cdbc3d67562c,1000,maze-32-32-4,maze,maze-32-32-4|a50,50,155,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-155.scen,external/lacam2/scripts/map/maze-32-32-4.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
maze-32-32-4|a50|s155|it0|cdbc3d67562c|b2000,maze-32-32-4|a50|s155|it0|cdbc3d67562c,2000,maze-32-32-4,maze,maze-32-32-4|a50,50,155,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-155.scen,external/lacam2/scripts/map/maze-32-32-4.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
maze-32-32-4|a50|s156|it0|cb7a30476147|b1000,maze-32-32-4|a50|s156|it0|cb7a30476147,1000,maze-32-32-4,maze,maze-32-32-4|a50,50,156,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-156.scen,external/lacam2/scripts/map/maze-32-32-4.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
maze-32-32-4|a50|s156|it0|cb7a30476147|b2000,maze-32-32-4|a50|s156|it0|cb7a30476147,2000,maze-32-32-4,maze,maze-32-32-4|a50,50,156,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-156.scen,external/lacam2/scripts/map/maze-32-32-4.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
maze-32-32-4|a50|s157|it0|99931f79f943|b1000,maze-32-32-4|a50|s157|it0|99931f79f943,1000,maze-32-32-4,maze,maze-32-32-4|a50,50,157,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-157.scen,external/lacam2/scripts/map/maze-32-32-4.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
maze-32-32-4|a50|s157|it0|99931f79f943|b2000,maze-32-32-4|a50|s157|it0|99931f79f943,2000,maze-32-32-4,maze,maze-32-32-4|a50,50,157,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-157.scen,external/lacam2/scripts/map/maze-32-32-4.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
maze-32-32-4|a50|s158|it0|bf29c62f61ce|b1000,maze-32-32-4|a50|s158|it0|bf29c62f61ce,1000,maze-32-32-4,maze,maze-32-32-4|a50,50,158,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-158.scen,external/lacam2/scripts/map/maze-32-32-4.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
maze-32-32-4|a50|s158|it0|bf29c62f61ce|b2000,maze-32-32-4|a50|s158|it0|bf29c62f61ce,2000,maze-32-32-4,maze,maze-32-32-4|a50,50,158,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-158.scen,external/lacam2/scripts/map/maze-32-32-4.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
maze-32-32-4|a50|s159|it0|0b33b13493f2|b1000,maze-32-32-4|a50|s159|it0|0b33b13493f2,1000,maze-32-32-4,maze,maze-32-32-4|a50,50,159,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-159.scen,external/lacam2/scripts/map/maze-32-32-4.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
maze-32-32-4|a50|s159|it0|0b33b13493f2|b2000,maze-32-32-4|a50|s159|it0|0b33b13493f2,2000,maze-32-32-4,maze,maze-32-32-4|a50,50,159,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-159.scen,external/lacam2/scripts/map/maze-32-32-4.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
maze-32-32-4|a100|s146|it0|bfeb4486b006|b1000,maze-32-32-4|a100|s146|it0|bfeb4486b006,1000,maze-32-32-4,maze,maze-32-32-4|a100,100,146,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-146.scen,external/lacam2/scripts/map/maze-32-32-4.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
maze-32-32-4|a100|s146|it0|bfeb4486b006|b2000,maze-32-32-4|a100|s146|it0|bfeb4486b006,2000,maze-32-32-4,maze,maze-32-32-4|a100,100,146,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-146.scen,external/lacam2/scripts/map/maze-32-32-4.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
maze-32-32-4|a100|s147|it0|6c2c81f76d8b|b1000,maze-32-32-4|a100|s147|it0|6c2c81f76d8b,1000,maze-32-32-4,maze,maze-32-32-4|a100,100,147,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-147.scen,external/lacam2/scripts/map/maze-32-32-4.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
maze-32-32-4|a100|s147|it0|6c2c81f76d8b|b2000,maze-32-32-4|a100|s147|it0|6c2c81f76d8b,2000,maze-32-32-4,maze,maze-32-32-4|a100,100,147,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-147.scen,external/lacam2/scripts/map/maze-32-32-4.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
maze-32-32-4|a100|s148|it0|e31511f982d3|b1000,maze-32-32-4|a100|s148|it0|e31511f982d3,1000,maze-32-32-4,maze,maze-32-32-4|a100,100,148,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-148.scen,external/lacam2/scripts/map/maze-32-32-4.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
maze-32-32-4|a100|s148|it0|e31511f982d3|b2000,maze-32-32-4|a100|s148|it0|e31511f982d3,2000,maze-32-32-4,maze,maze-32-32-4|a100,100,148,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-148.scen,external/lacam2/scripts/map/maze-32-32-4.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
maze-32-32-4|a100|s149|it0|764af1a5b02f|b1000,maze-32-32-4|a100|s149|it0|764af1a5b02f,1000,maze-32-32-4,maze,maze-32-32-4|a100,100,149,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-149.scen,external/lacam2/scripts/map/maze-32-32-4.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
maze-32-32-4|a100|s149|it0|764af1a5b02f|b2000,maze-32-32-4|a100|s149|it0|764af1a5b02f,2000,maze-32-32-4,maze,maze-32-32-4|a100,100,149,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-149.scen,external/lacam2/scripts/map/maze-32-32-4.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
maze-32-32-4|a100|s150|it0|904f9c178bee|b1000,maze-32-32-4|a100|s150|it0|904f9c178bee,1000,maze-32-32-4,maze,maze-32-32-4|a100,100,150,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-150.scen,external/lacam2/scripts/map/maze-32-32-4.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
maze-32-32-4|a100|s150|it0|904f9c178bee|b2000,maze-32-32-4|a100|s150|it0|904f9c178bee,2000,maze-32-32-4,maze,maze-32-32-4|a100,100,150,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-150.scen,external/lacam2/scripts/map/maze-32-32-4.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
maze-32-32-4|a100|s151|it0|d2af70f38a48|b1000,maze-32-32-4|a100|s151|it0|d2af70f38a48,1000,maze-32-32-4,maze,maze-32-32-4|a100,100,151,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-151.scen,external/lacam2/scripts/map/maze-32-32-4.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
maze-32-32-4|a100|s151|it0|d2af70f38a48|b2000,maze-32-32-4|a100|s151|it0|d2af70f38a48,2000,maze-32-32-4,maze,maze-32-32-4|a100,100,151,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-151.scen,external/lacam2/scripts/map/maze-32-32-4.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
maze-32-32-4|a100|s152|it0|101d167411e2|b1000,maze-32-32-4|a100|s152|it0|101d167411e2,1000,maze-32-32-4,maze,maze-32-32-4|a100,100,152,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-152.scen,external/lacam2/scripts/map/maze-32-32-4.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
maze-32-32-4|a100|s152|it0|101d167411e2|b2000,maze-32-32-4|a100|s152|it0|101d167411e2,2000,maze-32-32-4,maze,maze-32-32-4|a100,100,152,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-152.scen,external/lacam2/scripts/map/maze-32-32-4.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
maze-32-32-4|a100|s153|it0|28e01b3cec31|b1000,maze-32-32-4|a100|s153|it0|28e01b3cec31,1000,maze-32-32-4,maze,maze-32-32-4|a100,100,153,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-153.scen,external/lacam2/scripts/map/maze-32-32-4.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
maze-32-32-4|a100|s153|it0|28e01b3cec31|b2000,maze-32-32-4|a100|s153|it0|28e01b3cec31,2000,maze-32-32-4,maze,maze-32-32-4|a100,100,153,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-153.scen,external/lacam2/scripts/map/maze-32-32-4.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
maze-32-32-4|a100|s154|it0|abb317bb8783|b1000,maze-32-32-4|a100|s154|it0|abb317bb8783,1000,maze-32-32-4,maze,maze-32-32-4|a100,100,154,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-154.scen,external/lacam2/scripts/map/maze-32-32-4.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
maze-32-32-4|a100|s154|it0|abb317bb8783|b2000,maze-32-32-4|a100|s154|it0|abb317bb8783,2000,maze-32-32-4,maze,maze-32-32-4|a100,100,154,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-154.scen,external/lacam2/scripts/map/maze-32-32-4.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
maze-32-32-4|a100|s155|it0|7af8bafe906a|b1000,maze-32-32-4|a100|s155|it0|7af8bafe906a,1000,maze-32-32-4,maze,maze-32-32-4|a100,100,155,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-155.scen,external/lacam2/scripts/map/maze-32-32-4.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
maze-32-32-4|a100|s155|it0|7af8bafe906a|b2000,maze-32-32-4|a100|s155|it0|7af8bafe906a,2000,maze-32-32-4,maze,maze-32-32-4|a100,100,155,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-155.scen,external/lacam2/scripts/map/maze-32-32-4.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
maze-32-32-4|a100|s156|it0|008d57b895b4|b1000,maze-32-32-4|a100|s156|it0|008d57b895b4,1000,maze-32-32-4,maze,maze-32-32-4|a100,100,156,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-156.scen,external/lacam2/scripts/map/maze-32-32-4.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
maze-32-32-4|a100|s156|it0|008d57b895b4|b2000,maze-32-32-4|a100|s156|it0|008d57b895b4,2000,maze-32-32-4,maze,maze-32-32-4|a100,100,156,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-156.scen,external/lacam2/scripts/map/maze-32-32-4.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
maze-32-32-4|a100|s157|it0|380646bfe2e3|b1000,maze-32-32-4|a100|s157|it0|380646bfe2e3,1000,maze-32-32-4,maze,maze-32-32-4|a100,100,157,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-157.scen,external/lacam2/scripts/map/maze-32-32-4.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
maze-32-32-4|a100|s157|it0|380646bfe2e3|b2000,maze-32-32-4|a100|s157|it0|380646bfe2e3,2000,maze-32-32-4,maze,maze-32-32-4|a100,100,157,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-157.scen,external/lacam2/scripts/map/maze-32-32-4.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
maze-32-32-4|a100|s158|it0|bfa9e3d157f5|b1000,maze-32-32-4|a100|s158|it0|bfa9e3d157f5,1000,maze-32-32-4,maze,maze-32-32-4|a100,100,158,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-158.scen,external/lacam2/scripts/map/maze-32-32-4.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
maze-32-32-4|a100|s158|it0|bfa9e3d157f5|b2000,maze-32-32-4|a100|s158|it0|bfa9e3d157f5,2000,maze-32-32-4,maze,maze-32-32-4|a100,100,158,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-158.scen,external/lacam2/scripts/map/maze-32-32-4.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
maze-32-32-4|a100|s159|it0|9cb83f8cf0f6|b1000,maze-32-32-4|a100|s159|it0|9cb83f8cf0f6,1000,maze-32-32-4,maze,maze-32-32-4|a100,100,159,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-159.scen,external/lacam2/scripts/map/maze-32-32-4.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
maze-32-32-4|a100|s159|it0|9cb83f8cf0f6|b2000,maze-32-32-4|a100|s159|it0|9cb83f8cf0f6,2000,maze-32-32-4,maze,maze-32-32-4|a100,100,159,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/maze-32-32-4-random-159.scen,external/lacam2/scripts/map/maze-32-32-4.map,generated_g532_solver_executable,generated_g532,False,False,True,True,False,False,False,False,False
random-32-32-20|a50|s146|it0|8d014a33089d|b1000,random-32-32-20|a50|s146|it0|8d014a33089d,1000,random-32-32-20,random,random-32-32-20|a50,50,146,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-146.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a50|s146|it0|8d014a33089d|b2000,random-32-32-20|a50|s146|it0|8d014a33089d,2000,random-32-32-20,random,random-32-32-20|a50,50,146,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-146.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a50|s147|it0|3b06c69ec2f5|b1000,random-32-32-20|a50|s147|it0|3b06c69ec2f5,1000,random-32-32-20,random,random-32-32-20|a50,50,147,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-147.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a50|s147|it0|3b06c69ec2f5|b2000,random-32-32-20|a50|s147|it0|3b06c69ec2f5,2000,random-32-32-20,random,random-32-32-20|a50,50,147,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-147.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a50|s148|it0|be2f6d87c0c4|b1000,random-32-32-20|a50|s148|it0|be2f6d87c0c4,1000,random-32-32-20,random,random-32-32-20|a50,50,148,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-148.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a50|s148|it0|be2f6d87c0c4|b2000,random-32-32-20|a50|s148|it0|be2f6d87c0c4,2000,random-32-32-20,random,random-32-32-20|a50,50,148,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-148.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a50|s149|it0|3bed9e675b37|b1000,random-32-32-20|a50|s149|it0|3bed9e675b37,1000,random-32-32-20,random,random-32-32-20|a50,50,149,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-149.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a50|s149|it0|3bed9e675b37|b2000,random-32-32-20|a50|s149|it0|3bed9e675b37,2000,random-32-32-20,random,random-32-32-20|a50,50,149,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-149.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a50|s150|it0|ef28abdd0701|b1000,random-32-32-20|a50|s150|it0|ef28abdd0701,1000,random-32-32-20,random,random-32-32-20|a50,50,150,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-150.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a50|s150|it0|ef28abdd0701|b2000,random-32-32-20|a50|s150|it0|ef28abdd0701,2000,random-32-32-20,random,random-32-32-20|a50,50,150,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-150.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a50|s151|it0|3fd586082cb8|b1000,random-32-32-20|a50|s151|it0|3fd586082cb8,1000,random-32-32-20,random,random-32-32-20|a50,50,151,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-151.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a50|s151|it0|3fd586082cb8|b2000,random-32-32-20|a50|s151|it0|3fd586082cb8,2000,random-32-32-20,random,random-32-32-20|a50,50,151,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-151.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a50|s152|it0|38589b7e570d|b1000,random-32-32-20|a50|s152|it0|38589b7e570d,1000,random-32-32-20,random,random-32-32-20|a50,50,152,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-152.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
random-32-32-20|a50|s152|it0|38589b7e570d|b2000,random-32-32-20|a50|s152|it0|38589b7e570d,2000,random-32-32-20,random,random-32-32-20|a50,50,152,outputs/tmp/phase5p5_repair5g532_real_context_scenarios/random-32-32-20-random-152.scen,external/lacam2/scripts/map/random-32-32-20.map,g529_original_gold_anchor,observed_gold_anchor,True,False,True,True,False,False,False,False,False
