split,checkpoint_id,run_id,map_name,agents,seed,iteration,top_k,safety_scope,target_rule,target_in_candidates,top1_among_candidates,selected_decision,selected_rule,selection_reason,candidate_rules,safe_candidate_rules,selected_delta,additive_delta,selected_vs_additive_delta,selected_utility,additive_utility,selected_vs_additive_utility,oracle_best_safe_rule,utility_regret_to_oracle,selected_harmful,has_high_margin_nonadditive_opportunity,opportunity_margin
validation,empty-48-48__a100__i12__phase4_phase4-full-repair5-expand5000__iter2,empty-48-48__a100__i12__phase4_phase4-full-repair5-expand5000,empty-48-48,100,12,2,3,per_rule,commit_heavy,True,True,use_nonadditive,commit_heavy,safe_reranker_score,"[""commit_heavy"", ""wait_heavy"", ""block_heavy""]","[""commit_heavy"", ""wait_heavy"", ""block_heavy""]",0.00268656716418,0.0,0.00268656716418,0.00268656716418,0.0,0.00268656716418,commit_heavy,0.0,False,False,0.01
validation,empty-48-48__a100__i12__phase4_phase4-full-repair5-expand5000__iter3,empty-48-48__a100__i12__phase4_phase4-full-repair5-expand5000,empty-48-48,100,12,3,3,per_rule,decay_095,False,False,defer_ltm,additive_ltm,low_opportunity,"[""commit_heavy"", ""block_heavy"", ""wait_heavy""]","[""commit_heavy"", ""block_heavy"", ""wait_heavy""]",0.0,0.0,0.0,0.0,0.0,0.0,decay_095,0.00716417910448,False,False,0.01
validation,empty-48-48__a100__i13__phase4_phase4-full-repair5-expand5000__iter0,empty-48-48__a100__i13__phase4_phase4-full-repair5-expand5000,empty-48-48,100,13,0,3,per_rule,wait_light,False,False,defer_ltm,additive_ltm,low_opportunity,"[""block_heavy"", ""wait_heavy"", ""decay_090""]","[""block_heavy"", ""wait_heavy"", ""decay_090""]",0.0,0.0,0.0,0.0,0.0,0.0,wait_light,0.00287631831256,False,False,0.01
validation,empty-48-48__a100__i13__phase4_phase4-full-repair5-expand5000__iter1,empty-48-48__a100__i13__phase4_phase4-full-repair5-expand5000,empty-48-48,100,13,1,3,per_rule,commit_heavy,True,True,use_nonadditive,commit_heavy,safe_reranker_score,"[""commit_heavy"", ""wait_heavy"", ""block_heavy""]","[""commit_heavy"", ""wait_heavy"", ""block_heavy""]",0.0377117289869,0.0,0.0377117289869,0.0377117289869,0.0,0.0377117289869,commit_heavy,0.0,False,True,0.01
validation,empty-48-48__a100__i13__phase4_phase4-full-repair5-expand5000__iter2,empty-48-48__a100__i13__phase4_phase4-full-repair5-expand5000,empty-48-48,100,13,2,3,per_rule,commit_heavy,True,True,use_nonadditive,commit_heavy,safe_reranker_score,"[""commit_heavy"", ""wait_heavy"", ""block_heavy""]","[""commit_heavy"", ""wait_heavy"", ""block_heavy""]",0.050175775008,0.0,0.050175775008,0.050175775008,0.0,0.050175775008,commit_heavy,0.0,False,True,0.01
validation,empty-48-48__a100__i13__phase4_phase4-full-repair5-expand5000__iter3,empty-48-48__a100__i13__phase4_phase4-full-repair5-expand5000,empty-48-48,100,13,3,3,per_rule,decay_090,False,False,defer_ltm,additive_ltm,low_opportunity,"[""block_heavy"", ""wait_heavy"", ""commit_heavy""]","[""block_heavy"", ""wait_heavy"", ""commit_heavy""]",0.0,0.0,0.0,0.0,0.0,0.0,decay_090,0.00735059124321,False,False,0.01
validation,empty-48-48__a100__i14__phase4_phase4-full-repair5-expand5000__iter0,empty-48-48__a100__i14__phase4_phase4-full-repair5-expand5000,empty-48-48,100,14,0,3,per_rule,block_heavy,True,True,defer_ltm,additive_ltm,low_opportunity,"[""block_heavy"", ""wait_heavy"", ""decay_090""]","[""block_heavy"", ""wait_heavy"", ""decay_090""]",0.0,0.0,0.0,0.0,0.0,0.0,block_heavy,0.00708762886598,False,False,0.01
validation,empty-48-48__a100__i14__phase4_phase4-full-repair5-expand5000__iter1,empty-48-48__a100__i14__phase4_phase4-full-repair5-expand5000,empty-48-48,100,14,1,3,per_rule,decay_095,False,False,use_nonadditive,commit_heavy,safe_reranker_score,"[""commit_heavy"", ""block_heavy"", ""wait_heavy""]","[""commit_heavy"", ""block_heavy"", ""wait_heavy""]",0.0041881443299,0.0,0.0041881443299,0.0041881443299,0.0,0.0041881443299,decay_095,0.004188144329889999,False,False,0.01
validation,empty-48-48__a100__i14__phase4_phase4-full-repair5-expand5000__iter2,empty-48-48__a100__i14__phase4_phase4-full-repair5-expand5000,empty-48-48,100,14,2,3,per_rule,block_heavy,True,False,defer_ltm,additive_ltm,low_opportunity,"[""commit_heavy"", ""block_heavy"", ""wait_heavy""]","[""commit_heavy"", ""block_heavy"", ""wait_heavy""]",0.0,0.0,0.0,0.0,0.0,0.0,block_heavy,0.0154639175258,False,False,0.01
validation,empty-48-48__a100__i14__phase4_phase4-full-repair5-expand5000__iter3,empty-48-48__a100__i14__phase4_phase4-full-repair5-expand5000,empty-48-48,100,14,3,3,per_rule,commit_heavy,True,True,defer_ltm,additive_ltm,low_opportunity,"[""commit_heavy"", ""block_heavy"", ""wait_heavy""]","[""commit_heavy"", ""block_heavy"", ""wait_heavy""]",0.0,0.0,0.0,0.0,0.0,0.0,commit_heavy,0.027706185567,False,True,0.01
validation,empty-48-48__a100__i15__phase4_phase4-full-repair5-expand5000__iter0,empty-48-48__a100__i15__phase4_phase4-full-repair5-expand5000,empty-48-48,100,15,0,3,per_rule,wait_heavy,True,False,defer_ltm,additive_ltm,low_opportunity,"[""block_heavy"", ""wait_heavy"", ""decay_090""]","[""block_heavy"", ""wait_heavy"", ""decay_090""]",0.0,0.0,0.0,0.0,0.0,0.0,wait_heavy,0.00983606557377,False,False,0.01
validation,empty-48-48__a100__i15__phase4_phase4-full-repair5-expand5000__iter1,empty-48-48__a100__i15__phase4_phase4-full-repair5-expand5000,empty-48-48,100,15,1,3,per_rule,commit_heavy,True,True,use_nonadditive,commit_heavy,safe_reranker_score,"[""commit_heavy"", ""wait_heavy"", ""block_heavy""]","[""commit_heavy"", ""wait_heavy"", ""block_heavy""]",0.00864381520119,0.0,0.00864381520119,0.00864381520119,0.0,0.00864381520119,commit_heavy,0.0,False,False,0.01
validation,empty-48-48__a100__i15__phase4_phase4-full-repair5-expand5000__iter2,empty-48-48__a100__i15__phase4_phase4-full-repair5-expand5000,empty-48-48,100,15,2,3,per_rule,decay_095,False,False,use_nonadditive,commit_heavy,safe_reranker_score,"[""commit_heavy"", ""block_heavy"", ""wait_heavy""]","[""commit_heavy"", ""block_heavy"", ""wait_heavy""]",0.00745156482861,0.0,0.00745156482861,0.00745156482861,0.0,0.00745156482861,decay_095,0.00268256333829,False,False,0.01
validation,empty-48-48__a100__i15__phase4_phase4-full-repair5-expand5000__iter3,empty-48-48__a100__i15__phase4_phase4-full-repair5-expand5000,empty-48-48,100,15,3,3,per_rule,commit_heavy,True,True,defer_ltm,additive_ltm,low_opportunity,"[""commit_heavy"", ""block_heavy"", ""wait_heavy""]","[""commit_heavy"", ""block_heavy"", ""wait_heavy""]",0.0,0.0,0.0,0.0,0.0,0.0,commit_heavy,0.0244411326379,False,True,0.01
validation,empty-48-48__a100__i16__phase4_phase4-full-repair5-expand5000__iter0,empty-48-48__a100__i16__phase4_phase4-full-repair5-expand5000,empty-48-48,100,16,0,3,per_rule,block_heavy,True,True,defer_ltm,additive_ltm,low_opportunity,"[""block_heavy"", ""wait_heavy"", ""decay_090""]","[""block_heavy"", ""wait_heavy"", ""decay_090""]",0.0,0.0,0.0,0.0,0.0,0.0,block_heavy,0.0,False,False,0.01
validation,empty-48-48__a100__i16__phase4_phase4-full-repair5-expand5000__iter1,empty-48-48__a100__i16__phase4_phase4-full-repair5-expand5000,empty-48-48,100,16,1,3,per_rule,commit_heavy,True,True,use_nonadditive,commit_heavy,safe_reranker_score,"[""commit_heavy"", ""wait_heavy"", ""block_heavy""]","[""commit_heavy"", ""wait_heavy"", ""block_heavy""]",0.0249658002736,0.0,0.0249658002736,0.0249658002736,0.0,0.0249658002736,commit_heavy,0.0,False,True,0.01
validation,empty-48-48__a100__i16__phase4_phase4-full-repair5-expand5000__iter2,empty-48-48__a100__i16__phase4_phase4-full-repair5-expand5000,empty-48-48,100,16,2,3,per_rule,commit_heavy,True,True,use_nonadditive,commit_heavy,safe_reranker_score,"[""commit_heavy"", ""block_heavy"", ""wait_heavy""]","[""commit_heavy"", ""block_heavy"", ""wait_heavy""]",0.0396716826265,0.0,0.0396716826265,0.0396716826265,0.0,0.0396716826265,commit_heavy,0.0,False,True,0.01
validation,empty-48-48__a100__i16__phase4_phase4-full-repair5-expand5000__iter3,empty-48-48__a100__i16__phase4_phase4-full-repair5-expand5000,empty-48-48,100,16,3,3,per_rule,decay_090,False,False,defer_ltm,additive_ltm,low_opportunity,"[""block_heavy"", ""wait_heavy"", ""commit_heavy""]","[""block_heavy"", ""wait_heavy"", ""commit_heavy""]",0.0,0.0,0.0,0.0,0.0,0.0,decay_090,0.00923392612859,False,False,0.01
validation,empty-48-48__a100__i17__phase4_phase4-full-repair5-expand5000__iter0,empty-48-48__a100__i17__phase4_phase4-full-repair5-expand5000,empty-48-48,100,17,0,3,per_rule,commit_heavy,False,False,defer_ltm,additive_ltm,low_opportunity,"[""block_heavy"", ""wait_heavy"", ""decay_090""]","[""block_heavy"", ""wait_heavy"", ""decay_090""]",0.0,0.0,0.0,0.0,0.0,0.0,commit_heavy,0.0116903633491,False,False,0.01
validation,empty-48-48__a100__i17__phase4_phase4-full-repair5-expand5000__iter1,empty-48-48__a100__i17__phase4_phase4-full-repair5-expand5000,empty-48-48,100,17,1,3,per_rule,wait_light,True,False,defer_ltm,additive_ltm,low_opportunity,"[""block_heavy"", ""wait_heavy"", ""wait_light""]","[""block_heavy"", ""wait_heavy"", ""wait_light""]",0.0,0.0,0.0,0.0,0.0,0.0,wait_light,0.00600315955766,False,False,0.01
validation,empty-48-48__a100__i17__phase4_phase4-full-repair5-expand5000__iter2,empty-48-48__a100__i17__phase4_phase4-full-repair5-expand5000,empty-48-48,100,17,2,3,per_rule,wait_heavy,True,False,defer_ltm,additive_ltm,low_opportunity,"[""wait_light"", ""block_heavy"", ""wait_heavy""]","[""wait_light"", ""block_heavy"", ""wait_heavy""]",0.0,0.0,0.0,0.0,0.0,0.0,wait_heavy,0.0101105845182,False,False,0.01
validation,empty-48-48__a100__i17__phase4_phase4-full-repair5-expand5000__iter3,empty-48-48__a100__i17__phase4_phase4-full-repair5-expand5000,empty-48-48,100,17,3,3,per_rule,block_light,True,False,defer_ltm,additive_ltm,low_opportunity,"[""wait_light"", ""block_heavy"", ""block_light""]","[""wait_light"", ""block_heavy"", ""block_light""]",0.0,0.0,0.0,0.0,0.0,0.0,block_light,0.00726698262243,False,False,0.01
validation,empty-48-48__a100__i18__phase4_phase4-full-repair5-expand5000__iter0,empty-48-48__a100__i18__phase4_phase4-full-repair5-expand5000,empty-48-48,100,18,0,3,per_rule,block_heavy,True,True,defer_ltm,additive_ltm,low_opportunity,"[""block_heavy"", ""wait_heavy"", ""decay_090""]","[""block_heavy"", ""wait_heavy"", ""decay_090""]",0.0,0.0,0.0,0.0,0.0,0.0,block_heavy,0.00519311911717,False,False,0.01
validation,empty-48-48__a100__i18__phase4_phase4-full-repair5-expand5000__iter1,empty-48-48__a100__i18__phase4_phase4-full-repair5-expand5000,empty-48-48,100,18,1,3,per_rule,commit_heavy,True,False,defer_ltm,additive_ltm,low_opportunity,"[""block_heavy"", ""commit_heavy"", ""wait_heavy""]","[""block_heavy"", ""commit_heavy"", ""wait_heavy""]",0.0,0.0,0.0,0.0,0.0,0.0,commit_heavy,0.00129827977929,False,False,0.01
validation,empty-48-48__a100__i18__phase4_phase4-full-repair5-expand5000__iter2,empty-48-48__a100__i18__phase4_phase4-full-repair5-expand5000,empty-48-48,100,18,2,3,per_rule,block_heavy,True,True,defer_ltm,additive_ltm,low_opportunity,"[""block_heavy"", ""wait_heavy"", ""wait_light""]","[""block_heavy"", ""wait_heavy"", ""wait_light""]",0.0,0.0,0.0,0.0,0.0,0.0,block_heavy,0.0107108081792,False,False,0.01
validation,empty-48-48__a100__i18__phase4_phase4-full-repair5-expand5000__iter3,empty-48-48__a100__i18__phase4_phase4-full-repair5-expand5000,empty-48-48,100,18,3,3,per_rule,wait_light,True,False,defer_ltm,additive_ltm,low_opportunity,"[""block_heavy"", ""wait_light"", ""wait_heavy""]","[""block_heavy"", ""wait_light"", ""wait_heavy""]",0.0,0.0,0.0,0.0,0.0,0.0,wait_light,0.00681596884129,False,False,0.01
validation,empty-48-48__a100__i19__phase4_phase4-full-repair5-expand5000__iter0,empty-48-48__a100__i19__phase4_phase4-full-repair5-expand5000,empty-48-48,100,19,0,3,per_rule,wait_heavy,True,False,defer_ltm,additive_ltm,low_opportunity,"[""block_heavy"", ""wait_heavy"", ""decay_090""]","[""block_heavy"", ""wait_heavy"", ""decay_090""]",0.0,0.0,0.0,0.0,0.0,0.0,wait_heavy,0.0156390977444,False,False,0.01
validation,empty-48-48__a100__i19__phase4_phase4-full-repair5-expand5000__iter1,empty-48-48__a100__i19__phase4_phase4-full-repair5-expand5000,empty-48-48,100,19,1,3,per_rule,decay_090,False,False,use_nonadditive,commit_heavy,safe_reranker_score,"[""commit_heavy"", ""wait_heavy"", ""block_heavy""]","[""commit_heavy"", ""wait_heavy"", ""block_heavy""]",0.00842105263158,0.0,0.00842105263158,0.00842105263158,0.0,0.00842105263158,decay_090,0.00812030075192,False,False,0.01
validation,empty-48-48__a100__i19__phase4_phase4-full-repair5-expand5000__iter2,empty-48-48__a100__i19__phase4_phase4-full-repair5-expand5000,empty-48-48,100,19,2,3,per_rule,commit_heavy,True,True,use_nonadditive,commit_heavy,safe_reranker_score,"[""commit_heavy"", ""block_heavy"", ""wait_heavy""]","[""commit_heavy"", ""block_heavy"", ""wait_heavy""]",0.0258646616541,0.0,0.0258646616541,0.0258646616541,0.0,0.0258646616541,commit_heavy,0.0,False,True,0.01
validation,empty-48-48__a100__i19__phase4_phase4-full-repair5-expand5000__iter3,empty-48-48__a100__i19__phase4_phase4-full-repair5-expand5000,empty-48-48,100,19,3,3,per_rule,commit_heavy,True,True,use_nonadditive,commit_heavy,safe_reranker_score,"[""commit_heavy"", ""block_heavy"", ""wait_heavy""]","[""commit_heavy"", ""block_heavy"", ""wait_heavy""]",0.0144360902256,0.0,0.0144360902256,0.0144360902256,0.0,0.0144360902256,commit_heavy,0.0,False,False,0.01
validation,empty-48-48__a100__i1__phase4_phase4-full-repair5-expand5000__iter0,empty-48-48__a100__i1__phase4_phase4-full-repair5-expand5000,empty-48-48,100,1,0,3,per_rule,block_heavy,True,True,defer_ltm,additive_ltm,low_opportunity,"[""block_heavy"", ""wait_heavy"", ""decay_090""]","[""block_heavy"", ""wait_heavy"", ""decay_090""]",0.0,0.0,0.0,0.0,0.0,0.0,block_heavy,0.0219326128417,False,True,0.01
validation,empty-48-48__a100__i1__phase4_phase4-full-repair5-expand5000__iter1,empty-48-48__a100__i1__phase4_phase4-full-repair5-expand5000,empty-48-48,100,1,1,3,per_rule,commit_heavy,True,True,use_nonadditive,commit_heavy,safe_reranker_score,"[""commit_heavy"", ""wait_heavy"", ""block_heavy""]","[""commit_heavy"", ""wait_heavy"", ""block_heavy""]",0.0267005721551,0.0,0.0267005721551,0.0267005721551,0.0,0.0267005721551,commit_heavy,0.0,False,True,0.01
validation,empty-48-48__a100__i1__phase4_phase4-full-repair5-expand5000__iter2,empty-48-48__a100__i1__phase4_phase4-full-repair5-expand5000,empty-48-48,100,1,2,3,per_rule,commit_heavy,True,True,use_nonadditive,commit_heavy,safe_reranker_score,"[""commit_heavy"", ""wait_heavy"", ""block_heavy""]","[""commit_heavy"", ""wait_heavy"", ""block_heavy""]",0.0317863954228,0.0,0.0317863954228,0.0317863954228,0.0,0.0317863954228,commit_heavy,0.0,False,True,0.01
validation,empty-48-48__a100__i1__phase4_phase4-full-repair5-expand5000__iter3,empty-48-48__a100__i1__phase4_phase4-full-repair5-expand5000,empty-48-48,100,1,3,3,per_rule,commit_heavy,True,True,use_nonadditive,commit_heavy,safe_reranker_score,"[""commit_heavy"", ""block_heavy"", ""wait_heavy""]","[""commit_heavy"", ""block_heavy"", ""wait_heavy""]",0.0168467895741,0.0,0.0168467895741,0.0168467895741,0.0,0.0168467895741,commit_heavy,0.0,False,False,0.01
validation,empty-48-48__a100__i20__phase4_phase4-full-repair5-expand5000__iter0,empty-48-48__a100__i20__phase4_phase4-full-repair5-expand5000,empty-48-48,100,20,0,3,per_rule,decay_095,False,False,defer_ltm,additive_ltm,low_opportunity,"[""block_heavy"", ""wait_heavy"", ""decay_090""]","[""block_heavy"", ""wait_heavy"", ""decay_090""]",0.0,0.0,0.0,0.0,0.0,0.0,decay_095,0.0,False,False,0.01
validation,empty-48-48__a100__i20__phase4_phase4-full-repair5-expand5000__iter1,empty-48-48__a100__i20__phase4_phase4-full-repair5-expand5000,empty-48-48,100,20,1,3,per_rule,wait_heavy,True,False,use_nonadditive,commit_heavy,safe_reranker_score,"[""commit_heavy"", ""wait_heavy"", ""block_heavy""]","[""commit_heavy"", ""wait_heavy"", ""block_heavy""]",0.013141025641,0.0,0.013141025641,0.013141025641,0.0,0.013141025641,wait_heavy,0.024038461538500002,False,True,0.01
validation,empty-48-48__a100__i20__phase4_phase4-full-repair5-expand5000__iter2,empty-48-48__a100__i20__phase4_phase4-full-repair5-expand5000,empty-48-48,100,20,2,3,per_rule,commit_heavy,True,True,use_nonadditive,commit_heavy,safe_reranker_score,"[""commit_heavy"", ""block_heavy"", ""wait_heavy""]","[""commit_heavy"", ""block_heavy"", ""wait_heavy""]",0.0301282051282,0.0,0.0301282051282,0.0301282051282,0.0,0.0301282051282,commit_heavy,0.0,False,True,0.01
validation,empty-48-48__a100__i20__phase4_phase4-full-repair5-expand5000__iter3,empty-48-48__a100__i20__phase4_phase4-full-repair5-expand5000,empty-48-48,100,20,3,3,per_rule,block_heavy,True,True,defer_ltm,additive_ltm,low_opportunity,"[""block_heavy"", ""wait_light"", ""wait_heavy""]","[""block_heavy"", ""wait_light"", ""wait_heavy""]",0.0,0.0,0.0,0.0,0.0,0.0,block_heavy,0.00128205128205,False,False,0.01
validation,empty-48-48__a100__i21__phase4_phase4-full-repair5-expand5000__iter0,empty-48-48__a100__i21__phase4_phase4-full-repair5-expand5000,empty-48-48,100,21,0,3,per_rule,block_heavy,True,True,defer_ltm,additive_ltm,low_opportunity,"[""block_heavy"", ""wait_heavy"", ""decay_090""]","[""block_heavy"", ""wait_heavy"", ""decay_090""]",0.0,0.0,0.0,0.0,0.0,0.0,block_heavy,0.021484375,False,True,0.01
validation,empty-48-48__a100__i21__phase4_phase4-full-repair5-expand5000__iter1,empty-48-48__a100__i21__phase4_phase4-full-repair5-expand5000,empty-48-48,100,21,1,3,per_rule,commit_heavy,True,True,use_nonadditive,commit_heavy,safe_reranker_score,"[""commit_heavy"", ""wait_heavy"", ""block_heavy""]","[""commit_heavy"", ""wait_heavy"", ""block_heavy""]",0.0481770833333,0.0,0.0481770833333,0.0481770833333,0.0,0.0481770833333,commit_heavy,0.0,False,True,0.01
validation,empty-48-48__a100__i21__phase4_phase4-full-repair5-expand5000__iter2,empty-48-48__a100__i21__phase4_phase4-full-repair5-expand5000,empty-48-48,100,21,2,3,per_rule,commit_heavy,True,True,use_nonadditive,commit_heavy,safe_reranker_score,"[""commit_heavy"", ""wait_heavy"", ""block_heavy""]","[""commit_heavy"", ""wait_heavy"", ""block_heavy""]",0.0455729166667,0.0,0.0455729166667,0.0455729166667,0.0,0.0455729166667,commit_heavy,0.0,False,True,0.01
validation,empty-48-48__a100__i21__phase4_phase4-full-repair5-expand5000__iter3,empty-48-48__a100__i21__phase4_phase4-full-repair5-expand5000,empty-48-48,100,21,3,3,per_rule,block_heavy,True,True,defer_ltm,additive_ltm,low_opportunity,"[""block_heavy"", ""wait_heavy"", ""wait_light""]","[""block_heavy"", ""wait_heavy"", ""wait_light""]",0.0,0.0,0.0,0.0,0.0,0.0,block_heavy,0.0110677083333,False,False,0.01
validation,empty-48-48__a100__i22__phase4_phase4-full-repair5-expand5000__iter0,empty-48-48__a100__i22__phase4_phase4-full-repair5-expand5000,empty-48-48,100,22,0,3,per_rule,wait_heavy,True,False,defer_ltm,additive_ltm,low_opportunity,"[""block_heavy"", ""wait_heavy"", ""decay_090""]","[""block_heavy"", ""wait_heavy"", ""decay_090""]",0.0,0.0,0.0,0.0,0.0,0.0,wait_heavy,0.00152718387294,False,False,0.01
validation,empty-48-48__a100__i22__phase4_phase4-full-repair5-expand5000__iter1,empty-48-48__a100__i22__phase4_phase4-full-repair5-expand5000,empty-48-48,100,22,1,3,per_rule,wait_heavy,True,False,use_nonadditive,commit_heavy,safe_reranker_score,"[""commit_heavy"", ""wait_heavy"", ""block_heavy""]","[""commit_heavy"", ""wait_heavy"", ""block_heavy""]",0.0171044593769,0.0,0.0171044593769,0.0171044593769,0.0,0.0171044593769,wait_heavy,0.002748930971299999,False,False,0.01
validation,empty-48-48__a100__i22__phase4_phase4-full-repair5-expand5000__iter2,empty-48-48__a100__i22__phase4_phase4-full-repair5-expand5000,empty-48-48,100,22,2,3,per_rule,decay_090,False,False,use_nonadditive,commit_heavy,safe_reranker_score,"[""commit_heavy"", ""block_heavy"", ""wait_heavy""]","[""commit_heavy"", ""block_heavy"", ""wait_heavy""]",0.0235186316432,0.0,0.0235186316432,0.0235186316432,0.0,0.0235186316432,decay_090,0.009163103237700004,False,True,0.01
validation,empty-48-48__a100__i22__phase4_phase4-full-repair5-expand5000__iter3,empty-48-48__a100__i22__phase4_phase4-full-repair5-expand5000,empty-48-48,100,22,3,3,per_rule,commit_heavy,True,True,use_nonadditive,commit_heavy,safe_reranker_score,"[""commit_heavy"", ""block_heavy"", ""wait_heavy""]","[""commit_heavy"", ""block_heavy"", ""wait_heavy""]",0.0195479535736,0.0,0.0195479535736,0.0195479535736,0.0,0.0195479535736,commit_heavy,0.0,False,False,0.01
validation,empty-48-48__a100__i23__phase4_phase4-full-repair5-expand5000__iter0,empty-48-48__a100__i23__phase4_phase4-full-repair5-expand5000,empty-48-48,100,23,0,3,per_rule,wait_heavy,True,False,defer_ltm,additive_ltm,low_opportunity,"[""block_heavy"", ""wait_heavy"", ""decay_090""]","[""block_heavy"", ""wait_heavy"", ""decay_090""]",0.0,0.0,0.0,0.0,0.0,0.0,wait_heavy,0.011417697431,False,False,0.01
validation,empty-48-48__a100__i23__phase4_phase4-full-repair5-expand5000__iter1,empty-48-48__a100__i23__phase4_phase4-full-repair5-expand5000,empty-48-48,100,23,1,3,per_rule,decay_090,False,False,defer_ltm,additive_ltm,utility_margin_defer,"[""commit_heavy"", ""wait_heavy"", ""block_heavy""]","[""commit_heavy"", ""wait_heavy"", ""block_heavy""]",0.0,0.0,0.0,0.0,0.0,0.0,decay_090,0.00412305740565,False,False,0.01
