agents,best_ratio_before,context_id,decision_status,feature_agents,feature_best_ratio_before,feature_blocked_count,feature_blocked_per_agent,feature_blocked_per_committed,feature_c_flow_update_ratio,feature_c_nonzero_edges,feature_c_update_count,feature_committed_count,feature_committed_per_agent,feature_cost_bounds_respected,feature_cost_max,feature_cost_min,feature_cost_span,feature_density,feature_f_nonzero_edges,feature_f_update_count,feature_free_cells,feature_has_incumbent_before,feature_improved_last_iteration,feature_ltm_iterations,feature_map_height,feature_map_width,feature_nonprogress_committed_count,feature_obstacle_ratio,feature_progress_committed_count,feature_progress_ratio,feature_returned_solutions_count_so_far,feature_wait_event_count,feature_wait_per_committed,has_incumbent_before,iteration,map,method,scen,seed,selected_candidate_id,source_log,trace_events_available,traffic_snapshot_available
50,1.13567839196,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:17,force_additive,50,1.13567839196,86,1.72,0.0358333333333,0,827,827,2400,48,1,11,1,10,0.0610500610501,0,0,819,1,0,1,32,32,1205,0.2001953125,1195,0.497916666667,1,34,0.0141666666667,True,1,random-32-32-20,repair5g5_contextual_flow_shield_selector_force_additive_parity,random-32-32-20-random-127.scen,127,additive_ltm,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
50,1.13567839196,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:18,force_additive,50,1.13567839196,83,1.66,0.031320754717,0,1415,1415,2650,53,1,11,1,10,0.0610500610501,0,0,819,1,0,2,32,32,1403,0.2001953125,1247,0.470566037736,1,39,0.0147169811321,True,2,random-32-32-20,repair5g5_contextual_flow_shield_selector_force_additive_parity,random-32-32-20-random-127.scen,127,additive_ltm,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
50,1.13567839196,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:19,force_additive,50,1.13567839196,133,2.66,0.0466666666667,0,1761,1761,2850,57,1,11,1,10,0.0610500610501,0,0,819,1,0,3,32,32,1627,0.2001953125,1223,0.429122807018,1,59,0.020701754386,True,3,random-32-32-20,repair5g5_contextual_flow_shield_selector_force_additive_parity,random-32-32-20-random-127.scen,127,additive_ltm,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
50,0,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:20,applied,50,0,137,2.74,0.0652380952381,0,0,0,2100,42,1,2,2,0,0.0610500610501,0,0,819,0,1,0,32,32,993,0.2001953125,1107,0.527142857143,1,59,0.0280952380952,False,0,random-32-32-20,repair5g5_contextual_flow_shield_selector_runtime,random-32-32-20-random-127.scen,127,repair5g_dual_c_equiv_c100_b100_w100_d090,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
50,1.13567839196,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:21,applied,50,1.13567839196,86,1.72,0.0358333333333,0,827,827,2400,48,1,11,1,10,0.0610500610501,0,0,819,1,0,1,32,32,1205,0.2001953125,1195,0.497916666667,1,34,0.0141666666667,True,1,random-32-32-20,repair5g5_contextual_flow_shield_selector_runtime,random-32-32-20-random-127.scen,127,repair5g_dual_c_equiv_c100_b100_w100_d090,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
50,1.13567839196,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:22,applied,50,1.13567839196,96,1.92,0.0362264150943,0,1415,1415,2650,53,1,11,1,10,0.0610500610501,0,0,819,1,0,2,32,32,1385,0.2001953125,1265,0.477358490566,1,42,0.0158490566038,True,2,random-32-32-20,repair5g5_contextual_flow_shield_selector_runtime,random-32-32-20-random-127.scen,127,repair5g_dual_c_equiv_c100_b100_w100_d090,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
50,1.13567839196,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:23,applied,50,1.13567839196,167,3.34,0.0585964912281,0,1755,1755,2850,57,1,11,1,10,0.0610500610501,0,0,819,1,0,3,32,32,1617,0.2001953125,1233,0.432631578947,1,67,0.0235087719298,True,3,random-32-32-20,repair5g5_contextual_flow_shield_selector_runtime,random-32-32-20-random-127.scen,127,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
50,0,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:24,applied,50,0,137,2.74,0.0652380952381,0,0,0,2100,42,1,2,2,0,0.0610500610501,0,0,819,0,1,0,32,32,993,0.2001953125,1107,0.527142857143,1,59,0.0280952380952,False,0,random-32-32-20,repair5g5_contextual_flow_shield_selector_shuffled_label_diagnostic,random-32-32-20-random-127.scen,127,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
50,1.13567839196,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:25,applied,50,1.13567839196,102,2.04,0.0463636363636,1.0684754522,827,827,2200,44,1,11,1,10,0.0610500610501,774,774,819,1,0,1,32,32,1067,0.2001953125,1133,0.515,1,43,0.0195454545455,True,1,random-32-32-20,repair5g5_contextual_flow_shield_selector_shuffled_label_diagnostic,random-32-32-20-random-127.scen,127,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
50,1.13567839196,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:26,applied,50,1.13567839196,80,1.6,0.0372093023256,1.05952380952,1335,1335,2150,43,1,11,1,10,0.0610500610501,1260,1260,819,1,1,2,32,32,1061,0.2001953125,1089,0.506511627907,1,29,0.013488372093,True,2,random-32-32-20,repair5g5_contextual_flow_shield_selector_shuffled_label_diagnostic,random-32-32-20-random-127.scen,127,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
50,1.10552763819,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:27,applied,50,1.10552763819,53,1.06,0.0252380952381,1.06096752816,1601,1601,2100,42,1,11,1,10,0.0610500610501,1509,1509,819,1,1,3,32,32,1033,0.2001953125,1067,0.508095238095,1,17,0.00809523809524,True,3,random-32-32-20,repair5g5_contextual_flow_shield_selector_shuffled_label_diagnostic,random-32-32-20-random-127.scen,127,repair5g_dual_c_equiv_c100_b100_w100_d090,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
50,0,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:28,applied,50,0,137,2.74,0.0652380952381,0,0,0,2100,42,1,2,2,0,0.0610500610501,0,0,819,0,1,0,32,32,993,0.2001953125,1107,0.527142857143,1,59,0.0280952380952,False,0,random-32-32-20,repair5g5_contextual_flow_shield_selector_random_feature_diagnostic,random-32-32-20-random-127.scen,127,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
50,1.13567839196,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:29,applied,50,1.13567839196,102,2.04,0.0463636363636,1.0684754522,827,827,2200,44,1,11,1,10,0.0610500610501,774,774,819,1,0,1,32,32,1067,0.2001953125,1133,0.515,1,43,0.0195454545455,True,1,random-32-32-20,repair5g5_contextual_flow_shield_selector_random_feature_diagnostic,random-32-32-20-random-127.scen,127,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
50,1.13567839196,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:30,applied,50,1.13567839196,80,1.6,0.0372093023256,1.05952380952,1335,1335,2150,43,1,11,1,10,0.0610500610501,1260,1260,819,1,1,2,32,32,1061,0.2001953125,1089,0.506511627907,1,29,0.013488372093,True,2,random-32-32-20,repair5g5_contextual_flow_shield_selector_random_feature_diagnostic,random-32-32-20-random-127.scen,127,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
50,1.10552763819,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:31,applied,50,1.10552763819,53,1.06,0.0252380952381,1.06096752816,1601,1601,2100,42,1,11,1,10,0.0610500610501,1509,1509,819,1,1,3,32,32,1033,0.2001953125,1067,0.508095238095,1,17,0.00809523809524,True,3,random-32-32-20,repair5g5_contextual_flow_shield_selector_random_feature_diagnostic,random-32-32-20-random-127.scen,127,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
50,0,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:32,force_additive,50,0,156,3.12,0.0678260869565,0,0,0,2300,46,1,2,2,0,0.0610500610501,0,0,819,0,1,0,32,32,871,0.2001953125,1429,0.621304347826,1,63,0.0273913043478,False,0,random-32-32-20,repair5g5_contextual_flow_shield_selector_force_additive_parity,random-32-32-20-random-128.scen,128,additive_ltm,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
50,1.12335143522,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:33,force_additive,50,1.12335143522,131,2.62,0.0429508196721,0,932,932,3050,61,1,11,1,10,0.0610500610501,0,0,819,1,0,1,32,32,1441,0.2001953125,1609,0.527540983607,1,51,0.0167213114754,True,1,random-32-32-20,repair5g5_contextual_flow_shield_selector_force_additive_parity,random-32-32-20-random-128.scen,128,additive_ltm,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
50,1.12335143522,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:34,force_additive,50,1.12335143522,128,2.56,0.0483018867925,0,1517,1517,2650,53,1,11,1,10,0.0610500610501,0,0,819,1,0,2,32,32,1041,0.2001953125,1609,0.607169811321,1,60,0.022641509434,True,2,random-32-32-20,repair5g5_contextual_flow_shield_selector_force_additive_parity,random-32-32-20-random-128.scen,128,additive_ltm,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
50,1.12335143522,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:35,force_additive,50,1.12335143522,137,2.74,0.0380555555556,0,1872,1872,3600,72,1,11,1,10,0.0610500610501,0,0,819,1,0,3,32,32,1943,0.2001953125,1657,0.460277777778,1,54,0.015,True,3,random-32-32-20,repair5g5_contextual_flow_shield_selector_force_additive_parity,random-32-32-20-random-128.scen,128,additive_ltm,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
50,0,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:36,applied,50,0,156,3.12,0.0678260869565,0,0,0,2300,46,1,2,2,0,0.0610500610501,0,0,819,0,1,0,32,32,871,0.2001953125,1429,0.621304347826,1,63,0.0273913043478,False,0,random-32-32-20,repair5g5_contextual_flow_shield_selector_runtime,random-32-32-20-random-128.scen,128,repair5g_dual_c_equiv_c100_b100_w100_d090,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
50,1.12335143522,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:37,applied,50,1.12335143522,131,2.62,0.0429508196721,0,932,932,3050,61,1,11,1,10,0.0610500610501,0,0,819,1,0,1,32,32,1441,0.2001953125,1609,0.527540983607,1,51,0.0167213114754,True,1,random-32-32-20,repair5g5_contextual_flow_shield_selector_runtime,random-32-32-20-random-128.scen,128,repair5g_dual_c_equiv_c100_b100_w100_d090,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
50,1.12335143522,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:38,applied,50,1.12335143522,108,2.16,0.0385714285714,0,1517,1517,2800,56,1,11,1,10,0.0610500610501,0,0,819,1,0,2,32,32,1231,0.2001953125,1569,0.560357142857,1,52,0.0185714285714,True,2,random-32-32-20,repair5g5_contextual_flow_shield_selector_runtime,random-32-32-20-random-128.scen,128,repair5g_dual_c_equiv_c100_b100_w100_d090,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
50,1.12335143522,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:39,applied,50,1.12335143522,133,2.66,0.0475,0,1867,1867,2800,56,1,11,1,10,0.0610500610501,0,0,819,1,0,3,32,32,1263,0.2001953125,1537,0.548928571429,1,51,0.0182142857143,True,3,random-32-32-20,repair5g5_contextual_flow_shield_selector_runtime,random-32-32-20-random-128.scen,128,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
50,0,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:40,applied,50,0,156,3.12,0.0678260869565,0,0,0,2300,46,1,2,2,0,0.0610500610501,0,0,819,0,1,0,32,32,871,0.2001953125,1429,0.621304347826,1,63,0.0273913043478,False,0,random-32-32-20,repair5g5_contextual_flow_shield_selector_shuffled_label_diagnostic,random-32-32-20-random-128.scen,128,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
50,1.12335143522,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl:41,applied,50,1.12335143522,121,2.42,0.0504166666667,1.05073280722,932,932,2400,48,1,11,1,10,0.0610500610501,887,887,819,1,0,1,32,32,919,0.2001953125,1481,0.617083333333,1,50,0.0208333333333,True,1,random-32-32-20,repair5g5_contextual_flow_shield_selector_shuffled_label_diagnostic,random-32-32-20-random-128.scen,128,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g5_runtime_smoke/phase5p5_repair5g5_runtime_smoke_ltm_updates.jsonl,True,False
