agents,best_ratio_before,context_id,decision_status,feature_agents,feature_best_ratio_before,feature_blocked_count,feature_blocked_per_agent,feature_blocked_per_committed,feature_c_flow_update_ratio,feature_c_nonzero_edges,feature_c_update_count,feature_committed_count,feature_committed_per_agent,feature_cost_bounds_respected,feature_cost_max,feature_cost_min,feature_cost_span,feature_density,feature_f_nonzero_edges,feature_f_update_count,feature_free_cells,feature_has_incumbent_before,feature_improved_last_iteration,feature_ltm_iterations,feature_map_height,feature_map_width,feature_nonprogress_committed_count,feature_obstacle_ratio,feature_progress_committed_count,feature_progress_ratio,feature_returned_solutions_count_so_far,feature_wait_event_count,feature_wait_per_committed,has_incumbent_before,iteration,map,method,scen,seed,selected_candidate_id,source_log,trace_events_available,traffic_snapshot_available
100,1.26187473728,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:161,force_additive,100,1.26187473728,770,7.7,0.0810526315789,0,1489,1489,9500,95,1,11,1,10,0.1221001221,0,0,819,1,0,1,32,32,6169,0.2001953125,3331,0.350631578947,1,350,0.0368421052632,True,1,random-32-32-20,repair5g51_runtime_always_additive_selector,random-32-32-20-random-136.scen,136,additive_ltm,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,1.26187473728,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:162,force_additive,100,1.26187473728,544,5.44,0.0954385964912,0,2065,2065,5700,57,1,11,1,10,0.1221001221,0,0,819,1,0,2,32,32,2667,0.2001953125,3033,0.532105263158,1,231,0.0405263157895,True,2,random-32-32-20,repair5g51_runtime_always_additive_selector,random-32-32-20-random-136.scen,136,additive_ltm,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,1.26187473728,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:163,force_additive,100,1.26187473728,610,6.1,0.1,0,2284,2284,6100,61,1,11,1,10,0.1221001221,0,0,819,1,0,3,32,32,3065,0.2001953125,3035,0.497540983607,1,255,0.0418032786885,True,3,random-32-32-20,repair5g51_runtime_always_additive_selector,random-32-32-20-random-136.scen,136,additive_ltm,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,0,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:164,applied,100,0,639,6.39,0.125294117647,0,0,0,5100,51,1,2,2,0,0.1221001221,0,0,819,0,1,0,32,32,2235,0.2001953125,2865,0.561764705882,1,314,0.061568627451,False,0,random-32-32-20,repair5g51_runtime_always_static_flow_shield,random-32-32-20-random-136.scen,136,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,1.26187473728,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:165,applied,100,1.26187473728,555,5.55,0.0973684210526,1.07820419986,1489,1489,5700,57,1,11,1,10,0.1221001221,1381,1381,819,1,0,1,32,32,2801,0.2001953125,2899,0.508596491228,1,247,0.0433333333333,True,1,random-32-32-20,repair5g51_runtime_always_static_flow_shield,random-32-32-20-random-136.scen,136,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,1.26187473728,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:166,applied,100,1.26187473728,519,5.19,0.101764705882,1.06279434851,2031,2031,5100,51,1,11,1,10,0.1221001221,1911,1911,819,1,1,2,32,32,2291,0.2001953125,2809,0.550784313725,1,201,0.0394117647059,True,2,random-32-32-20,repair5g51_runtime_always_static_flow_shield,random-32-32-20-random-136.scen,136,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,1.210592686,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:167,applied,100,1.210592686,0,0,0,1.04892086331,2187,2187,0,0,1,11,1,10,0.1221001221,2085,2085,819,1,0,3,32,32,0,0.2001953125,0,0,1,0,0,True,3,random-32-32-20,repair5g51_runtime_always_static_flow_shield,random-32-32-20-random-136.scen,136,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,0,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:168,applied,100,0,639,6.39,0.125294117647,0,0,0,5100,51,1,2,2,0,0.1221001221,0,0,819,0,1,0,32,32,2235,0.2001953125,2865,0.561764705882,1,314,0.061568627451,False,0,random-32-32-20,repair5g51_runtime_always_map_agent_selector,random-32-32-20-random-136.scen,136,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,1.26187473728,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:169,applied,100,1.26187473728,610,6.1,0.110909090909,1.07820419986,1489,1489,5500,55,1,11,1,10,0.1221001221,1381,1381,819,1,0,1,32,32,2553,0.2001953125,2947,0.535818181818,1,270,0.0490909090909,True,1,random-32-32-20,repair5g51_runtime_always_map_agent_selector,random-32-32-20-random-136.scen,136,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,1.26187473728,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:170,applied,100,1.26187473728,423,4.23,0.088125,1.06578249337,2009,2009,4800,48,1,11,1,10,0.1221001221,1885,1885,819,1,1,2,32,32,2041,0.2001953125,2759,0.574791666667,1,160,0.0333333333333,True,2,random-32-32-20,repair5g51_runtime_always_map_agent_selector,random-32-32-20-random-136.scen,136,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,1.184110971,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:171,applied,100,1.184110971,0,0,0,1.05523255814,2178,2178,0,0,1,11,1,10,0.1221001221,2064,2064,819,1,0,3,32,32,0,0.2001953125,0,0,1,0,0,True,3,random-32-32-20,repair5g51_runtime_always_map_agent_selector,random-32-32-20-random-136.scen,136,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,0,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:172,applied,100,0,639,6.39,0.125294117647,0,0,0,5100,51,1,2,2,0,0.1221001221,0,0,819,0,1,0,32,32,2235,0.2001953125,2865,0.561764705882,1,314,0.061568627451,False,0,random-32-32-20,repair5g51_runtime_bad_g5_stump,random-32-32-20-random-136.scen,136,repair5g_dual_c_equiv_c100_b100_w100_d090,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,1.26187473728,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:173,applied,100,1.26187473728,770,7.7,0.0810526315789,0,1489,1489,9500,95,1,11,1,10,0.1221001221,0,0,819,1,0,1,32,32,6169,0.2001953125,3331,0.350631578947,1,350,0.0368421052632,True,1,random-32-32-20,repair5g51_runtime_bad_g5_stump,random-32-32-20-random-136.scen,136,repair5g_dual_c_equiv_c100_b100_w100_d090,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,1.26187473728,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:174,applied,100,1.26187473728,614,6.14,0.113703703704,0,2065,2065,5400,54,1,11,1,10,0.1221001221,0,0,819,1,0,2,32,32,2315,0.2001953125,3085,0.571296296296,1,264,0.0488888888889,True,2,random-32-32-20,repair5g51_runtime_bad_g5_stump,random-32-32-20-random-136.scen,136,repair5g_dual_c_equiv_c100_b100_w100_d090,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,1.26187473728,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:175,applied,100,1.26187473728,595,5.95,0.110185185185,0,2293,2293,5400,54,1,11,1,10,0.1221001221,0,0,819,1,0,3,32,32,2397,0.2001953125,3003,0.556111111111,1,256,0.0474074074074,True,3,random-32-32-20,repair5g51_runtime_bad_g5_stump,random-32-32-20-random-136.scen,136,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,0,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:176,applied,100,0,595,5.95,0.116666666667,0,0,0,5100,51,1,2,2,0,0.1221001221,0,0,819,0,1,0,32,32,2324,0.2001953125,2776,0.54431372549,1,268,0.0525490196078,False,0,random-32-32-20,repair5g51_runtime_always_static_flow_shield,random-32-32-20-random-137.scen,137,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,1.25086805556,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:177,applied,100,1.25086805556,525,5.25,0.0954545454545,1.09309090909,1503,1503,5500,55,1,11,1,10,0.1221001221,1375,1375,819,1,1,1,32,32,2760,0.2001953125,2740,0.498181818182,1,235,0.0427272727273,True,1,random-32-32-20,repair5g51_runtime_always_static_flow_shield,random-32-32-20-random-137.scen,137,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,1.23480902778,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:178,applied,100,1.23480902778,603,6.03,0.111666666667,1.06630434783,1962,1962,5400,54,1,11,1,10,0.1221001221,1840,1840,819,1,0,2,32,32,2622,0.2001953125,2778,0.514444444444,1,256,0.0474074074074,True,2,random-32-32-20,repair5g51_runtime_always_static_flow_shield,random-32-32-20-random-137.scen,137,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,1.23480902778,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:179,applied,100,1.23480902778,0,0,0,1.04839506173,2123,2123,0,0,1,11,1,10,0.1221001221,2025,2025,819,1,0,3,32,32,0,0.2001953125,0,0,1,0,0,True,3,random-32-32-20,repair5g51_runtime_always_static_flow_shield,random-32-32-20-random-137.scen,137,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,0,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:180,force_additive,100,0,595,5.95,0.116666666667,0,0,0,5100,51,1,2,2,0,0.1221001221,0,0,819,0,1,0,32,32,2324,0.2001953125,2776,0.54431372549,1,268,0.0525490196078,False,0,random-32-32-20,repair5g51_runtime_always_additive_selector,random-32-32-20-random-137.scen,137,additive_ltm,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,1.25086805556,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:181,force_additive,100,1.25086805556,661,6.61,0.115964912281,0,1503,1503,5700,57,1,11,1,10,0.1221001221,0,0,819,1,0,1,32,32,2650,0.2001953125,3050,0.535087719298,1,289,0.050701754386,True,1,random-32-32-20,repair5g51_runtime_always_additive_selector,random-32-32-20-random-137.scen,137,additive_ltm,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,1.25086805556,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:182,force_additive,100,1.25086805556,539,5.39,0.077,0,2047,2047,7000,70,1,11,1,10,0.1221001221,0,0,819,1,0,2,32,32,3998,0.2001953125,3002,0.428857142857,1,227,0.0324285714286,True,2,random-32-32-20,repair5g51_runtime_always_additive_selector,random-32-32-20-random-137.scen,137,additive_ltm,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,1.25086805556,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:183,force_additive,100,1.25086805556,528,5.28,0.0926315789474,0,2243,2243,5700,57,1,11,1,10,0.1221001221,0,0,819,1,0,3,32,32,2850,0.2001953125,2850,0.5,1,214,0.0375438596491,True,3,random-32-32-20,repair5g51_runtime_always_additive_selector,random-32-32-20-random-137.scen,137,additive_ltm,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,0,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:184,applied,100,0,595,5.95,0.116666666667,0,0,0,5100,51,1,2,2,0,0.1221001221,0,0,819,0,1,0,32,32,2324,0.2001953125,2776,0.54431372549,1,268,0.0525490196078,False,0,random-32-32-20,repair5g51_runtime_bad_g5_stump,random-32-32-20-random-137.scen,137,repair5g_dual_c_equiv_c100_b100_w100_d090,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,1.25086805556,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:185,applied,100,1.25086805556,661,6.61,0.115964912281,0,1503,1503,5700,57,1,11,1,10,0.1221001221,0,0,819,1,0,1,32,32,2650,0.2001953125,3050,0.535087719298,1,289,0.050701754386,True,1,random-32-32-20,repair5g51_runtime_bad_g5_stump,random-32-32-20-random-137.scen,137,repair5g_dual_c_equiv_c100_b100_w100_d090,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,1.25086805556,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:186,applied,100,1.25086805556,578,5.78,0.083768115942,0,2047,2047,6900,69,1,11,1,10,0.1221001221,0,0,819,1,0,2,32,32,3834,0.2001953125,3066,0.444347826087,1,237,0.034347826087,True,2,random-32-32-20,repair5g51_runtime_bad_g5_stump,random-32-32-20-random-137.scen,137,repair5g_dual_c_equiv_c100_b100_w100_d090,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,1.25086805556,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:187,applied,100,1.25086805556,669,6.69,0.121636363636,0,2250,2250,5500,55,1,11,1,10,0.1221001221,0,0,819,1,0,3,32,32,2618,0.2001953125,2882,0.524,1,297,0.054,True,3,random-32-32-20,repair5g51_runtime_bad_g5_stump,random-32-32-20-random-137.scen,137,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,0,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:188,applied,100,0,595,5.95,0.116666666667,0,0,0,5100,51,1,2,2,0,0.1221001221,0,0,819,0,1,0,32,32,2324,0.2001953125,2776,0.54431372549,1,268,0.0525490196078,False,0,random-32-32-20,repair5g51_runtime_always_map_agent_selector,random-32-32-20-random-137.scen,137,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,1.25086805556,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:189,applied,100,1.25086805556,521,5.21,0.0947272727273,1.09309090909,1503,1503,5500,55,1,11,1,10,0.1221001221,1375,1375,819,1,1,1,32,32,2782,0.2001953125,2718,0.494181818182,1,226,0.0410909090909,True,1,random-32-32-20,repair5g51_runtime_always_map_agent_selector,random-32-32-20-random-137.scen,137,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,1.21918402778,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:190,applied,100,1.21918402778,536,5.36,0.0812121212121,1.07185628743,1969,1969,6600,66,1,11,1,10,0.1221001221,1837,1837,819,1,0,2,32,32,3810,0.2001953125,2790,0.422727272727,1,228,0.0345454545455,True,2,random-32-32-20,repair5g51_runtime_always_map_agent_selector,random-32-32-20-random-137.scen,137,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,1.21918402778,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:191,applied,100,1.21918402778,477,4.77,0.122307692308,1.06048387097,2104,2104,3900,39,1,11,1,10,0.1221001221,1984,1984,819,1,0,3,32,32,1289,0.2001953125,2611,0.669487179487,1,207,0.0530769230769,True,3,random-32-32-20,repair5g51_runtime_always_map_agent_selector,random-32-32-20-random-137.scen,137,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,0,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:192,force_additive,100,0,691,6.91,0.125636363636,0,0,0,5500,55,1,2,2,0,0.1221001221,0,0,819,0,1,0,32,32,2601,0.2001953125,2899,0.527090909091,1,329,0.0598181818182,False,0,random-32-32-20,repair5g51_runtime_always_additive_selector,random-32-32-20-random-138.scen,138,additive_ltm,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,1.29055484964,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:193,force_additive,100,1.29055484964,874,8.74,0.132424242424,0,1435,1435,6600,66,1,11,1,10,0.1221001221,0,0,819,1,0,1,32,32,3265,0.2001953125,3335,0.505303030303,1,383,0.0580303030303,True,1,random-32-32-20,repair5g51_runtime_always_additive_selector,random-32-32-20-random-138.scen,138,additive_ltm,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,1.29055484964,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:194,force_additive,100,1.29055484964,466,4.66,0.0665714285714,0,2035,2035,7000,70,1,11,1,10,0.1221001221,0,0,819,1,0,2,32,32,3853,0.2001953125,3147,0.449571428571,1,197,0.0281428571429,True,2,random-32-32-20,repair5g51_runtime_always_additive_selector,random-32-32-20-random-138.scen,138,additive_ltm,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,1.29055484964,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:195,force_additive,100,1.29055484964,524,5.24,0.0935714285714,0,2290,2290,5600,56,1,11,1,10,0.1221001221,0,0,819,1,1,3,32,32,2669,0.2001953125,2931,0.523392857143,1,220,0.0392857142857,True,3,random-32-32-20,repair5g51_runtime_always_additive_selector,random-32-32-20-random-138.scen,138,additive_ltm,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,0,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:196,applied,100,0,691,6.91,0.125636363636,0,0,0,5500,55,1,2,2,0,0.1221001221,0,0,819,0,1,0,32,32,2601,0.2001953125,2899,0.527090909091,1,329,0.0598181818182,False,0,random-32-32-20,repair5g51_runtime_always_static_flow_shield,random-32-32-20-random-138.scen,138,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,1.29055484964,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:197,applied,100,1.29055484964,559,5.59,0.101636363636,1.0945842868,1435,1435,5500,55,1,11,1,10,0.1221001221,1311,1311,819,1,1,1,32,32,2655,0.2001953125,2845,0.517272727273,1,249,0.0452727272727,True,1,random-32-32-20,repair5g51_runtime_always_static_flow_shield,random-32-32-20-random-138.scen,138,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,1.25328250741,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:198,applied,100,1.25328250741,523,5.23,0.0950909090909,1.06731813246,1966,1966,5500,55,1,11,1,10,0.1221001221,1842,1842,819,1,1,2,32,32,2693,0.2001953125,2807,0.510363636364,1,218,0.0396363636364,True,2,random-32-32-20,repair5g51_runtime_always_static_flow_shield,random-32-32-20-random-138.scen,138,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,1.23041084286,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:199,applied,100,1.23041084286,0,0,0,1.05134474328,2150,2150,0,0,1,11,1,10,0.1221001221,2045,2045,819,1,0,3,32,32,0,0.2001953125,0,0,1,0,0,True,3,random-32-32-20,repair5g51_runtime_always_static_flow_shield,random-32-32-20-random-138.scen,138,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,0,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:200,applied,100,0,691,6.91,0.125636363636,0,0,0,5500,55,1,2,2,0,0.1221001221,0,0,819,0,1,0,32,32,2601,0.2001953125,2899,0.527090909091,1,329,0.0598181818182,False,0,random-32-32-20,repair5g51_runtime_always_map_agent_selector,random-32-32-20-random-138.scen,138,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,1.29055484964,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:201,applied,100,1.29055484964,607,6.07,0.112407407407,1.0945842868,1435,1435,5400,54,1,11,1,10,0.1221001221,1311,1311,819,1,1,1,32,32,2491,0.2001953125,2909,0.538703703704,1,263,0.0487037037037,True,1,random-32-32-20,repair5g51_runtime_always_map_agent_selector,random-32-32-20-random-138.scen,138,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
100,1.27149512918,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl:202,applied,100,1.27149512918,463,4.63,0.0890384615385,1.07096069869,1962,1962,5200,52,1,11,1,10,0.1221001221,1832,1832,819,1,1,2,32,32,2431,0.2001953125,2769,0.5325,1,190,0.0365384615385,True,2,random-32-32-20,repair5g51_runtime_always_map_agent_selector,random-32-32-20-random-138.scen,138,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,outputs/logs/phase5p5_repair5g51_runtime_hook_sanity/phase5p5_repair5g51_runtime_hook_sanity_ltm_updates.jsonl,True,False
