group_type,group_value,threshold,sample_count,harmful_count,predicted_harmful_count,tp,fp,fn,precision,recall,f1,fallback_rate,mean_delta_no_gate,mean_delta_after_gate,mean_delta_loss_from_gate
map,empty-48-48,0.15,240,49,107,28,79,21,0.2616822429906542,0.5714285714285714,0.358974358974359,0.44583333333333336,0.0060142327187139724,0.003743884665167267,0.0022703480535467054
map,empty-48-48,0.2,240,49,88,24,64,25,0.2727272727272727,0.4897959183673469,0.35036496350364965,0.36666666666666664,0.0060142327187139724,0.004065402084082434,0.0019488306346315386
map,empty-48-48,0.25,240,49,72,22,50,27,0.3055555555555556,0.4489795918367347,0.3636363636363636,0.3,0.0060142327187139724,0.004428330613841793,0.0015859021048721797
map,empty-48-48,0.3,240,49,63,19,44,30,0.30158730158730157,0.3877551020408163,0.33928571428571425,0.2625,0.0060142327187139724,0.004764668377329668,0.0012495643413843044
map,empty-48-48,0.35,240,49,58,19,39,30,0.3275862068965517,0.3877551020408163,0.35514018691588783,0.24166666666666667,0.0060142327187139724,0.004891124491016708,0.001123108227697264
map,empty-48-48,0.4,240,49,54,18,36,31,0.3333333333333333,0.3673469387755102,0.34951456310679613,0.225,0.0060142327187139724,0.004949118664506292,0.0010651140542076807
map,empty-48-48,0.45,240,49,49,17,32,32,0.3469387755102041,0.3469387755102041,0.3469387755102041,0.20416666666666666,0.0060142327187139724,0.005050563235192958,0.0009636694835210144
map,empty-48-48,0.5,240,49,41,13,28,36,0.3170731707317073,0.2653061224489796,0.2888888888888889,0.17083333333333334,0.0060142327187139724,0.005136909339530042,0.0008773233791839301
map,empty-48-48,0.55,240,49,34,10,24,39,0.29411764705882354,0.20408163265306123,0.24096385542168677,0.14166666666666666,0.0060142327187139724,0.00542597095994079,0.0005882617587731828
map,empty-48-48,0.6,240,49,23,9,14,40,0.391304347826087,0.1836734693877551,0.25,0.09583333333333334,0.0060142327187139724,0.005505023424656123,0.0005092092940578493
map,empty-48-48,0.65,240,49,18,6,12,43,0.3333333333333333,0.12244897959183673,0.17910447761194032,0.075,0.0060142327187139724,0.005592171843977414,0.0004220608747365585
map,empty-48-48,0.7,240,49,14,3,11,46,0.21428571428571427,0.061224489795918366,0.09523809523809523,0.058333333333333334,0.0060142327187139724,0.005602466419446164,0.0004117662992678085
map,empty-48-48,0.75,240,49,11,3,8,46,0.2727272727272727,0.061224489795918366,0.1,0.04583333333333333,0.0060142327187139724,0.005792840490416997,0.00022139222829697502
map,empty-48-48,0.8,240,49,10,3,7,46,0.3,0.061224489795918366,0.10169491525423728,0.041666666666666664,0.0060142327187139724,0.005792840490416997,0.00022139222829697502
map,empty-48-48,0.85,240,49,6,3,3,46,0.5,0.061224489795918366,0.1090909090909091,0.025,0.0060142327187139724,0.005945584784527723,6.864793418624986e-05
map,empty-48-48,0.9,240,49,3,1,2,48,0.3333333333333333,0.02040816326530612,0.03846153846153846,0.0125,0.0060142327187139724,0.005980402741063598,3.3829977650374696e-05
map,empty-48-48,0.95,240,49,1,0,1,49,0.0,0.0,0.0,0.004166666666666667,0.0060142327187139724,0.0060142327187139724,0.0
map,empty-48-48,1.0,240,49,0,0,0,49,0.0,0.0,0.0,0.0,0.0060142327187139724,0.0060142327187139724,0.0
map,maze-32-32-4,0.0,218,132,218,132,86,0,0.6055045871559633,1.0,0.7542857142857143,1.0,-0.0006004742167360233,0.0,-0.0006004742167360233
map,maze-32-32-4,0.05,218,132,201,126,75,6,0.6268656716417911,0.9545454545454546,0.7567567567567568,0.9220183486238532,-0.0006004742167360233,0.004474262876685409,-0.005074737093421432
map,maze-32-32-4,0.1,218,132,186,118,68,14,0.6344086021505376,0.8939393939393939,0.7421383647798742,0.8532110091743119,-0.0006004742167360233,0.008200413427313437,-0.00880088764404946
map,maze-32-32-4,0.15,218,132,173,110,63,22,0.6358381502890174,0.8333333333333334,0.7213114754098361,0.7935779816513762,-0.0006004742167360233,0.007963157934348482,-0.008563632151084506
map,maze-32-32-4,0.2,218,132,168,108,60,24,0.6428571428571429,0.8181818181818182,0.7200000000000001,0.7706422018348624,-0.0006004742167360233,0.008071388866747565,-0.008671863083483588
map,maze-32-32-4,0.25,218,132,165,105,60,27,0.6363636363636364,0.7954545454545454,0.7070707070707071,0.7568807339449541,-0.0006004742167360233,0.008057209151833023,-0.008657683368569046
map,maze-32-32-4,0.3,218,132,159,104,55,28,0.6540880503144654,0.7878787878787878,0.7147766323024055,0.7293577981651376,-0.0006004742167360233,0.008629201165224813,-0.009229675381960836
map,maze-32-32-4,0.35,218,132,153,101,52,31,0.6601307189542484,0.7651515151515151,0.7087719298245614,0.7018348623853211,-0.0006004742167360233,0.00889499166222417,-0.009495465878960193
map,maze-32-32-4,0.4,218,132,147,98,49,34,0.6666666666666666,0.7424242424242424,0.7025089605734767,0.6743119266055045,-0.0006004742167360233,0.008759741848518942,-0.009360216065254966
map,maze-32-32-4,0.45,218,132,140,94,46,38,0.6714285714285714,0.7121212121212122,0.6911764705882353,0.6422018348623854,-0.0006004742167360233,0.008420297546911279,-0.009020771763647302
map,maze-32-32-4,0.5,218,132,127,87,40,45,0.6850393700787402,0.6590909090909091,0.6718146718146718,0.5825688073394495,-0.0006004742167360233,0.013545693804849213,-0.014146168021585236
map,maze-32-32-4,0.55,218,132,117,82,35,50,0.7008547008547008,0.6212121212121212,0.6586345381526104,0.536697247706422,-0.0006004742167360233,0.013063672167271646,-0.01366414638400767
map,maze-32-32-4,0.6,218,132,113,78,35,54,0.6902654867256637,0.5909090909090909,0.636734693877551,0.518348623853211,-0.0006004742167360233,0.01291511696494261,-0.013515591181678633
map,maze-32-32-4,0.65,218,132,101,69,32,63,0.6831683168316832,0.5227272727272727,0.5922746781115881,0.463302752293578,-0.0006004742167360233,0.013308439413850636,-0.01390891363058666
map,maze-32-32-4,0.7,218,132,96,66,30,66,0.6875,0.5,0.5789473684210527,0.44036697247706424,-0.0006004742167360233,0.013384015365946874,-0.013984489582682898
map,maze-32-32-4,0.75,218,132,86,59,27,73,0.686046511627907,0.44696969696969696,0.5412844036697247,0.3944954128440367,-0.0006004742167360233,0.013300353479038862,-0.013900827695774885
map,maze-32-32-4,0.8,218,132,72,51,21,81,0.7083333333333334,0.38636363636363635,0.5,0.3302752293577982,-0.0006004742167360233,0.013513647873419504,-0.014114122090155527
map,maze-32-32-4,0.85,218,132,63,44,19,88,0.6984126984126984,0.3333333333333333,0.4512820512820513,0.2889908256880734,-0.0006004742167360233,0.013628119260318011,-0.014228593477054035
map,maze-32-32-4,0.9,218,132,59,42,17,90,0.711864406779661,0.3181818181818182,0.43979057591623033,0.2706422018348624,-0.0006004742167360233,0.013463975529608927,-0.01406444974634495
map,maze-32-32-4,0.95,218,132,54,38,16,94,0.7037037037037037,0.2878787878787879,0.40860215053763443,0.24770642201834864,-0.0006004742167360233,0.011921295328292414,-0.012521769545028438
map,maze-32-32-4,1.0,218,132,13,9,4,123,0.6923076923076923,0.06818181818181818,0.12413793103448277,0.05963302752293578,-0.0006004742167360233,0.0171566167568915,-0.017757090973627522
map,random-32-32-20,0.0,240,151,240,151,89,0,0.6291666666666667,1.0,0.7723785166240409,1.0,0.06907019051043731,0.0,0.06907019051043731
map,random-32-32-20,0.05,240,151,239,151,88,0,0.6317991631799164,1.0,0.7743589743589745,0.9958333333333333,0.06907019051043731,0.00020928462709291667,0.06886090588334438
map,random-32-32-20,0.1,240,151,238,151,87,0,0.634453781512605,1.0,0.7763496143958869,0.9916666666666667,0.06907019051043731,0.0008320936074762501,0.06823809690296105
map,random-32-32-20,0.15,240,151,235,151,84,0,0.6425531914893617,1.0,0.7823834196891193,0.9791666666666666,0.06907019051043731,0.00508260396034875,0.06398758655008856
map,random-32-32-20,0.2,240,151,230,150,80,1,0.6521739130434783,0.9933774834437086,0.7874015748031495,0.9583333333333334,0.06907019051043731,0.013675738073147125,0.05539445243729018
map,random-32-32-20,0.25,240,151,226,148,78,3,0.6548672566371682,0.9801324503311258,0.7851458885941645,0.9416666666666667,0.06907019051043731,0.014439568738162125,0.05463062177227518
map,random-32-32-20,0.3,240,151,219,146,73,5,0.6666666666666666,0.9668874172185431,0.7891891891891892,0.9125,0.06907019051043731,0.01946413496835254,0.04960605554208476
map,random-32-32-20,0.35,240,151,213,145,68,6,0.6807511737089202,0.9602649006622517,0.7967032967032968,0.8875,0.06907019051043731,0.02486226519843838,0.04420792531199893
map,random-32-32-20,0.4,240,151,203,142,61,9,0.6995073891625616,0.9403973509933775,0.8022598870056498,0.8458333333333333,0.06907019051043731,0.030556128313817505,0.038514062196619805
map,random-32-32-20,0.45,240,151,188,134,54,17,0.7127659574468085,0.8874172185430463,0.7905604719764012,0.7833333333333333,0.06907019051043731,0.03312424856875167,0.035945941941685634
map,random-32-32-20,0.5,240,151,179,132,47,19,0.7374301675977654,0.8741721854304636,0.8,0.7458333333333333,0.06907019051043731,0.03460552940950458,0.03446466110093273
map,random-32-32-20,0.55,240,151,157,118,39,33,0.7515923566878981,0.7814569536423841,0.7662337662337663,0.6541666666666667,0.06907019051043731,0.038967959469654215,0.030102231040783092
map,random-32-32-20,0.6,240,151,141,109,32,42,0.7730496453900709,0.7218543046357616,0.7465753424657534,0.5875,0.06907019051043731,0.04244952314064988,0.02662066736978743
map,random-32-32-20,0.65,240,151,123,97,26,54,0.7886178861788617,0.6423841059602649,0.7080291970802919,0.5125,0.06907019051043731,0.04856428415639309,0.020505906354044215
map,random-32-32-20,0.7,240,151,103,86,17,65,0.8349514563106796,0.5695364238410596,0.6771653543307087,0.42916666666666664,0.06907019051043731,0.050425172753032675,0.018645017757404632
map,random-32-32-20,0.75,240,151,81,70,11,81,0.8641975308641975,0.46357615894039733,0.603448275862069,0.3375,0.06907019051043731,0.05307512260788711,0.015995067902550196
map,random-32-32-20,0.8,240,151,62,57,5,94,0.9193548387096774,0.37748344370860926,0.5352112676056338,0.25833333333333336,0.06907019051043731,0.05529073193637885,0.013779458574058455
map,random-32-32-20,0.85,240,151,45,42,3,109,0.9333333333333333,0.2781456953642384,0.4285714285714286,0.1875,0.06907019051043731,0.05782860381151353,0.011241586698923778
map,random-32-32-20,0.9,240,151,29,29,0,122,1.0,0.19205298013245034,0.3222222222222222,0.12083333333333333,0.06907019051043731,0.060074180047458146,0.00899601046297916
map,random-32-32-20,0.95,240,151,19,19,0,132,1.0,0.12582781456953643,0.2235294117647059,0.07916666666666666,0.06907019051043731,0.06379160623829606,0.005278584272141243
map,random-32-32-20,1.0,240,151,0,0,0,151,0.0,0.0,0.0,0.0,0.06907019051043731,0.06907019051043731,0.0
map,random-64-64-20,0.0,240,60,240,60,180,0,0.25,1.0,0.4,1.0,0.00709513066982565,0.0,0.00709513066982565
map,random-64-64-20,0.05,240,60,197,60,137,0,0.30456852791878175,1.0,0.4669260700389105,0.8208333333333333,0.00709513066982565,0.002955086479756791,0.004140044190068859
map,random-64-64-20,0.1,240,60,166,57,109,3,0.3433734939759036,0.95,0.504424778761062,0.6916666666666667,0.00709513066982565,0.00417322790323175,0.0029219027665939
map,random-64-64-20,0.15,240,60,139,54,85,6,0.38848920863309355,0.9,0.542713567839196,0.5791666666666667,0.00709513066982565,0.00948443064477029,-0.00238929997494464
map,random-64-64-20,0.2,240,60,112,49,63,11,0.4375,0.8166666666666667,0.5697674418604651,0.4666666666666667,0.00709513066982565,0.010521536278997342,-0.0034264056091716927
map,random-64-64-20,0.25,240,60,95,44,51,16,0.4631578947368421,0.7333333333333333,0.567741935483871,0.3958333333333333,0.00709513066982565,0.011114209966720589,-0.004019079296894939
map,random-64-64-20,0.3,240,60,83,42,41,18,0.5060240963855421,0.7,0.5874125874125874,0.3458333333333333,0.00709513066982565,0.011732092703737967,-0.004636962033912317
map,random-64-64-20,0.35,240,60,72,40,32,20,0.5555555555555556,0.6666666666666666,0.606060606060606,0.3,0.00709513066982565,0.012223039686837673,-0.005127909017012024
map,random-64-64-20,0.4,240,60,62,35,27,25,0.5645161290322581,0.5833333333333334,0.5737704918032787,0.25833333333333336,0.00709513066982565,0.012845751750638384,-0.005750621080812734
map,random-64-64-20,0.45,240,60,43,30,13,30,0.6976744186046512,0.5,0.5825242718446603,0.17916666666666667,0.00709513066982565,0.013593982690073387,-0.006498852020247737
map,random-64-64-20,0.5,240,60,34,25,9,35,0.7352941176470589,0.4166666666666667,0.5319148936170213,0.14166666666666666,0.00709513066982565,0.00953227001036919,-0.002437139340543541
map,random-64-64-20,0.55,240,60,26,18,8,42,0.6923076923076923,0.3,0.41860465116279066,0.10833333333333334,0.00709513066982565,0.01006367235883865,-0.002968541689013001
map,random-64-64-20,0.6,240,60,22,16,6,44,0.7272727272727273,0.26666666666666666,0.3902439024390244,0.09166666666666666,0.00709513066982565,0.010132152333296611,-0.0030370216634709613
map,random-64-64-20,0.65,240,60,15,13,2,47,0.8666666666666667,0.21666666666666667,0.3466666666666666,0.0625,0.00709513066982565,0.010610148336976445,-0.003515017667150795
map,random-64-64-20,0.7,240,60,9,8,1,52,0.8888888888888888,0.13333333333333333,0.2318840579710145,0.0375,0.00709513066982565,0.010863455505489613,-0.0037683248356639634
map,random-64-64-20,0.75,240,60,6,6,0,54,1.0,0.1,0.18181818181818182,0.025,0.00709513066982565,0.010983580062262655,-0.003888449392437005
map,random-64-64-20,0.8,240,60,3,3,0,57,1.0,0.05,0.09523809523809523,0.0125,0.00709513066982565,0.011147151133678153,-0.004052020463852503
map,random-64-64-20,0.85,240,60,2,2,0,58,1.0,0.03333333333333333,0.06451612903225806,0.008333333333333333,0.00709513066982565,0.01121209411514732,-0.00411696344532167
map,random-64-64-20,0.9,240,60,0,0,0,60,0.0,0.0,0.0,0.0,0.00709513066982565,0.00709513066982565,0.0
map,random-64-64-20,0.95,240,60,0,0,0,60,0.0,0.0,0.0,0.0,0.00709513066982565,0.00709513066982565,0.0
map,random-64-64-20,1.0,240,60,0,0,0,60,0.0,0.0,0.0,0.0,0.00709513066982565,0.00709513066982565,0.0
map,room-64-64-8,0.0,240,126,240,126,114,0,0.525,1.0,0.6885245901639345,1.0,0.018690766682408537,0.0,0.018690766682408537
map,room-64-64-8,0.05,240,126,238,126,112,0,0.5294117647058824,1.0,0.6923076923076924,0.9916666666666667,0.018690766682408537,0.00011620635183166667,0.018574560330576872
map,room-64-64-8,0.1,240,126,233,126,107,0,0.5407725321888412,1.0,0.701949860724234,0.9708333333333333,0.018690766682408537,0.00020051444139145003,0.018490252241017087
map,room-64-64-8,0.15,240,126,224,125,99,1,0.5580357142857143,0.9920634920634921,0.7142857142857142,0.9333333333333333,0.018690766682408537,0.00023528709830615837,0.018455479584102378
map,room-64-64-8,0.2,240,126,210,123,87,3,0.5857142857142857,0.9761904761904762,0.7321428571428572,0.875,0.018690766682408537,0.0006072067160849957,0.01808355996632354
map,room-64-64-8,0.25,240,126,200,121,79,5,0.605,0.9603174603174603,0.7423312883435582,0.8333333333333334,0.018690766682408537,0.0010560014695504126,0.017634765212858124
map,room-64-64-8,0.3,240,126,178,116,62,10,0.651685393258427,0.9206349206349206,0.763157894736842,0.7416666666666667,0.018690766682408537,0.0017077558214526707,0.016983010860955865
map,room-64-64-8,0.35,240,126,160,111,49,15,0.69375,0.8809523809523809,0.7762237762237761,0.6666666666666666,0.018690766682408537,0.0022038463779552953,0.016486920304453243
map,room-64-64-8,0.4,240,126,144,106,38,20,0.7361111111111112,0.8412698412698413,0.7851851851851852,0.6,0.018690766682408537,0.003251250229599545,0.015439516452808992
map,room-64-64-8,0.45,240,126,132,101,31,25,0.7651515151515151,0.8015873015873016,0.7829457364341086,0.55,0.018690766682408537,0.0037478929186452133,0.014942873763763324
map,room-64-64-8,0.5,240,126,122,95,27,31,0.7786885245901639,0.753968253968254,0.7661290322580644,0.5083333333333333,0.018690766682408537,0.004157740061248629,0.01453302662115991
map,room-64-64-8,0.55,240,126,110,88,22,38,0.8,0.6984126984126984,0.7457627118644068,0.4583333333333333,0.018690766682408537,0.0052322525946307975,0.01345851408777774
map,room-64-64-8,0.6,240,126,98,82,16,44,0.8367346938775511,0.6507936507936508,0.7321428571428571,0.4083333333333333,0.018690766682408537,0.010524998448308459,0.008165768234100078
map,room-64-64-8,0.65,240,126,89,75,14,51,0.8426966292134831,0.5952380952380952,0.6976744186046512,0.37083333333333335,0.018690766682408537,0.011118883959298415,0.007571882723110122
map,room-64-64-8,0.7,240,126,79,66,13,60,0.8354430379746836,0.5238095238095238,0.6439024390243903,0.32916666666666666,0.018690766682408537,0.011897364047785497,0.00679340263462304
map,room-64-64-8,0.75,240,126,68,61,7,65,0.8970588235294118,0.48412698412698413,0.6288659793814433,0.2833333333333333,0.018690766682408537,0.012587052835939286,0.006103713846469251
map,room-64-64-8,0.8,240,126,52,47,5,79,0.9038461538461539,0.373015873015873,0.5280898876404495,0.21666666666666667,0.018690766682408537,0.013859747741203536,0.0048310189412050005
map,room-64-64-8,0.85,240,126,40,39,1,87,0.975,0.30952380952380953,0.46987951807228917,0.16666666666666666,0.018690766682408537,0.014708331870899578,0.003982434811508959
map,room-64-64-8,0.9,240,126,27,27,0,99,1.0,0.21428571428571427,0.35294117647058826,0.1125,0.018690766682408537,0.016031022624341452,0.0026597440580670845
map,room-64-64-8,0.95,240,126,14,14,0,112,1.0,0.1111111111111111,0.19999999999999998,0.058333333333333334,0.018690766682408537,0.016308843216772704,0.002381923465635833
map,room-64-64-8,1.0,240,126,0,0,0,126,0.0,0.0,0.0,0.0,0.018690766682408537,0.018690766682408537,0.0
map,warehouse-10-20-10-2-1,0.0,239,129,239,129,110,0,0.5397489539748954,1.0,0.7010869565217391,1.0,0.05007991984535572,0.0,0.05007991984535572
map,warehouse-10-20-10-2-1,0.05,239,129,233,129,104,0,0.5536480686695279,1.0,0.7127071823204421,0.9748953974895398,0.05007991984535572,0.004600407052656402,0.04547951279269932
map,warehouse-10-20-10-2-1,0.1,239,129,227,129,98,0,0.5682819383259912,1.0,0.7247191011235955,0.9497907949790795,0.05007991984535572,0.005003060613628829,0.04507685923172689
map,warehouse-10-20-10-2-1,0.15,239,129,220,129,91,0,0.5863636363636363,1.0,0.7392550143266474,0.9205020920502092,0.05007991984535572,0.005621656033176903,0.04445826381217882
map,warehouse-10-20-10-2-1,0.2,239,129,213,128,85,1,0.6009389671361502,0.9922480620155039,0.7485380116959064,0.891213389121339,0.05007991984535572,0.006097607956797322,0.043982311888558404
map,warehouse-10-20-10-2-1,0.25,239,129,199,126,73,3,0.6331658291457286,0.9767441860465116,0.7682926829268293,0.8326359832635983,0.05007991984535572,0.008036397331006945,0.04204352251434878
map,warehouse-10-20-10-2-1,0.3,239,129,188,124,64,5,0.6595744680851063,0.9612403100775194,0.7823343848580442,0.7866108786610879,0.05007991984535572,0.009384677686700586,0.04069524215865514
map,warehouse-10-20-10-2-1,0.35,239,129,172,119,53,10,0.6918604651162791,0.9224806201550387,0.7906976744186047,0.7196652719665272,0.05007991984535572,0.011258885288257492,0.03882103455709823
map,warehouse-10-20-10-2-1,0.4,239,129,159,115,44,14,0.7232704402515723,0.8914728682170543,0.7986111111111112,0.6652719665271967,0.05007991984535572,0.01258535331838216,0.03749456652697356
map,warehouse-10-20-10-2-1,0.45,239,129,148,109,39,20,0.7364864864864865,0.8449612403100775,0.7870036101083032,0.6192468619246861,0.05007991984535572,0.012937354399409776,0.03714256544594595
map,warehouse-10-20-10-2-1,0.5,239,129,131,99,32,30,0.7557251908396947,0.7674418604651163,0.7615384615384615,0.5481171548117155,0.05007991984535572,0.015006166776520658,0.03507375306883506
map,warehouse-10-20-10-2-1,0.55,239,129,119,93,26,36,0.7815126050420168,0.7209302325581395,0.7500000000000001,0.497907949790795,0.05007991984535572,0.0216866992979307,0.028393220547425022
map,warehouse-10-20-10-2-1,0.6,239,129,105,88,17,41,0.8380952380952381,0.6821705426356589,0.7521367521367521,0.4393305439330544,0.05007991984535572,0.03554220121569358,0.014537718629662147
map,warehouse-10-20-10-2-1,0.65,239,129,89,78,11,51,0.8764044943820225,0.6046511627906976,0.7155963302752294,0.3723849372384937,0.05007991984535572,0.037158968750547514,0.01292095109480821
