theta_id,map_family,agents,nominal_budget_ms,rows,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
repair5g549_theta_549000090,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000090,random,100,2000,16,False,False,False,False,False
repair5g549_theta_549000091,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000091,random,100,2000,16,False,False,False,False,False
repair5g549_theta_549000092,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000092,random,100,2000,16,False,False,False,False,False
repair5g549_theta_549000093,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000093,random,100,2000,16,False,False,False,False,False
repair5g549_theta_549000094,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000094,random,100,2000,16,False,False,False,False,False
repair5g549_theta_549000095,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000095,random,100,2000,16,False,False,False,False,False
repair5g549_theta_549000096,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000096,random,100,2000,16,False,False,False,False,False
repair5g549_theta_549000097,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000097,random,100,2000,16,False,False,False,False,False
repair5g549_theta_549000098,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000098,random,100,2000,16,False,False,False,False,False
repair5g549_theta_549000099,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000099,random,100,2000,16,False,False,False,False,False
repair5g549_theta_549000100,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000100,random,100,2000,16,False,False,False,False,False
repair5g549_theta_549000101,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000101,random,100,2000,16,False,False,False,False,False
repair5g549_theta_549000102,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000102,random,100,2000,16,False,False,False,False,False
repair5g549_theta_549000103,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000103,random,100,2000,16,False,False,False,False,False
repair5g549_theta_549000104,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000104,random,100,2000,16,False,False,False,False,False
repair5g549_theta_549000105,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000105,random,100,2000,16,False,False,False,False,False
repair5g549_theta_549000106,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000106,random,100,2000,16,False,False,False,False,False
repair5g549_theta_549000107,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000107,random,100,2000,16,False,False,False,False,False
repair5g549_theta_549000108,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000108,random,100,2000,16,False,False,False,False,False
repair5g549_theta_549000109,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000109,random,100,2000,16,False,False,False,False,False
repair5g549_theta_549000110,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000110,random,100,2000,16,False,False,False,False,False
repair5g549_theta_549000111,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000111,random,100,2000,16,False,False,False,False,False
repair5g549_theta_549000112,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000112,random,100,2000,16,False,False,False,False,False
repair5g549_theta_549000113,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000113,random,100,2000,16,False,False,False,False,False
repair5g549_theta_549000114,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000114,random,100,2000,16,False,False,False,False,False
repair5g549_theta_549000115,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000115,random,100,2000,16,False,False,False,False,False
repair5g549_theta_549000116,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000116,random,100,2000,16,False,False,False,False,False
repair5g549_theta_549000117,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000117,random,100,2000,16,False,False,False,False,False
repair5g549_theta_549000118,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000118,random,100,2000,16,False,False,False,False,False
repair5g549_theta_549000119,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000119,random,100,2000,16,False,False,False,False,False
repair5g549_theta_549000120,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000120,random,100,2000,16,False,False,False,False,False
repair5g549_theta_549000121,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000121,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000122,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000122,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000123,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000123,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000124,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000124,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000125,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000125,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000126,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000126,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000127,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000127,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000128,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000128,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000129,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000129,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000130,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000130,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000131,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000131,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000132,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000132,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000133,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000133,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000134,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000134,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000135,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000135,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000136,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000136,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000137,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000137,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000138,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000138,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000139,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000139,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000140,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000140,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000141,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000141,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000142,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000142,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000143,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000143,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000144,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000144,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000145,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000145,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000146,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000146,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000147,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000147,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000148,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000148,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000149,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000149,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000150,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000150,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000151,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000151,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000152,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000152,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000153,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000153,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000154,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000154,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000155,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000155,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000156,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000156,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000157,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000157,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000158,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000158,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000159,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000159,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000160,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000160,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000161,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000161,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000162,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000162,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000163,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000163,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000164,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000164,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000165,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000165,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000166,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000166,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000167,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000167,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000168,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000168,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000169,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000169,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000170,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000170,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000171,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000171,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000172,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000172,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000173,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000173,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000174,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000174,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000175,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000175,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000176,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000176,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000177,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000177,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000178,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000178,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000179,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000179,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000180,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000180,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000181,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000181,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000182,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000182,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000183,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000183,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000184,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000184,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000185,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000185,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000186,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000186,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000187,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000187,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000188,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000188,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000189,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000189,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000190,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000190,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000191,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000191,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000192,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000192,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000193,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000193,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000194,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000194,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000195,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000195,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000196,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000196,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000197,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000197,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000198,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000198,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000199,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000199,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000200,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000200,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000201,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000201,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000202,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000202,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000203,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000203,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000204,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000204,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000205,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000205,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000206,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000206,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000207,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000207,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000208,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000208,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000209,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000209,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000210,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000210,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000211,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000211,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000212,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000212,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000213,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000213,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000214,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000214,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000215,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000215,random,100,2000,18,False,False,False,False,False
repair5g549_theta_549000216,random,50,2000,12,False,False,False,False,False
repair5g549_theta_549000216,random,100,2000,18,False,False,False,False,False
