candidate_id,registry_row_id,candidate_family,theta_cluster,source_model,distance_from_g554_c00051,theta_in_bounds,goal_projection_mode,predicted_regression_risk_vs_g554_c00051,predicted_success_gain_rate_vs_g554_c00051,predicted_quality_delta_vs_g554_c00051,support_coverage,pareto_score,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,selected_for_solver
g556_c031147,g556_c031147,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0821871584476,True,flow_shield,0.0249182881468,0.0110100311554,-0.00502051022344,0.762800561598,0.03070139423,1.25,1.12655438288,1.25,0.75,0.75,1.08193625489,0.655931684703,0.981874246627,1,0.664542313873,0.65,0.305001960736,0.822802689508,1,10.7036373292,1,0,0,False,False,False,False,False,True
g556_c081097,g556_c081097,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0726662895022,True,flow_shield,0.0249278565666,0.00748540388704,-0.00736583587999,0.769376041872,0.0333707096903,1.25,1.13764085587,1.25,0.75,0.75,1.03596542031,0.691334481619,0.983325129775,1,0.680834624996,0.65,0.317329869752,0.827207641918,1,10.7974848077,1,0,0,False,False,False,False,False,True
g556_c023974,g556_c023974,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0773607654169,True,flow_shield,0.025121934184,0.0111320525561,-0.0038994328092,0.783618999143,0.0305194156743,1.25,1.12527905858,1.25,0.75,0.75,1.03509288417,0.665760161467,0.983383703849,1,0.677561177316,0.65,0.320026351662,0.819034794562,1,10.7760032221,1,0,0,False,False,False,False,False,True
g556_c051100,g556_c051100,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0790734377768,True,flow_shield,0.0251938959178,0.00268334809246,-0.00285349791451,0.911035366894,0.0358083183003,1.25,1.13852614384,1.25,0.75,0.75,1.06905101605,0.672608803421,0.983238619784,1,0.663243617769,0.65,0.299382359594,0.790688876475,1,10.7055125636,1,0,0,False,False,False,False,False,True
g556_c070432,g556_c070432,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.081917204251,True,flow_shield,0.0252389452836,0.00367942985671,-0.00278606679179,0.853104790686,0.0328218336843,1.25,1.12834464626,1.25,0.75,0.75,1.03867273593,0.666753533487,0.983126498121,1,0.668950320649,0.65,0.304628173857,0.801919014659,1,10.8054024439,1,0,0,False,False,False,False,False,True
g556_c066184,g556_c066184,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0714980030046,True,flow_shield,0.0252486534038,0.00775468909018,-0.00343145255315,0.937052788842,0.0376597652933,1.25,1.13998529259,1.25,0.75,0.75,1.0830185804,0.678768356817,0.983426201721,1,0.679747630757,0.65,0.315547425099,0.793981966596,1,10.6942440574,1,0,0,False,False,False,False,False,True
g556_c082861,g556_c082861,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0763078810685,True,flow_shield,0.0252866839385,0.00236737509888,-0.00769076009774,0.712168463495,0.0306558413032,1.25,1.1575486274,1.25,0.75,0.75,1.06573137601,0.67483761861,0.982077373768,1,0.686961671615,0.65,0.305732884543,0.830091008268,1,10.693721159,1,0,0,False,False,False,False,False,True
g556_c028438,g556_c028438,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0792177398502,True,flow_shield,0.0253471299092,0.00506755476758,-0.0065630638783,0.764147807557,0.0320968893015,1.25,1.10772438625,1.25,0.75,0.75,1.03832872322,0.678967959344,0.981903696789,1,0.681387605837,0.65,0.308033601641,0.800008432891,0.994043827244,10.6887677538,1,0,0,False,False,False,False,False,True
g556_c060712,g556_c060712,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0849445701706,True,flow_shield,0.0254676120979,0.0105194259992,-0.0111065797052,0.754139587581,0.0360797530353,1.25,1.1294477617,1.25,0.75,0.75,1.07594038288,0.693808517947,0.980993952518,1,0.68088668984,0.65,0.301354523678,0.836274580343,1,10.7587469439,1,0,0,False,False,False,False,False,True
g556_c028105,g556_c028105,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.083946135662,True,flow_shield,0.0255674030479,0.0110493054533,-0.0119159325897,0.902735141795,0.0442689881555,1.25,1.13720365406,1.25,0.75,0.75,1.02589360677,0.677535416766,0.983040906127,1,0.667348752954,0.65,0.328208317117,0.835842637889,1,10.7306159083,1,0,0,False,False,False,False,False,True
g556_c038356,g556_c038356,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0792649896916,True,flow_shield,0.0255763442185,0.00947680546485,-0.00267125380378,0.91292986121,0.035529574755,1.25,1.11933662954,1.25,0.75,0.75,1.0685159114,0.679743672642,0.981455909882,1,0.660957714627,0.65,0.316505994224,0.807254536153,0.993640296579,10.6860941319,1,0,0,False,False,False,False,False,True
g556_c045745,g556_c045745,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0778695663986,True,flow_shield,0.0255862672425,0.00857195856412,-0.00977110878665,0.713101710695,0.0326330607001,1.25,1.14338607301,1.25,0.75,0.75,1.07303218786,0.69787414325,0.981623788629,1,0.690095574713,0.65,0.315238924025,0.821259334763,0.996006333231,10.7480286061,1,0,0,False,False,False,False,False,True
g556_c092557,g556_c092557,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0776105261739,True,flow_shield,0.0257133794808,0.0110031257075,-0.00483400072098,0.831112356663,0.0335329288137,1.25,1.14306964771,1.25,0.75,0.75,1.07144010013,0.697649472674,0.983387812537,1,0.660375508873,0.65,0.307796439952,0.805419799157,1,10.6563405191,1,0,0,False,False,False,False,False,True
g556_c006865,g556_c006865,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0824478426544,True,flow_shield,0.025724219027,0.0107357723117,-0.00644078390765,0.737106388681,0.0304339938282,1.25,1.1391083296,1.25,0.75,0.75,1.03646191507,0.693646490308,0.981490748778,1,0.660280916657,0.65,0.291712582604,0.820566589967,1,10.6925129126,1,0,0,False,False,False,False,False,True
g556_c018124,g556_c018124,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0820025339796,True,flow_shield,0.0257611731142,0.0102584689726,-0.00925448139659,0.852104543686,0.0389791220238,1.25,1.15725528453,1.25,0.75,0.75,1.06415468199,0.695329007136,0.983771926684,1,0.671874636876,0.65,0.321625826864,0.821839158024,0.992163687884,10.7047944558,1,0,0,False,False,False,False,False,True
g556_c053992,g556_c053992,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.077587981248,True,flow_shield,0.025829721033,0.00313747759496,-0.00246501546292,0.885577943266,0.0338290521097,1.25,1.12384462914,1.25,0.75,0.75,1.05955366929,0.708992138646,0.981277239968,1,0.681608485175,0.65,0.302870682729,0.832180393875,1,10.7356273893,1,0,0,False,False,False,False,False,True
g556_c093175,g556_c093175,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0759331221951,True,flow_shield,0.0259535251384,0.00854927233719,-0.0025115399154,0.79841670475,0.0294556125837,1.25,1.14409721151,1.25,0.75,0.75,1.0700180519,0.675544538364,0.98342672372,1,0.672011413966,0.65,0.302589445973,0.83915204046,1,10.6903287092,1,0,0,False,False,False,False,False,True
g556_c066319,g556_c066319,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0848950703065,True,flow_shield,0.0259732705787,0.00803916514001,-0.00693439072185,0.722274183177,0.0300614645914,1.25,1.12889986022,1.25,0.75,0.75,1.07809598891,0.674453432262,0.980788692384,1,0.658495839512,0.65,0.307786570382,0.799109082464,1,10.7445367965,1,0,0,False,False,False,False,False,True
g556_c046468,g556_c046468,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0848995323131,True,flow_shield,0.0260305635704,0.005875895164,-0.00391084640643,0.840995077015,0.032945318472,1.25,1.14211455933,1.25,0.75,0.75,1.02522176479,0.697202725264,0.981920958537,1,0.678151307546,0.65,0.323058022967,0.80156896946,1,10.7780295741,1,0,0,False,False,False,False,False,True
g556_c025810,g556_c025810,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0888672983907,True,flow_shield,0.0261244233254,0.00600138548735,-0.00581397736309,0.932209803371,0.0393622558689,1.25,1.129557477,1.25,0.75,0.75,1.0662668519,0.694424762973,0.98410010845,1,0.681571947784,0.65,0.296197827148,0.789904641327,1,10.7594341818,1,0,0,False,False,False,False,False,True
g556_c036151,g556_c036151,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0734846445442,True,flow_shield,0.0262365969899,0.0100114025873,-0.00797518897944,0.727243668269,0.031219073898,1.25,1.14209269252,1.25,0.75,0.75,1.0792018381,0.689341296974,0.982079171512,1,0.670035604893,0.65,0.306132807343,0.800517465739,0.991416802625,10.6762925313,1,0,0,False,False,False,False,False,True
g556_c096303,g556_c096303,retrieval_neighbor_interpolation,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0898439064587,True,flow_shield,0.0262708828656,0.00486065660964,-0.00270696685113,0.89906340281,0.0345246955588,1.25,1.13939398499,1.25,0.75,0.75,1.04110224715,0.694104354559,0.98396999959,1,0.66239678181,0.65,0.315963599451,0.824898464471,1,10.8267714278,1,0,0,False,False,False,False,False,True
g556_c015451,g556_c015451,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0756206881339,True,flow_shield,0.0262729758803,0.00236478363215,-0.0103897835857,0.825296374111,0.038518114351,1.25,1.1373751598,1.25,0.75,0.75,1.04952808712,0.705695513536,0.981977674317,1,0.690421666235,0.65,0.30205038359,0.817625173791,1,10.6402209095,1,0,0,False,False,False,False,False,True
g556_c063322,g556_c063322,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0830225809332,True,flow_shield,0.0262821805536,0.00596618680444,-0.00592996122011,0.884879445362,0.0370328432114,1.25,1.13839269112,1.25,0.75,0.75,1.03957186699,0.704325998895,0.983790279879,1,0.672465890102,0.65,0.330022603674,0.801792902538,1,10.7378171467,1,0,0,False,False,False,False,False,True
g556_c026746,g556_c026746,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0803385064823,True,flow_shield,0.0263060556314,0.0112286316414,-0.00584652371794,0.773295530113,0.0313582724079,1.25,1.1433391044,1.25,0.75,0.75,1.07064532752,0.680629551234,0.982943983168,1,0.682306998079,0.65,0.327155392275,0.83191727154,0.994696938409,10.7344126369,1,0,0,False,False,False,False,False,True
g556_c063835,g556_c063835,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.081036354381,True,flow_shield,0.0263860283901,0.00250855793659,-0.011525193132,0.717938946183,0.034229126246,1.25,1.14192172116,1.25,0.75,0.75,1.06650677993,0.680248289878,0.983045858362,1,0.690978112066,0.65,0.329577717008,0.801250288541,1,10.7444384268,1,0,0,False,False,False,False,False,True
g556_c082870,g556_c082870,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0878327515043,True,flow_shield,0.026396493511,0.00566565613953,-0.00698392750321,0.789015732953,0.0332364673954,1.25,1.15840289359,1.25,0.75,0.75,1.04992262343,0.711406305779,0.983319718541,1,0.693321052537,0.65,0.316251492987,0.808482751218,1,10.6906514482,1,0,0,False,False,False,False,False,True
g556_c042775,g556_c042775,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0899958725228,True,flow_shield,0.0265080961276,0.00314810567742,-0.00858410332016,0.806592430223,0.0356596767675,1.25,1.1375232656,1.25,0.75,0.75,1.04271924754,0.700793987616,0.983147319558,1,0.681063696809,0.65,0.293512181205,0.803111032958,1,10.6202345794,1,0,0,False,False,False,False,False,True
g556_c008179,g556_c008179,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0906060131801,True,flow_shield,0.0265302817088,0.00186795858963,-0.00699413766259,0.824296127112,0.0349438031638,1.25,1.10318446237,1.25,0.75,0.75,1.07980292379,0.697543647367,0.983965684853,1,0.679367021899,0.65,0.306804601328,0.824299328768,0.997803785339,10.7366488602,1,0,0,False,False,False,False,False,True
g556_c060985,g556_c060985,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0841314386106,True,flow_shield,0.0265671046796,0.00896359318732,-0.00557973568778,0.816767899696,0.0331345783328,1.25,1.14772197001,1.25,0.75,0.75,1.0447523452,0.694271344059,0.983226323321,1,0.661431448706,0.65,0.293669823132,0.810377558034,1,10.6591725946,1,0,0,False,False,False,False,False,True
g556_c053179,g556_c053179,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0918200095411,True,flow_shield,0.0265757615729,0.00808360254269,-0.00557376992369,0.925245324264,0.0385481553504,1.25,1.14736785794,1.25,0.75,0.75,1.02049632296,0.694683005949,0.983049399852,1,0.662876891369,0.65,0.297461819356,0.830314095099,1,10.7010143771,1,0,0,False,False,False,False,False,True
g556_c062062,g556_c062062,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0803708288853,True,flow_shield,0.0268501720491,0.00699451375346,-0.0038323027931,0.701392495823,0.0254768415597,1.25,1.11899235245,1.25,0.75,0.75,1.0489681763,0.71141260576,0.983114156908,1,0.669893157821,0.65,0.297198732145,0.801550972013,1,10.6930158311,1,0,0,False,False,False,False,False,True
g556_c062314,g556_c062314,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0755408008756,True,flow_shield,0.0268564643802,0.00945170492014,-0.00645122506383,0.78259675221,0.0321528304842,1.25,1.13019422509,1.25,0.75,0.75,1.04134127293,0.676163961506,0.980854207687,1,0.671285453644,0.65,0.320111779406,0.808037815053,0.988392389823,10.7329419513,1,0,0,False,False,False,False,False,True
g556_c096235,g556_c096235,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0801381120961,True,flow_shield,0.0268630928626,0.00829279525435,-0.00635743337017,0.708570724288,0.0283544231533,1.25,1.123890194,1.25,0.75,0.75,1.06848368025,0.670482109801,0.982769707691,1,0.678619056643,0.65,0.29815703127,0.840130900024,1,10.6860026021,1,0,0,False,False,False,False,False,True
g556_c019879,g556_c019879,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0780796607664,True,flow_shield,0.0269028403925,0.00935296333561,-0.00229387093337,0.861587265238,0.0319218139991,1.25,1.13749986567,1.25,0.75,0.75,1.08964118803,0.68136074279,0.983124248127,1,0.663409644771,0.65,0.318322746773,0.821060013486,1,10.6559669922,1,0,0,False,False,False,False,False,True
g556_c037447,g556_c037447,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0930653233035,True,flow_shield,0.0269290676627,0.00754595761988,-0.00259996289261,0.898212155364,0.0340460368294,1.25,1.14997894699,1.25,0.75,0.75,1.04970321534,0.69281407718,0.980838754734,1,0.684139437582,0.65,0.296508146217,0.801697362199,0.997582504127,10.6589525533,1,0,0,False,False,False,False,False,True
g556_c083176,g556_c083176,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0877174618397,True,flow_shield,0.0269423896714,0.0021071373261,-0.011587019564,0.701262996211,0.0331789745388,1.25,1.14773156935,1.25,0.75,0.75,1.06831958824,0.695360028917,0.981204272887,1,0.661834109498,0.65,0.305116962391,0.789246096428,1,10.6908187577,1,0,0,False,False,False,False,False,True
g556_c057490,g556_c057490,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0798128630673,True,flow_shield,0.0270057974337,0.00945088825508,-0.00855232253551,0.929207562377,0.0415098019375,1.25,1.15672903923,1.25,0.75,0.75,1.07166555321,0.676303404837,0.983375954872,1,0.665999679501,0.65,0.32003392964,0.819709173789,0.995529143413,10.7279574963,1,0,0,False,False,False,False,False,True
g556_c067858,g556_c067858,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0916600000212,True,flow_shield,0.0270355583935,0.00388563614559,-0.00528606081681,0.890944927165,0.0363155279783,1.25,1.1249579283,1.25,0.75,0.75,1.07047462053,0.697756524853,0.983779549661,1,0.66914316757,0.65,0.307071828526,0.809344808007,0.982866299526,10.7748856955,1,0,0,False,False,False,False,False,True
g556_c043018,g556_c043018,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0820542288464,True,flow_shield,0.0272009938987,0.00942268235444,-0.00815085962239,0.834586346241,0.0362796799851,1.25,1.14818176488,1.25,0.75,0.75,1.06583778944,0.681448520652,0.981162054014,1,0.658581114257,0.65,0.302083485491,0.7982554069,1,10.7420231941,1,0,0,False,False,False,False,False,True
g556_c023326,g556_c023326,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0719127667525,True,flow_shield,0.0272201651878,0.0106935226852,-0.0120056425356,0.798944953165,0.0383428075999,1.25,1.13063753001,1.25,0.75,0.75,1.044399385,0.671177948339,0.980930761458,1,0.669342291973,0.65,0.297658054767,0.820942451339,1,10.7486675141,1,0,0,False,False,False,False,False,True
g556_c012886,g556_c012886,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0906406530867,True,flow_shield,0.0273494244533,0.010118508112,-0.00937736659287,0.703232490303,0.0308642788814,1.25,1.12251353563,1.25,0.75,0.75,1.05849580272,0.672193764041,0.984431203956,1,0.687389732831,0.65,0.320960872859,0.83352896983,1,10.7496225013,1,0,0,False,False,False,False,False,True
g556_c013078,g556_c013078,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0860950737084,True,flow_shield,0.0274349174541,0.00339137082709,-0.00523053581241,0.831242356273,0.033075194899,1.25,1.12508362167,1.25,0.75,0.75,1.04197858952,0.690358617047,0.98166009072,1,0.668911236266,0.65,0.295227869658,0.835265809619,0.997569309792,10.7697424349,1,0,0,False,False,False,False,False,True
g556_c018253,g556_c018253,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0832538722406,True,flow_shield,0.0274887494942,0.00648258239245,-0.0027776968009,0.788846233461,0.0284756337269,1.25,1.11976227514,1.25,0.75,0.75,1.06609743716,0.692785234767,0.981725295524,1,0.686674749976,0.65,0.314406730521,0.836984253214,0.993436398441,10.6866729841,1,0,0,False,False,False,False,False,True
g556_c043450,g556_c043450,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0944428366707,True,flow_shield,0.0274901991293,0.00627249577451,-0.00277284982145,0.798184205447,0.0289369605292,1.25,1.13972232463,1.25,0.75,0.75,1.03511468661,0.70493085333,0.980606370931,1,0.682728804314,0.65,0.31859728195,0.83376704724,0.995644804316,10.7032776903,1,0,0,False,False,False,False,False,True
g556_c040714,g556_c040714,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0873426129618,True,flow_shield,0.0275471248568,0.00434497692758,-0.00467908483778,0.854825785523,0.0336468116855,1.25,1.12727359323,1.25,0.75,0.75,1.09182730397,0.661340949725,0.98156680755,1,0.66892010324,0.65,0.322963582851,0.808995890304,1,10.7059495123,1,0,0,False,False,False,False,False,True
g556_c013087,g556_c013087,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0927485437663,True,flow_shield,0.0275474053199,0.00572679137982,-0.0100324109367,0.876798469605,0.040098631757,1.25,1.12671461928,1.25,0.75,0.75,1.04689968925,0.650256822352,0.982113689359,1,0.688195574413,0.65,0.302611699506,0.834697461324,1,10.6774643917,1,0,0,False,False,False,False,False,True
g556_c016432,g556_c016432,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0965106704614,True,flow_shield,0.0275668700982,0.00889572454883,-0.0039434727896,0.768287045139,0.0285743899974,1.25,1.12812386568,1.25,0.75,0.75,1.04004666056,0.666068241793,0.981151706295,1,0.699400826798,0.65,0.320058859565,0.806487850953,0.997100572448,10.7453408541,1,0,0,False,False,False,False,False,True
g556_c021481,g556_c021481,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.092830684022,True,flow_shield,0.0275820005065,0.00783806206955,-0.00846184922691,0.870140739578,0.0381778859525,1.25,1.12967124228,1.25,0.75,0.75,1.02539964325,0.699740203277,0.981604398187,1,0.650386346341,0.65,0.317329563753,0.825519190734,1,10.685032225,1,0,0,False,False,False,False,False,True
g556_c047509,g556_c047509,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0929483586555,True,flow_shield,0.0276246018763,0.011191079003,-0.0108039591756,0.804541686375,0.0372187425562,1.25,1.15756524923,1.25,0.75,0.75,1.02491928094,0.69609085485,0.983318096296,1,0.694092395223,0.65,0.306501140238,0.824476431362,1,10.7379683462,1,0,0,False,False,False,False,False,True
g556_c040219,g556_c040219,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.074972645089,True,flow_shield,0.0276557936339,0.0108657240198,-0.00518166334499,0.824779375662,0.0325927353112,1.25,1.11454445329,1.25,0.75,0.75,1.06644775136,0.672473719451,0.983248675004,1,0.660149427052,0.65,0.31789040607,0.808587207155,1,10.6965028706,1,0,0,False,False,False,False,False,True
