theta_cluster,map_family,agents,nominal_budget_ms,horizon_id,theta_parameter,min,max,mean,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
alpha_flow_wait_progress_sweep,random,100,2000,c0_short5000_t050_i2,theta_alpha_flow_commit_progress,1,1,1,False,False,False,False,False
alpha_flow_wait_progress_sweep,random,100,2000,c0_short5000_t050_i2,theta_alpha_flow_wait_progress,0.00483749032502,1.23936002128,0.593777402962,False,False,False,False,False
alpha_flow_wait_progress_sweep,random,100,2000,c0_short5000_t050_i2,theta_rho_cong_decay,0.95,0.95,0.95,False,False,False,False,False
alpha_flow_wait_progress_sweep,random,100,2000,c0_short5000_t050_i2,theta_rho_flow_decay,1,1,1,False,False,False,False,False
alpha_flow_wait_progress_sweep,random,100,2000,c0_short5000_t050_i2,theta_lambda_cong,1,1,1,False,False,False,False,False
alpha_flow_wait_progress_sweep,random,100,2000,c0_short5000_t050_i2,theta_lambda_flow,0.0152849694301,1.47199355601,0.768988430989,False,False,False,False,False
alpha_flow_wait_progress_sweep,random,100,2000,c0_short5000_t050_i2,theta_flow_shield_beta,0.35,0.35,0.35,False,False,False,False,False
alpha_flow_wait_progress_sweep,random,100,2000,c0_short5000_t050_i2,theta_max_flow_shield,0.75,0.75,0.75,False,False,False,False,False
alpha_flow_wait_progress_sweep,random,100,2000,c0_short5000_t050_i2,theta_min_edge_cost,1,1,1,False,False,False,False,False
alpha_flow_wait_progress_sweep,random,100,2000,c0_short5000_t050_i2,theta_max_edge_cost,11,11,11,False,False,False,False,False
alpha_flow_wait_progress_sweep,random,100,2000,c0_short5000_t050_i2,theta_goal_projection_mode_flow_shield,1,1,1,False,False,False,False,False
alpha_flow_wait_progress_sweep,random,100,2000,c0_short5000_t050_i2,theta_goal_projection_mode_agent_progress,0,0,0,False,False,False,False,False
alpha_flow_wait_progress_sweep,random,100,2000,c0_short5000_t050_i2,theta_goal_projection_mode_none,0,0,0,False,False,False,False,False
edge_cost_clamp_sweep,random,100,2000,c0_short2000_t050_i2,theta_alpha_cong_commit_progress,1.25,1.25,1.25,False,False,False,False,False
edge_cost_clamp_sweep,random,100,2000,c0_short2000_t050_i2,theta_alpha_cong_commit_nonprogress,1.25,1.25,1.25,False,False,False,False,False
edge_cost_clamp_sweep,random,100,2000,c0_short2000_t050_i2,theta_alpha_cong_block,1.25,1.25,1.25,False,False,False,False,False
edge_cost_clamp_sweep,random,100,2000,c0_short2000_t050_i2,theta_alpha_cong_wait_progress,0.75,0.75,0.75,False,False,False,False,False
edge_cost_clamp_sweep,random,100,2000,c0_short2000_t050_i2,theta_alpha_cong_wait_nonprogress,0.75,0.75,0.75,False,False,False,False,False
edge_cost_clamp_sweep,random,100,2000,c0_short2000_t050_i2,theta_alpha_flow_commit_progress,1,1,1,False,False,False,False,False
edge_cost_clamp_sweep,random,100,2000,c0_short2000_t050_i2,theta_alpha_flow_wait_progress,1,1,1,False,False,False,False,False
edge_cost_clamp_sweep,random,100,2000,c0_short2000_t050_i2,theta_rho_cong_decay,0.95,0.95,0.95,False,False,False,False,False
edge_cost_clamp_sweep,random,100,2000,c0_short2000_t050_i2,theta_rho_flow_decay,1,1,1,False,False,False,False,False
edge_cost_clamp_sweep,random,100,2000,c0_short2000_t050_i2,theta_lambda_cong,1,1,1,False,False,False,False,False
edge_cost_clamp_sweep,random,100,2000,c0_short2000_t050_i2,theta_lambda_flow,1,1,1,False,False,False,False,False
edge_cost_clamp_sweep,random,100,2000,c0_short2000_t050_i2,theta_flow_shield_beta,0.35,0.35,0.35,False,False,False,False,False
edge_cost_clamp_sweep,random,100,2000,c0_short2000_t050_i2,theta_max_flow_shield,0.75,0.75,0.75,False,False,False,False,False
edge_cost_clamp_sweep,random,100,2000,c0_short2000_t050_i2,theta_min_edge_cost,0.254583240834,0.998668002664,0.638507206606,False,False,False,False,False
edge_cost_clamp_sweep,random,100,2000,c0_short2000_t050_i2,theta_max_edge_cost,8.02472795054,11.9953240094,10.1160466093,False,False,False,False,False
edge_cost_clamp_sweep,random,100,2000,c0_short2000_t050_i2,theta_goal_projection_mode_flow_shield,1,1,1,False,False,False,False,False
edge_cost_clamp_sweep,random,100,2000,c0_short2000_t050_i2,theta_goal_projection_mode_agent_progress,0,0,0,False,False,False,False,False
edge_cost_clamp_sweep,random,100,2000,c0_short2000_t050_i2,theta_goal_projection_mode_none,0,0,0,False,False,False,False,False
edge_cost_clamp_sweep,random,100,2000,c0_short5000_t050_i2,theta_alpha_cong_commit_progress,1.25,1.25,1.25,False,False,False,False,False
edge_cost_clamp_sweep,random,100,2000,c0_short5000_t050_i2,theta_alpha_cong_commit_nonprogress,1.25,1.25,1.25,False,False,False,False,False
edge_cost_clamp_sweep,random,100,2000,c0_short5000_t050_i2,theta_alpha_cong_block,1.25,1.25,1.25,False,False,False,False,False
edge_cost_clamp_sweep,random,100,2000,c0_short5000_t050_i2,theta_alpha_cong_wait_progress,0.75,0.75,0.75,False,False,False,False,False
edge_cost_clamp_sweep,random,100,2000,c0_short5000_t050_i2,theta_alpha_cong_wait_nonprogress,0.75,0.75,0.75,False,False,False,False,False
edge_cost_clamp_sweep,random,100,2000,c0_short5000_t050_i2,theta_alpha_flow_commit_progress,1,1,1,False,False,False,False,False
edge_cost_clamp_sweep,random,100,2000,c0_short5000_t050_i2,theta_alpha_flow_wait_progress,1,1,1,False,False,False,False,False
edge_cost_clamp_sweep,random,100,2000,c0_short5000_t050_i2,theta_rho_cong_decay,0.95,0.95,0.95,False,False,False,False,False
edge_cost_clamp_sweep,random,100,2000,c0_short5000_t050_i2,theta_rho_flow_decay,1,1,1,False,False,False,False,False
edge_cost_clamp_sweep,random,100,2000,c0_short5000_t050_i2,theta_lambda_cong,1,1,1,False,False,False,False,False
edge_cost_clamp_sweep,random,100,2000,c0_short5000_t050_i2,theta_lambda_flow,1,1,1,False,False,False,False,False
edge_cost_clamp_sweep,random,100,2000,c0_short5000_t050_i2,theta_flow_shield_beta,0.35,0.35,0.35,False,False,False,False,False
edge_cost_clamp_sweep,random,100,2000,c0_short5000_t050_i2,theta_max_flow_shield,0.75,0.75,0.75,False,False,False,False,False
edge_cost_clamp_sweep,random,100,2000,c0_short5000_t050_i2,theta_min_edge_cost,0.254583240834,0.998668002664,0.639204013402,False,False,False,False,False
edge_cost_clamp_sweep,random,100,2000,c0_short5000_t050_i2,theta_max_edge_cost,8.02472795054,11.9953240094,10.1125523266,False,False,False,False,False
edge_cost_clamp_sweep,random,100,2000,c0_short5000_t050_i2,theta_goal_projection_mode_flow_shield,1,1,1,False,False,False,False,False
edge_cost_clamp_sweep,random,100,2000,c0_short5000_t050_i2,theta_goal_projection_mode_agent_progress,0,0,0,False,False,False,False,False
edge_cost_clamp_sweep,random,100,2000,c0_short5000_t050_i2,theta_goal_projection_mode_none,0,0,0,False,False,False,False,False
g543_true_near_signal_neighborhood,random,100,2000,c0_short5000_t050_i2,theta_alpha_cong_commit_progress,1.25,1.25,1.25,False,False,False,False,False
g543_true_near_signal_neighborhood,random,100,2000,c0_short5000_t050_i2,theta_alpha_cong_commit_nonprogress,1.25,1.25,1.25,False,False,False,False,False
g543_true_near_signal_neighborhood,random,100,2000,c0_short5000_t050_i2,theta_alpha_cong_block,1.25,1.25,1.25,False,False,False,False,False
g543_true_near_signal_neighborhood,random,100,2000,c0_short5000_t050_i2,theta_alpha_cong_wait_progress,0.75,0.75,0.75,False,False,False,False,False
g543_true_near_signal_neighborhood,random,100,2000,c0_short5000_t050_i2,theta_alpha_cong_wait_nonprogress,0.75,0.75,0.75,False,False,False,False,False
g543_true_near_signal_neighborhood,random,100,2000,c0_short5000_t050_i2,theta_alpha_flow_commit_progress,1,1,1,False,False,False,False,False
g543_true_near_signal_neighborhood,random,100,2000,c0_short5000_t050_i2,theta_alpha_flow_wait_progress,1,1,1,False,False,False,False,False
g543_true_near_signal_neighborhood,random,100,2000,c0_short5000_t050_i2,theta_rho_cong_decay,0.95,0.95,0.95,False,False,False,False,False
g543_true_near_signal_neighborhood,random,100,2000,c0_short5000_t050_i2,theta_rho_flow_decay,1,1,1,False,False,False,False,False
g543_true_near_signal_neighborhood,random,100,2000,c0_short5000_t050_i2,theta_lambda_cong,1,1,1,False,False,False,False,False
g543_true_near_signal_neighborhood,random,100,2000,c0_short5000_t050_i2,theta_lambda_flow,0.10207519585,0.885186429627,0.463312036135,False,False,False,False,False
g543_true_near_signal_neighborhood,random,100,2000,c0_short5000_t050_i2,theta_flow_shield_beta,0.201691996616,0.699793000414,0.431052764619,False,False,False,False,False
g543_true_near_signal_neighborhood,random,100,2000,c0_short5000_t050_i2,theta_max_flow_shield,0.508592732815,1.24597475805,0.854485500512,False,False,False,False,False
g543_true_near_signal_neighborhood,random,100,2000,c0_short5000_t050_i2,theta_min_edge_cost,1,1,1,False,False,False,False,False
g543_true_near_signal_neighborhood,random,100,2000,c0_short5000_t050_i2,theta_max_edge_cost,11,11,11,False,False,False,False,False
g543_true_near_signal_neighborhood,random,100,2000,c0_short5000_t050_i2,theta_goal_projection_mode_flow_shield,1,1,1,False,False,False,False,False
g543_true_near_signal_neighborhood,random,100,2000,c0_short5000_t050_i2,theta_goal_projection_mode_agent_progress,0,0,0,False,False,False,False,False
g543_true_near_signal_neighborhood,random,100,2000,c0_short5000_t050_i2,theta_goal_projection_mode_none,0,0,0,False,False,False,False,False
g546_g548_safe_no_gain_neighborhood,random,100,2000,c0_short5000_t050_i2,theta_alpha_cong_commit_progress,1.25,1.25,1.25,False,False,False,False,False
g546_g548_safe_no_gain_neighborhood,random,100,2000,c0_short5000_t050_i2,theta_alpha_cong_commit_nonprogress,1.25,1.25,1.25,False,False,False,False,False
g546_g548_safe_no_gain_neighborhood,random,100,2000,c0_short5000_t050_i2,theta_alpha_cong_block,1.25,1.25,1.25,False,False,False,False,False
g546_g548_safe_no_gain_neighborhood,random,100,2000,c0_short5000_t050_i2,theta_alpha_cong_wait_progress,0.75,0.75,0.75,False,False,False,False,False
g546_g548_safe_no_gain_neighborhood,random,100,2000,c0_short5000_t050_i2,theta_alpha_cong_wait_nonprogress,0.75,0.75,0.75,False,False,False,False,False
g546_g548_safe_no_gain_neighborhood,random,100,2000,c0_short5000_t050_i2,theta_alpha_flow_commit_progress,1,1,1,False,False,False,False,False
g546_g548_safe_no_gain_neighborhood,random,100,2000,c0_short5000_t050_i2,theta_alpha_flow_wait_progress,0.21012497975,1.09946360107,0.638328070758,False,False,False,False,False
g546_g548_safe_no_gain_neighborhood,random,100,2000,c0_short5000_t050_i2,theta_rho_cong_decay,0.95,0.95,0.95,False,False,False,False,False
g546_g548_safe_no_gain_neighborhood,random,100,2000,c0_short5000_t050_i2,theta_rho_flow_decay,1,1,1,False,False,False,False,False
g546_g548_safe_no_gain_neighborhood,random,100,2000,c0_short5000_t050_i2,theta_lambda_cong,0.751142047716,1.39910755178,1.06339053012,False,False,False,False,False
g546_g548_safe_no_gain_neighborhood,random,100,2000,c0_short5000_t050_i2,theta_lambda_flow,1,1,1,False,False,False,False,False
g546_g548_safe_no_gain_neighborhood,random,100,2000,c0_short5000_t050_i2,theta_flow_shield_beta,0.35,0.35,0.35,False,False,False,False,False
g546_g548_safe_no_gain_neighborhood,random,100,2000,c0_short5000_t050_i2,theta_max_flow_shield,0.75,0.75,0.75,False,False,False,False,False
g546_g548_safe_no_gain_neighborhood,random,100,2000,c0_short5000_t050_i2,theta_min_edge_cost,0.255751338497,0.797188405623,0.503749270519,False,False,False,False,False
g546_g548_safe_no_gain_neighborhood,random,100,2000,c0_short5000_t050_i2,theta_max_edge_cost,11,11,11,False,False,False,False,False
g546_g548_safe_no_gain_neighborhood,random,100,2000,c0_short5000_t050_i2,theta_goal_projection_mode_flow_shield,1,1,1,False,False,False,False,False
g546_g548_safe_no_gain_neighborhood,random,100,2000,c0_short5000_t050_i2,theta_goal_projection_mode_agent_progress,0,0,0,False,False,False,False,False
g546_g548_safe_no_gain_neighborhood,random,100,2000,c0_short5000_t050_i2,theta_goal_projection_mode_none,0,0,0,False,False,False,False,False
lambda_flow_lambda_cong_sweep,random,100,2000,c0_short5000_t050_i2,theta_alpha_cong_commit_progress,1.25,1.25,1.25,False,False,False,False,False
lambda_flow_lambda_cong_sweep,random,100,2000,c0_short5000_t050_i2,theta_alpha_cong_commit_nonprogress,1.25,1.25,1.25,False,False,False,False,False
lambda_flow_lambda_cong_sweep,random,100,2000,c0_short5000_t050_i2,theta_alpha_cong_block,1.25,1.25,1.25,False,False,False,False,False
lambda_flow_lambda_cong_sweep,random,100,2000,c0_short5000_t050_i2,theta_alpha_cong_wait_progress,0.75,0.75,0.75,False,False,False,False,False
lambda_flow_lambda_cong_sweep,random,100,2000,c0_short5000_t050_i2,theta_alpha_cong_wait_nonprogress,0.75,0.75,0.75,False,False,False,False,False
lambda_flow_lambda_cong_sweep,random,100,2000,c0_short5000_t050_i2,theta_alpha_flow_commit_progress,1,1,1,False,False,False,False,False
lambda_flow_lambda_cong_sweep,random,100,2000,c0_short5000_t050_i2,theta_alpha_flow_wait_progress,1,1,1,False,False,False,False,False
lambda_flow_lambda_cong_sweep,random,100,2000,c0_short5000_t050_i2,theta_rho_cong_decay,0.95,0.95,0.95,False,False,False,False,False
lambda_flow_lambda_cong_sweep,random,100,2000,c0_short5000_t050_i2,theta_rho_flow_decay,1,1,1,False,False,False,False,False
lambda_flow_lambda_cong_sweep,random,100,2000,c0_short5000_t050_i2,theta_lambda_cong,0.503532992934,1.49523300953,1.00219215079,False,False,False,False,False
lambda_flow_lambda_cong_sweep,random,100,2000,c0_short5000_t050_i2,theta_lambda_flow,0.00687448625103,1.49488951022,0.718361305519,False,False,False,False,False
lambda_flow_lambda_cong_sweep,random,100,2000,c0_short5000_t050_i2,theta_flow_shield_beta,0.35,0.35,0.35,False,False,False,False,False
lambda_flow_lambda_cong_sweep,random,100,2000,c0_short5000_t050_i2,theta_max_flow_shield,0.75,0.75,0.75,False,False,False,False,False
lambda_flow_lambda_cong_sweep,random,100,2000,c0_short5000_t050_i2,theta_min_edge_cost,1,1,1,False,False,False,False,False
lambda_flow_lambda_cong_sweep,random,100,2000,c0_short5000_t050_i2,theta_max_edge_cost,11,11,11,False,False,False,False,False
lambda_flow_lambda_cong_sweep,random,100,2000,c0_short5000_t050_i2,theta_goal_projection_mode_flow_shield,1,1,1,False,False,False,False,False
lambda_flow_lambda_cong_sweep,random,100,2000,c0_short5000_t050_i2,theta_goal_projection_mode_agent_progress,0,0,0,False,False,False,False,False
lambda_flow_lambda_cong_sweep,random,100,2000,c0_short5000_t050_i2,theta_goal_projection_mode_none,0,0,0,False,False,False,False,False
static_flow_local_perturbation_fulltheta,random,100,2000,c0_short2000_t050_i2,theta_alpha_cong_commit_progress,1.25,1.25,1.25,False,False,False,False,False
static_flow_local_perturbation_fulltheta,random,100,2000,c0_short2000_t050_i2,theta_alpha_cong_commit_nonprogress,1.25,1.25,1.25,False,False,False,False,False
static_flow_local_perturbation_fulltheta,random,100,2000,c0_short2000_t050_i2,theta_alpha_cong_block,1.25,1.25,1.25,False,False,False,False,False
static_flow_local_perturbation_fulltheta,random,100,2000,c0_short2000_t050_i2,theta_alpha_cong_wait_progress,0.75,0.75,0.75,False,False,False,False,False
static_flow_local_perturbation_fulltheta,random,100,2000,c0_short2000_t050_i2,theta_alpha_cong_wait_nonprogress,0.75,0.75,0.75,False,False,False,False,False
static_flow_local_perturbation_fulltheta,random,100,2000,c0_short2000_t050_i2,theta_alpha_flow_commit_progress,1,1,1,False,False,False,False,False
static_flow_local_perturbation_fulltheta,random,100,2000,c0_short2000_t050_i2,theta_alpha_flow_wait_progress,0.704268991462,1.25,0.988963962934,False,False,False,False,False
static_flow_local_perturbation_fulltheta,random,100,2000,c0_short2000_t050_i2,theta_rho_cong_decay,0.95,0.95,0.95,False,False,False,False,False
static_flow_local_perturbation_fulltheta,random,100,2000,c0_short2000_t050_i2,theta_rho_flow_decay,1,1,1,False,False,False,False,False
static_flow_local_perturbation_fulltheta,random,100,2000,c0_short2000_t050_i2,theta_lambda_cong,0.701209597581,1.29830800338,1.00879744723,False,False,False,False,False
static_flow_local_perturbation_fulltheta,random,100,2000,c0_short2000_t050_i2,theta_lambda_flow,0.701295397409,1.29702460595,0.96526765843,False,False,False,False,False
static_flow_local_perturbation_fulltheta,random,100,2000,c0_short2000_t050_i2,theta_flow_shield_beta,0.35,0.35,0.35,False,False,False,False,False
static_flow_local_perturbation_fulltheta,random,100,2000,c0_short2000_t050_i2,theta_max_flow_shield,0.75,0.75,0.75,False,False,False,False,False
static_flow_local_perturbation_fulltheta,random,100,2000,c0_short2000_t050_i2,theta_min_edge_cost,1,1,1,False,False,False,False,False
static_flow_local_perturbation_fulltheta,random,100,2000,c0_short2000_t050_i2,theta_max_edge_cost,11,11,11,False,False,False,False,False
static_flow_local_perturbation_fulltheta,random,100,2000,c0_short2000_t050_i2,theta_goal_projection_mode_flow_shield,1,1,1,False,False,False,False,False
static_flow_local_perturbation_fulltheta,random,100,2000,c0_short2000_t050_i2,theta_goal_projection_mode_agent_progress,0,0,0,False,False,False,False,False
static_flow_local_perturbation_fulltheta,random,100,2000,c0_short2000_t050_i2,theta_goal_projection_mode_none,0,0,0,False,False,False,False,False
static_flow_local_perturbation_fulltheta,random,100,2000,c0_short5000_t050_i2,theta_alpha_cong_commit_progress,1.25,1.25,1.25,False,False,False,False,False
static_flow_local_perturbation_fulltheta,random,100,2000,c0_short5000_t050_i2,theta_alpha_cong_commit_nonprogress,1.25,1.25,1.25,False,False,False,False,False
static_flow_local_perturbation_fulltheta,random,100,2000,c0_short5000_t050_i2,theta_alpha_cong_block,1.25,1.25,1.25,False,False,False,False,False
static_flow_local_perturbation_fulltheta,random,100,2000,c0_short5000_t050_i2,theta_alpha_cong_wait_progress,0.75,0.75,0.75,False,False,False,False,False
static_flow_local_perturbation_fulltheta,random,100,2000,c0_short5000_t050_i2,theta_alpha_cong_wait_nonprogress,0.75,0.75,0.75,False,False,False,False,False
static_flow_local_perturbation_fulltheta,random,100,2000,c0_short5000_t050_i2,theta_alpha_flow_commit_progress,1,1,1,False,False,False,False,False
static_flow_local_perturbation_fulltheta,random,100,2000,c0_short5000_t050_i2,theta_alpha_flow_wait_progress,0.704268991462,1.25,0.988424404186,False,False,False,False,False
static_flow_local_perturbation_fulltheta,random,100,2000,c0_short5000_t050_i2,theta_rho_cong_decay,0.95,0.95,0.95,False,False,False,False,False
static_flow_local_perturbation_fulltheta,random,100,2000,c0_short5000_t050_i2,theta_rho_flow_decay,1,1,1,False,False,False,False,False
static_flow_local_perturbation_fulltheta,random,100,2000,c0_short5000_t050_i2,theta_lambda_cong,0.701209597581,1.29830800338,1.01000825826,False,False,False,False,False
static_flow_local_perturbation_fulltheta,random,100,2000,c0_short5000_t050_i2,theta_lambda_flow,0.701295397409,1.29702460595,0.963414957308,False,False,False,False,False
static_flow_local_perturbation_fulltheta,random,100,2000,c0_short5000_t050_i2,theta_flow_shield_beta,0.35,0.35,0.35,False,False,False,False,False
static_flow_local_perturbation_fulltheta,random,100,2000,c0_short5000_t050_i2,theta_max_flow_shield,0.75,0.75,0.75,False,False,False,False,False
static_flow_local_perturbation_fulltheta,random,100,2000,c0_short5000_t050_i2,theta_min_edge_cost,1,1,1,False,False,False,False,False
static_flow_local_perturbation_fulltheta,random,100,2000,c0_short5000_t050_i2,theta_max_edge_cost,11,11,11,False,False,False,False,False
static_flow_local_perturbation_fulltheta,random,100,2000,c0_short5000_t050_i2,theta_goal_projection_mode_flow_shield,1,1,1,False,False,False,False,False
static_flow_local_perturbation_fulltheta,random,100,2000,c0_short5000_t050_i2,theta_goal_projection_mode_agent_progress,0,0,0,False,False,False,False,False
static_flow_local_perturbation_fulltheta,random,100,2000,c0_short5000_t050_i2,theta_goal_projection_mode_none,0,0,0,False,False,False,False,False
surrogate_guided_theta_if_model_exists,random,100,2000,c0_short5000_t050_i2,theta_alpha_cong_commit_progress,1.25,1.25,1.25,False,False,False,False,False
surrogate_guided_theta_if_model_exists,random,100,2000,c0_short5000_t050_i2,theta_alpha_cong_commit_nonprogress,0.661027027946,1.49162751674,1.07798568351,False,False,False,False,False
surrogate_guided_theta_if_model_exists,random,100,2000,c0_short5000_t050_i2,theta_alpha_cong_block,1.25,1.25,1.25,False,False,False,False,False
surrogate_guided_theta_if_model_exists,random,100,2000,c0_short5000_t050_i2,theta_alpha_cong_wait_progress,0.75,0.75,0.75,False,False,False,False,False
surrogate_guided_theta_if_model_exists,random,100,2000,c0_short5000_t050_i2,theta_alpha_cong_wait_nonprogress,0.75,0.75,0.75,False,False,False,False,False
surrogate_guided_theta_if_model_exists,random,100,2000,c0_short5000_t050_i2,theta_alpha_flow_commit_progress,1,1,1,False,False,False,False,False
surrogate_guided_theta_if_model_exists,random,100,2000,c0_short5000_t050_i2,theta_alpha_flow_wait_progress,1,1,1,False,False,False,False,False
surrogate_guided_theta_if_model_exists,random,100,2000,c0_short5000_t050_i2,theta_rho_cong_decay,0.95,0.95,0.95,False,False,False,False,False
surrogate_guided_theta_if_model_exists,random,100,2000,c0_short5000_t050_i2,theta_rho_flow_decay,1,1,1,False,False,False,False,False
surrogate_guided_theta_if_model_exists,random,100,2000,c0_short5000_t050_i2,theta_lambda_cong,0.650351999296,1.4490984018,1.06293081276,False,False,False,False,False
surrogate_guided_theta_if_model_exists,random,100,2000,c0_short5000_t050_i2,theta_lambda_flow,0.15095999808,1.34417041166,0.766460919492,False,False,False,False,False
surrogate_guided_theta_if_model_exists,random,100,2000,c0_short5000_t050_i2,theta_flow_shield_beta,0.35,0.35,0.35,False,False,False,False,False
surrogate_guided_theta_if_model_exists,random,100,2000,c0_short5000_t050_i2,theta_max_flow_shield,0.75,0.75,0.75,False,False,False,False,False
surrogate_guided_theta_if_model_exists,random,100,2000,c0_short5000_t050_i2,theta_min_edge_cost,1,1,1,False,False,False,False,False
surrogate_guided_theta_if_model_exists,random,100,2000,c0_short5000_t050_i2,theta_max_edge_cost,11,11,11,False,False,False,False,False
surrogate_guided_theta_if_model_exists,random,100,2000,c0_short5000_t050_i2,theta_goal_projection_mode_flow_shield,1,1,1,False,False,False,False,False
surrogate_guided_theta_if_model_exists,random,100,2000,c0_short5000_t050_i2,theta_goal_projection_mode_agent_progress,0,0,0,False,False,False,False,False
surrogate_guided_theta_if_model_exists,random,100,2000,c0_short5000_t050_i2,theta_goal_projection_mode_none,0,0,0,False,False,False,False,False
