group_type,group_value,threshold,sample_count,near_tie_count,near_tie_rate,neutral_count,mean_best_minus_second_margin,median_best_minus_second_margin,mean_best_minus_neutral_threshold
map,warehouse-10-20-10-2-2,0.0025,240,137,0.5708333333333333,88,0.005733376699529175,0.001893603688185,0.006057572777045291
map,warehouse-10-20-10-2-2,0.005,240,164,0.6833333333333333,88,0.005733376699529175,0.001893603688185,0.006057572777045291
map,warehouse-10-20-10-2-2,0.01,240,196,0.8166666666666667,88,0.005733376699529175,0.001893603688185,0.006057572777045291
map,warehouse-10-20-10-2-2,0.02,240,221,0.9208333333333333,88,0.005733376699529175,0.001893603688185,0.006057572777045291
map,warehouse-10-20-10-2-2,0.05,240,240,1.0,88,0.005733376699529175,0.001893603688185,0.006057572777045291
split,train,0.001,1439,280,0.19457956914523974,304,0.013368943294981072,0.0053209947946800005,0.03284741707267068
split,train,0.0025,1439,489,0.33981931897150797,304,0.013368943294981072,0.0053209947946800005,0.03284741707267068
split,train,0.005,1439,696,0.4836692147324531,304,0.013368943294981072,0.0053209947946800005,0.03284741707267068
split,train,0.01,1439,975,0.6775538568450312,304,0.013368943294981072,0.0053209947946800005,0.03284741707267068
split,train,0.02,1439,1245,0.8651841556636554,304,0.013368943294981072,0.0053209947946800005,0.03284741707267068
split,train,0.05,1439,1407,0.9777623349548298,304,0.013368943294981072,0.0053209947946800005,0.03284741707267068
split,validation,0.001,458,97,0.21179039301310043,109,0.025868241848742157,0.004910984487495,0.08187622146843446
split,validation,0.0025,458,148,0.3231441048034934,109,0.025868241848742157,0.004910984487495,0.08187622146843446
split,validation,0.005,458,230,0.5021834061135371,109,0.025868241848742157,0.004910984487495,0.08187622146843446
split,validation,0.01,458,304,0.6637554585152838,109,0.025868241848742157,0.004910984487495,0.08187622146843446
split,validation,0.02,458,383,0.8362445414847162,109,0.025868241848742157,0.004910984487495,0.08187622146843446
split,validation,0.05,458,419,0.9148471615720524,109,0.025868241848742157,0.004910984487495,0.08187622146843446
validation_agents,100,0.001,120,24,0.2,26,0.008004900906208442,0.005735688721255001,0.04849941731076712
validation_agents,100,0.0025,120,33,0.275,26,0.008004900906208442,0.005735688721255001,0.04849941731076712
validation_agents,100,0.005,120,54,0.45,26,0.008004900906208442,0.005735688721255001,0.04849941731076712
validation_agents,100,0.01,120,84,0.7,26,0.008004900906208442,0.005735688721255001,0.04849941731076712
validation_agents,100,0.02,120,110,0.9166666666666666,26,0.008004900906208442,0.005735688721255001,0.04849941731076712
validation_agents,100,0.05,120,119,0.9916666666666667,26,0.008004900906208442,0.005735688721255001,0.04849941731076712
validation_agents,200,0.001,120,18,0.15,23,0.021319112470297462,0.006940603578569998,0.09869579119554203
validation_agents,200,0.0025,120,28,0.23333333333333334,23,0.021319112470297462,0.006940603578569998,0.09869579119554203
validation_agents,200,0.005,120,52,0.43333333333333335,23,0.021319112470297462,0.006940603578569998,0.09869579119554203
validation_agents,200,0.01,120,67,0.5583333333333333,23,0.021319112470297462,0.006940603578569998,0.09869579119554203
validation_agents,200,0.02,120,89,0.7416666666666667,23,0.021319112470297462,0.006940603578569998,0.09869579119554203
validation_agents,200,0.05,120,106,0.8833333333333333,23,0.021319112470297462,0.006940603578569998,0.09869579119554203
validation_agents,400,0.001,98,27,0.2755102040816326,22,0.07686390773878034,0.005627071935715,0.18906552453737774
validation_agents,400,0.0025,98,37,0.37755102040816324,22,0.07686390773878034,0.005627071935715,0.18906552453737774
validation_agents,400,0.005,98,48,0.4897959183673469,22,0.07686390773878034,0.005627071935715,0.18906552453737774
validation_agents,400,0.01,98,59,0.6020408163265306,22,0.07686390773878034,0.005627071935715,0.18906552453737774
validation_agents,400,0.02,98,73,0.7448979591836735,22,0.07686390773878034,0.005627071935715,0.18906552453737774
validation_agents,400,0.05,98,76,0.7755102040816326,22,0.07686390773878034,0.005627071935715,0.18906552453737774
validation_agents,50,0.001,120,28,0.23333333333333334,38,0.006634251692856059,0.0033829514807050005,0.010895525059357128
validation_agents,50,0.0025,120,50,0.4166666666666667,38,0.006634251692856059,0.0033829514807050005,0.010895525059357128
validation_agents,50,0.005,120,76,0.6333333333333333,38,0.006634251692856059,0.0033829514807050005,0.010895525059357128
validation_agents,50,0.01,120,94,0.7833333333333333,38,0.006634251692856059,0.0033829514807050005,0.010895525059357128
validation_agents,50,0.02,120,111,0.925,38,0.006634251692856059,0.0033829514807050005,0.010895525059357128
validation_agents,50,0.05,120,118,0.9833333333333333,38,0.006634251692856059,0.0033829514807050005,0.010895525059357128
validation_iteration,0,0.001,120,34,0.2833333333333333,32,0.035255149406975606,0.004643451106850001,0.08963863700845219
validation_iteration,0,0.0025,120,47,0.39166666666666666,32,0.035255149406975606,0.004643451106850001,0.08963863700845219
validation_iteration,0,0.005,120,61,0.5083333333333333,32,0.035255149406975606,0.004643451106850001,0.08963863700845219
validation_iteration,0,0.01,120,77,0.6416666666666667,32,0.035255149406975606,0.004643451106850001,0.08963863700845219
validation_iteration,0,0.02,120,99,0.825,32,0.035255149406975606,0.004643451106850001,0.08963863700845219
validation_iteration,0,0.05,120,109,0.9083333333333333,32,0.035255149406975606,0.004643451106850001,0.08963863700845219
validation_iteration,1,0.001,120,24,0.2,24,0.03400765289674695,0.006218915093250003,0.10516738473517445
validation_iteration,1,0.0025,120,34,0.2833333333333333,24,0.03400765289674695,0.006218915093250003,0.10516738473517445
validation_iteration,1,0.005,120,52,0.43333333333333335,24,0.03400765289674695,0.006218915093250003,0.10516738473517445
validation_iteration,1,0.01,120,73,0.6083333333333333,24,0.03400765289674695,0.006218915093250003,0.10516738473517445
validation_iteration,1,0.02,120,97,0.8083333333333333,24,0.03400765289674695,0.006218915093250003,0.10516738473517445
validation_iteration,1,0.05,120,106,0.8833333333333333,24,0.03400765289674695,0.006218915093250003,0.10516738473517445
validation_iteration,2,0.001,110,22,0.2,23,0.01777374803533701,0.00391865463259,0.07353262130007532
validation_iteration,2,0.0025,110,39,0.35454545454545455,23,0.01777374803533701,0.00391865463259,0.07353262130007532
validation_iteration,2,0.005,110,65,0.5909090909090909,23,0.01777374803533701,0.00391865463259,0.07353262130007532
validation_iteration,2,0.01,110,81,0.7363636363636363,23,0.01777374803533701,0.00391865463259,0.07353262130007532
validation_iteration,2,0.02,110,94,0.8545454545454545,23,0.01777374803533701,0.00391865463259,0.07353262130007532
validation_iteration,2,0.05,110,103,0.9363636363636364,23,0.01777374803533701,0.00391865463259,0.07353262130007532
validation_iteration,3,0.001,108,17,0.1574074074074074,30,0.01463894635546417,0.0051577080449000026,0.05587035629906937
validation_iteration,3,0.0025,108,28,0.25925925925925924,30,0.01463894635546417,0.0051577080449000026,0.05587035629906937
validation_iteration,3,0.005,108,52,0.48148148148148145,30,0.01463894635546417,0.0051577080449000026,0.05587035629906937
validation_iteration,3,0.01,108,73,0.6759259259259259,30,0.01463894635546417,0.0051577080449000026,0.05587035629906937
validation_iteration,3,0.02,108,93,0.8611111111111112,30,0.01463894635546417,0.0051577080449000026,0.05587035629906937
validation_iteration,3,0.05,108,101,0.9351851851851852,30,0.01463894635546417,0.0051577080449000026,0.05587035629906937
validation_map,empty-48-48,0.001,240,57,0.2375,62,0.005811409609804378,0.003370251810635,0.00925681033711836
validation_map,empty-48-48,0.0025,240,98,0.4083333333333333,62,0.005811409609804378,0.003370251810635,0.00925681033711836
validation_map,empty-48-48,0.005,240,154,0.6416666666666667,62,0.005811409609804378,0.003370251810635,0.00925681033711836
validation_map,empty-48-48,0.01,240,200,0.8333333333333334,62,0.005811409609804378,0.003370251810635,0.00925681033711836
validation_map,empty-48-48,0.02,240,231,0.9625,62,0.005811409609804378,0.003370251810635,0.00925681033711836
validation_map,empty-48-48,0.05,240,237,0.9875,62,0.005811409609804378,0.003370251810635,0.00925681033711836
validation_map,maze-32-32-4,0.001,218,40,0.1834862385321101,47,0.04794915807509566,0.010594628629074997,0.16182419702584666
validation_map,maze-32-32-4,0.0025,218,50,0.22935779816513763,47,0.04794915807509566,0.010594628629074997,0.16182419702584666
validation_map,maze-32-32-4,0.005,218,76,0.3486238532110092,47,0.04794915807509566,0.010594628629074997,0.16182419702584666
validation_map,maze-32-32-4,0.01,218,104,0.47706422018348627,47,0.04794915807509566,0.010594628629074997,0.16182419702584666
validation_map,maze-32-32-4,0.02,218,152,0.6972477064220184,47,0.04794915807509566,0.010594628629074997,0.16182419702584666
validation_map,maze-32-32-4,0.05,218,182,0.8348623853211009,47,0.04794915807509566,0.010594628629074997,0.16182419702584666
