agents,candidate_id,paired_groups,better_count,equal_count,worse_count,mean_delta_ratio,median_delta_ratio,bootstrap_ci_low,bootstrap_ci_high,success_regression_count,actual_success_regression_count,candidate_harmful_count,expanded_node_regression_count,ttfs_regression,winner_stability_score,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
100,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p7_max1p00_c0,270,0,270,0,0,0,0,0,5,5,8,3,reported_if_available,0,False,False,False,False,False
100,repair5g59_additive_fallback,341,0,341,0,0,0,0,0,0,0,0,0,reported_if_available,0,False,False,False,False,False
100,repair5g59_block_heavy_flow_guard,163,0,163,0,0,0,0,0,7,7,10,3,reported_if_available,0,False,False,False,False,False
100,repair5g59_c_only_f_disabled,163,1,161,1,-0.00026258092773,0,-0.00118301230895,0.000657850453489,6,6,9,2,reported_if_available,0.00613496932515,False,False,False,False,False
100,repair5g59_commit_heavy_flow_guard,160,0,160,0,0,0,0,0,9,9,12,3,reported_if_available,0,False,False,False,False,False
100,repair5g59_flow_decay,338,0,338,0,0,0,0,0,11,11,13,2,reported_if_available,0,False,False,False,False,False
100,repair5g59_high_beta_cap_safe,337,0,337,0,0,0,0,0,12,12,13,1,reported_if_available,0,False,False,False,False,False
100,repair5g59_light_cong_light_flow,164,0,164,0,0,0,0,0,9,9,10,1,reported_if_available,0,False,False,False,False,False
100,repair5g59_low_beta_high_cap,163,0,163,0,0,0,0,0,8,8,9,1,reported_if_available,0,False,False,False,False,False
100,repair5g59_static_flow_shield,341,0,341,0,0,0,0,0,9,9,11,2,reported_if_available,0,False,False,False,False,False
100,repair5g59_wait_aggressive,164,0,164,0,0,0,0,0,7,7,8,1,reported_if_available,0,False,False,False,False,False
100,repair5g59_wait_conservative,337,0,337,0,0,0,0,0,10,10,13,3,reported_if_available,0,False,False,False,False,False
50,repair5g518_grid_c1p25_b1p25_f0p00_w0p5_dc0p95_df1p00_beta0p00_max0p00_c1,91,0,91,0,0,0,0,0,1,1,5,4,reported_if_available,0,False,False,False,False,False
50,repair5g518_grid_c1p25_b1p25_f0p00_w0p75_dc0p95_df1p00_beta0p00_max0p00_c1,95,0,94,1,0.00191155855737,0,-0.00181532481177,0.00563844192651,1,1,3,1,reported_if_available,0,False,False,False,False,False
50,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p35_max0p75_c0,98,3,94,1,-0.00101744305106,0,-0.00306013184489,0.00102524574277,1,1,4,2,reported_if_available,0.030612244898,False,False,False,False,False
50,repair5g518_grid_c1p25_b1p25_f1p00_w0p65_dc0p95_df1p00_beta0p35_max0p75_c0,93,2,91,0,-0.000480406267645,0,-0.00115558329844,0.000194770763148,0,0,4,4,reported_if_available,0.0215053763441,False,False,False,False,False
50,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df0p9_beta0p35_max0p75_c0,94,3,91,0,-0.00170693985934,0,-0.00427004258562,0.000856162866942,0,0,3,3,reported_if_available,0.031914893617,False,False,False,False,False
50,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p35_max0p75_c0,94,4,90,0,-0.00103458489459,0,-0.00209552236534,2.63525761679e-05,1,1,3,2,reported_if_available,0.0425531914894,False,False,False,False,False
50,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p5_max0p75_c0,95,5,89,1,-0.00178738977868,0,-0.00445028005418,0.000875500496815,1,1,5,3,reported_if_available,0.0526315789474,False,False,False,False,False
50,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p5_max1p00_c0,96,4,92,0,-0.00231393283323,0,-0.00509826183085,0.000470396164387,1,1,4,3,reported_if_available,0.0416666666667,False,False,False,False,False
50,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p6_max1p00_c0,94,5,89,0,-0.00177482429659,0,-0.00343481258407,-0.0001148360091,0,0,5,5,reported_if_available,0.0531914893617,False,False,False,False,False
50,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p7_max0p75_c0,96,4,92,0,-0.00201445157777,0,-0.00461104835703,0.000582145201491,1,1,5,4,reported_if_available,0.0416666666667,False,False,False,False,False
50,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p7_max1p00_c0,286,31,253,2,-0.0030018424562,0,-0.00435155051675,-0.00165213439565,1,1,12,11,reported_if_available,0.108391608392,False,False,False,False,False
50,repair5g59_additive_fallback,408,0,408,0,0,0,0,0,0,0,0,0,reported_if_available,0,False,False,False,False,False
50,repair5g59_block_heavy_flow_guard,210,19,190,1,-0.00850051160086,0,-0.0128691939525,-0.00413182924919,10,10,13,3,reported_if_available,0.0904761904762,False,False,False,False,False
50,repair5g59_c_only_f_disabled,209,14,190,5,-0.00115015561435,0,-0.00239525498493,9.494375622e-05,7,7,14,5,reported_if_available,0.066985645933,False,False,False,False,False
50,repair5g59_commit_heavy_flow_guard,206,20,186,0,-0.00810624007972,0,-0.0121448148769,-0.00406766528249,10,10,15,5,reported_if_available,0.0970873786408,False,False,False,False,False
50,repair5g59_flow_decay,395,45,347,3,-0.0069778815014,0,-0.00955959355255,-0.00439616945025,9,9,20,11,reported_if_available,0.113924050633,False,False,False,False,False
50,repair5g59_high_beta_cap_safe,392,40,350,2,-0.00706918336572,0,-0.00977632327244,-0.00436204345899,14,14,27,13,reported_if_available,0.102040816327,False,False,False,False,False
50,repair5g59_light_cong_light_flow,206,18,187,1,-0.00407266173262,0,-0.00623036175413,-0.00191496171111,8,8,12,4,reported_if_available,0.0873786407767,False,False,False,False,False
50,repair5g59_low_beta_high_cap,209,21,187,1,-0.00934243426785,0,-0.0137185945895,-0.00496627394621,8,8,13,5,reported_if_available,0.1004784689,False,False,False,False,False
50,repair5g59_static_flow_shield,401,42,356,3,-0.00580155197319,0,-0.00811760433179,-0.0034854996146,12,12,25,13,reported_if_available,0.104738154613,False,False,False,False,False
50,repair5g59_wait_aggressive,208,22,186,0,-0.00891569584928,0,-0.0131663967245,-0.0046649949741,10,10,14,4,reported_if_available,0.105769230769,False,False,False,False,False
50,repair5g59_wait_conservative,394,45,347,2,-0.00685736213555,0,-0.00941552959049,-0.0042991946806,7,7,20,13,reported_if_available,0.11421319797,False,False,False,False,False
