context_id,map,split,map_family,topology_id,start_goal_regime,agents,agent_count,seed,budget_ms,nominal_budget_ms,short_budget_ms,base_time_limit_sec,ltm_max_iterations,horizon_id,model_version,input_mode,predicted_theta_id,theta_hash,fallback_to_g556,materialization_precheck,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g557_ctx_00000010,maze-128-128-10,heldout_topology,maze,g557_topology_010_maze,room_to_room_door_bottleneck,25,25,100010,2000,2000,500,0.5,2,b2000_short500_t050_i2,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000011,room-32-32-4,heldout_topology,room,g557_topology_011_room,room_to_room_door_bottleneck,25,25,100011,2000,2000,500,1.0,2,b2000_short500_t100_i2,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000012,room-64-64-8,heldout_topology,room,g557_topology_012_room,warehouse_aisle_to_aisle,25,25,100012,2000,2000,500,1.0,2,b2000_short500_t100_i2,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000013,room-64-64-16,heldout_topology,room,g557_topology_013_room,warehouse_aisle_to_aisle,25,25,100013,2000,2000,500,1.0,4,b2000_short500_t100_i4,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000014,warehouse-10-20-10-2-1,heldout_topology,warehouse,g557_topology_014_warehouse,warehouse_aisle_to_aisle,25,25,100014,2000,2000,1000,1.0,4,b2000_short1000_t100_i4,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000015,warehouse-10-20-10-2-2,train,warehouse,g557_topology_015_warehouse,many_to_one_goal_clustered,25,25,100015,5000,5000,1000,1.0,4,b5000_short1000_t100_i4,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000016,warehouse-20-40-10-2-1,train,warehouse,g557_topology_016_warehouse,many_to_one_goal_clustered,25,25,100016,5000,5000,1000,1.0,4,b5000_short1000_t100_i4,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000017,warehouse-20-40-10-2-2,train,warehouse,g557_topology_017_warehouse,many_to_one_goal_clustered,25,25,100017,5000,5000,1000,1.0,4,b5000_short1000_t100_i4,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000018,connector,train,bottleneck,g557_topology_018_bottleneck,start_clustered_goal_dispersed,25,25,100018,5000,5000,1000,1.0,4,b5000_short1000_t100_i4,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000019,corners,train,bottleneck,g557_topology_019_bottleneck,start_clustered_goal_dispersed,25,25,100019,5000,5000,1000,1.0,4,b5000_short1000_t100_i4,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000020,tunnel,train,bottleneck,g557_topology_020_bottleneck,start_clustered_goal_dispersed,25,25,100020,500,500,1000,1.0,4,b500_short1000_t100_i4,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000021,loop-chain,train,bottleneck,g557_topology_021_bottleneck,central_choke_point,25,25,100021,500,500,2000,1.0,4,b500_short2000_t100_i4,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000022,string,validation,bottleneck,g557_topology_022_bottleneck,central_choke_point,25,25,100022,500,500,2000,2.0,4,b500_short2000_t200_i4,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000023,tree,train,bottleneck,g557_topology_023_bottleneck,central_choke_point,25,25,100023,500,500,2000,2.0,4,b500_short2000_t200_i4,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000024,Berlin_1_256,train,irregular,g557_topology_024_irregular,low_conflict_easy,25,25,100024,500,500,2000,2.0,4,b500_short2000_t200_i4,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000025,Boston_0_256,train,irregular,g557_topology_025_irregular,low_conflict_easy,25,25,100025,1000,1000,2000,2.0,4,b1000_short2000_t200_i4,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000026,Paris_1_256,train,irregular,g557_topology_026_irregular,low_conflict_easy,25,25,100026,1000,1000,2000,2.0,8,b1000_short2000_t200_i8,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000027,brc202d,train,irregular,g557_topology_027_irregular,high_conflict_adversarial,25,25,100027,1000,1000,2000,2.0,8,b1000_short2000_t200_i8,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000028,den312d,train,irregular,g557_topology_028_irregular,high_conflict_adversarial,25,25,100028,1000,1000,250,2.0,8,b1000_short250_t200_i8,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000029,den520d,train,irregular,g557_topology_029_irregular,high_conflict_adversarial,25,25,100029,1000,1000,250,2.0,8,b1000_short250_t200_i8,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000030,lak303d,train,irregular,g557_topology_030_irregular,uniform_random,25,25,100030,2000,2000,250,2.0,8,b2000_short250_t200_i8,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000031,orz900d,train,irregular,g557_topology_031_irregular,uniform_random,25,25,100031,2000,2000,250,2.0,8,b2000_short250_t200_i8,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000032,ost003d,train,irregular,g557_topology_032_irregular,uniform_random,25,25,100032,2000,2000,250,2.0,8,b2000_short250_t200_i8,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000033,w_woundedcoast,validation,irregular,g557_topology_033_irregular,opposite_side_cross_flow,25,25,100033,2000,2000,250,0.5,8,b2000_short250_t050_i8,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000034,empty-32-32,train,qd_empty,g557_topology_034_qd_empty,opposite_side_cross_flow,25,25,100034,2000,2000,250,0.5,8,b2000_short250_t050_i8,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000035,empty-48-48,train,qd_empty,g557_topology_035_qd_empty,opposite_side_cross_flow,25,25,100035,5000,5000,500,0.5,8,b5000_short500_t050_i8,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000036,empty-16-16,train,qd_empty,g557_topology_036_qd_empty,same_room_local_flow,25,25,100036,5000,5000,500,0.5,8,b5000_short500_t050_i8,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000037,random-32-32-20,train,qd_random,g557_topology_037_qd_random,same_room_local_flow,25,25,100037,5000,5000,500,0.5,8,b5000_short500_t050_i8,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000038,random-64-64-20,train,qd_random,g557_topology_038_qd_random,same_room_local_flow,25,25,100038,5000,5000,500,0.5,8,b5000_short500_t050_i8,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000039,random-32-32-10,train,qd_random,g557_topology_039_qd_random,room_to_room_door_bottleneck,25,25,100039,5000,5000,500,0.5,2,b5000_short500_t050_i2,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000040,random-64-64-10,train,qd_random,g557_topology_040_qd_random,room_to_room_door_bottleneck,25,25,100040,500,500,500,0.5,2,b500_short500_t050_i2,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000041,maze-32-32-4,train,qd_maze,g557_topology_041_qd_maze,room_to_room_door_bottleneck,25,25,100041,500,500,500,0.5,2,b500_short500_t050_i2,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000042,maze-32-32-2,train,qd_maze,g557_topology_042_qd_maze,warehouse_aisle_to_aisle,25,25,100042,500,500,1000,0.5,2,b500_short1000_t050_i2,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000043,maze-128-128-2,train,qd_maze,g557_topology_043_qd_maze,warehouse_aisle_to_aisle,25,25,100043,500,500,1000,0.5,2,b500_short1000_t050_i2,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000044,maze-128-128-10,validation,qd_maze,g557_topology_044_qd_maze,warehouse_aisle_to_aisle,25,25,100044,500,500,1000,1.0,2,b500_short1000_t100_i2,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000045,room-32-32-4,train,qd_room,g557_topology_045_qd_room,many_to_one_goal_clustered,25,25,100045,1000,1000,1000,1.0,2,b1000_short1000_t100_i2,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000046,room-64-64-8,train,qd_room,g557_topology_046_qd_room,many_to_one_goal_clustered,25,25,100046,1000,1000,1000,1.0,2,b1000_short1000_t100_i2,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000047,room-64-64-16,train,qd_room,g557_topology_047_qd_room,many_to_one_goal_clustered,25,25,100047,1000,1000,1000,1.0,2,b1000_short1000_t100_i2,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000048,warehouse-10-20-10-2-1,train,qd_warehouse,g557_topology_048_qd_warehouse,start_clustered_goal_dispersed,25,25,100048,1000,1000,1000,1.0,2,b1000_short1000_t100_i2,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000049,warehouse-10-20-10-2-2,train,qd_warehouse,g557_topology_049_qd_warehouse,start_clustered_goal_dispersed,25,25,100049,1000,1000,2000,1.0,2,b1000_short2000_t100_i2,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000050,warehouse-20-40-10-2-1,train,qd_warehouse,g557_topology_050_qd_warehouse,start_clustered_goal_dispersed,25,25,100050,2000,2000,2000,1.0,2,b2000_short2000_t100_i2,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000051,warehouse-20-40-10-2-2,train,qd_warehouse,g557_topology_051_qd_warehouse,central_choke_point,25,25,100051,2000,2000,2000,1.0,2,b2000_short2000_t100_i2,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000052,connector,train,qd_bottleneck,g557_topology_052_qd_bottleneck,central_choke_point,25,25,100052,2000,2000,2000,1.0,4,b2000_short2000_t100_i4,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000053,corners,train,qd_bottleneck,g557_topology_053_qd_bottleneck,central_choke_point,25,25,100053,2000,2000,2000,1.0,4,b2000_short2000_t100_i4,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000054,tunnel,train,qd_bottleneck,g557_topology_054_qd_bottleneck,low_conflict_easy,25,25,100054,2000,2000,2000,1.0,4,b2000_short2000_t100_i4,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000055,loop-chain,validation,qd_bottleneck,g557_topology_055_qd_bottleneck,low_conflict_easy,25,25,100055,5000,5000,2000,2.0,4,b5000_short2000_t200_i4,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000056,string,train,qd_bottleneck,g557_topology_056_qd_bottleneck,low_conflict_easy,25,25,100056,5000,5000,250,2.0,4,b5000_short250_t200_i4,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000057,tree,train,qd_bottleneck,g557_topology_057_qd_bottleneck,high_conflict_adversarial,25,25,100057,5000,5000,250,2.0,4,b5000_short250_t200_i4,g557_gcst_generator_offline_failed_fallback,P,g556_c063174,theta_83695334029245,True,True,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
