feature,comparison,train_n,other_n,train_mean,other_mean,train_std,other_std,standardized_mean_diff,train_q10,other_q10,train_q50,other_q50,train_q90,other_q90
max_iterations,validation_all,1439,458,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0
max_iterations,validation_map:empty-48-48,1439,240,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0
max_iterations,validation_map:maze-32-32-4,1439,218,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0
has_solution_before,validation_all,1439,458,0.9728978457261988,0.9541484716157205,0.16238111807571612,0.20916301233512868,0.10013611771793296,1.0,1.0,1.0,1.0,1.0,1.0
has_solution_before,validation_map:empty-48-48,1439,240,0.9728978457261988,1.0,0.16238111807571612,0.0,0.2360387377408359,1.0,1.0,1.0,1.0,1.0,1.0
has_solution_before,validation_map:maze-32-32-4,1439,218,0.9728978457261988,0.9036697247706422,0.16238111807571612,0.2950436464382751,0.29070722144195527,1.0,1.0,1.0,1.0,1.0,1.0
best_ratio_before,validation_all,1439,458,1.2923186830730906,1.4138512776886685,0.42473891290788746,0.9708692748647632,0.16218839141794308,1.0581128678560001,1.04506949569,1.20202190396,1.184652645085,1.7154468787040003,1.873883860938
best_ratio_before,validation_map:empty-48-48,1439,240,1.2923186830730906,1.1336936184247917,0.42473891290788746,0.07939908522645833,0.5191658197680086,1.0581128678560001,1.043609774221,1.20202190396,1.1193007177199998,1.7154468787040003,1.2406824078460001
best_ratio_before,validation_map:maze-32-32-4,1439,218,1.2923186830730906,1.722281728254405,0.42473891290788746,1.3385883817248612,0.4329803911394204,1.0581128678560001,1.1179526748950002,1.20202190396,1.33931979168,1.7154468787040003,3.9270829791650006
improved_last_iteration,validation_all,1439,458,0.2501737317581654,0.26200873362445415,0.4331129595109841,0.43972736681830965,0.027117587725107136,0.0,0.0,0.0,0.0,1.0,1.0
improved_last_iteration,validation_map:empty-48-48,1439,240,0.2501737317581654,0.25,0.4331129595109841,0.4330127018922193,0.0004011698642434753,0.0,0.0,0.0,0.0,1.0,1.0
improved_last_iteration,validation_map:maze-32-32-4,1439,218,0.2501737317581654,0.27522935779816515,0.4331129595109841,0.44662977778488455,0.05695453473522642,0.0,0.0,0.0,0.0,1.0,1.0
returned_solutions_count_so_far,validation_all,1439,458,0.9728978457261988,0.9541484716157205,0.16238111807571612,0.20916301233512868,0.10013611771793296,1.0,1.0,1.0,1.0,1.0,1.0
returned_solutions_count_so_far,validation_map:empty-48-48,1439,240,0.9728978457261988,1.0,0.16238111807571612,0.0,0.2360387377408359,1.0,1.0,1.0,1.0,1.0,1.0
returned_solutions_count_so_far,validation_map:maze-32-32-4,1439,218,0.9728978457261988,0.9036697247706422,0.16238111807571612,0.2950436464382751,0.29070722144195527,1.0,1.0,1.0,1.0,1.0,1.0
committed_count,validation_all,1439,458,44693.74565670604,124331.98689956332,97669.68779679333,551072.5282726353,0.2012387949605193,4700.0,3750.0,19700.0,14150.0,92840.0,160080.00000000044
committed_count,validation_map:empty-48-48,1439,240,44693.74565670604,16162.916666666666,97669.68779679333,13262.222343674362,0.4093570729187895,4700.0,3445.0,19700.0,11450.0,92840.0,35600.0
committed_count,validation_map:maze-32-32-4,1439,218,44693.74565670604,243417.20183486238,97669.68779679333,781506.4301595363,0.35683394035267507,4700.0,4850.0,19700.0,14400.0,92840.0,451560.0000000001
blocked_count,validation_all,1439,458,3899.053509381515,10204.419213973799,6491.041300860642,31585.874878523256,0.27653502152155035,76.80000000000001,58.0,957.0,833.5,15828.400000000003,12069.300000000007
blocked_count,validation_map:empty-48-48,1439,240,3899.053509381515,1085.3541666666667,6491.041300860642,1353.0645539167638,0.6001255368177852,76.80000000000001,41.0,957.0,429.0,15828.400000000003,3514.7999999999997
blocked_count,validation_map:maze-32-32-4,1439,218,3899.053509381515,20243.756880733945,6491.041300860642,43608.07045110361,0.5242839222642615,76.80000000000001,287.7,957.0,1730.0,15828.400000000003,70868.2
wait_event_count,validation_all,1439,458,1977.7428769979151,5076.930131004367,3562.44413553502,17773.85507854717,0.2417844794199492,32.0,21.0,414.0,307.0,8205.000000000002,5683.0
wait_event_count,validation_map:empty-48-48,1439,240,1977.7428769979151,366.45,3562.44413553502,459.450048971594,0.634394253004297,32.0,13.900000000000002,414.0,136.5,8205.000000000002,1210.2
wait_event_count,validation_map:maze-32-32-4,1439,218,1977.7428769979151,10262.779816513761,3562.44413553502,24741.612527216814,0.46873306641378465,32.0,120.7,414.0,766.5,8205.000000000002,32674.90000000001
goal_wait_ignored_count,validation_all,1439,458,30808.448227936067,109176.0480349345,89896.85599418131,523251.817223664,0.2087488561443223,2242.4000000000005,2053.3,10314.0,7826.5,54044.8,122506.80000000009
goal_wait_ignored_count,validation_map:empty-48-48,1439,240,30808.448227936067,9255.220833333333,89896.85599418131,8192.18486101638,0.33766571388761657,2242.4000000000005,1740.5,10314.0,6295.0,54044.8,20041.8
goal_wait_ignored_count,validation_map:maze-32-32-4,1439,218,30808.448227936067,219180.62844036697,89896.85599418131,742999.8113005457,0.35594859384007,2242.4000000000005,2407.6,10314.0,9052.0,54044.8,389734.7000000003
blocked_per_committed,validation_all,1439,458,0.08224590081679828,0.08273615570991937,0.08297057816799858,0.06900038733609619,0.006424865091787978,0.010257203179334328,0.015603855421686748,0.052142857142857144,0.06111289092295957,0.22008571428571433,0.18569995812395312
blocked_per_committed,validation_map:empty-48-48,1439,240,0.08224590081679828,0.044189454671190884,0.08297057816799858,0.03191326722584323,0.6054230569760514,0.010257203179334328,0.011121904761904763,0.052142857142857144,0.03533333333333333,0.22008571428571433,0.09522538363171355
blocked_per_committed,validation_map:maze-32-32-4,1439,218,0.08224590081679828,0.12517289079842783,0.08297057816799858,0.07378801333798907,0.5467455372545027,0.010257203179334328,0.04569636363636364,0.052142857142857144,0.10767156862745098,0.22008571428571433,0.24036428282009725
wait_per_committed,validation_all,1439,458,0.038346337716732494,0.03447758718697722,0.04093954341841017,0.03194515246265509,0.10536160367235907,0.004333125389893949,0.0053215686274509805,0.022947976878612716,0.024952380952380955,0.09560729491910304,0.07994594181039194
wait_per_committed,validation_map:empty-48-48,1439,240,0.038346337716732494,0.015084730891280144,0.04093954341841017,0.010839122543236698,0.7767835999972779,0.004333125389893949,0.0040986301369863015,0.022947976878612716,0.012020256502457149,0.09560729491910304,0.033735192990239575
wait_per_committed,validation_map:maze-32-32-4,1439,218,0.038346337716732494,0.05582752072352453,0.04093954341841017,0.033834481879957676,0.4654770302699134,0.004333125389893949,0.019792188629948443,0.022947976878612716,0.04596927497789567,0.09560729491910304,0.11187394256235919
blocked_per_agent,validation_all,1439,458,13.03408269631686,31.20146834061137,15.738840865202434,78.63393977344141,0.3203818624727736,1.38,1.154,6.38,7.26,40.05450000000001,60.346500000000034
blocked_per_agent,validation_map:empty-48-48,1439,240,13.03408269631686,3.7429583333333336,15.738840865202434,2.9354372098287547,0.8207016912739561,1.38,0.8199999999999998,6.38,2.855,40.05450000000001,8.786999999999999
blocked_per_agent,validation_map:maze-32-32-4,1439,218,13.03408269631686,61.43102064220186,15.738840865202434,106.00577669756028,0.6386583530158981,1.38,5.754,6.38,17.3,40.05450000000001,177.1705
committed_per_agent,validation_all,1439,458,190.61570535093816,390.57423580786025,247.57496037404633,1384.3891169110639,0.20107627387947674,54.0,72.7,150.0,92.0,274.0,509.20000000000005
committed_per_agent,validation_map:empty-48-48,1439,240,190.61570535093816,80.9375,247.57496037404633,13.035538363131256,0.6256442317618207,54.0,67.0,150.0,80.5,274.0,92.1
committed_per_agent,validation_map:maze-32-32-4,1439,218,190.61570535093816,731.4587155963303,247.57496037404633,1950.5225977309005,0.3890135636281059,54.0,96.0,150.0,145.5,274.0,1578.4000000000015
nonzero_edges_before,validation_all,1439,458,5095.448227936066,2780.329694323144,5739.264903297681,2674.032834672875,0.5170973312358758,0.0,0.0,3326.0,2060.0,12508.599999999999,7033.2
nonzero_edges_before,validation_map:empty-48-48,1439,240,5095.448227936066,4041.7291666666665,5739.264903297681,3080.823886963132,0.22877051820402525,0.0,0.0,3326.0,4152.0,12508.599999999999,8397.5
nonzero_edges_before,validation_map:maze-32-32-4,1439,218,5095.448227936066,1391.633027522936,5739.264903297681,944.985477880266,0.9005326217874249,0.0,0.0,3326.0,1650.5,12508.599999999999,2460.9
max_raw_before,validation_all,1439,458,75.92772758860319,155.33406113537117,168.23552784980583,439.8738204562856,0.23844984021028137,0.0,0.0,20.0,20.0,198.4000000000001,359.60000000000036
max_raw_before,validation_map:empty-48-48,1439,240,75.92772758860319,18.3875,168.23552784980583,22.962375249162122,0.4792484984504752,0.0,0.0,20.0,10.0,198.4000000000001,55.0
max_raw_before,validation_map:maze-32-32-4,1439,218,75.92772758860319,306.10091743119267,168.23552784980583,602.1181258873497,0.5206729221562092,0.0,0.0,20.0,64.0,198.4000000000001,1093.5000000000011
mean_topk_raw_before,validation_all,1439,458,50.44518763029882,112.28657205240175,96.38284751171356,321.40929516678307,0.26063778199954524,0.0,0.0,14.4375,15.15625,138.50000000000006,243.87500000000006
mean_topk_raw_before,validation_map:empty-48-48,1439,240,50.44518763029882,12.070833333333333,96.38284751171356,13.504376782151246,0.5576153769572052,0.0,0.0,14.4375,7.84375,138.50000000000006,35.0
mean_topk_raw_before,validation_map:maze-32-32-4,1439,218,50.44518763029882,222.6158256880734,96.38284751171356,440.0034018146819,0.5405562994464789,0.0,0.0,14.4375,48.15625,138.50000000000006,737.218750000001
max_weight_before,validation_all,1439,458,7.498262682418346,7.379912663755459,4.331129595109759,4.3972736681830895,0.027117587725107386,0.0,0.0,10.0,10.0,10.0,10.0
max_weight_before,validation_map:empty-48-48,1439,240,7.498262682418346,7.5,4.331129595109759,4.330127018922194,0.0004011698642434791,0.0,0.0,10.0,10.0,10.0,10.0
max_weight_before,validation_map:maze-32-32-4,1439,218,7.498262682418346,7.247706422018348,4.331129595109759,4.466297777848836,0.05695453473522706,0.0,0.0,10.0,10.0,10.0,10.0
topk_raw_delta_mean,validation_all,1439,458,40.631688672689364,317.8784115720524,72.70205138883102,1628.658125165334,0.24050229148074517,1.875,2.3125,14.125,18.21875,104.72500000000004,381.81875000000025
topk_raw_delta_mean,validation_map:empty-48-48,1439,240,40.631688672689364,9.417447916666667,72.70205138883102,10.504446522405594,0.6009447601491827,1.875,1.1187500000000001,14.125,6.0,104.72500000000004,20.787499999999998
topk_raw_delta_mean,validation_map:maze-32-32-4,1439,218,40.631688672689364,657.4684633027523,72.70205138883102,2313.5573605741542,0.37686921144705887,1.875,17.81875,14.125,51.8125,104.72500000000004,1075.6000000000001
topk_raw_delta_max,validation_all,1439,458,81.67129951355108,473.2685589519651,149.17105097634843,2234.0713504843866,0.24733844936795327,7.0,7.0,27.0,34.0,221.4000000000001,587.0000000000001
topk_raw_delta_max,validation_map:empty-48-48,1439,240,81.67129951355108,19.266666666666666,149.17105097634843,18.898074563886713,0.5869347348144476,7.0,5.0,27.0,13.0,221.4000000000001,40.099999999999994
topk_raw_delta_max,validation_map:maze-32-32-4,1439,218,81.67129951355108,973.0871559633027,149.17105097634843,3163.6538445865317,0.39803765081884696,7.0,32.7,27.0,100.0,221.4000000000001,1753.2000000000003
new_nonzero_edges_count,validation_all,1439,458,2266.400972897846,1236.2008733624455,2864.069856255953,1444.9144423377095,0.4541660615115522,137.40000000000003,80.0,1400.0,961.5,5577.6,2535.9000000000005
new_nonzero_edges_count,validation_map:empty-48-48,1439,240,2266.400972897846,1800.0125,2864.069856255953,1664.5893624786522,0.19910638984717377,137.40000000000003,272.70000000000005,1400.0,1294.0,5577.6,4628.900000000001
new_nonzero_edges_count,validation_map:maze-32-32-4,1439,218,2266.400972897846,615.4908256880734,2864.069856255953,774.9313271783749,0.7868878767816186,137.40000000000003,53.400000000000006,1400.0,225.0,5577.6,2046.0
topk_blocked_edge_concentration,validation_all,1439,458,0.060373511772785035,0.08534392059206056,0.058472082963150374,0.07090494058107652,0.384239831993893,0.0,0.008971494607087004,0.044094488189,0.06890205392785001,0.13988133163440009,0.18011478351940002
topk_blocked_edge_concentration,validation_map:empty-48-48,1439,240,0.060373511772785035,0.07048275637827661,0.058472082963150374,0.07096667906501374,0.15547851104189309,0.0,0.0002863506204261007,0.044094488189,0.04530791788855,0.13988133163440009,0.17104984093309997
topk_blocked_edge_concentration,validation_map:maze-32-32-4,1439,218,0.060373511772785035,0.10170483532283174,0.058472082963150374,0.06713453626242899,0.656547939394384,0.0,0.041522428348330004,0.044094488189,0.08128226192230001,0.13988133163440009,0.1832992787278
entropy_edge_usage,validation_all,1439,458,5.936527038968091,5.6922996505057455,1.2619192089469202,1.1835723298275098,0.19963442531163708,4.071860062314,3.8503303452479996,6.06381790342,5.907117592640001,7.465888875844,7.276513469423
entropy_edge_usage,validation_map:empty-48-48,1439,240,5.936527038968091,5.511706310886676,1.2619192089469202,1.4308209003622785,0.3149115475833225,4.071860062314,3.535020826541,6.06381790342,5.632646173045,7.465888875844,7.397172165718
entropy_edge_usage,validation_map:maze-32-32-4,1439,218,5.936527038968091,5.891118006049679,1.2619192089469202,0.783435339162505,0.043234827024945306,4.071860062314,4.801934115376,6.06381790342,5.907117592640001,7.465888875844,6.8743145436790005
local_degree_mean_topk,validation_all,1439,458,3.136726893676164,3.450600436681223,0.4711661434040131,0.6087886464153022,0.576608624355996,2.40625,2.5,3.125,3.765625,4.0,4.0
local_degree_mean_topk,validation_map:empty-48-48,1439,240,3.136726893676164,3.961067708333333,0.4711661434040131,0.10919806807737793,2.4103854451006055,2.40625,3.875,3.125,4.0,4.0,4.0
local_degree_mean_topk,validation_map:maze-32-32-4,1439,218,3.136726893676164,2.888618119266055,0.4711661434040131,0.4035149692034157,0.5656232478566755,2.40625,2.34375,3.125,2.90625,4.0,3.375
current_additive_max_normalized_weight,validation_all,1439,458,10.0,10.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0
current_additive_max_normalized_weight,validation_map:empty-48-48,1439,240,10.0,10.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0
current_additive_max_normalized_weight,validation_map:maze-32-32-4,1439,218,10.0,10.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0
weight_entropy,validation_all,1439,458,2.7534624562726315,2.7519539171357237,0.02759795023811697,0.02982665861898626,0.0525002884790845,2.725737550815633,2.729899444791857,2.763129305569531,2.759821094934524,2.769943733520626,2.7686381819134533
weight_entropy,validation_map:empty-48-48,1439,240,2.7534624562726315,2.7471731496976575,0.02759795023811697,0.03857753154001987,0.18751619442795317,2.725737550815633,2.720928904075672,2.763129305569531,2.7592313412213194,2.769943733520626,2.7685307321722203
weight_entropy,validation_map:maze-32-32-4,1439,218,2.7534624562726315,2.7572171473427636,0.02759795023811697,0.013332685727163854,0.1732456054011687,2.725737550815633,2.7387432326070447,2.763129305569531,2.761101436582695,2.769943733520626,2.768761757398774
saturated_edge_count,validation_all,1439,458,1.3703961084086171,1.224890829694323,1.20330182596753,0.6335528235447967,0.15131681432760655,1.0,1.0,1.0,1.0,2.0,2.0
saturated_edge_count,validation_map:empty-48-48,1439,240,1.3703961084086171,1.3833333333333333,1.20330182596753,0.8183655798127277,0.012572691683406913,1.0,1.0,1.0,1.0,2.0,2.0
saturated_edge_count,validation_map:maze-32-32-4,1439,218,1.3703961084086171,1.0504587155963303,1.20330182596753,0.21888954661358093,0.3699442474903392,1.0,1.0,1.0,1.0,2.0,1.0
