candidate_id,candidate_region,candidate_family,candidate_purpose,candidate_source,candidate_fingerprint,raw_pool_selected,selected_for_execution,include_in_probe,selection_rank,alpha_cong_committed,alpha_cong_blocked,alpha_flow_progress,alpha_flow_wait_or_nonprogress,rho_cong,rho_flow,flow_shield_beta,max_flow_shield,c_only,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,source_candidate,nearest_g518_candidate,nearest_g518_distance,nearest_old14_candidate,nearest_old14_distance,nearest_g521_candidate,nearest_g521_distance,exact_duplicate_of_retained_g518,exact_duplicate_of_old14,exact_duplicate_of_g521
repair5g59_additive_fallback,old14,old14,control,old14,additive_or_unknown,False,True,True,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,
repair5g521_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,g521_previous_wave,g521_previous_wave,previous-wave analysis-only comparison,g521_previous_wave,0.900000|1.400000|1.000000|0.450000|0.950000|1.000000|0.350000|0.750000|0,False,False,False,,0.9,1.4,1.0,0.45,0.95,1.0,0.35,0.75,False,False,False,False,False,False,,,,,,,,,,
repair5g521_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,g521_previous_wave,g521_previous_wave,previous-wave analysis-only comparison,g521_previous_wave,0.900000|1.650000|1.000000|0.450000|0.950000|1.000000|0.350000|0.750000|0,False,False,False,,0.9,1.65,1.0,0.45,0.95,1.0,0.35,0.75,False,False,False,False,False,False,,,,,,,,,,
repair5g521_grid_c0p90_b1p50_f1p00_w0p45_dc0p90_df1p00_beta0p45_max0p75_c0,g521_previous_wave,g521_previous_wave,previous-wave analysis-only comparison,g521_previous_wave,0.900000|1.500000|1.000000|0.450000|0.900000|1.000000|0.450000|0.750000|0,False,False,False,,0.9,1.5,1.0,0.45,0.9,1.0,0.45,0.75,False,False,False,False,False,False,,,,,,,,,,
repair5g521_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p60_max0p75_c0,g521_previous_wave,g521_previous_wave,previous-wave analysis-only comparison,g521_previous_wave,1.200000|1.350000|1.000000|0.700000|0.950000|1.000000|0.600000|0.750000|0,False,False,False,,1.2,1.35,1.0,0.7,0.95,1.0,0.6,0.75,False,False,False,False,False,False,,,,,,,,,,
repair5g521_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p60_max0p75_c0,g521_previous_wave,g521_previous_wave,previous-wave analysis-only comparison,g521_previous_wave,1.200000|1.150000|1.000000|0.700000|0.950000|1.000000|0.600000|0.750000|0,False,False,False,,1.2,1.15,1.0,0.7,0.95,1.0,0.6,0.75,False,False,False,False,False,False,,,,,,,,,,
repair5g521_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p55_max0p75_c0,g521_previous_wave,g521_previous_wave,previous-wave analysis-only comparison,g521_previous_wave,1.200000|1.150000|1.000000|0.700000|0.950000|1.000000|0.550000|0.750000|0,False,False,False,,1.2,1.15,1.0,0.7,0.95,1.0,0.55,0.75,False,False,False,False,False,False,,,,,,,,,,
repair5g521_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p55_max0p75_c0,g521_previous_wave,g521_previous_wave,previous-wave analysis-only comparison,g521_previous_wave,1.200000|1.350000|1.000000|0.700000|0.950000|1.000000|0.550000|0.750000|0,False,False,False,,1.2,1.35,1.0,0.7,0.95,1.0,0.55,0.75,False,False,False,False,False,False,,,,,,,,,,
repair5g521_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,g521_previous_wave,g521_previous_wave,previous-wave analysis-only comparison,g521_previous_wave,1.250000|1.250000|1.000000|0.500000|0.950000|1.000000|0.350000|0.750000|0,False,False,False,,1.25,1.25,1.0,0.5,0.95,1.0,0.35,0.75,False,False,False,False,False,False,,,,,,,,,,
repair5g521_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,g521_previous_wave,g521_previous_wave,previous-wave analysis-only comparison,g521_previous_wave,1.250000|1.250000|1.000000|0.350000|0.950000|1.000000|0.300000|0.750000|0,False,False,False,,1.25,1.25,1.0,0.35,0.95,1.0,0.3,0.75,False,False,False,False,False,False,,,,,,,,,,
repair5g521_grid_c1p25_b1p25_f1p00_w0p50_dc0p90_df1p00_beta0p35_max0p75_c0,g521_previous_wave,g521_previous_wave,previous-wave analysis-only comparison,g521_previous_wave,1.250000|1.250000|1.000000|0.500000|0.900000|1.000000|0.350000|0.750000|0,False,False,False,,1.25,1.25,1.0,0.5,0.9,1.0,0.35,0.75,False,False,False,False,False,False,,,,,,,,,,
repair5g521_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p30_max0p75_c0,g521_previous_wave,g521_previous_wave,previous-wave analysis-only comparison,g521_previous_wave,1.250000|1.250000|1.000000|0.500000|0.950000|1.000000|0.300000|0.750000|0,False,False,False,,1.25,1.25,1.0,0.5,0.95,1.0,0.3,0.75,False,False,False,False,False,False,,,,,,,,,,
repair5g521_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p55_max0p75_c0,g521_previous_wave,g521_previous_wave,previous-wave analysis-only comparison,g521_previous_wave,1.250000|1.250000|1.000000|0.750000|0.950000|1.000000|0.550000|0.750000|0,False,False,False,,1.25,1.25,1.0,0.75,0.95,1.0,0.55,0.75,False,False,False,False,False,False,,,,,,,,,,
repair5g521_grid_c1p25_b1p25_f1p00_w0p75_dc0p90_df1p00_beta0p55_max0p75_c0,g521_previous_wave,g521_previous_wave,previous-wave analysis-only comparison,g521_previous_wave,1.250000|1.250000|1.000000|0.750000|0.900000|1.000000|0.550000|0.750000|0,False,False,False,,1.25,1.25,1.0,0.75,0.9,1.0,0.55,0.75,False,False,False,False,False,False,,,,,,,,,,
repair5g521_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df0p95_beta0p55_max0p75_c0,g521_previous_wave,g521_previous_wave,previous-wave analysis-only comparison,g521_previous_wave,1.250000|1.250000|1.000000|0.750000|0.950000|0.950000|0.550000|0.750000|0,False,False,False,,1.25,1.25,1.0,0.75,0.95,0.95,0.55,0.75,False,False,False,False,False,False,,,,,,,,,,
repair5g521_grid_c1p25_b1p25_f1p00_w0p75_dc1p00_df1p00_beta0p55_max0p75_c0,g521_previous_wave,g521_previous_wave,previous-wave analysis-only comparison,g521_previous_wave,1.250000|1.250000|1.000000|0.750000|1.000000|1.000000|0.550000|0.750000|0,False,False,False,,1.25,1.25,1.0,0.75,1.0,1.0,0.55,0.75,False,False,False,False,False,False,,,,,,,,,,
repair5g522_grid_c0p90_b1p40_f1p00_w0p40_dc0p95_df1p00_beta0p40_max0p75_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,,0.900000|1.400000|1.000000|0.400000|0.950000|1.000000|0.400000|0.750000|0,True,True,True,1,0.9,1.4,1.0,0.4,0.95,1.0,0.4,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.070710678119,repair5g59_block_heavy_flow_guard,0.180277563773,repair5g521_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.070710678119,False,False,False
repair5g522_grid_c0p90_b1p55_f1p00_w0p55_dc0p95_df1p00_beta0p45_max0p75_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,,0.900000|1.550000|1.000000|0.550000|0.950000|1.000000|0.450000|0.750000|0,True,True,True,2,0.9,1.55,1.0,0.55,0.95,1.0,0.45,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,0.111803398875,repair5g59_block_heavy_flow_guard,0.158113883008,repair5g521_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,0.111803398875,False,False,False
repair5g522_grid_c1p20_b1p05_f1p00_w0p65_dc0p95_df1p00_beta0p55_max0p75_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,,1.200000|1.050000|1.000000|0.650000|0.950000|1.000000|0.550000|0.750000|0,True,True,True,3,1.2,1.05,1.0,0.65,0.95,1.0,0.55,0.75,False,False,False,False,False,False,repair5g518_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p60_max0p75_c0,repair5g518_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p55_max0p75_c0,0.111803398875,repair5g59_high_beta_cap_safe,0.234520787991,repair5g521_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p55_max0p75_c0,0.111803398875,False,False,False
repair5g522_grid_c1p20_b1p25_f1p00_w0p65_dc0p95_df1p00_beta0p55_max0p75_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,,1.200000|1.250000|1.000000|0.650000|0.950000|1.000000|0.550000|0.750000|0,True,True,True,4,1.2,1.25,1.0,0.65,0.95,1.0,0.55,0.75,False,False,False,False,False,False,repair5g518_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p60_max0p75_c0,repair5g518_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p55_max0p75_c0,0.111803398875,repair5g59_high_beta_cap_safe,0.122474487139,repair5g521_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p55_max0p75_c0,0.111803398875,False,False,False
repair5g522_grid_c1p25_b1p15_f1p00_w0p30_dc0p95_df1p00_beta0p30_max0p75_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,,1.250000|1.150000|1.000000|0.300000|0.950000|1.000000|0.300000|0.750000|0,True,True,True,5,1.25,1.15,1.0,0.3,0.95,1.0,0.3,0.75,False,False,False,False,False,False,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.111803398875,repair5g59_wait_conservative,0.229128784748,repair5g521_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.111803398875,False,False,False
repair5g522_grid_c0p90_b1p30_f1p00_w0p40_dc0p95_df1p00_beta0p30_max0p75_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,,0.900000|1.300000|1.000000|0.400000|0.950000|1.000000|0.300000|0.750000|0,True,True,True,6,0.9,1.3,1.0,0.4,0.95,1.0,0.3,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.122474487139,repair5g59_block_heavy_flow_guard,0.25,repair5g521_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.122474487139,False,False,False
repair5g522_grid_c0p90_b1p55_f1p00_w0p40_dc0p95_df1p00_beta0p30_max0p75_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,,0.900000|1.550000|1.000000|0.400000|0.950000|1.000000|0.300000|0.750000|0,True,True,True,7,0.9,1.55,1.0,0.4,0.95,1.0,0.3,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,repair5g518_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.122474487139,repair5g59_block_heavy_flow_guard,0.158113883008,repair5g521_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.122474487139,False,False,False
repair5g522_grid_c1p20_b1p05_f1p00_w0p65_dc0p95_df1p00_beta0p50_max0p75_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,,1.200000|1.050000|1.000000|0.650000|0.950000|1.000000|0.500000|0.750000|0,True,True,True,8,1.2,1.05,1.0,0.65,0.95,1.0,0.5,0.75,False,False,False,False,False,False,repair5g518_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p55_max0p75_c0,repair5g518_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p55_max0p75_c0,0.122474487139,repair5g59_high_beta_cap_safe,0.25,repair5g521_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p55_max0p75_c0,0.122474487139,False,False,False
repair5g522_grid_c1p25_b1p15_f1p00_w0p30_dc0p95_df1p00_beta0p25_max0p75_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,,1.250000|1.150000|1.000000|0.300000|0.950000|1.000000|0.250000|0.750000|0,True,True,True,9,1.25,1.15,1.0,0.3,0.95,1.0,0.25,0.75,False,False,False,False,False,False,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.122474487139,repair5g59_wait_conservative,0.244948974278,repair5g521_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.122474487139,False,False,False
repair5g522_grid_c1p25_b1p15_f1p00_w0p45_dc0p95_df1p00_beta0p30_max0p75_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,,1.250000|1.150000|1.000000|0.450000|0.950000|1.000000|0.300000|0.750000|0,True,True,True,10,1.25,1.15,1.0,0.45,0.95,1.0,0.3,0.75,False,False,False,False,False,False,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,0.122474487139,repair5g59_wait_conservative,0.122474487139,repair5g521_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p30_max0p75_c0,0.111803398875,False,False,False
repair5g522_grid_c1p25_b1p15_f1p00_w0p45_dc0p95_df1p00_beta0p40_max0p75_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,,1.250000|1.150000|1.000000|0.450000|0.950000|1.000000|0.400000|0.750000|0,True,True,True,11,1.25,1.15,1.0,0.45,0.95,1.0,0.4,0.75,False,False,False,False,False,False,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,0.122474487139,repair5g59_wait_conservative,0.122474487139,repair5g521_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,0.122474487139,False,False,False
repair5g522_grid_c1p20_b1p05_f1p00_w0p80_dc0p95_df1p00_beta0p65_max0p75_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,,1.200000|1.050000|1.000000|0.800000|0.950000|1.000000|0.650000|0.750000|0,True,True,True,12,1.2,1.05,1.0,0.8,0.95,1.0,0.65,0.75,False,False,False,False,False,False,repair5g518_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p55_max0p75_c0,repair5g518_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p60_max0p75_c0,0.15,repair5g59_high_beta_cap_safe,0.217944947177,repair5g521_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p60_max0p75_c0,0.15,False,False,False
repair5g522_grid_c1p00_b1p35_f1p00_w0p40_dc0p92_df0p98_beta0p35_max0p80_c0,B_static_recovery_feasibility,feasibility_oriented,static-recovery low-risk feasibility variant,,1.000000|1.350000|1.000000|0.400000|0.920000|0.980000|0.350000|0.800000|0,True,True,True,13,1.0,1.35,1.0,0.4,0.92,0.98,0.35,0.8,False,False,False,False,False,False,,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.137113092008,repair5g59_block_heavy_flow_guard,0.190525588833,repair5g521_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.137113092008,False,False,False
repair5g522_grid_c1p00_b1p35_f1p00_w0p50_dc0p92_df0p98_beta0p35_max0p80_c0,B_static_recovery_feasibility,feasibility_oriented,static-recovery low-risk feasibility variant,,1.000000|1.350000|1.000000|0.500000|0.920000|0.980000|0.350000|0.800000|0,True,True,True,14,1.0,1.35,1.0,0.5,0.92,0.98,0.35,0.8,False,False,False,False,False,False,,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.137113092008,repair5g59_block_heavy_flow_guard,0.162172747402,repair5g521_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.137113092008,False,False,False
repair5g522_grid_c1p00_b1p45_f1p00_w0p40_dc0p92_df0p98_beta0p35_max0p80_c0,B_static_recovery_feasibility,feasibility_oriented,static-recovery low-risk feasibility variant,,1.000000|1.450000|1.000000|0.400000|0.920000|0.980000|0.350000|0.800000|0,True,True,True,15,1.0,1.45,1.0,0.4,0.92,0.98,0.35,0.8,False,False,False,False,False,False,,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.137113092008,repair5g59_block_heavy_flow_guard,0.127671453348,repair5g521_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.137113092008,False,False,False
repair5g522_grid_c1p00_b1p45_f1p00_w0p50_dc0p92_df0p98_beta0p35_max0p80_c0,B_static_recovery_feasibility,feasibility_oriented,static-recovery low-risk feasibility variant,,1.000000|1.450000|1.000000|0.500000|0.920000|0.980000|0.350000|0.800000|0,True,True,True,16,1.0,1.45,1.0,0.5,0.92,0.98,0.35,0.8,False,False,False,False,False,False,,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.137113092008,repair5g59_block_heavy_flow_guard,0.079372539332,repair5g521_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.137113092008,False,False,False
repair5g522_grid_c1p00_b1p35_f1p00_w0p40_dc0p92_df0p98_beta0p30_max0p80_c0,B_static_recovery_feasibility,feasibility_oriented,static-recovery low-risk feasibility variant,,1.000000|1.350000|1.000000|0.400000|0.920000|0.980000|0.300000|0.800000|0,True,True,True,17,1.0,1.35,1.0,0.4,0.92,0.98,0.3,0.8,False,False,False,False,False,False,,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.145945195193,repair5g59_block_heavy_flow_guard,0.196977156036,repair5g521_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.145945195193,False,False,False
repair5g522_grid_c1p00_b1p35_f1p00_w0p50_dc0p92_df0p98_beta0p30_max0p80_c0,B_static_recovery_feasibility,feasibility_oriented,static-recovery low-risk feasibility variant,,1.000000|1.350000|1.000000|0.500000|0.920000|0.980000|0.300000|0.800000|0,True,True,True,18,1.0,1.35,1.0,0.5,0.92,0.98,0.3,0.8,False,False,False,False,False,False,,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.145945195193,repair5g59_block_heavy_flow_guard,0.169705627485,repair5g521_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.145945195193,False,False,False
