panel_row_id,g560_evaluation_uid,split,map,map_family,agent_count,seed,budget_ms,alpha_to_raw_actor_residual,raw_actor_theta_id,raw_actor_method,raw_actor_variant_id,raw_actor_training_seed,raw_actor_model_path,raw_actor_quality_delta_vs_g556,raw_actor_success_regression,fresh_transfer_tail_context,requires_exact_materialization_before_claim,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g565_alpha_00000010,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,validation,empty-16-16,other,32,7001,1000,0.75,g562_g565_fresh_solver_panel_b1_s565_397d3e5aed74,g565_B1_phase5p5_repair5g565_scaling_b1_fold0_all_seed565,B1,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_b1_fold0_all_seed565.pt,0.04952380952999991,False,True,True,1.2439388036727905,1.1652964353561401,1.2593985795974731,0.7434969544410706,0.7504702210426331,1.0231297016143799,0.7006452083587646,0.9806957244873047,1.0,0.6822444200515747,0.6511409282684326,0.3397790193557739,0.8881875276565552,1.0,10.819613456726074,1,0,0,False,False,False,False,False
g565_alpha_00000011,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,validation,empty-16-16,other,32,7001,1000,1.0,g562_g565_fresh_solver_panel_b1_s565_397d3e5aed74,g565_B1_phase5p5_repair5g565_scaling_b1_fold0_all_seed565,B1,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_b1_fold0_all_seed565.pt,0.04952380952999991,False,True,True,1.2419184446334839,1.1677271127700806,1.2625313997268677,0.7413292527198792,0.7506269812583923,1.0173929929733276,0.7031049728393555,0.9809489846229553,1.0,0.6816073656082153,0.6515212059020996,0.3412015736103058,0.8979146480560303,1.0,10.828396797180176,1,0,0,False,False,False,False,False
g565_alpha_00000012,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,validation,empty-16-16,other,32,7001,1000,0.0,g562_g565_fresh_solver_panel_b1_s565_42af213dd302,g565_B1_phase5p5_repair5g565_scaling_b1_fold3_all_seed565,B1,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_b1_fold3_all_seed565.pt,0.0019047619099998858,False,True,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g565_alpha_00000013,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,validation,empty-16-16,other,32,7001,1000,0.125,g562_g565_fresh_solver_panel_b1_s565_42af213dd302,g565_B1_phase5p5_repair5g565_scaling_b1_fold3_all_seed565,B1,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_b1_fold3_all_seed565.pt,0.0019047619099998858,False,True,True,1.2490984201431274,1.1589497327804565,1.2531102895736694,0.7499637603759766,0.7504123449325562,1.0385359525680542,0.6949150562286377,0.9800528287887573,1.0,0.6835057139396667,0.6504330039024353,0.33665931224823,0.8639140725135803,0.9999088048934937,10.796846389770508,1,0,0,False,False,False,False,False
g565_alpha_00000014,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,validation,empty-16-16,other,32,7001,1000,0.25,g562_g565_fresh_solver_panel_b1_s565_42af213dd302,g565_B1_phase5p5_repair5g565_scaling_b1_fold3_all_seed565,B1,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_b1_fold3_all_seed565.pt,0.0019047619099998858,False,True,True,1.2481968402862549,1.1598951816558838,1.2562205791473389,0.7499275207519531,0.7508246302604675,1.0367320775985718,0.6965641975402832,0.9801697731018066,1.0,0.6828560829162598,0.6508660316467285,0.3378073573112488,0.8688221573829651,0.9998175501823425,10.800430297851562,1,0,0,False,False,False,False,False
g565_alpha_00000015,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,validation,empty-16-16,other,32,7001,1000,0.5,g562_g565_fresh_solver_panel_b1_s565_42af213dd302,g565_B1_phase5p5_repair5g565_scaling_b1_fold3_all_seed565,B1,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_b1_fold3_all_seed565.pt,0.0019047619099998858,False,True,True,1.2463936805725098,1.1617860794067383,1.2624412775039673,0.7498550415039062,0.7516492605209351,1.0331244468688965,0.6998625993728638,0.9804037809371948,1.0,0.6815568208694458,0.6517320871353149,0.3401034474372864,0.8786381483078003,0.9996351003646851,10.807596206665039,1,0,0,False,False,False,False,False
g565_alpha_00000016,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,validation,empty-16-16,other,32,7001,1000,0.75,g562_g565_fresh_solver_panel_b1_s565_42af213dd302,g565_B1_phase5p5_repair5g565_scaling_b1_fold3_all_seed565,B1,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_b1_fold3_all_seed565.pt,0.0019047619099998858,False,True,True,1.2445906400680542,1.1636770963668823,1.2686619758605957,0.7497825622558594,0.7524738907814026,1.0295168161392212,0.7031609416007996,0.9806378483772278,1.0,0.6802575588226318,0.6525981426239014,0.342399537563324,0.8884541988372803,0.9994526505470276,10.814762115478516,1,0,0,False,False,False,False,False
g565_alpha_00000017,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,validation,empty-16-16,other,32,7001,1000,1.0,g562_g565_fresh_solver_panel_b1_s565_42af213dd302,g565_B1_phase5p5_repair5g565_scaling_b1_fold3_all_seed565,B1,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_b1_fold3_all_seed565.pt,0.0019047619099998858,False,True,True,1.242787480354309,1.1655681133270264,1.2748825550079346,0.7497100830078125,0.7532985210418701,1.025909185409546,0.7064592838287354,0.9808717966079712,1.0,0.6789582967758179,0.6534641981124878,0.3446955978870392,0.898270308971405,0.9992702007293701,10.821928977966309,1,0,0,False,False,False,False,False
g565_alpha_00000018,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,validation,empty-16-16,other,32,7001,1000,0.0,g562_g565_fresh_solver_panel_b1_s565_d0986f39870c,g565_B1_phase5p5_repair5g565_scaling_b1_fold2_all_seed565,B1,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_b1_fold2_all_seed565.pt,0.017142857149999857,False,True,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g565_alpha_00000019,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,validation,empty-16-16,other,32,7001,1000,0.125,g562_g565_fresh_solver_panel_b1_s565_d0986f39870c,g565_B1_phase5p5_repair5g565_scaling_b1_fold2_all_seed565,B1,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_b1_fold2_all_seed565.pt,0.017142857149999857,False,True,True,1.2497555017471313,1.15787672996521,1.2521045207977295,0.7500097155570984,0.750213623046875,1.0372428894042969,0.6949875950813293,0.9800654649734497,1.0,0.6841447353363037,0.6501222252845764,0.33631259202957153,0.8633595705032349,1.0,10.797426223754883,1,0,0,False,False,False,False,False
g565_alpha_00000020,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,validation,empty-16-16,other,32,7001,1000,0.25,g562_g565_fresh_solver_panel_b1_s565_d0986f39870c,g565_B1_phase5p5_repair5g565_scaling_b1_fold2_all_seed565,B1,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_b1_fold2_all_seed565.pt,0.017142857149999857,False,True,True,1.2495110034942627,1.1577491760253906,1.2542089223861694,0.7500194907188416,0.75042724609375,1.0341460704803467,0.6967092752456665,0.9801950454711914,1.0,0.6841341257095337,0.6502444744110107,0.3371139168739319,0.8677130341529846,1.0,10.801589965820312,1,0,0,False,False,False,False,False
g565_alpha_00000021,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,validation,empty-16-16,other,32,7001,1000,0.5,g562_g565_fresh_solver_panel_b1_s565_d0986f39870c,g565_B1_phase5p5_repair5g565_scaling_b1_fold2_all_seed565,B1,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_b1_fold2_all_seed565.pt,0.017142857149999857,False,True,True,1.2490220069885254,1.157494306564331,1.2584178447723389,0.7500389814376831,0.7508544921875,1.0279525518417358,0.7001527547836304,0.9804542064666748,1.0,0.6841129064559937,0.6504890322685242,0.3387165665626526,0.8764200210571289,1.0,10.809916496276855,1,0,0,False,False,False,False,False
g565_alpha_00000022,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,validation,empty-16-16,other,32,7001,1000,0.75,g562_g565_fresh_solver_panel_b1_s565_d0986f39870c,g565_B1_phase5p5_repair5g565_scaling_b1_fold2_all_seed565,B1,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_b1_fold2_all_seed565.pt,0.017142857149999857,False,True,True,1.248533010482788,1.1572394371032715,1.2626268863677979,0.7500584125518799,0.7512817978858948,1.021759033203125,0.7035962343215942,0.980713427066803,1.0,0.6840916872024536,0.6507335901260376,0.3403192162513733,0.8851269483566284,1.0,10.818243026733398,1,0,0,False,False,False,False,False
g565_alpha_00000023,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,validation,empty-16-16,other,32,7001,1000,1.0,g562_g565_fresh_solver_panel_b1_s565_d0986f39870c,g565_B1_phase5p5_repair5g565_scaling_b1_fold2_all_seed565,B1,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_b1_fold2_all_seed565.pt,0.017142857149999857,False,True,True,1.2480440139770508,1.156984567642212,1.2668358087539673,0.7500779032707214,0.7517090439796448,1.0155653953552246,0.7070396542549133,0.9809726476669312,1.0,0.6840704679489136,0.6509780883789062,0.341921865940094,0.8938339352607727,1.0,10.826569557189941,1,0,0,False,False,False,False,False
g565_alpha_00000024,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,validation,empty-16-16,other,32,7001,1000,0.0,g562_g565_fresh_solver_panel_b2_s565_5694a4ae866e,g565_B2_phase5p5_repair5g565_scaling_b2_fold3_all_seed565,B2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_b2_fold3_all_seed565.pt,0.05523809524000001,False,True,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g565_alpha_00000025,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,validation,empty-16-16,other,32,7001,1000,0.125,g562_g565_fresh_solver_panel_b2_s565_5694a4ae866e,g565_B2_phase5p5_repair5g565_scaling_b2_fold3_all_seed565,B2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_b2_fold3_all_seed565.pt,0.05523809524000001,False,True,True,1.2488324642181396,1.158368706703186,1.2510802745819092,0.7498575448989868,0.7499253153800964,1.0386309623718262,0.6948975920677185,0.9800524115562439,1.0,0.6835059523582458,0.6502147316932678,0.33669790625572205,0.8645542860031128,1.0,10.795509338378906,1,0,0,False,False,False,False,False
g565_alpha_00000026,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,validation,empty-16-16,other,32,7001,1000,0.25,g562_g565_fresh_solver_panel_b2_s565_5694a4ae866e,g565_B2_phase5p5_repair5g565_scaling_b2_fold3_all_seed565,B2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_b2_fold3_all_seed565.pt,0.05523809524000001,False,True,True,1.2476649284362793,1.1587330102920532,1.2521605491638184,0.7497150301933289,0.7498506903648376,1.0369220972061157,0.6965292692184448,0.9801689386367798,1.0,0.682856559753418,0.6504294872283936,0.3378845453262329,0.87010258436203,1.0,10.79775619506836,1,0,0,False,False,False,False,False
g565_alpha_00000027,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,validation,empty-16-16,other,32,7001,1000,0.5,g562_g565_fresh_solver_panel_b2_s565_5694a4ae866e,g565_B2_phase5p5_repair5g565_scaling_b2_fold3_all_seed565,B2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_b2_fold3_all_seed565.pt,0.05523809524000001,False,True,True,1.2453298568725586,1.1594619750976562,1.2543210983276367,0.7494300603866577,0.7497013807296753,1.0335044860839844,0.699792742729187,0.9804020524024963,1.0,0.6815577745437622,0.6508590579032898,0.34025776386260986,0.8811990022659302,1.0,10.802249908447266,1,0,0,False,False,False,False,False
g565_alpha_00000028,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,validation,empty-16-16,other,32,7001,1000,0.75,g562_g565_fresh_solver_panel_b2_s565_5694a4ae866e,g565_B2_phase5p5_repair5g565_scaling_b2_fold3_all_seed565,B2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_b2_fold3_all_seed565.pt,0.05523809524000001,False,True,True,1.242994785308838,1.1601909399032593,1.256481647491455,0.7491451501846313,0.7495520114898682,1.030086874961853,0.7030562162399292,0.9806351661682129,1.0,0.6802589893341064,0.651288628578186,0.3426309823989868,0.8922954797744751,1.0,10.806742668151855,1,0,0,False,False,False,False,False
g565_alpha_00000029,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,validation,empty-16-16,other,32,7001,1000,1.0,g562_g565_fresh_solver_panel_b2_s565_5694a4ae866e,g565_B2_phase5p5_repair5g565_scaling_b2_fold3_all_seed565,B2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_b2_fold3_all_seed565.pt,0.05523809524000001,False,True,True,1.2406597137451172,1.1609197854995728,1.2586421966552734,0.7488601803779602,0.7494027018547058,1.0266692638397217,0.7063196301460266,0.9808682799339294,1.0,0.6789602637290955,0.6517181396484375,0.34500426054000854,0.9033920168876648,1.0,10.811235427856445,1,0,0,False,False,False,False,False
g565_alpha_00000030,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,validation,empty-16-16,other,32,7001,1000,0.0,g562_g565_fresh_solver_panel_b2_s565_bbe04c9a4ba8,g565_B2_phase5p5_repair5g565_scaling_b2_fold2_all_seed565,B2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_b2_fold2_all_seed565.pt,0.028571428579999836,False,True,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g565_alpha_00000031,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,validation,empty-16-16,other,32,7001,1000,0.125,g562_g565_fresh_solver_panel_b2_s565_bbe04c9a4ba8,g565_B2_phase5p5_repair5g565_scaling_b2_fold2_all_seed565,B2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_b2_fold2_all_seed565.pt,0.028571428579999836,False,True,True,1.2497601509094238,1.1578677892684937,1.253121018409729,0.7497605681419373,0.7507959008216858,1.0375165939331055,0.6952352523803711,0.9800652861595154,1.0,0.6840953230857849,0.6502220034599304,0.33608147501945496,0.8643589615821838,1.0,10.79692268371582,1,0,0,False,False,False,False,False
g565_alpha_00000032,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,validation,empty-16-16,other,32,7001,1000,0.25,g562_g565_fresh_solver_panel_b2_s565_bbe04c9a4ba8,g565_B2_phase5p5_repair5g565_scaling_b2_fold2_all_seed565,B2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_b2_fold2_all_seed565.pt,0.028571428579999836,False,True,True,1.2495203018188477,1.1577314138412476,1.256242036819458,0.7495211362838745,0.7515918016433716,1.0346934795379639,0.69720458984375,0.9801947474479675,1.0,0.6840353012084961,0.6504440307617188,0.3366517126560211,0.8697119355201721,1.0,10.800581932067871,1,0,0,False,False,False,False,False
g565_alpha_00000033,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,validation,empty-16-16,other,32,7001,1000,0.5,g562_g565_fresh_solver_panel_b2_s565_bbe04c9a4ba8,g565_B2_phase5p5_repair5g565_scaling_b2_fold2_all_seed565,B2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_b2_fold2_all_seed565.pt,0.028571428579999836,False,True,True,1.2490407228469849,1.1574586629867554,1.2624839544296265,0.7490422129631042,0.7531836032867432,1.0290472507476807,0.7011433839797974,0.9804536700248718,1.0,0.683915376663208,0.6508880853652954,0.3377920985221863,0.8804177045822144,1.0,10.807900428771973,1,0,0,False,False,False,False,False
g565_alpha_00000034,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,validation,empty-16-16,other,32,7001,1000,0.75,g562_g565_fresh_solver_panel_b2_s565_bbe04c9a4ba8,g565_B2_phase5p5_repair5g565_scaling_b2_fold2_all_seed565,B2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_b2_fold2_all_seed565.pt,0.028571428579999836,False,True,True,1.248561143875122,1.1571859121322632,1.268725872039795,0.748563289642334,0.75477534532547,1.0234010219573975,0.7050821185112,0.9807125926017761,1.0,0.6837953329086304,0.6513321399688721,0.33893251419067383,0.8911235332489014,1.0,10.815218925476074,1,0,0,False,False,False,False,False
g565_alpha_00000035,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,validation,empty-16-16,other,32,7001,1000,1.0,g562_g565_fresh_solver_panel_b2_s565_bbe04c9a4ba8,g565_B2_phase5p5_repair5g565_scaling_b2_fold2_all_seed565,B2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_b2_fold2_all_seed565.pt,0.028571428579999836,False,True,True,1.2480814456939697,1.156913161277771,1.274967908859253,0.7480844259262085,0.7563671469688416,1.0177546739578247,0.7090208530426025,0.9809715151786804,1.0,0.6836753487586975,0.6517761945724487,0.34007295966148376,0.9018294215202332,1.0,10.822537422180176,1,0,0,False,False,False,False,False
g565_alpha_00000036,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,validation,empty-16-16,other,32,7001,1000,0.0,g562_g565_fresh_solver_panel_b2_s565_e20d4c9a9de3,g565_B2_phase5p5_repair5g565_scaling_b2_fold1_all_seed565,B2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_b2_fold1_all_seed565.pt,0.005714285719999879,False,True,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
