registry_row_id,candidate_id,registry_label,candidate_group,theta_cluster,changed_field_for_smoke_pair,materialization_family,bounded_updateparams,full_only_field_varied,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g549_registry_001537,repair5g549_theta_549001537,g543_true_near_signal_neighborhood_1536,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.65993488013,0.434028031944,0.988902272195,1,11,1,0,0,False,False,False,False,False
g549_registry_001538,repair5g549_theta_549001538,g546_g548_safe_no_gain_neighborhood_1537,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.258212783574,0.95,1,1.33081608837,1,0.35,0.75,0.797188405623,11,1,0,0,False,False,False,False,False
g549_registry_001539,repair5g549_theta_549001539,surrogate_guided_theta_if_model_exists_1538,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,repair5g549_fulltheta_registry,True,True,1.25,0.902152845694,1.25,0.75,0.75,1,1,0.95,1,1.10667268665,0.284895330209,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001540,repair5g549_theta_549001540,negative_control_1539,negative_control,negative_control,negative_control,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.02755594489,0.26165497669,0.35,0.75,1,9.19847360305,0,0,1,False,False,False,False,False
g549_registry_001541,repair5g549_theta_549001541,static_flow_local_perturbation_fulltheta_1540,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1.25,0.95,1,1.0271985456,1.23606052788,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001542,repair5g549_theta_549001542,lambda_flow_lambda_cong_sweep_1541,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.863259273481,0.0262859474281,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001543,repair5g549_theta_549001543,alpha_flow_wait_progress_sweep_1542,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.389690470619,0.95,1,1,1.46090257819,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001544,repair5g549_theta_549001544,edge_cost_clamp_sweep_1543,edge_cost_clamp_sweep,edge_cost_clamp_sweep,edge_cost_clamp_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.664806920386,11.1258297483,1,0,0,False,False,False,False,False
g549_registry_001545,repair5g549_theta_549001545,goal_projection_mode_ablation_1544,goal_projection_mode_ablation,goal_projection_mode_ablation,goal_projection_mode_ablation,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.905297689405,0.35,0.75,1,11,0,0,1,False,False,False,False,False
g549_registry_001546,repair5g549_theta_549001546,alpha_cong_commit_nonprogress_sweep_1545,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,repair5g549_fulltheta_registry,True,True,1.25,0.551388647223,1.25,0.75,0.75,1,1,0.95,1,0.599350801298,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001547,repair5g549_theta_549001547,g543_true_near_signal_neighborhood_1546,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.502417595165,0.641364617271,0.518526462947,1,11,1,0,0,False,False,False,False,False
g549_registry_001548,repair5g549_theta_549001548,g546_g548_safe_no_gain_neighborhood_1547,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1.04059741881,0.95,1,1.11120947758,1,0.35,0.75,0.785048829902,11,1,0,0,False,False,False,False,False
g549_registry_001549,repair5g549_theta_549001549,surrogate_guided_theta_if_model_exists_1548,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,repair5g549_fulltheta_registry,True,True,1.25,1.38762937474,1.25,0.75,0.75,1,1,0.95,1,1.13852542295,0.942155615689,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001550,repair5g549_theta_549001550,negative_control_1549,negative_control,negative_control,negative_control,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.44957310085,1.41694216612,0.35,0.75,1,8.36239527521,0,0,1,False,False,False,False,False
g549_registry_001551,repair5g549_theta_549001551,static_flow_local_perturbation_fulltheta_1550,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1.18399563201,0.95,1,0.989505420989,0.849367901264,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001552,repair5g549_theta_549001552,lambda_flow_lambda_cong_sweep_1551,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.912756174488,0.943546112908,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001553,repair5g549_theta_549001553,alpha_flow_wait_progress_sweep_1552,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.838667072666,0.95,1,1,1.09884230232,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001554,repair5g549_theta_549001554,edge_cost_clamp_sweep_1553,edge_cost_clamp_sweep,edge_cost_clamp_sweep,edge_cost_clamp_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.447165605669,9.24824150352,1,0,0,False,False,False,False,False
g549_registry_001555,repair5g549_theta_549001555,goal_projection_mode_ablation_1554,goal_projection_mode_ablation,goal_projection_mode_ablation,goal_projection_mode_ablation,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.705784588431,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001556,repair5g549_theta_549001556,alpha_cong_commit_nonprogress_sweep_1555,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.11442002116,1.25,0.75,0.75,1,1,0.95,1,1.0556508887,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001557,repair5g549_theta_549001557,g543_true_near_signal_neighborhood_1556,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.12407515185,0.59651520697,0.520059459881,1,11,1,0,0,False,False,False,False,False
g549_registry_001558,repair5g549_theta_549001558,g546_g548_safe_no_gain_neighborhood_1557,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.406598186804,0.95,1,1.06255577489,1,0.35,0.75,0.509144081712,11,1,0,0,False,False,False,False,False
g549_registry_001559,repair5g549_theta_549001559,surrogate_guided_theta_if_model_exists_1558,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,repair5g549_fulltheta_registry,True,True,1.25,1.12597099806,1.25,0.75,0.75,1,1,0.95,1,0.869644360711,0.81515986968,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001560,repair5g549_theta_549001560,negative_control_1559,negative_control,negative_control,negative_control,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.736500526999,0.667728164544,0.35,0.75,1,10.1235437529,0,0,1,False,False,False,False,False
g549_registry_001561,repair5g549_theta_549001561,static_flow_local_perturbation_fulltheta_1560,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.762941074118,0.95,1,1.18892102216,1.07621724757,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001562,repair5g549_theta_549001562,lambda_flow_lambda_cong_sweep_1561,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.820896358207,0.951532096936,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001563,repair5g549_theta_549001563,alpha_flow_wait_progress_sweep_1562,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.405746688507,0.95,1,1,0.492837514325,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001564,repair5g549_theta_549001564,edge_cost_clamp_sweep_1563,edge_cost_clamp_sweep,edge_cost_clamp_sweep,edge_cost_clamp_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.56283487433,8.72163055674,1,0,0,False,False,False,False,False
g549_registry_001565,repair5g549_theta_549001565,goal_projection_mode_ablation_1564,goal_projection_mode_ablation,goal_projection_mode_ablation,goal_projection_mode_ablation,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.819311861376,0.35,0.75,1,11,0,1,0,False,False,False,False,False
g549_registry_001566,repair5g549_theta_549001566,alpha_cong_commit_nonprogress_sweep_1565,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.51748046504,1.25,0.75,0.75,1,1,0.95,1,1.36007227986,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001567,repair5g549_theta_549001567,g543_true_near_signal_neighborhood_1566,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.452390495219,0.403341593317,1.23002603995,1,11,1,0,0,False,False,False,False,False
g549_registry_001568,repair5g549_theta_549001568,g546_g548_safe_no_gain_neighborhood_1567,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.672772654455,0.95,1,0.941448667103,1,0.35,0.75,0.350736148528,11,1,0,0,False,False,False,False,False
g549_registry_001569,repair5g549_theta_549001569,surrogate_guided_theta_if_model_exists_1568,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,repair5g549_fulltheta_registry,True,True,1.25,1.20904643191,1.25,0.75,0.75,1,1,0.95,1,1.43262723475,0.645827008346,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001570,repair5g549_theta_549001570,negative_control_1569,negative_control,negative_control,negative_control,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.09976380047,0.680251639497,0.35,0.75,1,9.20834158332,0,0,1,False,False,False,False,False
g549_registry_001571,repair5g549_theta_549001571,static_flow_local_perturbation_fulltheta_1570,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.817064565871,0.95,1,1.05928348143,1.28049043902,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001572,repair5g549_theta_549001572,lambda_flow_lambda_cong_sweep_1571,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.503532992934,1.25822298355,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001573,repair5g549_theta_549001573,alpha_flow_wait_progress_sweep_1572,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.719053561893,0.95,1,1,0.489318521363,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001574,repair5g549_theta_549001574,edge_cost_clamp_sweep_1573,edge_cost_clamp_sweep,edge_cost_clamp_sweep,edge_cost_clamp_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.794214661571,9.57723284553,1,0,0,False,False,False,False,False
g549_registry_001575,repair5g549_theta_549001575,goal_projection_mode_ablation_1574,goal_projection_mode_ablation,goal_projection_mode_ablation,goal_projection_mode_ablation,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.15697168606,0.35,0.75,1,11,0,0,1,False,False,False,False,False
g549_registry_001576,repair5g549_theta_549001576,alpha_cong_commit_nonprogress_sweep_1575,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.69487136026,1.25,0.75,0.75,1,1,0.95,1,0.956443087114,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001577,repair5g549_theta_549001577,g543_true_near_signal_neighborhood_1576,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.393087413825,0.20718998562,0.661180677639,1,11,1,0,0,False,False,False,False,False
g549_registry_001578,repair5g549_theta_549001578,g546_g548_safe_no_gain_neighborhood_1577,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.331085637829,0.95,1,1.17815544369,1,0.35,0.75,0.555826888346,11,1,0,0,False,False,False,False,False
g549_registry_001579,repair5g549_theta_549001579,surrogate_guided_theta_if_model_exists_1578,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,repair5g549_fulltheta_registry,True,True,1.25,1.12487365025,1.25,0.75,0.75,1,1,0.95,1,1.02446325107,1.01006347987,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001580,repair5g549_theta_549001580,negative_control_1579,negative_control,negative_control,negative_control,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.669978660043,0.341271817456,0.35,0.75,1,8.8412983174,0,0,1,False,False,False,False,False
g549_registry_001581,repair5g549_theta_549001581,static_flow_local_perturbation_fulltheta_1580,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1.20635338729,0.95,1,0.875133049734,0.877755644489,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001582,repair5g549_theta_549001582,lambda_flow_lambda_cong_sweep_1581,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.10344379311,0.0203474593051,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001583,repair5g549_theta_549001583,alpha_flow_wait_progress_sweep_1582,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.986428027144,0.95,1,1,0.56424487151,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001584,repair5g549_theta_549001584,edge_cost_clamp_sweep_1583,edge_cost_clamp_sweep,edge_cost_clamp_sweep,edge_cost_clamp_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.702129095742,8.24998750003,1,0,0,False,False,False,False,False
g549_registry_001585,repair5g549_theta_549001585,goal_projection_mode_ablation_1584,goal_projection_mode_ablation,goal_projection_mode_ablation,goal_projection_mode_ablation,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.304763390473,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001586,repair5g549_theta_549001586,alpha_cong_commit_nonprogress_sweep_1585,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.58875532249,1.25,0.75,0.75,1,1,0.95,1,1.00084599831,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001587,repair5g549_theta_549001587,g543_true_near_signal_neighborhood_1586,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.411216177568,0.208451983096,0.776111947776,1,11,1,0,0,False,False,False,False,False
g549_registry_001588,repair5g549_theta_549001588,g546_g548_safe_no_gain_neighborhood_1587,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.437151325697,0.95,1,1.00676638647,1,0.35,0.75,0.553532842934,11,1,0,0,False,False,False,False,False
g549_registry_001589,repair5g549_theta_549001589,surrogate_guided_theta_if_model_exists_1588,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,repair5g549_fulltheta_registry,True,True,1.25,1.04717700565,1.25,0.75,0.75,1,1,0.95,1,1.21355887288,1.33061163878,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001590,repair5g549_theta_549001590,negative_control_1589,negative_control,negative_control,negative_control,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.36944626111,0.913957172086,0.35,0.75,1,10.6036027928,0,0,1,False,False,False,False,False
g549_registry_001591,repair5g549_theta_549001591,static_flow_local_perturbation_fulltheta_1590,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1.08797662405,0.95,1,0.820990358019,0.702302795394,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001592,repair5g549_theta_549001592,lambda_flow_lambda_cong_sweep_1591,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.587242825514,0.76384497231,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001593,repair5g549_theta_549001593,alpha_flow_wait_progress_sweep_1592,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.194380861238,0.95,1,1,1.37429725141,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001594,repair5g549_theta_549001594,edge_cost_clamp_sweep_1593,edge_cost_clamp_sweep,edge_cost_clamp_sweep,edge_cost_clamp_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.883622732755,9.84048831902,1,0,0,False,False,False,False,False
g549_registry_001595,repair5g549_theta_549001595,goal_projection_mode_ablation_1594,goal_projection_mode_ablation,goal_projection_mode_ablation,goal_projection_mode_ablation,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.461702076596,0.35,0.75,1,11,0,1,0,False,False,False,False,False
g549_registry_001596,repair5g549_theta_549001596,alpha_cong_commit_nonprogress_sweep_1595,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,repair5g549_fulltheta_registry,True,True,1.25,0.821250607499,1.25,0.75,0.75,1,1,0.95,1,1.20177059646,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001597,repair5g549_theta_549001597,g543_true_near_signal_neighborhood_1596,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.234331731337,0.510917378165,0.620221009558,1,11,1,0,0,False,False,False,False,False
g549_registry_001598,repair5g549_theta_549001598,g546_g548_safe_no_gain_neighborhood_1597,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.761144377711,0.95,1,0.871335907328,1,0.35,0.75,0.268839662321,11,1,0,0,False,False,False,False,False
g549_registry_001599,repair5g549_theta_549001599,surrogate_guided_theta_if_model_exists_1598,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,repair5g549_fulltheta_registry,True,True,1.25,1.23559272881,1.25,0.75,0.75,1,1,0.95,1,1.30670988658,0.99898510203,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001600,repair5g549_theta_549001600,negative_control_1599,negative_control,negative_control,negative_control,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.641520716959,0.576718846562,0.35,0.75,1,11.298477403,0,0,1,False,False,False,False,False
g549_registry_001601,repair5g549_theta_549001601,static_flow_local_perturbation_fulltheta_1600,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.704268991462,0.95,1,1.26285767428,0.873232253535,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001602,repair5g549_theta_549001602,lambda_flow_lambda_cong_sweep_1601,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.14277171446,0.752360995278,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001603,repair5g549_theta_549001603,alpha_flow_wait_progress_sweep_1602,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.0555986388027,0.95,1,1,0.831122837754,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001604,repair5g549_theta_549001604,edge_cost_clamp_sweep_1603,edge_cost_clamp_sweep,edge_cost_clamp_sweep,edge_cost_clamp_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.435775378449,10.5458389083,1,0,0,False,False,False,False,False
g549_registry_001605,repair5g549_theta_549001605,goal_projection_mode_ablation_1604,goal_projection_mode_ablation,goal_projection_mode_ablation,goal_projection_mode_ablation,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.18427013146,0.35,0.75,1,11,0,0,1,False,False,False,False,False
g549_registry_001606,repair5g549_theta_549001606,alpha_cong_commit_nonprogress_sweep_1605,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.24168976662,1.25,0.75,0.75,1,1,0.95,1,0.565108869782,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001607,repair5g549_theta_549001607,g543_true_near_signal_neighborhood_1606,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.696973206054,0.677419045162,1.24597475805,1,11,1,0,0,False,False,False,False,False
g549_registry_001608,repair5g549_theta_549001608,g546_g548_safe_no_gain_neighborhood_1607,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.446118007764,0.95,1,1.02413110174,1,0.35,0.75,0.269725710549,11,1,0,0,False,False,False,False,False
g549_registry_001609,repair5g549_theta_549001609,surrogate_guided_theta_if_model_exists_1608,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,repair5g549_fulltheta_registry,True,True,1.25,0.934517380965,1.25,0.75,0.75,1,1,0.95,1,1.38244653511,1.05404219192,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_001610,repair5g549_theta_549001610,negative_control_1609,negative_control,negative_control,negative_control,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.905451189098,0.0240494519011,0.35,0.75,1,8.33524332951,0,0,1,False,False,False,False,False
g549_registry_001611,repair5g549_theta_549001611,static_flow_local_perturbation_fulltheta_1610,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.956252887494,0.95,1,0.738627322745,0.833751732497,0.35,0.75,1,11,1,0,0,False,False,False,False,False
