affects_selected_flow_shield_comparison,agents,classification,left_expanded_nodes,left_makespan,left_method,left_ratio,left_returncode,left_returncode_classification,left_runtime_ms,left_success,left_sum_of_loss,left_time_to_first_solution_ms,ltm_iteration_budget,map,method,mismatched_fields,mode,repeat_index,right_expanded_nodes,right_makespan,right_method,right_ratio,right_returncode,right_returncode_classification,right_runtime_ms,right_success,right_sum_of_loss,right_time_to_first_solution_ms,scen,seed,source,time_budget_sec
False,100,returncode2_no_solution_equivalent,198,196,lacam_star_ltm,1.14525629778,0,ok,6626.1119,True,9138,2882,,warehouse-10-20-10-2-1,always_additive_defer,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,,58,,always_additive_defer,,2,returncode2_no_solution_equivalent,3116.9708,False,,,warehouse-10-20-10-2-1-random-89.scen,89,g3_broader,3
False,100,returncode2_no_solution_equivalent,198,196,lacam_star_ltm,1.14525629778,0,ok,6626.1119,True,9138,2882,,warehouse-10-20-10-2-1,laur_disable,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,,87,,laur_disable,,2,returncode2_no_solution_equivalent,3120.5562,False,,,warehouse-10-20-10-2-1-random-89.scen,89,g3_broader,3
False,100,returncode2_no_solution_equivalent,198,196,lacam_star_ltm,1.14525629778,0,ok,6626.1119,True,9138,2882,,warehouse-10-20-10-2-1,laur_force_additive_direct,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,,191,,laur_force_additive_direct,,2,returncode2_no_solution_equivalent,3131.4886,False,,,warehouse-10-20-10-2-1-random-89.scen,89,g3_broader,3
False,100,returncode2_no_solution_equivalent,198,196,lacam_star_ltm,1.14525629778,0,ok,6626.1119,True,9138,2882,,warehouse-10-20-10-2-1,repair5g_dual_additive_parity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,,146,,repair5g_dual_additive_parity,,2,returncode2_no_solution_equivalent,3146.9734,False,,,warehouse-10-20-10-2-1-random-89.scen,89,g3_broader,3
False,100,returncode2_no_solution_equivalent,198,196,lacam_star_ltm,1.14525629778,0,ok,6626.1119,True,9138,2882,,warehouse-10-20-10-2-1,repair5g_dual_c_equiv_additive,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,,151,,repair5g_dual_c_equiv_additive,,2,returncode2_no_solution_equivalent,3134.7102,False,,,warehouse-10-20-10-2-1-random-89.scen,89,g3_broader,3
False,100,returncode2_no_solution_equivalent,190,189,lacam_star_ltm,1.17684358854,0,ok,3095.7906,True,10022,2962,,warehouse-10-20-10-2-1,repair5f_candidate_additive_ltm,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,,128,,repair5f_candidate_additive_ltm,,2,returncode2_no_solution_equivalent,3129.3666,False,,,warehouse-10-20-10-2-1-random-90.scen,90,g3_broader,3
False,100,returncode2_no_solution_equivalent,190,189,lacam_star_ltm,1.17684358854,0,ok,3095.7906,True,10022,2962,,warehouse-10-20-10-2-1,laur_disable,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,,78,,laur_disable,,2,returncode2_no_solution_equivalent,3124.6894,False,,,warehouse-10-20-10-2-1-random-90.scen,90,g3_broader,3
False,100,returncode2_no_solution_equivalent,190,189,lacam_star_ltm,1.17684358854,0,ok,3095.7906,True,10022,2962,,warehouse-10-20-10-2-1,laur_force_additive_direct,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,,143,,laur_force_additive_direct,,2,returncode2_no_solution_equivalent,3123.9113,False,,,warehouse-10-20-10-2-1-random-90.scen,90,g3_broader,3
False,100,returncode2_no_solution_equivalent,190,189,lacam_star_ltm,1.17684358854,0,ok,3095.7906,True,10022,2962,,warehouse-10-20-10-2-1,repair5g_dual_additive_parity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,,81,,repair5g_dual_additive_parity,,2,returncode2_no_solution_equivalent,3122.5931,False,,,warehouse-10-20-10-2-1-random-90.scen,90,g3_broader,3
False,100,returncode2_no_solution_equivalent,190,189,lacam_star_ltm,1.17684358854,0,ok,3095.7906,True,10022,2962,,warehouse-10-20-10-2-1,repair5g_dual_c_equiv_additive,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,,36,,repair5g_dual_c_equiv_additive,,2,returncode2_no_solution_equivalent,3147.3021,False,,,warehouse-10-20-10-2-1-random-90.scen,90,g3_broader,3
False,100,returncode2_no_solution_equivalent,72,,lacam_star_ltm,,2,returncode2_no_solution_equivalent,3122.4885,False,,,,warehouse-10-20-10-2-1,always_additive_defer,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,,183,181,always_additive_defer,1.14705882353,0,ok,6655.5885,True,9399,2896,warehouse-10-20-10-2-1-random-92.scen,92,g3_broader,3
False,100,returncode2_no_solution_equivalent,72,,lacam_star_ltm,,2,returncode2_no_solution_equivalent,3122.4885,False,,,,warehouse-10-20-10-2-1,repair5f_candidate_additive_ltm,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,,182,181,repair5f_candidate_additive_ltm,1.14705882353,0,ok,3097.9431,True,9399,2961,warehouse-10-20-10-2-1-random-92.scen,92,g3_broader,3
False,100,returncode2_no_solution_equivalent,248,246,lacam_star_ltm,1.21023530925,0,ok,6644.4974,True,9412,2927,,warehouse-10-20-10-2-1,laur_disable,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,,143,,laur_disable,,2,returncode2_no_solution_equivalent,3117.494,False,,,warehouse-10-20-10-2-1-random-93.scen,93,g3_broader,3
False,100,returncode2_no_solution_equivalent,248,246,lacam_star_ltm,1.21023530925,0,ok,6644.4974,True,9412,2927,,warehouse-10-20-10-2-1,repair5g_dual_additive_parity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,,189,,repair5g_dual_additive_parity,,2,returncode2_no_solution_equivalent,3126.8569,False,,,warehouse-10-20-10-2-1-random-93.scen,93,g3_broader,3
False,100,returncode2_no_solution_equivalent,248,246,lacam_star_ltm,1.21023530925,0,ok,6644.4974,True,9412,2927,,warehouse-10-20-10-2-1,repair5g_dual_c_equiv_additive,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,,239,,repair5g_dual_c_equiv_additive,,2,returncode2_no_solution_equivalent,3130.0656,False,,,warehouse-10-20-10-2-1-random-93.scen,93,g3_broader,3
False,100,returncode2_no_solution_equivalent,229,227,lacam_star_ltm,1.1684981685,0,ok,6455.6247,True,9570,2871,,warehouse-10-20-10-2-1,laur_force_additive_direct,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,,184,,laur_force_additive_direct,,2,returncode2_no_solution_equivalent,3131.8154,False,,,warehouse-10-20-10-2-1-random-94.scen,94,g3_broader,3
False,100,returncode2_no_solution_equivalent,204,202,lacam_star_ltm,1.134,0,ok,6565.0018,True,9072,2813,,warehouse-10-20-10-2-1,laur_disable,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,,86,,laur_disable,,2,returncode2_no_solution_equivalent,3123.9785,False,,,warehouse-10-20-10-2-1-random-95.scen,95,g3_broader,3
False,100,returncode2_no_solution_equivalent,204,202,lacam_star_ltm,1.134,0,ok,6565.0018,True,9072,2813,,warehouse-10-20-10-2-1,repair5g_dual_c_equiv_additive,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,,195,,repair5g_dual_c_equiv_additive,,2,returncode2_no_solution_equivalent,3138.7659,False,,,warehouse-10-20-10-2-1-random-95.scen,95,g3_broader,3
False,100,returncode2_no_solution_equivalent,28,,lacam_star_ltm,,2,returncode2_no_solution_equivalent,3121.3417,False,,,,warehouse-10-20-10-2-1,repair5f_candidate_additive_ltm,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,,179,177,repair5f_candidate_additive_ltm,1.12583601684,0,ok,6775.4503,True,9090,2866,warehouse-10-20-10-2-1-random-100.scen,100,g3_broader,3
False,100,returncode2_no_solution_equivalent,219,218,lacam_star_ltm,1.25308411215,0,ok,3124.3413,True,10056,2979,,warehouse-10-20-10-2-1,always_additive_defer,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,,194,,always_additive_defer,,2,returncode2_no_solution_equivalent,3147.2216,False,,,warehouse-10-20-10-2-1-random-101.scen,101,g3_broader,3
False,100,returncode2_no_solution_equivalent,219,218,lacam_star_ltm,1.25308411215,0,ok,3124.3413,True,10056,2979,,warehouse-10-20-10-2-1,repair5f_candidate_additive_ltm,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,,138,,repair5f_candidate_additive_ltm,,2,returncode2_no_solution_equivalent,3144.4282,False,,,warehouse-10-20-10-2-1-random-101.scen,101,g3_broader,3
False,100,returncode2_no_solution_equivalent,219,218,lacam_star_ltm,1.25308411215,0,ok,3124.3413,True,10056,2979,,warehouse-10-20-10-2-1,laur_disable,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,,20,,laur_disable,,2,returncode2_no_solution_equivalent,3119.7699,False,,,warehouse-10-20-10-2-1-random-101.scen,101,g3_broader,3
False,100,returncode2_no_solution_equivalent,219,218,lacam_star_ltm,1.25308411215,0,ok,3124.3413,True,10056,2979,,warehouse-10-20-10-2-1,laur_force_additive_direct,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,,7,,laur_force_additive_direct,,2,returncode2_no_solution_equivalent,3110.0572,False,,,warehouse-10-20-10-2-1-random-101.scen,101,g3_broader,3
False,100,returncode2_no_solution_equivalent,219,218,lacam_star_ltm,1.25308411215,0,ok,3124.3413,True,10056,2979,,warehouse-10-20-10-2-1,repair5g_dual_additive_parity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,,83,,repair5g_dual_additive_parity,,2,returncode2_no_solution_equivalent,3138.1888,False,,,warehouse-10-20-10-2-1-random-101.scen,101,g3_broader,3
False,100,returncode2_no_solution_equivalent,219,218,lacam_star_ltm,1.25308411215,0,ok,3124.3413,True,10056,2979,,warehouse-10-20-10-2-1,repair5g_dual_c_equiv_additive,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,,1,,repair5g_dual_c_equiv_additive,,2,returncode2_no_solution_equivalent,3134.9781,False,,,warehouse-10-20-10-2-1-random-101.scen,101,g3_broader,3
False,100,returncode2_no_solution_equivalent,194,193,lacam_star_ltm,1.18636995828,0,ok,3116.967,True,10236,2963,,warehouse-10-20-10-2-1,repair5f_candidate_additive_ltm,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,,178,,repair5f_candidate_additive_ltm,,2,returncode2_no_solution_equivalent,3123.0331,False,,,warehouse-10-20-10-2-1-random-104.scen,104,g3_broader,3
False,100,returncode2_no_solution_equivalent,194,193,lacam_star_ltm,1.18636995828,0,ok,3116.967,True,10236,2963,,warehouse-10-20-10-2-1,laur_disable,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,,120,,laur_disable,,2,returncode2_no_solution_equivalent,3133.8822,False,,,warehouse-10-20-10-2-1-random-104.scen,104,g3_broader,3
False,100,returncode2_no_solution_equivalent,194,193,lacam_star_ltm,1.18636995828,0,ok,3116.967,True,10236,2963,,warehouse-10-20-10-2-1,laur_force_additive_direct,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,,166,,laur_force_additive_direct,,2,returncode2_no_solution_equivalent,3156.1701,False,,,warehouse-10-20-10-2-1-random-104.scen,104,g3_broader,3
