region_id,deployable_region_key,candidate_id,map_family,map,agents,budget_ms,iteration_bucket,support_pairs,seed_block_support,context_support,minimum_diagnostic_pairs,minimum_strong_pairs,minimum_final_pairs,minimum_final_seed_blocks,vs_static_flow_pairs,vs_static_flow_success_regression_count,vs_static_flow_success_gain_count,vs_static_flow_both_fail_count,vs_static_flow_quality_only_pairs,vs_static_flow_quality_only_mean_delta,vs_static_flow_quality_only_median_delta,vs_static_flow_quality_ci_low,vs_static_flow_quality_ci_high,vs_static_flow_mean_corrected_delta,vs_static_flow_better_count,vs_static_flow_equal_count,vs_static_flow_worse_count,vs_static_flow_safe_high_margin_count,vs_static_flow_safe_low_margin_count,vs_family_static_pairs,vs_family_static_success_regression_count,vs_family_static_success_gain_count,vs_family_static_both_fail_count,vs_family_static_quality_only_pairs,vs_family_static_quality_only_mean_delta,vs_family_static_quality_only_median_delta,vs_family_static_quality_ci_low,vs_family_static_quality_ci_high,vs_family_static_mean_corrected_delta,vs_family_static_better_count,vs_family_static_equal_count,vs_family_static_worse_count,vs_family_static_safe_high_margin_count,vs_family_static_safe_low_margin_count,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,region_status,safe_region,useful_safe_region,zero_regression_vs_static_and_family
repair5g539_s2_089|maze|50|2000|final,maze|50|2000|final,repair5g539_s2_089,maze,maze-32-32-4,50,2000,final,80,5,80,20,60,80,3,80,0,0,0,80,-9.5718291975e-05,0,-9.5718291975e-05,-9.5718291975e-05,-9.5718291975e-05,19,43,18,19,7,80,0,0,0,80,-0.00418551202991,0,-0.00418551202991,-0.00418551202991,-0.00418551202991,26,36,18,26,5,False,False,False,False,False,final_deployable_safe_useful,True,True,True
repair5g539_s1_000|maze|50|500|final,maze|50|500|final,repair5g539_s1_000,maze,maze-32-32-4,50,500,final,80,5,80,20,60,80,3,80,0,0,0,80,0,0,0,0,0,0,80,0,0,0,80,0,0,0,80,0,0,0,0,0,0,80,0,0,0,False,False,False,False,False,final_deployable_safe_useful,True,True,True
repair5g539_s1_000|maze|100|500|final,maze|100|500|final,repair5g539_s1_000,maze,maze-32-32-4,100,500,final,80,5,80,20,60,80,3,80,0,0,80,0,0,0,0,0,0,0,0,0,0,0,80,0,0,80,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,final_deployable_safe_useful,True,True,True
repair5g539_s1_000|maze|100|1000|final,maze|100|1000|final,repair5g539_s1_000,maze,maze-32-32-4,100,1000,final,80,5,80,20,60,80,3,80,0,0,0,80,0,0,0,0,0,0,80,0,0,0,80,0,0,0,80,0,0,0,0,0,0,80,0,0,0,False,False,False,False,False,final_deployable_safe_useful,True,True,True
repair5g539_s1_000|random|50|500|final,random|50|500|final,repair5g539_s1_000,random,random-32-32-20,50,500,final,80,5,80,20,60,80,3,80,0,0,0,80,0,0,0,0,0,0,80,0,0,0,80,0,0,0,80,0,0,0,0,0,0,80,0,0,0,False,False,False,False,False,final_deployable_safe_useful,True,True,True
repair5g539_s1_000|random|100|1000|final,random|100|1000|final,repair5g539_s1_000,random,random-32-32-20,100,1000,final,80,5,80,20,60,80,3,80,0,0,0,80,0,0,0,0,0,0,80,0,0,0,80,0,0,0,80,0,0,0,0,0,0,80,0,0,0,False,False,False,False,False,final_deployable_safe_useful,True,True,True
repair5g539_s1_000|warehouse|50|500|final,warehouse|50|500|final,repair5g539_s1_000,warehouse,warehouse-10-20-10-2-1,50,500,final,80,5,80,20,60,80,3,80,0,0,80,0,0,0,0,0,0,0,0,0,0,0,80,0,0,80,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,final_deployable_safe_useful,True,True,True
repair5g539_s1_000|warehouse|50|1000|final,warehouse|50|1000|final,repair5g539_s1_000,warehouse,warehouse-10-20-10-2-1,50,1000,final,80,5,80,20,60,80,3,80,0,0,80,0,0,0,0,0,0,0,0,0,0,0,80,0,0,80,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,final_deployable_safe_useful,True,True,True
repair5g539_s1_000|warehouse|100|500|final,warehouse|100|500|final,repair5g539_s1_000,warehouse,warehouse-10-20-10-2-1,100,500,final,80,5,80,20,60,80,3,80,0,0,80,0,0,0,0,0,0,0,0,0,0,0,80,0,0,80,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,final_deployable_safe_useful,True,True,True
repair5g539_s1_000|warehouse|100|1000|final,warehouse|100|1000|final,repair5g539_s1_000,warehouse,warehouse-10-20-10-2-1,100,1000,final,80,5,80,20,60,80,3,80,0,0,80,0,0,0,0,0,0,0,0,0,0,0,80,0,0,80,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,final_deployable_safe_useful,True,True,True
repair5g539_s1_000|warehouse|100|2000|final,warehouse|100|2000|final,repair5g539_s1_000,warehouse,warehouse-10-20-10-2-1,100,2000,final,80,5,80,20,60,80,3,80,0,0,80,0,0,0,0,0,0,0,0,0,0,0,80,0,0,80,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,final_deployable_safe_useful,True,True,True
repair5g539_s1_026|maze|50|500|final,maze|50|500|final,repair5g539_s1_026,maze,maze-32-32-4,50,500,final,80,5,80,20,60,80,3,80,0,0,0,80,0,0,0,0,0,0,80,0,0,0,80,0,0,0,80,0,0,0,0,0,0,80,0,0,0,False,False,False,False,False,final_deployable_safe_useful,True,True,True
repair5g539_s1_026|maze|100|500|final,maze|100|500|final,repair5g539_s1_026,maze,maze-32-32-4,100,500,final,80,5,80,20,60,80,3,80,0,0,80,0,0,0,0,0,0,0,0,0,0,0,80,0,0,80,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,final_deployable_safe_useful,True,True,True
repair5g539_s1_026|maze|100|1000|final,maze|100|1000|final,repair5g539_s1_026,maze,maze-32-32-4,100,1000,final,80,5,80,20,60,80,3,80,0,0,0,80,0,0,0,0,0,0,80,0,0,0,80,0,0,0,80,0,0,0,0,0,0,80,0,0,0,False,False,False,False,False,final_deployable_safe_useful,True,True,True
repair5g539_s1_026|random|50|500|final,random|50|500|final,repair5g539_s1_026,random,random-32-32-20,50,500,final,80,5,80,20,60,80,3,80,0,0,0,80,0,0,0,0,0,0,80,0,0,0,80,0,0,0,80,0,0,0,0,0,0,80,0,0,0,False,False,False,False,False,final_deployable_safe_useful,True,True,True
repair5g539_s1_026|random|100|1000|final,random|100|1000|final,repair5g539_s1_026,random,random-32-32-20,100,1000,final,80,5,80,20,60,80,3,80,0,0,0,80,0,0,0,0,0,0,80,0,0,0,80,0,0,0,80,0,0,0,0,0,0,80,0,0,0,False,False,False,False,False,final_deployable_safe_useful,True,True,True
repair5g539_s1_026|warehouse|50|500|final,warehouse|50|500|final,repair5g539_s1_026,warehouse,warehouse-10-20-10-2-1,50,500,final,80,5,80,20,60,80,3,80,0,0,80,0,0,0,0,0,0,0,0,0,0,0,80,0,0,80,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,final_deployable_safe_useful,True,True,True
repair5g539_s1_026|warehouse|50|1000|final,warehouse|50|1000|final,repair5g539_s1_026,warehouse,warehouse-10-20-10-2-1,50,1000,final,80,5,80,20,60,80,3,80,0,0,80,0,0,0,0,0,0,0,0,0,0,0,80,0,0,80,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,final_deployable_safe_useful,True,True,True
repair5g539_s1_026|warehouse|100|500|final,warehouse|100|500|final,repair5g539_s1_026,warehouse,warehouse-10-20-10-2-1,100,500,final,80,5,80,20,60,80,3,80,0,0,80,0,0,0,0,0,0,0,0,0,0,0,80,0,0,80,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,final_deployable_safe_useful,True,True,True
repair5g539_s1_026|warehouse|100|1000|final,warehouse|100|1000|final,repair5g539_s1_026,warehouse,warehouse-10-20-10-2-1,100,1000,final,80,5,80,20,60,80,3,80,0,0,80,0,0,0,0,0,0,0,0,0,0,0,80,0,0,80,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,final_deployable_safe_useful,True,True,True
repair5g539_s1_026|warehouse|100|2000|final,warehouse|100|2000|final,repair5g539_s1_026,warehouse,warehouse-10-20-10-2-1,100,2000,final,80,5,80,20,60,80,3,80,0,0,80,0,0,0,0,0,0,0,0,0,0,0,80,0,0,80,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,final_deployable_safe_useful,True,True,True
repair5g539_s2_089|maze|50|500|final,maze|50|500|final,repair5g539_s2_089,maze,maze-32-32-4,50,500,final,80,5,80,20,60,80,3,80,0,0,0,80,0,0,0,0,0,0,80,0,0,0,80,0,0,0,80,0,0,0,0,0,0,80,0,0,0,False,False,False,False,False,final_deployable_safe_useful,True,True,True
repair5g539_s2_089|maze|100|500|final,maze|100|500|final,repair5g539_s2_089,maze,maze-32-32-4,100,500,final,80,5,80,20,60,80,3,80,0,0,80,0,0,0,0,0,0,0,0,0,0,0,80,0,0,80,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,final_deployable_safe_useful,True,True,True
repair5g539_s2_089|maze|50|1000|final,maze|50|1000|final,repair5g539_s2_089,maze,maze-32-32-4,50,1000,final,80,5,80,20,60,80,3,80,0,0,0,80,0.000129098736775,0,0.000129098736775,0.000129098736775,0.000129098736775,18,44,18,18,7,80,0,0,0,80,-0.00364150225004,0,-0.00364150225004,-0.00364150225004,-0.00364150225004,26,36,18,26,5,False,False,False,False,False,supported_safe_quality_weak,True,False,True
repair5g539_s1_026|maze|50|1000|final,maze|50|1000|final,repair5g539_s1_026,maze,maze-32-32-4,50,1000,final,80,5,80,20,60,80,3,80,0,0,0,80,0.000308014836988,0,0.000308014836988,0.000308014836988,0.000308014836988,20,40,20,20,4,80,0,0,0,80,-0.00346258614983,0,-0.00346258614983,-0.00346258614983,-0.00346258614983,22,39,19,22,5,False,False,False,False,False,supported_safe_quality_weak,True,False,True
repair5g539_s1_026|maze|50|2000|final,maze|50|2000|final,repair5g539_s1_026,maze,maze-32-32-4,50,2000,final,80,5,80,20,60,80,3,80,0,0,0,80,0.000627207588113,0,0.000627207588113,0.000627207588113,0.000627207588113,20,39,21,20,4,80,0,0,0,80,-0.00346258614983,0,-0.00346258614983,-0.00346258614983,-0.00346258614983,22,39,19,22,5,False,False,False,False,False,supported_safe_quality_weak,True,False,True
repair5g539_s2_110|maze|100|2000|final,maze|100|2000|final,repair5g539_s2_110,maze,maze-32-32-4,100,2000,final,80,5,80,20,60,80,3,80,0,0,0,80,0.003686886449,0,0.003686886449,0.003686886449,0.003686886449,34,15,31,34,3,80,0,0,0,80,-0.0290734792333,-0.02346657508,-0.0290734792333,-0.0290734792333,-0.0290734792333,55,14,11,55,1,False,False,False,False,False,supported_safe_quality_weak,True,False,True
repair5g539_s1_000|maze|50|1000|final,maze|50|1000|final,repair5g539_s1_000,maze,maze-32-32-4,50,1000,final,80,5,80,20,60,80,3,80,0,0,0,80,0.00498182236114,0,0.00498182236114,0.00498182236114,0.00498182236114,21,29,30,21,5,80,0,0,0,80,0.00121122137432,0,0.00121122137432,0.00121122137432,0.00121122137432,19,45,16,19,8,False,False,False,False,False,supported_safe_quality_weak,True,False,True
repair5g539_s1_000|maze|50|2000|final,maze|50|2000|final,repair5g539_s1_000,maze,maze-32-32-4,50,2000,final,80,5,80,20,60,80,3,80,0,0,0,80,0.00530101511226,0,0.00530101511226,0.00530101511226,0.00530101511226,21,29,30,21,5,80,0,0,0,80,0.00121122137432,0,0.00121122137432,0.00121122137432,0.00121122137432,19,45,16,19,8,False,False,False,False,False,supported_safe_quality_weak,True,False,True
