pool_id,source,source_id,distance_from_current_static_flow,distance_from_legacy_helper,active_field_deltas,global_fixed_candidate,context_dependent,theta_family,support_rows_existing,success_regression_count_existing,quality_delta_existing,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,support_strata_existing
g554_pool_036286695833,g553_zero_regression_low_support,repair5g549_theta_549000507,1.56833617166,0.508991623683,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_zero_regression_low_support,30,0,-0.0411995219562,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.694508410983,0.479946440107,0.928621892756,1,11,1,0,0,False,False,False,False,False,4
g554_pool_251532487223,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001340_t035,0.73406826686,1.44399192701,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,28,0,-0.0410554840267,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.840788818422,0.147557254886,0.35,0.75,1,10.2140576719,1,0,0,False,False,False,False,False,
g554_pool_055072096920,g553_high_quality_nearmiss,repair5g549_theta_549001340,2.59733790532,1.90188169624,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_high_quality_nearmiss,28,0,-0.0410554840267,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.545110909778,0.421592156816,0.35,0.75,1,8.7544504911,0,0,1,False,False,False,False,False,4
g554_pool_892132901700,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000970_t035,0.714967055058,1.14237548024,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,29,0,-0.0410334371748,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1.02222985554,0.359443681114,0.35,0.75,1,10.3075676849,1,0,0,False,False,False,False,False,
g554_pool_553101569450,g553_zero_regression_low_support,repair5g549_theta_549000970,2.54276301447,1.07609634781,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,29,0,-0.0410334371748,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.06351387297,1.02698194604,0.35,0.75,1,9.02162195676,0,0,1,False,False,False,False,False,4
g554_pool_336612749922,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549002007_t035,0.703075601349,1.28388479973,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,28,0,-0.040644846087,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.244393101214,0.456132457735,0.909351618797,1,11,1,0,0,False,False,False,False,False,
g554_pool_430104862399,g553_high_quality_nearmiss,repair5g549_theta_549002007,2.00878743243,0.944432761135,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_high_quality_nearmiss,28,0,-0.040644846087,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.698266003468,0.653235593529,1.20529033942,1,11,1,0,0,False,False,False,False,False,4
g554_pool_823787658520,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000450_t035,0.695557843889,0.942581529841,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,30,0,-0.040550516286,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.989441221118,0.494732235536,0.35,0.75,1,10.6992897014,1,0,0,False,False,False,False,False,
g554_pool_306913038482,g553_zero_regression_low_support,repair5g549_theta_549000450,2.4873081254,1.02064145873,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,30,0,-0.040550516286,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.969832060336,1.41352067296,0.35,0.75,1,10.1408277183,0,0,1,False,False,False,False,False,4
g554_pool_813938307689,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000952_t035,0.580214699571,1.21826250348,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,29,0,-0.0404073305426,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.83409473181,0.201464147072,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_508409651946,g553_zero_regression_low_support,repair5g549_theta_549000952,1.65775628449,0.756940486119,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,29,0,-0.0404073305426,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.52598494803,0.575611848776,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_634244456127,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549001010_t035,0.777294230416,0.992740279521,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,29,0,-0.0403185525352,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1.07009295981,0.518415463171,0.35,0.75,1,11.3263638473,1,0,0,False,False,False,False,False,
g554_pool_213388203527,g553_zero_regression_low_support,repair5g549_theta_549001010,2.72084065833,1.25417399167,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,29,0,-0.0403185525352,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.20026559947,1.48118703763,0.35,0.75,1,11.9324681351,0,0,1,False,False,False,False,False,4
g554_pool_424746832936,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000950_t035,0.882741669516,1.13191575117,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,29,0,-0.0401237264717,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1.08284413431,0.493119438759,0.35,0.75,1,10.2353950292,1,0,0,False,False,False,False,False,
g554_pool_830195009171,g553_zero_regression_low_support,repair5g549_theta_549000950,3.02211905575,1.55545238909,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,29,0,-0.0401237264717,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.2366975266,1.40891268217,0.35,0.75,1,8.81541436917,0,0,1,False,False,False,False,False,4
g554_pool_547324352294,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001062_t035,0.564499381001,1.1091988716,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,28,0,-0.0393765659962,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.896484207032,0.271475382049,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_712461539696,g553_high_quality_nearmiss,repair5g549_theta_549001062,1.61285537429,0.44533010934,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_high_quality_nearmiss,28,0,-0.0393765659962,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.704240591519,0.775643948712,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_518734148397,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001925_t035,0.550187559625,0.916479107041,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,28,0,-0.039348563425,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.405281339438,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_663044386615,g553_high_quality_nearmiss,repair5g549_theta_549001925,2.07196445607,0.605297789407,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_agent_progress,True,False,g553_high_quality_nearmiss,28,0,-0.039348563425,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.15794668411,0.35,0.75,1,11,0,1,0,False,False,False,False,False,4
g554_pool_419650627245,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001326_t035,0.689629310743,1.12962931074,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,28,0,-0.0391497598922,1.25,1.31430659639,1.25,0.75,0.75,1,0.35,0.95,1,0.875149299702,0.35,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_881399101613,g553_high_quality_nearmiss,repair5g549_theta_549001326,1.97036945926,0.503702792591,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_high_quality_nearmiss,28,0,-0.0391497598922,1.25,1.43373313253,1.25,0.75,0.75,1,1,0.95,1,0.643283713433,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_367559636242,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001700_t035,0.60838981822,0.896111422776,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,28,0,-0.0390661697859,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1.01225522549,0.464208796583,0.35,0.75,1,11.0266482467,1,0,0,False,False,False,False,False,
g554_pool_427880113944,g553_high_quality_nearmiss,repair5g549_theta_549001700,2.23825662348,0.771589956815,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_high_quality_nearmiss,28,0,-0.0390661697859,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.03501492997,1.32631084738,0.35,0.75,1,11.0761378477,0,0,1,False,False,False,False,False,4
g554_pool_166775981851,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000870_t035,0.766935301139,1.02599476302,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,30,0,-0.038933238795,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.915473069054,0.485705403589,0.35,0.75,1,10.6855809288,1,0,0,False,False,False,False,False,
g554_pool_861752572076,g553_zero_regression_low_support,repair5g549_theta_549000870,2.69124371751,1.22457705084,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,30,0,-0.038933238795,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.758494483011,1.38772972454,0.35,0.75,1,10.1016597967,0,0,1,False,False,False,False,False,4
g554_pool_067683500338,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000986_t035,0.825269579464,1.26526957946,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,29,0,-0.0388949430752,1.25,1.02200774348,1.25,0.75,0.75,1,0.35,0.95,1,0.870457559085,0.35,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_265663299459,g553_zero_regression_low_support,repair5g549_theta_549000986,2.35791308417,0.891246417507,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,29,0,-0.0388949430752,1.25,0.598593552813,1.25,0.75,0.75,1,1,0.95,1,0.629878740243,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_534935026096,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001600_t035,0.566152252704,1.20368345764,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,28,0,-0.0388170016433,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.874532250936,0.201851596297,0.35,0.75,1,11.1044670911,1,0,0,False,False,False,False,False,
g554_pool_644480009266,g553_high_quality_nearmiss,repair5g549_theta_549001600,2.11757786483,1.21528606942,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_high_quality_nearmiss,28,0,-0.0388170016433,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.641520716959,0.576718846562,0.35,0.75,1,11.298477403,0,0,1,False,False,False,False,False,4
g554_pool_121097388718,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000460_t035,0.679636025734,1.19063408374,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,30,0,-0.038812244665,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.885976528047,0.296751456497,0.35,0.75,1,10.6488870022,1,0,0,False,False,False,False,False,
g554_pool_777582355285,g553_zero_regression_low_support,repair5g549_theta_549000460,2.44181721637,1.178002144,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,30,0,-0.038812244665,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.674218651563,0.847861304277,0.35,0.75,1,9.99682000636,0,0,1,False,False,False,False,False,4
g554_pool_753393110718,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000972_t035,0.463242133516,1.25722372555,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,29,0,-0.0386549545722,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.873100403799,0.0845138059724,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_892943084651,g553_zero_regression_low_support,repair5g549_theta_549000972,1.3235489529,0.868258263483,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,29,0,-0.0386549545722,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.637429725141,0.241468017064,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_753226709644,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001567_t035,0.54330202048,1.23885312271,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,28,0,-0.0386180363557,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.158336673327,0.368669557661,0.918009113982,1,11,1,0,0,False,False,False,False,False,
g554_pool_460418706891,g553_high_quality_nearmiss,repair5g549_theta_549001567,1.55229148709,0.815770826794,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_high_quality_nearmiss,28,0,-0.0386180363557,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.452390495219,0.403341593317,1.23002603995,1,11,1,0,0,False,False,False,False,False,4
g554_pool_516093586187,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000522_t035,0.637698584603,1.15572602855,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,30,0,-0.038559986935,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.836621026758,0.291479417041,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_635881226094,g553_zero_regression_low_support,repair5g549_theta_549000522,1.82199595601,0.578264843471,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,30,0,-0.038559986935,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.533202933594,0.832798334403,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_427207378306,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549002017_t035,0.518512089226,1.3277728307,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,28,0,-0.038433117468,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.0730544438911,0.441292662415,0.844616623266,1,11,1,0,0,False,False,False,False,False,
g554_pool_115591146467,g553_high_quality_nearmiss,repair5g549_theta_549002017,1.48146311207,1.06982713534,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_high_quality_nearmiss,28,0,-0.038433117468,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.208726982546,0.610836178328,1.02033320933,1,11,1,0,0,False,False,False,False,False,4
g554_pool_658746960454,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549000007_t035,0.499204407008,1.09745831717,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,28,0,-0.0383575006044,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.231309567381,0.340186964626,0.815914668171,1,11,1,0,0,False,False,False,False,False,
g554_pool_620539203287,g553_high_quality_nearmiss,repair5g549_theta_549000007,1.42629830574,0.411785668096,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_high_quality_nearmiss,28,0,-0.0383575006044,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.660884478231,0.321962756074,0.938327623345,1,11,1,0,0,False,False,False,False,False,4
g554_pool_607954513248,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001715_t035,0.61498538003,0.851681286637,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,28,0,-0.0379500151184,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.502478070045,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_690061827770,g553_high_quality_nearmiss,repair5g549_theta_549001715,2.2571010858,0.790434419133,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_agent_progress,True,False,g553_high_quality_nearmiss,28,0,-0.0379500151184,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.4356516287,0.35,0.75,1,11,0,1,0,False,False,False,False,False,4
g554_pool_732027299485,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549001140_t035,0.673533787943,1.34866891767,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,29,0,-0.037886711397,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.856361687276,0.173648652703,0.35,0.75,1,10.463481173,1,0,0,False,False,False,False,False,
g554_pool_269655777251,g553_zero_regression_low_support,repair5g549_theta_549001140,2.42438225124,1.62953024094,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,29,0,-0.037886711397,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.58960482079,0.496139007722,0.35,0.75,1,9.46708906582,0,0,1,False,False,False,False,False,4
g554_pool_887115028147,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000515_t035,0.517665274669,0.949001391997,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,30,0,-0.0378359585663,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.356497912004,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_089277559043,g553_zero_regression_low_support,repair5g549_theta_549000515,1.97904364191,0.512376975247,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_agent_progress,True,False,g553_zero_regression_low_support,30,0,-0.0378359585663,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.01856546287,0.35,0.75,1,11,0,1,0,False,False,False,False,False,4
