pool_id,source,source_id,distance_from_current_static_flow,distance_from_legacy_helper,active_field_deltas,global_fixed_candidate,context_dependent,theta_family,support_rows_existing,success_regression_count_existing,quality_delta_existing,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,support_strata_existing
g554_pool_246697977948,g553_high_quality_nearmiss,repair5g549_theta_549001505,2.16566326867,0.698996602007,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_agent_progress,True,False,g553_high_quality_nearmiss,28,0,-0.0291249987799,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.29849490301,0.35,0.75,1,11,0,1,0,False,False,False,False,False,4
g554_pool_797681978518,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000810_t035,0.681269472453,1.02367146765,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,29,0,-0.029124469602,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.909309231382,0.423198503602,0.35,0.75,1,10.8862145276,1,0,0,False,False,False,False,False,
g554_pool_259900337358,g553_zero_regression_low_support,repair5g549_theta_549000810,2.44648420703,0.979817540364,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,29,0,-0.029124469602,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.740883518233,1.20913858172,0.35,0.75,1,10.6748986502,0,0,1,False,False,False,False,False,4
g554_pool_221209936463,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000328_t035,0.795432675802,1.27119224428,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,shrinkage_to_hand_from_risky,30,0,-0.0290829698155,1.25,1.25,1.25,0.75,0.75,1,0.3276502697,0.95,1,0.999585460829,0.35,0.35,0.75,0.775326559347,11,1,0,0,False,False,False,False,False,
g554_pool_301994402899,g553_zero_regression_low_support,repair5g549_theta_549000328,2.272664788,0.908168316997,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,g553_zero_regression_low_support,30,0,-0.0290829698155,1.25,1.25,1.25,0.75,0.75,1,0.936143627713,0.95,1,0.998815602369,1,0.35,0.75,0.358075883848,11,1,0,0,False,False,False,False,False,4
g554_pool_802493619892,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000857_t035,0.566783561017,1.18084138623,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,29,0,-0.0289752413547,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.219456631087,0.401471842056,0.845174172153,1,11,1,0,0,False,False,False,False,False,
g554_pool_934638457308,g553_zero_regression_low_support,repair5g549_theta_549000857,1.61938160291,0.650023008289,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_zero_regression_low_support,29,0,-0.0289752413547,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.627018945962,0.497062405875,1.02192620615,1,11,1,0,0,False,False,False,False,False,4
g554_pool_921395259086,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001327_t035,0.525807728386,1.24126305748,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,28,0,-0.0288781625778,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.143408503183,0.337312945374,0.917929051644,1,11,1,0,0,False,False,False,False,False,
g554_pool_459262872042,g553_high_quality_nearmiss,repair5g549_theta_549001327,1.50230779539,0.822656354691,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_high_quality_nearmiss,28,0,-0.0288781625778,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.409738580523,0.313751272497,1.22979729041,1,11,1,0,0,False,False,False,False,False,4
g554_pool_468117192372,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001928_t035,0.650752445496,1.17486265328,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,shrinkage_to_hand_from_risky,28,0,-0.028870525192,1.25,1.25,1.25,0.75,0.75,1,0.297431120138,0.95,1,0.950533373933,0.35,0.35,0.75,0.902494307511,11,1,0,0,False,False,False,False,False,
g554_pool_644942678619,g553_high_quality_nearmiss,repair5g549_theta_549001928,1.85929270142,0.632940914119,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,g553_high_quality_nearmiss,28,0,-0.028870525192,1.25,1.25,1.25,0.75,0.75,1,0.849803200394,0.95,1,0.858666782666,1,0.35,0.75,0.721412307175,11,1,0,0,False,False,False,False,False,4
g554_pool_983360186338,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001951_t035,0.571379261242,1.09088353423,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,28,0,-0.028777452993,1.25,1.25,1.25,0.75,0.75,1,0.333271013458,0.95,1,0.902201935596,0.310446579107,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_640261334275,g553_high_quality_nearmiss,repair5g549_theta_549001951,1.63251217498,0.393000573999,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_high_quality_nearmiss,28,0,-0.028777452993,1.25,1.25,1.25,0.75,0.75,1,0.952202895594,0.95,1,0.720576958846,0.88699022602,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_802904230763,g553_zero_regression_low_support_shrinkage_to_hand,repair5g550_theta_550000062_t035,0.696077199588,1.35768530041,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,199,0,-0.0287088283298,1.25,1.333125,1.25,0.75,0.75,1,0.245230067424,0.95,1,0.923,0.309517843473,0.370825,0.792,0.9755,10.769,1,0,0,False,False,False,False,False,
g554_pool_895719593230,g553_zero_regression_low_support,repair5g550_theta_550000062,1.98879199882,1.15529133451,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,True,False,g553_zero_regression_low_support,199,0,-0.0287088283298,1.25,1.4875,1.25,0.75,0.75,1,0.700657335496,0.95,1,0.78,0.884336695637,0.4095,0.87,0.93,10.34,1,0,0,False,False,False,False,False,15
g554_pool_203345600112,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000567_t035,0.431210766328,1.15927951019,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,30,0,-0.028647602085,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.133948442103,0.344455556089,0.818726562547,1,11,1,0,0,False,False,False,False,False,
g554_pool_304725178930,g553_zero_regression_low_support,repair5g549_theta_549000567,1.23203076094,0.588417648165,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_zero_regression_low_support,30,0,-0.028647602085,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.38270983458,0.334158731683,0.946361607277,1,11,1,0,0,False,False,False,False,False,4
g554_pool_974330851705,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549000052_t035,0.76349428301,1.00967237066,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,28,0,-0.028599686233,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.8467500065,0.495366434265,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_741948395023,g553_high_quality_nearmiss,repair5g549_theta_549000052,2.18141223717,0.714745570506,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_high_quality_nearmiss,28,0,-0.028599686233,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.562142875714,1.41533266933,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_933297956815,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001934_t035,0.586487212025,1.02648721203,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_min_edge_cost;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,28,0,-0.028595551782,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.35,0.35,0.75,0.982334572831,11.1983999032,1,0,0,False,False,False,False,False,
g554_pool_874754477377,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001924_t035,1.01732515036,1.45732515036,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_min_edge_cost;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,28,0,-0.028595551782,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.35,0.35,0.75,0.747389667721,10.3312878374,1,0,0,False,False,False,False,False,
g554_pool_093193524532,g553_high_quality_nearmiss,repair5g549_theta_549001934,1.67567774865,0.209011081982,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_min_edge_cost;theta_max_edge_cost,True,False,g553_high_quality_nearmiss,28,0,-0.028595551782,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.949527350945,11.5668568663,1,0,0,False,False,False,False,False,4
g554_pool_196850295749,g553_high_quality_nearmiss,repair5g549_theta_549001924,2.90664328671,1.43997662005,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_min_edge_cost;theta_max_edge_cost,True,False,g553_high_quality_nearmiss,28,0,-0.028595551782,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.278256193488,9.08939382121,1,0,0,False,False,False,False,False,4
g554_pool_618824997907,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000347_t035,0.610663941588,1.23907491143,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,30,0,-0.028587046524,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.208691772617,0.410249124502,0.895280859437,1,11,1,0,0,False,False,False,False,False,
g554_pool_773218154622,g553_zero_regression_low_support,repair5g549_theta_549000347,1.74475411882,0.816404508854,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_zero_regression_low_support,30,0,-0.028587046524,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.596262207476,0.522140355719,1.16508816982,1,11,1,0,0,False,False,False,False,False,4
g554_pool_422854108203,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549002031_t035,0.578451333097,1.08269468461,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,28,0,-0.0285113338382,1.25,1.25,1.25,0.75,0.75,1,0.2641500717,0.95,1,0.902760324479,0.404837400324,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_112851693689,g553_high_quality_nearmiss,repair5g549_theta_549002031,1.65271809456,0.578508242982,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_high_quality_nearmiss,28,0,-0.0285113338382,1.25,1.25,1.25,0.75,0.75,1,0.754714490571,0.95,1,0.722172355655,1.15667828664,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_302934145374,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000420_t035,0.699526135947,1.05842429815,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,30,0,-0.028370620362,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.888570372859,0.410826378347,0.35,0.75,1,10.8631509737,1,0,0,False,False,False,False,False,
g554_pool_969378514304,g553_zero_regression_low_support,repair5g549_theta_549000420,2.49864610271,1.03197943604,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,30,0,-0.028370620362,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.681629636741,1.17378965242,0.35,0.75,1,10.609002782,0,0,1,False,False,False,False,False,4
g554_pool_105561144074,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000360_t035,0.684293116408,0.976352612289,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,30,0,-0.028361684697,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1.01290377419,0.460955378089,0.35,0.75,1,10.6636569727,1,0,0,False,False,False,False,False,
g554_pool_815157332946,g553_zero_regression_low_support,repair5g549_theta_549000360,2.45512318974,0.988456523073,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,30,0,-0.028361684697,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.03686792626,1.31701536597,0.35,0.75,1,10.039019922,0,0,1,False,False,False,False,False,4
g554_pool_248581409485,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000186_t035,0.821545586909,1.26154558691,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,30,0,-0.0282737488973,1.25,0.999598600803,1.25,0.75,0.75,1,0.35,0.95,1,0.892108865782,0.35,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_158954126324,g553_zero_regression_low_support,repair5g549_theta_549000186,2.34727310545,0.880606438787,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,30,0,-0.0282737488973,1.25,0.534567430865,1.25,0.75,0.75,1,1,0.95,1,0.691739616521,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_758812876532,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549000117_t035,0.523811387794,1.17028120152,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,28,0,-0.02826023478,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.195147639705,0.39436020628,0.822828379343,1,11,1,0,0,False,False,False,False,False,
g554_pool_420958098939,g553_high_quality_nearmiss,repair5g549_theta_549000117,1.49660396513,0.619851051964,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_high_quality_nearmiss,28,0,-0.02826023478,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.557564684871,0.476743446513,0.958081083838,1,11,1,0,0,False,False,False,False,False,4
g554_pool_888928845485,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000155_t035,0.511612386775,0.955054279891,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,30,0,-0.0282300256045,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.347418580163,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_720166615145,g553_zero_regression_low_support,repair5g549_theta_549000155,1.9617496765,0.504916990166,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_agent_progress,True,False,g553_zero_regression_low_support,30,0,-0.0282300256045,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.992624514751,0.35,0.75,1,11,0,1,0,False,False,False,False,False,4
g554_pool_027075848402,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001307_t035,0.485650707448,1.30073767727,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,28,0,-0.028088992343,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.0686847726306,0.427083740832,0.829382728734,1,11,1,0,0,False,False,False,False,False,
g554_pool_165306621013,g553_high_quality_nearmiss,repair5g549_theta_549001307,1.38757344985,0.992583839831,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_high_quality_nearmiss,28,0,-0.028088992343,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.196242207516,0.570239259521,0.976807796384,1,11,1,0,0,False,False,False,False,False,4
g554_pool_990828412988,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001936_t035,0.580999467998,1.020999468,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,28,0,-0.027939374779,1.25,1.1780514314,1.25,0.75,0.75,1,0.35,0.95,1,0.989892720215,0.35,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_186079571718,g553_high_quality_nearmiss,repair5g549_theta_549001936,1.65999848001,0.19333181334,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_high_quality_nearmiss,28,0,-0.027939374779,1.25,1.04443266113,1.25,0.75,0.75,1,1,0.95,1,0.971122057756,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_567052324101,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001572_t035,0.747348815301,1.06684475631,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,28,0,-0.0278818076857,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.826236547527,0.440378044242,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_058857456729,g553_high_quality_nearmiss,repair5g549_theta_549001572,2.13528232943,0.668615662766,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_high_quality_nearmiss,28,0,-0.0278818076857,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.503532992934,1.25822298355,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_613134180660,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000209_t035,0.686903103194,1.04208441283,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,30,0,-0.027724533579,1.25,1.18841442067,1.25,0.75,0.75,1,0.35,0.95,1,0.918108038784,0.413614017771,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_604133001725,g553_zero_regression_low_support,repair5g549_theta_549000209,1.96258029484,0.49591362817,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,30,0,-0.027724533579,1.25,1.07404120192,1.25,0.75,0.75,1,1,0.95,1,0.766022967954,1.18175433649,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_162736445324,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001050_t035,0.549889185227,1.3003511643,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,28,0,-0.0275943069257,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.856603536793,0.117153515693,0.35,0.75,1,11.1935615129,1,0,0,False,False,False,False,False,
g554_pool_627212940687,g553_high_quality_nearmiss,repair5g549_theta_549001050,2.07111195777,1.49147951703,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_high_quality_nearmiss,28,0,-0.0275943069257,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.590295819408,0.334724330551,0.35,0.75,1,11.5530328939,0,0,1,False,False,False,False,False,4
g554_pool_998066634887,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001275_t035,0.609102941795,0.857563724872,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,28,0,-0.027448840136,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.493654412692,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_181649523160,g553_high_quality_nearmiss,repair5g549_theta_549001275,2.24029411941,0.773627452747,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_high_quality_nearmiss,28,0,-0.027448840136,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.41044117912,0.35,0.75,1,11,0,0,1,False,False,False,False,False,4
g554_pool_849806712145,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549000045_t035,0.570794118412,0.895872548255,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,28,0,-0.0274364186622,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.436191177618,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_267354902983,g553_high_quality_nearmiss,repair5g549_theta_549000045,2.13084033832,0.664173671653,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_high_quality_nearmiss,28,0,-0.0274364186622,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.24626050748,0.35,0.75,1,11,0,0,1,False,False,False,False,False,4
g554_pool_768884731840,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000932_t035,0.498490563019,1.30033243934,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,29,0,-0.0273231579589,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.833921832156,0.0786185927628,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_716067071773,g553_zero_regression_low_support,repair5g549_theta_549000932,1.42425875148,0.991426017148,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,29,0,-0.0273231579589,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.525490949018,0.224624550751,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_856473708067,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000795_t035,0.48994498011,0.976721686557,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,29,0,-0.0271591388455,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.314917470165,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_269554692367,g553_zero_regression_low_support,repair5g549_theta_549000795,1.89984280031,0.566823866352,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,29,0,-0.0271591388455,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.899764200472,0.35,0.75,1,11,0,0,1,False,False,False,False,False,4
g554_pool_026436909497,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000127_t035,0.503112169609,1.26291754333,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,30,0,-0.027155433199,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.110145969708,0.403865662269,0.852936806626,1,11,1,0,0,False,False,False,False,False,
g554_pool_798873117840,g553_zero_regression_low_support,repair5g549_theta_549000127,1.43746334174,0.884526314281,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_zero_regression_low_support,30,0,-0.027155433199,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.314702770594,0.503901892196,1.04410516179,1,11,1,0,0,False,False,False,False,False,4
g554_pool_084777359489,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001330_t035,0.805914723174,1.11998707503,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,28,0,-0.0270805275344,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.953034643931,0.444445736108,0.35,0.75,1,10.2693911612,1,0,0,False,False,False,False,False,
g554_pool_973078109738,g553_high_quality_nearmiss,repair5g549_theta_549001330,2.80261349477,1.33594682811,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_high_quality_nearmiss,28,0,-0.0270805275344,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.865813268373,1.26984496031,0.35,0.75,1,8.91254617491,0,0,1,False,False,False,False,False,4
g554_pool_712054936207,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000326_t035,0.661766566469,1.10176656647,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,30,0,-0.0270607668518,1.25,1.30254180742,1.25,0.75,0.75,1,0.35,0.95,1,0.8936002128,0.35,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_566960092542,g553_zero_regression_low_support,repair5g549_theta_549000326,1.89076161848,0.424094951809,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,30,0,-0.0270607668518,1.25,1.40011944976,1.25,0.75,0.75,1,1,0.95,1,0.696000607999,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_583259411467,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000797_t035,0.571199090936,1.20417479832,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,29,0,-0.0269892325082,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.205268219464,0.373491673017,0.906236275027,1,11,1,0,0,False,False,False,False,False,
