instance_index,map,map_family,solver_seed,solver_scenario_path,solver_scenario_sha256,solver_scenario_pair_count,start_goal_assignment_sha256,actual_solver_scenario_from_instance_assignment,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
3873,g565-synth-labyrinth-b-48,labyrinth,10873,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-labyrinth-b-48-random-10873.scen,bf658c12512dab202b09b997859f3b1a97a57f4256bc9fc90c387a0cd47a0bc3,96,569326ab23cc29310d0f6cd3bed6138e07a4e93805c9a6c44237e4e626bc4a1a,True,False,False,False,False,False
3874,g565-synth-checker-a-40,checker,10874,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-checker-a-40-random-10874.scen,c6c996a2e98d4b3604ff6d52958f74567c9ee884f00a0e2e293ab730cad2d9ae,128,130885f379ec24c3ab287721197855a94a94be67d7da9be9aa211a83c19812fa,True,False,False,False,False,False
3875,g565-synth-checker-b-48,checker,10875,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-checker-b-48-random-10875.scen,2f9b82c6b339f26afd44421a95a1dc88cca9b786fa1fb0f9c6f86f8b9ede245f,256,2a76ca5b2945979e4511cf920bf4a4e4d351864a7c8bd39d54b8ccdb1d0e28a3,True,False,False,False,False,False
3876,g565-synth-corridor-grid-a-44,corridor_grid,10876,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-corridor-grid-a-44-random-10876.scen,bd1e84089ad53c36f633297869adda6823458c5fbdf53386c28086068d7793b1,16,a8e95226b617a0b21f024d72fd96297e1175752361b9b2b9ba6756ca76fcda4c,True,False,False,False,False,False
3877,g565-synth-corridor-grid-b-52,corridor_grid,10877,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-corridor-grid-b-52-random-10877.scen,327f9aa325cbbc3c757642696103ec8e535c0505c1ba948b7fa0cf3378358188,32,37a949a68fc071b9e6d1fb5123cda83d1056054285e8d1ebd0519f763a7d7908,True,False,False,False,False,False
3878,g565-synth-hub-spoke-a-44,hub_spoke,10878,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-hub-spoke-a-44-random-10878.scen,76effd531177a13e39e9c77b4fb5ef6de01034e7fcb7bd8b926b06eab70a44ae,64,d305bc785b8695b9e316e1b4922813cb920825b813fe374f630a8d8f6735b59e,True,False,False,False,False,False
3879,g565-synth-hub-spoke-b-52,hub_spoke,10879,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-hub-spoke-b-52-random-10879.scen,3b09e013a5d4086dcca1825b040340199b16b44b5ef67fb4637a18c0f4aa5b7e,96,da34bfcaf855b8ab9e58c8a5566d8949835ef92d63465ce4198f85ff78f49ebb,True,False,False,False,False,False
3880,empty-8-8,empty,10880,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-8-8-random-10880.scen,ca555c22319776e0e3494e0e9468858d46d1af7e78f9d2aa5f89e9b4048bb212,64,d092453214fb54288f6fdef6304bb5751def2c0e78cb130ea6e5a18bc8bb18ba,True,False,False,False,False,False
3881,empty-16-16,empty,10881,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-16-16-random-10881.scen,159d151e3c2ef7f991d8fa7bda7302b8267f6d0972d998d825461e85e1bea574,256,df6ce55d66da8e810c978f947abdee4105df90b1d9a354392ba23e7eeea287e9,True,False,False,False,False,False
3882,empty-32-32,empty,10882,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-32-32-random-10882.scen,a3059b37ac97e32d510dc04504b8c4ca0d2ee8e7bd4af3704ead42b58ca478fb,16,6ec579334bfac614eecc19cb24a94b06af51fe2ca218867b1294e4563551c9d3,True,False,False,False,False,False
3883,random-8-8-20,random,10883,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-8-8-20-random-10883.scen,5d4fbbfb395f3c867234de470162c3bedce7d86c84a8eeb62a6fdfc02d28cde9,32,1b02279540d3eb85e2d529f73f3202d88ad824b13191235ae6e4a9d9bc5cbd06,True,False,False,False,False,False
3884,random-32-32-10,random,10884,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-10-random-10884.scen,5d3445245f851f2323af6d5eb791c784e7264e565284ba4a8ea86eb2d8df8201,64,8fca4de491c41de3ce92b92070bad29a88381d461c82860af5ef968232256d63,True,False,False,False,False,False
3885,random-32-32-20,random,10885,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-20-random-10885.scen,0354b83c9546a179c3ccd72e0c603bee5d9cff24c21265e31d2327129a43671d,96,ca25fdf02627fb70294426479d45a313638f83bb87700a12e2d2ce8238519f57,True,False,False,False,False,False
3886,maze-32-32-2,maze,10886,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-32-32-2-random-10886.scen,15ef3c9fa09c50d647edb47d5092f5b4ea75f6ef1979d40b5fbf9ecdba1940f1,128,175cd847fd38036fbfb11adf000c96ad35b8a4e1d9a345219f81b569334217fd,True,False,False,False,False,False
3887,maze-36-32-4,maze,10887,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-36-32-4-random-10887.scen,c6d4f8d93f54aac3db0e6333047ce4e2ac1e31013b6a620c1aecabf4a48b765b,256,cead17f9832797366db891fccec73534329ca3d4e0d804ff778e000e103e27e3,True,False,False,False,False,False
3888,room-32-32-4,room,10888,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/room-32-32-4-random-10888.scen,62a990be501b7cd07f42ef2380d7d58554c9f76fbd49ebfbc9fc277e3c05957c,16,db848cd0afc8b1dfad269c703aa9b1c0ecc581b5cb0fd590a0f7e7f141a75d86,True,False,False,False,False,False
3889,room-40-32-8,room,10889,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/room-40-32-8-random-10889.scen,21cab2cdb0344127afaf6d11c9b52817e90100ddec15981c04bfb8f9c62151d6,32,ff9c7f9e1b3aa63092b92b2c44aa7e6be7ea542a0b66841fec3be3b71d043ee0,True,False,False,False,False,False
3890,g559-synth-warehouse-a-32,warehouse,10890,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-warehouse-a-32-random-10890.scen,9c4971fd7681f099d408262aa4715ddeb1729249ef69cf362dfc826461183696,64,78bb070d81fbb581bc849de94c2219830e83985d27e4d9769b947e10ce10d112,True,False,False,False,False,False
3891,g559-synth-warehouse-b-36,warehouse,10891,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-warehouse-b-36-random-10891.scen,cd514cd8a08e490af1f92c0a18d461723de0eb80be4c96a7ac45284b0ba27012,96,3303cbe4f9036d7fc2df7d8c8aea621b4107dba095a27ca67a0ad5f217679fdc,True,False,False,False,False,False
3892,g559-synth-connector-32,irregular_bottleneck,10892,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-connector-32-random-10892.scen,68d224e0a758c743298d63bac578f4df4aa6071565d0fe8b0217319ceb57e6a8,128,542dd3430e329a2fe656ee99347e2bb4e1435960fd86a8dac16e7bbd2856ac97,True,False,False,False,False,False
3893,g559-synth-corners-34,irregular_bottleneck,10893,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-corners-34-random-10893.scen,598decb967d66e2f5e022184543f1acd37e5bfcde0dbd0e88cb9b89eb8f31d6b,256,5f65e4258c3aaf1983f940205f11c610529a68a9cbf31cbf28aa3a5668623708,True,False,False,False,False,False
3894,g559-synth-loop-chain-36,irregular_bottleneck,10894,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-loop-chain-36-random-10894.scen,6f1ed3b5f712086eea1811a15a98f94b5077ad728316f753854c99df6c479392,16,97e7a3ef551dd6090a28f7b0d02afd522d06acc1f64427b1ee0aab8f246e69c7,True,False,False,False,False,False
3895,g559-synth-tunnel-38,irregular_bottleneck,10895,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tunnel-38-random-10895.scen,cb04736a2b47ab1ad12471edbd4e458a50e88244a2cdd686548b41e19c26cce4,32,af09c50f33714f9831694cf41a310a233de08e5e6419f52baefc0d2a247a86bc,True,False,False,False,False,False
3896,g559-synth-string-40,irregular_bottleneck,10896,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-string-40-random-10896.scen,d05cf052b0e33901df4189892b3ae45c2b44bb121eccfb750bf45928e26ddab8,64,8b28108bc8525b9778fc46a5879ff9f53eac73234eb1f018587f98d603594aee,True,False,False,False,False,False
3897,g559-synth-tree-42,irregular_bottleneck,10897,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tree-42-random-10897.scen,f544dd4ba829c10d5a9c422114794ed448bc466de84b281de059af03dc545a06,96,eca3dc09ced49fd6779f5eb263b2f7e54fc88fcd04966019dcbb86aa2f2b2828,True,False,False,False,False,False
3898,g559-synth-game-den-32,game,10898,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-den-32-random-10898.scen,d682df230871d53bbe7240fbc49f443f8ee4e98a19038315af7a2327e084c223,128,d23ec80b306dcd34873531c199e137747cc57ccdf6211567cb02ee7016915659,True,False,False,False,False,False
3899,g559-synth-game-brc-32,game,10899,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-brc-32-random-10899.scen,a3d361d8a05b1641357b8619b1a70f65e06232c867ad30b98889197a276a86c2,256,0c531b31f9fece820698534ca22988a5cf35794207b09661ea666605bbf21d2b,True,False,False,False,False,False
3900,g559-synth-city-berlin-32,city,10900,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-berlin-32-random-10900.scen,7572397fa25d4ddbeb2d225fcc8590b7bd8cf4c2075aebf4efbb813c698b350a,16,19b4ecbe5c4114dc00be3f2358050004d809ad861d6aaa0ecad35d6dff30816a,True,False,False,False,False,False
3901,g559-synth-city-boston-32,city,10901,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-boston-32-random-10901.scen,3876c5cdc3f7148c2702fb2a1d9dfaa99e23f2ba0d32fa6260152b86eda33001,32,5cd3491ab824da5ec479e046c8981dd606c3a30d3a903984902cd85b1b7670f7,True,False,False,False,False,False
3902,g559-synth-city-paris-32,city,10902,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-paris-32-random-10902.scen,fd19491301c72959b073214f12a10890611c7ee8151949355f2fd211946f81b6,64,664548b5949c59f7ccd0d4cab6532e873d4bd4d7245646d430403da31321fe74,True,False,False,False,False,False
3903,g559-synth-game-lak-32,game,10903,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-lak-32-random-10903.scen,4cce93e753b428a56b59413f6eb85ca1d64c0334c0c6f5c144e8daf2cb94868c,96,c79bf09ebdf127b7ffbbecb4ec1956add8e3380c44c908f9be38f7815c6fa32c,True,False,False,False,False,False
3904,g565-synth-open-cross-40,open_cross,10904,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-open-cross-40-random-10904.scen,817b70f6c1dc7afece1b812c331f610b7fb7f0fb300c6bd8e70a8086e42072a4,128,a7b71a4ecef39c6ca04568cdb912c266eeb3c068783b77ce197948af531db418,True,False,False,False,False,False
3905,g565-synth-open-halls-44,open_cross,10905,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-open-halls-44-random-10905.scen,ac1f48df116b3689fc8cb81c4b4f4cc1d3c8a8d4534fe5b39fe04c8e665e776f,256,7c070b275d1b7700358a3a5045795de8eb27bd4fd1dbf9b48b0b917fc5ec9ca2,True,False,False,False,False,False
3906,g565-synth-ring-a-40,ring,10906,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-ring-a-40-random-10906.scen,61ec0057eb4b500d461735797a371f0ef1e9bb1824791a30a23a591bce8cb901,16,46bd7863dfcac89ae043bba09fff8103b3a8d6b361332f76616fdcb07f527a2e,True,False,False,False,False,False
3907,g565-synth-ring-b-48,ring,10907,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-ring-b-48-random-10907.scen,d30218f04b6c117bae108040d1439ed4a9fe87207f423ac05829a10c8ffc9058,32,2200d00e2c89e7fd1cbce9b5bacfa15f482654ecad3ef8f98f1b1eecf74f0d72,True,False,False,False,False,False
3908,g565-synth-islands-a-40,islands,10908,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-islands-a-40-random-10908.scen,9ddbe99ef1c1f1c1033a2a8599deab7e4fba1b73ecb09f22d8fb7159ffe06ec6,64,b83eb26b5aaf1a2db102d6f4adc08ba34d5be3a26192780383283a5c0bd2a1c7,True,False,False,False,False,False
3909,g565-synth-islands-b-48,islands,10909,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-islands-b-48-random-10909.scen,21d859c9c4b80f04f292869f87f63a50cb32bfe41bbbff3752e13f42002fedcd,96,25c0d3344719ed6466825199da7327ab3bf04e153e22def4e85b985b3edea0d3,True,False,False,False,False,False
3910,g565-synth-bridge-a-40,narrow_bridge,10910,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-bridge-a-40-random-10910.scen,90c6273195a32810601f9b2905e34c218380e9051456893b82e7551f7528c040,128,3f206f9b9584ab0b908ab11c890718e9d45d95363229dc9ae3bb5cfdede1a294,True,False,False,False,False,False
3911,g565-synth-bridge-b-48,narrow_bridge,10911,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-bridge-b-48-random-10911.scen,b3485415f9a0cdbc730158d3d32becf07d575067bc95fdf7a22a8596f3a8b380,256,bb92650f027146bb7daf4d75c3d56f501fe3fb33689eab8063ddc3556e2f4a39,True,False,False,False,False,False
3912,g565-synth-labyrinth-a-40,labyrinth,10912,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-labyrinth-a-40-random-10912.scen,fbb04d19bbdd396de7ae8697494c0c92493655a5ce7f88783cde9ca98104d858,16,5e2eea87cccf5ee23319c27686ac70b5ea13fd425a79686e84347d2aec0d82c0,True,False,False,False,False,False
3913,g565-synth-labyrinth-b-48,labyrinth,10913,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-labyrinth-b-48-random-10913.scen,70177153aac3f2e6aeaa135f4302038198472c48d13db7274fe0b97a7f0c3daf,32,922883cc172b2e4f473e7610c2661a524c65984899110815ea707257e2b18bdb,True,False,False,False,False,False
3914,g565-synth-checker-a-40,checker,10914,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-checker-a-40-random-10914.scen,5cb366ac9d003715471a9090a135bc99b3f10a19ffdede828c6a1a4d45d02c77,64,a50229092152e01bf4a804c28681df27653465b4a410cea1cbae751e830f25be,True,False,False,False,False,False
3915,g565-synth-checker-b-48,checker,10915,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-checker-b-48-random-10915.scen,04e405786a7e0292ddb4e27123f4eb29e38fdd0a942cd4349f297a0035b40cb8,96,032e350b9684bdabc8a6a823331b692ad6a7882f3cf4e26bad849e62e9c7ef9a,True,False,False,False,False,False
3916,g565-synth-corridor-grid-a-44,corridor_grid,10916,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-corridor-grid-a-44-random-10916.scen,808d3f24bfbd54b3ad5afcd0fb26847bdb9a03a56f98d8811ee3117a8f2591be,128,ee871de94b6fc14e78def1dccc8d0db146b410be3996ce25b828cd04c831f63b,True,False,False,False,False,False
3917,g565-synth-corridor-grid-b-52,corridor_grid,10917,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-corridor-grid-b-52-random-10917.scen,b7242e5c525de634acc058d1d68079e450493d65cf4af53f189dd1e0e2f6596e,256,58f2d2ffe5fabb53aba2bf538ea973ada4706966d3f94c6073340e2fa96a02d1,True,False,False,False,False,False
3918,g565-synth-hub-spoke-a-44,hub_spoke,10918,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-hub-spoke-a-44-random-10918.scen,c6f173b6e83d553a1e510100dd289dfe6e515edd70cb7ac32e57248cf1fd5c79,16,7a348a3067dda26e049f78104490e38c8fe8be02e567531407a79acd1d0fc08a,True,False,False,False,False,False
3919,g565-synth-hub-spoke-b-52,hub_spoke,10919,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-hub-spoke-b-52-random-10919.scen,7964f89dda30bdb1e31f63785ae06a6de3dd67235266a7ef07fffa77431af4d0,32,24692e1ae86a00ba95992a9d654475e51d7ad511b1c6d52658745ea74b41b714,True,False,False,False,False,False
3920,empty-8-8,empty,10920,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-8-8-random-10920.scen,42ae43263431bf94b4af46740b3f1faed224926355a18be90d9384a85f3d0e96,64,2ceacd6193a5c7fea538519d4ddf8ad60d46214540d7f1f8a7b1d82aa0740aab,True,False,False,False,False,False
3921,empty-16-16,empty,10921,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-16-16-random-10921.scen,fd6a5c3434228af040ceb861f8a224e7a5c31203cfae05f78547a791cb0d5760,96,6d4b01f3b0f56c4f33b2ad9acc973e2bf08868edaf2cd2a98874d55a4b80a49b,True,False,False,False,False,False
3922,empty-32-32,empty,10922,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-32-32-random-10922.scen,06d6fcd70543ce275b01d4718f0969b11f1a9d76433429e1178f943c028f9f04,128,286af5d257887a24440d2b54bd07d29bc1856f15371d8450b940f9761b0c416d,True,False,False,False,False,False
3923,random-8-8-20,random,10923,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-8-8-20-random-10923.scen,dd048cb777b7778829f2d52863c499ce0b321c9da9062ecb070f514e91293d82,32,79318d1a678f0894cd20c17f13c591dc8dc4553fd845af262568181f58686246,True,False,False,False,False,False
3924,random-32-32-10,random,10924,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-10-random-10924.scen,27eddb5ea30bba2213a8e0f466c033dc97cc75f7de5a04091ad4fe98299f60eb,16,b3d6503b723e9f0e0393b7ff795dfcc748517d1b4b1f4cc4b74adf5cbe6ebfc2,True,False,False,False,False,False
3925,random-32-32-20,random,10925,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-20-random-10925.scen,c9fb9746490849bda3d37bc67d458ef2bc0c52b3430ccd23b81fdb43c0a0ae69,32,65e22850696eb6b10743e73194f2aa3976f6ac9bbb7029d25b9cdda26e2e3cef,True,False,False,False,False,False
3926,maze-32-32-2,maze,10926,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-32-32-2-random-10926.scen,52f02f12fdb78e838036ccbf01b6bb75b349f2e97adce22e03fe0e9f9fefd4bc,64,1263c1c7d481d92e1c778c02a6cd341961750396401240ae76f69421cd492c58,True,False,False,False,False,False
3927,maze-36-32-4,maze,10927,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-36-32-4-random-10927.scen,6eb81860a31b26250de05e080d399f9d8d56b52b40ecdd4b47e8e8de1b9dcd3b,96,631d3fad76415ab8fb2d26e0776ee263c2703eb0a0ea31f2cb9c27298b6c09db,True,False,False,False,False,False
3928,room-32-32-4,room,10928,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/room-32-32-4-random-10928.scen,b3eb66b638cf04b51109a76e49b89bcccd5328a87cb9b36cbbfd38738b52b12a,128,ceedd4962cf07a45ecf6d6c64f6837c5c94147c3d46981e534dedf29636f5c9e,True,False,False,False,False,False
3929,room-40-32-8,room,10929,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/room-40-32-8-random-10929.scen,14dd8ca888e58b6fa34f316e0245aee5f4d36e236e2c0dc82a087d64018321a4,256,979130dca65a861bdb06c0254d78404a1cc8d399f664a5b966276fc7b0277142,True,False,False,False,False,False
3930,g559-synth-warehouse-a-32,warehouse,10930,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-warehouse-a-32-random-10930.scen,979b5452682b99d259b84097a228143cdcf280db498d51b388e3c394d96216a3,16,22d128d2451212f36e5e7f4ea65c17fdfbe8a1d454fb9240d392994db5452b9b,True,False,False,False,False,False
3931,g559-synth-warehouse-b-36,warehouse,10931,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-warehouse-b-36-random-10931.scen,38ef20e28da9f288ff1518ff4342fd93e480bb4b0a2da756625b14522dadbaa0,32,a2250da7d14612cdfc37549fe83fd96321ca6da159ef3caac0d46dac754aea28,True,False,False,False,False,False
3932,g559-synth-connector-32,irregular_bottleneck,10932,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-connector-32-random-10932.scen,8272d3cdba5682b17eb13b11a4d86de352e5b5b1047965754517073285103a67,64,440874f6dbd0eae0f6c433cc60ff0f6165eed2b3ad0bb474d5ebc520769c18fd,True,False,False,False,False,False
3933,g559-synth-corners-34,irregular_bottleneck,10933,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-corners-34-random-10933.scen,c017d90e3bf86c5ef65712f5f9d0d577fc1bb72fd2da5f7acd3201a8cbab24f1,96,a33fa8bee3339be3b93770a7a7e1fec999326ac40e6e15cf07eddd555e690a2b,True,False,False,False,False,False
3934,g559-synth-loop-chain-36,irregular_bottleneck,10934,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-loop-chain-36-random-10934.scen,3cc1eba6d5c729bed39686dddebe95406bd516e25dd643408a388db8c8017210,128,e340cb118370c258e46b902098462852f804fd0406f60b97b527f016904e7335,True,False,False,False,False,False
3935,g559-synth-tunnel-38,irregular_bottleneck,10935,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tunnel-38-random-10935.scen,b843ecb04be1ccd81a6af86840a6d5f69f55345c92986e567b53dc2d5cc0e48b,256,97a41e98024e002732e0e64e66afeb06e28498f3b800b9082996187aaf6b0845,True,False,False,False,False,False
3936,g559-synth-string-40,irregular_bottleneck,10936,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-string-40-random-10936.scen,1d8bf559926f7cd9084e1dd49abbd50df3820b94c9ed089e2400d9fad8462a6b,16,c9aaf4a351cf454a9f73e4659789908bbcdf77a37ce12318796582b0ccf2b55c,True,False,False,False,False,False
3937,g559-synth-tree-42,irregular_bottleneck,10937,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tree-42-random-10937.scen,c670dddbfdd62dac207248b28263454f831fef0a687fa2b299f23484c01b7641,32,a76e0a32f94e0a75387d815329798d0410631f29749f89898cf2aad5c23d437d,True,False,False,False,False,False
3938,g559-synth-game-den-32,game,10938,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-den-32-random-10938.scen,e2e092351768cac86df7aff2e68d410d045240bfed48bf9df8ee5f708548e2eb,64,0ad481f2924dc698669ed72afae47d663fae5aa349dbc0cd29905773066419cb,True,False,False,False,False,False
3939,g559-synth-game-brc-32,game,10939,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-brc-32-random-10939.scen,634570fc8b0051d6849f0cc63a72b79e7701f576c05e229cf718943d7a549594,96,f05e61e1e2c4d1565990ebdc914f477499d278f0d17dde46a73f4ea4b81c03d6,True,False,False,False,False,False
3940,g559-synth-city-berlin-32,city,10940,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-berlin-32-random-10940.scen,738eba3f57168d200bee9691267952f8a7678970d8ef76f2f2a741461d7dd235,128,136dd006d23958fd1dae452913016813af5c9f2e255cc4135a318796a8777271,True,False,False,False,False,False
3941,g559-synth-city-boston-32,city,10941,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-boston-32-random-10941.scen,2e9ef01c8cfdf1dbed092b96a30dadce4decfc2c4e659ac71d1ea3a1d85de393,256,4bfa3b4f7fbf1faacdd0c0d5b87c73b28b88aa87bbaa0ad2389ec7abec4bf0db,True,False,False,False,False,False
3942,g559-synth-city-paris-32,city,10942,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-paris-32-random-10942.scen,8d2fb9fd57f3cc18c50c4c447c9353b57b093436edd8a20c64a5a1f61cbadd86,16,356637fe6b0d798cbbc8e2f790ba72d272f6138a749829673f13cd8feaadb2a3,True,False,False,False,False,False
3943,g559-synth-game-lak-32,game,10943,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-lak-32-random-10943.scen,391cd06bfdb02fe25081731d4227e2f9e40ab7f70e1cef0130e7fa4966b5db5d,32,691b79bb09b0ac71170c838938a2ccad110c0612608ccf8a8224bee688229f13,True,False,False,False,False,False
3944,g565-synth-open-cross-40,open_cross,10944,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-open-cross-40-random-10944.scen,13b08bb7c5ac88708ca89b6d46943d0b0f26754251856f458518f112eb23208e,64,8826fa659ea90e51022aa56be91402f5c92e17eb7492a1d592a174b27007e12b,True,False,False,False,False,False
3945,g565-synth-open-halls-44,open_cross,10945,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-open-halls-44-random-10945.scen,7617bf661ba4b53c234ee0eade169cf5b9ee72f722d916a674317cb020d55d1d,96,e3f5e98807df2e54ba87c00feafce1db66923f7049ac6510f2e5c32d23d16c83,True,False,False,False,False,False
3946,g565-synth-ring-a-40,ring,10946,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-ring-a-40-random-10946.scen,c1aa5cf29ac2f107e6f4a8e1d675b9ee103509417824612433f2597f7cce6018,128,67a3f1e3362fe74faf51c8a009f2527f38bf435073a0913666ebfa408daa3a03,True,False,False,False,False,False
3947,g565-synth-ring-b-48,ring,10947,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-ring-b-48-random-10947.scen,945af5ed0e198454f0b4c89af675fc3803a9788c38af84c05621269ee61a7485,256,71af54320702e74d869fb86c475bdd511084ef5451f424e85f3da56fa9de9aaf,True,False,False,False,False,False
3948,g565-synth-islands-a-40,islands,10948,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-islands-a-40-random-10948.scen,d3aff22e0d0f0eb5bb1ca6edefac4dc5083d310c507ab45bda88cd195d10ae86,16,6b85ff0c8990cef427fa2beeabc7663880e40e5628e5580a3d69354170a6097d,True,False,False,False,False,False
3949,g565-synth-islands-b-48,islands,10949,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-islands-b-48-random-10949.scen,1e320b9bd5911bb5f22d02ddf1c42a0c53caecdc55bad0bf27ebd44e8db026ff,32,60714b7e4cee968a126e11eac5031933e7c8320e3f626df60f3a63883313405c,True,False,False,False,False,False
3950,g565-synth-bridge-a-40,narrow_bridge,10950,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-bridge-a-40-random-10950.scen,4322e6d87eccd73162f789b5903a59294298d380d1c2e6e772c9019c82f34955,64,5ff5ae646d06d79a08ff6905796582236d7f83f517bd96b2352509c8859ef38c,True,False,False,False,False,False
