checkpoint_id,split,map_name,agents,seed,iteration,selected_rule,selected_decision,selected_rule_harmful,selected_vs_additive_delta
empty-16-16__a100__i22__phase4_phase4-full-repair5-expand5000__iter1,train,empty-16-16,100,22,1,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i22__phase4_phase4-full-repair5-expand5000__iter2,train,empty-16-16,100,22,2,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i22__phase4_phase4-full-repair5-expand5000__iter3,train,empty-16-16,100,22,3,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i23__phase4_phase4-full-repair5-expand5000__iter0,train,empty-16-16,100,23,0,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i23__phase4_phase4-full-repair5-expand5000__iter1,train,empty-16-16,100,23,1,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i23__phase4_phase4-full-repair5-expand5000__iter2,train,empty-16-16,100,23,2,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i23__phase4_phase4-full-repair5-expand5000__iter3,train,empty-16-16,100,23,3,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i24__phase4_phase4-full-repair5-expand5000__iter0,train,empty-16-16,100,24,0,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i24__phase4_phase4-full-repair5-expand5000__iter1,train,empty-16-16,100,24,1,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i24__phase4_phase4-full-repair5-expand5000__iter2,train,empty-16-16,100,24,2,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i24__phase4_phase4-full-repair5-expand5000__iter3,train,empty-16-16,100,24,3,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i25__phase4_phase4-full-repair5-expand5000__iter0,train,empty-16-16,100,25,0,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i25__phase4_phase4-full-repair5-expand5000__iter1,train,empty-16-16,100,25,1,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i25__phase4_phase4-full-repair5-expand5000__iter2,train,empty-16-16,100,25,2,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i25__phase4_phase4-full-repair5-expand5000__iter3,train,empty-16-16,100,25,3,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i2__phase4_phase4-full-repair5-expand5000__iter0,train,empty-16-16,100,2,0,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i2__phase4_phase4-full-repair5-expand5000__iter1,train,empty-16-16,100,2,1,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i2__phase4_phase4-full-repair5-expand5000__iter2,train,empty-16-16,100,2,2,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i2__phase4_phase4-full-repair5-expand5000__iter3,train,empty-16-16,100,2,3,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i3__phase4_phase4-full-repair5-expand5000__iter0,train,empty-16-16,100,3,0,decay_095,use_nonadditive,False,0.0
empty-16-16__a100__i3__phase4_phase4-full-repair5-expand5000__iter1,train,empty-16-16,100,3,1,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i3__phase4_phase4-full-repair5-expand5000__iter2,train,empty-16-16,100,3,2,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i3__phase4_phase4-full-repair5-expand5000__iter3,train,empty-16-16,100,3,3,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i4__phase4_phase4-full-repair5-expand5000__iter0,train,empty-16-16,100,4,0,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i4__phase4_phase4-full-repair5-expand5000__iter1,train,empty-16-16,100,4,1,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i4__phase4_phase4-full-repair5-expand5000__iter2,train,empty-16-16,100,4,2,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i4__phase4_phase4-full-repair5-expand5000__iter3,train,empty-16-16,100,4,3,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i5__phase4_phase4-full-repair5-expand5000__iter0,train,empty-16-16,100,5,0,decay_095,use_nonadditive,False,0.0
empty-16-16__a100__i5__phase4_phase4-full-repair5-expand5000__iter1,train,empty-16-16,100,5,1,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i5__phase4_phase4-full-repair5-expand5000__iter2,train,empty-16-16,100,5,2,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i5__phase4_phase4-full-repair5-expand5000__iter3,train,empty-16-16,100,5,3,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i6__phase4_phase4-full-repair5-expand5000__iter0,train,empty-16-16,100,6,0,decay_095,use_nonadditive,False,0.0
empty-16-16__a100__i6__phase4_phase4-full-repair5-expand5000__iter1,train,empty-16-16,100,6,1,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i6__phase4_phase4-full-repair5-expand5000__iter2,train,empty-16-16,100,6,2,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i6__phase4_phase4-full-repair5-expand5000__iter3,train,empty-16-16,100,6,3,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i7__phase4_phase4-full-repair5-expand5000__iter0,train,empty-16-16,100,7,0,decay_095,use_nonadditive,False,0.0
empty-16-16__a100__i7__phase4_phase4-full-repair5-expand5000__iter1,train,empty-16-16,100,7,1,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i7__phase4_phase4-full-repair5-expand5000__iter2,train,empty-16-16,100,7,2,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i7__phase4_phase4-full-repair5-expand5000__iter3,train,empty-16-16,100,7,3,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i8__phase4_phase4-full-repair5-expand5000__iter0,train,empty-16-16,100,8,0,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i8__phase4_phase4-full-repair5-expand5000__iter1,train,empty-16-16,100,8,1,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i8__phase4_phase4-full-repair5-expand5000__iter2,train,empty-16-16,100,8,2,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i8__phase4_phase4-full-repair5-expand5000__iter3,train,empty-16-16,100,8,3,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i9__phase4_phase4-full-repair5-expand5000__iter0,train,empty-16-16,100,9,0,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i9__phase4_phase4-full-repair5-expand5000__iter1,train,empty-16-16,100,9,1,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i9__phase4_phase4-full-repair5-expand5000__iter2,train,empty-16-16,100,9,2,additive_ltm,defer_ltm,False,0.0
empty-16-16__a100__i9__phase4_phase4-full-repair5-expand5000__iter3,train,empty-16-16,100,9,3,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i10__phase4_phase4-full-repair5-expand5000__iter0,train,empty-16-16,200,10,0,decay_095,use_nonadditive,False,0.0
empty-16-16__a200__i10__phase4_phase4-full-repair5-expand5000__iter1,train,empty-16-16,200,10,1,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i10__phase4_phase4-full-repair5-expand5000__iter2,train,empty-16-16,200,10,2,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i10__phase4_phase4-full-repair5-expand5000__iter3,train,empty-16-16,200,10,3,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i11__phase4_phase4-full-repair5-expand5000__iter0,train,empty-16-16,200,11,0,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i11__phase4_phase4-full-repair5-expand5000__iter1,train,empty-16-16,200,11,1,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i11__phase4_phase4-full-repair5-expand5000__iter2,train,empty-16-16,200,11,2,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i11__phase4_phase4-full-repair5-expand5000__iter3,train,empty-16-16,200,11,3,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i12__phase4_phase4-full-repair5-expand5000__iter0,train,empty-16-16,200,12,0,decay_095,use_nonadditive,False,0.0
empty-16-16__a200__i12__phase4_phase4-full-repair5-expand5000__iter1,train,empty-16-16,200,12,1,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i12__phase4_phase4-full-repair5-expand5000__iter2,train,empty-16-16,200,12,2,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i12__phase4_phase4-full-repair5-expand5000__iter3,train,empty-16-16,200,12,3,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i13__phase4_phase4-full-repair5-expand5000__iter0,train,empty-16-16,200,13,0,decay_095,use_nonadditive,False,0.0
empty-16-16__a200__i13__phase4_phase4-full-repair5-expand5000__iter1,train,empty-16-16,200,13,1,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i13__phase4_phase4-full-repair5-expand5000__iter2,train,empty-16-16,200,13,2,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i13__phase4_phase4-full-repair5-expand5000__iter3,train,empty-16-16,200,13,3,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i14__phase4_phase4-full-repair5-expand5000__iter0,train,empty-16-16,200,14,0,decay_095,use_nonadditive,False,0.0
empty-16-16__a200__i14__phase4_phase4-full-repair5-expand5000__iter1,train,empty-16-16,200,14,1,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i14__phase4_phase4-full-repair5-expand5000__iter2,train,empty-16-16,200,14,2,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i14__phase4_phase4-full-repair5-expand5000__iter3,train,empty-16-16,200,14,3,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i15__phase4_phase4-full-repair5-expand5000__iter0,train,empty-16-16,200,15,0,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i15__phase4_phase4-full-repair5-expand5000__iter1,train,empty-16-16,200,15,1,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i15__phase4_phase4-full-repair5-expand5000__iter2,train,empty-16-16,200,15,2,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i15__phase4_phase4-full-repair5-expand5000__iter3,train,empty-16-16,200,15,3,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i16__phase4_phase4-full-repair5-expand5000__iter0,train,empty-16-16,200,16,0,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i16__phase4_phase4-full-repair5-expand5000__iter1,train,empty-16-16,200,16,1,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i16__phase4_phase4-full-repair5-expand5000__iter2,train,empty-16-16,200,16,2,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i16__phase4_phase4-full-repair5-expand5000__iter3,train,empty-16-16,200,16,3,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i17__phase4_phase4-full-repair5-expand5000__iter0,train,empty-16-16,200,17,0,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i17__phase4_phase4-full-repair5-expand5000__iter1,train,empty-16-16,200,17,1,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i17__phase4_phase4-full-repair5-expand5000__iter2,train,empty-16-16,200,17,2,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i17__phase4_phase4-full-repair5-expand5000__iter3,train,empty-16-16,200,17,3,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i18__phase4_phase4-full-repair5-expand5000__iter0,train,empty-16-16,200,18,0,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i18__phase4_phase4-full-repair5-expand5000__iter1,train,empty-16-16,200,18,1,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i18__phase4_phase4-full-repair5-expand5000__iter2,train,empty-16-16,200,18,2,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i18__phase4_phase4-full-repair5-expand5000__iter3,train,empty-16-16,200,18,3,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i19__phase4_phase4-full-repair5-expand5000__iter0,train,empty-16-16,200,19,0,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i19__phase4_phase4-full-repair5-expand5000__iter1,train,empty-16-16,200,19,1,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i19__phase4_phase4-full-repair5-expand5000__iter2,train,empty-16-16,200,19,2,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i19__phase4_phase4-full-repair5-expand5000__iter3,train,empty-16-16,200,19,3,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i1__phase4_phase4-full-repair5-expand5000__iter0,train,empty-16-16,200,1,0,decay_095,use_nonadditive,False,0.0
empty-16-16__a200__i1__phase4_phase4-full-repair5-expand5000__iter1,train,empty-16-16,200,1,1,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i1__phase4_phase4-full-repair5-expand5000__iter2,train,empty-16-16,200,1,2,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i1__phase4_phase4-full-repair5-expand5000__iter3,train,empty-16-16,200,1,3,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i20__phase4_phase4-full-repair5-expand5000__iter0,train,empty-16-16,200,20,0,decay_095,use_nonadditive,False,0.0
empty-16-16__a200__i20__phase4_phase4-full-repair5-expand5000__iter1,train,empty-16-16,200,20,1,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i20__phase4_phase4-full-repair5-expand5000__iter2,train,empty-16-16,200,20,2,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i20__phase4_phase4-full-repair5-expand5000__iter3,train,empty-16-16,200,20,3,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i21__phase4_phase4-full-repair5-expand5000__iter0,train,empty-16-16,200,21,0,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i21__phase4_phase4-full-repair5-expand5000__iter1,train,empty-16-16,200,21,1,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i21__phase4_phase4-full-repair5-expand5000__iter2,train,empty-16-16,200,21,2,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i21__phase4_phase4-full-repair5-expand5000__iter3,train,empty-16-16,200,21,3,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i22__phase4_phase4-full-repair5-expand5000__iter0,train,empty-16-16,200,22,0,decay_095,use_nonadditive,False,0.0
empty-16-16__a200__i22__phase4_phase4-full-repair5-expand5000__iter1,train,empty-16-16,200,22,1,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i22__phase4_phase4-full-repair5-expand5000__iter2,train,empty-16-16,200,22,2,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i22__phase4_phase4-full-repair5-expand5000__iter3,train,empty-16-16,200,22,3,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i23__phase4_phase4-full-repair5-expand5000__iter0,train,empty-16-16,200,23,0,decay_095,use_nonadditive,False,0.0
empty-16-16__a200__i23__phase4_phase4-full-repair5-expand5000__iter1,train,empty-16-16,200,23,1,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i23__phase4_phase4-full-repair5-expand5000__iter2,train,empty-16-16,200,23,2,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i23__phase4_phase4-full-repair5-expand5000__iter3,train,empty-16-16,200,23,3,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i24__phase4_phase4-full-repair5-expand5000__iter0,train,empty-16-16,200,24,0,decay_095,use_nonadditive,False,0.0
empty-16-16__a200__i24__phase4_phase4-full-repair5-expand5000__iter1,train,empty-16-16,200,24,1,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i24__phase4_phase4-full-repair5-expand5000__iter2,train,empty-16-16,200,24,2,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i24__phase4_phase4-full-repair5-expand5000__iter3,train,empty-16-16,200,24,3,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i25__phase4_phase4-full-repair5-expand5000__iter0,train,empty-16-16,200,25,0,decay_095,use_nonadditive,False,0.0
empty-16-16__a200__i25__phase4_phase4-full-repair5-expand5000__iter1,train,empty-16-16,200,25,1,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i25__phase4_phase4-full-repair5-expand5000__iter2,train,empty-16-16,200,25,2,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i25__phase4_phase4-full-repair5-expand5000__iter3,train,empty-16-16,200,25,3,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i2__phase4_phase4-full-repair5-expand5000__iter0,train,empty-16-16,200,2,0,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i2__phase4_phase4-full-repair5-expand5000__iter1,train,empty-16-16,200,2,1,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i2__phase4_phase4-full-repair5-expand5000__iter2,train,empty-16-16,200,2,2,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i2__phase4_phase4-full-repair5-expand5000__iter3,train,empty-16-16,200,2,3,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i3__phase4_phase4-full-repair5-expand5000__iter0,train,empty-16-16,200,3,0,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i3__phase4_phase4-full-repair5-expand5000__iter1,train,empty-16-16,200,3,1,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i3__phase4_phase4-full-repair5-expand5000__iter2,train,empty-16-16,200,3,2,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i3__phase4_phase4-full-repair5-expand5000__iter3,train,empty-16-16,200,3,3,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i4__phase4_phase4-full-repair5-expand5000__iter0,train,empty-16-16,200,4,0,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i4__phase4_phase4-full-repair5-expand5000__iter1,train,empty-16-16,200,4,1,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i4__phase4_phase4-full-repair5-expand5000__iter2,train,empty-16-16,200,4,2,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i4__phase4_phase4-full-repair5-expand5000__iter3,train,empty-16-16,200,4,3,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i5__phase4_phase4-full-repair5-expand5000__iter0,train,empty-16-16,200,5,0,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i5__phase4_phase4-full-repair5-expand5000__iter1,train,empty-16-16,200,5,1,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i5__phase4_phase4-full-repair5-expand5000__iter2,train,empty-16-16,200,5,2,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i5__phase4_phase4-full-repair5-expand5000__iter3,train,empty-16-16,200,5,3,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i6__phase4_phase4-full-repair5-expand5000__iter0,train,empty-16-16,200,6,0,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i6__phase4_phase4-full-repair5-expand5000__iter1,train,empty-16-16,200,6,1,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i6__phase4_phase4-full-repair5-expand5000__iter2,train,empty-16-16,200,6,2,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i6__phase4_phase4-full-repair5-expand5000__iter3,train,empty-16-16,200,6,3,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i7__phase4_phase4-full-repair5-expand5000__iter0,train,empty-16-16,200,7,0,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i7__phase4_phase4-full-repair5-expand5000__iter1,train,empty-16-16,200,7,1,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i7__phase4_phase4-full-repair5-expand5000__iter2,train,empty-16-16,200,7,2,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i7__phase4_phase4-full-repair5-expand5000__iter3,train,empty-16-16,200,7,3,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i8__phase4_phase4-full-repair5-expand5000__iter0,train,empty-16-16,200,8,0,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i8__phase4_phase4-full-repair5-expand5000__iter1,train,empty-16-16,200,8,1,additive_ltm,defer_ltm,False,0.0
empty-16-16__a200__i8__phase4_phase4-full-repair5-expand5000__iter2,train,empty-16-16,200,8,2,additive_ltm,defer_ltm,False,0.0
