pool_id,source,source_id,distance_from_current_static_flow,distance_from_legacy_helper,active_field_deltas,global_fixed_candidate,context_dependent,theta_family,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,support_rows_existing,success_regression_count_existing,quality_delta_existing,support_strata_existing
g554_pool_386667951412,g553_zero_regression_low_support_shrinkage_to_hand,repair5g550_theta_550000026_t035,0.824491555503,1.27382488884,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.27303073969,1.25,0.75,0.75,1,0.385,0.95,1,0.927955952916,0.301,0.343875,0.69225,0.937,11.35,1,0,0,False,False,False,False,False,187,0,0.00900167848977,
g554_pool_953531925804,g553_zero_regression_low_support,repair5g550_theta_550000044,1.69330987804,1.30435678863,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,True,False,g553_zero_regression_low_support,1.25,1.4625,1.25,0.75,0.75,1,0.486897470429,0.95,1,1.18,0.807437852538,0.42,0.8475,1,12,1,0,0,False,False,False,False,False,184,0,-0.00375195667358,14
g554_pool_089222932158,g553_zero_regression_low_support_shrinkage_to_hand,repair5g550_theta_550000044_t035,0.592658457312,1.40985820935,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.324375,1.25,0.75,0.75,1,0.17041411465,0.95,1,1.063,0.282603248388,0.3745,0.784125,1,11.35,1,0,0,False,False,False,False,False,184,0,-0.00375195667358,
g554_pool_762962957608,g553_zero_regression_low_support,repair5g550_theta_550000030,2.40358071633,0.936914049659,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,True,False,g553_zero_regression_low_support,1.25,0.998194706714,1.25,0.75,0.75,1,1.2,0.95,1,1.09196981503,1.12,0.28,0.8325,1,12,1,0,0,False,False,False,False,False,184,0,0.00438939339843,15
g554_pool_830303069247,g553_zero_regression_low_support_shrinkage_to_hand,repair5g550_theta_550000030_t035,0.841253250713,1.11325325071,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.16186814735,1.25,0.75,0.75,1,0.42,0.95,1,1.03218943526,0.392,0.3255,0.778875,1,11.35,1,0,0,False,False,False,False,False,184,0,0.00438939339843,
g554_pool_546288269167,g553_zero_regression_low_support,repair5g549_theta_549000346,2.06000667998,0.593340013318,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.10748128504,1.25,0.75,0.75,1,1,0.95,1,0.52067495865,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.045984385921,4
g554_pool_241713731892,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000346_t035,0.721002337997,1.161002338,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.20011844976,1.25,0.75,0.75,1,0.35,0.95,1,0.832236235528,0.35,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.045984385921,
g554_pool_598201184342,g553_zero_regression_low_support,repair5g549_theta_549000327,1.37628174744,0.846086007828,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.297646804706,0.55716478567,0.898618202764,1,11,1,0,0,False,False,False,False,False,30,0,-0.0459730089582,4
g554_pool_984301944071,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000327_t035,0.481698611602,1.24946343607,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.104176381647,0.422507674984,0.802016370967,1,11,1,0,0,False,False,False,False,False,30,0,-0.0459730089582,
g554_pool_935991648298,g553_zero_regression_low_support,repair5g549_theta_549000612,1.81332397335,0.645416709167,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.503962992074,0.775930448139,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.0458273013125,4
g554_pool_687990621299,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000612_t035,0.634663390673,1.17922918154,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.826387047226,0.271575656849,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.0458273013125,
g554_pool_264064508689,g553_zero_regression_low_support,repair5g549_theta_549000727,1.3744854927,0.786194935943,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.341217917564,0.514286371427,0.927061145878,1,11,1,0,0,False,False,False,False,False,30,0,-0.0457450842129,4
g554_pool_633446647178,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000727_t035,0.481069922442,1.22850156091,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.119426271147,0.407500229999,0.811971401057,1,11,1,0,0,False,False,False,False,False,30,0,-0.0457450842129,
g554_pool_384112008117,g553_zero_regression_low_support,repair5g549_theta_549000230,2.74475861048,1.27809194381,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.897418205164,1.15717418565,0.35,0.75,1,8.71709056582,0,0,1,False,False,False,False,False,30,0,-0.04548555898,4
g554_pool_231357811935,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000230_t035,0.785665513678,1.15231756038,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.964096371807,0.405010964977,0.35,0.75,1,10.200981698,1,0,0,False,False,False,False,False,30,0,-0.04548555898,
g554_pool_900961634196,g553_zero_regression_low_support,repair5g549_theta_549000735,2.07802144396,0.611354777293,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.16703216594,0.35,0.75,1,11,0,0,1,False,False,False,False,False,30,0,-0.0448146535514,4
g554_pool_124491078103,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000735_t035,0.552307505386,0.914359161281,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.408461258079,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.0448146535514,
g554_pool_777305899817,g553_zero_regression_low_support,repair5g549_theta_549000600,2.87306235388,1.6433492133,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.597383805232,0.82228485543,0.35,0.75,1,8.51097497805,0,0,1,False,False,False,False,False,30,0,-0.0442056120873,4
g554_pool_671688097018,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000600_t035,0.830571823861,1.35350555799,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.859084331831,0.2877996994,0.35,0.75,1,10.1288412423,1,0,0,False,False,False,False,False,30,0,-0.0442056120873,
g554_pool_417785400733,g553_zero_regression_low_support,repair5g549_theta_549000225,2.13966432067,0.672997654007,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.25949648101,0.35,0.75,1,11,0,0,1,False,False,False,False,False,30,0,-0.0427575918456,4
g554_pool_251735232254,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000225_t035,0.573882512235,0.892784154431,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.440823768353,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.0427575918456,
g554_pool_630264754577,g553_zero_regression_low_support,repair5g549_theta_549000710,2.68388473222,1.21721806555,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.709558580883,1.26680446639,0.35,0.75,1,11.9956280087,0,0,1,False,False,False,False,False,30,0,-0.0417555474613,4
g554_pool_515194793661,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000710_t035,0.764359656265,1.07985090528,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.898345503309,0.443381563236,0.35,0.75,1,11.348469803,1,0,0,False,False,False,False,False,30,0,-0.0417555474613,
g554_pool_524526313307,g553_zero_regression_low_support,repair5g549_theta_549000247,1.58796404907,0.870623083754,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.438005723989,0.635907128186,0.923220403559,1,11,1,0,0,False,False,False,False,False,30,0,-0.0412288374489,4
g554_pool_654773392559,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000247_t035,0.555787417175,1.25805141265,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.153302003396,0.450067494865,0.810627141246,1,11,1,0,0,False,False,False,False,False,30,0,-0.0412288374489,
g554_pool_036286695833,g553_zero_regression_low_support,repair5g549_theta_549000507,1.56833617166,0.508991623683,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.694508410983,0.479946440107,0.928621892756,1,11,1,0,0,False,False,False,False,False,30,0,-0.0411995219562,4
g554_pool_471398947931,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000507_t035,0.548917660081,1.13148040162,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.243077943844,0.395481254037,0.812517662465,1,11,1,0,0,False,False,False,False,False,30,0,-0.0411995219562,
g554_pool_306913038482,g553_zero_regression_low_support,repair5g549_theta_549000450,2.4873081254,1.02064145873,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.969832060336,1.41352067296,0.35,0.75,1,10.1408277183,0,0,1,False,False,False,False,False,30,0,-0.040550516286,4
g554_pool_823787658520,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000450_t035,0.695557843889,0.942581529841,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.989441221118,0.494732235536,0.35,0.75,1,10.6992897014,1,0,0,False,False,False,False,False,30,0,-0.040550516286,
g554_pool_861752572076,g553_zero_regression_low_support,repair5g549_theta_549000870,2.69124371751,1.22457705084,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.758494483011,1.38772972454,0.35,0.75,1,10.1016597967,0,0,1,False,False,False,False,False,30,0,-0.038933238795,4
g554_pool_166775981851,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000870_t035,0.766935301139,1.02599476302,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.915473069054,0.485705403589,0.35,0.75,1,10.6855809288,1,0,0,False,False,False,False,False,30,0,-0.038933238795,
g554_pool_777582355285,g553_zero_regression_low_support,repair5g549_theta_549000460,2.44181721637,1.178002144,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.674218651563,0.847861304277,0.35,0.75,1,9.99682000636,0,0,1,False,False,False,False,False,30,0,-0.038812244665,4
g554_pool_121097388718,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000460_t035,0.679636025734,1.19063408374,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.885976528047,0.296751456497,0.35,0.75,1,10.6488870022,1,0,0,False,False,False,False,False,30,0,-0.038812244665,
g554_pool_635881226094,g553_zero_regression_low_support,repair5g549_theta_549000522,1.82199595601,0.578264843471,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.533202933594,0.832798334403,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.038559986935,4
g554_pool_516093586187,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000522_t035,0.637698584603,1.15572602855,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.836621026758,0.291479417041,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.038559986935,
g554_pool_089277559043,g553_zero_regression_low_support,repair5g549_theta_549000515,1.97904364191,0.512376975247,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_agent_progress,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.01856546287,0.35,0.75,1,11,0,1,0,False,False,False,False,False,30,0,-0.0378359585663,4
g554_pool_887115028147,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000515_t035,0.517665274669,0.949001391997,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.356497912004,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.0378359585663,
g554_pool_245812046228,g553_zero_regression_low_support,repair5g549_theta_549000232,1.86150787698,0.559216881566,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.522970954058,0.876718246564,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.0375858650722,4
g554_pool_833642910779,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000232_t035,0.651527756945,1.14905924188,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.83303983392,0.306851386297,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.0375858650722,
g554_pool_194148236993,g553_zero_regression_low_support,repair5g549_theta_549000400,2.50438909121,1.03772242455,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.750302499395,1.09937930124,0.35,0.75,1,11.8870882258,0,0,1,False,False,False,False,False,30,0,-0.0373072773055,4
g554_pool_968869186045,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000400_t035,0.701536181918,1.09515917467,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.912605874788,0.384782755434,0.35,0.75,1,11.310480879,1,0,0,False,False,False,False,False,30,0,-0.0373072773055,
g554_pool_531026007157,g553_zero_regression_low_support,repair5g549_theta_549000610,2.80595248809,1.33928582143,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.677399645201,1.07019535961,0.35,0.75,1,9.12044575911,0,0,1,False,False,False,False,False,30,0,-0.0368428504808,4
g554_pool_766307626401,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000610_t035,0.807083370831,1.21432553635,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.88708987582,0.374568375864,0.35,0.75,1,10.3421560157,1,0,0,False,False,False,False,False,30,0,-0.0368428504808,
g554_pool_673684913602,g553_zero_regression_low_support,repair5g549_theta_549000227,1.54432321969,0.5647833121,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.63465493069,0.546790306419,0.84404006192,1,11,1,0,0,False,False,False,False,False,30,0,-0.0359397008444,4
g554_pool_576101470324,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000227_t035,0.54051312689,1.15100749257,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.222129225741,0.418876607247,0.782914021672,1,11,1,0,0,False,False,False,False,False,30,0,-0.0359397008444,
g554_pool_862172197759,g553_zero_regression_low_support,repair5g549_theta_549000220,2.30345449309,0.836787826427,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.922016155968,1.32706234588,0.35,0.75,1,10.8369503261,0,0,1,False,False,False,False,False,30,0,-0.035689162708,4
