pool_id,source,source_id,distance_from_current_static_flow,distance_from_legacy_helper,active_field_deltas,global_fixed_candidate,context_dependent,theta_family,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,support_rows_existing,success_regression_count_existing,quality_delta_existing,support_strata_existing
g554_pool_209013399006,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000295_t035,0.469980320039,0.996686346627,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.284970480059,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.0134915212933,
g554_pool_492705521137,g553_zero_regression_low_support,repair5g549_theta_549000294,1.89989630021,0.43322963354,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_min_edge_cost;theta_max_edge_cost,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.998668002664,9.27418545163,1,0,0,False,False,False,False,False,30,0,-0.0134915212933,4
g554_pool_034498844752,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000294_t035,0.664963705066,1.10496370507,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_min_edge_cost;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.35,0.35,0.75,0.999533800932,10.3959649081,1,0,0,False,False,False,False,False,30,0,-0.0134915212933,
g554_pool_287934464306,g553_zero_regression_low_support,repair5g549_theta_549000343,1.40309119382,0.409487581025,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1.21619506761,0.95,1,1,0.645202709595,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.013200918997,4
g554_pool_413422054652,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000343_t035,0.491081917836,0.975584748831,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.425668273663,0.95,1,1,0.225820948358,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.013200918997,
g554_pool_024443413523,g553_zero_regression_low_support,repair5g549_theta_549000867,1.23116730433,0.857039519256,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.180595838808,0.436193027614,1.00378599243,1,11,1,0,0,False,False,False,False,False,30,0,-0.0130259358975,4
g554_pool_323985610355,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000867_t035,0.430908556517,1.25329716507,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.0632085435828,0.380167559665,0.838825097351,1,11,1,0,0,False,False,False,False,False,30,0,-0.0130259358975,
g554_pool_322370796302,g553_zero_regression_low_support,repair5g549_theta_549000310,2.59588790822,1.54486641027,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.879427241146,0.688266123468,0.35,0.75,1,8.13411573177,0,0,1,False,False,False,False,False,30,0,-0.01292017036,4
g554_pool_733549822209,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000310_t035,0.733560767878,1.31903657693,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.957799534401,0.240893143214,0.35,0.75,1,9.99694050612,1,0,0,False,False,False,False,False,30,0,-0.01292017036,
g554_pool_180353751572,g553_zero_regression_low_support,repair5g549_theta_549000517,1.97867768431,1.02604225625,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.614476571047,0.691846016308,1.1771488957,1,11,1,0,0,False,False,False,False,False,30,0,-0.0124938147,4
g554_pool_257313820083,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000517_t035,0.692537189508,1.31244812302,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.215066799866,0.469646105708,0.899502113495,1,11,1,0,0,False,False,False,False,False,30,0,-0.0124938147,
g554_pool_434052136563,g553_zero_regression_low_support,repair5g549_theta_549000311,1.7711008578,0.560840878318,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1.25,0.95,1,0.767362465275,0.80769498461,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.0124586008727,4
g554_pool_583399060384,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000311_t035,0.619885300229,1.00962764075,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.4375,0.95,1,0.918576862846,0.282693244613,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.0124586008727,
g554_pool_194710458679,g553_zero_regression_low_support,repair5g549_theta_549000356,1.71422837155,0.247561704881,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,0.972125305749,1.25,0.75,0.75,1,1,0.95,1,1.02526194948,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.012451123484,4
g554_pool_838052744456,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000356_t035,0.599979930045,1.03997993005,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.15274385701,1.25,0.75,0.75,1,0.35,0.95,1,1.00884168232,0.35,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.012451123484,
g554_pool_086936684501,g553_zero_regression_low_support,repair5g549_theta_549000868,2.0649204735,0.982172398992,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,0.760050879898,0.95,1,1.00893153214,1,0.35,0.75,0.414038821922,11,1,0,0,False,False,False,False,False,30,0,-0.0123846710338,4
g554_pool_024534554944,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000868_t035,0.722722165724,1.29709367298,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.266017807964,0.95,1,1.00312603625,0.35,0.35,0.75,0.794913587673,11,1,0,0,False,False,False,False,False,30,0,-0.0123846710338,
g554_pool_484368382764,g553_zero_regression_low_support,repair5g549_theta_549000201,1.79382557235,0.356199647603,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1.19209681581,0.95,1,0.811998176004,0.978219443561,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.012207600891,4
g554_pool_329319039022,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000201_t035,0.627838950323,0.970428993142,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.417233885533,0.95,1,0.934199361601,0.342376805246,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.012207600891,
g554_pool_479003801272,g553_zero_regression_low_support,repair5g549_theta_549000683,1.04834190332,0.418324763351,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,0.841284567431,0.95,1,1,0.562971374057,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.012078255158,4
g554_pool_009699149350,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000683_t035,0.366919666161,1.09974700051,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.294449598601,0.95,1,1,0.19703998092,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.012078255158,
g554_pool_810120683645,g553_zero_regression_low_support,repair5g549_theta_549000391,1.46778598443,0.407701864597,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,0.810015779968,0.95,1,0.795589408821,0.923044153912,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.0115017068191,4
g554_pool_468271517699,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000391_t035,0.51372509455,1.09602898594,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.283505522989,0.95,1,0.928456293087,0.323065453869,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.0115017068191,
g554_pool_438628165664,g553_zero_regression_low_support,repair5g549_theta_549000384,1.68938672122,0.222720054557,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_min_edge_cost;theta_max_edge_cost,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.993102263795,11.8540922918,1,0,0,False,False,False,False,False,30,0,-0.0112974310536,4
g554_pool_818868846302,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000384_t035,0.591285352421,1.03128535242,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_min_edge_cost;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.35,0.35,0.75,0.997585792328,11.2989323021,1,0,0,False,False,False,False,False,30,0,-0.0112974310536,
g554_pool_838479490028,g553_zero_regression_low_support,repair5g549_theta_549000886,1.67420545159,0.207538784922,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.00957148086,1.25,0.75,0.75,1,1,0.95,1,1.01519596961,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.0111029579333,4
g554_pool_481962109553,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000886_t035,0.585971908053,1.02597190805,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.1658500183,1.25,0.75,0.75,1,0.35,0.95,1,1.00531858936,0.35,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.0111029579333,
g554_pool_247571602324,g553_zero_regression_low_support,repair5g549_theta_549000289,1.58009549981,0.670851318294,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.31152307695,1.25,0.75,0.75,1,1,0.95,1,0.657078385843,0.581933136134,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.0106461518633,4
g554_pool_991214386492,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000289_t035,0.55303342493,1.18813129473,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.27153307693,1.25,0.75,0.75,1,0.35,0.95,1,0.879977435045,0.203676597647,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.0106461518633,
g554_pool_125979905563,g553_zero_regression_low_support,repair5g549_theta_549000439,1.56200965598,0.792369995259,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.38432458135,1.25,0.75,0.75,1,1,0.95,1,0.663603172794,0.477229745541,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.010555188075,4
g554_pool_601061149029,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000439_t035,0.546703379591,1.23066283167,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.29701360347,1.25,0.75,0.75,1,0.35,0.95,1,0.882261110478,0.167030410939,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.010555188075,
g554_pool_492912033883,g553_zero_regression_low_support,repair5g549_theta_549000358,1.8102987994,1.60743216514,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,0.21012497975,0.95,1,0.935132629735,1,0.35,0.75,0.317001415997,11,1,0,0,False,False,False,False,False,30,0,-0.010549043859,4
g554_pool_098380583941,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000358_t035,0.633604579791,1.51593459113,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.0735437429125,0.95,1,0.977296420407,0.35,0.35,0.75,0.760950495599,11,1,0,0,False,False,False,False,False,30,0,-0.010549043859,
g554_pool_340349944061,g553_zero_regression_low_support,repair5g549_theta_549000583,0.977189045622,0.489477621045,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,0.455182839634,0.95,1,1,0.919564160872,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.0101893702445,4
g554_pool_309464229832,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000583_t035,0.342016165968,1.1246505007,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.159313993872,0.95,1,1,0.321847456305,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.0101893702445,
g554_pool_818297747340,g553_zero_regression_low_support,repair5g549_theta_549000747,1.28424916484,0.62047822571,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.397828204344,0.253331393337,0.872743254513,1,11,1,0,0,False,False,False,False,False,30,0,-0.010182948184,4
g554_pool_464726049935,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000747_t035,0.449487207692,1.17050071233,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.13923987152,0.316165987668,0.79296013908,1,11,1,0,0,False,False,False,False,False,30,0,-0.010182948184,
g554_pool_483191450234,g553_zero_regression_low_support,repair5g549_theta_549000373,0.624395751209,0.842270915458,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,0.217837064326,0.95,1,1,0.675189149622,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.010120445294,4
g554_pool_485515187841,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000373_t035,0.218538512923,1.24812815374,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.0762429725141,0.95,1,1,0.236316202368,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.010120445294,
g554_pool_849140636755,g553_zero_regression_low_support,repair5g549_theta_549000372,1.05693948612,0.470993058014,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.969367061266,0.33945982108,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.010113820806,4
g554_pool_214705079412,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000372_t035,0.369928820142,1.11818090364,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.989278471443,0.118810937378,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.010113820806,
g554_pool_085262405782,g553_zero_regression_low_support,repair5g549_theta_549000756,1.88572502855,0.419058361884,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,0.897875454249,1.25,0.75,0.75,1,1,0.95,1,0.862641274717,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.01009183346,4
g554_pool_682739914425,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000756_t035,0.66000375999,1.10000375999,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.12675640899,1.25,0.75,0.75,1,0.35,0.95,1,0.951924446151,0.35,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.01009183346,
g554_pool_436203799769,g553_zero_regression_low_support,repair5g549_theta_549000465,1.9125517749,0.55411489177,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.918827662345,0.35,0.75,1,11,0,0,1,False,False,False,False,False,30,0,-0.010083038353,4
g554_pool_352783647580,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000465_t035,0.494393121214,0.972273545453,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.321589681821,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.010083038353,
g554_pool_643265718039,g553_zero_regression_low_support,repair5g549_theta_549000341,1.63416449167,0.500403559191,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1.14802390395,0.95,1,0.784468431063,0.750320699359,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.009806398966,4
g554_pool_684834467652,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000341_t035,0.571957572084,1.04558119284,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.401808366382,0.95,1,0.924563950872,0.262612244776,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.009806398966,
g554_pool_892604846836,g553_zero_regression_low_support,repair5g549_theta_549000276,1.7031989936,0.236532326934,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.44703935592,1.25,0.75,0.75,1,1,0.95,1,0.921099157802,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.00972827349444,4
g554_pool_039406782093,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000276_t035,0.596119647758,1.03611964776,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.31896377457,1.25,0.75,0.75,1,0.35,0.95,1,0.972384705231,0.35,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.00972827349444,
g554_pool_681182810223,g553_zero_regression_low_support,repair5g549_theta_549000523,0.9466491067,0.651016097967,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1.08187408625,0.95,1,1,0.12172475655,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.00971771822375,4
g554_pool_111761459843,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000523_t035,0.331327187345,1.13533947932,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.378655930187,0.95,1,1,0.0426036647925,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.00971771822375,
g554_pool_562666533390,g553_zero_regression_low_support,repair5g549_theta_549000368,1.67380137573,0.812321818689,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,0.621758056484,0.95,1,0.840052769894,1,0.35,0.75,0.737664224672,11,1,0,0,False,False,False,False,False,30,0,-0.009384415367,4
g554_pool_906976955823,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000368_t035,0.585830481506,1.23764596988,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.217615319769,0.95,1,0.944018469463,0.35,0.35,0.75,0.908182478635,11,1,0,0,False,False,False,False,False,30,0,-0.009384415367,
g554_pool_120311363150,g553_zero_regression_low_support,repair5g549_theta_549000278,1.99297129406,1.17761916476,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,0.592928414143,0.95,1,0.797422605155,1,0.35,0.75,0.512961624077,11,1,0,0,False,False,False,False,False,30,0,-0.00920679116889,4
g554_pool_299017647303,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000278_t035,0.69753995292,1.365500041,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.20752494495,0.95,1,0.929097911804,0.35,0.35,0.75,0.829536568427,11,1,0,0,False,False,False,False,False,30,0,-0.00920679116889,
g554_pool_259516119987,g553_zero_regression_low_support,repair5g549_theta_549000231,1.5755490089,0.210741338517,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1.08674002652,0.95,1,0.90958018084,0.923605752788,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.00914348737333,4
g554_pool_455218618323,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000231_t035,0.551442153116,0.978518386963,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.380359009282,0.95,1,0.968353063294,0.323262013476,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.00914348737333,
g554_pool_517766227386,g553_zero_regression_low_support,repair5g549_theta_549000342,0.87567884864,0.597285805427,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.0031489937,0.10879478241,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.009122631469,4
g554_pool_857856442776,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000342_t035,0.306487597019,1.16238336523,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1.00110214779,0.0380781738435,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.009122631469,
g554_pool_963965887759,g553_zero_regression_low_support,repair5g549_theta_549000259,1.75382279235,0.741692416615,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,0.677401395197,1.25,0.75,0.75,1,1,0.95,1,0.943654612691,0.659097781804,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.00863469947444,4
g554_pool_809094828212,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000259_t035,0.613837977323,1.21292567915,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.04959048832,1.25,0.75,0.75,1,0.35,0.95,1,0.980279114442,0.230684223631,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.00863469947444,
g554_pool_361611383439,g553_zero_regression_low_support,repair5g549_theta_549000721,1.42643678713,0.366688026624,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,0.916661966676,0.95,1,0.836770926458,0.794817210366,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.00860117148143,4
g554_pool_665953246382,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000721_t035,0.499252875495,1.08167414265,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.320831688337,0.95,1,0.94286982426,0.278186023628,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.00860117148143,
g554_pool_474547087228,g553_zero_regression_low_support,repair5g549_theta_549000743,0.688331623336,0.77833504333,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,0.154108441783,0.95,1,1,0.847567304865,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.0084699986,4
g554_pool_254229285107,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000743_t035,0.240916068168,1.2257505985,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.0539379546241,0.95,1,1,0.296648556703,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.0084699986,
