registry_row_id,candidate_id,registry_label,candidate_family,theta_cluster,materialization_family,bounded_updateparams,global_fixed_candidate,context_dependent,dynamic_policy,distance_from_current_static_flow,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g553_registry_000011,repair5g553_theta_553000011,rho_decay_grid_00010,rho_decay_grid,rho_decay_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1.21496871497,1.25,1.25,1.25,0.75,0.75,1,0,0.909226909227,0.919276219276,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000012,repair5g553_theta_553000012,sobol_local_global_static_00011,sobol_local_global_static,sobol_local_global_static,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1.99252932585,0.931053806054,1.43969112719,0.977047414547,0.95200988951,0.958117645618,1.06178468678,0.141571079071,0.943407618408,0.98787958788,1.13214788215,0.272893022893,0.42112027112,1.00547306797,0.93953981454,11.6483876484,1,0,0,False,False,False,False,False
g553_registry_000013,repair5g553_theta_553000013,cma_es_or_ranked_search_candidates_00012,cma_es_or_ranked_search_candidates,cma_es_or_ranked_search_candidates,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.715848120851,1.25,1.54040719041,1.25,0.75,0.75,1,0,0.95,1,0.840862890863,0.178783228783,0.513057663058,0.748282048282,1,11,1,0,0,False,False,False,False,False
g553_registry_000014,repair5g553_theta_553000014,negative_random_wide_control_00013,negative_random_wide_control,negative_random_wide_control,repair5g553_fixed_global_staticflow_registry,True,True,False,False,4.63203271954,0.788088788089,1.60081610082,1.34120659121,0.619740619741,1.36998186998,0.513812013812,0.205477705478,0.904412004412,0.952259152259,1.39348689349,0.045192045192,0.579886979887,1.26548976549,0.642565392565,10.9556109556,0,1,0,False,False,False,False,False
g553_registry_000015,repair5g553_theta_553000015,tiny_local_perturbation_2pct_00014,tiny_local_perturbation_2pct,tiny_local_perturbation_2pct,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.407097373348,1.24067977068,1.2591526904,1.26300245175,0.760028897529,0.780907384657,1.02141475641,0,0.938281629032,0.984933879934,0.991152451152,0.00758698508699,0.34266951667,0.769930613681,1,10.8427490677,1,0,0,False,False,False,False,False
g553_registry_000016,repair5g553_theta_553000016,small_local_perturbation_5pct_00015,small_local_perturbation_5pct,small_local_perturbation_5pct,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.788732194977,1.2744521807,1.30085783211,1.22067950818,0.795736592612,0.697496141246,0.969284656785,0.0542297417297,0.904814772315,1,0.963367263367,0.0286546786547,0.366077196077,0.771280943156,1,10.8406865657,1,0,0,False,False,False,False,False
g553_registry_000017,repair5g553_theta_553000017,medium_local_perturbation_10pct_00016,medium_local_perturbation_10pct,medium_local_perturbation_10pct,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1.9679447992,1.3688983314,1.15652853153,1.15837940213,0.691499097749,0.669815751066,1.0660987661,0.0865598365598,0.9,0.943052068052,0.956424431424,0.0916284166284,0.417323787324,0.801491488991,1,9.9754999505,1,0,0,False,False,False,False,False
g553_registry_000018,repair5g553_theta_553000018,coordinate_sweep_each_field_00017,coordinate_sweep_each_field,coordinate_sweep_each_field,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.178571428571,1.25,1.25,0.9375,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000019,repair5g553_theta_553000019,lambda_flow_lambda_cong_grid_00018,lambda_flow_lambda_cong_grid,lambda_flow_lambda_cong_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.966394466398,1.25,1.25,1.25,0.75,0.75,1,0.445709195709,0.95,1,1.06041656042,0.824115824116,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000020,repair5g553_theta_553000020,flow_shield_beta_cap_grid_00019,flow_shield_beta_cap_grid,flow_shield_beta_cap_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.262591425092,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.266787466787,0.55178030178,1,11,1,0,0,False,False,False,False,False
g553_registry_000021,repair5g553_theta_553000021,alpha_flow_wait_progress_grid_00020,alpha_flow_wait_progress_grid,alpha_flow_wait_progress_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1.41974041974,1.25,1.25,1.25,0.75,0.75,1,0.652430652431,0.95,1,1,1.34669384669,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000022,repair5g553_theta_553000022,alpha_cong_commit_nonprogress_grid_00021,alpha_cong_commit_nonprogress_grid,alpha_cong_commit_nonprogress_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.839036739036,0.636903636904,0.712117712118,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000023,repair5g553_theta_553000023,edge_cost_clamp_grid_00022,edge_cost_clamp_grid,edge_cost_clamp_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.500338750344,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.775810525811,10.1943221943,1,0,0,False,False,False,False,False
g553_registry_000024,repair5g553_theta_553000024,rho_decay_grid_00023,rho_decay_grid,rho_decay_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.77983627984,1.25,1.25,1.25,0.75,0.75,1,0,0.985817885818,0.957834257834,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000025,repair5g553_theta_553000025,sobol_local_global_static_00024,sobol_local_global_static,sobol_local_global_static,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1.93398826731,1.26320538821,1.19348900599,1.52103895854,0.921421733922,0.497327309827,0.900576525577,0.273684023684,0.97077044577,0.97982957983,0.857163107163,0.216421716422,0.365124615125,0.561322623823,0.896747959248,10.3827943828,1,0,0,False,False,False,False,False
g553_registry_000026,repair5g553_theta_553000026,cma_es_or_ranked_search_candidates_00025,cma_es_or_ranked_search_candidates,cma_es_or_ranked_search_candidates,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.897923452921,1.25,1.08042553043,1.25,0.75,0.75,1,0,0.95,1,1.11410856411,0.191472041472,0.611973161973,0.991301041301,1,11,1,0,0,False,False,False,False,False
g553_registry_000027,repair5g553_theta_553000027,negative_random_wide_control_00026,negative_random_wide_control,negative_random_wide_control,repair5g553_fixed_global_staticflow_registry,True,True,False,False,4.90381049131,1.1058026058,0.717018967019,2.07148932149,0.777933277933,0.977764477764,0.943680943681,0.28903028903,0.905333705334,0.927997727998,1.12966162966,0.578213078213,0.422629222629,1.01917951918,0.341796341796,11.5001835002,0,0,1,False,False,False,False,False
g553_registry_000028,repair5g553_theta_553000028,tiny_local_perturbation_2pct_00027,tiny_local_perturbation_2pct,tiny_local_perturbation_2pct,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.307539716279,1.27304715555,1.27014140139,1.27826888952,0.772851247851,0.725274339024,1.01598331848,0.00927083427083,0.941695875446,1,0.981027741028,0.0252612477612,0.34187998788,0.768243280743,0.984685539686,10.8183689734,1,0,0,False,False,False,False,False
g553_registry_000029,repair5g553_theta_553000029,small_local_perturbation_5pct_00028,small_local_perturbation_5pct,small_local_perturbation_5pct,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.730315958435,1.1840526028,1.19883035508,1.22428494928,0.733468389718,0.796170580546,1.04854486729,0.0534733190983,0.986407860158,1,1.01302773803,0,0.310583350583,0.723491785992,1,11.273547586,1,0,0,False,False,False,False,False
g553_registry_000030,repair5g553_theta_553000030,medium_local_perturbation_10pct_00029,medium_local_perturbation_10pct,medium_local_perturbation_10pct,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1.45238027738,1.14643565894,1.16237656863,1.39356677482,0.713906026406,0.590394065394,1.0961961462,0.105874793375,0.9,1,1.08514038514,0,0.390398280398,0.824234417984,0.919664569665,10.3593934594,1,0,0,False,False,False,False,False
g553_registry_000031,repair5g553_theta_553000031,coordinate_sweep_each_field_00030,coordinate_sweep_each_field,coordinate_sweep_each_field,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.333333333333,0.75,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000032,repair5g553_theta_553000032,lambda_flow_lambda_cong_grid_00031,lambda_flow_lambda_cong_grid,lambda_flow_lambda_cong_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1.54168504168,1.25,1.25,1.25,0.75,0.75,1,0.897980897981,0.95,1,1.1591046591,0.996293496293,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000033,repair5g553_theta_553000033,flow_shield_beta_cap_grid_00032,flow_shield_beta_cap_grid,flow_shield_beta_cap_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.608502646002,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.611241411241,0.397561397561,1,11,1,0,0,False,False,False,False,False
g553_registry_000034,repair5g553_theta_553000034,alpha_flow_wait_progress_grid_00033,alpha_flow_wait_progress_grid,alpha_flow_wait_progress_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1.21511021511,1.25,1.25,1.25,0.75,0.75,1,0.630343130343,0.95,1,1,1.06625356625,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000035,repair5g553_theta_553000035,alpha_cong_commit_nonprogress_grid_00034,alpha_cong_commit_nonprogress_grid,alpha_cong_commit_nonprogress_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.465348365348,0.912207912208,0.949807949808,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000036,repair5g553_theta_553000036,edge_cost_clamp_grid_00035,edge_cost_clamp_grid,edge_cost_clamp_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.545751795753,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.800978300978,9.87844187844,1,0,0,False,False,False,False,False
g553_registry_000037,repair5g553_theta_553000037,rho_decay_grid_00036,rho_decay_grid,rho_decay_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.5436020436,1.25,1.25,1.25,0.75,0.75,1,0,0.91494971495,0.98069008069,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000038,repair5g553_theta_553000038,sobol_local_global_static_00037,sobol_local_global_static,sobol_local_global_static,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1.58380466713,1.24671224671,1.39171795422,1.36905480655,0.448073135573,1.00195081445,1.14655427155,0.0638003763004,0.938923463923,0.982345282345,1.0442042942,0.111253986254,0.43776028776,0.851066663567,0.847258409758,11.2642212642,1,0,0,False,False,False,False,False
g553_registry_000039,repair5g553_theta_553000039,cma_es_or_ranked_search_candidates_00038,cma_es_or_ranked_search_candidates,cma_es_or_ranked_search_candidates,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.810364948692,1.25,1.16123711124,1.25,0.75,0.75,1,0,0.95,1,1.14652299652,0.381655481655,0.445060795061,1.02446082446,1,11,1,0,0,False,False,False,False,False
g553_registry_000040,repair5g553_theta_553000040,negative_random_wide_control_00039,negative_random_wide_control,negative_random_wide_control,repair5g553_fixed_global_staticflow_registry,True,True,False,False,3.95139586389,0.545310545311,1.70931245931,0.921438921439,0.990612240612,0.417825167825,0.968942468942,0.252075252075,0.939601939602,0.976128976129,1.42533492533,0.839160839161,0.284139484139,0.876439376439,0.649323649324,9.62710962711,1,0,0,False,False,False,False,False
g553_registry_000041,repair5g553_theta_553000041,tiny_local_perturbation_2pct_00040,tiny_local_perturbation_2pct,tiny_local_perturbation_2pct,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.280211721453,1.23915494415,1.26837734338,1.2326452414,0.731562750313,0.73836995212,1.01297884548,0,0.936388942139,1,1.00646350646,0.0182622107622,0.34599020799,0.742556486306,0.992750807751,10.8282673333,1,0,0,False,False,False,False,False
g553_registry_000042,repair5g553_theta_553000042,small_local_perturbation_5pct_00041,small_local_perturbation_5pct,small_local_perturbation_5pct,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.697254706629,1.28213374463,1.27318688256,1.16435384248,0.729448573199,0.699388243138,0.962595568846,0,0.974026485901,1,1.04110829111,0.0668046480546,0.320192540193,0.775240759616,0.983844646345,11.5325664951,1,0,0,False,False,False,False,False
g553_registry_000043,repair5g553_theta_553000043,medium_local_perturbation_10pct_00042,medium_local_perturbation_10pct,medium_local_perturbation_10pct,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1.43867178243,1.20742050742,1.21307802558,1.13505323505,0.806312400062,0.692841880342,1.10317992818,0.065605003105,0.9,0.974113874114,0.916999517,0.0596023346023,0.388723738724,0.709235677986,1,11.6138756889,1,0,0,False,False,False,False,False
g553_registry_000044,repair5g553_theta_553000044,coordinate_sweep_each_field_00043,coordinate_sweep_each_field,coordinate_sweep_each_field,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.5,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.625,11,1,0,0,False,False,False,False,False
g553_registry_000045,repair5g553_theta_553000045,lambda_flow_lambda_cong_grid_00044,lambda_flow_lambda_cong_grid,lambda_flow_lambda_cong_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1.70857620857,1.25,1.25,1.25,0.75,0.75,1,0.748678248678,0.95,1,1.47422397422,0.953114453114,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000046,repair5g553_theta_553000046,flow_shield_beta_cap_grid_00045,flow_shield_beta_cap_grid,flow_shield_beta_cap_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.189286226786,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.457317257317,0.681075431075,1,11,1,0,0,False,False,False,False,False
g553_registry_000047,repair5g553_theta_553000047,alpha_flow_wait_progress_grid_00046,alpha_flow_wait_progress_grid,alpha_flow_wait_progress_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.646841646841,1.25,1.25,1.25,0.75,0.75,1,0.37522037522,0.95,1,1,0.519998019998,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000048,repair5g553_theta_553000048,alpha_cong_commit_nonprogress_grid_00047,alpha_cong_commit_nonprogress_grid,alpha_cong_commit_nonprogress_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1.02805392805,0.118960618961,0.907465407465,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000049,repair5g553_theta_553000049,edge_cost_clamp_grid_00048,edge_cost_clamp_grid,edge_cost_clamp_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.0828983328943,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.979698229698,10.7766827767,1,0,0,False,False,False,False,False
g553_registry_000050,repair5g553_theta_553000050,rho_decay_grid_00049,rho_decay_grid,rho_decay_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.45066695067,1.25,1.25,1.25,0.75,0.75,1,0,0.909672309672,0.995260995261,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000051,repair5g553_theta_553000051,sobol_local_global_static_00050,sobol_local_global_static,sobol_local_global_static,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1.77052193721,0.964776339776,1.27985659236,1.35893192143,0.581187018687,1.01065357315,1.25593513094,0.138601076101,0.948012473012,0.975003300003,0.967992217992,0.307193557194,0.29793974794,0.678903366403,0.883073195573,10.423038423,1,0,0,False,False,False,False,False
g553_registry_000052,repair5g553_theta_553000052,cma_es_or_ranked_search_candidates_00051,cma_es_or_ranked_search_candidates,cma_es_or_ranked_search_candidates,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.943372730872,1.25,1.41812896813,1.25,0.75,0.75,1,0,0.95,1,1.04045069045,0.6533999034,0.266746766747,1.03594048594,1,11,1,0,0,False,False,False,False,False
g553_registry_000053,repair5g553_theta_553000053,negative_random_wide_control_00052,negative_random_wide_control,negative_random_wide_control,repair5g553_fixed_global_staticflow_registry,True,True,False,False,6.16070487321,1.20140520141,0.945415445415,0.753575253575,0.796977046977,0.401572901573,1.45630645631,1.11598986599,0.957528457528,0.92279022279,1.23168273168,1.48822648823,0.251514651515,1.46432746433,0.438428688429,11.610975611,0,1,0,False,False,False,False,False
g553_registry_000054,repair5g553_theta_553000054,tiny_local_perturbation_2pct_00053,tiny_local_perturbation_2pct,tiny_local_perturbation_2pct,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.515127588872,1.26788540289,1.25705731956,1.21885736261,0.771942659443,0.771786025536,1.02528170028,0.0248491935992,0.961605425355,0.980776280776,1.01304546805,0,0.3650998911,0.730333705334,0.993797973798,10.8047557998,1,0,0,False,False,False,False,False
g553_registry_000055,repair5g553_theta_553000055,small_local_perturbation_5pct_00054,small_local_perturbation_5pct,small_local_perturbation_5pct,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.845842595855,1.2869480182,1.19463892901,1.32855011918,0.728426509677,0.706423775174,0.966571885322,0.0415116977617,0.90570529133,1,0.958564408564,0,0.363086553087,0.727915806041,1,11.4638938389,1,0,0,False,False,False,False,False
g553_registry_000056,repair5g553_theta_553000056,medium_local_perturbation_10pct_00055,medium_local_perturbation_10pct,medium_local_perturbation_10pct,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1.03908947036,1.38198828199,1.32379810505,1.35173118923,0.79652995278,0.816543554044,1.0496005121,0.0671007858508,0.976178558679,1,0.944361644362,0,0.412752982753,0.68616040491,0.929929154929,11.5262622513,1,0,0,False,False,False,False,False
g553_registry_000057,repair5g553_theta_553000057,coordinate_sweep_each_field_00056,coordinate_sweep_each_field,coordinate_sweep_each_field,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.3125,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.6,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000058,repair5g553_theta_553000058,lambda_flow_lambda_cong_grid_00057,lambda_flow_lambda_cong_grid,lambda_flow_lambda_cong_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.99864749865,1.25,1.25,1.25,0.75,0.75,1,0.156068906069,0.95,1,0.877445377445,1.12685662686,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000059,repair5g553_theta_553000059,flow_shield_beta_cap_grid_00058,flow_shield_beta_cap_grid,flow_shield_beta_cap_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.802698765195,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.0383272383272,1.26638476638,1,11,1,0,0,False,False,False,False,False
g553_registry_000060,repair5g553_theta_553000060,alpha_flow_wait_progress_grid_00059,alpha_flow_wait_progress_grid,alpha_flow_wait_progress_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.927951927952,1.25,1.25,1.25,0.75,0.75,1,0.337107837108,0.95,1,1,0.987398487398,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000061,repair5g553_theta_553000061,alpha_cong_commit_nonprogress_grid_00060,alpha_cong_commit_nonprogress_grid,alpha_cong_commit_nonprogress_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.381450481448,0.979292479292,1.50122350122,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000062,repair5g553_theta_553000062,edge_cost_clamp_grid_00061,edge_cost_clamp_grid,edge_cost_clamp_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1.21081546082,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.544248544249,8.58741258741,1,0,0,False,False,False,False,False
g553_registry_000063,repair5g553_theta_553000063,rho_decay_grid_00062,rho_decay_grid,rho_decay_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.42691492691,1.25,1.25,1.25,0.75,0.75,1,0,0.99066009066,0.997968597969,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000064,repair5g553_theta_553000064,sobol_local_global_static_00063,sobol_local_global_static,sobol_local_global_static,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1.93413160079,1.37217612218,1.0496969872,1.01752408002,0.563262625763,0.61114042364,0.62855950356,0.0132706382706,0.960815285815,0.979721729722,0.892061142061,0.353301353301,0.321381771382,0.5270000895,0.991409116409,11.7703097703,1,0,0,False,False,False,False,False
g553_registry_000065,repair5g553_theta_553000065,cma_es_or_ranked_search_candidates_00064,cma_es_or_ranked_search_candidates,cma_es_or_ranked_search_candidates,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.390151497649,1.25,1.5395027895,1.25,0.75,0.75,1,0,0.95,1,0.927598977599,0.0383826383826,0.338062838063,0.807047957048,1,11,1,0,0,False,False,False,False,False
g553_registry_000066,repair5g553_theta_553000066,negative_random_wide_control_00065,negative_random_wide_control,negative_random_wide_control,repair5g553_fixed_global_staticflow_registry,True,True,False,False,4.95509554259,0.90944040944,1.34886959887,0.6791004291,0.399446649447,0.550601300601,0.369898869899,0.943888443888,0.998602698603,0.98346978347,1.35608585609,0.241092241092,0.688719088719,1.06484456484,0.855838605839,11.8701438701,0,0,1,False,False,False,False,False
g553_registry_000067,repair5g553_theta_553000067,tiny_local_perturbation_2pct_00066,tiny_local_perturbation_2pct,tiny_local_perturbation_2pct,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.542945309196,1.2411009036,1.26726822352,1.26443347193,0.733357277107,0.771052337302,0.979522752023,0.0203231265731,0.965158409908,0.980522600523,1.01885111885,0.0268915318915,0.363682569683,0.763394488394,1,10.80503795,1,0,0,False,False,False,False,False
g553_registry_000068,repair5g553_theta_553000068,small_local_perturbation_5pct_00067,small_local_perturbation_5pct,small_local_perturbation_5pct,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.863902785769,1.30834469584,1.20979138167,1.30161680474,0.700408966034,0.713790779416,0.960853617104,0,0.973192432567,0.9774002274,1.02205830956,0,0.371516951517,0.783206001956,0.960651473151,10.6360933736,1,0,0,False,False,False,False,False
g553_registry_000069,repair5g553_theta_553000069,medium_local_perturbation_10pct_00068,medium_local_perturbation_10pct,medium_local_perturbation_10pct,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1.82125980877,1.29696418446,1.33351511477,1.31949681325,0.671679015429,0.606483887734,1.05458516709,0.0650163462663,0.914876778627,0.94209011709,1.06363396363,0,0.404093414093,0.682765714016,0.928939003939,10.039042339,1,0,0,False,False,False,False,False
