split,policy_variant,vs_additive_pairs,vs_additive_success_regression_count,vs_additive_success_gain_count,vs_additive_both_fail_count,vs_additive_quality_only_pairs,vs_additive_quality_only_mean_delta,vs_additive_quality_only_median_delta,vs_additive_quality_ci_low,vs_additive_quality_ci_high,vs_additive_mean_corrected_delta,vs_additive_better_count,vs_additive_equal_count,vs_additive_worse_count,vs_static_flow_pairs,vs_static_flow_success_regression_count,vs_static_flow_success_gain_count,vs_static_flow_both_fail_count,vs_static_flow_quality_only_pairs,vs_static_flow_quality_only_mean_delta,vs_static_flow_quality_only_median_delta,vs_static_flow_quality_ci_low,vs_static_flow_quality_ci_high,vs_static_flow_mean_corrected_delta,vs_static_flow_better_count,vs_static_flow_equal_count,vs_static_flow_worse_count,vs_best_fixed_pairs,vs_best_fixed_success_regression_count,vs_best_fixed_success_gain_count,vs_best_fixed_both_fail_count,vs_best_fixed_quality_only_pairs,vs_best_fixed_quality_only_mean_delta,vs_best_fixed_quality_only_median_delta,vs_best_fixed_quality_ci_low,vs_best_fixed_quality_ci_high,vs_best_fixed_mean_corrected_delta,vs_best_fixed_better_count,vs_best_fixed_equal_count,vs_best_fixed_worse_count,vs_best_family_pairs,vs_best_family_success_regression_count,vs_best_family_success_gain_count,vs_best_family_both_fail_count,vs_best_family_quality_only_pairs,vs_best_family_quality_only_mean_delta,vs_best_family_quality_only_median_delta,vs_best_family_quality_ci_low,vs_best_family_quality_ci_high,vs_best_family_mean_corrected_delta,vs_best_family_better_count,vs_best_family_equal_count,vs_best_family_worse_count,vs_primary_static_pairs,vs_primary_static_success_regression_count,vs_primary_static_success_gain_count,vs_primary_static_both_fail_count,vs_primary_static_quality_only_pairs,vs_primary_static_quality_only_mean_delta,vs_primary_static_quality_only_median_delta,vs_primary_static_quality_ci_low,vs_primary_static_quality_ci_high,vs_primary_static_mean_corrected_delta,vs_primary_static_better_count,vs_primary_static_equal_count,vs_primary_static_worse_count,non_static_selection_rate,fallback_to_static_rate,fallback_to_additive_rate,static_safe_high_margin_capture,static_oracle_gap_closed,selected_vs_static_better,selected_vs_static_equal,selected_vs_static_worse,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
post_reserved_seed_holdout,G5.37_static_relative_selector,423,0,0,423,0,0,0,0,0,0,0,0,0,439,0,0,439,0,0,0,0,0,0,0,0,0,431,0,0,431,0,0,0,0,0,0,0,0,0,73,0,0,73,0,0,0,0,0,0,0,0,0,454,0,0,454,0,0,0,0,0,0,0,0,0,0,1,0.0512295081967,,,0,0,0,False,False,False,False,False
post_reserved_seed_holdout,G5.37_static_relative_selector_with_safety,423,0,0,423,0,0,0,0,0,0,0,0,0,439,0,0,439,0,0,0,0,0,0,0,0,0,431,0,0,431,0,0,0,0,0,0,0,0,0,73,0,0,73,0,0,0,0,0,0,0,0,0,454,0,0,454,0,0,0,0,0,0,0,0,0,0,1,0.0512295081967,,,0,0,0,False,False,False,False,False
post_reserved_seed_holdout,G5.37_static_relative_selector_with_margin,423,0,0,423,0,0,0,0,0,0,0,0,0,439,0,0,439,0,0,0,0,0,0,0,0,0,431,0,0,431,0,0,0,0,0,0,0,0,0,73,0,0,73,0,0,0,0,0,0,0,0,0,454,0,0,454,0,0,0,0,0,0,0,0,0,0,1,0.0512295081967,,,0,0,0,False,False,False,False,False
post_reserved_seed_holdout,G5.37_static_relative_selector_abstain_to_best_static,423,0,0,423,0,0,0,0,0,0,0,0,0,439,0,0,439,0,0,0,0,0,0,0,0,0,431,0,0,431,0,0,0,0,0,0,0,0,0,73,0,0,73,0,0,0,0,0,0,0,0,0,454,0,0,454,0,0,0,0,0,0,0,0,0,0,1,0.0512295081967,,,0,0,0,False,False,False,False,False
post_reserved_seed_holdout,oracle_safe_static_relative_selector,423,0,0,423,0,0,0,0,0,0,0,0,0,439,0,0,439,0,0,0,0,0,0,0,0,0,431,0,0,431,0,0,0,0,0,0,0,0,0,73,0,0,73,0,0,0,0,0,0,0,0,0,454,0,0,454,0,0,0,0,0,0,0,0,0,0.969262295082,0.030737704918,0.0286885245902,,,0,0,0,False,False,False,False,False
leave_one_map_family_out,static_flow_baseline,720,0,0,720,0,0,0,0,0,0,0,0,0,737,0,0,737,0,0,0,0,0,0,0,0,0,724,0,0,724,0,0,0,0,0,0,0,0,0,370,0,0,370,0,0,0,0,0,0,0,0,0,757,0,0,757,0,0,0,0,0,0,0,0,0,0.836809815951,0.163190184049,0,,,0,0,0,False,False,False,False,False
leave_one_map_family_out,best_family_static_baseline,720,0,0,720,0,0,0,0,0,0,0,0,0,737,0,0,737,0,0,0,0,0,0,0,0,0,724,0,0,724,0,0,0,0,0,0,0,0,0,370,0,0,370,0,0,0,0,0,0,0,0,0,757,0,0,757,0,0,0,0,0,0,0,0,0,0.334969325153,0.665030674847,0.106748466258,,,0,0,0,False,False,False,False,False
leave_one_map_family_out,G5.37_static_relative_selector,720,0,0,720,0,0,0,0,0,0,0,0,0,737,0,0,737,0,0,0,0,0,0,0,0,0,724,0,0,724,0,0,0,0,0,0,0,0,0,370,0,0,370,0,0,0,0,0,0,0,0,0,757,0,0,757,0,0,0,0,0,0,0,0,0,0.00736196319018,0.99263803681,0.103067484663,,,0,0,0,False,False,False,False,False
leave_one_map_family_out,G5.37_static_relative_selector_with_safety,720,0,0,720,0,0,0,0,0,0,0,0,0,737,0,0,737,0,0,0,0,0,0,0,0,0,724,0,0,724,0,0,0,0,0,0,0,0,0,370,0,0,370,0,0,0,0,0,0,0,0,0,757,0,0,757,0,0,0,0,0,0,0,0,0,0.00736196319018,0.99263803681,0.103067484663,,,0,0,0,False,False,False,False,False
leave_one_map_family_out,G5.37_static_relative_selector_with_margin,720,0,0,720,0,0,0,0,0,0,0,0,0,737,0,0,737,0,0,0,0,0,0,0,0,0,724,0,0,724,0,0,0,0,0,0,0,0,0,370,0,0,370,0,0,0,0,0,0,0,0,0,757,0,0,757,0,0,0,0,0,0,0,0,0,0.00736196319018,0.99263803681,0.103067484663,,,0,0,0,False,False,False,False,False
leave_one_map_family_out,G5.37_static_relative_selector_abstain_to_best_static,720,0,0,720,0,0,0,0,0,0,0,0,0,737,0,0,737,0,0,0,0,0,0,0,0,0,724,0,0,724,0,0,0,0,0,0,0,0,0,370,0,0,370,0,0,0,0,0,0,0,0,0,757,0,0,757,0,0,0,0,0,0,0,0,0,0,1,0.103067484663,,,0,0,0,False,False,False,False,False
leave_one_map_family_out,oracle_safe_static_relative_selector,720,0,0,720,0,0,0,0,0,0,0,0,0,737,0,0,737,0,0,0,0,0,0,0,0,0,724,0,0,724,0,0,0,0,0,0,0,0,0,370,0,0,370,0,0,0,0,0,0,0,0,0,757,0,0,757,0,0,0,0,0,0,0,0,0,0.950920245399,0.0490797546012,0.262576687117,,,0,0,0,False,False,False,False,False
warehouse_holdout,static_flow_baseline,87,0,0,87,0,0,0,0,0,0,0,0,0,87,0,0,87,0,0,0,0,0,0,0,0,0,87,0,0,87,0,0,0,0,0,0,0,0,0,87,0,0,87,0,0,0,0,0,0,0,0,0,87,0,0,87,0,0,0,0,0,0,0,0,0,0.934065934066,0.0659340659341,0,,,0,0,0,False,False,False,False,False
warehouse_holdout,best_family_static_baseline,87,0,0,87,0,0,0,0,0,0,0,0,0,87,0,0,87,0,0,0,0,0,0,0,0,0,87,0,0,87,0,0,0,0,0,0,0,0,0,87,0,0,87,0,0,0,0,0,0,0,0,0,87,0,0,87,0,0,0,0,0,0,0,0,0,0.032967032967,0.967032967033,0.956043956044,,,0,0,0,False,False,False,False,False
warehouse_holdout,G5.37_static_relative_selector,87,0,0,87,0,0,0,0,0,0,0,0,0,87,0,0,87,0,0,0,0,0,0,0,0,0,87,0,0,87,0,0,0,0,0,0,0,0,0,87,0,0,87,0,0,0,0,0,0,0,0,0,87,0,0,87,0,0,0,0,0,0,0,0,0,0,1,0.923076923077,,,0,0,0,False,False,False,False,False
warehouse_holdout,G5.37_static_relative_selector_with_safety,87,0,0,87,0,0,0,0,0,0,0,0,0,87,0,0,87,0,0,0,0,0,0,0,0,0,87,0,0,87,0,0,0,0,0,0,0,0,0,87,0,0,87,0,0,0,0,0,0,0,0,0,87,0,0,87,0,0,0,0,0,0,0,0,0,0,1,0.923076923077,,,0,0,0,False,False,False,False,False
warehouse_holdout,G5.37_static_relative_selector_with_margin,87,0,0,87,0,0,0,0,0,0,0,0,0,87,0,0,87,0,0,0,0,0,0,0,0,0,87,0,0,87,0,0,0,0,0,0,0,0,0,87,0,0,87,0,0,0,0,0,0,0,0,0,87,0,0,87,0,0,0,0,0,0,0,0,0,0,1,0.923076923077,,,0,0,0,False,False,False,False,False
warehouse_holdout,G5.37_static_relative_selector_abstain_to_best_static,87,0,0,87,0,0,0,0,0,0,0,0,0,87,0,0,87,0,0,0,0,0,0,0,0,0,87,0,0,87,0,0,0,0,0,0,0,0,0,87,0,0,87,0,0,0,0,0,0,0,0,0,87,0,0,87,0,0,0,0,0,0,0,0,0,0,1,0.923076923077,,,0,0,0,False,False,False,False,False
warehouse_holdout,oracle_safe_static_relative_selector,87,0,0,87,0,0,0,0,0,0,0,0,0,87,0,0,87,0,0,0,0,0,0,0,0,0,87,0,0,87,0,0,0,0,0,0,0,0,0,87,0,0,87,0,0,0,0,0,0,0,0,0,87,0,0,87,0,0,0,0,0,0,0,0,0,0.725274725275,0.274725274725,0.285714285714,,,0,0,0,False,False,False,False,False
leave_one_budget_out,static_flow_baseline,235,0,0,235,0,0,0,0,0,0,0,0,0,247,0,0,247,0,0,0,0,0,0,0,0,0,239,0,0,239,0,0,0,0,0,0,0,0,0,118,0,0,118,0,0,0,0,0,0,0,0,0,260,0,0,260,0,0,0,0,0,0,0,0,0,0.709897610922,0.290102389078,0,,,0,0,0,False,False,False,False,False
leave_one_budget_out,best_family_static_baseline,235,0,0,235,0,0,0,0,0,0,0,0,0,247,0,0,247,0,0,0,0,0,0,0,0,0,239,0,0,239,0,0,0,0,0,0,0,0,0,118,0,0,118,0,0,0,0,0,0,0,0,0,260,0,0,260,0,0,0,0,0,0,0,0,0,0.296928327645,0.703071672355,0.0716723549488,,,0,0,0,False,False,False,False,False
leave_one_budget_out,G5.37_static_relative_selector,235,0,0,235,0,0,0,0,0,0,0,0,0,247,0,0,247,0,0,0,0,0,0,0,0,0,239,0,0,239,0,0,0,0,0,0,0,0,0,118,0,0,118,0,0,0,0,0,0,0,0,0,260,0,0,260,0,0,0,0,0,0,0,0,0,0.0204778156997,0.9795221843,0.061433447099,,,0,0,0,False,False,False,False,False
leave_one_budget_out,G5.37_static_relative_selector_with_safety,235,0,0,235,0,0,0,0,0,0,0,0,0,247,0,0,247,0,0,0,0,0,0,0,0,0,239,0,0,239,0,0,0,0,0,0,0,0,0,118,0,0,118,0,0,0,0,0,0,0,0,0,260,0,0,260,0,0,0,0,0,0,0,0,0,0.0204778156997,0.9795221843,0.061433447099,,,0,0,0,False,False,False,False,False
leave_one_budget_out,G5.37_static_relative_selector_with_margin,235,0,0,235,0,0,0,0,0,0,0,0,0,247,0,0,247,0,0,0,0,0,0,0,0,0,239,0,0,239,0,0,0,0,0,0,0,0,0,118,0,0,118,0,0,0,0,0,0,0,0,0,260,0,0,260,0,0,0,0,0,0,0,0,0,0.0204778156997,0.9795221843,0.061433447099,,,0,0,0,False,False,False,False,False
leave_one_budget_out,G5.37_static_relative_selector_abstain_to_best_static,235,0,0,235,0,0,0,0,0,0,0,0,0,247,0,0,247,0,0,0,0,0,0,0,0,0,239,0,0,239,0,0,0,0,0,0,0,0,0,118,0,0,118,0,0,0,0,0,0,0,0,0,260,0,0,260,0,0,0,0,0,0,0,0,0,0,1,0.061433447099,,,0,0,0,False,False,False,False,False
leave_one_budget_out,oracle_safe_static_relative_selector,235,0,0,235,0,0,0,0,0,0,0,0,0,247,0,0,247,0,0,0,0,0,0,0,0,0,239,0,0,239,0,0,0,0,0,0,0,0,0,118,0,0,118,0,0,0,0,0,0,0,0,0,260,0,0,260,0,0,0,0,0,0,0,0,0,0.945392491468,0.0546075085324,0.300341296928,,,0,0,0,False,False,False,False,False
leave_one_agent_count_out,static_flow_baseline,334,0,0,334,0,0,0,0,0,0,0,0,0,341,0,0,341,0,0,0,0,0,0,0,0,0,337,0,0,337,0,0,0,0,0,0,0,0,0,164,0,0,164,0,0,0,0,0,0,0,0,0,350,0,0,350,0,0,0,0,0,0,0,0,0,0.901098901099,0.0989010989011,0,,,0,0,0,False,False,False,False,False
leave_one_agent_count_out,best_family_static_baseline,334,0,0,334,0,0,0,0,0,0,0,0,0,341,0,0,341,0,0,0,0,0,0,0,0,0,337,0,0,337,0,0,0,0,0,0,0,0,0,164,0,0,164,0,0,0,0,0,0,0,0,0,350,0,0,350,0,0,0,0,0,0,0,0,0,0.351648351648,0.648351648352,0.0879120879121,,,0,0,0,False,False,False,False,False
leave_one_agent_count_out,G5.37_static_relative_selector,334,0,0,334,0,0,0,0,0,0,0,0,0,341,0,0,341,0,0,0,0,0,0,0,0,0,337,0,0,337,0,0,0,0,0,0,0,0,0,164,0,0,164,0,0,0,0,0,0,0,0,0,350,0,0,350,0,0,0,0,0,0,0,0,0,0,1,0.0879120879121,,,0,0,0,False,False,False,False,False
leave_one_agent_count_out,G5.37_static_relative_selector_with_safety,334,0,0,334,0,0,0,0,0,0,0,0,0,341,0,0,341,0,0,0,0,0,0,0,0,0,337,0,0,337,0,0,0,0,0,0,0,0,0,164,0,0,164,0,0,0,0,0,0,0,0,0,350,0,0,350,0,0,0,0,0,0,0,0,0,0,1,0.0879120879121,,,0,0,0,False,False,False,False,False
leave_one_agent_count_out,G5.37_static_relative_selector_with_margin,334,0,0,334,0,0,0,0,0,0,0,0,0,341,0,0,341,0,0,0,0,0,0,0,0,0,337,0,0,337,0,0,0,0,0,0,0,0,0,164,0,0,164,0,0,0,0,0,0,0,0,0,350,0,0,350,0,0,0,0,0,0,0,0,0,0,1,0.0879120879121,,,0,0,0,False,False,False,False,False
leave_one_agent_count_out,G5.37_static_relative_selector_abstain_to_best_static,334,0,0,334,0,0,0,0,0,0,0,0,0,341,0,0,341,0,0,0,0,0,0,0,0,0,337,0,0,337,0,0,0,0,0,0,0,0,0,164,0,0,164,0,0,0,0,0,0,0,0,0,350,0,0,350,0,0,0,0,0,0,0,0,0,0,1,0.0879120879121,,,0,0,0,False,False,False,False,False
leave_one_agent_count_out,oracle_safe_static_relative_selector,334,0,0,334,0,0,0,0,0,0,0,0,0,341,0,0,341,0,0,0,0,0,0,0,0,0,337,0,0,337,0,0,0,0,0,0,0,0,0,164,0,0,164,0,0,0,0,0,0,0,0,0,350,0,0,350,0,0,0,0,0,0,0,0,0,0.980769230769,0.0192307692308,0.21978021978,,,0,0,0,False,False,False,False,False
leave_one_candidate_family_out,static_flow_baseline,720,0,0,720,0,0,0,0,0,0,0,0,0,737,0,0,737,0,0,0,0,0,0,0,0,0,724,0,0,724,0,0,0,0,0,0,0,0,0,370,0,0,370,0,0,0,0,0,0,0,0,0,757,0,0,757,0,0,0,0,0,0,0,0,0,0.836809815951,0.163190184049,0,,,0,0,0,False,False,False,False,False
leave_one_candidate_family_out,best_family_static_baseline,720,0,0,720,0,0,0,0,0,0,0,0,0,737,0,0,737,0,0,0,0,0,0,0,0,0,724,0,0,724,0,0,0,0,0,0,0,0,0,370,0,0,370,0,0,0,0,0,0,0,0,0,757,0,0,757,0,0,0,0,0,0,0,0,0,0.334969325153,0.665030674847,0.106748466258,,,0,0,0,False,False,False,False,False
leave_one_candidate_family_out,G5.37_static_relative_selector,720,0,0,720,0,0,0,0,0,0,0,0,0,737,0,0,737,0,0,0,0,0,0,0,0,0,724,0,0,724,0,0,0,0,0,0,0,0,0,370,0,0,370,0,0,0,0,0,0,0,0,0,757,0,0,757,0,0,0,0,0,0,0,0,0,0.00736196319018,0.99263803681,0.103067484663,,,0,0,0,False,False,False,False,False
leave_one_candidate_family_out,G5.37_static_relative_selector_with_safety,720,0,0,720,0,0,0,0,0,0,0,0,0,737,0,0,737,0,0,0,0,0,0,0,0,0,724,0,0,724,0,0,0,0,0,0,0,0,0,370,0,0,370,0,0,0,0,0,0,0,0,0,757,0,0,757,0,0,0,0,0,0,0,0,0,0.00736196319018,0.99263803681,0.103067484663,,,0,0,0,False,False,False,False,False
leave_one_candidate_family_out,G5.37_static_relative_selector_with_margin,720,0,0,720,0,0,0,0,0,0,0,0,0,737,0,0,737,0,0,0,0,0,0,0,0,0,724,0,0,724,0,0,0,0,0,0,0,0,0,370,0,0,370,0,0,0,0,0,0,0,0,0,757,0,0,757,0,0,0,0,0,0,0,0,0,0.00736196319018,0.99263803681,0.103067484663,,,0,0,0,False,False,False,False,False
