candidate_id,stage,candidate_family,candidate_rows,raw_generated_rows,success_regression_count_vs_g554_c00051,success_gain_count_vs_g554_c00051,success_rate_delta_vs_g554_c00051,both_success_quality_pairs_vs_g554_c00051,quality_delta_mean_vs_g554_c00051,bootstrap_ci_upper,better_count_vs_g554_c00051,worse_count_vs_g554_c00051,support_strata,support_seed_blocks,fingerprint_match_rate,candidate_recognized_all,cost_finite_all,theta_in_bounds_all,materialization_gate_passed,support_gate_passed,quality_gate_passed,ci_gate_passed,better_worse_gate_passed,success_rate_gate_passed,validation_ready,not_ready_reason,distance_from_g554_c00051,goal_projection_mode,active_field_deltas,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g556_c045280,stage1,,100,100,0,0,0,100,-0.0063104869994,-0.000990961462722,44,30,24,75,1,True,True,True,True,True,True,True,True,True,True,,0.143324210027,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.15759256664,1.25,0.75,0.75,1.09010139115,0.690513461582,0.985328925813,1,0.65820325739,0.65,0.301117847988,0.804636362757,0.996564973555,10.6074409658,1,0,0,False,False,False,False,False
g556_c063001,stage1,,100,100,0,0,0,100,-0.0063002612444,-0.00228617186133,55,27,24,75,1,True,True,True,True,True,True,True,True,True,True,,0.172314158064,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.1420893144,1.25,0.75,0.75,1.08434692541,0.702888975706,0.979760195519,1,0.692542156374,0.65,0.327426696261,0.849526356837,0.981132899851,10.6658712745,1,0,0,False,False,False,False,False
g556_c038779,stage1,,100,100,0,0,0,100,-0.0062960151571,-0.00237103965795,54,28,24,75,1,True,True,True,True,True,True,True,True,True,True,,0.116485773048,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.12087109681,1.25,0.75,0.75,1.07286299961,0.662380615356,0.981169316992,1,0.664159387522,0.65,0.320232163045,0.837817850713,0.997066603175,10.7825242426,1,0,0,False,False,False,False,False
g556_c071992,stage1,,100,100,0,0,0,100,-0.006282178167,-0.000669583379888,50,30,24,75,1,True,True,True,True,True,True,True,True,True,True,,0.12248701054,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.15823300472,1.25,0.75,0.75,1.04163178906,0.673479925183,0.984282700552,1,0.666003992988,0.65,0.324936828531,0.851070887204,1,10.6755067896,1,0,0,False,False,False,False,False
g556_c022165,stage1,,100,100,0,0,0,100,-0.0062766077819,-0.00198069472114,49,30,24,75,1,True,True,True,True,True,True,True,True,True,True,,0.102133393602,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.12750148942,1.25,0.75,0.75,1.04867239219,0.678442839044,0.98169012293,1,0.653108185675,0.65,0.327785858384,0.82944379771,1,10.8125262826,1,0,0,False,False,False,False,False
g556_c001348,stage1,,100,100,0,0,0,100,-0.0062705579516,-0.00175553502631,48,36,24,75,1,True,True,True,True,True,True,True,True,True,True,,0.115169391991,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.16319566046,1.25,0.75,0.75,1.08018669389,0.672174329725,0.982231779555,1,0.691128479115,0.65,0.302443178412,0.842279024829,0.993540751253,10.7307532479,1,0,0,False,False,False,False,False
g556_c003526,stage1,,100,100,0,0,0,100,-0.0062305919998,-0.00167361725675,57,32,24,75,1,True,True,True,True,True,True,True,True,True,True,,0.123256610232,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.10987417042,1.25,0.75,0.75,1.04929379532,0.656415348877,0.982897853806,1,0.65813662809,0.65,0.304403480531,0.83855534225,0.996763782209,10.6190090531,1,0,0,False,False,False,False,False
g556_c065509,stage1,,100,100,0,0,0,100,-0.0062303515194,-0.000653360602903,48,29,24,75,1,True,True,True,True,True,True,True,True,True,True,,0.0972320083087,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.14856206999,1.25,0.75,0.75,1.0721325843,0.700818540667,0.983507142979,1,0.662347152959,0.65,0.316919038984,0.831470704129,1,10.7866483002,1,0,0,False,False,False,False,False
g556_c061750,stage1,,100,100,0,0,0,100,-0.0062246644439,-0.00161200415292,55,31,24,75,1,True,True,True,True,True,True,True,True,True,True,,0.127630981108,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.11724250769,1.25,0.75,0.75,1.03683712994,0.671157189651,0.985351686745,1,0.686419249742,0.65,0.314573590021,0.848689224349,1,10.7915069616,1,0,0,False,False,False,False,False
g556_c079048,stage1,,100,100,0,0,0,100,-0.0061951698148,-0.00190875701647,46,31,24,75,1,True,True,True,True,True,True,True,True,True,True,,0.143825220534,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.12260965284,1.25,0.75,0.75,1.06497802052,0.669814686179,0.980384598346,1,0.68845666363,0.65,0.328756150673,0.844973157997,0.987203021641,10.6522740073,1,0,0,False,False,False,False,False
g556_c063174,stage1,,100,100,0,0,0,100,-0.006127536457,-0.00172099731994,51,27,24,75,1,True,True,True,True,True,True,True,True,True,True,,0.155407233764,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g556_c059016,stage1,,100,100,0,0,0,100,-0.006125791159,-0.00207191051758,54,27,24,75,1,True,True,True,True,True,True,True,True,True,True,,0.151048942858,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.09187039756,1.25,0.75,0.75,1.08185629688,0.676379677734,0.984511412766,1,0.658154806536,0.65,0.306949920892,0.856908263442,1,10.6539065864,1,0,0,False,False,False,False,False
g556_c000930,stage1,,100,100,0,0,0,100,-0.0061251586245,-0.00170775187378,50,34,24,75,1,True,True,True,True,True,True,True,True,True,True,,0.160156679519,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.14534913212,1.25,0.75,0.75,1.06606161427,0.711872056256,0.979979548761,1,0.702992920021,0.65,0.331275678314,0.852638136252,0.993549221352,10.7009287814,1,0,0,False,False,False,False,False
g556_c044935,stage1,,100,100,0,0,0,100,-0.0061007116042,-0.00221296885411,50,28,24,75,1,True,True,True,True,True,True,True,True,True,True,,0.0994858490385,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.11704914577,1.25,0.75,0.75,1.034650693,0.682487680035,0.983187562937,1,0.666576352771,0.65,0.330050233591,0.837238786825,1,10.6680191261,1,0,0,False,False,False,False,False
g556_c039652,stage1,,100,100,0,0,0,100,-0.0060345022277,-0.00234579839375,53,24,24,75,1,True,True,True,True,True,True,True,True,True,True,,0.12096639961,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.10313009691,1.25,0.75,0.75,1.07470837658,0.709596776832,0.984195658913,1,0.654192209923,0.65,0.306485030286,0.835745100681,1,10.7031007508,1,0,0,False,False,False,False,False
g556_c012076,stage1,,100,100,0,0,0,100,-0.0059872086014,-0.00129914781244,48,29,24,75,1,True,True,True,True,True,True,True,True,True,True,,0.127865856392,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.10569582046,1.25,0.75,0.75,1.02849245023,0.6905243153,0.983524188927,1,0.654726178321,0.65,0.322678175707,0.830579791177,0.99340824915,10.7848077157,1,0,0,False,False,False,False,False
g556_c008647,stage1,,100,100,0,0,0,100,-0.0059195004605,-0.000801580693247,48,29,24,75,1,True,True,True,True,True,True,True,True,True,True,,0.114805738101,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.11191750179,1.25,0.75,0.75,1.02735673238,0.697565641051,0.981255626733,1,0.657588192235,0.65,0.326564022049,0.824013326501,1,10.7662959413,1,0,0,False,False,False,False,False
g556_c003799,stage1,,100,100,0,0,0,100,-0.0059135918285,-0.00175339818152,55,31,24,75,1,True,True,True,True,True,True,True,True,True,True,,0.120729396819,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.15173304422,1.25,0.75,0.75,1.07845739258,0.674978049438,0.98131987014,1,0.67044016068,0.65,0.331933652341,0.83877539409,1,10.640372335,1,0,0,False,False,False,False,False
g556_c040314,stage1,,100,100,0,0,0,100,-0.0059024012015,-0.00125495803495,51,32,24,75,1,True,True,True,True,True,True,True,True,True,True,,0.16649250052,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.15384303664,1.25,0.75,0.75,1.07490592373,0.706732936674,0.97905681393,1,0.686126898619,0.65,0.330126504162,0.860992766188,1,10.6659357343,1,0,0,False,False,False,False,False
g556_c015811,stage1,,100,100,0,0,0,100,-0.0058840792738,-0.00165881447006,50,32,24,75,1,True,True,True,True,True,True,True,True,True,True,,0.123707688876,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.15081231636,1.25,0.75,0.75,1.05974468397,0.670149673299,0.982850475699,1,0.650420321239,0.65,0.322973446821,0.842611376957,0.990551843344,10.7787388539,1,0,0,False,False,False,False,False
g556_c065140,stage1,,100,100,0,0,0,100,-0.0058003797006,-0.00164824353683,47,27,24,75,1,True,True,True,True,True,True,True,True,True,True,,0.105684512927,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.15002453747,1.25,0.75,0.75,1.05892948891,0.705935587816,0.982847604707,1,0.695219034343,0.65,0.324207811118,0.844675408265,1,10.6825294226,1,0,0,False,False,False,False,False
g556_c060109,stage1,,100,100,0,0,0,100,-0.0057141581476,-0.00185951661571,49,32,24,75,1,True,True,True,True,True,True,True,True,True,True,,0.105425088718,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.14322764536,1.25,0.75,0.75,1.08047012554,0.714742848894,0.984195915412,1,0.659725685823,0.65,0.31487060913,0.827051323637,1,10.6785124646,1,0,0,False,False,False,False,False
g556_c001279,stage1,,100,100,0,0,0,100,-0.0056866541615,-0.00110214013537,48,34,24,75,1,True,True,True,True,True,True,True,True,True,True,,0.140031341903,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.13897325375,1.25,0.75,0.75,1.02611069662,0.712701725017,0.979752065844,1,0.703147859556,0.65,0.313697453449,0.846897678473,1,10.6775436635,1,0,0,False,False,False,False,False
g556_c074392,stage1,,100,100,0,0,0,100,-0.0056765530802,-0.000938285377875,47,36,24,75,1,True,True,True,True,True,True,True,True,True,True,,0.120385158841,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.15151985486,1.25,0.75,0.75,1.0235324976,0.671034455019,0.981322366033,1,0.651520320439,0.65,0.326378712605,0.825712943278,1,10.6783184252,1,0,0,False,False,False,False,False
g556_c014083,stage1,,100,100,0,0,0,100,-0.0056673517331,-0.00141139373337,45,34,24,75,1,True,True,True,True,True,True,True,True,True,True,,0.134225484821,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.15899076057,1.25,0.75,0.75,1.04894752136,0.696739246655,0.984696847159,1,0.684897730307,0.65,0.325263561951,0.837435998733,0.991321611035,10.6316388952,1,0,0,False,False,False,False,False
g556_c047680,stage1,,100,100,0,0,0,100,-0.005655563381,0.000346293673632,49,29,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.136744397257,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.12737728979,1.25,0.75,0.75,1.02515816273,0.711118419142,0.980551318096,1,0.655267481698,0.65,0.317228602056,0.783043596286,0.99434501134,10.7652688643,1,0,0,False,False,False,False,False
g556_c047608,stage1,,100,100,0,0,0,100,-0.0056433518297,0.000255742248673,43,36,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.0857446452628,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.14903091233,1.25,0.75,0.75,1.06309523892,0.692792195996,0.980400449299,1,0.679608153676,0.65,0.320622977873,0.805111023833,1,10.7853413241,1,0,0,False,False,False,False,False
g556_c047095,stage1,,100,100,0,0,0,100,-0.0055992373078,0.000986861732595,47,35,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.131975716574,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.10493776961,1.25,0.75,0.75,1.09164410952,0.713589980478,0.983270479689,1,0.66554000588,0.65,0.314725043566,0.838657857568,0.989041299126,10.6952832843,1,0,0,False,False,False,False,False
g556_c048963,stage1,,100,100,0,0,0,100,-0.0055895634433,0.000291138525507,43,33,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.134499304493,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.15531345223,1.25,0.75,0.75,1.06840828523,0.695096466583,0.980638238785,1,0.666758960723,0.65,0.323100333241,0.778660793184,0.985374428877,10.6758958965,1,0,0,False,False,False,False,False
g556_c068920,stage1,,100,100,0,0,0,100,-0.0055664775827,-0.000917056752314,52,29,24,75,1,True,True,True,True,True,True,True,True,True,True,,0.0800239699386,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.14713399927,1.25,0.75,0.75,1.04422094929,0.691599305825,0.981430678458,1,0.672194698416,0.65,0.327706586622,0.832127561534,1,10.7524270729,1,0,0,False,False,False,False,False
g556_c000984,stage1,,100,100,0,0,0,100,-0.0055653933573,-0.00117382096355,55,31,24,75,1,True,True,True,True,True,True,True,True,True,True,,0.149323088023,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.15878105183,1.25,0.75,0.75,1.0327492822,0.675961718987,0.985245263364,1,0.654484257547,0.65,0.315248641596,0.848645208231,0.987914500256,10.7560638959,1,0,0,False,False,False,False,False
g556_c006361,stage1,,100,100,0,0,0,100,-0.0055554916662,-0.00154329960161,53,28,24,75,1,True,True,True,True,True,True,True,True,True,True,,0.11324508525,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.12677839784,1.25,0.75,0.75,1.08525326244,0.691952695389,0.983371434636,1,0.650299451602,0.65,0.322892897063,0.833522557349,0.993893471445,10.6775626975,1,0,0,False,False,False,False,False
g556_c073468,stage1,,100,100,0,0,0,100,-0.0055116955947,-0.00108389605583,49,30,24,75,1,True,True,True,True,True,True,True,True,True,True,,0.112899258302,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.14393702011,1.25,0.75,0.75,1.04613671204,0.707252297616,0.98058347435,1,0.671458327625,0.65,0.331752709683,0.83618886935,1,10.7791172388,1,0,0,False,False,False,False,False
