g539_probe_row_id,context_budget_iteration_key,context_key,role,planned_candidate_id,planned_method,materialized_candidate_id,materialization_source,raw_solver_result_id,source_round,commit,branch,dirty_state,binary_path,method,method_alias,candidate_id,update_params_fingerprint,map,map_family,agents,seed,budget_ms,ltm_max_iterations,iteration,solution_found,sum_of_loss_ratio,time_to_first_solution,expanded_nodes,high_level_expansions,low_level_pibt_calls,trace_event_count,pibt_failure_audit_count,traffic_before_hash,traffic_after_hash,raw_checkpoint_source,trace_backend,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g539_probe_00000010,random-32-32-20|100|486|500|0,random-32-32-20|100|486|500,param::repair5g539_s1_001,repair5g539_s1_001,repair5g518_grid_c1p00_b1p25_f0p5_w0p75_dc0p98_df0p98_beta0p15_max0p75_c0,repair5g539_s1_001,new_g539_probe_real_solver_execution,g539_probe_raw_00000067,g539_probe_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g518_grid_c1p00_b1p25_f0p5_w0p75_dc0p98_df0p98_beta0p15_max0p75_c0,repair5g539_s1_001__b500__i2,repair5g539_s1_001,alpha_commit=1|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.97999999999999998|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1|alpha_cong_commit_nonprogress=1|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=0.5|alpha_flow_wait_progress=0|rho_cong_decay=0.97999999999999998|rho_flow_decay=0.97999999999999998|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.14999999999999999|max_flow_shield=0.75,random-32-32-20,random,100,486,500,2,0,True,0.970945945946,,62,62,6096,6790,9,14650fb0739d0383,e51d20f099fcf76b,outputs/logs/phase5p5_repair5g539_param_optimizer_probe/checkpoints_random_32_32_20_a100_b500.jsonl,real_solver_trace,False,False,False,False,False
g539_probe_00000011,random-32-32-20|100|486|500|final,random-32-32-20|100|486|500,param::repair5g539_s1_001,repair5g539_s1_001,repair5g518_grid_c1p00_b1p25_f0p5_w0p75_dc0p98_df0p98_beta0p15_max0p75_c0,repair5g539_s1_001,new_g539_probe_real_solver_execution,g539_probe_raw_00000172,g539_probe_real_solver_execution_final_run,837c137,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g518_grid_c1p00_b1p25_f0p5_w0p75_dc0p98_df0p98_beta0p15_max0p75_c0,repair5g539_s1_001__b500__i2,repair5g539_s1_001,,random-32-32-20,random,100,486,500,2,final,True,0.970945945946,448,62,62,6096,6790,,,,,real_solver_trace,False,False,False,False,False
g539_probe_00000012,random-32-32-20|100|486|500|0,random-32-32-20|100|486|500,param::repair5g539_s1_002,repair5g539_s1_002,repair5g518_grid_c1p4_b1p25_f1p25_w0p25_dc1p00_df1p00_beta0p45_max0p4_c0,repair5g539_s1_002,new_g539_probe_real_solver_execution,g539_probe_raw_00000068,g539_probe_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g518_grid_c1p4_b1p25_f1p25_w0p25_dc1p00_df1p00_beta0p45_max0p4_c0,repair5g539_s1_002__b500__i2,repair5g539_s1_002,alpha_commit=1.3999999999999999|alpha_block=1.25|alpha_wait_spillover=0.25|rho_decay=1|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.3999999999999999|alpha_cong_commit_nonprogress=1.3999999999999999|alpha_cong_block=1.25|alpha_cong_wait_progress=0.25|alpha_cong_wait_nonprogress=0.25|alpha_flow_commit_progress=1.25|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.45000000000000001|max_flow_shield=0.40000000000000002,random-32-32-20,random,100,486,500,2,0,True,0.970945945946,,62,62,6096,6790,9,14650fb0739d0383,6e5007b9bd31c013,outputs/logs/phase5p5_repair5g539_param_optimizer_probe/checkpoints_random_32_32_20_a100_b500.jsonl,real_solver_trace,False,False,False,False,False
g539_probe_00000013,random-32-32-20|100|486|500|final,random-32-32-20|100|486|500,param::repair5g539_s1_002,repair5g539_s1_002,repair5g518_grid_c1p4_b1p25_f1p25_w0p25_dc1p00_df1p00_beta0p45_max0p4_c0,repair5g539_s1_002,new_g539_probe_real_solver_execution,g539_probe_raw_00000173,g539_probe_real_solver_execution_final_run,837c137,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g518_grid_c1p4_b1p25_f1p25_w0p25_dc1p00_df1p00_beta0p45_max0p4_c0,repair5g539_s1_002__b500__i2,repair5g539_s1_002,,random-32-32-20,random,100,486,500,2,final,True,0.970945945946,434,62,62,6096,6790,,,,,real_solver_trace,False,False,False,False,False
g539_probe_00000014,random-32-32-20|100|486|500|0,random-32-32-20|100|486|500,param::repair5g539_s1_003,repair5g539_s1_003,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df0p9_beta0p3_max1p00_c0,repair5g539_s1_003,new_g539_probe_real_solver_execution,g539_probe_raw_00000069,g539_probe_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df0p9_beta0p3_max1p00_c0,repair5g539_s1_003__b500__i2,repair5g539_s1_003,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.34999999999999998|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.34999999999999998|alpha_cong_wait_nonprogress=0.34999999999999998|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=0.90000000000000002|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.29999999999999999|max_flow_shield=1,random-32-32-20,random,100,486,500,2,0,True,0.970945945946,,62,62,6096,6790,9,14650fb0739d0383,a52b2355c816588d,outputs/logs/phase5p5_repair5g539_param_optimizer_probe/checkpoints_random_32_32_20_a100_b500.jsonl,real_solver_trace,False,False,False,False,False
g539_probe_00000015,random-32-32-20|100|486|500|final,random-32-32-20|100|486|500,param::repair5g539_s1_003,repair5g539_s1_003,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df0p9_beta0p3_max1p00_c0,repair5g539_s1_003,new_g539_probe_real_solver_execution,g539_probe_raw_00000174,g539_probe_real_solver_execution_final_run,837c137,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df0p9_beta0p3_max1p00_c0,repair5g539_s1_003__b500__i2,repair5g539_s1_003,,random-32-32-20,random,100,486,500,2,final,True,0.970945945946,445,62,62,6096,6790,,,,,real_solver_trace,False,False,False,False,False
g539_probe_00000016,random-32-32-20|100|486|500|0,random-32-32-20|100|486|500,param::repair5g539_s2_080,repair5g539_s2_080,repair5g518_grid_c1p00_b1p25_f1p00_w0p65_dc0p95_df0p98_beta0p25_max0p75_c0,repair5g539_s2_080,new_g539_probe_real_solver_execution,g539_probe_raw_00000066,g539_probe_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g518_grid_c1p00_b1p25_f1p00_w0p65_dc0p95_df0p98_beta0p25_max0p75_c0,repair5g539_s2_080__b500__i2,repair5g539_s2_080,alpha_commit=1|alpha_block=1.25|alpha_wait_spillover=0.65000000000000002|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1|alpha_cong_commit_nonprogress=1|alpha_cong_block=1.25|alpha_cong_wait_progress=0.65000000000000002|alpha_cong_wait_nonprogress=0.65000000000000002|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=0.97999999999999998|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.25|max_flow_shield=0.75,random-32-32-20,random,100,486,500,2,0,True,0.970945945946,,62,62,6096,6790,9,14650fb0739d0383,5ff9c60ba5024f2f,outputs/logs/phase5p5_repair5g539_param_optimizer_probe/checkpoints_random_32_32_20_a100_b500.jsonl,real_solver_trace,False,False,False,False,False
g539_probe_00000017,random-32-32-20|100|486|500|final,random-32-32-20|100|486|500,param::repair5g539_s2_080,repair5g539_s2_080,repair5g518_grid_c1p00_b1p25_f1p00_w0p65_dc0p95_df0p98_beta0p25_max0p75_c0,repair5g539_s2_080,new_g539_probe_real_solver_execution,g539_probe_raw_00000171,g539_probe_real_solver_execution_final_run,837c137,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g518_grid_c1p00_b1p25_f1p00_w0p65_dc0p95_df0p98_beta0p25_max0p75_c0,repair5g539_s2_080__b500__i2,repair5g539_s2_080,,random-32-32-20,random,100,486,500,2,final,True,0.970945945946,440,62,62,6096,6790,,,,,real_solver_trace,False,False,False,False,False
g539_probe_00000018,random-32-32-20|100|486|500|0,random-32-32-20|100|486|500,param::repair5g539_s2_081,repair5g539_s2_081,repair5g518_grid_c1p1_b1p25_f1p00_w0p65_dc0p95_df0p98_beta0p3_max0p75_c0,repair5g539_s2_081,new_g539_probe_real_solver_execution,g539_probe_raw_00000070,g539_probe_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g518_grid_c1p1_b1p25_f1p00_w0p65_dc0p95_df0p98_beta0p3_max0p75_c0,repair5g539_s2_081__b500__i2,repair5g539_s2_081,alpha_commit=1.1000000000000001|alpha_block=1.25|alpha_wait_spillover=0.65000000000000002|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.1000000000000001|alpha_cong_commit_nonprogress=1.1000000000000001|alpha_cong_block=1.25|alpha_cong_wait_progress=0.65000000000000002|alpha_cong_wait_nonprogress=0.65000000000000002|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=0.97999999999999998|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.29999999999999999|max_flow_shield=0.75,random-32-32-20,random,100,486,500,2,0,True,0.970945945946,,62,62,6096,6790,9,14650fb0739d0383,cadae74d0dad141f,outputs/logs/phase5p5_repair5g539_param_optimizer_probe/checkpoints_random_32_32_20_a100_b500.jsonl,real_solver_trace,False,False,False,False,False
g539_probe_00000019,random-32-32-20|100|486|500|final,random-32-32-20|100|486|500,param::repair5g539_s2_081,repair5g539_s2_081,repair5g518_grid_c1p1_b1p25_f1p00_w0p65_dc0p95_df0p98_beta0p3_max0p75_c0,repair5g539_s2_081,new_g539_probe_real_solver_execution,g539_probe_raw_00000175,g539_probe_real_solver_execution_final_run,837c137,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g518_grid_c1p1_b1p25_f1p00_w0p65_dc0p95_df0p98_beta0p3_max0p75_c0,repair5g539_s2_081__b500__i2,repair5g539_s2_081,,random-32-32-20,random,100,486,500,2,final,True,0.970945945946,427,62,62,6096,6790,,,,,real_solver_trace,False,False,False,False,False
g539_probe_00000020,random-32-32-20|100|486|500|0,random-32-32-20|100|486|500,param::repair5g539_s3_112,repair5g539_s3_112,repair5g518_grid_c1p4_b1p6_f1p25_w0p75_dc1p00_df1p00_beta0p6_max1p25_c0,repair5g539_s3_112,new_g539_probe_real_solver_execution,g539_probe_raw_00000071,g539_probe_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g518_grid_c1p4_b1p6_f1p25_w0p75_dc1p00_df1p00_beta0p6_max1p25_c0,repair5g539_s3_112__b500__i2,repair5g539_s3_112,alpha_commit=1.3999999999999999|alpha_block=1.6000000000000001|alpha_wait_spillover=0.75|rho_decay=1|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.3999999999999999|alpha_cong_commit_nonprogress=1.3999999999999999|alpha_cong_block=1.6000000000000001|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.25|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.59999999999999998|max_flow_shield=1.25,random-32-32-20,random,100,486,500,2,0,True,0.970945945946,,62,62,6096,6790,9,14650fb0739d0383,2a07c650a389e1a2,outputs/logs/phase5p5_repair5g539_param_optimizer_probe/checkpoints_random_32_32_20_a100_b500.jsonl,real_solver_trace,False,False,False,False,False
g539_probe_00000021,random-32-32-20|100|486|500|final,random-32-32-20|100|486|500,param::repair5g539_s3_112,repair5g539_s3_112,repair5g518_grid_c1p4_b1p6_f1p25_w0p75_dc1p00_df1p00_beta0p6_max1p25_c0,repair5g539_s3_112,new_g539_probe_real_solver_execution,g539_probe_raw_00000176,g539_probe_real_solver_execution_final_run,837c137,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g518_grid_c1p4_b1p6_f1p25_w0p75_dc1p00_df1p00_beta0p6_max1p25_c0,repair5g539_s3_112__b500__i2,repair5g539_s3_112,,random-32-32-20,random,100,486,500,2,final,True,0.970945945946,449,62,62,6096,6790,,,,,real_solver_trace,False,False,False,False,False
g539_probe_00000022,random-32-32-20|100|486|500|0,random-32-32-20|100|486|500,param::repair5g539_s3_113,repair5g539_s3_113,repair5g518_grid_c1p00_b1p00_f0p5_w0p25_dc0p98_df0p9_beta0p15_max0p4_c0,repair5g539_s3_113,new_g539_probe_real_solver_execution,g539_probe_raw_00000072,g539_probe_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g518_grid_c1p00_b1p00_f0p5_w0p25_dc0p98_df0p9_beta0p15_max0p4_c0,repair5g539_s3_113__b500__i2,repair5g539_s3_113,alpha_commit=1|alpha_block=1|alpha_wait_spillover=0.25|rho_decay=0.97999999999999998|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=0.25|alpha_cong_wait_nonprogress=0.25|alpha_flow_commit_progress=0.5|alpha_flow_wait_progress=0|rho_cong_decay=0.97999999999999998|rho_flow_decay=0.90000000000000002|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.14999999999999999|max_flow_shield=0.40000000000000002,random-32-32-20,random,100,486,500,2,0,True,0.970945945946,,62,62,6096,6790,9,14650fb0739d0383,8be7071a20b83420,outputs/logs/phase5p5_repair5g539_param_optimizer_probe/checkpoints_random_32_32_20_a100_b500.jsonl,real_solver_trace,False,False,False,False,False
g539_probe_00000023,random-32-32-20|100|486|500|final,random-32-32-20|100|486|500,param::repair5g539_s3_113,repair5g539_s3_113,repair5g518_grid_c1p00_b1p00_f0p5_w0p25_dc0p98_df0p9_beta0p15_max0p4_c0,repair5g539_s3_113,new_g539_probe_real_solver_execution,g539_probe_raw_00000177,g539_probe_real_solver_execution_final_run,837c137,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g518_grid_c1p00_b1p00_f0p5_w0p25_dc0p98_df0p9_beta0p15_max0p4_c0,repair5g539_s3_113__b500__i2,repair5g539_s3_113,,random-32-32-20,random,100,486,500,2,final,True,0.970945945946,447,62,62,6096,6790,,,,,real_solver_trace,False,False,False,False,False
g539_probe_00000024,random-32-32-20|100|486|2000|0,random-32-32-20|100|486|2000,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,new_g539_probe_real_solver_execution,g539_probe_raw_00000073,g539_probe_real_solver_execution,,,,build/phase1a-batch/phase1a_batch.exe,repair5g59_additive_fallback,repair5g59_additive_fallback__b2000__i2,repair5g59_additive_fallback,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,random-32-32-20,random,100,486,2000,2,0,True,0.970945945946,,62,62,6096,6790,9,14650fb0739d0383,7c8184eeea5671,outputs/logs/phase5p5_repair5g539_param_optimizer_probe/checkpoints_random_32_32_20_a100_b2000.jsonl,real_solver_trace,False,False,False,False,False
