split,context_id,map,map_family,agents,seed,nominal_budget_ms,budget_ms,horizon_id,short_budget_ms,base_time_limit_sec,ltm_max_iterations,scenario_hash,fresh_seed_block,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
stage1_search,stage1_search|maze|a100|s1200|b2000,maze-32-32-4,maze,100,1200,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,220320726513889,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1201|b1000,random-32-32-20,random,50,1201,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,139164647708455,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1201|b2000,random-32-32-20,random,50,1201,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,31594204076166,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1201|b1000,random-32-32-20,random,100,1201,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,267428045433843,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1201|b2000,random-32-32-20,random,100,1201,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,217539564609264,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1201|b1000,maze-32-32-4,maze,50,1201,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,57899074878150,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1201|b2000,maze-32-32-4,maze,50,1201,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,191975682031841,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1201|b1000,maze-32-32-4,maze,100,1201,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,211233243579533,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1201|b2000,maze-32-32-4,maze,100,1201,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,226054787265374,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1202|b1000,random-32-32-20,random,50,1202,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,43680458336347,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1202|b2000,random-32-32-20,random,50,1202,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,144438353981632,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1202|b1000,random-32-32-20,random,100,1202,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,102809751335646,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1202|b2000,random-32-32-20,random,100,1202,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,278653380640477,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1202|b1000,maze-32-32-4,maze,50,1202,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,163477838072069,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1202|b2000,maze-32-32-4,maze,50,1202,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,182308662223650,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1202|b1000,maze-32-32-4,maze,100,1202,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,46763698839716,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1202|b2000,maze-32-32-4,maze,100,1202,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,117391741937712,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1203|b1000,random-32-32-20,random,50,1203,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,110292115440326,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1203|b2000,random-32-32-20,random,50,1203,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,245146713860446,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1203|b1000,random-32-32-20,random,100,1203,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,13872917852650,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1203|b2000,random-32-32-20,random,100,1203,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,75556503310734,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1203|b1000,maze-32-32-4,maze,50,1203,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,263876998771967,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1203|b2000,maze-32-32-4,maze,50,1203,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,65675391248066,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1203|b1000,maze-32-32-4,maze,100,1203,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,66319831431888,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1203|b2000,maze-32-32-4,maze,100,1203,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,104368763404425,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1204|b1000,random-32-32-20,random,50,1204,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,11067943359949,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1204|b2000,random-32-32-20,random,50,1204,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,96169841034198,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1204|b1000,random-32-32-20,random,100,1204,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,84575147997963,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1204|b2000,random-32-32-20,random,100,1204,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,173549820816275,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1204|b1000,maze-32-32-4,maze,50,1204,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,148477336146569,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1204|b2000,maze-32-32-4,maze,50,1204,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,87106522739920,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1204|b1000,maze-32-32-4,maze,100,1204,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,21517367705635,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1204|b2000,maze-32-32-4,maze,100,1204,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,7469365620373,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1205|b1000,random-32-32-20,random,50,1205,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,212504003141499,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1205|b2000,random-32-32-20,random,50,1205,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,32105351515147,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1205|b1000,random-32-32-20,random,100,1205,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,128895105446843,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1205|b2000,random-32-32-20,random,100,1205,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,228939704977234,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1205|b1000,maze-32-32-4,maze,50,1205,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,244833351004914,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1205|b2000,maze-32-32-4,maze,50,1205,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,106707075166229,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1205|b1000,maze-32-32-4,maze,100,1205,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,279876141426500,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1205|b2000,maze-32-32-4,maze,100,1205,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,39820174007752,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1206|b1000,random-32-32-20,random,50,1206,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,152527784507073,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1206|b2000,random-32-32-20,random,50,1206,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,231853709762232,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1206|b1000,random-32-32-20,random,100,1206,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,233816798599203,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1206|b2000,random-32-32-20,random,100,1206,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,26732876110891,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1206|b1000,maze-32-32-4,maze,50,1206,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,196402820302175,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1206|b2000,maze-32-32-4,maze,50,1206,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,130058347051516,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1206|b1000,maze-32-32-4,maze,100,1206,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,246290500366756,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1206|b2000,maze-32-32-4,maze,100,1206,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,94580410643648,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1207|b1000,random-32-32-20,random,50,1207,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,220282193991866,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1207|b2000,random-32-32-20,random,50,1207,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,136334974403924,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1207|b1000,random-32-32-20,random,100,1207,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,207588693772241,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1207|b2000,random-32-32-20,random,100,1207,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,165313142348515,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1207|b1000,maze-32-32-4,maze,50,1207,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,253641389287629,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1207|b2000,maze-32-32-4,maze,50,1207,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,151604226584992,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1207|b1000,maze-32-32-4,maze,100,1207,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,53335864370233,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1207|b2000,maze-32-32-4,maze,100,1207,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,55132822451147,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1208|b1000,random-32-32-20,random,50,1208,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,157686880994328,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1208|b2000,random-32-32-20,random,50,1208,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,114518662846731,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1208|b1000,random-32-32-20,random,100,1208,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,47475970511395,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1208|b2000,random-32-32-20,random,100,1208,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,258640224750560,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1208|b1000,maze-32-32-4,maze,50,1208,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,67138593014448,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1208|b2000,maze-32-32-4,maze,50,1208,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,241175584800242,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1208|b1000,maze-32-32-4,maze,100,1208,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,25078703176888,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1208|b2000,maze-32-32-4,maze,100,1208,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,103396362137348,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1209|b1000,random-32-32-20,random,50,1209,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,146257578036842,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1209|b2000,random-32-32-20,random,50,1209,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,187496758115388,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1209|b1000,random-32-32-20,random,100,1209,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,187470205111379,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1209|b2000,random-32-32-20,random,100,1209,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,229972741798989,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1209|b1000,maze-32-32-4,maze,50,1209,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,63852180773245,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1209|b2000,maze-32-32-4,maze,50,1209,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,108924104428553,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1209|b1000,maze-32-32-4,maze,100,1209,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,168365342907561,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1209|b2000,maze-32-32-4,maze,100,1209,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,66932783465077,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1210|b1000,random-32-32-20,random,50,1210,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,269158577407381,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1210|b2000,random-32-32-20,random,50,1210,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,103505046585123,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1210|b1000,random-32-32-20,random,100,1210,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,39927527218569,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1210|b2000,random-32-32-20,random,100,1210,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,187325728764724,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1210|b1000,maze-32-32-4,maze,50,1210,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,90786142031527,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1210|b2000,maze-32-32-4,maze,50,1210,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,134249488258831,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1210|b1000,maze-32-32-4,maze,100,1210,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,242557707613529,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1210|b2000,maze-32-32-4,maze,100,1210,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,264868182400092,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1211|b1000,random-32-32-20,random,50,1211,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,176606458618949,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1211|b2000,random-32-32-20,random,50,1211,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,134780967844598,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1211|b1000,random-32-32-20,random,100,1211,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,228084568006847,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1211|b2000,random-32-32-20,random,100,1211,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,48606922651164,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1211|b1000,maze-32-32-4,maze,50,1211,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,101352581444064,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1211|b2000,maze-32-32-4,maze,50,1211,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,275142447224087,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1211|b1000,maze-32-32-4,maze,100,1211,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,221102593735250,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1211|b2000,maze-32-32-4,maze,100,1211,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,138315342122148,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1212|b1000,random-32-32-20,random,50,1212,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,5235208071589,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1212|b2000,random-32-32-20,random,50,1212,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,74336415028579,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1212|b1000,random-32-32-20,random,100,1212,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,258544820728554,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1212|b2000,random-32-32-20,random,100,1212,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,60350586162060,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1212|b1000,maze-32-32-4,maze,50,1212,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,227706758756018,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1212|b2000,maze-32-32-4,maze,50,1212,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,253907095119061,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1212|b1000,maze-32-32-4,maze,100,1212,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,50005277138414,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1212|b2000,maze-32-32-4,maze,100,1212,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,269858863279408,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1213|b1000,random-32-32-20,random,50,1213,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,99003798623293,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1213|b2000,random-32-32-20,random,50,1213,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,148408197665858,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1213|b1000,random-32-32-20,random,100,1213,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,193077238820528,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1213|b2000,random-32-32-20,random,100,1213,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,83200916875051,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1213|b1000,maze-32-32-4,maze,50,1213,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,170820886342915,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1213|b2000,maze-32-32-4,maze,50,1213,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,256065301282041,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1213|b1000,maze-32-32-4,maze,100,1213,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,152799284076827,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1213|b2000,maze-32-32-4,maze,100,1213,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,181792741501088,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1214|b1000,random-32-32-20,random,50,1214,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,18546935493734,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1214|b2000,random-32-32-20,random,50,1214,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,33127831779951,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1214|b1000,random-32-32-20,random,100,1214,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,180217302945639,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1214|b2000,random-32-32-20,random,100,1214,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,158377885959091,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1214|b1000,maze-32-32-4,maze,50,1214,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,55939217420958,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1214|b2000,maze-32-32-4,maze,50,1214,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,118416910051874,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1214|b1000,maze-32-32-4,maze,100,1214,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,84707921893050,1200_1219,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1214|b2000,maze-32-32-4,maze,100,1214,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,126086546721380,1200_1219,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1215|b1000,random-32-32-20,random,50,1215,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,67204362209721,1200_1219,False,False,False,False,False
