row_type,eval_scope,model,contexts,top1_safe_oracle_capture_rate,top3_safe_oracle_capture_rate,top5_safe_oracle_capture_rate,safe_policy_sim_utility,candidate_induced_no_solution_count,budget_sensitive_candidate_failure_count,selected_safe_positive_count,avoidable_risk_ece,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
model_summary,leave_one_map_family,pairwise_preference_ranker_runtime_safe,20,0.05,0.3,0.35,0.008039321809500002,1,1,8,0.017670144787999997,False,False,False,False,False
model_summary,leave_one_map_family,context_gate_then_candidate_ranker_runtime_safe,20,0.05,0.3,0.35,0.008039321809500002,1,1,8,0.017670144787999997,False,False,False,False,False
model_summary,leave_one_map_family,topk_then_risk_gate_selector,20,0.05,0.3,0.35,0.008039321809500002,1,1,8,0.017670144787999997,False,False,False,False,False
model_summary,leave_one_map_family,conformal_abstention_runtime_safe,20,0.05,0.3,0.35,0.008039321809500002,1,1,8,0.017670144787999997,False,False,False,False,False
model_summary,leave_one_map_family,old14_plus_g518_no_new_baseline,20,0.15,0.0,0.0,0.0,0,0,0,0.0,False,False,False,False,False
model_summary,leave_one_map_family,source_blind_ablation,20,0.05,0.2,0.35,0.008039321809500002,1,1,8,0.007824167824999992,False,False,False,False,False
model_summary,leave_one_map_family,oracle_upper_bound_diagnostic_not_for_promotion,20,1.0,1.0,1.0,-0.020517621213999998,0,0,15,0.0,False,False,False,False,False
model_summary,leave_one_map_family,old14_plus_g518_no_new_baseline,20,0.25,0.1,0.1,0.0,0,6,0,0.3,False,False,False,False,False
model_summary,leave_one_map_family,best_fixed_g522_train_candidate,20,0.0,0.0,0.0,-0.02300995025,0,1,1,0.05,False,False,False,False,False
model_summary,leave_one_map_family,context_opportunity_classifier_runtime_safe,20,0.0,0.05,0.05,-0.03026533997,0,2,1,0.06695701196200002,False,False,False,False,False
model_summary,leave_one_map_family,candidate_utility_ridge_runtime_safe,20,0.0,0.0,0.0,inf,0,0,0,0.028107200824,False,False,False,False,False
model_summary,leave_one_map_family,candidate_avoidable_risk_ridge_runtime_safe,20,0.0,0.0,0.0,inf,0,0,0,0.028107200824,False,False,False,False,False
model_summary,leave_one_map_family,two_head_utility_risk_runtime_safe,20,0.0,0.0,0.0,inf,0,0,0,0.028107200824,False,False,False,False,False
model_summary,leave_one_map_family,pairwise_preference_ranker_runtime_safe,20,0.0,0.0,0.0,inf,0,0,0,0.028107200824,False,False,False,False,False
model_summary,leave_one_map_family,context_gate_then_candidate_ranker_runtime_safe,20,0.0,0.0,0.0,inf,0,0,0,0.028107200824,False,False,False,False,False
model_summary,leave_one_map_family,topk_then_risk_gate_selector,20,0.0,0.0,0.0,inf,0,0,0,0.028107200824,False,False,False,False,False
model_summary,leave_one_map_family,conformal_abstention_runtime_safe,20,0.0,0.0,0.0,inf,0,0,0,0.028107200824,False,False,False,False,False
model_summary,leave_one_map_family,old14_plus_g518_no_new_baseline,20,0.25,0.1,0.1,0.0,0,6,0,0.3,False,False,False,False,False
model_summary,leave_one_map_family,source_blind_ablation,20,0.0,0.0,0.0,inf,0,0,0,0.012614892122999998,False,False,False,False,False
model_summary,leave_one_map_family,oracle_upper_bound_diagnostic_not_for_promotion,20,0.45,0.45,0.45,-0.0065644002216666665,0,9,1,0.45,False,False,False,False,False
