candidate_id,candidate_family,proposal_seed,alpha_cong_committed,alpha_cong_blocked,alpha_flow_progress,alpha_flow_wait_or_nonprogress,rho_cong,rho_flow,flow_shield_beta,max_flow_shield,c_only,predicted_context_budget_pairs,predicted_improvement_context_budget_pairs,mean_predicted_new_gap_vs_old_oracle,predicted_harmful_risk,nearest_g517_failed_param_distance,nearest_old14_param_distance,too_close_to_g517_failed_candidate,surrogate_selection_score,selected_batch
repair5g518_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p60_max1p50_c0,high_beta,high_beta_grid,1.2,1.35,1.0,0.7,0.95,1.0,0.6,1.5,False,37,0,0.046634727644,0.482125957924,1.066958293468,0.48733971724,False,0.053866617013,
repair5g518_grid_c1p10_b1p35_f1p00_w1p30_dc0p95_df0p98_beta0p45_max1p00_c0,hybrid_block_wait_flow,hybrid_grid,1.1,1.35,1.0,1.3,0.95,0.98,0.45,1.0,False,37,0,0.047945166525,0.396379125607,0.671490878568,0.442040722106,False,0.053890853409,
repair5g518_grid_c1p10_b1p75_f1p00_w1p30_dc0p95_df0p98_beta0p60_max1p00_c0,hybrid_block_wait_flow,hybrid_grid,1.1,1.75,1.0,1.3,0.95,0.98,0.6,1.0,False,37,0,0.048101271582,0.390010484942,0.974063652951,0.698498389404,False,0.053951428856,
repair5g518_grid_c1p25_b1p25_f1p00_w1p15_dc0p95_df1p00_beta0p50_max1p25_c0,wait_aggressive,wait_grid,1.25,1.25,1.0,1.15,0.95,1.0,0.5,1.25,False,37,0,0.047009992581,0.46314549969,0.886510011224,0.472652091924,False,0.053957175076,
repair5g518_grid_c1p25_b1p25_f1p00_w0p95_dc0p95_df1p00_beta0p10_max1p00_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.95,0.95,1.0,0.1,1.0,False,37,0,0.048071281362,0.393025181335,0.559821400091,0.335410196625,False,0.053966659082,
repair5g518_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p60_max1p50_c0,high_beta,high_beta_grid,1.2,1.15,1.0,0.7,0.95,1.0,0.6,1.5,False,37,0,0.046736228374,0.48249073302,1.066958293468,0.48733971724,False,0.05397358937,
repair5g518_grid_c1p10_b1p55_f1p00_w1p30_dc0p95_df0p98_beta0p45_max1p00_c0,hybrid_block_wait_flow,hybrid_grid,1.1,1.55,1.0,1.3,0.95,0.98,0.45,1.0,False,37,0,0.048068151839,0.394734511955,0.794292137692,0.524785670536,False,0.053989169519,
repair5g518_grid_c1p25_b1p25_f1p00_w1p15_dc0p95_df1p00_beta0p30_max1p00_c0,wait_aggressive,wait_grid,1.25,1.25,1.0,1.15,0.95,1.0,0.3,1.0,False,37,0,0.04798833244,0.402160875212,0.632455532034,0.295803989155,False,0.054020745568,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p92_df0p98_beta0p35_max1p00_c0,flow_decay,decay_grid,1.25,1.25,1.0,0.75,0.92,0.98,0.35,1.0,False,37,0,0.047970974266,0.40554756224,0.510294032887,0.162788205961,False,0.0540541877,
repair5g518_grid_c1p25_b1p25_f1p00_w0p45_dc0p95_df1p00_beta0p35_max1p25_c0,wait_conservative,wait_grid,1.25,1.25,1.0,0.45,0.95,1.0,0.35,1.25,False,37,0,0.047390327766,0.444491890697,0.814493707772,0.335410196625,False,0.054057706126,
repair5g518_grid_c1p25_b1p25_f1p00_w1p15_dc0p95_df1p00_beta0p35_max1p00_c0,wait_aggressive,wait_grid,1.25,1.25,1.0,1.15,0.95,1.0,0.35,1.0,False,37,0,0.048012033203,0.404022138527,0.642261628933,0.291547594742,False,0.054072365281,
repair5g518_grid_c1p25_b1p25_f1p00_w0p45_dc0p95_df1p00_beta0p30_max1p25_c0,wait_conservative,wait_grid,1.25,1.25,1.0,0.45,0.95,1.0,0.3,1.25,False,37,0,0.047430033411,0.450202786892,0.8098765338,0.316227766017,False,0.054183075215,
repair5g518_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p55_max1p50_c0,high_beta,high_beta_grid,1.2,1.35,1.0,0.7,0.95,1.0,0.55,1.5,False,37,0,0.046864356794,0.491960049591,1.051617801295,0.4472135955,False,0.054243757538,
repair5g518_grid_c1p25_b1p25_f1p00_w1p15_dc0p95_df1p00_beta0p60_max1p25_c0,wait_aggressive,wait_grid,1.25,1.25,1.0,1.15,0.95,1.0,0.6,1.25,False,37,0,0.047180564816,0.473827729613,0.919728220726,0.483114893167,False,0.05428798076,
repair5g518_grid_c1p25_b1p25_f1p00_w1p00_dc0p95_df1p00_beta0p50_max1p00_c0,wait_aggressive,wait_grid,1.25,1.25,1.0,1.0,0.95,1.0,0.5,1.0,False,37,0,0.04809803743,0.41724273899,0.613106842239,0.25179356624,False,0.054356678515,
repair5g518_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p70_max1p25_c0,high_beta,high_beta_grid,1.2,1.35,1.0,0.7,0.95,1.0,0.7,1.25,False,37,0,0.047394806886,0.479529711894,0.883685464405,0.344093010682,False,0.054587752565,
repair5g518_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p70_max1p25_c0,high_beta,high_beta_grid,1.2,1.15,1.0,0.7,0.95,1.0,0.7,1.25,False,37,0,0.047413840436,0.4796958052,0.883685464405,0.344093010682,False,0.054609277514,
repair5g518_grid_c0p95_b1p15_f1p00_w0p80_dc0p95_df1p00_beta0p25_max0p75_c0,static_boundary,static_boundary_grid,0.95,1.15,1.0,0.8,0.95,1.0,0.25,0.75,False,37,0,0.04983816209,0.319845601208,0.403112887415,0.335410196625,False,0.054635846109,
repair5g518_grid_c1p25_b1p25_f1p00_w1p30_dc0p95_df1p00_beta0p30_max1p25_c0,wait_aggressive,wait_grid,1.25,1.25,1.0,1.3,0.95,1.0,0.3,1.25,False,37,0,0.047864031554,0.452719230846,0.839642781187,0.559016994375,False,0.054654820017,
repair5g518_grid_c1p25_b1p25_f1p00_w1p30_dc0p95_df1p00_beta0p30_max1p00_c0,wait_aggressive,wait_grid,1.25,1.25,1.0,1.3,0.95,1.0,0.3,1.0,False,37,0,0.048554825928,0.410726069987,0.626498204307,0.393700393701,False,0.054715716978,
repair5g518_grid_c1p10_b1p35_f1p00_w1p30_dc0p95_df0p98_beta0p60_max1p00_c0,hybrid_block_wait_flow,hybrid_grid,1.1,1.35,1.0,1.3,0.95,0.98,0.6,1.0,False,37,0,0.048462572933,0.420797117965,0.740540343263,0.49789557138,False,0.054774529702,
repair5g518_grid_c1p10_b1p55_f1p00_w1p30_dc0p95_df0p98_beta0p60_max1p00_c0,hybrid_block_wait_flow,hybrid_grid,1.1,1.55,1.0,1.3,0.95,0.98,0.6,1.0,False,37,0,0.048549001195,0.419110858834,0.853463531734,0.572625532089,False,0.054835664078,
repair5g518_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p60_max1p00_c0,high_beta,high_beta_grid,1.2,1.35,1.0,0.7,0.95,1.0,0.6,1.0,False,37,0,0.047843395205,0.468118838651,0.623217458035,0.160934769394,False,0.054865177785,
repair5g518_grid_c1p25_b1p25_f1p00_w0p90_dc0p95_df1p00_beta0p60_max1p00_c0,wait_aggressive,wait_grid,1.25,1.25,1.0,0.9,0.95,1.0,0.6,1.0,False,37,0,0.047850957139,0.469419888661,0.62920584867,0.182756668825,False,0.054892255469,
repair5g518_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p60_max1p00_c0,high_beta,high_beta_grid,1.2,1.15,1.0,0.7,0.95,1.0,0.6,1.0,False,37,0,0.047903848105,0.468904310647,0.623217458035,0.160934769394,False,0.054937412765,
repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max1p25_c0,wait_conservative,wait_grid,1.25,1.25,1.0,0.5,0.95,1.0,0.35,1.25,False,37,0,0.048023807381,0.473460488406,0.797433382798,0.291547594742,False,0.055125714707,
repair5g518_grid_c1p25_b1p25_f1p00_w1p00_dc0p95_df1p00_beta0p60_max1p25_c0,wait_aggressive,wait_grid,1.25,1.25,1.0,1.0,0.95,1.0,0.6,1.25,False,37,0,0.047768910984,0.498537081905,0.865101150155,0.368646171823,False,0.055246967213,
repair5g518_grid_c0p95_b0p95_f1p00_w0p80_dc0p95_df1p00_beta0p25_max0p90_c0,static_boundary,static_boundary_grid,0.95,0.95,1.0,0.8,0.95,1.0,0.25,0.9,False,37,0,0.050013490166,0.356817762821,0.524690384894,0.463680924775,False,0.055365756608,
repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p30_max1p25_c0,wait_conservative,wait_grid,1.25,1.25,1.0,0.5,0.95,1.0,0.3,1.25,False,37,0,0.048124565877,0.483054900088,0.792716847304,0.269258240357,False,0.055370389378,
repair5g518_grid_c1p25_b1p25_f1p00_w1p15_dc0p95_df1p00_beta0p30_max1p25_c0,wait_aggressive,wait_grid,1.25,1.25,1.0,1.15,0.95,1.0,0.3,1.25,False,37,0,0.048310284728,0.472878621314,0.844097150807,0.412310562562,False,0.055403464048,
repair5g518_grid_c1p25_b1p25_f1p00_w1p15_dc0p95_df1p00_beta0p35_max1p25_c0,wait_aggressive,wait_grid,1.25,1.25,1.0,1.15,0.95,1.0,0.35,1.25,False,37,0,0.048339039979,0.471456592608,0.851469318296,0.427200187266,False,0.055410888868,
repair5g518_grid_c1p25_b1p25_f1p00_w0p90_dc0p95_df1p00_beta0p50_max1p00_c0,wait_aggressive,wait_grid,1.25,1.25,1.0,0.9,0.95,1.0,0.5,1.0,False,37,0,0.048287863836,0.478492699639,0.579568805234,0.152970585408,False,0.055465254331,
repair5g518_grid_c1p25_b1p25_f1p00_w1p00_dc0p95_df1p00_beta0p50_max1p25_c0,wait_aggressive,wait_grid,1.25,1.25,1.0,1.0,0.95,1.0,0.5,1.25,False,37,0,0.047938333546,0.502161682839,0.829698740508,0.354823899984,False,0.055470758789,
repair5g518_grid_c1p25_b1p25_f1p00_w0p90_dc0p95_df1p00_beta0p60_max1p25_c0,wait_aggressive,wait_grid,1.25,1.25,1.0,0.9,0.95,1.0,0.6,1.25,False,37,0,0.048051017997,0.507283085784,0.8416650165,0.309677251344,False,0.055660264284,
repair5g518_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p60_max1p25_c0,high_beta,high_beta_grid,1.2,1.35,1.0,0.7,0.95,1.0,0.6,1.25,False,37,0,0.048078838096,0.506500577473,0.837197706638,0.297321374946,False,0.055676346758,
repair5g518_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p60_max1p25_c0,high_beta,high_beta_grid,1.2,1.15,1.0,0.7,0.95,1.0,0.6,1.25,False,37,0,0.04812629882,0.506918740169,0.837197706638,0.297321374946,False,0.055730079922,
repair5g518_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p55_max1p25_c0,high_beta,high_beta_grid,1.2,1.35,1.0,0.7,0.95,1.0,0.55,1.25,False,37,0,0.048186368825,0.507115326036,0.817557337439,0.284429253067,False,0.055793098716,
repair5g518_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p55_max1p25_c0,high_beta,high_beta_grid,1.2,1.15,1.0,0.7,0.95,1.0,0.55,1.25,False,37,0,0.048207556388,0.507337048717,0.817557337439,0.284429253067,False,0.055817612119,
repair5g518_grid_c1p25_b1p25_f1p00_w1p30_dc0p95_df1p00_beta0p30_max0p75_c0,wait_aggressive,wait_grid,1.25,1.25,1.0,1.3,0.95,1.0,0.3,0.75,False,37,0,0.049852265367,0.398168126426,0.452769256907,0.304138126515,False,0.055824787263,
repair5g518_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p55_max1p00_c0,high_beta,high_beta_grid,1.2,1.35,1.0,0.7,0.95,1.0,0.55,1.0,False,37,0,0.048518147191,0.489845463984,0.596573549531,0.135646599663,False,0.055865829151,
repair5g518_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p55_max1p00_c0,high_beta,high_beta_grid,1.2,1.15,1.0,0.7,0.95,1.0,0.55,1.0,False,37,0,0.048611155163,0.490785588139,0.596573549531,0.135646599663,False,0.055972938985,
repair5g518_grid_c1p25_b1p25_f1p00_w0p90_dc0p95_df1p00_beta0p50_max1p25_c0,wait_aggressive,wait_grid,1.25,1.25,1.0,0.9,0.95,1.0,0.5,1.25,False,37,0,0.048222965955,0.523893285132,0.805232885568,0.293087017795,False,0.056081365232,
repair5g518_grid_c1p25_b1p25_f1p00_w0p60_dc0p95_df1p00_beta0p10_max1p50_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.6,0.95,1.0,0.1,1.5,False,37,0,0.048306518376,0.521355011382,1.022692524662,0.308220700148,False,0.056126843547,
repair5g518_grid_c1p25_b1p25_f1p00_w0p95_dc0p95_df1p00_beta0p10_max1p50_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.95,0.95,1.0,0.1,1.5,False,37,0,0.048449892863,0.524573558563,1.03121287812,0.335410196625,False,0.056318496241,
repair5g518_grid_c1p25_b1p25_f1p00_w0p60_dc0p95_df1p00_beta0p25_max1p50_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.6,0.95,1.0,0.25,1.5,False,37,0,0.048521570906,0.525670010809,1.011632344283,0.295803989155,False,0.056406621068,
repair5g518_grid_c1p25_b1p25_f1p00_w0p60_dc0p95_df1p00_beta0p15_max1p50_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.6,0.95,1.0,0.15,1.5,False,37,0,0.048494775766,0.52923783316,1.016562836228,0.295803989155,False,0.056433343264,
repair5g518_grid_c1p25_b1p25_f1p00_w0p60_dc0p95_df1p00_beta0p20_max1p50_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.6,0.95,1.0,0.2,1.5,False,37,0,0.048541628159,0.528070603432,1.012867217359,0.291547594742,False,0.05646268721,
repair5g518_grid_c1p25_b1p25_f1p00_w0p95_dc0p95_df1p00_beta0p15_max1p50_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.95,0.95,1.0,0.15,1.5,False,37,0,0.048608141162,0.530890240533,1.025134137564,0.32403703492,False,0.05657149477,
repair5g518_grid_c1p05_b1p35_f1p00_w0p80_dc0p95_df1p00_beta0p25_max0p60_c0,static_boundary,static_boundary_grid,1.05,1.35,1.0,0.8,0.95,1.0,0.25,0.6,False,37,0,0.051435912042,0.348588079096,0.25179356624,0.259807621135,False,0.056664733228,
repair5g518_grid_c1p25_b1p25_f1p00_w0p95_dc0p95_df1p00_beta0p20_max1p50_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.95,0.95,1.0,0.2,1.5,False,37,0,0.048704629439,0.533678710185,1.021469529648,0.320156211872,False,0.056709810092,
repair5g518_grid_c1p35_b1p35_f1p00_w0p80_dc0p95_df1p00_beta0p25_max0p60_c0,static_boundary,static_boundary_grid,1.35,1.35,1.0,0.8,0.95,1.0,0.25,0.6,False,37,0,0.051504457734,0.359056786795,0.182756668825,0.19364916731,False,0.056890309536,
repair5g518_grid_c0p95_b1p35_f1p00_w0p80_dc0p95_df1p00_beta0p25_max0p60_c0,static_boundary,static_boundary_grid,0.95,1.35,1.0,0.8,0.95,1.0,0.25,0.6,False,37,0,0.051605576784,0.35303847976,0.33674916481,0.34278273002,False,0.056901153981,
repair5g518_grid_c1p25_b1p25_f1p00_w0p60_dc0p95_df1p00_beta0p30_max1p50_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.6,0.95,1.0,0.3,1.5,False,37,0,0.048982739804,0.536057911959,1.012867217359,0.308220700148,False,0.057023608484,
repair5g518_grid_c1p25_b1p25_f1p00_w1p00_dc0p95_df1p00_beta0p35_max1p25_c0,wait_aggressive,wait_grid,1.25,1.25,1.0,1.0,0.95,1.0,0.35,1.25,False,37,0,0.049224939667,0.525208766701,0.797433382798,0.291547594742,False,0.057103071168,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p10_max1p50_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.75,0.95,1.0,0.1,1.5,False,37,0,0.048974424051,0.553988278996,1.011632344283,0.269258240357,False,0.057284248236,
repair5g518_grid_c1p25_b1p25_f1p00_w1p00_dc0p95_df1p00_beta0p30_max1p25_c0,wait_aggressive,wait_grid,1.25,1.25,1.0,1.0,0.95,1.0,0.3,1.25,False,37,0,0.049301607697,0.533489627635,0.792716847304,0.269258240357,False,0.057303952111,
repair5g518_grid_c1p35_b1p15_f1p00_w0p80_dc0p95_df1p00_beta0p25_max0p60_c0,static_boundary,static_boundary_grid,1.35,1.15,1.0,0.8,0.95,1.0,0.25,0.6,False,37,0,0.052235941627,0.355407968402,0.182756668825,0.19364916731,False,0.057567061153,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p30_max1p50_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.75,0.95,1.0,0.3,1.5,False,37,0,0.04934394911,0.563328564805,1.001698557451,0.269258240357,False,0.057793877582,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p15_max1p50_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.75,0.95,1.0,0.15,1.5,False,37,0,0.049348652465,0.571061174295,1.005435229142,0.25495097568,False,0.057914570079,
repair5g518_grid_c1p35_b0p95_f1p00_w0p80_dc0p95_df1p00_beta0p25_max0p60_c0,static_boundary,static_boundary_grid,1.35,0.95,1.0,0.8,0.95,1.0,0.25,0.6,False,37,0,0.052574985851,0.360696154535,0.223383079037,0.244948974278,False,0.057985428169,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p25_max1p50_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.75,0.95,1.0,0.25,1.5,False,37,0,0.049454655316,0.571949080432,1.000449898796,0.25495097568,False,0.058033891523,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p20_max1p50_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.75,0.95,1.0,0.2,1.5,False,37,0,0.049465031123,0.574931910764,1.001698557451,0.25,False,0.058089009784,
repair5g518_grid_c1p20_b1p35_f1p00_w0p80_dc0p95_df1p00_beta0p25_max0p60_c0,static_boundary,static_boundary_grid,1.2,1.35,1.0,0.8,0.95,1.0,0.25,0.6,False,37,0,0.052630253093,0.3758102882,0.160934769394,0.173205080757,False,0.058267407416,
repair5g518_grid_c1p25_b1p25_f1p00_w0p90_dc0p95_df1p00_beta0p35_max1p25_c0,wait_aggressive,wait_grid,1.25,1.25,1.0,0.9,0.95,1.0,0.35,1.25,False,37,0,0.049730904254,0.57063972469,0.771945593938,0.212132034356,False,0.058290500125,
repair5g518_grid_c1p25_b1p25_f1p00_w0p95_dc0p95_df1p00_beta0p10_max1p25_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.95,0.95,1.0,0.1,1.25,False,37,0,0.049834399174,0.568519420222,0.791138420253,0.22360679775,False,0.058362190477,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p92_df0p88_beta0p35_max1p25_c0,flow_decay,decay_grid,1.25,1.25,1.0,0.75,0.92,0.88,0.35,1.25,False,37,0,0.049873268809,0.582006271797,0.766093989012,0.194422220952,False,0.058603362886,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df0p88_beta0p35_max1p25_c0,flow_decay,decay_grid,1.25,1.25,1.0,0.75,0.95,0.88,0.35,1.25,False,37,0,0.04993939975,0.584956977604,0.766681159283,0.192093727123,False,0.058713754414,
repair5g518_grid_c1p25_b1p25_f1p00_w0p60_dc0p95_df1p00_beta0p10_max1p25_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.6,0.95,1.0,0.1,1.25,False,37,0,0.050048713869,0.586112864837,0.78,0.180277563773,False,0.058840406842,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p88_df0p88_beta0p35_max1p25_c0,flow_decay,decay_grid,1.25,1.25,1.0,0.75,0.88,0.88,0.35,1.25,False,37,0,0.050300570263,0.570933987414,0.76713753656,0.204450483003,False,0.058864580074,
repair5g518_grid_c1p25_b1p25_f1p00_w0p95_dc0p95_df1p00_beta0p15_max1p25_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.95,0.95,1.0,0.15,1.25,False,37,0,0.050135057905,0.581969830859,0.783198569968,0.206155281281,False,0.058864605368,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p88_df0p92_beta0p35_max1p25_c0,flow_decay,decay_grid,1.25,1.25,1.0,0.75,0.88,0.92,0.35,1.25,False,37,0,0.050064430387,0.591617901111,0.761905505952,0.183847763109,False,0.058938698903,
repair5g518_grid_c1p25_b1p25_f1p00_w0p95_dc0p95_df1p00_beta0p25_max1p25_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.95,0.95,1.0,0.25,1.25,False,37,0,0.050248807229,0.580455486825,0.776788259438,0.206155281281,False,0.058955639532,
repair5g518_grid_c1p05_b0p95_f1p00_w0p80_dc0p95_df1p00_beta0p25_max0p75_c0,static_boundary,static_boundary_grid,1.05,0.95,1.0,0.8,0.95,1.0,0.25,0.75,False,37,0,0.053235015684,0.386064991801,0.403484820037,0.365239647355,False,0.059025990561,
repair5g518_grid_c1p25_b1p25_f1p00_w0p60_dc0p95_df1p00_beta0p30_max1p25_c0,wait_conservative,wait_grid,1.25,1.25,1.0,0.6,0.95,1.0,0.3,1.25,False,37,0,0.050296754909,0.584345306487,0.767072356431,0.180277563773,False,0.059061934507,
repair5g518_grid_c1p25_b1p25_f1p00_w0p95_dc0p95_df1p00_beta0p20_max1p25_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.95,0.95,1.0,0.2,1.25,False,37,0,0.050276893869,0.586423181097,0.778395786217,0.2,False,0.059073241586,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p90_df0p88_beta0p35_max1p25_c0,flow_decay,decay_grid,1.25,1.25,1.0,0.75,0.9,0.88,0.35,1.25,False,37,0,0.05042091891,0.576931654108,0.766355009118,0.198494332413,False,0.059074893721,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p90_df0p92_beta0p35_max1p25_c0,flow_decay,decay_grid,1.25,1.25,1.0,0.75,0.9,0.92,0.35,1.25,False,37,0,0.050216150675,0.598810230464,0.761117599324,0.177200451467,False,0.059198304132,
repair5g518_grid_c1p25_b1p25_f1p00_w0p90_dc0p95_df1p00_beta0p30_max1p25_c0,wait_aggressive,wait_grid,1.25,1.25,1.0,0.9,0.95,1.0,0.3,1.25,False,37,0,0.050246856972,0.599848010301,0.767072356431,0.180277563773,False,0.059244577127,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p88_df0p95_beta0p35_max1p25_c0,flow_decay,decay_grid,1.25,1.25,1.0,0.75,0.88,0.95,0.35,1.25,False,37,0,0.050477694059,0.606368146727,0.759341820263,0.172916164658,False,0.05957321626,
repair5g518_grid_c1p20_b1p15_f1p00_w0p80_dc0p95_df1p00_beta0p25_max0p60_c0,static_boundary,static_boundary_grid,1.2,1.15,1.0,0.8,0.95,1.0,0.25,0.6,False,37,0,0.053714638481,0.391996525016,0.160934769394,0.173205080757,False,0.059594586356,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p92_df0p92_beta0p35_max1p25_c0,flow_decay,decay_grid,1.25,1.25,1.0,0.75,0.92,0.92,0.35,1.25,False,37,0,0.050505650285,0.607304627348,0.760854782465,0.172626765016,False,0.059615219695,
repair5g518_grid_c1p25_b1p25_f1p00_w0p60_dc0p95_df1p00_beta0p25_max1p25_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.6,0.95,1.0,0.25,1.25,False,37,0,0.050608212267,0.606662640944,0.76544104933,0.158113883008,False,0.059708151881,
repair5g518_grid_c1p25_b1p25_f1p00_w0p60_dc0p95_df1p00_beta0p15_max1p25_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.6,0.95,1.0,0.15,1.25,False,37,0,0.050564772131,0.610596838291,0.771945593938,0.158113883008,False,0.059723724706,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p88_df0p98_beta0p35_max1p25_c0,flow_decay,decay_grid,1.25,1.25,1.0,0.75,0.88,0.98,0.35,1.25,False,37,0,0.050617189733,0.613308185807,0.757957782465,0.166733320005,False,0.05981681252,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p90_df0p95_beta0p35_max1p25_c0,flow_decay,decay_grid,1.25,1.25,1.0,0.75,0.9,0.95,0.35,1.25,False,37,0,0.050644792066,0.614433687642,0.758551250741,0.165831239518,False,0.059861297381,
repair5g518_grid_c1p05_b1p15_f1p00_w0p80_dc0p95_df1p00_beta0p25_max0p60_c0,static_boundary,static_boundary_grid,1.05,1.15,1.0,0.8,0.95,1.0,0.25,0.6,False,37,0,0.054103846652,0.394087716305,0.234520787991,0.259807621135,False,0.060015162397,
repair5g518_grid_c1p25_b1p25_f1p00_w0p60_dc0p95_df1p00_beta0p20_max1p25_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.6,0.95,1.0,0.2,1.25,False,37,0,0.050776207711,0.618873546264,0.767072356431,0.15,False,0.060059310905,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p92_df0p95_beta0p35_max1p25_c0,flow_decay,decay_grid,1.25,1.25,1.0,0.75,0.92,0.95,0.35,1.25,False,37,0,0.050768351921,0.620344233745,0.758287544405,0.160934769394,False,0.060073515427,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p90_df0p98_beta0p35_max1p25_c0,flow_decay,decay_grid,1.25,1.25,1.0,0.75,0.9,0.98,0.35,1.25,False,37,0,0.050796004581,0.621965531113,0.757165767847,0.159373774505,False,0.060125487548,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p92_df0p98_beta0p35_max1p25_c0,flow_decay,decay_grid,1.25,1.25,1.0,0.75,0.92,0.98,0.35,1.25,False,37,0,0.050928416089,0.628322878248,0.756901578807,0.154272486205,False,0.060353259263,
repair5g518_grid_c0p95_b0p95_f1p00_w0p80_dc0p95_df1p00_beta0p25_max0p75_c0,static_boundary,static_boundary_grid,0.95,0.95,1.0,0.8,0.95,1.0,0.25,0.75,False,37,0,0.054727942747,0.420406875517,0.403484820037,0.365239647355,False,0.06103404588,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p10_max1p25_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.75,0.95,1.0,0.1,1.25,False,37,0,0.052151516688,0.701511744532,0.76544104933,0.1,False,0.062674192856,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p30_max1p25_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.75,0.95,1.0,0.3,1.25,False,37,0,0.052471916689,0.700132698416,0.752263251794,0.1,False,0.062973907165,
repair5g518_grid_c1p20_b0p95_f1p00_w0p80_dc0p95_df1p00_beta0p25_max0p60_c0,static_boundary,static_boundary_grid,1.2,0.95,1.0,0.8,0.95,1.0,0.25,0.6,False,37,0,0.05658694748,0.444327208545,0.304138126515,0.331662479036,False,0.063251855608,
