candidate_id,registry_row_id,candidate_family,theta_cluster,source_model,distance_from_g554_c00051,theta_in_bounds,goal_projection_mode,predicted_regression_risk_vs_g554_c00051,predicted_success_gain_rate_vs_g554_c00051,predicted_quality_delta_vs_g554_c00051,support_coverage,pareto_score,selected_for_solver,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g556_c000010,g556_c000010,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.16572652881,True,flow_shield,0.103473604257,0.00178811106228,-0.011335672415,0.917145598563,0.00545615021453,False,1.25,1.14316009744,1.25,0.75,0.75,1.01833366695,0.712369524764,0.981935290094,1,0.695108390675,0.65,0.333027797058,0.781790617545,0.994669417242,10.6122940393,1,0,0,False,False,False,False,False
g556_c000011,g556_c000011,ftrst_acquisition_sampling,g556_surrogate_candidate,FTRST_or_control_ensemble,0.280711281855,True,flow_shield,0.111976966387,0.0102822286417,-0.00750496861313,0.829858610424,-0.00699058405922,False,1.25,1.07743082213,1.25,0.75,0.75,0.981494422469,0.739192696794,0.98517657797,1,0.647707343878,0.65,0.30257383762,0.756892950363,0.98427336093,10.6646228663,1,0,0,False,False,False,False,False
g556_c000012,g556_c000012,retrieval_neighbor_interpolation,g556_surrogate_candidate,FTRST_or_control_ensemble,0.132763121718,True,flow_shield,0.0567535533407,0.00878492102723,-0.00990275723171,0.766191301426,0.0198355456327,False,1.25,1.1485235576,1.25,0.75,0.75,1.0129502956,0.69551424533,0.980923051931,1,0.694587305238,0.65,0.306879533903,0.765974746242,1,10.7444252749,1,0,0,False,False,False,False,False
g556_c000013,g556_c000013,candidate_set_pareto_scoring,g556_surrogate_candidate,FTRST_or_control_ensemble,0.379741208271,True,flow_shield,0.101689107482,0.00466266494926,-0.0106123186206,0.835236094292,0.00152956959426,False,1.25,1.19139054775,1.25,0.75,0.75,1.13094258912,0.767994814138,0.989772748432,1,0.641199311402,0.65,0.360977954808,0.86014534623,1,10.6739852182,1,0,0,False,False,False,False,False
g556_c000014,g556_c000014,cem_elite_refit,g556_surrogate_candidate,FTRST_or_control_ensemble,0.447537310389,True,flow_shield,0.105323031571,0.00596836135721,-0.00666079155862,0.802405942782,-0.00588042708781,False,1.25,1.10125866065,1.25,0.75,0.75,1.16247774752,0.784379182485,0.973812764362,1,0.643394992815,0.65,0.253844167409,0.774122981797,1,10.5213048642,1,0,0,False,False,False,False,False
g556_c000015,g556_c000015,cma_es_style_evolution,g556_surrogate_candidate,FTRST_or_control_ensemble,0.52294856216,True,flow_shield,0.150984750627,0.00962376111081,-0.00358058636522,0.907791876624,-0.0265221951169,False,1.25,1.26828463582,1.25,0.75,0.75,1.03781403351,0.638770409311,0.988835876492,1,0.77821673835,0.65,0.342571552427,0.734456929546,1,11.1033224942,1,0,0,False,False,False,False,False
g556_c000016,g556_c000016,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0760876967432,True,flow_shield,0.0823078695775,0.00915541795124,-0.00291746497259,0.770825037525,0.00030478206007,False,1.25,1.12516070894,1.25,0.75,0.75,1.03118359965,0.694423778601,0.982240376779,1,0.679041560375,0.65,0.302698561646,0.804027680208,1,10.6296038213,1,0,0,False,False,False,False,False
g556_c000017,g556_c000017,ensemble_disagreement_sampling,g556_surrogate_candidate,FTRST_or_control_ensemble,0.677149256042,True,flow_shield,0.179098644452,0.00731602814317,-0.00336560354072,0.807508677474,-0.0458082848117,False,1.25,1.02390474708,1.25,0.75,0.75,1.1810510263,0.654395339312,0.990862982411,1,0.798567541797,0.65,0.253698320647,0.941716401517,1,10.3204607988,1,0,0,False,False,False,False,False
g556_c000018,g556_c000018,wide_negative_control,g556_surrogate_candidate,negative_control,2.12281334155,True,flow_shield,0.43717576627,0.00391422886833,-0.000437747056798,0.759613571159,-0.18016945752,False,0.994735970792,1.05582191071,1.35184113698,1.07415172754,1.10805113085,0.750673412432,0.756582904624,0.955074280277,1,0.58608995673,0.541658190025,0.53256715604,0.983637013255,0.85128658364,10.4676962971,1,0,0,False,False,False,False,False
g556_c000019,g556_c000019,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.132409480765,True,flow_shield,0.0980002040382,0.00828651865025,-0.00875322160635,0.788581484256,-0.00081780619997,False,1.25,1.10462672804,1.25,0.75,0.75,1.01935410189,0.671624659499,0.983241256976,1,0.681033683899,0.65,0.32972726216,0.828796966526,1,10.8189712792,1,0,0,False,False,False,False,False
g556_c000020,g556_c000020,ftrst_acquisition_sampling,g556_surrogate_candidate,FTRST_or_control_ensemble,0.251969985084,True,flow_shield,0.0636431324495,0.00765200642709,-0.00419544269069,0.848137555587,0.0147807542453,False,1.25,1.15774537619,1.25,0.75,0.75,1.00419191113,0.738937153811,0.98056346461,1,0.658989548031,0.65,0.284263367351,0.76061540107,0.979821307161,10.643052019,1,0,0,False,False,False,False,False
g556_c000021,g556_c000021,retrieval_neighbor_interpolation,g556_surrogate_candidate,FTRST_or_control_ensemble,0.156006503965,True,flow_shield,0.0630939856752,0.00363286422662,-0.00232501960899,0.794879465362,0.0105220000395,False,1.25,1.10649899868,1.25,0.75,0.75,1.06595404659,0.646417822619,0.980907737577,1,0.656723810829,0.65,0.335892304465,0.808102449859,0.988497995506,10.754033502,1,0,0,False,False,False,False,False
g556_c000022,g556_c000022,candidate_set_pareto_scoring,g556_surrogate_candidate,FTRST_or_control_ensemble,0.307941606176,True,flow_shield,0.10430352249,0.00322571714585,-0.00743268761194,0.823367629897,-0.00355069213796,False,1.25,1.18846299716,1.25,0.75,0.75,0.959549848303,0.720160323267,0.986284784146,1,0.645145484564,0.65,0.345889428073,0.842520052231,1,10.8736744291,1,0,0,False,False,False,False,False
g556_c000023,g556_c000023,cem_elite_refit,g556_surrogate_candidate,FTRST_or_control_ensemble,0.455327705022,True,flow_shield,0.142745864543,0.0106820124901,-0.00256494259216,0.831616855149,-0.027227146922,False,1.25,1.03418002813,1.25,0.75,0.75,0.989450616101,0.586923959851,0.988921008237,1,0.759826383521,0.65,0.333707782218,0.888405730199,1,10.7814183759,1,0,0,False,False,False,False,False
g556_c000024,g556_c000024,cma_es_style_evolution,g556_surrogate_candidate,FTRST_or_control_ensemble,0.443563021315,True,flow_shield,0.128728817174,0.00822789529951,-0.0111668609434,0.921405335784,-0.00712728085453,False,1.25,1.11939503624,1.25,0.75,0.75,0.968259069675,0.56533082088,0.986986413541,1,0.714270256189,0.65,0.300983053192,0.744808462241,0.961209804371,10.4186742521,1,0,0,False,False,False,False,False
g556_c000025,g556_c000025,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.102570184786,True,flow_shield,0.07823983393,0.00187464003283,-0.00985434645947,0.761931564205,0.00883100770475,False,1.25,1.11579165267,1.25,0.75,0.75,1.08471272406,0.702061633813,0.984080828258,1,0.677764576706,0.65,0.317051626587,0.804673625146,1,10.6336220393,1,0,0,False,False,False,False,False
g556_c000026,g556_c000026,ensemble_disagreement_sampling,g556_surrogate_candidate,FTRST_or_control_ensemble,0.477656867021,True,flow_shield,0.101004780984,0.00659396079813,-0.0082862077414,0.943829268512,0.00497528067492,False,1.25,0.991685968739,1.25,0.75,0.75,0.904327862719,0.610939813428,0.979800273099,1,0.63120326889,0.65,0.323512181205,0.914320202456,1,10.5689271034,1,0,0,False,False,False,False,False
g556_c000027,g556_c000027,wide_negative_control,g556_surrogate_candidate,negative_control,2.50749507751,True,flow_shield,0.514483714548,0.00394970786088,-0.00418576714272,0.915189354432,-0.20729662241,False,0.985751477746,1.25822744099,1.41199209652,0.472598294705,1.14903565789,0.636195240867,0.91808427012,0.967969603591,0.977098386705,0.554754120738,1.05762902711,0.28456709204,0.671359025089,0.862554864835,10.2050810449,1,0,0,False,False,False,False,False
g556_c000028,g556_c000028,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.127980804077,True,flow_shield,0.0960230557744,0.00727398745882,-0.0077570806647,0.907515377454,0.0051213216502,False,1.25,1.11902254485,1.25,0.75,0.75,1.07784888191,0.667401872167,0.983526100722,1,0.683806116582,0.65,0.299780077601,0.843168179662,0.995365083655,10.622366521,1,0,0,False,False,False,False,False
g556_c000029,g556_c000029,ftrst_acquisition_sampling,g556_surrogate_candidate,FTRST_or_control_ensemble,0.223565534805,True,flow_shield,0.0791771894587,0.00266063088316,-0.00902718180195,0.89767990696,0.0143225824206,False,1.25,1.19671660927,1.25,0.75,0.75,1.06401093892,0.733366997397,0.978608012576,1,0.690559409322,0.65,0.323981093398,0.835852322234,0.979245945637,10.7683507731,1,0,0,False,False,False,False,False
g556_c000030,g556_c000030,retrieval_neighbor_interpolation,g556_surrogate_candidate,FTRST_or_control_ensemble,0.204451810656,True,flow_shield,0.0588510897689,0.0108776670354,-0.00594118240442,0.705164734506,0.0117738742453,False,1.25,1.15827030336,1.25,0.75,0.75,1.01713474305,0.733255272107,0.985135413294,1,0.694565993302,0.65,0.299514272799,0.778059414988,0.989523614429,10.7940949019,1,0,0,False,False,False,False,False
g556_c000031,g556_c000031,candidate_set_pareto_scoring,g556_surrogate_candidate,FTRST_or_control_ensemble,0.365880597356,True,flow_shield,0.125488638634,0.00529584503697,-0.00389751072247,0.759384571846,-0.0208775800021,False,1.25,1.07600049705,1.25,0.75,0.75,0.967592111676,0.774513522707,0.986654271287,1,0.657330615508,0.65,0.354786981381,0.848325119191,1,10.913716659,1,0,0,False,False,False,False,False
g556_c000032,g556_c000032,cem_elite_refit,g556_surrogate_candidate,FTRST_or_control_ensemble,0.549705255892,True,flow_shield,0.178457367529,0.00456085280293,-0.0105477751417,0.89499016503,-0.0339314003716,False,1.25,1.20423708296,1.25,0.75,0.75,0.958397860759,0.779176466843,0.97374659566,1,0.609392590822,0.65,0.371719542583,0.86006867396,0.944104247937,10.7731551047,1,0,0,False,False,False,False,False
g556_c000033,g556_c000033,cma_es_style_evolution,g556_surrogate_candidate,FTRST_or_control_ensemble,0.385607803188,True,flow_shield,0.0856966457121,0.00239429430311,-0.00338508046473,0.82858011426,0.00196576332168,False,1.25,1.10493947085,1.25,0.75,0.75,0.974998424957,0.654671370358,0.983991395326,1,0.769096489711,0.65,0.323233346441,0.781501712161,0.96360317169,10.3759396443,1,0,0,False,False,False,False,False
g556_c000034,g556_c000034,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.115528008412,True,flow_shield,0.0888630173103,0.00656165989552,-0.0103996412361,0.748018355945,0.0033690503782,False,1.25,1.12076635962,1.25,0.75,0.75,1.08738804479,0.677294751863,0.981404502036,1,0.689331364506,0.65,0.32689372706,0.824734730587,1,10.6275622675,1,0,0,False,False,False,False,False
g556_c000035,g556_c000035,ensemble_disagreement_sampling,g556_surrogate_candidate,FTRST_or_control_ensemble,0.569619828626,True,flow_shield,0.153884855093,0.00437746628386,-0.00650296337865,0.810551918344,-0.0299118682505,False,1.25,1.25967407102,1.25,0.75,0.75,0.924808988775,0.621107954799,0.989985237544,1,0.784151722545,0.65,0.324995106756,0.702927727258,1,10.5575902874,1,0,0,False,False,False,False,False
g556_c000036,g556_c000036,wide_negative_control,g556_surrogate_candidate,negative_control,2.20549841017,True,flow_shield,0.455861257217,0.000685580819255,-0.00383389091832,0.720516938449,-0.188070890768,False,1.5,1.07044540434,1.37573633529,0.943725581323,0.35847659707,1.45153996483,0.341178388337,0.96367653547,1,0.521317961046,1.03549665351,0.0981851391861,0.711050593515,1,10.9176854671,1,0,0,False,False,False,False,False
g556_c000037,g556_c000037,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.111717309833,True,flow_shield,0.0958835784465,0.0085239710976,-0.0038062831462,0.861512765462,-0.00105986780398,False,1.25,1.11021233629,1.25,0.75,0.75,1.08404273082,0.702547966729,0.983014692556,1,0.694991859024,0.65,0.318062605954,0.827904045454,1,10.6595586935,1,0,0,False,False,False,False,False
g556_c000038,g556_c000038,ftrst_acquisition_sampling,g556_surrogate_candidate,FTRST_or_control_ensemble,0.325271273687,True,flow_shield,0.0691084775848,0.00512200720943,-0.00808997648157,0.894585666243,0.0182650210013,False,1.25,1.09425755415,1.25,0.75,0.75,1.12902656837,0.640030393656,0.97811336551,1,0.72031985854,0.65,0.277474363718,0.852139072749,1,10.90205205,1,0,0,False,False,False,False,False
g556_c000039,g556_c000039,retrieval_neighbor_interpolation,g556_surrogate_candidate,FTRST_or_control_ensemble,0.192409974757,True,flow_shield,0.0741251269823,0.0057652719574,-0.00844995049419,0.927162068514,0.0177454904287,False,1.25,1.11401046614,1.25,0.75,0.75,1.08591006472,0.704402168666,0.97886334331,1,0.649091653725,0.65,0.285041538617,0.832415016921,1,10.5903610171,1,0,0,False,False,False,False,False
g556_c000040,g556_c000040,candidate_set_pareto_scoring,g556_surrogate_candidate,FTRST_or_control_ensemble,0.387091898729,True,flow_shield,0.10577015349,0.0105166120962,-0.00997305840081,0.777834516496,-0.00402029251955,False,1.25,1.11367534027,1.25,0.75,0.75,1.13507114674,0.740688867931,0.979184602696,1,0.604102165194,0.65,0.331534327139,0.755877659033,0.957544005493,10.5571120188,1,0,0,False,False,False,False,False
g556_c000041,g556_c000041,cem_elite_refit,g556_surrogate_candidate,FTRST_or_control_ensemble,0.445618831157,True,flow_shield,0.126738890026,0.00282549117231,-0.00828820213135,0.949435751693,-0.00760945529685,False,1.25,1.04977724009,1.25,0.75,0.75,1.09728906209,0.769678739086,0.986594614216,1,0.763664071008,0.65,0.371827369459,0.874966959266,1,10.8297616229,1,0,0,False,False,False,False,False
g556_c000042,g556_c000042,cma_es_style_evolution,g556_surrogate_candidate,FTRST_or_control_ensemble,0.50838045886,True,flow_shield,0.153700256019,0.00370948128596,-0.00371678039766,0.746447360658,-0.0358109795792,False,1.25,1.2635922974,1.25,0.75,0.75,1.11810579564,0.619627950489,0.973812306363,1,0.661492337523,0.65,0.288199498743,0.688858285092,1,10.3955879174,1,0,0,False,False,False,False,False
g556_c000043,g556_c000043,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.11223984579,True,flow_shield,0.0602531020925,0.00435837651061,-0.00225597018456,0.830562858311,0.0136575620539,False,1.25,1.12978891693,1.25,0.75,0.75,1.08092477043,0.667796067859,0.984347677457,1,0.653777288668,0.65,0.301848244197,0.791649932967,1,10.6845354265,1,0,0,False,False,False,False,False
g556_c000044,g556_c000044,ensemble_disagreement_sampling,g556_surrogate_candidate,FTRST_or_control_ensemble,0.437505562485,True,flow_shield,0.152278260666,0.00642786312891,-0.00718245532763,0.71112996661,-0.0334001766746,False,1.25,1.16441905991,1.25,0.75,0.75,1.13552815037,0.810394527564,0.973109513171,1,0.641489338032,0.65,0.275736374532,0.856807703118,0.990099767201,10.8805794684,1,0,0,False,False,False,False,False
g556_c000045,g556_c000045,wide_negative_control,g556_surrogate_candidate,negative_control,2.5042994221,True,flow_shield,0.528795701912,0.00345898918154,0.00136258921722,0.772577282268,-0.22713157606,False,1.02309439072,1.45336463058,0.824994875015,0.586156916529,0.318498964503,0.897291882577,0.56473096768,0.954094102218,0.979403855788,0.5,0.750960707118,0.216404392528,1.11104828102,1,11.4672752983,1,0,0,False,False,False,False,False
g556_c000046,g556_c000046,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.138605191184,True,flow_shield,0.0442105366284,0.00252619507511,-0.00495420581638,0.887428187715,0.027220346888,False,1.25,1.12033288467,1.25,0.75,0.75,1.04897271603,0.696365120277,0.981657547327,1,0.696295334114,0.65,0.333191805366,0.839420624655,0.986873737379,10.7980009821,1,0,0,False,False,False,False,False
g556_c000047,g556_c000047,ftrst_acquisition_sampling,g556_surrogate_candidate,FTRST_or_control_ensemble,0.285245644262,True,flow_shield,0.123980238059,0.00148124850626,-0.00335442793672,0.717041198876,-0.022783631149,False,1.25,1.07265600458,1.25,0.75,0.75,1.12770714983,0.670995706385,0.9787334056,1,0.724940471679,0.65,0.290773469021,0.838857520094,1,10.8907476699,1,0,0,False,False,False,False,False
g556_c000048,g556_c000048,retrieval_neighbor_interpolation,g556_surrogate_candidate,FTRST_or_control_ensemble,0.235918236248,True,flow_shield,0.0848940852383,0.00166006932019,-0.00883577416067,0.735918392245,0.00318465115378,False,1.25,1.09451431963,1.25,0.75,0.75,0.998126314074,0.707122770504,0.978884273647,1,0.64854009938,0.65,0.337612984103,0.823343944135,0.971188725434,10.6858436746,1,0,0,False,False,False,False,False
g556_c000049,g556_c000049,candidate_set_pareto_scoring,g556_surrogate_candidate,FTRST_or_control_ensemble,0.262657477034,True,flow_shield,0.0828580891269,0.00917346679109,-0.00692480193058,0.803699188902,0.00568071681227,False,1.25,1.16559685013,1.25,0.75,0.75,1.11539579952,0.736112297286,0.985444209167,1,0.667161623515,0.65,0.283832550244,0.886684663487,1,10.6075357175,1,0,0,False,False,False,False,False
g556_c000050,g556_c000050,cem_elite_refit,g556_surrogate_candidate,FTRST_or_control_ensemble,0.438555733347,True,flow_shield,0.131025515746,0.00938790829216,-0.00254752871037,0.903472389583,-0.0177916096835,False,1.25,1.11390950644,1.25,0.75,0.75,0.953925945175,0.734085522116,0.98775335624,1,0.604240520278,0.65,0.276488265077,0.906842489889,1,11.0240942959,1,0,0,False,False,False,False,False
g556_c000051,g556_c000051,cma_es_style_evolution,g556_surrogate_candidate,FTRST_or_control_ensemble,0.49303891489,True,flow_shield,0.103905919203,0.0051023995382,-0.00843758100524,0.71030671908,-0.00800004264252,False,1.25,1.02619238459,1.25,0.75,0.75,1.08407548923,0.591341755347,0.989642991371,1,0.707999714001,0.65,0.3913470429,0.844741099943,0.979828752764,10.4968115497,1,0,0,False,False,False,False,False
g556_c000052,g556_c000052,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.158186450449,True,flow_shield,0.0946483925564,0.00290519390191,-0.00334848667951,0.816265651203,-0.00316242703853,False,1.25,1.11632456357,1.25,0.75,0.75,1.08039054328,0.706569607789,0.980175236224,1,0.694613786159,0.65,0.299632756843,0.840893619611,0.992995859137,10.6259439823,1,0,0,False,False,False,False,False
g556_c000053,g556_c000053,ensemble_disagreement_sampling,g556_surrogate_candidate,FTRST_or_control_ensemble,0.620016689953,True,flow_shield,0.188671482986,0.0110502426043,-0.00634442281672,0.937516037452,-0.0411155168037,False,1.25,1.04988570039,1.25,0.75,0.75,0.909823527482,0.539989370029,0.985604894435,1,0.594521516435,0.65,0.350523170172,0.852643668735,0.961928557964,10.3293064222,1,0,0,False,False,False,False,False
g556_c000054,g556_c000054,wide_negative_control,g556_surrogate_candidate,negative_control,2.90964672106,True,flow_shield,0.597495578513,0.000640547223358,0.00140187464438,0.886022941931,-0.255848516805,False,0.910261729215,0.913706149554,1.52988569034,1.00735932792,0.810914727256,0.786698054358,0.613170172362,0.95652652492,0.976332345003,0.857607862176,0.258815138555,0.198401494537,0.555802746758,0.7862000389,9.52592184237,1,0,0,False,False,False,False,False
g556_c000055,g556_c000055,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.132709341877,True,flow_shield,0.0942997403017,0.00962993699418,-0.00923695056913,0.806235181294,0.00239883948298,False,1.25,1.12810531761,1.25,0.75,0.75,1.04398049851,0.708178293588,0.98360654698,1,0.646735122795,0.65,0.334685592085,0.851173554396,1,10.7346611162,1,0,0,False,False,False,False,False
g556_c000056,g556_c000056,ftrst_acquisition_sampling,g556_surrogate_candidate,FTRST_or_control_ensemble,0.282806808573,True,flow_shield,0.0996104194275,0.00334006238852,-0.00359991372928,0.769120542638,-0.00774926885257,False,1.25,1.19407269845,1.25,0.75,0.75,0.973921093689,0.651242048146,0.980367415498,1,0.705195426414,0.65,0.345415954694,0.830769368108,0.981627173118,10.6348498936,1,0,0,False,False,False,False,False
g556_c000057,g556_c000057,retrieval_neighbor_interpolation,g556_surrogate_candidate,FTRST_or_control_ensemble,0.212927481219,True,flow_shield,0.112304094688,0.00475270958387,-0.0111142697972,0.761088566734,-0.00698334921008,False,1.25,1.1450894829,1.25,0.75,0.75,1.01006724425,0.661291267999,0.979905216184,1,0.71448667754,0.65,0.340758366666,0.788750572915,0.981576350271,10.7446480422,1,0,0,False,False,False,False,False
g556_c000058,g556_c000058,candidate_set_pareto_scoring,g556_surrogate_candidate,FTRST_or_control_ensemble,0.412707531883,True,flow_shield,0.119035811493,0.00825454039337,-0.00296625229123,0.860583518249,-0.013522477543,False,1.25,1.16622679199,1.25,0.75,0.75,1.12613444355,0.76352092756,0.975482630302,1,0.708704906385,0.65,0.273526735161,0.724183972864,0.993080269509,10.5364079409,1,0,0,False,False,False,False,False
g556_c000059,g556_c000059,cem_elite_refit,g556_surrogate_candidate,FTRST_or_control_ensemble,0.447064352796,True,flow_shield,0.143635654011,0.00845683020492,-0.00646984100851,0.879766210701,-0.021359675462,False,1.25,1.20028773731,1.25,0.75,0.75,0.982389664783,0.630022513055,0.989000185499,1,0.727092437723,0.65,0.26435385348,0.756776276338,1,11.0382028335,1,0,0,False,False,False,False,False
g556_c000060,g556_c000060,cma_es_style_evolution,g556_surrogate_candidate,FTRST_or_control_ensemble,0.484558699311,True,flow_shield,0.124193584957,0.0101125958745,-0.0076646140472,0.712287463138,-0.0188178052744,False,1.25,1.18258084043,1.25,0.75,0.75,0.99374738471,0.749802398715,0.980435732993,1,0.751656009032,0.65,0.226289202874,0.786889770997,0.932180220459,10.5623616291,1,0,0,False,False,False,False,False
g556_c000061,g556_c000061,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.116138746582,True,flow_shield,0.0907272849179,0.00497771328136,-0.00464034629397,0.752485592543,-0.0030990165378,False,1.25,1.16371805264,1.25,0.75,0.75,1.06993715339,0.716185403941,0.981512278963,1,0.681372688382,0.65,0.313082638494,0.834519866857,1,10.8057788228,1,0,0,False,False,False,False,False
g556_c000062,g556_c000062,ensemble_disagreement_sampling,g556_surrogate_candidate,FTRST_or_control_ensemble,0.542447385155,True,flow_shield,0.176277143418,0.00445966425976,-0.00765234750546,0.821604635186,-0.0394059924443,False,1.25,1.15794484496,1.25,0.75,0.75,0.950638123788,0.556387883334,0.981206327631,1,0.63426325971,0.65,0.321945825904,0.913257502519,0.911272153684,10.3767466299,1,0,0,False,False,False,False,False
