candidate_id,theta_id,candidate_source,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g559_c00013,g559_c00013,sobol_like_trust_region,1.1745836734771729,1.75,1.3201738595962524,0.5026340484619141,0.0,0.8194794654846191,0.0,0.9905204772949219,1.0,0.7637284994125366,1.4933422803878784,0.046806544065475464,0.43821853399276733,0.7148513793945312,11.505950927734375,1,0,0,False,False,False,False,False
g559_c00014,g559_c00014,sobol_like_trust_region,1.42812979221344,1.516971468925476,2.25,1.25,1.5589852333068848,0.0,0.5249733328819275,1.0,0.9771454334259033,0.9298668503761292,0.2552783191204071,0.5302354097366333,0.5734003186225891,0.9085620641708374,11.720648765563965,1,0,0,False,False,False,False,False
g559_c00015,g559_c00015,sobol_like_trust_region,0.9619642496109009,1.75,2.25,0.4533902108669281,0.30330324172973633,1.0112825632095337,1.2278192043304443,0.9372296333312988,0.9974430799484253,0.8777467608451843,0.8467133045196533,0.800000011920929,1.2675474882125854,0.9175079464912415,11.165760040283203,1,0,0,False,False,False,False,False
g559_c00016,g559_c00016,sobol_like_trust_region,1.5,1.4933685064315796,0.5,1.25,0.0,1.5,0.8655288815498352,0.8999999761581421,1.0,0.5,0.5988745093345642,0.5821338295936584,0.3757306635379791,0.7761001586914062,11.538450241088867,1,0,0,False,False,False,False,False
g559_c00017,g559_c00017,sobol_like_trust_region,1.181113362312317,1.26616370677948,1.3271965980529785,0.788821280002594,0.7577723264694214,1.154839277267456,0.6934175491333008,0.987883448600769,0.9874410629272461,0.6458242535591125,0.7354931235313416,0.33617594838142395,0.8152399063110352,0.9318931102752686,10.667506217956543,1,0,0,False,False,False,False,False
g559_c00018,g559_c00018,sobol_like_trust_region,1.2488967180252075,1.123811960220337,1.3547594547271729,0.8953517079353333,0.8350845575332642,0.8363974094390869,0.7251204252243042,0.9714188575744629,1.0,0.7102437019348145,0.45782870054244995,0.3764374554157257,0.79229736328125,0.9710015654563904,10.994980812072754,1,0,0,False,False,False,False,False
g559_c00019,g559_c00019,sobol_like_trust_region,1.1298885345458984,1.0684055089950562,1.166847586631775,0.7071807384490967,0.9662894606590271,1.1050668954849243,0.5575146675109863,0.9720005989074707,0.9995360970497131,0.6170791387557983,0.9672433733940125,0.4021909534931183,1.1143020391464233,0.9575323462486267,10.736882209777832,1,0,0,False,False,False,False,False
g559_c00020,g559_c00020,sobol_like_trust_region,1.3950955867767334,1.1439672708511353,1.306728482246399,0.6365276575088501,0.7611160278320312,1.1402426958084106,0.6567491292953491,0.9753820300102234,0.9816967844963074,0.7653722763061523,0.5367083549499512,0.5633371472358704,0.8968527317047119,1.0,11.13708209991455,1,0,0,False,False,False,False,False
g559_c00021,g559_c00021,sobol_like_trust_region,0.9772605895996094,1.0584200620651245,1.291385531425476,0.9948248863220215,0.4951043128967285,1.2444186210632324,0.7529005408287048,0.9847614765167236,1.0,0.9545676708221436,0.555336058139801,0.40996381640434265,0.8615738749504089,0.9055200219154358,10.989694595336914,1,0,0,False,False,False,False,False
g559_c00022,g559_c00022,sobol_like_trust_region,0.6310191750526428,1.4051904678344727,1.3949859142303467,0.7249442934989929,1.5473031997680664,1.2839990854263306,0.6675050258636475,0.9813399314880371,1.0,0.8351936340332031,0.5379968881607056,0.43322959542274475,1.2069411277770996,1.0,11.268166542053223,1,0,0,False,False,False,False,False
g559_c00023,g559_c00023,sobol_like_trust_region,0.6834810376167297,1.3404003381729126,1.22409188747406,0.6948317885398865,1.0648993253707886,1.5,0.6915045380592346,0.9985083341598511,1.0,0.7236495614051819,0.8703295588493347,0.09699787199497223,0.7567145824432373,1.0,10.48661994934082,1,0,0,False,False,False,False,False
g559_c00024,g559_c00024,sobol_like_trust_region,1.2319432497024536,1.0839576721191406,0.9844177961349487,0.7836430072784424,0.579200029373169,1.236124873161316,1.1391518115997314,0.9679771661758423,0.978909969329834,0.6503901481628418,1.0416442155838013,0.5782449841499329,0.9281494617462158,1.0,9.295276641845703,1,0,0,False,False,False,False,False
g559_c00025,g559_c00025,sobol_like_trust_region,1.2958680391311646,0.921934962272644,0.8629950284957886,0.5343846678733826,0.7663476467132568,0.7077212333679199,0.44795355200767517,0.9805783033370972,0.9887129664421082,0.9998311400413513,1.1300609111785889,0.37392958998680115,0.5243988633155823,1.0,9.637836456298828,1,0,0,False,False,False,False,False
g559_c00026,g559_c00026,sobol_like_trust_region,1.362497091293335,0.9494178295135498,1.6236119270324707,0.6590991020202637,0.8863893747329712,1.1185590028762817,0.7082934975624084,0.9755921959877014,0.996211588382721,0.5,0.1315293312072754,0.3504229187965393,0.7968652844429016,1.0,11.798670768737793,1,0,0,False,False,False,False,False
g559_c00027,g559_c00027,sobol_like_trust_region,1.5,1.491007924079895,1.122555136680603,0.6693458557128906,0.6844133138656616,1.0770691633224487,0.5052895545959473,0.9628386497497559,1.0,0.5049382448196411,0.24521684646606445,0.35712698101997375,1.1572178602218628,1.0,11.5493745803833,1,0,0,False,False,False,False,False
g559_c00028,g559_c00028,sobol_like_trust_region,1.2187702655792236,0.8522657155990601,1.2471812963485718,0.24074774980545044,1.7053594589233398,1.5,0.487077534198761,0.9659551978111267,1.0,0.5251758098602295,0.7902137637138367,0.45329493284225464,0.25,1.0,10.826286315917969,1,0,0,False,False,False,False,False
g559_c00029,g559_c00029,sobol_like_trust_region,1.008008360862732,0.5037751197814941,1.587059497833252,0.9256026148796082,1.1470997333526611,1.2391595840454102,0.6812585592269897,0.9457249641418457,1.0,0.9550632238388062,1.170257329940796,0.2825307846069336,1.1774227619171143,1.0,8.220980644226074,1,0,0,False,False,False,False,False
g559_c00030,g559_c00030,sobol_like_trust_region,1.5,1.1172795295715332,1.4441609382629395,0.6108400821685791,0.0533597469329834,1.473819375038147,0.25116464495658875,0.9269363880157471,1.0,1.0037466287612915,0.3019915521144867,0.5359358191490173,0.3936581611633301,1.0,10.71133804321289,1,0,0,False,False,False,False,False
g559_c00031,g559_c00031,sobol_like_trust_region,1.4694421291351318,1.719346046447754,1.966655969619751,0.0,0.546260416507721,1.1218717098236084,0.5159575343132019,0.9232668876647949,0.9990450143814087,1.1119580268859863,0.9378280639648438,0.1451154351234436,0.7713292241096497,0.7229817509651184,11.780494689941406,1,0,0,False,False,False,False,False
g559_c00032,g559_c00032,sobol_like_trust_region,1.2450101375579834,1.75,2.25,0.8968474864959717,0.0,1.332351565361023,0.6941106915473938,0.9868392944335938,1.0,1.0367810726165771,0.4451737105846405,0.21829688549041748,0.45375004410743713,0.8125989437103271,8.795987129211426,1,0,0,False,False,False,False,False
g559_c00033,g559_c00033,sobol_like_trust_region,1.0106539726257324,1.2777293920516968,0.5539718270301819,1.25,1.2672737836837769,1.2352237701416016,0.500321626663208,1.0,0.9895240664482117,1.030290961265564,1.1356074810028076,0.1015414297580719,1.2761285305023193,1.0,8.756589889526367,1,0,0,False,False,False,False,False
g559_c00034,g559_c00034,sobol_like_trust_region,1.2928016185760498,1.2815889120101929,1.3205015659332275,0.7502051591873169,0.67018723487854,1.111009955406189,0.7966549396514893,0.9767031669616699,1.0,0.7394582033157349,0.8323100805282593,0.24865731596946716,0.9914185404777527,1.0,11.249227523803711,1,0,0,False,False,False,False,False
g559_c00035,g559_c00035,sobol_like_trust_region,1.3202818632125854,1.151617407798767,1.3476555347442627,0.8171987533569336,0.7811565399169922,1.0582177639007568,0.8094756603240967,0.9856058359146118,0.9979457855224609,0.6411418318748474,0.7346629500389099,0.4023612141609192,0.884117066860199,0.9146892428398132,10.448192596435547,1,0,0,False,False,False,False,False
g559_c00036,g559_c00036,sobol_like_trust_region,1.1148391962051392,0.9704667329788208,1.0793784856796265,0.5467199087142944,0.8927998542785645,0.9460664987564087,0.809075117111206,0.9722325801849365,1.0,0.5986025929450989,0.66728276014328,0.405282199382782,0.6175342798233032,0.9827218055725098,10.645289421081543,1,0,0,False,False,False,False,False
g559_c00037,g559_c00037,sobol_like_trust_region,1.142777919769287,0.9730446338653564,1.5046231746673584,1.037574291229248,0.6975626945495605,1.2167471647262573,0.5265233516693115,0.9513686299324036,1.0,0.7751609086990356,0.660257875919342,0.528896152973175,0.7676671147346497,0.9763204455375671,11.520769119262695,1,0,0,False,False,False,False,False
g559_c00038,g559_c00038,sobol_like_trust_region,0.99373859167099,1.4561859369277954,1.2512012720108032,0.9843674302101135,0.4323587417602539,1.2932186126708984,0.7072708606719971,0.9845641851425171,0.9910496473312378,0.6453142166137695,1.1330983638763428,0.37807682156562805,0.9439399242401123,1.0,10.86508560180664,1,0,0,False,False,False,False,False
g559_c00039,g559_c00039,sobol_like_trust_region,1.1630297899246216,1.4322842359542847,0.764140248298645,0.6429991126060486,0.6722405552864075,1.443633794784546,0.9658783674240112,0.9707178473472595,0.9952075481414795,0.5,0.6817348599433899,0.18964368104934692,0.7809794545173645,1.0,11.412313461303711,1,0,0,False,False,False,False,False
g559_c00040,g559_c00040,sobol_like_trust_region,1.3038700819015503,0.9627000093460083,1.3848545551300049,0.507681131362915,0.28965240716934204,1.4568835496902466,0.5242866277694702,0.9708655476570129,1.0,0.8737434148788452,0.8348969221115112,0.31007662415504456,0.9608450531959534,0.9454049468040466,10.12466049194336,1,0,0,False,False,False,False,False
g559_c00041,g559_c00041,sobol_like_trust_region,1.053993582725525,1.1862876415252686,1.2877172231674194,0.10584402084350586,0.5444074869155884,1.018782377243042,0.39790254831314087,0.9699485301971436,1.0,0.5,0.6557685732841492,0.3198964595794678,0.7035614848136902,0.9988672733306885,10.578339576721191,1,0,0,False,False,False,False,False
g559_c00042,g559_c00042,sobol_like_trust_region,1.290107011795044,1.3003506660461426,1.7869813442230225,0.7160937786102295,0.726039469242096,0.8780344724655151,0.617806613445282,1.0,0.9913317561149597,0.5255703330039978,0.26918458938598633,0.43194371461868286,0.9662520885467529,0.7978122234344482,11.252044677734375,1,0,0,False,False,False,False,False
g559_c00043,g559_c00043,sobol_like_trust_region,0.9325617551803589,1.0819709300994873,2.25,0.8455333709716797,0.9782860279083252,0.9413228631019592,1.1138460636138916,0.9803175330162048,0.9791405200958252,0.8836867809295654,0.7687325477600098,0.5469424724578857,1.2006144523620605,0.9132779836654663,8.790273666381836,1,0,0,False,False,False,False,False
g559_c00044,g559_c00044,sobol_like_trust_region,1.5,0.8146709203720093,1.1837880611419678,0.8560582399368286,0.8475775122642517,0.5375622510910034,1.1155751943588257,0.9751814603805542,1.0,0.8637449741363525,1.1348016262054443,0.5458372235298157,0.725061297416687,0.5968183279037476,10.384071350097656,1,0,0,False,False,False,False,False
g559_c00045,g559_c00045,sobol_like_trust_region,1.1058497428894043,1.4373773336410522,0.8667070865631104,1.183087944984436,1.0044419765472412,1.5,0.45717158913612366,0.9626956582069397,0.9538450241088867,0.6577011942863464,0.3727753758430481,0.5871115326881409,1.1617565155029297,1.0,11.379623413085938,1,0,0,False,False,False,False,False
g559_c00046,g559_c00046,sobol_like_trust_region,1.5,0.6315773725509644,0.826380729675293,0.4626937508583069,0.2636568248271942,1.194764494895935,1.25,0.9498788714408875,0.9810307621955872,0.5,0.8536807894706726,0.3147083520889282,0.42093920707702637,0.9467582702636719,11.94904899597168,1,0,0,False,False,False,False,False
g559_c00047,g559_c00047,sobol_like_trust_region,0.6882096529006958,1.217452049255371,1.865921139717102,1.25,1.135949730873108,1.3476617336273193,0.4796028137207031,1.0,0.9871782064437866,0.5,0.7980923056602478,0.0,0.7609074711799622,0.5099131464958191,10.098057746887207,1,0,0,False,False,False,False,False
g559_c00048,g559_c00048,sobol_like_trust_region,0.9605185389518738,0.696227490901947,0.5,0.9455248117446899,1.458272933959961,1.3572582006454468,0.8437191247940063,0.9674354791641235,1.0,0.8828498125076294,0.11692368984222412,0.6506718993186951,0.4497433304786682,0.6806835532188416,12.0,1,0,0,False,False,False,False,False
g559_c00049,g559_c00049,sobol_like_trust_region,1.5,1.5547082424163818,1.4148645401000977,0.20413416624069214,1.75,0.9054265022277832,0.0,1.0,1.0,0.719117283821106,0.6718906760215759,0.29676440358161926,1.1545864343643188,1.0,10.72668170928955,1,0,0,False,False,False,False,False
g559_c00050,g559_c00050,sobol_like_trust_region,1.232950210571289,0.5,1.84189772605896,0.7871787548065186,1.459855318069458,1.054123878479004,0.7379410862922668,0.9927479028701782,0.9974560141563416,1.2963995933532715,0.0,0.6846808195114136,1.0019280910491943,1.0,9.061189651489258,1,0,0,False,False,False,False,False
g559_c00051,g559_c00051,sobol_like_trust_region,1.262230396270752,1.144250512123108,1.2941763401031494,0.6882726550102234,0.8042213916778564,1.033963680267334,0.6696223616600037,0.9736642241477966,1.0,0.695885419845581,0.6233102083206177,0.3239869177341461,0.8282986879348755,1.0,10.432371139526367,1,0,0,False,False,False,False,False
g559_c00052,g559_c00052,sobol_like_trust_region,1.4364203214645386,1.0490913391113281,1.073534607887268,0.7539938688278198,0.7852123379707336,1.0530294179916382,0.7276018857955933,0.9875710010528564,0.9956666827201843,0.6907725930213928,0.7307800054550171,0.3770897388458252,0.8333303928375244,1.0,10.913963317871094,1,0,0,False,False,False,False,False
g559_c00053,g559_c00053,sobol_like_trust_region,1.1678160429000854,1.0334701538085938,1.5195480585098267,0.9523749351501465,0.7129467725753784,0.9952415227890015,0.6138988137245178,0.9726059436798096,1.0,0.6862459182739258,0.8913891911506653,0.32346397638320923,0.7858060002326965,0.9756563901901245,10.938385009765625,1,0,0,False,False,False,False,False
g559_c00054,g559_c00054,sobol_like_trust_region,1.1980723142623901,1.5771175622940063,0.9962140321731567,0.7695105075836182,0.8848698139190674,1.0318009853363037,0.8034451007843018,0.9812479019165039,1.0,0.6106725931167603,0.6650716066360474,0.39370763301849365,0.5750139951705933,0.9606009721755981,11.335022926330566,1,0,0,False,False,False,False,False
g559_c00055,g559_c00055,sobol_like_trust_region,1.5,1.021406650543213,1.1331449747085571,0.7301049828529358,1.126857042312622,1.2659341096878052,0.5936926603317261,1.0,0.992568850517273,0.7160372734069824,0.39456602931022644,0.19862736761569977,0.8965461254119873,0.9664457440376282,10.3471040725708,1,0,0,False,False,False,False,False
g559_c00056,g559_c00056,sobol_like_trust_region,1.2686182260513306,1.3154726028442383,0.9220021963119507,0.8632864356040955,0.5684738755226135,0.8316212892532349,0.6374827027320862,0.9636420011520386,1.0,0.865394115447998,0.38753706216812134,0.37427660822868347,0.5707370042800903,0.7311125993728638,12.0,1,0,0,False,False,False,False,False
g559_c00057,g559_c00057,sobol_like_trust_region,1.1140756607055664,1.1619486808776855,1.2516934871673584,0.602950930595398,0.9942997694015503,1.0706632137298584,0.6337063312530518,1.0,1.0,0.8277641534805298,0.760760486125946,0.5295774936676025,0.6193250417709351,0.9457175135612488,9.61370849609375,1,0,0,False,False,False,False,False
g559_c00058,g559_c00058,sobol_like_trust_region,1.1294081211090088,1.4413164854049683,1.3969687223434448,0.7248845100402832,0.8762937784194946,1.2698382139205933,0.4782828688621521,0.9951257705688477,0.9867845773696899,0.7485419511795044,0.9239999055862427,0.35235387086868286,1.278134822845459,0.850383996963501,9.4208402633667,1,0,0,False,False,False,False,False
g559_c00059,g559_c00059,sobol_like_trust_region,1.4689040184020996,0.9833044409751892,1.6113698482513428,1.1062304973602295,1.2102837562561035,1.334397554397583,0.24669954180717468,0.951951265335083,0.9710813760757446,0.5747005343437195,1.3191380500793457,0.3621811270713806,1.5,1.0,10.820825576782227,1,0,0,False,False,False,False,False
g559_c00060,g559_c00060,sobol_like_trust_region,1.0508291721343994,0.74524986743927,1.8860256671905518,0.9806780219078064,0.2249765396118164,0.7983260154724121,0.7889330387115479,1.0,0.9739488363265991,0.7998753786087036,0.7264693379402161,0.45355212688446045,1.0048491954803467,0.8699679374694824,12.0,1,0,0,False,False,False,False,False
g559_c00061,g559_c00061,sobol_like_trust_region,0.6477213501930237,1.3165068626403809,0.5,0.6267825365066528,1.2960357666015625,0.7768687605857849,0.34747040271759033,0.9706227779388428,0.9975723624229431,0.5,1.2428717613220215,0.09825296700000763,0.7891625165939331,1.0,10.297636985778809,1,0,0,False,False,False,False,False
g559_c00062,g559_c00062,sobol_like_trust_region,1.5,0.9755164384841919,0.9653388261795044,1.25,0.5258402228355408,1.082753300666809,1.1428812742233276,0.930709958076477,1.0,0.6239690780639648,0.9625979661941528,0.20443852245807648,1.0163553953170776,1.0,11.76183795928955,1,0,0,False,False,False,False,False
g559_c00063,g559_c00063,sobol_like_trust_region,1.0306380987167358,1.3828365802764893,0.613432765007019,1.098409652709961,0.9236250519752502,1.0784435272216797,1.0288130044937134,0.9928982257843018,0.984815776348114,0.6170271039009094,0.8441158533096313,0.11673830449581146,1.0711191892623901,1.0,10.779380798339844,1,0,0,False,False,False,False,False
g559_c00064,g559_c00064,sobol_like_trust_region,1.5,0.8281186819076538,0.5,0.9291248321533203,0.26413434743881226,0.6158525347709656,1.2338910102844238,1.0,0.9782830476760864,0.5,0.5751361846923828,0.1080102026462555,1.3892050981521606,1.0,9.991294860839844,1,0,0,False,False,False,False,False
g559_c00065,g559_c00065,sobol_like_trust_region,1.191936731338501,1.3692580461502075,1.2236617803573608,0.5621467232704163,1.75,1.415677785873413,1.25,1.0,1.0,0.5,0.41099852323532104,0.2986522614955902,0.42594921588897705,0.8755698204040527,10.135530471801758,1,0,0,False,False,False,False,False
g559_c00066,g559_c00066,sobol_like_trust_region,0.6268126368522644,1.75,0.7812262773513794,0.8984476327896118,1.0078215599060059,0.35120636224746704,1.130197286605835,0.9543141722679138,1.0,0.7901244163513184,0.4216090440750122,0.0,0.43186458945274353,1.0,10.595402717590332,1,0,0,False,False,False,False,False
g559_c00067,g559_c00067,sobol_like_trust_region,0.9037727117538452,0.8726918697357178,1.3812469244003296,1.25,0.4094711244106293,1.5,0.39400121569633484,1.0,0.9387016296386719,0.8594293594360352,0.7099939584732056,0.05846142768859863,0.5873929262161255,1.0,11.28964614868164,1,0,0,False,False,False,False,False
g559_c00068,g559_c00068,sobol_like_trust_region,1.2257508039474487,1.2716490030288696,1.2321666479110718,0.8168611526489258,0.5762633085250854,1.0093461275100708,0.6789390444755554,0.9808786511421204,1.0,0.6858035326004028,0.6384774446487427,0.26768404245376587,0.9632948040962219,1.0,10.956796646118164,1,0,0,False,False,False,False,False
g559_c00069,g559_c00069,sobol_like_trust_region,1.2581112384796143,1.3669989109039307,1.109036922454834,0.5917534828186035,1.0723297595977783,0.9705371856689453,0.8770068883895874,0.975922167301178,1.0,0.70364910364151,0.57134610414505,0.29254141449928284,1.092970371246338,0.8827271461486816,10.282430648803711,1,0,0,False,False,False,False,False
g559_c00070,g559_c00070,sobol_like_trust_region,1.2637370824813843,1.2682455778121948,1.4985227584838867,0.8617658019065857,0.8316599726676941,1.1859948635101318,0.5390001535415649,0.9821507334709167,1.0,0.9073737859725952,0.5546600222587585,0.2148265540599823,0.8830323815345764,1.0,10.769177436828613,1,0,0,False,False,False,False,False
g559_c00071,g559_c00071,sobol_like_trust_region,1.189490556716919,1.243757724761963,1.3112602233886719,0.572345495223999,1.0421738624572754,1.1741597652435303,0.8579279780387878,0.9906368851661682,0.9842051863670349,0.8135117292404175,0.7183834910392761,0.40063920617103577,0.445767879486084,1.0,10.40280818939209,1,0,0,False,False,False,False,False
g559_c00072,g559_c00072,sobol_like_trust_region,1.5,1.104193925857544,1.2597811222076416,1.0076671838760376,0.9206750392913818,1.455326795578003,0.8119411468505859,0.9883152842521667,1.0,0.5147910118103027,0.6210751533508301,0.1900310516357422,0.616548478603363,0.7225838303565979,10.625609397888184,1,0,0,False,False,False,False,False
g559_c00073,g559_c00073,sobol_like_trust_region,1.5,1.166415810585022,1.0942649841308594,0.7352125644683838,1.173201560974121,0.9581435918807983,0.8868879675865173,0.9771549701690674,0.9809371829032898,0.7150802612304688,0.7893639206886292,0.44150301814079285,0.8236216306686401,1.0,10.965413093566895,1,0,0,False,False,False,False,False
g559_c00074,g559_c00074,sobol_like_trust_region,1.4461748600006104,0.9100102186203003,1.2829020023345947,1.2136833667755127,0.5205321311950684,1.5,0.23639458417892456,0.9778066277503967,1.0,0.5,1.1573193073272705,0.371032178401947,0.8152816891670227,0.9801447987556458,10.90549087524414,1,0,0,False,False,False,False,False
g559_c00075,g559_c00075,sobol_like_trust_region,1.2261050939559937,1.0390970706939697,1.3682894706726074,0.9989025592803955,0.7455647587776184,1.2359864711761475,0.7464184165000916,0.9419296383857727,0.9946123957633972,0.5,0.5258011817932129,0.5928891897201538,1.3217253684997559,0.8463505506515503,10.409507751464844,1,0,0,False,False,False,False,False
g559_c00076,g559_c00076,sobol_like_trust_region,0.9886645078659058,1.3963558673858643,1.5037517547607422,0.5605641603469849,0.13413822650909424,1.1193349361419678,0.4350692331790924,0.9420768618583679,1.0,0.8806818723678589,0.9904623627662659,0.2002182900905609,0.6980608105659485,1.0,10.67675495147705,1,0,0,False,False,False,False,False
g559_c00077,g559_c00077,sobol_like_trust_region,1.5,0.8618261218070984,1.3559601306915283,0.18764561414718628,0.8922967314720154,1.2874336242675781,0.7002936601638794,0.9390527009963989,1.0,0.8678837418556213,0.20609158277511597,0.4620017409324646,0.9191409945487976,0.9998127818107605,10.103558540344238,1,0,0,False,False,False,False,False
g559_c00078,g559_c00078,sobol_like_trust_region,0.9336259961128235,0.7784239053726196,1.2137765884399414,0.754895031452179,1.193932056427002,1.203823447227478,0.0312383770942688,1.0,1.0,0.6271699666976929,0.9037666320800781,0.44314444065093994,0.5793212056159973,1.0,8.458439826965332,1,0,0,False,False,False,False,False
g559_c00079,g559_c00079,sobol_like_trust_region,0.9507063031196594,0.6608757972717285,0.8769996762275696,1.0288875102996826,1.33600652217865,1.1886372566223145,0.5583704710006714,0.9604349136352539,0.9741756916046143,0.7933497428894043,1.0242459774017334,0.5489302277565002,0.9117569923400879,0.8502084016799927,11.198174476623535,1,0,0,False,False,False,False,False
g559_c00080,g559_c00080,sobol_like_trust_region,1.0062282085418701,1.1438744068145752,1.5399872064590454,0.6250205039978027,0.8206112384796143,0.9817637205123901,0.8301063776016235,0.9920647144317627,1.0,1.5,1.293548822402954,0.39423659443855286,0.531893789768219,1.0,11.209779739379883,1,0,0,False,False,False,False,False
