context_id,topology_id,candidate_id,fallback_to_g556,predicted_score,predicted_regression_rate,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
random-64-64-10|a75|s104026|it0|g557_label_matrix_random_64_64_10_a75_s104026_hb1000_short2000_t050_i2_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-64-64-20|a75|s105918|it0|g557_label_matrix_random_64_64_20_a75_s105918_hb5000_short500_t100_i8_b5000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-32-32-20|a75|s108283|it0|g557_label_matrix_random_32_32_20_a75_s108283_hb500_short2000_t050_i4_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-32-32-20|a75|s109757|it0|g557_label_matrix_random_32_32_20_a75_s109757_hb5000_short500_t200_i2_b5000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-32-32-10|a75|s109759|it0|g557_label_matrix_random_32_32_10_a75_s109759_hb5000_short1000_t200_i2_b5000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-32-32-20|a75|s112123|it0|g557_label_matrix_random_32_32_20_a75_s112123_hb500_short2000_t100_i8_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-64-64-10|a75|s110266|it0|g557_label_matrix_random_64_64_10_a75_s110266_hb1000_short1000_t050_i2_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-64-64-10|a75|s110300|it0|g557_label_matrix_random_64_64_10_a75_s110300_hb500_short2000_t050_i2_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-32-32-20|a75|s114077|it0|g557_label_matrix_random_32_32_20_a75_s114077_hb5000_short2000_t100_i8_b5000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-32-32-20|a100|s100183|it0|g557_label_matrix_random_32_32_20_a100_s100183_hb500_short1000_t100_i8_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-64-64-10|a75|s112640|it0|g557_label_matrix_random_64_64_10_a75_s112640_hb500_short500_t050_i2_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-64-64-10|a75|s114946|it0|g557_label_matrix_random_64_64_10_a75_s114946_hb1000_short2000_t200_i2_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-32-32-20|a100|s103543|it0|g557_label_matrix_random_32_32_20_a100_s103543_hb500_short1000_t100_i8_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-64-64-20|a100|s102378|it0|g557_label_matrix_random_64_64_20_a100_s102378_hb5000_short2000_t050_i8_b5000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-32-32-10|a100|s104539|it0|g557_label_matrix_random_32_32_10_a100_s104539_hb5000_short250_t100_i4_b5000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-32-32-20|a100|s105017|it0|g557_label_matrix_random_32_32_20_a100_s105017_hb5000_short250_t050_i4_b5000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-32-32-10|a100|s104985|it0|g557_label_matrix_random_32_32_10_a100_s104985_hb1000_short250_t050_i8_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-32-32-20|a100|s105497|it0|g557_label_matrix_random_32_32_20_a100_s105497_hb5000_short500_t100_i8_b5000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-32-32-20|a100|s105943|it0|g557_label_matrix_random_32_32_20_a100_s105943_hb500_short500_t050_i4_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-64-64-20|a100|s103818|it0|g557_label_matrix_random_64_64_20_a100_s103818_hb5000_short500_t200_i8_b5000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-64-64-20|a100|s103784|it0|g557_label_matrix_random_64_64_20_a100_s103784_hb500_short250_t200_i2_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-32-32-20|a100|s110743|it0|g557_label_matrix_random_32_32_20_a100_s110743_hb500_short1000_t100_i4_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-64-64-20|a100|s108824|it0|g557_label_matrix_random_64_64_20_a100_s108824_hb500_short250_t100_i2_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-64-64-20|a100|s110298|it0|g557_label_matrix_random_64_64_20_a100_s110298_hb5000_short2000_t050_i2_b5000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-32-32-10|a100|s113145|it0|g557_label_matrix_random_32_32_10_a100_s113145_hb1000_short500_t100_i2_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-32-32-10|a100|s113625|it0|g557_label_matrix_random_32_32_10_a100_s113625_hb1000_short1000_t200_i4_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-64-64-20|a100|s112424|it0|g557_label_matrix_random_64_64_20_a100_s112424_hb500_short1000_t100_i4_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-32-32-10|a100|s114585|it0|g557_label_matrix_random_32_32_10_a100_s114585_hb1000_short2000_t200_i8_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-64-64-20|a100|s113144|it0|g557_label_matrix_random_64_64_20_a100_s113144_hb500_short500_t050_i2_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-64-64-20|a100|s113898|it0|g557_label_matrix_random_64_64_20_a100_s113898_hb5000_short500_t050_i4_b5000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-64-64-10|a150|s102586|it0|g557_label_matrix_random_64_64_10_a150_s102586_hb1000_short500_t100_i2_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-32-32-10|a150|s105045|it0|g557_label_matrix_random_32_32_10_a150_s105045_hb1000_short250_t200_i4_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-32-32-20|a150|s105557|it0|g557_label_matrix_random_32_32_20_a150_s105557_hb5000_short500_t100_i4_b5000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-32-32-20|a150|s107923|it0|g557_label_matrix_random_32_32_20_a150_s107923_hb500_short2000_t050_i2_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-32-32-20|a150|s108403|it0|g557_label_matrix_random_32_32_20_a150_s108403_hb500_short250_t100_i4_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-32-32-20|a150|s108437|it0|g557_label_matrix_random_32_32_20_a150_s108437_hb5000_short500_t200_i4_b5000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-32-32-20|a150|s110803|it0|g557_label_matrix_random_32_32_20_a150_s110803_hb500_short2000_t100_i2_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-32-32-20|a200|s100783|it0|g557_label_matrix_random_32_32_20_a200_s100783_hb500_short2000_t200_i2_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-32-32-20|a200|s100303|it0|g557_label_matrix_random_32_32_20_a200_s100303_hb500_short2000_t050_i8_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-64-64-10|a150|s114286|it0|g557_label_matrix_random_64_64_10_a150_s114286_hb1000_short250_t200_i2_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-32-32-10|a200|s101779|it0|g557_label_matrix_random_32_32_10_a200_s101779_hb5000_short1000_t200_i4_b5000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
