group_key,map_family,agent_count,budget_ms,group_support_count,group_no_safe_improvement_count,group_safe_frontier_size,group_oracle_theta,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
other|a50|b5000,other,50,5000,122,36,86,g557_gcst_00000,False,False,False,False,False
other|a600|b1000,other,600,1000,132,108,24,g557_gcst_00000,False,False,False,False,False
other|a600|b2000,other,600,2000,114,96,18,g557_gcst_00000,False,False,False,False,False
other|a600|b500,other,600,500,41,25,16,g557_gcst_00000,False,False,False,False,False
other|a600|b5000,other,600,5000,58,44,14,g557_gcst_00000,False,False,False,False,False
other|a75|b1000,other,75,1000,163,74,89,g557_gcst_00000,False,False,False,False,False
other|a75|b2000,other,75,2000,177,63,114,g557_gcst_00000,False,False,False,False,False
other|a75|b500,other,75,500,136,18,118,g557_gcst_00000,False,False,False,False,False
other|a75|b5000,other,75,5000,121,36,85,g557_gcst_00000,False,False,False,False,False
other|a800|b1000,other,800,1000,132,124,8,g557_gcst_00000,False,False,False,False,False
other|a800|b2000,other,800,2000,114,108,6,g557_gcst_00000,False,False,False,False,False
other|a800|b500,other,800,500,40,31,9,g557_gcst_00000,False,False,False,False,False
other|a800|b5000,other,800,5000,58,45,13,g557_gcst_00000,False,False,False,False,False
random|a100|b1000,random,100,1000,51,0,51,g557_gcst_00391,False,False,False,False,False
random|a100|b500,random,100,500,71,0,71,g557_gcst_00322,False,False,False,False,False
random|a100|b5000,random,100,5000,83,0,83,g557_gcst_00349,False,False,False,False,False
random|a1000|b1000,random,1000,1000,19,17,2,g557_gcst_00000,False,False,False,False,False
random|a1000|b500,random,1000,500,40,36,4,g557_gcst_00000,False,False,False,False,False
random|a1000|b5000,random,1000,5000,20,16,4,g557_gcst_00000,False,False,False,False,False
random|a150|b1000,random,150,1000,50,0,50,g557_gcst_00122,False,False,False,False,False
random|a150|b500,random,150,500,71,0,71,g557_gcst_00115,False,False,False,False,False
random|a150|b5000,random,150,5000,83,0,83,g557_gcst_00394,False,False,False,False,False
random|a1500|b1000,random,1500,1000,19,19,0,g557_gcst_00000,False,False,False,False,False
random|a1500|b500,random,1500,500,39,39,0,g557_gcst_00000,False,False,False,False,False
random|a1500|b5000,random,1500,5000,20,19,1,g557_gcst_00000,False,False,False,False,False
random|a200|b1000,random,200,1000,50,4,46,g557_gcst_00000,False,False,False,False,False
random|a200|b500,random,200,500,71,6,65,g557_gcst_00000,False,False,False,False,False
random|a200|b5000,random,200,5000,83,0,83,g557_gcst_00254,False,False,False,False,False
random|a2000|b1000,random,2000,1000,19,19,0,g557_gcst_00000,False,False,False,False,False
random|a2000|b500,random,2000,500,19,19,0,g557_gcst_00000,False,False,False,False,False
random|a25|b1000,random,25,1000,52,0,52,g557_gcst_00079,False,False,False,False,False
random|a25|b500,random,25,500,73,0,73,g557_gcst_00089,False,False,False,False,False
random|a25|b5000,random,25,5000,85,0,85,g557_gcst_00509,False,False,False,False,False
random|a300|b1000,random,300,1000,50,6,44,g557_gcst_00000,False,False,False,False,False
random|a300|b500,random,300,500,71,12,59,g557_gcst_00000,False,False,False,False,False
random|a300|b5000,random,300,5000,83,6,77,g557_gcst_00000,False,False,False,False,False
random|a400|b1000,random,400,1000,50,9,41,g557_gcst_00000,False,False,False,False,False
random|a400|b500,random,400,500,71,18,53,g557_gcst_00000,False,False,False,False,False
random|a400|b5000,random,400,5000,83,6,77,g557_gcst_00000,False,False,False,False,False
random|a50|b1000,random,50,1000,52,0,52,g557_gcst_00005,False,False,False,False,False
random|a50|b500,random,50,500,73,0,73,g557_gcst_00115,False,False,False,False,False
random|a50|b5000,random,50,5000,85,0,85,g557_gcst_00460,False,False,False,False,False
random|a600|b1000,random,600,1000,19,12,7,g557_gcst_00000,False,False,False,False,False
random|a600|b500,random,600,500,40,26,14,g557_gcst_00000,False,False,False,False,False
random|a600|b5000,random,600,5000,21,9,12,g557_gcst_00000,False,False,False,False,False
random|a75|b1000,random,75,1000,52,0,52,g557_gcst_00509,False,False,False,False,False
random|a75|b500,random,75,500,73,0,73,g557_gcst_00414,False,False,False,False,False
random|a75|b5000,random,75,5000,83,0,83,g557_gcst_00402,False,False,False,False,False
random|a800|b1000,random,800,1000,19,17,2,g557_gcst_00000,False,False,False,False,False
random|a800|b500,random,800,500,40,31,9,g557_gcst_00000,False,False,False,False,False
random|a800|b5000,random,800,5000,21,13,8,g557_gcst_00000,False,False,False,False,False
warehouse|a100|b1000,warehouse,100,1000,36,18,18,g557_gcst_00000,False,False,False,False,False
warehouse|a100|b2000,warehouse,100,2000,54,36,18,g557_gcst_00000,False,False,False,False,False
warehouse|a100|b5000,warehouse,100,5000,54,36,18,g557_gcst_00000,False,False,False,False,False
warehouse|a1000|b1000,warehouse,1000,1000,36,36,0,g557_gcst_00000,False,False,False,False,False
warehouse|a1000|b2000,warehouse,1000,2000,54,54,0,g557_gcst_00000,False,False,False,False,False
warehouse|a1000|b5000,warehouse,1000,5000,54,54,0,g557_gcst_00000,False,False,False,False,False
warehouse|a150|b1000,warehouse,150,1000,36,18,18,g557_gcst_00000,False,False,False,False,False
warehouse|a150|b2000,warehouse,150,2000,54,54,0,g557_gcst_00000,False,False,False,False,False
warehouse|a150|b5000,warehouse,150,5000,54,54,0,g557_gcst_00000,False,False,False,False,False
warehouse|a1500|b1000,warehouse,1500,1000,36,36,0,g557_gcst_00000,False,False,False,False,False
warehouse|a1500|b2000,warehouse,1500,2000,54,54,0,g557_gcst_00000,False,False,False,False,False
warehouse|a1500|b5000,warehouse,1500,5000,54,54,0,g557_gcst_00000,False,False,False,False,False
warehouse|a200|b1000,warehouse,200,1000,36,19,17,g557_gcst_00000,False,False,False,False,False
warehouse|a200|b2000,warehouse,200,2000,54,54,0,g557_gcst_00000,False,False,False,False,False
warehouse|a200|b5000,warehouse,200,5000,54,54,0,g557_gcst_00000,False,False,False,False,False
warehouse|a2000|b1000,warehouse,2000,1000,34,34,0,g557_gcst_00000,False,False,False,False,False
warehouse|a2000|b2000,warehouse,2000,2000,52,52,0,g557_gcst_00000,False,False,False,False,False
warehouse|a2000|b5000,warehouse,2000,5000,53,53,0,g557_gcst_00000,False,False,False,False,False
warehouse|a25|b1000,warehouse,25,1000,36,0,36,g557_gcst_00009,False,False,False,False,False
warehouse|a25|b2000,warehouse,25,2000,54,10,44,g557_gcst_00000,False,False,False,False,False
warehouse|a25|b5000,warehouse,25,5000,54,15,39,g557_gcst_00000,False,False,False,False,False
warehouse|a300|b1000,warehouse,300,1000,36,18,18,g557_gcst_00000,False,False,False,False,False
warehouse|a300|b2000,warehouse,300,2000,54,54,0,g557_gcst_00000,False,False,False,False,False
warehouse|a300|b5000,warehouse,300,5000,54,54,0,g557_gcst_00000,False,False,False,False,False
warehouse|a3000|b1000,warehouse,3000,1000,34,34,0,g557_gcst_00000,False,False,False,False,False
warehouse|a3000|b2000,warehouse,3000,2000,51,51,0,g557_gcst_00000,False,False,False,False,False
warehouse|a3000|b5000,warehouse,3000,5000,51,51,0,g557_gcst_00000,False,False,False,False,False
warehouse|a400|b1000,warehouse,400,1000,36,11,25,g557_gcst_00000,False,False,False,False,False
warehouse|a400|b2000,warehouse,400,2000,54,37,17,g557_gcst_00000,False,False,False,False,False
warehouse|a400|b5000,warehouse,400,5000,54,54,0,g557_gcst_00000,False,False,False,False,False
warehouse|a50|b1000,warehouse,50,1000,36,0,36,g557_gcst_00368,False,False,False,False,False
warehouse|a50|b2000,warehouse,50,2000,54,20,34,g557_gcst_00000,False,False,False,False,False
warehouse|a50|b5000,warehouse,50,5000,54,26,28,g557_gcst_00000,False,False,False,False,False
warehouse|a600|b1000,warehouse,600,1000,36,24,12,g557_gcst_00000,False,False,False,False,False
warehouse|a600|b2000,warehouse,600,2000,54,54,0,g557_gcst_00000,False,False,False,False,False
warehouse|a600|b5000,warehouse,600,5000,54,54,0,g557_gcst_00000,False,False,False,False,False
warehouse|a75|b1000,warehouse,75,1000,36,18,18,g557_gcst_00000,False,False,False,False,False
warehouse|a75|b2000,warehouse,75,2000,54,36,18,g557_gcst_00000,False,False,False,False,False
warehouse|a75|b5000,warehouse,75,5000,54,27,27,g557_gcst_00000,False,False,False,False,False
warehouse|a800|b1000,warehouse,800,1000,36,36,0,g557_gcst_00000,False,False,False,False,False
warehouse|a800|b2000,warehouse,800,2000,54,43,11,g557_gcst_00000,False,False,False,False,False
warehouse|a800|b5000,warehouse,800,5000,54,54,0,g557_gcst_00000,False,False,False,False,False
