candidate_id,candidate_region,candidate_family,candidate_purpose,source_candidate,candidate_fingerprint,raw_pool_selected,selected_for_execution,include_in_probe,alpha_cong_committed,alpha_cong_blocked,alpha_flow_progress,alpha_flow_wait_or_nonprogress,rho_cong,rho_flow,flow_shield_beta,max_flow_shield,c_only,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,nearest_g518_candidate,nearest_g518_distance,nearest_old14_candidate,nearest_old14_distance,nearest_g521_candidate,nearest_g521_distance,exact_duplicate_of_retained_g518,exact_duplicate_of_old14,exact_duplicate_of_g521,selection_rank
repair5g522_grid_c1p25_b1p15_f1p00_w0p45_dc0p95_df1p00_beta0p30_max0p75_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,1.250000|1.150000|1.000000|0.450000|0.950000|1.000000|0.300000|0.750000|0,True,True,True,1.25,1.15,1.0,0.45,0.95,1.0,0.3,0.75,False,False,False,False,False,False,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,0.122474487139,repair5g59_wait_conservative,0.122474487139,repair5g521_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p30_max0p75_c0,0.111803398875,False,False,False,10
repair5g522_grid_c1p25_b1p15_f1p00_w0p60_dc0p95_df1p00_beta0p45_max0p75_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,1.250000|1.150000|1.000000|0.600000|0.950000|1.000000|0.450000|0.750000|0,False,False,False,1.25,1.15,1.0,0.6,0.95,1.0,0.45,0.75,False,False,False,False,False,False,repair5g518_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p55_max0p75_c0,0.15,repair5g59_wait_conservative,0.173205080757,repair5g521_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p55_max0p75_c0,0.15,False,False,False,
repair5g522_grid_c1p25_b1p40_f1p00_w0p30_dc0p93_df1p00_beta0p30_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,1.250000|1.400000|1.000000|0.300000|0.930000|1.000000|0.300000|0.900000|0,False,False,False,1.25,1.4,1.0,0.3,0.93,1.0,0.3,0.9,False,False,False,False,False,False,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.218860686282,repair5g59_wait_conservative,0.296479341607,repair5g521_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.218860686282,False,False,False,
repair5g522_grid_c1p25_b1p40_f1p00_w0p45_dc0p93_df1p00_beta0p30_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,1.250000|1.400000|1.000000|0.450000|0.930000|1.000000|0.300000|0.900000|0,False,False,False,1.25,1.4,1.0,0.45,0.93,1.0,0.3,0.9,False,False,False,False,False,False,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,0.224499443206,repair5g59_wait_conservative,0.224499443206,repair5g521_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p30_max0p75_c0,0.218860686282,False,False,False,
repair5g522_grid_c1p25_b1p40_f1p00_w0p60_dc0p93_df1p00_beta0p45_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,1.250000|1.400000|1.000000|0.600000|0.930000|1.000000|0.450000|0.900000|0,False,False,False,1.25,1.4,1.0,0.6,0.93,1.0,0.45,0.9,False,False,False,False,False,False,repair5g518_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p60_max0p75_c0,0.245764114549,repair5g59_slow_decay_high_shield,0.244948974278,repair5g521_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p55_max0p75_c0,0.218860686282,False,False,False,
repair5g522_grid_c1p25_b1p60_f1p00_w0p30_dc0p93_df1p00_beta0p30_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,1.250000|1.600000|1.000000|0.300000|0.930000|1.000000|0.300000|0.900000|0,False,False,False,1.25,1.6,1.0,0.3,0.93,1.0,0.3,0.9,False,False,False,False,False,False,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.384577690461,repair5g59_block_heavy_flow_guard,0.371348892553,repair5g521_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.384577690461,False,False,False,
repair5g522_grid_c1p25_b1p60_f1p00_w0p45_dc0p93_df1p00_beta0p30_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,1.250000|1.600000|1.000000|0.450000|0.930000|1.000000|0.300000|0.900000|0,False,False,False,1.25,1.6,1.0,0.45,0.93,1.0,0.3,0.9,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.387814388593,repair5g59_block_heavy_flow_guard,0.316859590355,repair5g521_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p30_max0p75_c0,0.384577690461,False,False,False,
repair5g522_grid_c1p25_b1p60_f1p00_w0p60_dc0p93_df1p00_beta0p45_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,1.250000|1.600000|1.000000|0.600000|0.930000|1.000000|0.450000|0.900000|0,False,False,False,1.25,1.6,1.0,0.6,0.93,1.0,0.45,0.9,False,False,False,False,False,False,repair5g518_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p60_max0p75_c0,0.346987031458,repair5g59_block_heavy_flow_guard,0.339705755029,repair5g521_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p55_max0p75_c0,0.328481354113,False,False,False,
repair5g522_grid_c1p40_b1p15_f1p00_w0p30_dc0p95_df1p00_beta0p30_max0p75_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,1.400000|1.150000|1.000000|0.300000|0.950000|1.000000|0.300000|0.750000|0,False,False,False,1.4,1.15,1.0,0.3,0.95,1.0,0.3,0.75,False,False,False,False,False,False,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.187082869339,repair5g59_wait_conservative,0.273861278753,repair5g521_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.187082869339,False,False,False,
repair5g522_grid_c1p40_b1p15_f1p00_w0p45_dc0p95_df1p00_beta0p30_max0p75_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,1.400000|1.150000|1.000000|0.450000|0.950000|1.000000|0.300000|0.750000|0,False,False,False,1.4,1.15,1.0,0.45,0.95,1.0,0.3,0.75,False,False,False,False,False,False,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,0.19364916731,repair5g59_wait_conservative,0.19364916731,repair5g521_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p30_max0p75_c0,0.187082869339,False,False,False,
repair5g522_grid_c1p40_b1p15_f1p00_w0p60_dc0p95_df1p00_beta0p45_max0p75_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,1.400000|1.150000|1.000000|0.600000|0.950000|1.000000|0.450000|0.750000|0,False,False,False,1.4,1.15,1.0,0.6,0.95,1.0,0.45,0.75,False,False,False,False,False,False,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,0.229128784748,repair5g59_wait_conservative,0.229128784748,repair5g521_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,0.229128784748,False,False,False,
repair5g522_grid_c1p40_b1p40_f1p00_w0p30_dc0p93_df1p00_beta0p30_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,1.400000|1.400000|1.000000|0.300000|0.930000|1.000000|0.300000|0.900000|0,False,False,False,1.4,1.4,1.0,0.3,0.93,1.0,0.3,0.9,False,False,False,False,False,False,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.265329983228,repair5g59_wait_conservative,0.332264954517,repair5g521_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.265329983228,False,False,False,
repair5g522_grid_c1p40_b1p40_f1p00_w0p45_dc0p93_df1p00_beta0p30_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,1.400000|1.400000|1.000000|0.450000|0.930000|1.000000|0.300000|0.900000|0,False,False,False,1.4,1.4,1.0,0.45,0.93,1.0,0.3,0.9,False,False,False,False,False,False,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,0.27,repair5g59_wait_conservative,0.27,repair5g521_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p30_max0p75_c0,0.265329983228,False,False,False,
repair5g522_grid_c1p40_b1p40_f1p00_w0p60_dc0p93_df1p00_beta0p45_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,1.400000|1.400000|1.000000|0.600000|0.930000|1.000000|0.450000|0.900000|0,False,False,False,1.4,1.4,1.0,0.6,0.93,1.0,0.45,0.9,False,False,False,False,False,False,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,0.296479341607,repair5g59_slow_decay_high_shield,0.287228132327,repair5g521_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p55_max0p75_c0,0.292232783924,False,False,False,
repair5g522_grid_c1p40_b1p60_f1p00_w0p30_dc0p93_df1p00_beta0p30_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,1.400000|1.600000|1.000000|0.300000|0.930000|1.000000|0.300000|0.900000|0,False,False,False,1.4,1.6,1.0,0.3,0.93,1.0,0.3,0.9,False,False,False,False,False,False,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.412795348811,repair5g59_wait_conservative,0.458693797647,repair5g521_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.412795348811,False,False,False,
repair5g522_grid_c1p40_b1p60_f1p00_w0p45_dc0p93_df1p00_beta0p30_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,1.400000|1.600000|1.000000|0.450000|0.930000|1.000000|0.300000|0.900000|0,False,False,False,1.4,1.6,1.0,0.45,0.93,1.0,0.3,0.9,False,False,False,False,False,False,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,0.415812457726,repair5g59_wait_conservative,0.415812457726,repair5g521_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p30_max0p75_c0,0.412795348811,False,False,False,
repair5g522_grid_c1p40_b1p60_f1p00_w0p60_dc0p93_df1p00_beta0p45_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,1.400000|1.600000|1.000000|0.600000|0.930000|1.000000|0.450000|0.900000|0,False,False,False,1.4,1.6,1.0,0.6,0.93,1.0,0.45,0.9,False,False,False,False,False,False,repair5g518_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p60_max0p75_c0,0.397366329726,repair5g59_slow_decay_high_shield,0.427200187266,repair5g521_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p55_max0p75_c0,0.381313519299,False,False,False,
repair5g522_grid_c1p05_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p55_max0p75_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p60_max0p75_c0,1.050000|1.250000|1.000000|0.500000|0.950000|1.000000|0.550000|0.750000|0,False,False,False,1.05,1.25,1.0,0.5,0.95,1.0,0.55,0.75,False,False,False,False,False,False,repair5g518_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p55_max0p75_c0,0.269258240357,repair5g59_wait_conservative,0.282842712475,repair5g521_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p55_max0p75_c0,0.269258240357,False,False,False,
repair5g522_grid_c1p05_b1p25_f1p00_w0p65_dc0p95_df1p00_beta0p55_max0p75_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p60_max0p75_c0,1.050000|1.250000|1.000000|0.650000|0.950000|1.000000|0.550000|0.750000|0,False,False,False,1.05,1.25,1.0,0.65,0.95,1.0,0.55,0.75,False,False,False,False,False,False,repair5g518_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p55_max0p75_c0,0.187082869339,repair5g59_high_beta_cap_safe,0.229128784748,repair5g521_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p55_max0p75_c0,0.187082869339,False,False,False,
repair5g522_grid_c1p05_b1p25_f1p00_w0p80_dc0p95_df1p00_beta0p70_max0p75_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p60_max0p75_c0,1.050000|1.250000|1.000000|0.800000|0.950000|1.000000|0.700000|0.750000|0,False,False,False,1.05,1.25,1.0,0.8,0.95,1.0,0.7,0.75,False,False,False,False,False,False,repair5g518_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p60_max0p75_c0,0.229128784748,repair5g59_high_beta_cap_safe,0.229128784748,repair5g521_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p60_max0p75_c0,0.229128784748,False,False,False,
repair5g522_grid_c1p05_b1p50_f1p00_w0p50_dc0p93_df1p00_beta0p55_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p60_max0p75_c0,1.050000|1.500000|1.000000|0.500000|0.930000|1.000000|0.550000|0.900000|0,False,False,False,1.05,1.5,1.0,0.5,0.93,1.0,0.55,0.9,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,0.24062418831,repair5g59_block_heavy_flow_guard,0.255734237051,repair5g521_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,0.24062418831,False,False,False,
repair5g522_grid_c1p05_b1p50_f1p00_w0p65_dc0p93_df1p00_beta0p55_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p60_max0p75_c0,1.050000|1.500000|1.000000|0.650000|0.930000|1.000000|0.550000|0.900000|0,False,False,False,1.05,1.5,1.0,0.65,0.93,1.0,0.55,0.9,False,False,False,False,False,False,repair5g518_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p60_max0p75_c0,0.27,repair5g59_block_heavy_flow_guard,0.296479341607,repair5g521_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p55_max0p75_c0,0.265329983228,False,False,False,
repair5g522_grid_c1p05_b1p50_f1p00_w0p80_dc0p93_df1p00_beta0p70_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p60_max0p75_c0,1.050000|1.500000|1.000000|0.800000|0.930000|1.000000|0.700000|0.900000|0,False,False,False,1.05,1.5,1.0,0.8,0.93,1.0,0.7,0.9,False,False,False,False,False,False,repair5g518_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p60_max0p75_c0,0.296479341607,repair5g59_high_beta_cap_safe,0.371348892553,repair5g521_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p60_max0p75_c0,0.296479341607,False,False,False,
repair5g522_grid_c1p05_b1p70_f1p00_w0p50_dc0p93_df1p00_beta0p55_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p60_max0p75_c0,1.050000|1.700000|1.000000|0.500000|0.930000|1.000000|0.550000|0.900000|0,False,False,False,1.05,1.7,1.0,0.5,0.93,1.0,0.55,0.9,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.300665927567,repair5g59_block_heavy_flow_guard,0.324653661615,repair5g521_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.300665927567,False,False,False,
