candidate_id,candidate_block,candidate_family,candidate_purpose,expected_conservative_no_solution_risk_reducer,expected_high_gain_risky,alpha_cong_committed,alpha_cong_blocked,alpha_flow_progress,alpha_flow_wait_or_nonprogress,rho_cong,rho_flow,flow_shield_beta,max_flow_shield,c_only,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,nearest_g518_winner,nearest_g518_param_distance,nearest_old14_candidate,nearest_old14_param_distance,nearest_g518_oracle_wins,nearest_g518_safe_positive_rows,nearest_g518_target_context_hits,predeclared_selection_score,uses_g521_solver_outcome,selected_for_execution,selection_rank
repair5g521_grid_c0p90_b1p40_f1p00_w0p40_dc0p90_df1p00_beta0p35_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,True,False,0.9,1.4,1.0,0.4,0.9,1.0,0.35,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.070710678119,repair5g59_block_heavy_flow_guard,0.180277563773,1,21,16,-0.001109044318,False,False,
repair5g521_grid_c0p90_b1p40_f1p00_w0p40_dc0p90_df1p00_beta0p45_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,False,False,0.9,1.4,1.0,0.4,0.9,1.0,0.45,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.122474487139,repair5g59_block_heavy_flow_guard,0.206155281281,1,21,16,0.05068064242,False,False,
repair5g521_grid_c0p90_b1p40_f1p00_w0p40_dc0p90_df1p00_beta0p50_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,False,False,0.9,1.4,1.0,0.4,0.9,1.0,0.5,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,0.132287565553,repair5g59_block_heavy_flow_guard,0.234520787991,3,21,16,0.040522086341,False,False,
repair5g521_grid_c0p90_b1p40_f1p00_w0p40_dc0p95_df1p00_beta0p35_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,True,False,0.9,1.4,1.0,0.4,0.95,1.0,0.35,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.05,repair5g59_block_heavy_flow_guard,0.173205080757,1,21,16,-0.021826794919,False,False,
repair5g521_grid_c0p90_b1p40_f1p00_w0p40_dc0p95_df1p00_beta0p45_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,False,False,0.9,1.4,1.0,0.4,0.95,1.0,0.45,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.111803398875,repair5g59_block_heavy_flow_guard,0.2,1,21,16,0.040003398875,False,False,
repair5g521_grid_c0p90_b1p40_f1p00_w0p40_dc0p95_df1p00_beta0p50_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,False,False,0.9,1.4,1.0,0.4,0.95,1.0,0.5,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,0.122474487139,repair5g59_block_heavy_flow_guard,0.229128784748,3,21,16,0.030703615924,False,False,
repair5g521_grid_c0p90_b1p40_f1p00_w0p45_dc0p90_df1p00_beta0p35_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,True,False,0.9,1.4,1.0,0.45,0.9,1.0,0.35,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.05,repair5g59_block_heavy_flow_guard,0.158113883008,1,21,16,-0.021841886117,False,False,
repair5g521_grid_c0p90_b1p40_f1p00_w0p45_dc0p90_df1p00_beta0p45_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,False,False,0.9,1.4,1.0,0.45,0.9,1.0,0.45,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.111803398875,repair5g59_block_heavy_flow_guard,0.187082869339,1,21,16,0.039990481744,False,False,
repair5g521_grid_c0p90_b1p40_f1p00_w0p45_dc0p90_df1p00_beta0p50_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,False,False,0.9,1.4,1.0,0.45,0.9,1.0,0.5,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,0.122474487139,repair5g59_block_heavy_flow_guard,0.217944947177,3,21,16,0.030692432086,False,False,
repair5g521_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,True,False,0.9,1.4,1.0,0.45,0.95,1.0,0.35,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.0,repair5g59_block_heavy_flow_guard,0.15,1,21,16,-0.07185,False,True,2
repair5g521_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,False,False,0.9,1.4,1.0,0.45,0.95,1.0,0.45,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.1,repair5g59_block_heavy_flow_guard,0.180277563773,1,21,16,0.028180277564,False,False,
repair5g521_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p50_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,False,False,0.9,1.4,1.0,0.45,0.95,1.0,0.5,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,0.111803398875,repair5g59_block_heavy_flow_guard,0.212132034356,3,21,16,0.020015530909,False,False,
repair5g521_grid_c0p90_b1p40_f1p00_w0p55_dc0p90_df1p00_beta0p35_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,False,False,0.9,1.4,1.0,0.55,0.9,1.0,0.35,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.111803398875,repair5g59_block_heavy_flow_guard,0.158113883008,1,21,16,0.039961512758,False,False,
repair5g521_grid_c0p90_b1p40_f1p00_w0p55_dc0p90_df1p00_beta0p45_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,False,False,0.9,1.4,1.0,0.55,0.9,1.0,0.45,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.15,repair5g59_block_heavy_flow_guard,0.187082869339,1,21,16,0.078187082869,False,False,
repair5g521_grid_c0p90_b1p40_f1p00_w0p55_dc0p90_df1p00_beta0p50_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,False,False,0.9,1.4,1.0,0.55,0.9,1.0,0.5,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,0.158113883008,repair5g59_block_heavy_flow_guard,0.217944947177,3,21,16,0.066331827956,False,False,
repair5g521_grid_c0p90_b1p40_f1p00_w0p55_dc0p95_df1p00_beta0p35_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,False,False,0.9,1.4,1.0,0.55,0.95,1.0,0.35,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.1,repair5g59_block_heavy_flow_guard,0.15,1,21,16,0.02815,False,False,
repair5g521_grid_c0p90_b1p40_f1p00_w0p55_dc0p95_df1p00_beta0p45_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,False,False,0.9,1.4,1.0,0.55,0.95,1.0,0.45,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.141421356237,repair5g59_block_heavy_flow_guard,0.180277563773,1,21,16,0.069601633801,False,False,
repair5g521_grid_c0p90_b1p40_f1p00_w0p55_dc0p95_df1p00_beta0p50_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,False,False,0.9,1.4,1.0,0.55,0.95,1.0,0.5,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,0.15,repair5g59_block_heavy_flow_guard,0.212132034356,3,21,16,0.058212132034,False,False,
repair5g521_grid_c0p90_b1p50_f1p00_w0p40_dc0p90_df1p00_beta0p35_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,True,False,0.9,1.5,1.0,0.4,0.9,1.0,0.35,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,0.122474487139,repair5g59_block_heavy_flow_guard,0.15,3,21,16,0.030624487139,False,False,
repair5g521_grid_c0p90_b1p50_f1p00_w0p40_dc0p90_df1p00_beta0p45_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,False,False,0.9,1.5,1.0,0.4,0.9,1.0,0.45,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,0.070710678119,repair5g59_block_heavy_flow_guard,0.180277563773,3,21,16,-0.021109044318,False,False,
repair5g521_grid_c0p90_b1p50_f1p00_w0p40_dc0p90_df1p00_beta0p50_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,False,False,0.9,1.5,1.0,0.4,0.9,1.0,0.5,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,0.086602540378,repair5g59_block_heavy_flow_guard,0.212132034356,3,21,16,-0.005185327587,False,False,
repair5g521_grid_c0p90_b1p50_f1p00_w0p40_dc0p95_df1p00_beta0p35_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,True,False,0.9,1.5,1.0,0.4,0.95,1.0,0.35,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,0.111803398875,repair5g59_block_heavy_flow_guard,0.141421356237,3,21,16,0.019944820231,False,False,
repair5g521_grid_c0p90_b1p50_f1p00_w0p40_dc0p95_df1p00_beta0p45_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,False,False,0.9,1.5,1.0,0.4,0.95,1.0,0.45,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,0.05,repair5g59_block_heavy_flow_guard,0.173205080757,3,21,16,-0.041826794919,False,False,
repair5g521_grid_c0p90_b1p50_f1p00_w0p40_dc0p95_df1p00_beta0p50_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,False,False,0.9,1.5,1.0,0.4,0.95,1.0,0.5,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,0.070710678119,repair5g59_block_heavy_flow_guard,0.206155281281,3,21,16,-0.0210831666,False,False,
repair5g521_grid_c0p90_b1p50_f1p00_w0p45_dc0p90_df1p00_beta0p35_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,True,False,0.9,1.5,1.0,0.45,0.9,1.0,0.35,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,0.111803398875,repair5g59_block_heavy_flow_guard,0.122474487139,3,21,16,0.019925873362,False,False,
repair5g521_grid_c0p90_b1p50_f1p00_w0p45_dc0p90_df1p00_beta0p45_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,False,False,0.9,1.5,1.0,0.45,0.9,1.0,0.45,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,0.05,repair5g59_block_heavy_flow_guard,0.158113883008,3,21,16,-0.041841886117,False,True,4
repair5g521_grid_c0p90_b1p50_f1p00_w0p45_dc0p90_df1p00_beta0p50_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,False,False,0.9,1.5,1.0,0.45,0.9,1.0,0.5,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,0.070710678119,repair5g59_block_heavy_flow_guard,0.19364916731,3,21,16,-0.021095672714,False,False,
repair5g521_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,True,False,0.9,1.5,1.0,0.45,0.95,1.0,0.35,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,0.1,repair5g59_block_heavy_flow_guard,0.111803398875,3,21,16,0.008111803399,False,False,
repair5g521_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,False,False,0.9,1.5,1.0,0.45,0.95,1.0,0.45,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,0.0,repair5g59_block_heavy_flow_guard,0.15,3,21,16,-0.09185,False,True,1
repair5g521_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p50_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,False,False,0.9,1.5,1.0,0.45,0.95,1.0,0.5,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,0.05,repair5g59_block_heavy_flow_guard,0.187082869339,3,21,16,-0.041812917131,False,False,
repair5g521_grid_c0p90_b1p50_f1p00_w0p55_dc0p90_df1p00_beta0p35_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,False,False,0.9,1.5,1.0,0.55,0.9,1.0,0.35,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,0.15,repair5g59_block_heavy_flow_guard,0.122474487139,3,21,16,0.058122474487,False,False,
repair5g521_grid_c0p90_b1p50_f1p00_w0p55_dc0p90_df1p00_beta0p45_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,False,False,0.9,1.5,1.0,0.55,0.9,1.0,0.45,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,0.111803398875,repair5g59_block_heavy_flow_guard,0.158113883008,3,21,16,0.019961512758,False,False,
repair5g521_grid_c0p90_b1p50_f1p00_w0p55_dc0p90_df1p00_beta0p50_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,False,False,0.9,1.5,1.0,0.55,0.9,1.0,0.5,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,0.122474487139,repair5g59_block_heavy_flow_guard,0.19364916731,3,21,16,0.030668136306,False,False,
repair5g521_grid_c0p90_b1p50_f1p00_w0p55_dc0p95_df1p00_beta0p35_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,False,False,0.9,1.5,1.0,0.55,0.95,1.0,0.35,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,0.141421356237,repair5g59_block_heavy_flow_guard,0.111803398875,3,21,16,0.049533159636,False,False,
repair5g521_grid_c0p90_b1p50_f1p00_w0p55_dc0p95_df1p00_beta0p45_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,False,False,0.9,1.5,1.0,0.55,0.95,1.0,0.45,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,0.1,repair5g59_block_heavy_flow_guard,0.15,3,21,16,0.00815,False,False,
repair5g521_grid_c0p90_b1p50_f1p00_w0p55_dc0p95_df1p00_beta0p50_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,False,False,0.9,1.5,1.0,0.55,0.95,1.0,0.5,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,0.111803398875,repair5g59_block_heavy_flow_guard,0.187082869339,3,21,16,0.019990481744,False,False,
repair5g521_grid_c0p90_b1p65_f1p00_w0p40_dc0p90_df1p00_beta0p35_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,True,True,0.9,1.65,1.0,0.4,0.9,1.0,0.35,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.070710678119,repair5g59_block_heavy_flow_guard,0.212132034356,1,18,16,0.004922810153,False,False,
repair5g521_grid_c0p90_b1p65_f1p00_w0p40_dc0p90_df1p00_beta0p45_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,False,True,0.9,1.65,1.0,0.4,0.9,1.0,0.45,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.122474487139,repair5g59_block_heavy_flow_guard,0.234520787991,1,18,16,0.056709007927,False,False,
repair5g521_grid_c0p90_b1p65_f1p00_w0p40_dc0p90_df1p00_beta0p50_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,False,True,0.9,1.65,1.0,0.4,0.9,1.0,0.5,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.165831239518,repair5g59_block_heavy_flow_guard,0.259807621135,1,18,16,0.100091047139,False,False,
repair5g521_grid_c0p90_b1p65_f1p00_w0p40_dc0p95_df1p00_beta0p35_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,True,True,0.9,1.65,1.0,0.4,0.95,1.0,0.35,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.05,repair5g59_block_heavy_flow_guard,0.206155281281,1,18,16,-0.015793844719,False,False,
repair5g521_grid_c0p90_b1p65_f1p00_w0p40_dc0p95_df1p00_beta0p45_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,False,True,0.9,1.65,1.0,0.4,0.95,1.0,0.45,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.111803398875,repair5g59_block_heavy_flow_guard,0.229128784748,1,18,16,0.04603252766,False,False,
repair5g521_grid_c0p90_b1p65_f1p00_w0p40_dc0p95_df1p00_beta0p50_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,False,True,0.9,1.65,1.0,0.4,0.95,1.0,0.5,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.158113883008,repair5g59_block_heavy_flow_guard,0.25495097568,1,18,16,0.092368833984,False,False,
repair5g521_grid_c0p90_b1p65_f1p00_w0p45_dc0p90_df1p00_beta0p35_max0p75_c0,block_A_block_heavy,block_heavy,block-heavy low-c high-block neighborhood,True,True,0.9,1.65,1.0,0.45,0.9,1.0,0.35,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.05,repair5g59_block_heavy_flow_guard,0.19364916731,1,18,16,-0.015806350833,False,False,
