plan_row_id,split,context_id,map,map_family,agents,seed,nominal_budget_ms,budget_ms,horizon_id,short_budget_ms,base_time_limit_sec,ltm_max_iterations,scenario_hash,fresh_seed_block,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,role,candidate_id,materialized_method,sampling_policy,global_fixed_candidate,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,round,theta_cluster,candidate_family,fulltheta_registry_row_id,counts_as_g554_fresh_solver_row
g554_stage2_000000010,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c00978,g554_c00978,g554_c00978,one_factor_small_perturbation,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,0.985977292227,0,0.35,0.75,1,11,1,0,0,,tiny,one_factor_small_perturbation,g554_registry_00978,True
g554_stage2_000000011,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c02508,g554_c02508,g554_c02508,shrinkage_to_hand_from_risky,True,1.25,1.25,1.25,0.75,0.75,1,0.035,0.95,1,1,0.0128866732267,0.34543986612,0.75580021465,1,11,1,0,0,,near_miss,shrinkage_to_hand_from_risky,g554_registry_02508,True
g554_stage2_000000012,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c01008,g554_c01008,g554_c01008,shrinkage_to_hand_from_risky,True,1.25,1.25,1.25,0.75,0.75,1,0.0718168113662,0.95,1,1.00368484863,0.07,0.35,0.75,0.979386598727,11,1,0,0,,near_miss,shrinkage_to_hand_from_risky,g554_registry_01008,True
g554_stage2_000000013,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c02550,g554_c02550,g554_c02550,rho_decay_micro_sweep,True,1.25,1.25,1.25,0.75,0.75,1,0,0.905,0.97,1,0,0.35,0.75,1,11,1,0,0,,tiny,rho_decay_micro_sweep,g554_registry_02550,True
g554_stage2_000000014,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c01038,g554_c01038,g554_c01038,cost_clamp_micro_sweep,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.55,10,1,0,0,,tiny,cost_clamp_micro_sweep,g554_registry_01038,True
g554_stage2_000000015,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c00996,g554_c00996,g554_c00996,rho_decay_micro_sweep,True,1.25,1.25,1.25,0.75,0.75,1,0,0.905,0.92,1,0,0.35,0.75,1,11,1,0,0,,tiny,rho_decay_micro_sweep,g554_registry_00996,True
g554_stage2_000000016,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c02562,g554_c02562,g554_c02562,one_factor_small_perturbation,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1.02291323541,0,0.35,0.75,1,11,1,0,0,,tiny,one_factor_small_perturbation,g554_registry_02562,True
g554_stage2_000000017,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c02502,g554_c02502,g554_c02502,two_factor_interaction,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.386356436356,0.75,1,11,1,0,0,,small,two_factor_interaction,g554_registry_02502,True
g554_stage2_000000018,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c01032,g554_c01032,g554_c01032,two_factor_interaction,True,1.25,1.20309574997,1.25,0.75,0.75,1,0,0.907837805963,1,1,0,0.35,0.75,1,11,1,0,0,,small,two_factor_interaction,g554_registry_01032,True
g554_stage2_000000019,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c01044,g554_c01044,g554_c01044,trust_region_sobol_around_nearmiss,True,1.25,1.30900002775,1.25,0.75,0.75,1.0325537638,0.630032133939,0.9649499037,1,1.03664432414,1.0686008628,0.374095664096,0.721942331317,1,10.806528644,1,0,0,,near_miss,trust_region_sobol_around_nearmiss,g554_registry_01044,True
g554_stage2_000000020,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c01002,g554_c01002,g554_c01002,trust_region_sobol_around_nearmiss,True,1.25,1.29682329682,1.25,0.75,0.75,0.9696004446,0.576474597247,0.983316533317,1,0.976120148585,1,0.375557235557,0.688448563449,0.371329006263,11.3151094776,1,0,0,,near_miss,trust_region_sobol_around_nearmiss,g554_registry_01002,True
g554_stage2_000000021,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c02544,g554_c02544,g554_c02544,one_factor_small_perturbation,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.704964986215,1,11,1,0,0,,medium,one_factor_small_perturbation,g554_registry_02544,True
g554_stage2_000000022,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c02526,g554_c02526,g554_c02526,negative_controls_wide_random,True,0.497847497847,1.13288063288,2.15142065142,0.818735818736,1.11755286755,1.14770514771,0.41266041266,0.91691001691,0.997737397737,0.78348028348,1.27923727924,0.0889512889513,0.750964250964,0.54703029703,10.1802661803,1,0,0,,wide_diagnostic,negative_controls_wide_random,g554_registry_02526,True
g554_stage2_000000023,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c02538,g554_c02538,g554_c02538,trust_region_sobol_around_nearmiss,True,1.25,1.46799105065,1.25,0.75,0.75,1.02808306558,0.952083061458,0.975758361383,1,1.12722062357,0.775977548045,0.324333804334,0.716037950413,0.950408937909,10.5148710524,1,0,0,,near_miss,trust_region_sobol_around_nearmiss,g554_registry_02538,True
g554_stage2_000000024,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c01020,g554_c01020,g554_c01020,negative_controls_wide_random,True,0.795048795049,0.875445375445,1.32011207011,0.954340954341,0.86361011361,1.0633975634,0.423334173334,0.918968918969,0.935666535667,1.09781859782,0.414888414888,0.0866632866633,0.544775294775,0.782519282519,8.89922489922,0,1,0,,wide_diagnostic,negative_controls_wide_random,g554_registry_01020,True
g554_stage2_000000025,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c01062,g554_c01062,g554_c01062,negative_controls_wide_random,True,0.411100911101,1.43592968593,1.96602721603,0.554115554116,1.2838992839,0.677315177315,0.272166522167,0.924433924434,0.971600971601,0.849446349446,0.247684747685,0.546207746208,0.981466981467,0.605636105636,8.26682426682,1,0,0,,wide_diagnostic,negative_controls_wide_random,g554_registry_01062,True
g554_stage2_000000026,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c00966,g554_c00966,g554_c00966,negative_controls_wide_random,True,1.05958005958,1.36602586603,1.24374024374,0.038815038815,1.22302897303,0.50699000699,0.0461362961363,0.929987029987,0.939318539319,0.841718341718,0.279370779371,0.714594314594,0.835670585671,0.490262740263,8.56832456832,1,0,0,,wide_diagnostic,negative_controls_wide_random,g554_registry_00966,True
g554_stage2_000000027,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c02592,g554_c02592,g554_c02592,trust_region_sobol_around_nearmiss,True,1.25,1.28561444186,1.25,0.75,0.75,1.0559036684,1.01863048738,0.912595992596,1,0.970345795346,0.482243235514,0.41566202967,1.11328803146,0.96313022563,11.1712016962,1,0,0,,near_miss,trust_region_sobol_around_nearmiss,g554_registry_02592,True
g554_stage2_000000028,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c02574,g554_c02574,g554_c02574,trust_region_sobol_around_nearmiss,True,1.25,1.30183705184,1.25,0.75,0.75,1.068498056,1.03516603517,0.921761103011,1,0.741364091142,0.775643948712,0.325094155094,0.771771209271,0.979915317415,10.667492905,1,0,0,,near_miss,trust_region_sobol_around_nearmiss,g554_registry_02574,True
g554_stage2_000000029,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c01080,g554_c01080,g554_c01080,lambda_cong_micro_sweep,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,0.8,0,0.35,0.75,1,11,1,0,0,,tiny,lambda_cong_micro_sweep,g554_registry_01080,True
g554_stage2_000000030,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c00954,g554_c00954,g554_c00954,shrinkage_to_hand_from_risky,True,1.25,1.25,1.25,0.75,0.75,1,0.2,0.95,1,1,0.111512936974,0.375348689303,0.791616216768,1,11,1,0,0,,near_miss,shrinkage_to_hand_from_risky,g554_registry_00954,True
g554_stage2_000000031,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c00960,g554_c00960,g554_c00960,cma_es_style_offline_candidates,True,1.25,1.29811142311,1.25,0.75,0.75,1.03194992395,0.192558695059,0.9825,1,0.855158587282,0.0761497852005,0.390935564136,0.727816095316,0.952477516477,11.411881834,1,0,0,,near_miss,cma_es_style_offline_candidates,g554_registry_00960,True
g554_stage2_000000032,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c02466,g554_c02466,g554_c02466,two_factor_interaction,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.771449037074,0.962438724939,11,1,0,0,,small,two_factor_interaction,g554_registry_02466,True
g554_stage2_000000033,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c02478,g554_c02478,g554_c02478,cma_es_style_offline_candidates,True,1.25,1.02948975985,1.25,0.75,0.75,1.02955733006,0.609495924496,0.973124780625,1,1.0327338935,0.4874001602,0.328267275067,0.805429049179,0.960372099372,11.1645868726,1,0,0,,near_miss,cma_es_style_offline_candidates,g554_registry_02478,True
g554_stage2_000000034,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c02529,g554_c02529,g554_c02529,trust_region_sobol_around_hand,True,1.25,1.27237728019,1.25,0.75,0.75,1.03082955895,0.014100951601,0.940107782608,1,1.02398751774,0,0.334155994156,0.772381991132,1,10.9211511649,1,0,0,,tiny,trust_region_sobol_around_hand,g554_registry_02529,True
g554_stage2_000000035,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c01050,g554_c01050,g554_c01050,shrinkage_to_hand_from_risky,True,1.25,1.25,1.25,0.75,0.75,1,0.268402689196,0.95,1,1.00687644675,0.198262304475,0.35,0.75,1,11,1,0,0,,near_miss,shrinkage_to_hand_from_risky,g554_registry_01050,True
g554_stage2_000000036,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c00972,g554_c00972,g554_c00972,cross_entropy_elite_refits,True,1.25,1.31116283492,1.25,0.75,0.75,0.942633146133,0.182554697554,0.9175,1,0.947352424588,0.144128355493,0.381449101049,0.704442933193,0.953400608401,10.6241239811,1,0,0,,near_miss,cross_entropy_elite_refits,g554_registry_00972,True
g554_stage2_000000037,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c02580,g554_c02580,g554_c02580,one_factor_small_perturbation,True,1.25,1.25,1.25,0.75,0.75,1.02676816427,0,0.95,1,1,0,0.35,0.75,1,11,1,0,0,,small,one_factor_small_perturbation,g554_registry_02580,True
g554_stage2_000000038,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c01011,g554_c01011,g554_c01011,two_factor_interaction,True,1.25,1.25,1.25,0.75,0.75,0.937196474696,0,0.95,1,1,0,0.35,0.75,1,11,1,0,0,,small,two_factor_interaction,g554_registry_01011,True
g554_stage2_000000039,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c02586,g554_c02586,g554_c02586,rho_decay_micro_sweep,True,1.25,1.25,1.25,0.75,0.75,1,0,0.93,0.985,1,0,0.35,0.75,1,11,1,0,0,,tiny,rho_decay_micro_sweep,g554_registry_02586,True
g554_stage2_000000040,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c02568,g554_c02568,g554_c02568,rho_decay_micro_sweep,True,1.25,1.25,1.25,0.75,0.75,1,0,0.97,0.975,1,0,0.35,0.75,1,11,1,0,0,,tiny,rho_decay_micro_sweep,g554_registry_02568,True
g554_stage2_000000041,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c00942,g554_c00942,g554_c00942,rho_decay_micro_sweep,True,1.25,1.25,1.25,0.75,0.75,1,0,0.9,0.9,1,0,0.35,0.75,1,11,1,0,0,,tiny,rho_decay_micro_sweep,g554_registry_00942,True
g554_stage2_000000042,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c02598,g554_c02598,g554_c02598,two_factor_interaction,True,1.25,1.28835658523,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,1,11.5274939775,1,0,0,,small,two_factor_interaction,g554_registry_02598,True
g554_stage2_000000043,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c01074,g554_c01074,g554_c01074,one_factor_small_perturbation,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1.01539434664,0,0.35,0.75,1,11,1,0,0,,tiny,one_factor_small_perturbation,g554_registry_01074,True
g554_stage2_000000044,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c02490,g554_c02490,g554_c02490,shrinkage_to_hand_from_risky,True,1.25,1.25,1.25,0.75,0.75,1,0.0505641608716,0.95,1,1.00385634829,0.0659931660136,0.35,0.75,1,11,1,0,0,,near_miss,shrinkage_to_hand_from_risky,g554_registry_02490,True
g554_stage2_000000045,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c00948,g554_c00948,g554_c00948,trust_region_sobol_around_nearmiss,True,1.25,1.23054446492,1.25,0.75,0.75,1.06222392472,0.350839734152,0.970942925318,1,0.916766762661,0.310446579107,0.336497316497,0.701310841936,1,10.4683958684,1,0,0,,near_miss,trust_region_sobol_around_nearmiss,g554_registry_00948,True
g554_stage2_000000046,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c02472,g554_c02472,g554_c02472,shrinkage_to_hand_from_risky,True,1.25,1.25,1.25,0.75,0.75,1,0.1225,0.95,1,1,0.1225,0.35,0.75,0.95156773124,10.7648379553,1,0,0,,near_miss,shrinkage_to_hand_from_risky,g554_registry_02472,True
g554_stage2_000000047,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c02484,g554_c02484,g554_c02484,two_factor_interaction,True,1.25,1.30816490191,1.25,0.75,0.75,1,0,0.95,1,1,0,0.314074754075,0.75,1,11,1,0,0,,small,two_factor_interaction,g554_registry_02484,True
g554_stage2_000000048,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c02460,g554_c02460,g554_c02460,cma_es_style_offline_candidates,True,1.25,1.19877856753,1.25,0.75,0.75,1.01968369018,0.679938687747,0.935020781171,1,1.01234734269,0.669396221208,0.317668499668,0.774481250731,0.960041457041,10.8292814243,1,0,0,,near_miss,cma_es_style_offline_candidates,g554_registry_02460,True
g554_stage2_000000049,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c01056,g554_c01056,g554_c01056,cma_es_style_offline_candidates,True,1.25,1.21854276354,1.25,0.75,0.75,0.931323739324,0.633048773592,0.977478641629,1,0.987188938188,0.65,0.32873003393,0.696881605631,0.851151790701,10.4616748177,1,0,0,,near_miss,cma_es_style_offline_candidates,g554_registry_01056,True
g554_stage2_000000050,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c01068,g554_c01068,g554_c01068,cross_entropy_elite_refits,True,1.25,0.950234845149,1.25,0.75,0.75,1.07672545923,0.599753666004,0.9175,1,0.980642293978,0.80815423869,0.310026052026,0.698748147498,1,11.4068451308,1,0,0,,near_miss,cross_entropy_elite_refits,g554_registry_01068,True
g554_stage2_000000051,stage2,stage2|random|a50|s4000|b2000|i2|t0.5,random-32-32-20,random,50,4000,2000,2000,stage2_short1000_t050_i2,1000,0.5,2,210819994780342,4000_4019,False,False,False,False,False,generated_theta::g554_c01012,g554_c01012,g554_c01012,trust_region_sobol_around_hand,True,1.25,1.18851662602,1.25,0.75,0.75,1.08067911818,0,1,1,0.908278958279,0,0.383603813604,0.870975589726,0.905963930964,9.97117364617,1,0,0,,medium,trust_region_sobol_around_hand,g554_registry_01012,True
