plan_row_id,replay_phase,context_id,g567_dataset_row_id,g567_instance_uid,g567_evaluation_uid,g567_identity_digest,g567_scenario_sha256,g567_physical_map_sha256,g567_assignment_sha256,split,map,map_family,raw_map_path,replay_scenario_path,agents,agent_count,seed,budget_ms,nominal_budget_ms,short_budget_ms,base_time_limit_sec,budget_role,ltm_max_iterations,horizon_id,scientific_horizon_id,solver_execution_id,role,candidate_id,theta_id,materialized_method,generated_theta_uid,sampling_policy,model_path,variant_id,actor_training_seed,expected_updateparams_fingerprint,replicate_id,replicate_group_id,execution_order_index,cpu_affinity,worker_count,OMP_NUM_THREADS,MKL_NUM_THREADS,OPENBLAS_NUM_THREADS,host_load_snapshot,solver_internal_time_limit_sec,process_hard_timeout_sec,method_start_timestamp,method_end_timestamp,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,g568_method,method_label,ltm_paper_style_budget_sec,source_existing_gate3b_row_only,no_training_no_regeneration_no_full,actor_inference_ms,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,acquisition_family,candidate_source_family,multi_fidelity_stage,multi_fidelity_screening_backend,screened_from_full_response_surface,response_screening_score,response_surface_selected_rank,response_context_selected_rank,response_context_candidate_pool_rows,response_surface_candidate_pool_rows,response_surface_selected_rows,coverage_first_candidate,response_candidate_pass,primary_30s_exploratory_full_lattice_skipped,large_agent_30s_exploratory_full_lattice_skipped,selected_for_30s_exact_acquisition,primary_exact_solver_internal_time_limit_sec,primary_exact_process_hard_timeout_sec,selected_for_primary_exact_acquisition,raw_actor_variant_id
g568_ltm30_existingrow_00000160,g568_ltm30_existingrow,g567_gate3b_development_00427,g567_gate3b_development_00427,7c9c2442fedf67dd6b047e08a93ebca5ba74e9ee6fac5bbf0da0480028eb43fb,a1ad57cf4bddea88611d8e4291b2322c51576595bb06a338827a1f46d0af50ce,905b40dfc7b129611b4bfdefa4e066c791dc493a1b210433a122d1f00a49dc94,2bcb1bca8fab4fc4c56c845d0f52f59b7a8b22c1dfc1067312528644e012e0a7,9d13ddc8f39d3e64f2cabea9a81c8d298d0f4a955b104589aea71b07b2606d4f,e654f8041df0c95c26f667a43a0ea50c1d1bd4fb89a8af8faff3b935724f818f,DEVELOPMENT,empty_48_48,empty,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/scenario_bank/maps/empty_48_48.map,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/replay_scenarios/empty_48_48-random-4567014097.scen,768,768,4567014097,30000,30000,30000,30.0,g568_ltm_paper_style_30s_existing_gate3b_row,12,budget30000_ltm12,budget30000_ltm12,budget30000_ltm12|rep00,ltm_30s,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_style_additive_ltm,,,,force_additive=1|enable_dual_channel=0,0,5404809f3aaa23b63b6b865592d1276aacf7a5639ea4f8e90a6279d3cb2b8838,160,,4,1,1,1,,30.0,60.0,,,False,False,False,False,False,ltm_30s,ltm_30s,30.0,True,True,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g568_ltm30_existingrow_00000161,g568_ltm30_existingrow,g567_gate3b_development_00427,g567_gate3b_development_00427,7c9c2442fedf67dd6b047e08a93ebca5ba74e9ee6fac5bbf0da0480028eb43fb,a1ad57cf4bddea88611d8e4291b2322c51576595bb06a338827a1f46d0af50ce,232b9493f9d7235de0c2553ce8b7864dd973f1e4fe7ca207c9e591475d26afea,2bcb1bca8fab4fc4c56c845d0f52f59b7a8b22c1dfc1067312528644e012e0a7,9d13ddc8f39d3e64f2cabea9a81c8d298d0f4a955b104589aea71b07b2606d4f,e654f8041df0c95c26f667a43a0ea50c1d1bd4fb89a8af8faff3b935724f818f,DEVELOPMENT,empty_48_48,empty,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/scenario_bank/maps/empty_48_48.map,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/replay_scenarios/empty_48_48-random-4567014097.scen,768,768,4567014097,30000,30000,30000,30.0,g568_ltm_paper_style_30s_existing_gate3b_row,12,budget30000_ltm12,budget30000_ltm12,budget30000_ltm12|rep00,static_flow_30s,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,e8fe2db91bd3c1ecf46db1b4531fde0b60cf0c8792e7edb6306a9532886d9c8d,historical_static_flow_shield,,,,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.95|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.0|alpha_flow_wait_progress=1.0|rho_cong_decay=0.95|rho_flow_decay=1.0|lambda_cong=1.0|lambda_flow=1.0|min_edge_cost=1.0|max_edge_cost=11.0|goal_projection_mode=flow_shield|flow_shield_beta=0.35|max_flow_shield=0.75,0,e86f3c125484486a10aaf9d9dfa9bd17ef99fe000bd7beaa1707785e654631c9,161,,4,1,1,1,,30.0,60.0,,,False,False,False,False,False,static_flow_30s,static_flow_30s,30.0,True,True,0.0,1.25,1.25,1.25,0.75,0.75,1.0,1.0,0.95,1.0,1.0,1.0,0.35,0.75,1.0,11.0,1,0,0,,,,,,,,,,,,,,,,,,,,
g568_ltm30_existingrow_00000162,g568_ltm30_existingrow,g567_gate3b_development_00438,g567_gate3b_development_00438,8ef3aac7fbaf5da63915e4f706774d92aba33bb8aad3a5a26425bcebd65c9069,ccdbcc8d911a646d7e1be901afd60c614d9c8523fafa10f170465236eddf1ba8,51a05e35acdeeda7ab61cc4097c3670fcd3a1b9fde794c2f8249267b45bff9eb,82babb0cd1fb2e3862d3a00f21ddcde9c2f8ec3c6688ee8a468502853eb42075,9d13ddc8f39d3e64f2cabea9a81c8d298d0f4a955b104589aea71b07b2606d4f,a5c1ecc6afe41a4f8c46c7c0dcfe6d0b5e9e42dcdda964d970bb8e5c7b3fdfa8,DEVELOPMENT,empty_48_48,empty,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/scenario_bank/maps/empty_48_48.map,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/replay_scenarios/empty_48_48-random-4567002793.scen,1000,1000,4567002793,30000,30000,30000,30.0,g568_ltm_paper_style_30s_existing_gate3b_row,12,budget40000_ltm12,budget40000_ltm12,budget40000_ltm12|rep00,ltm_30s,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_style_additive_ltm,,,,force_additive=1|enable_dual_channel=0,0,65fcabd242517ac80317505c99b0072e8a907684e8e51fc30ddba696bbb9a917,162,,4,1,1,1,,30.0,60.0,,,False,False,False,False,False,ltm_30s,ltm_30s,30.0,True,True,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g568_ltm30_existingrow_00000163,g568_ltm30_existingrow,g567_gate3b_development_00438,g567_gate3b_development_00438,8ef3aac7fbaf5da63915e4f706774d92aba33bb8aad3a5a26425bcebd65c9069,ccdbcc8d911a646d7e1be901afd60c614d9c8523fafa10f170465236eddf1ba8,4b33f78186e97ea7b65a22451bf1f9623998ac1973cde309b860e76ab0645af1,82babb0cd1fb2e3862d3a00f21ddcde9c2f8ec3c6688ee8a468502853eb42075,9d13ddc8f39d3e64f2cabea9a81c8d298d0f4a955b104589aea71b07b2606d4f,a5c1ecc6afe41a4f8c46c7c0dcfe6d0b5e9e42dcdda964d970bb8e5c7b3fdfa8,DEVELOPMENT,empty_48_48,empty,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/scenario_bank/maps/empty_48_48.map,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/replay_scenarios/empty_48_48-random-4567002793.scen,1000,1000,4567002793,30000,30000,30000,30.0,g568_ltm_paper_style_30s_existing_gate3b_row,12,budget40000_ltm12,budget40000_ltm12,budget40000_ltm12|rep00,static_flow_30s,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,029e329bba9ed53743cf505efb9525f1532bccb01377cfb35d72010470e9870e,historical_static_flow_shield,,,,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.95|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.0|alpha_flow_wait_progress=1.0|rho_cong_decay=0.95|rho_flow_decay=1.0|lambda_cong=1.0|lambda_flow=1.0|min_edge_cost=1.0|max_edge_cost=11.0|goal_projection_mode=flow_shield|flow_shield_beta=0.35|max_flow_shield=0.75,0,fd9b836537cf24cdb7cf1f3607aac22db5c2e6381d90a65af5804859416ea153,163,,4,1,1,1,,30.0,60.0,,,False,False,False,False,False,static_flow_30s,static_flow_30s,30.0,True,True,0.0,1.25,1.25,1.25,0.75,0.75,1.0,1.0,0.95,1.0,1.0,1.0,0.35,0.75,1.0,11.0,1,0,0,,,,,,,,,,,,,,,,,,,,
g568_ltm30_existingrow_00000164,g568_ltm30_existingrow,g567_gate3b_development_00440,g567_gate3b_development_00440,b5ea413ee439955f4a322a80e56d91433875b7bf2970480e1ebe412352790362,aea1682e6d8bb4ecd072e21c9c93c23dcf11050f00210dc4b541fb053d6bc365,1ac27b9d6d8c1f37da40e3c5a0bf36a5423dabab588b8be1028b34dc5c8f7e0c,7ccdb7ce43f1a95c839ab7e003976c55ba796dbf56eed77cb00c793e11b101a9,9d13ddc8f39d3e64f2cabea9a81c8d298d0f4a955b104589aea71b07b2606d4f,0407a249d4312e07b0eac4fda8a226e2f7d00d28414882a46bf66d74236849ca,DEVELOPMENT,empty_48_48,empty,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/scenario_bank/maps/empty_48_48.map,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/replay_scenarios/empty_48_48-random-4567016419.scen,1000,1000,4567016419,30000,30000,30000,30.0,g568_ltm_paper_style_30s_existing_gate3b_row,12,budget40000_ltm12,budget40000_ltm12,budget40000_ltm12|rep00,ltm_30s,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_style_additive_ltm,,,,force_additive=1|enable_dual_channel=0,0,9d2f34bd900bb1cab352bace2b1770bdd11730a7cd623e8c4c6261319a94ef78,164,,4,1,1,1,,30.0,60.0,,,False,False,False,False,False,ltm_30s,ltm_30s,30.0,True,True,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g568_ltm30_existingrow_00000165,g568_ltm30_existingrow,g567_gate3b_development_00440,g567_gate3b_development_00440,b5ea413ee439955f4a322a80e56d91433875b7bf2970480e1ebe412352790362,aea1682e6d8bb4ecd072e21c9c93c23dcf11050f00210dc4b541fb053d6bc365,7296481cdd1768ba54b084c524659811b4c18fa67b5393342f5cd5e65f691ad3,7ccdb7ce43f1a95c839ab7e003976c55ba796dbf56eed77cb00c793e11b101a9,9d13ddc8f39d3e64f2cabea9a81c8d298d0f4a955b104589aea71b07b2606d4f,0407a249d4312e07b0eac4fda8a226e2f7d00d28414882a46bf66d74236849ca,DEVELOPMENT,empty_48_48,empty,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/scenario_bank/maps/empty_48_48.map,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/replay_scenarios/empty_48_48-random-4567016419.scen,1000,1000,4567016419,30000,30000,30000,30.0,g568_ltm_paper_style_30s_existing_gate3b_row,12,budget40000_ltm12,budget40000_ltm12,budget40000_ltm12|rep00,static_flow_30s,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,1227136db69a5079c53e661fe862b7298c93083fc25d8a525c406554f8c2d63a,historical_static_flow_shield,,,,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.95|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.0|alpha_flow_wait_progress=1.0|rho_cong_decay=0.95|rho_flow_decay=1.0|lambda_cong=1.0|lambda_flow=1.0|min_edge_cost=1.0|max_edge_cost=11.0|goal_projection_mode=flow_shield|flow_shield_beta=0.35|max_flow_shield=0.75,0,72c6862b1cc759e67da0a6fe506a9d3fef8deb7793da1c0890667c8b0e8410c8,165,,4,1,1,1,,30.0,60.0,,,False,False,False,False,False,static_flow_30s,static_flow_30s,30.0,True,True,0.0,1.25,1.25,1.25,0.75,0.75,1.0,1.0,0.95,1.0,1.0,1.0,0.35,0.75,1.0,11.0,1,0,0,,,,,,,,,,,,,,,,,,,,
g568_ltm30_existingrow_00000166,g568_ltm30_existingrow,g567_gate3b_development_00439,g567_gate3b_development_00439,824b61e532ef6d440f50812c26f24ed0566bcd3da03c02b6ff6d21e46cd1f88e,6e23877f9961736b602d9a94fbd12056790b6f59e0ce040aa5ddde47a95df686,a594959f4016e82a5a2cc1ab92ed1083e4426cfd01e1fbe655e85f04bb129737,bd98396504157497b6eedd40aca72746bca446ce624ac8912e9162e3c5ab88ac,9d13ddc8f39d3e64f2cabea9a81c8d298d0f4a955b104589aea71b07b2606d4f,d9699c5b5b36d0d9ee44b301a153a07595dc813a9655d3c841806e781c703480,DEVELOPMENT,empty_48_48,empty,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/scenario_bank/maps/empty_48_48.map,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/replay_scenarios/empty_48_48-random-4567008079.scen,1000,1000,4567008079,30000,30000,30000,30.0,g568_ltm_paper_style_30s_existing_gate3b_row,12,budget40000_ltm12,budget40000_ltm12,budget40000_ltm12|rep00,ltm_30s,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_style_additive_ltm,,,,force_additive=1|enable_dual_channel=0,0,79f658173a43229d8ea1376dd1a1421111973cc9cd8e8bced6776dcb7403e369,166,,4,1,1,1,,30.0,60.0,,,False,False,False,False,False,ltm_30s,ltm_30s,30.0,True,True,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g568_ltm30_existingrow_00000167,g568_ltm30_existingrow,g567_gate3b_development_00439,g567_gate3b_development_00439,824b61e532ef6d440f50812c26f24ed0566bcd3da03c02b6ff6d21e46cd1f88e,6e23877f9961736b602d9a94fbd12056790b6f59e0ce040aa5ddde47a95df686,20c54fa65589430ef3f6b676727f45088e774fd449fc1f4a7b7dfa21b4005739,bd98396504157497b6eedd40aca72746bca446ce624ac8912e9162e3c5ab88ac,9d13ddc8f39d3e64f2cabea9a81c8d298d0f4a955b104589aea71b07b2606d4f,d9699c5b5b36d0d9ee44b301a153a07595dc813a9655d3c841806e781c703480,DEVELOPMENT,empty_48_48,empty,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/scenario_bank/maps/empty_48_48.map,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/replay_scenarios/empty_48_48-random-4567008079.scen,1000,1000,4567008079,30000,30000,30000,30.0,g568_ltm_paper_style_30s_existing_gate3b_row,12,budget40000_ltm12,budget40000_ltm12,budget40000_ltm12|rep00,static_flow_30s,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,0221bf86a2e6dc94406def41df6f0810c1c5a7cc82c8125239a0af73b48978ba,historical_static_flow_shield,,,,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.95|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.0|alpha_flow_wait_progress=1.0|rho_cong_decay=0.95|rho_flow_decay=1.0|lambda_cong=1.0|lambda_flow=1.0|min_edge_cost=1.0|max_edge_cost=11.0|goal_projection_mode=flow_shield|flow_shield_beta=0.35|max_flow_shield=0.75,0,54ce89e3fb8f5b1e3ac173d9bc85864807dd33c1ed2587219f20013f4c168742,167,,4,1,1,1,,30.0,60.0,,,False,False,False,False,False,static_flow_30s,static_flow_30s,30.0,True,True,0.0,1.25,1.25,1.25,0.75,0.75,1.0,1.0,0.95,1.0,1.0,1.0,0.35,0.75,1.0,11.0,1,0,0,,,,,,,,,,,,,,,,,,,,
g568_ltm30_existingrow_00000168,g568_ltm30_existingrow,g567_gate3b_development_00437,g567_gate3b_development_00437,2f3d4a1a0cb7a36dd61a4050f012464f2e5f708c852c3266c501a5866b933992,d4ceb85b96a60faaf20954dc2a7d5b4fda9ce826d5045280252c9df0bb169ab6,5c6a75f1eccad456c6dd69724ce4e45be4846643d7a57ed8a86fd85b772f1128,7ff296a66dd1937cbcb8881fb6ba0f42ee424dc1b0558ece9ce03947bc0596b6,9d13ddc8f39d3e64f2cabea9a81c8d298d0f4a955b104589aea71b07b2606d4f,fdb051319138a46372b1c150f0c950f2f6ccbd74e8b5f6793f315eaffced2082,DEVELOPMENT,empty_48_48,empty,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/scenario_bank/maps/empty_48_48.map,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/replay_scenarios/empty_48_48-random-4567009995.scen,1000,1000,4567009995,30000,30000,30000,30.0,g568_ltm_paper_style_30s_existing_gate3b_row,12,budget40000_ltm12,budget40000_ltm12,budget40000_ltm12|rep00,ltm_30s,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_style_additive_ltm,,,,force_additive=1|enable_dual_channel=0,0,a853a01a94764b82e26b652939064fb88c2cd9080e2d6eee67cfa0780037b3c1,168,,4,1,1,1,,30.0,60.0,,,False,False,False,False,False,ltm_30s,ltm_30s,30.0,True,True,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g568_ltm30_existingrow_00000169,g568_ltm30_existingrow,g567_gate3b_development_00437,g567_gate3b_development_00437,2f3d4a1a0cb7a36dd61a4050f012464f2e5f708c852c3266c501a5866b933992,d4ceb85b96a60faaf20954dc2a7d5b4fda9ce826d5045280252c9df0bb169ab6,e550b5fdd443c3269d7fac1e65a9c6a9578cb93204e5243640be82aa0d09b1b2,7ff296a66dd1937cbcb8881fb6ba0f42ee424dc1b0558ece9ce03947bc0596b6,9d13ddc8f39d3e64f2cabea9a81c8d298d0f4a955b104589aea71b07b2606d4f,fdb051319138a46372b1c150f0c950f2f6ccbd74e8b5f6793f315eaffced2082,DEVELOPMENT,empty_48_48,empty,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/scenario_bank/maps/empty_48_48.map,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/replay_scenarios/empty_48_48-random-4567009995.scen,1000,1000,4567009995,30000,30000,30000,30.0,g568_ltm_paper_style_30s_existing_gate3b_row,12,budget40000_ltm12,budget40000_ltm12,budget40000_ltm12|rep00,static_flow_30s,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,5c173e91f78825d5896b33d72ff54c082511aafaa7fe35cd7a7da3bc637e6e4b,historical_static_flow_shield,,,,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.95|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.0|alpha_flow_wait_progress=1.0|rho_cong_decay=0.95|rho_flow_decay=1.0|lambda_cong=1.0|lambda_flow=1.0|min_edge_cost=1.0|max_edge_cost=11.0|goal_projection_mode=flow_shield|flow_shield_beta=0.35|max_flow_shield=0.75,0,c005825acf9b53677fc7f431043d1b41e96cfc332a4c67f629e3ebccc4a84570,169,,4,1,1,1,,30.0,60.0,,,False,False,False,False,False,static_flow_30s,static_flow_30s,30.0,True,True,0.0,1.25,1.25,1.25,0.75,0.75,1.0,1.0,0.95,1.0,1.0,1.0,0.35,0.75,1.0,11.0,1,0,0,,,,,,,,,,,,,,,,,,,,
g568_ltm30_existingrow_00000170,g568_ltm30_existingrow,g567_gate3b_development_00310,g567_gate3b_development_00310,4d21d8ff95cdb013715b574f37d80982ae6f06d934044eba4af07034a9342a55,a72312745d42e1649f5c86cd34f525a3139c19c86dabb5ad5cb3621359e87286,c7bc982e7cb5c0ce6db3b8d0834eb14819ee7d9733b90c91742db41608e772ce,e92b716f0219df276ff826f61139057da005efa1cf2331016bd6e02333b04855,8c5a83498ab92a2579aeef91c5f42d9ecf9019ef038cf98e623061a15beb6f56,7e0dbcff645d9bde096c944c4f796f674e2e70a8a385c89a98a4a73cb6eeb94b,DEVELOPMENT,random_32_32_20,random,external/benchmarks/movingai_mapf/extracted/mapf-map/random-32-32-20.map,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/replay_scenarios/random_32_32_20-random-4567011927.scen,12,12,4567011927,30000,30000,30000,30.0,g568_ltm_paper_style_30s_existing_gate3b_row,12,budget30000_ltm12,budget30000_ltm12,budget30000_ltm12|rep00,ltm_30s,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_style_additive_ltm,,,,force_additive=1|enable_dual_channel=0,0,92b202c13ff75b505af5583fa43538dd4d6a104236cb6baf4b6ae9387fe6e92b,170,,4,1,1,1,,30.0,60.0,,,False,False,False,False,False,ltm_30s,ltm_30s,30.0,True,True,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g568_ltm30_existingrow_00000171,g568_ltm30_existingrow,g567_gate3b_development_00310,g567_gate3b_development_00310,4d21d8ff95cdb013715b574f37d80982ae6f06d934044eba4af07034a9342a55,a72312745d42e1649f5c86cd34f525a3139c19c86dabb5ad5cb3621359e87286,29ca71aa7180fdec6ae4bb9e4f7aef7399207d7b48602be4237ba885747c215f,e92b716f0219df276ff826f61139057da005efa1cf2331016bd6e02333b04855,8c5a83498ab92a2579aeef91c5f42d9ecf9019ef038cf98e623061a15beb6f56,7e0dbcff645d9bde096c944c4f796f674e2e70a8a385c89a98a4a73cb6eeb94b,DEVELOPMENT,random_32_32_20,random,external/benchmarks/movingai_mapf/extracted/mapf-map/random-32-32-20.map,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/replay_scenarios/random_32_32_20-random-4567011927.scen,12,12,4567011927,30000,30000,30000,30.0,g568_ltm_paper_style_30s_existing_gate3b_row,12,budget30000_ltm12,budget30000_ltm12,budget30000_ltm12|rep00,static_flow_30s,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,cde44fc9c2297902fd81621ca0c1c3ef27eee7147a775f9f7f780f240ab4557d,historical_static_flow_shield,,,,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.95|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.0|alpha_flow_wait_progress=1.0|rho_cong_decay=0.95|rho_flow_decay=1.0|lambda_cong=1.0|lambda_flow=1.0|min_edge_cost=1.0|max_edge_cost=11.0|goal_projection_mode=flow_shield|flow_shield_beta=0.35|max_flow_shield=0.75,0,6c6df3f4e984734370b9c4df559dd8f3176ae1b33927271da565463b1194f823,171,,4,1,1,1,,30.0,60.0,,,False,False,False,False,False,static_flow_30s,static_flow_30s,30.0,True,True,0.0,1.25,1.25,1.25,0.75,0.75,1.0,1.0,0.95,1.0,1.0,1.0,0.35,0.75,1.0,11.0,1,0,0,,,,,,,,,,,,,,,,,,,,
g568_ltm30_existingrow_00000172,g568_ltm30_existingrow,g567_gate3b_development_00309,g567_gate3b_development_00309,e2f0851a3f73efc4ad5601ecbd93b40296dceb6a1aa85d31fdc2d44e41c9bc82,e3009482edfb94c84ed0d0c6a28e102283559be9206ca56cd87b2b6fbc8bc300,b3bfb6c7e893f1ad5955f19d344d25baeb8fe099f0be77fac3ab241d19ebb6df,e92b716f0219df276ff826f61139057da005efa1cf2331016bd6e02333b04855,8c5a83498ab92a2579aeef91c5f42d9ecf9019ef038cf98e623061a15beb6f56,7e0dbcff645d9bde096c944c4f796f674e2e70a8a385c89a98a4a73cb6eeb94b,DEVELOPMENT,random_32_32_20,random,external/benchmarks/movingai_mapf/extracted/mapf-map/random-32-32-20.map,/root/shared-nvme/g567_gate3b_bounded_2d334c79_tmux_r13_pool20000/replay_scenarios/random_32_32_20-random-4567008520.scen,12,12,4567008520,30000,30000,30000,30.0,g568_ltm_paper_style_30s_existing_gate3b_row,12,budget30000_ltm12,budget30000_ltm12,budget30000_ltm12|rep00,ltm_30s,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_style_additive_ltm,,,,force_additive=1|enable_dual_channel=0,0,92b202c13ff75b505af5583fa43538dd4d6a104236cb6baf4b6ae9387fe6e92b,172,,4,1,1,1,,30.0,60.0,,,False,False,False,False,False,ltm_30s,ltm_30s,30.0,True,True,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
