row_type,policy,model,sample_index,selected_policy_utility,candidate_induced_no_solution_count,safe_positive_selected_count,region_match_rate,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,30,0.004742888884,25,132,0.398058252427,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,31,0.003189814934,25,134,0.412621359223,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,32,0.004474424775,28,127,0.354368932039,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,33,0.006568808147,27,123,0.368932038835,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,34,0.004220584505,27,130,0.400485436893,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,35,0.005064998694,18,118,0.405339805825,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,36,0.004934693562,28,126,0.453883495146,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,37,0.003924024998,24,127,0.351941747573,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,38,0.006370877876,28,114,0.385922330097,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,39,0.006871311826,34,111,0.390776699029,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,40,0.005364123154,36,114,0.383495145631,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,41,0.004411184643,31,104,0.395631067961,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,42,0.00449636056,26,127,0.351941747573,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,43,0.005973310369,33,123,0.405339805825,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,44,0.005495759505,27,118,0.373786407767,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,45,0.003829854503,25,135,0.390776699029,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,46,0.003655099144,26,133,0.410194174757,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,47,0.005689539671,33,115,0.342233009709,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,48,0.005314339108,26,112,0.410194174757,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,49,0.004291646353,20,131,0.398058252427,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,50,0.004327791611,31,124,0.415048543689,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,51,0.007164297149,20,114,0.366504854369,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,52,0.004853204142,27,129,0.371359223301,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,53,0.004398554334,27,128,0.385922330097,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,54,0.003674196121,33,133,0.385922330097,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,55,0.005073485771,26,122,0.410194174757,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,56,0.004179342045,20,137,0.402912621359,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,57,0.005883601851,22,113,0.356796116505,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,58,0.003469462513,28,131,0.417475728155,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,59,0.007917684432,24,122,0.383495145631,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,60,0.005157138632,22,123,0.398058252427,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,61,0.004288947631,19,128,0.398058252427,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,62,0.005673346828,32,137,0.407766990291,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,63,0.004232180434,28,137,0.400485436893,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,64,0.003426383036,34,129,0.410194174757,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,65,0.004682393283,32,138,0.383495145631,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,66,0.003743936533,32,118,0.405339805825,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,67,0.004058483662,32,133,0.373786407767,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,68,0.006878392679,25,125,0.424757281553,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,69,0.003886187251,25,121,0.410194174757,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,70,0.005054686122,24,127,0.393203883495,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,71,0.005238382742,27,126,0.410194174757,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,72,0.004986556887,25,122,0.407766990291,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,73,0.003402684162,22,118,0.436893203883,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,74,0.003207069382,36,123,0.395631067961,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,75,0.003843583814,26,131,0.441747572816,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,76,0.004263137666,32,126,0.361650485437,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,77,0.005026112412,24,128,0.373786407767,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,78,0.003184336724,24,133,0.378640776699,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,79,0.004193484071,18,108,0.376213592233,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,80,0.003604828563,33,131,0.424757281553,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,81,0.003381403459,26,129,0.383495145631,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,82,0.004556753996,22,120,0.412621359223,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,83,0.004577921657,30,123,0.400485436893,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,84,0.005225840517,24,127,0.398058252427,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,85,0.003274580933,19,129,0.45145631068,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,86,0.003515588627,28,123,0.400485436893,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,87,0.004397990083,21,133,0.436893203883,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,88,0.00428860398,29,125,0.429611650485,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,89,0.006029250658,26,107,0.388349514563,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,90,0.004852296818,26,112,0.400485436893,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,91,0.005290773911,14,133,0.410194174757,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,92,0.005561904825,40,116,0.361650485437,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,93,0.003834812155,29,142,0.385922330097,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,94,0.004299559413,19,130,0.402912621359,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,95,0.004706346801,26,114,0.400485436893,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,96,0.001575045311,31,120,0.417475728155,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,97,0.003816205992,25,120,0.356796116505,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,98,0.004978024465,22,127,0.422330097087,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,99,0.006837083311,15,121,0.427184466019,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,100,0.005955711047,34,113,0.407766990291,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,101,0.003914494124,30,127,0.405339805825,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,102,0.005184738035,25,119,0.405339805825,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,103,0.005285838853,23,121,0.395631067961,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,104,0.003417972019,29,121,0.378640776699,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,105,0.004004615682,35,119,0.441747572816,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,106,0.005184127445,36,127,0.359223300971,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,107,0.005500608261,19,126,0.395631067961,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,108,0.006978186089,30,113,0.361650485437,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,109,0.00580935721,21,121,0.402912621359,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,110,0.00551284554,21,135,0.388349514563,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,111,0.005073721561,28,132,0.393203883495,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,112,0.005380173817,20,123,0.364077669903,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,113,0.006260902934,24,110,0.388349514563,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,114,0.004834700499,29,118,0.385922330097,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,115,0.004724966365,30,124,0.390776699029,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,116,0.006325599021,34,113,0.376213592233,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,117,0.006445421641,21,118,0.381067961165,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,118,0.003471378673,17,145,0.424757281553,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,119,0.004450024603,38,133,0.383495145631,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,120,0.005443366579,32,124,0.398058252427,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,121,0.00413441033,22,136,0.436893203883,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,122,0.005477654998,31,118,0.381067961165,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,123,0.004126897172,25,139,0.400485436893,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,124,0.006077999202,35,111,0.388349514563,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,125,0.004387465674,19,131,0.395631067961,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,126,0.004261055006,24,130,0.395631067961,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,127,0.003646782739,30,139,0.395631067961,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,128,0.004129219842,34,129,0.405339805825,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,129,0.004074736871,30,130,0.378640776699,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,130,0.005237595927,21,118,0.359223300971,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,131,0.004571837312,31,119,0.378640776699,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,132,0.005929790008,25,122,0.339805825243,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,133,0.006200877793,30,110,0.393203883495,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,134,0.005439241848,24,117,0.371359223301,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,135,0.004105145387,19,134,0.359223300971,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,136,0.005722510875,22,130,0.43932038835,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,137,0.005597117166,27,123,0.376213592233,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,138,0.005164333391,22,117,0.400485436893,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,139,0.006263661295,22,129,0.373786407767,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,140,0.004626215718,26,129,0.400485436893,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,141,0.006101069691,36,121,0.398058252427,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,142,0.004527894103,31,131,0.402912621359,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,143,0.004275724799,25,130,0.383495145631,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,144,0.004004986618,22,127,0.407766990291,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,145,0.008036063209,19,107,0.405339805825,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,146,0.003820221899,28,135,0.419902912621,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,147,0.005140962848,29,122,0.390776699029,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,148,0.007412485306,32,113,0.429611650485,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,149,0.003245621112,33,131,0.419902912621,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,150,0.005942039626,26,116,0.405339805825,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,151,0.00312425448,31,124,0.410194174757,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,152,0.005933024641,21,122,0.390776699029,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,153,0.005290246559,32,118,0.405339805825,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,154,0.004604997002,25,125,0.395631067961,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,155,0.004296115676,23,123,0.407766990291,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,156,0.003373055011,20,132,0.415048543689,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,157,0.005694640781,24,117,0.407766990291,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,158,0.003923741313,26,131,0.395631067961,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,159,0.006911739231,31,123,0.410194174757,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,160,0.003977869363,29,125,0.419902912621,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,161,0.006691117401,23,114,0.398058252427,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,162,0.004480098525,31,113,0.395631067961,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,163,0.005380184729,23,124,0.378640776699,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,164,0.003494966051,19,146,0.461165048544,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,165,0.004521693655,22,129,0.400485436893,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,166,0.005427889888,24,137,0.361650485437,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,167,0.003507616544,28,148,0.378640776699,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,168,0.006577190615,24,111,0.364077669903,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,169,0.005117053358,21,116,0.405339805825,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,170,0.006501255332,21,106,0.342233009709,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,171,0.003984348265,24,129,0.415048543689,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,172,0.004108265587,23,136,0.371359223301,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,173,0.005519508669,27,111,0.395631067961,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,174,0.005209809467,19,121,0.400485436893,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,175,0.006227845859,22,127,0.436893203883,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,176,0.005707472111,26,111,0.385922330097,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,177,0.00494544208,24,131,0.453883495146,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,178,0.004914964244,20,132,0.415048543689,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,179,0.004323313043,27,119,0.378640776699,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,180,0.006476315706,19,114,0.376213592233,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,181,0.004701646997,24,122,0.393203883495,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,182,0.002127878145,28,126,0.388349514563,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,183,0.002660742532,24,127,0.393203883495,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,184,0.00558614752,26,129,0.378640776699,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,185,0.004124389597,20,142,0.364077669903,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,186,0.002515377268,30,128,0.385922330097,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,187,0.003043861475,27,128,0.410194174757,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,188,0.005385217767,27,134,0.381067961165,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,189,0.00507516445,31,131,0.373786407767,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,190,0.006336769864,24,115,0.419902912621,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,191,0.003229498764,20,125,0.385922330097,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,192,0.002962266531,23,123,0.422330097087,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,193,0.003165490597,28,125,0.456310679612,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,194,0.003657705848,26,128,0.412621359223,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,195,0.003935593365,26,122,0.361650485437,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,196,0.005750850165,27,118,0.417475728155,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,197,0.006068553979,34,120,0.393203883495,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,198,0.003197668617,26,134,0.424757281553,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,199,0.004639696091,25,121,0.405339805825,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,200,0.005457079137,36,113,0.390776699029,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,201,0.004903224853,27,138,0.393203883495,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,202,0.003752143927,23,133,0.395631067961,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,203,0.005678025437,30,129,0.381067961165,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,204,0.004263180621,24,134,0.412621359223,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,205,0.005622382252,27,135,0.376213592233,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,206,0.004217497365,17,125,0.390776699029,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,207,0.006657510037,24,120,0.395631067961,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,208,0.003668186663,25,135,0.405339805825,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,209,0.005899352597,24,128,0.417475728155,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,210,0.004665101856,28,130,0.378640776699,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,211,0.005110068208,24,109,0.415048543689,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,212,0.004307292296,17,129,0.383495145631,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,213,0.006236566607,34,127,0.368932038835,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,214,0.004829567135,26,127,0.393203883495,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,215,0.003232484581,18,134,0.429611650485,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,216,0.006565989541,27,105,0.385922330097,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,217,0.004722833427,22,125,0.378640776699,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,218,0.004572534017,24,124,0.339805825243,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,219,0.003591664518,29,130,0.424757281553,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,220,0.006051859942,29,133,0.395631067961,False,False,False,False,False
bootstrap,distilled_policy_no_abstention,distilled_policy_no_abstention,221,0.002502006474,31,124,0.361650485437,False,False,False,False,False
