context_id,topology_id,gcst_theta_id,oracle_theta_id,fallback_to_g556,gcst_quality_delta_vs_g556,oracle_quality_delta_vs_g556,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
random-32-32-20|a100|s105497|it0|g557_label_matrix_random_32_32_20_a100_s105497_hb5000_short500_t100_i8_b5000,,g556_c063174,g557_gcst_00063,True,0,-0.0293624161,False,False,False,False,False
random-32-32-20|a100|s105943|it0|g557_label_matrix_random_32_32_20_a100_s105943_hb500_short500_t050_i4_b500,,g556_c063174,g557_gcst_00375,True,0,-0.03521126761,False,False,False,False,False
random-64-64-20|a100|s103818|it0|g557_label_matrix_random_64_64_20_a100_s103818_hb5000_short500_t200_i8_b5000,,g556_c063174,g557_gcst_00115,True,0,-0.02640186916,False,False,False,False,False
random-64-64-20|a100|s103784|it0|g557_label_matrix_random_64_64_20_a100_s103784_hb500_short250_t200_i2_b500,,g556_c063174,g557_gcst_00437,True,0,-0.02396272465,False,False,False,False,False
random-32-32-20|a100|s110743|it0|g557_label_matrix_random_32_32_20_a100_s110743_hb500_short1000_t100_i4_b500,,g556_c063174,g557_gcst_00276,True,0,-0.07178464606,False,False,False,False,False
random-64-64-20|a100|s108824|it0|g557_label_matrix_random_64_64_20_a100_s108824_hb500_short250_t100_i2_b500,,g556_c063174,g557_gcst_00349,True,0,-0.03267973857,False,False,False,False,False
random-64-64-20|a100|s110298|it0|g557_label_matrix_random_64_64_20_a100_s110298_hb5000_short2000_t050_i2_b5000,,g556_c063174,g557_gcst_00023,True,0,-0.03796021038,False,False,False,False,False
random-32-32-10|a100|s113145|it0|g557_label_matrix_random_32_32_10_a100_s113145_hb1000_short500_t100_i2_b1000,,g556_c063174,g557_gcst_00064,True,0,-0.03347088491,False,False,False,False,False
random-32-32-10|a100|s113625|it0|g557_label_matrix_random_32_32_10_a100_s113625_hb1000_short1000_t200_i4_b1000,,g556_c063174,g557_gcst_00275,True,0,-0.01748734469,False,False,False,False,False
random-64-64-20|a100|s112424|it0|g557_label_matrix_random_64_64_20_a100_s112424_hb500_short1000_t100_i4_b500,,g556_c063174,g557_gcst_00203,True,0,-0.026818072,False,False,False,False,False
random-32-32-10|a100|s114585|it0|g557_label_matrix_random_32_32_10_a100_s114585_hb1000_short2000_t200_i8_b1000,,g556_c063174,g557_gcst_00132,True,0,-0.05367504836,False,False,False,False,False
random-64-64-20|a100|s113144|it0|g557_label_matrix_random_64_64_20_a100_s113144_hb500_short500_t050_i2_b500,,g556_c063174,g557_gcst_00346,True,0,-0.01997307002,False,False,False,False,False
random-64-64-20|a100|s113898|it0|g557_label_matrix_random_64_64_20_a100_s113898_hb5000_short500_t050_i4_b5000,,g556_c063174,g557_gcst_00269,True,0,-0.0192575406,False,False,False,False,False
random-64-64-10|a150|s102586|it0|g557_label_matrix_random_64_64_10_a150_s102586_hb1000_short500_t100_i2_b1000,,g556_c063174,g557_gcst_00444,True,0,-0.01202060675,False,False,False,False,False
random-32-32-10|a150|s105045|it0|g557_label_matrix_random_32_32_10_a150_s105045_hb1000_short250_t200_i4_b1000,,g556_c063174,g557_gcst_00297,True,0,-0.02457655264,False,False,False,False,False
random-32-32-20|a150|s105557|it0|g557_label_matrix_random_32_32_20_a150_s105557_hb5000_short500_t100_i4_b5000,,g556_c063174,g557_gcst_00050,True,0,-0.018287373,False,False,False,False,False
random-32-32-20|a150|s107923|it0|g557_label_matrix_random_32_32_20_a150_s107923_hb500_short2000_t050_i2_b500,,g556_c063174,g557_gcst_00014,True,0,-0.07099879663,False,False,False,False,False
random-32-32-20|a150|s108403|it0|g557_label_matrix_random_32_32_20_a150_s108403_hb500_short250_t100_i4_b500,,g556_c063174,g557_gcst_00498,True,0,-0.02241869277,False,False,False,False,False
random-32-32-20|a150|s108437|it0|g557_label_matrix_random_32_32_20_a150_s108437_hb5000_short500_t200_i4_b5000,,g556_c063174,g557_gcst_00084,True,0,-0.040436457,False,False,False,False,False
random-32-32-20|a150|s110803|it0|g557_label_matrix_random_32_32_20_a150_s110803_hb500_short2000_t100_i2_b500,,g556_c063174,g557_gcst_00356,True,0,-0.06242707117,False,False,False,False,False
random-32-32-20|a200|s100783|it0|g557_label_matrix_random_32_32_20_a200_s100783_hb500_short2000_t200_i2_b500,,g556_c063174,g557_gcst_00066,True,0,-0.05362848014,False,False,False,False,False
random-32-32-20|a200|s100303|it0|g557_label_matrix_random_32_32_20_a200_s100303_hb500_short2000_t050_i8_b500,,g556_c063174,g557_gcst_00275,True,0,-0.09717868338,False,False,False,False,False
random-64-64-10|a150|s114286|it0|g557_label_matrix_random_64_64_10_a150_s114286_hb1000_short250_t200_i2_b1000,,g556_c063174,g557_gcst_00122,True,0,-0.01848848524,False,False,False,False,False
random-32-32-10|a200|s101779|it0|g557_label_matrix_random_32_32_10_a200_s101779_hb5000_short1000_t200_i4_b5000,,g556_c063174,g557_gcst_00227,True,0,-0.03976097448,False,False,False,False,False
random-64-64-20|a200|s100304|it0|g557_label_matrix_random_64_64_20_a200_s100304_hb500_short2000_t050_i8_b500,,g556_c063174,g557_gcst_00305,True,0,-0.00959151433,False,False,False,False,False
random-64-64-10|a200|s100306|it0|g557_label_matrix_random_64_64_10_a200_s100306_hb1000_short2000_t050_i8_b1000,,g556_c063174,g557_gcst_00368,True,0,-0.02184354986,False,False,False,False,False
random-64-64-20|a200|s103904|it0|g557_label_matrix_random_64_64_20_a200_s103904_hb500_short500_t050_i2_b500,,g556_c063174,g557_gcst_00474,True,0,-0.00776344332,False,False,False,False,False
random-64-64-20|a200|s103938|it0|g557_label_matrix_random_64_64_20_a200_s103938_hb5000_short1000_t100_i8_b5000,,g556_c063174,g557_gcst_00016,True,0,-0.01407322654,False,False,False,False,False
random-32-32-10|a200|s107985|it0|g557_label_matrix_random_32_32_10_a200_s107985_hb1000_short250_t200_i8_b1000,,g556_c063174,g557_gcst_00438,True,0,-0.04106679254,False,False,False,False,False
random-32-32-10|a200|s108465|it0|g557_label_matrix_random_32_32_10_a200_s108465_hb1000_short500_t100_i2_b1000,,g556_c063174,g557_gcst_00134,True,0,-0.04892086331,False,False,False,False,False
random-32-32-10|a200|s108945|it0|g557_label_matrix_random_32_32_10_a200_s108945_hb1000_short500_t050_i4_b1000,,g556_c063174,g557_gcst_00121,True,0,-0.03780148423,False,False,False,False,False
random-32-32-20|a200|s109457|it0|g557_label_matrix_random_32_32_20_a200_s109457_hb5000_short2000_t100_i4_b5000,,g556_c063174,g557_gcst_00072,True,0,-0.03794592138,False,False,False,False,False
random-32-32-10|a200|s110385|it0|g557_label_matrix_random_32_32_10_a200_s110385_hb1000_short2000_t200_i2_b1000,,g556_c063174,g557_gcst_00472,True,0,-0.07410124724,False,False,False,False,False
random-32-32-10|a200|s110899|it0|g557_label_matrix_random_32_32_10_a200_s110899_hb5000_short500_t050_i4_b5000,,g556_c063174,g557_gcst_00014,True,0,-0.01979218209,False,False,False,False,False
random-64-64-10|a200|s109666|it0|g557_label_matrix_random_64_64_10_a200_s109666_hb1000_short250_t200_i8_b1000,,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
random-64-64-10|a200|s109700|it0|g557_label_matrix_random_64_64_10_a200_s109700_hb500_short500_t200_i8_b500,,g556_c063174,g557_gcst_00355,True,0,-0.01420651421,False,False,False,False,False
random-64-64-20|a200|s111104|it0|g557_label_matrix_random_64_64_20_a200_s111104_hb500_short1000_t100_i8_b500,,g556_c063174,g557_gcst_00334,True,0,-0.01912568306,False,False,False,False,False
random-32-32-10|a200|s113299|it0|g557_label_matrix_random_32_32_10_a200_s113299_hb5000_short2000_t050_i2_b5000,,g556_c063174,g557_gcst_00448,True,0,-0.05265724037,False,False,False,False,False
random-64-64-10|a200|s111226|it0|g557_label_matrix_random_64_64_10_a200_s111226_hb1000_short2000_t050_i8_b1000,,g556_c063174,g557_gcst_00016,True,0,-0.01173339784,False,False,False,False,False
random-32-32-10|a200|s114705|it0|g557_label_matrix_random_32_32_10_a200_s114705_hb1000_short250_t100_i2_b1000,,g556_c063174,g557_gcst_00373,True,0,-0.0409854939,False,False,False,False,False
random-64-64-10|a200|s113600|it0|g557_label_matrix_random_64_64_10_a200_s113600_hb500_short1000_t050_i8_b500,,g556_c063174,g557_gcst_00483,True,0,-0.01251883621,False,False,False,False,False
random-32-32-10|a300|s101839|it0|g557_label_matrix_random_32_32_10_a300_s101839_hb5000_short1000_t200_i2_b5000,,g556_c063174,g557_gcst_00032,True,0,-0.00168556543,False,False,False,False,False
random-32-32-10|a300|s102319|it0|g557_label_matrix_random_32_32_10_a300_s102319_hb5000_short2000_t050_i4_b5000,,g556_c063174,g557_gcst_00205,True,0,-0.05197409007,False,False,False,False,False
random-64-64-20|a300|s101084|it0|g557_label_matrix_random_64_64_20_a300_s101084_hb500_short1000_t200_i8_b500,,g556_c063174,g557_gcst_00383,True,0,-0.01598540146,False,False,False,False,False
random-32-32-10|a300|s104239|it0|g557_label_matrix_random_32_32_10_a300_s104239_hb5000_short500_t100_i8_b5000,,g556_c063174,g557_gcst_00002,True,0,-0.09705793145,False,False,False,False,False
random-32-32-20|a300|s106157|it0|g557_label_matrix_random_32_32_20_a300_s106157_hb5000_short2000_t100_i8_b5000,,g556_c063174,g557_gcst_00422,True,0,-0.11334524873,False,False,False,False,False
random-64-64-20|a300|s103998|it0|g557_label_matrix_random_64_64_20_a300_s103998_hb5000_short2000_t050_i4_b5000,,g556_c063174,g557_gcst_00364,True,0,-0.01958976723,False,False,False,False,False
random-64-64-10|a300|s106606|it0|g557_label_matrix_random_64_64_10_a300_s106606_hb1000_short2000_t050_i4_b1000,,g556_c063174,g557_gcst_00182,True,0,-0.01214077148,False,False,False,False,False
random-32-32-10|a300|s109005|it0|g557_label_matrix_random_32_32_10_a300_s109005_hb1000_short1000_t200_i8_b1000,,g556_c063174,g557_gcst_00288,True,0,-0.06334693877,False,False,False,False,False
random-64-64-10|a300|s107420|it0|g557_label_matrix_random_64_64_10_a300_s107420_hb500_short250_t200_i2_b500,,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
random-64-64-20|a300|s108318|it0|g557_label_matrix_random_64_64_20_a300_s108318_hb5000_short250_t050_i2_b5000,,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
random-32-32-10|a300|s109999|it0|g557_label_matrix_random_32_32_10_a300_s109999_hb5000_short250_t050_i4_b5000,,g556_c063174,g557_gcst_00252,True,0,-0.02385625849,False,False,False,False,False
random-32-32-10|a300|s109965|it0|g557_label_matrix_random_32_32_10_a300_s109965_hb1000_short2000_t200_i4_b1000,,g556_c063174,g557_gcst_00348,True,0,-0.05863143832,False,False,False,False,False
random-32-32-20|a300|s110477|it0|g557_label_matrix_random_32_32_20_a300_s110477_hb5000_short250_t100_i4_b5000,,g556_c063174,g557_gcst_00500,True,0,-0.18265993266,False,False,False,False,False
random-64-64-20|a300|s109038|it0|g557_label_matrix_random_64_64_20_a300_s109038_hb5000_short2000_t200_i8_b5000,,g556_c063174,g557_gcst_00292,True,0,-0.0172115746,False,False,False,False,False
random-32-32-20|a300|s112397|it0|g557_label_matrix_random_32_32_20_a300_s112397_hb5000_short2000_t200_i8_b5000,,g556_c063174,g557_gcst_00223,True,0,-0.09771126761,False,False,False,False,False
random-64-64-10|a300|s109726|it0|g557_label_matrix_random_64_64_10_a300_s109726_hb1000_short500_t200_i4_b1000,,g556_c063174,g557_gcst_00283,True,0,-0.00749980868,False,False,False,False,False
random-64-64-10|a300|s109760|it0|g557_label_matrix_random_64_64_10_a300_s109760_hb500_short1000_t200_i2_b500,,g556_c063174,g557_gcst_00442,True,0,-0.00569971501,False,False,False,False,False
random-32-32-10|a300|s114799|it0|g557_label_matrix_random_32_32_10_a300_s114799_hb5000_short1000_t100_i4_b5000,,g556_c063174,g557_gcst_00038,True,0,-0.0594224924,False,False,False,False,False
random-64-64-20|a300|s113324|it0|g557_label_matrix_random_64_64_20_a300_s113324_hb500_short2000_t200_i4_b500,,g556_c063174,g557_gcst_00017,True,0,-0.00977674012,False,False,False,False,False
random-32-32-20|a400|s102343|it0|g557_label_matrix_random_32_32_20_a400_s102343_hb500_short1000_t050_i2_b500,,g556_c063174,g557_gcst_00414,True,0,-0.27684782609,False,False,False,False,False
random-64-64-20|a400|s101144|it0|g557_label_matrix_random_64_64_20_a400_s101144_hb500_short2000_t200_i4_b500,,g556_c063174,g557_gcst_00477,True,0,-0.01027281913,False,False,False,False,False
random-32-32-10|a400|s103305|it0|g557_label_matrix_random_32_32_10_a400_s103305_hb1000_short250_t050_i8_b1000,,g556_c063174,g557_gcst_00376,True,0,-0.07145334721,False,False,False,False,False
random-64-64-10|a400|s101206|it0|g557_label_matrix_random_64_64_10_a400_s101206_hb1000_short250_t100_i8_b1000,,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
random-32-32-20|a400|s104263|it0|g557_label_matrix_random_32_32_20_a400_s104263_hb500_short500_t050_i2_b500,,g556_c063174,g557_gcst_00093,True,0,-0.11836283186,False,False,False,False,False
random-64-64-10|a400|s103546|it0|g557_label_matrix_random_64_64_10_a400_s103546_hb1000_short1000_t100_i8_b1000,,g556_c063174,g557_gcst_00071,True,0,-0.00949129001,False,False,False,False,False
random-32-32-10|a400|s106219|it0|g557_label_matrix_random_32_32_10_a400_s106219_hb5000_short250_t100_i4_b5000,,g556_c063174,g557_gcst_00275,True,0,-0.06768361582,False,False,False,False,False
random-64-64-10|a400|s104360|it0|g557_label_matrix_random_64_64_10_a400_s104360_hb500_short1000_t050_i8_b500,,g556_c063174,g557_gcst_00191,True,0,-0.00845219229,False,False,False,False,False
random-32-32-20|a400|s107177|it0|g557_label_matrix_random_32_32_20_a400_s107177_hb5000_short500_t100_i2_b5000,,g556_c063174,g557_gcst_00380,True,0,-0.31311822892,False,False,False,False,False
random-32-32-10|a400|s107659|it0|g557_label_matrix_random_32_32_10_a400_s107659_hb5000_short1000_t050_i4_b5000,,g556_c063174,g557_gcst_00352,True,0,-0.06985645933,False,False,False,False,False
random-64-64-20|a400|s106938|it0|g557_label_matrix_random_64_64_20_a400_s106938_hb5000_short2000_t050_i8_b5000,,g556_c063174,g557_gcst_00461,True,0,-0.01821737916,False,False,False,False,False
random-32-32-10|a400|s109579|it0|g557_label_matrix_random_32_32_10_a400_s109579_hb5000_short250_t050_i4_b5000,,g556_c063174,g557_gcst_00277,True,0,-0.10792560123,False,False,False,False,False
random-32-32-20|a400|s111977|it0|g557_label_matrix_random_32_32_20_a400_s111977_hb5000_short2000_t200_i2_b5000,,g556_c063174,g557_gcst_00425,True,0,-0.25661434978,False,False,False,False,False
random-32-32-10|a400|s112425|it0|g557_label_matrix_random_32_32_10_a400_s112425_hb1000_short2000_t100_i4_b1000,,g556_c063174,g557_gcst_00406,True,0,-0.10876548876,False,False,False,False,False
random-64-64-10|a400|s110600|it0|g557_label_matrix_random_64_64_10_a400_s110600_hb500_short1000_t050_i8_b500,,g556_c063174,g557_gcst_00330,True,0,-0.01895322553,False,False,False,False,False
random-32-32-10|a400|s114379|it0|g557_label_matrix_random_32_32_10_a400_s114379_hb5000_short1000_t200_i8_b5000,,g556_c063174,g557_gcst_00284,True,0,-0.08566760038,False,False,False,False,False
g557_ctx_00002046,g557_topology_006_random,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00003606,g557_topology_006_random,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00005946,g557_topology_006_random,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
random-64-64-20|a600|s101924|it0|g557_label_matrix_random_64_64_20_a600_s101924_hb500_short1000_t050_i4_b500,,g556_c063174,g557_gcst_00427,True,0,-0.02800615685,False,False,False,False,False
g557_ctx_00008286,g557_topology_006_random,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00010626,g557_topology_006_random,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00012186,g557_topology_006_random,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
random-64-64-20|a600|s109124|it0|g557_label_matrix_random_64_64_20_a600_s109124_hb500_short2000_t100_i8_b500,,g556_c063174,g557_gcst_00316,True,0,-0.01535453031,False,False,False,False,False
random-64-64-20|a600|s111284|it0|g557_label_matrix_random_64_64_20_a600_s111284_hb500_short250_t200_i4_b500,,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00001264,g557_topology_004_random,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00001326,g557_topology_006_random,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00001984,g557_topology_004_random,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
