probe_id,context_id,topology_id,map,map_family,agents,agent_count,seed,nominal_budget_ms,horizon_id,probe_method,probe_budget_ms,main_solver_must_restart_from_scratch,probe_trace_from_candidate_theta,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g557_probe_000024,g557_ctx_00000024,g557_topology_024_irregular,Berlin_1_256,irregular,25,25,100024,500,b500_short2000_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000025,g557_ctx_00000025,g557_topology_025_irregular,Boston_0_256,irregular,25,25,100025,1000,b1000_short2000_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000026,g557_ctx_00000026,g557_topology_026_irregular,Paris_1_256,irregular,25,25,100026,1000,b1000_short2000_t200_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000027,g557_ctx_00000027,g557_topology_027_irregular,brc202d,irregular,25,25,100027,1000,b1000_short2000_t200_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000028,g557_ctx_00000028,g557_topology_028_irregular,den312d,irregular,25,25,100028,1000,b1000_short250_t200_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000029,g557_ctx_00000029,g557_topology_029_irregular,den520d,irregular,25,25,100029,1000,b1000_short250_t200_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000030,g557_ctx_00000030,g557_topology_030_irregular,lak303d,irregular,25,25,100030,2000,b2000_short250_t200_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000031,g557_ctx_00000031,g557_topology_031_irregular,orz900d,irregular,25,25,100031,2000,b2000_short250_t200_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000032,g557_ctx_00000032,g557_topology_032_irregular,ost003d,irregular,25,25,100032,2000,b2000_short250_t200_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000033,g557_ctx_00000033,g557_topology_033_irregular,w_woundedcoast,irregular,25,25,100033,2000,b2000_short250_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000034,g557_ctx_00000034,g557_topology_034_qd_empty,empty-32-32,qd_empty,25,25,100034,2000,b2000_short250_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000035,g557_ctx_00000035,g557_topology_035_qd_empty,empty-48-48,qd_empty,25,25,100035,5000,b5000_short500_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000036,g557_ctx_00000036,g557_topology_036_qd_empty,empty-16-16,qd_empty,25,25,100036,5000,b5000_short500_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000037,g557_ctx_00000037,g557_topology_037_qd_random,random-32-32-20,qd_random,25,25,100037,5000,b5000_short500_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000038,g557_ctx_00000038,g557_topology_038_qd_random,random-64-64-20,qd_random,25,25,100038,5000,b5000_short500_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000039,g557_ctx_00000039,g557_topology_039_qd_random,random-32-32-10,qd_random,25,25,100039,5000,b5000_short500_t050_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000040,g557_ctx_00000040,g557_topology_040_qd_random,random-64-64-10,qd_random,25,25,100040,500,b500_short500_t050_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000041,g557_ctx_00000041,g557_topology_041_qd_maze,maze-32-32-4,qd_maze,25,25,100041,500,b500_short500_t050_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000042,g557_ctx_00000042,g557_topology_042_qd_maze,maze-32-32-2,qd_maze,25,25,100042,500,b500_short1000_t050_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000043,g557_ctx_00000043,g557_topology_043_qd_maze,maze-128-128-2,qd_maze,25,25,100043,500,b500_short1000_t050_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000044,g557_ctx_00000044,g557_topology_044_qd_maze,maze-128-128-10,qd_maze,25,25,100044,500,b500_short1000_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000045,g557_ctx_00000045,g557_topology_045_qd_room,room-32-32-4,qd_room,25,25,100045,1000,b1000_short1000_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000046,g557_ctx_00000046,g557_topology_046_qd_room,room-64-64-8,qd_room,25,25,100046,1000,b1000_short1000_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000047,g557_ctx_00000047,g557_topology_047_qd_room,room-64-64-16,qd_room,25,25,100047,1000,b1000_short1000_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000048,g557_ctx_00000048,g557_topology_048_qd_warehouse,warehouse-10-20-10-2-1,qd_warehouse,25,25,100048,1000,b1000_short1000_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000049,g557_ctx_00000049,g557_topology_049_qd_warehouse,warehouse-10-20-10-2-2,qd_warehouse,25,25,100049,1000,b1000_short2000_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000050,g557_ctx_00000050,g557_topology_050_qd_warehouse,warehouse-20-40-10-2-1,qd_warehouse,25,25,100050,2000,b2000_short2000_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000051,g557_ctx_00000051,g557_topology_051_qd_warehouse,warehouse-20-40-10-2-2,qd_warehouse,25,25,100051,2000,b2000_short2000_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000052,g557_ctx_00000052,g557_topology_052_qd_bottleneck,connector,qd_bottleneck,25,25,100052,2000,b2000_short2000_t100_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000053,g557_ctx_00000053,g557_topology_053_qd_bottleneck,corners,qd_bottleneck,25,25,100053,2000,b2000_short2000_t100_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000054,g557_ctx_00000054,g557_topology_054_qd_bottleneck,tunnel,qd_bottleneck,25,25,100054,2000,b2000_short2000_t100_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000055,g557_ctx_00000055,g557_topology_055_qd_bottleneck,loop-chain,qd_bottleneck,25,25,100055,5000,b5000_short2000_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000056,g557_ctx_00000056,g557_topology_056_qd_bottleneck,string,qd_bottleneck,25,25,100056,5000,b5000_short250_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000057,g557_ctx_00000057,g557_topology_057_qd_bottleneck,tree,qd_bottleneck,25,25,100057,5000,b5000_short250_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000058,g557_ctx_00000058,g557_topology_058_qd_irregular,Berlin_1_256,qd_irregular,25,25,100058,5000,b5000_short250_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000059,g557_ctx_00000059,g557_topology_059_qd_irregular,Boston_0_256,qd_irregular,25,25,100059,5000,b5000_short250_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000060,g557_ctx_00000060,g557_topology_000_empty,empty-32-32,empty,50,50,100060,500,b500_short250_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000061,g557_ctx_00000061,g557_topology_001_empty,empty-48-48,empty,50,50,100061,500,b500_short250_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000062,g557_ctx_00000062,g557_topology_002_empty,empty-16-16,empty,50,50,100062,500,b500_short250_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000063,g557_ctx_00000063,g557_topology_003_random,random-32-32-20,random,50,50,100063,500,b500_short500_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000064,g557_ctx_00000064,g557_topology_004_random,random-64-64-20,random,50,50,100064,500,b500_short500_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000065,g557_ctx_00000065,g557_topology_005_random,random-32-32-10,random,50,50,100065,1000,b1000_short500_t200_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000066,g557_ctx_00000066,g557_topology_006_random,random-64-64-10,random,50,50,100066,1000,b1000_short500_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000067,g557_ctx_00000067,g557_topology_007_maze,maze-32-32-4,maze,50,50,100067,1000,b1000_short500_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000068,g557_ctx_00000068,g557_topology_008_maze,maze-32-32-2,maze,50,50,100068,1000,b1000_short500_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000069,g557_ctx_00000069,g557_topology_009_maze,maze-128-128-2,maze,50,50,100069,1000,b1000_short500_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000070,g557_ctx_00000070,g557_topology_010_maze,maze-128-128-10,maze,50,50,100070,2000,b2000_short1000_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000071,g557_ctx_00000071,g557_topology_011_room,room-32-32-4,room,50,50,100071,2000,b2000_short1000_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000072,g557_ctx_00000072,g557_topology_012_room,room-64-64-8,room,50,50,100072,2000,b2000_short1000_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000073,g557_ctx_00000073,g557_topology_013_room,room-64-64-16,room,50,50,100073,2000,b2000_short1000_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000074,g557_ctx_00000074,g557_topology_014_warehouse,warehouse-10-20-10-2-1,warehouse,50,50,100074,2000,b2000_short1000_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000075,g557_ctx_00000075,g557_topology_015_warehouse,warehouse-10-20-10-2-2,warehouse,50,50,100075,5000,b5000_short1000_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000076,g557_ctx_00000076,g557_topology_016_warehouse,warehouse-20-40-10-2-1,warehouse,50,50,100076,5000,b5000_short1000_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000077,g557_ctx_00000077,g557_topology_017_warehouse,warehouse-20-40-10-2-2,warehouse,50,50,100077,5000,b5000_short2000_t100_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000078,g557_ctx_00000078,g557_topology_018_bottleneck,connector,bottleneck,50,50,100078,5000,b5000_short2000_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000079,g557_ctx_00000079,g557_topology_019_bottleneck,corners,bottleneck,50,50,100079,5000,b5000_short2000_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000080,g557_ctx_00000080,g557_topology_020_bottleneck,tunnel,bottleneck,50,50,100080,500,b500_short2000_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000081,g557_ctx_00000081,g557_topology_021_bottleneck,loop-chain,bottleneck,50,50,100081,500,b500_short2000_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000082,g557_ctx_00000082,g557_topology_022_bottleneck,string,bottleneck,50,50,100082,500,b500_short2000_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000083,g557_ctx_00000083,g557_topology_023_bottleneck,tree,bottleneck,50,50,100083,500,b500_short2000_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000084,g557_ctx_00000084,g557_topology_024_irregular,Berlin_1_256,irregular,50,50,100084,500,b500_short250_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000085,g557_ctx_00000085,g557_topology_025_irregular,Boston_0_256,irregular,50,50,100085,1000,b1000_short250_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000086,g557_ctx_00000086,g557_topology_026_irregular,Paris_1_256,irregular,50,50,100086,1000,b1000_short250_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000087,g557_ctx_00000087,g557_topology_027_irregular,brc202d,irregular,50,50,100087,1000,b1000_short250_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000088,g557_ctx_00000088,g557_topology_028_irregular,den312d,irregular,50,50,100088,1000,b1000_short250_t200_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000089,g557_ctx_00000089,g557_topology_029_irregular,den520d,irregular,50,50,100089,1000,b1000_short250_t200_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000090,g557_ctx_00000090,g557_topology_030_irregular,lak303d,irregular,50,50,100090,2000,b2000_short250_t200_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000091,g557_ctx_00000091,g557_topology_031_irregular,orz900d,irregular,50,50,100091,2000,b2000_short500_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000092,g557_ctx_00000092,g557_topology_032_irregular,ost003d,irregular,50,50,100092,2000,b2000_short500_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000093,g557_ctx_00000093,g557_topology_033_irregular,w_woundedcoast,irregular,50,50,100093,2000,b2000_short500_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000094,g557_ctx_00000094,g557_topology_034_qd_empty,empty-32-32,qd_empty,50,50,100094,2000,b2000_short500_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000095,g557_ctx_00000095,g557_topology_035_qd_empty,empty-48-48,qd_empty,50,50,100095,5000,b5000_short500_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000096,g557_ctx_00000096,g557_topology_036_qd_empty,empty-16-16,qd_empty,50,50,100096,5000,b5000_short500_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000097,g557_ctx_00000097,g557_topology_037_qd_random,random-32-32-20,qd_random,50,50,100097,5000,b5000_short500_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000098,g557_ctx_00000098,g557_topology_038_qd_random,random-64-64-20,qd_random,50,50,100098,5000,b5000_short1000_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000099,g557_ctx_00000099,g557_topology_039_qd_random,random-32-32-10,qd_random,50,50,100099,5000,b5000_short1000_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000100,g557_ctx_00000100,g557_topology_040_qd_random,random-64-64-10,qd_random,50,50,100100,500,b500_short1000_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000101,g557_ctx_00000101,g557_topology_041_qd_maze,maze-32-32-4,qd_maze,50,50,100101,500,b500_short1000_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000102,g557_ctx_00000102,g557_topology_042_qd_maze,maze-32-32-2,qd_maze,50,50,100102,500,b500_short1000_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000103,g557_ctx_00000103,g557_topology_043_qd_maze,maze-128-128-2,qd_maze,50,50,100103,500,b500_short1000_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000104,g557_ctx_00000104,g557_topology_044_qd_maze,maze-128-128-10,qd_maze,50,50,100104,500,b500_short1000_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000105,g557_ctx_00000105,g557_topology_045_qd_room,room-32-32-4,qd_room,50,50,100105,1000,b1000_short2000_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000106,g557_ctx_00000106,g557_topology_046_qd_room,room-64-64-8,qd_room,50,50,100106,1000,b1000_short2000_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000107,g557_ctx_00000107,g557_topology_047_qd_room,room-64-64-16,qd_room,50,50,100107,1000,b1000_short2000_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000108,g557_ctx_00000108,g557_topology_048_qd_warehouse,warehouse-10-20-10-2-1,qd_warehouse,50,50,100108,1000,b1000_short2000_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000109,g557_ctx_00000109,g557_topology_049_qd_warehouse,warehouse-10-20-10-2-2,qd_warehouse,50,50,100109,1000,b1000_short2000_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000110,g557_ctx_00000110,g557_topology_050_qd_warehouse,warehouse-20-40-10-2-1,qd_warehouse,50,50,100110,2000,b2000_short2000_t100_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000111,g557_ctx_00000111,g557_topology_051_qd_warehouse,warehouse-20-40-10-2-2,qd_warehouse,50,50,100111,2000,b2000_short2000_t100_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000112,g557_ctx_00000112,g557_topology_052_qd_bottleneck,connector,qd_bottleneck,50,50,100112,2000,b2000_short250_t100_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000113,g557_ctx_00000113,g557_topology_053_qd_bottleneck,corners,qd_bottleneck,50,50,100113,2000,b2000_short250_t100_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000114,g557_ctx_00000114,g557_topology_054_qd_bottleneck,tunnel,qd_bottleneck,50,50,100114,2000,b2000_short250_t100_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000115,g557_ctx_00000115,g557_topology_055_qd_bottleneck,loop-chain,qd_bottleneck,50,50,100115,5000,b5000_short250_t100_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000116,g557_ctx_00000116,g557_topology_056_qd_bottleneck,string,qd_bottleneck,50,50,100116,5000,b5000_short250_t100_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000117,g557_ctx_00000117,g557_topology_057_qd_bottleneck,tree,qd_bottleneck,50,50,100117,5000,b5000_short250_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000118,g557_ctx_00000118,g557_topology_058_qd_irregular,Berlin_1_256,qd_irregular,50,50,100118,5000,b5000_short250_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000119,g557_ctx_00000119,g557_topology_059_qd_irregular,Boston_0_256,qd_irregular,50,50,100119,5000,b5000_short500_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000120,g557_ctx_00000120,g557_topology_000_empty,empty-32-32,empty,75,75,100120,500,b500_short500_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000121,g557_ctx_00000121,g557_topology_001_empty,empty-48-48,empty,75,75,100121,500,b500_short500_t200_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000122,g557_ctx_00000122,g557_topology_002_empty,empty-16-16,empty,75,75,100122,500,b500_short500_t200_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000123,g557_ctx_00000123,g557_topology_003_random,random-32-32-20,random,75,75,100123,500,b500_short500_t200_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000124,g557_ctx_00000124,g557_topology_004_random,random-64-64-20,random,75,75,100124,500,b500_short500_t200_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000125,g557_ctx_00000125,g557_topology_005_random,random-32-32-10,random,75,75,100125,1000,b1000_short500_t200_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000126,g557_ctx_00000126,g557_topology_006_random,random-64-64-10,random,75,75,100126,1000,b1000_short1000_t200_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000127,g557_ctx_00000127,g557_topology_007_maze,maze-32-32-4,maze,75,75,100127,1000,b1000_short1000_t200_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000128,g557_ctx_00000128,g557_topology_008_maze,maze-32-32-2,maze,75,75,100128,1000,b1000_short1000_t200_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000129,g557_ctx_00000129,g557_topology_009_maze,maze-128-128-2,maze,75,75,100129,1000,b1000_short1000_t200_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000130,g557_ctx_00000130,g557_topology_010_maze,maze-128-128-10,maze,75,75,100130,2000,b2000_short1000_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000131,g557_ctx_00000131,g557_topology_011_room,room-32-32-4,room,75,75,100131,2000,b2000_short1000_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000132,g557_ctx_00000132,g557_topology_012_room,room-64-64-8,room,75,75,100132,2000,b2000_short1000_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000133,g557_ctx_00000133,g557_topology_013_room,room-64-64-16,room,75,75,100133,2000,b2000_short2000_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000134,g557_ctx_00000134,g557_topology_014_warehouse,warehouse-10-20-10-2-1,warehouse,75,75,100134,2000,b2000_short2000_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000135,g557_ctx_00000135,g557_topology_015_warehouse,warehouse-10-20-10-2-2,warehouse,75,75,100135,5000,b5000_short2000_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000136,g557_ctx_00000136,g557_topology_016_warehouse,warehouse-20-40-10-2-1,warehouse,75,75,100136,5000,b5000_short2000_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000137,g557_ctx_00000137,g557_topology_017_warehouse,warehouse-20-40-10-2-2,warehouse,75,75,100137,5000,b5000_short2000_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000138,g557_ctx_00000138,g557_topology_018_bottleneck,connector,bottleneck,75,75,100138,5000,b5000_short2000_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000139,g557_ctx_00000139,g557_topology_019_bottleneck,corners,bottleneck,75,75,100139,5000,b5000_short2000_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000140,g557_ctx_00000140,g557_topology_020_bottleneck,tunnel,bottleneck,75,75,100140,500,b500_short250_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000141,g557_ctx_00000141,g557_topology_021_bottleneck,loop-chain,bottleneck,75,75,100141,500,b500_short250_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000142,g557_ctx_00000142,g557_topology_022_bottleneck,string,bottleneck,75,75,100142,500,b500_short250_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000143,g557_ctx_00000143,g557_topology_023_bottleneck,tree,bottleneck,75,75,100143,500,b500_short250_t100_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000144,g557_ctx_00000144,g557_topology_024_irregular,Berlin_1_256,irregular,75,75,100144,500,b500_short250_t100_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000145,g557_ctx_00000145,g557_topology_025_irregular,Boston_0_256,irregular,75,75,100145,1000,b1000_short250_t100_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000146,g557_ctx_00000146,g557_topology_026_irregular,Paris_1_256,irregular,75,75,100146,1000,b1000_short250_t100_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000147,g557_ctx_00000147,g557_topology_027_irregular,brc202d,irregular,75,75,100147,1000,b1000_short500_t100_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000148,g557_ctx_00000148,g557_topology_028_irregular,den312d,irregular,75,75,100148,1000,b1000_short500_t100_i8,g556_c063174,250,True,False,False,False,False,False,False
