context_id,context_uid,topology_id,physical_map_sha256,start_goal_assignment_hash,graph_tensor_joined,traffic_tensor_joined,context_uid_nonempty,topology_id_nonempty,physical_map_hash_nonempty,start_goal_assignment_hash_nonempty,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g557_ctx_00000010,9e62ab9dec9e11eb49481d0d7e9e392d3cc5ce8dd240cf0ab9cd66afda0781bc,g557_topology_010_maze,73b22e1e9617d5c7c68120f9cf663d36be216fefb90096dba43b84a4528305ea,5c9ce5532a1c2a0cf572b490590157b0ea5fde2890f708b79efb0709d112b36b,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000011,9d02fb95dd9ef70d5d30826054a675b1c44f80553ac97e3bf1c3823fcc07f75e,g557_topology_011_room,2c9202efdef6c68352f7f3e59a389533c1973e14bb365f2d56d57322549a4632,7b178ec3dbaa45fe006c552387efe536192b96558bb606b58eac3fd8424b2e23,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000012,e56b6793545145017f35749c34aefb5f07762b0223ea9d2e915042498f65feaf,g557_topology_012_room,d4858cfc7e4326f4e4b3841694b690fb726deb81663ea3c624a36453ff6b0641,4cff1c95ef85bbb86646d11742686bd53af53cc30daa3413828db1a89e495620,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000013,841ccef957c339e31def8eb077589f65b717a3c7e00c8e4bdd8355821b54d529,g557_topology_013_room,c1d6c194bf4d74de50b169dbdafac14362eab3584872431a04db19583a4c63fa,917fac53ecdffd32da41e7ea453a5e43d25abb41cdc06ea6595a5d65fbe27802,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000014,4e04468ed7d333fc532f70e7a775e8d4cadc45b747a75bbd431a4594341cb500,g557_topology_014_warehouse,c8661672d957bb925863696929878838dc0bad0443d70fedd7939e0669b542d9,d0d6fa99187d4026e4d00432e62d48fab751604a6d855c1728879f234a5a8e53,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000015,10cf24a86a1ff23426bc4fd0d252a30ad4ed2b15213f1259e95e7020030a62fc,g557_topology_015_warehouse,0527fc357b637dd293bf4aa6ebe18781fce82a455712ba1b933a268ac892cafa,d4a3f056cf17b15ff3395f26a2a6fcc898a6cbc916836c503eab5b8efbc31a70,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000016,53048ab48ecf4a87fa69512b1c8f11e43b19b60175594ef590512f318ccf041e,g557_topology_016_warehouse,164231cab219c34dec29adb7969a845232cf583a14c878d2a047520ea16f8c6a,9040a2bb64b5ef4f429c1a8c1bf3387067f8ae2b89d1a5a5b5e420f88d0a0d25,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000017,f46331a0649bbc3cd93904798ecc406c74e0763ed21115c8b3464c40d8cff2de,g557_topology_017_warehouse,c6867b1e9881cf9e4d638a2e4d56f73d5acb3852c7a0f47c11a6344daff64956,0402bf25b3df6e6658340f1aa973c3971e859ac0cc8761526085c824786184ce,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000018,d972314499dcf179ecdbbf4674127a8bbda3f2589272883a365b99934e02d9b9,g557_topology_018_bottleneck,7ac50f8f28bf8efa3fda455c8bf6220756d4f763f17efbeffd89687b84bd8bc3,6ce772d4cdaf9d201c991b2871ec176278ac971df8e673b66b4e768c0a6de900,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000019,fb5a448007ee7b2e02f4d67eb7de9b88c7bed496eab9939167f8c2cf464c8727,g557_topology_019_bottleneck,ce6ed3070d7f997fe69685e8599bd8a8880ce8b3a701efca3a9f885eb5c51560,fdc6dd768e3210e9cc06945c1edcc35afa34e337d24301bb3cce9c0ca31c66ef,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000020,fa0f7efc8a155ed6bdd32d17a9d53cdb6c182355574700589f7b4e9cbce7f88c,g557_topology_020_bottleneck,20f5371ffb085c2c6be948b305e94e92e043af1c68fdb9ebc5566ed2351f7058,0231b0766cee6c0c86fc07b76992aee59a89759512c824a86750d3b4b927e428,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000021,0bc08d619f62b5f85eec3de32f199309b5858fb957ddecb675bd2255a8780dea,g557_topology_021_bottleneck,cb0c6e3b314126bda15d81a3023764f35acaad4528f1594a4eaa6d97272bfee0,a398df5f0051aabb1f7aa6871211ff564dceca54317108f3d225e4bb789d1bbe,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000022,e1e2c13d84de70aa666af16f93a56580906844dce2d0c6c05a6c77b84a8a48ce,g557_topology_022_bottleneck,4b85be5cb15e5b81379d36a0e6553a1a1daf1a51dd2a5c1fe6ad0b4181a55426,0279bcbfcaa6b42e52cdf42ec786fffbca993296c85d04bf937e3006c7cc5ccd,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000023,1bb95321d55e3c929c2171bed370d42e652314c584ecb99fb033af945d22f538,g557_topology_023_bottleneck,8745484bddbbc76575b098955d0399d7e015645f1f9573343bda6998937a5da4,b15ce6b6cbaf27a19bc2212e39ae63eff2c6132fd35883c3461f51ec3d668918,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000024,70f7d10f27a48186129ebcfaa56e7d86ad49891ab8ffc40cf9428a1f19dd8952,g557_topology_024_irregular,61e11253512a213494343b9d8507ba10e5698dfda8c81d6ec8102d922d7a4ad5,515fc5a22a6838e6def5fd153546e013d9966d9ea9a91f67f5091bf23cbf8ccd,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000025,92f33e2570d6eeea3b59bfd827759b87c18381561cd026eea486ec3dd404f383,g557_topology_025_irregular,9911a18605361f142862714ed25799d79e10b11982698754dbed585a8710867e,bdab6143afa57e9cf7d24497d14f31e9be073d91b2164ab43fe11d3b6c5092ea,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000026,78ca97ed45d27d24586e7128208c8079c071b16510e218f46b1da5c33a599513,g557_topology_026_irregular,46114055942b0fca48b7d256c4cf5f64f5727379a249dee574961cbd09e2fe2c,3238514338c8f277c94bb297fc95ad2005fa52798952deaaf265bd08e5f90a94,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000027,e0399f264d4cdfd04eacc88bff296ad855024894b2284c41823099fda5294980,g557_topology_027_irregular,d830e969e77bc68e5c5618f31757879757de9fd357028a8d36640d76326d3640,1f53830bcc49e00735c99c61054226cd78f2ae0f898bf2418d191c6cf2ce649d,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000028,7c1fc767ef25914f7bd5793482f2011b71dabf6494838d86cd828a934a3c4a62,g557_topology_028_irregular,8a1b7e51c1be410fff2703d9675f253b971b6a20d0bdbba664639f2f7bb8f19b,2b0ab9ccab4ef8b18be9ce97eb3bf984886b4d30aca394839995ca24a846a59d,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000029,229cbe4ddac20a33bd1dc6eccb685894c2502726e53e91027defc223160c2223,g557_topology_029_irregular,71f28fdffcef071b5af8a50137a1e9ec5d487b10d95cefe73dbd93ea3bed10a6,52df1d4243bc3c007acde338991c66d960896b0fd56a3f7e8b09897999a0fb9a,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000030,5467dc2528d485be72a6a484995d77f01f0a793393899898ace95272807110f7,g557_topology_030_irregular,060f08bc7854b8485eef3eb72cb72a7b50057172594c9323a68c67875490ace9,2c3bf3760c410649699543b14d08f4fb58f98ca932a3e00f1a7201cea9288944,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000031,b107b64287054612fa7db87f724d3901d6ec4952ac1fb564bb0b9edd194e7912,g557_topology_031_irregular,42bbf37e21c279eae6e02173c547c8be0f6f2f68220656443455e07ac85ff8a5,c6a6df6cf3d0c0828ecd18c4ffb2f3f1fd0b78ea6ca649b656214d8b75b602dd,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000032,ee5da75f86eb5be3844b9b2762ed54af6b230c6e22a19f20faf7765c2cebcf45,g557_topology_032_irregular,a933dc59a9b1786d933677af8bf7f2dbe85c2bcc7c4c26d39adb57b3be95f06e,e8d1efaa41005691415419e5eed73a6cf24196b85eb16d2f9ffd8348b70e3dfd,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000033,23a5da3f1a478fea6c865fbaf756cb7e0d4fa702a3aa5596669f2fa9e84a9a2f,g557_topology_033_irregular,99d965fc2e45bd577304965baf8554f36395ca28beed094bceaeed0d54e71595,3a093ecdc4f8d1563965a7982b0a8da6490c7a454745844798e82947bf2d8a1f,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000034,8951566df34b066c2b7d0f307385004bb2550e2cce4b01f9360fa8cf959525ed,g557_topology_034_qd_empty,3ad85daf37d87c531bc2a1574856ef380f50fdebf885d06a4b59a1a11b3938ab,95dfa3c2b9fe8a706f2dd27e4c4a767b4ec8bd4b2f8012f6df8d175842a538e4,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000035,8cd6cb44dd7911994c7676876dbb66007bf93d898936d16674dba0f4b590f3e2,g557_topology_035_qd_empty,ef39f3104cdd66232f1f5a52d3f7cc79f3f832881ef4b3f93d48ac5b3991d529,8e38063477d7c12d5855e591edb58910e2add14b1f4f35ef94af02f7f7aeb678,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000036,f05be6db4739f9184f5b9b8afe68a810abc58b11a106329dbf2d3ad7e9817177,g557_topology_036_qd_empty,1c1b857d15592c2c961bfed474b7064f6987b3b7a20765061cd9d2210a727c6c,a1a8f9f83664e8ee8071847ece1f09fb8bc18649274a93dc4d725008632c154d,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000037,1890cac6ce65a604cd35e362480637a4db2699a1c1f46f4ad7ece80350067ab3,g557_topology_037_qd_random,8ea906635f8f6fd7e707b4a850091799283ce888daf530521087bd0d22649206,d9b0a8f9076d1f757b8c3cf4c9092b04342ff173258110832d2a5447573c7ff4,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000038,504c69bd769ac81e155ad704da85d13e9e870d580a0e93272b977c19fec01e89,g557_topology_038_qd_random,24f21d0389f624ec31dd9ef53368ae973761ef05e609f6a40e8ea5aa95b9e67f,95c4d9683917a2c6b673206ed40eb969902e4de4795a8354114c1f8485b4034f,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000039,e0e7ace98e1df5bd74fa8e801602a3be764421badc7e540547bb6ebb532bec88,g557_topology_039_qd_random,ca04eec63ebd66dedb752ec7d22c6f986727dbf0a1457348190cd5a29d3a9467,f358636cf48c3a627155e97847731b787674a658b6a02d7bfcb45b6164fba247,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000040,c9a563d2c3cc6a80b09cf0e6f299c146930339c44f46a24fed8b7ad4def166bd,g557_topology_040_qd_random,29cc1ce264afc04426dbad1e37bf23674297e20693aa2ea30396658a14067f98,23b6aceee9db8d947b8da0911249a3c386e4bbc1d100787dc71e33cebdd2f27f,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000041,4d37b43533f2887041c44c3757e0a517e2507bd0d1860129148ee527d06ea4ba,g557_topology_041_qd_maze,b7b2938c1cbf9259ee71ce9277d43204a416c6c5663035c81e28ea5549f91b0d,385acd2fffff91b64d2fa5b706dcc185b3ec471baa8cfcf0c2327c9f240cd689,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000042,d640b4c4fa86fe59296f1a184f62ec1b3a79718b65039e042f63acc6ce19d6c7,g557_topology_042_qd_maze,95157c1cd3f060c3a74f66fab832df1901ea1c5665e66f613a73c59b96ef202a,46de249d8575a7b23d9fb88d0a329b165c8235d1a3b028236231531f3f272c75,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000043,12595b5da327c24d93634c3e4b8c97ace1f528cf904770d06f6136025f9bbc5e,g557_topology_043_qd_maze,cd4a5fc548fdf69df51f3be761b9b29f6186609588906f1d758acd0b72c42ea5,2179b45c1fd6826f38df50ecfdd4a80d60db2b2f0648854f2c5ee8ecfe839dad,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000044,95b5e0dee0344faf157cda69016ae0e08fdfbe393bd08c7205ceb30399c3d388,g557_topology_044_qd_maze,73b22e1e9617d5c7c68120f9cf663d36be216fefb90096dba43b84a4528305ea,079dcdaf45d4f071e3a5b8f041fcde805a30bf36354a361117d0f07302d4720c,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000045,bb10596976727b05879d1c635eec4fc0e52af6a651863253f4f6e94aee1846be,g557_topology_045_qd_room,2c9202efdef6c68352f7f3e59a389533c1973e14bb365f2d56d57322549a4632,bfc072428368be5ef7cffffec8c2f174978047250fe2cb7d1f82351db9bdf747,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000046,d95c535de67956d0bf0b085b9c54190ade25595290215155f9dc83f299cd41e4,g557_topology_046_qd_room,d4858cfc7e4326f4e4b3841694b690fb726deb81663ea3c624a36453ff6b0641,7b3b68d38361e27f9b3fbff953b9c2c1fb88d9ec135b83708bdb66e611537380,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000047,c1b19db5484fc558025efe87ae5a69eb07d1c48f3b5c0583dd697a988431eb7d,g557_topology_047_qd_room,c1d6c194bf4d74de50b169dbdafac14362eab3584872431a04db19583a4c63fa,e0ed1314757699838d65d429d34fe197ec52ef7b45de1b1fbe2f3d4215c39fdc,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000048,493154834791aa97821bbc4bbe7baadf4cf25a16f3a7ea3694e84514ca5019ab,g557_topology_048_qd_warehouse,c8661672d957bb925863696929878838dc0bad0443d70fedd7939e0669b542d9,dd4253d0498e1bfcc653eea4cd19b6be6668d9eeba53941e5238c7a1a34f9b86,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000049,eb71aba5ce891ddb051cb4a804898380f554d9f91dcaa284571e3ad775caf93a,g557_topology_049_qd_warehouse,0527fc357b637dd293bf4aa6ebe18781fce82a455712ba1b933a268ac892cafa,77102a3cdda9a01d620b1fa7f65df24b74632e80c5acd9ef65027b3aca310ef5,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000050,7e47810afd16458ab6475bc1e70880e282df9007bfb28c795b4b51931e56e4e0,g557_topology_050_qd_warehouse,164231cab219c34dec29adb7969a845232cf583a14c878d2a047520ea16f8c6a,1473b6c43fed5ffb0ab432eaaf56e2b90c96ed768f20c91aed35c60202fbefc2,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000051,1d590b01bf72e33770b5cf62c92a1302e99745859e27a4dbe45fd1fb2c1dc0de,g557_topology_051_qd_warehouse,c6867b1e9881cf9e4d638a2e4d56f73d5acb3852c7a0f47c11a6344daff64956,e2ae3aeef834b1b99549d0c3a3bcd02a0df7c224caeb2820eb8f8ef9de954bb6,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000052,6684474dc0f2062ec631bc006703d77bf1d96b2ea6a1c32c4c0731653f13b504,g557_topology_052_qd_bottleneck,7ac50f8f28bf8efa3fda455c8bf6220756d4f763f17efbeffd89687b84bd8bc3,e7894b4ec601d114f11c5aec8cb72f6ca971431e5db3bd7ac4b79961becd85d7,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000053,0147e995e4d25cc954de8a3eed8b3025ae2b8cf5b3283ecea9a3959d21ff70d0,g557_topology_053_qd_bottleneck,ce6ed3070d7f997fe69685e8599bd8a8880ce8b3a701efca3a9f885eb5c51560,a6665e10f949eef3e5f78a2f9313b7350f4d9da83107bbd4b67bee52a4bfaf33,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000054,a25d8a91f7b1f7f2cdd345fdd8f469ebf0c56acb88c665c91e8988471eadc8c8,g557_topology_054_qd_bottleneck,20f5371ffb085c2c6be948b305e94e92e043af1c68fdb9ebc5566ed2351f7058,008f0c5e1a4f29cb4e34da030a0d52b5de0a6238bc6a1c7af5839c04944f96db,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000055,400858bd0f3018a9977d4f0e11c9e7929ed94ec7d5bce4d957d62ad658a3d9b2,g557_topology_055_qd_bottleneck,cb0c6e3b314126bda15d81a3023764f35acaad4528f1594a4eaa6d97272bfee0,dc719e97a778832a2f35754529922a8fe378c8089ec3dc77f488dda1c18ee3db,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000056,0423efc604e5ea7a7512688b3af779cb2f7fdc973570f7009b393ae2243a7571,g557_topology_056_qd_bottleneck,4b85be5cb15e5b81379d36a0e6553a1a1daf1a51dd2a5c1fe6ad0b4181a55426,55299011c15df9b3d511b0ad36b5cb5cf321f403878207459ee035b8f6a6a3bc,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000057,b3566eb5b3e88f7c1069b1946eac71e2d0c47fed8509c639374c2a43f40e4160,g557_topology_057_qd_bottleneck,8745484bddbbc76575b098955d0399d7e015645f1f9573343bda6998937a5da4,aa45b90dffcb8fd41426cb6988bc3ff50d99ec6741c52c45e21587518236b860,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000058,4468318faceeaf06d2e13bd3d3699d9c2f42362eef181afcaad5a5dedb7679c3,g557_topology_058_qd_irregular,61e11253512a213494343b9d8507ba10e5698dfda8c81d6ec8102d922d7a4ad5,b1587cfefdea3461c209ce2e528822ddd40440b75dce6eef3340633692ec6da0,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000059,3ead66f2de635b5e21604d3a01ff982b6aed4b8ea7026d60d7d8602f2f2a0845,g557_topology_059_qd_irregular,9911a18605361f142862714ed25799d79e10b11982698754dbed585a8710867e,5e124a17268bc16916962ba174e9e5ba754609aa2ee2803ca39316c3a5aae67d,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000060,04586c0130442a697c50e6c86b45c642c210ea24b289a983fafd947e1e89ea21,g557_topology_000_empty,3ad85daf37d87c531bc2a1574856ef380f50fdebf885d06a4b59a1a11b3938ab,b21d7d612bfcfa5a385793a1f422e9f43a6b33e0b9fb4195c682341ee4d33fc0,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000061,810ecc8ea77259c0cc1f376a69d195e45447105a694aeffda92fd578a4b8cc5d,g557_topology_001_empty,ef39f3104cdd66232f1f5a52d3f7cc79f3f832881ef4b3f93d48ac5b3991d529,417613d9900e9aac6788611be5d9dc4e108d786661b89080ba82d670940bb2ae,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000062,60ea9c16c422da5cc4ef06c1bc2fffaf3fcba5264f080d1d36d0bed57a44af6b,g557_topology_002_empty,1c1b857d15592c2c961bfed474b7064f6987b3b7a20765061cd9d2210a727c6c,7fc06ba955887386bbc01f3c588f6d93f3996448266361d4beb0771c5033f7d9,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000063,f8c930ad1ace2854899523c5596e9d01162c80ae75e191c0fc300f2c625367cf,g557_topology_003_random,8ea906635f8f6fd7e707b4a850091799283ce888daf530521087bd0d22649206,49434c723ca78b76379561541093fc71e8812a00ba728b048183ef28f85604ba,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000064,0b3820335c5b34cc5e4ab3eff1bfc676f9dfd6551c0d106b67ed200b5e606ef0,g557_topology_004_random,24f21d0389f624ec31dd9ef53368ae973761ef05e609f6a40e8ea5aa95b9e67f,d371a02267f2ff24c651f693fb25d937f5e850cd5bdf3c44f1672a57792eaa01,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000065,402e659d1174c3597d2905ff4f722fb1c3a5f6f3e7e2d00cd83b2a3ab01f7783,g557_topology_005_random,ca04eec63ebd66dedb752ec7d22c6f986727dbf0a1457348190cd5a29d3a9467,04607db21abc503257ecbbe6be7d0e510650b76f306eaac64f26619b7273edfd,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000066,75492a5568ddd5d83a64e10ea0a38561ade4460057cb7ddb68edb4d672eeeb72,g557_topology_006_random,29cc1ce264afc04426dbad1e37bf23674297e20693aa2ea30396658a14067f98,cfee0310bf6314f1d188fe79bc77b2e84c43b52f6a25822cb14107776ff28fb7,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000067,ed6729b1b0585923cb2dc10fbd30eab0182da05a265bdf909faec095aac6fc1c,g557_topology_007_maze,b7b2938c1cbf9259ee71ce9277d43204a416c6c5663035c81e28ea5549f91b0d,e4144c32f36479599078cdea3ff08bd2b9b70806302896de626a6a687a0ea861,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000068,7a2d0bd3eebf59f7e1ac8ee2279b8c8ae8b33455476b9314cb437343bc9e8bdf,g557_topology_008_maze,95157c1cd3f060c3a74f66fab832df1901ea1c5665e66f613a73c59b96ef202a,c81bba063e25d4d0869a4432d5f251781a8491f17ae72af3c3b2502331633a44,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000069,dbc54d9c679e594e260e4d3c5b2a4506c56c26789e166e70fea207ef48a2071d,g557_topology_009_maze,cd4a5fc548fdf69df51f3be761b9b29f6186609588906f1d758acd0b72c42ea5,0ebd9daa43cc04a8543798df792c5c0617f5e0cf7f899110ee87406f2e690157,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000070,c622f4d84623a0f5e1781786fcd7546bb7b1f1469894885db012bad87cbf65f3,g557_topology_010_maze,73b22e1e9617d5c7c68120f9cf663d36be216fefb90096dba43b84a4528305ea,dfaa4ceace711e3035cc3a32527ad317f3c4f31360e935808ab36aeffc088abd,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000071,ef6c92c9b0713982012f9daf02a5dd75bd41c60b36e41c38ae52448a72ada6ac,g557_topology_011_room,2c9202efdef6c68352f7f3e59a389533c1973e14bb365f2d56d57322549a4632,b6a22c7903550b9b69e0cc9ffb18f7216eb7d287a2772e610c4c3e86e256bb2d,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000072,094b7873f915d9a0e3ac7dae8a444b4d468be36f8525f9b261a924459a6757db,g557_topology_012_room,d4858cfc7e4326f4e4b3841694b690fb726deb81663ea3c624a36453ff6b0641,dbf1ac49a8a7108fa0cb1f90b0c65c680c36bbdf0496e39d6090996ebf1d3cbe,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000073,40984849b126641e31d2c1d3c42a1185d978db2ddef43d77846e6c3c5d1c8239,g557_topology_013_room,c1d6c194bf4d74de50b169dbdafac14362eab3584872431a04db19583a4c63fa,46f14bb232841873a848e93a2e6c21ec192c43ac5e488bc161b8a77fafb43747,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000074,611f1d8180fc06555c3266019eee97628452ec7621bad16700bf7217069926d0,g557_topology_014_warehouse,c8661672d957bb925863696929878838dc0bad0443d70fedd7939e0669b542d9,3e30122fa4925ee3f3bd55308e0f7d447aa38a5c24dcf83e8080eb1452aee879,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000075,05a015319b9067cd1b94f1dd7d1023823c050c7e2872c69c45dadafb8c555540,g557_topology_015_warehouse,0527fc357b637dd293bf4aa6ebe18781fce82a455712ba1b933a268ac892cafa,dc885dd41070352953ab5836bbc54f69fcfba155737208f03f9053a966b736b8,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000076,fb5c0f7bdcfe275fe6d0614db4738b5cea34b190585af2bf21c6a7463be776c9,g557_topology_016_warehouse,164231cab219c34dec29adb7969a845232cf583a14c878d2a047520ea16f8c6a,406864dd559fa407ae19a0b43d856ae111e6bfc873f96481344442f060d08639,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000077,e9eec9e0a876ed12539368f7c386e36ecdbf3167a74feb72116ccda040e2fd3e,g557_topology_017_warehouse,c6867b1e9881cf9e4d638a2e4d56f73d5acb3852c7a0f47c11a6344daff64956,4089d4b3053e0aac91941bebe1e81210535f009f9c5a745f5a3778de109f3459,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000078,049cc5410625c57d265bd887a79099a399d744b3eb3507269e7bf95f0e8630d3,g557_topology_018_bottleneck,7ac50f8f28bf8efa3fda455c8bf6220756d4f763f17efbeffd89687b84bd8bc3,6dd24fd4106fb87199c6b28c4d0790d2ca508f5154791a8478e7b8a72b817c04,True,True,True,True,True,True,False,False,False,False,False
