context_id,context_uid,topology_id,physical_map_sha256,start_goal_assignment_hash,graph_tensor_joined,traffic_tensor_joined,context_uid_nonempty,topology_id_nonempty,physical_map_hash_nonempty,start_goal_assignment_hash_nonempty,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g557_ctx_00000158,a24e390b3b7983d7a7408e784b58523d19cee50181c1319dfcf79b4b5d6cbf7c,g557_topology_038_qd_random,24f21d0389f624ec31dd9ef53368ae973761ef05e609f6a40e8ea5aa95b9e67f,299209bc324bf2d2315e2a20e750f18b30e7e1f3396f42bf9c8d4836651a22fc,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000159,6444e5ab727f52e9c2bba2673469cf5eeb1e88e1f96926734a8794ee49098b9b,g557_topology_039_qd_random,ca04eec63ebd66dedb752ec7d22c6f986727dbf0a1457348190cd5a29d3a9467,df044bb2ac782e7e0279bf93b748ce753376c25200e6437d06f3885052a1b4b7,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000160,724c961bc950d1417680f25f43cec13dd5f622e0e05806aea9f86db10a1ce7df,g557_topology_040_qd_random,29cc1ce264afc04426dbad1e37bf23674297e20693aa2ea30396658a14067f98,823d3c53a58cd4ef59f498e817a0e54eec22b61f5c926a456020e8bc3adc8f92,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000161,129790c0293970a693b1cf7baaa94ac2f6f7451412d7689a34975edaf46986be,g557_topology_041_qd_maze,b7b2938c1cbf9259ee71ce9277d43204a416c6c5663035c81e28ea5549f91b0d,36515d921a717b737e3c79d6fb9b1d40935c5e3e52fc3a2f9ff610e302720dee,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000162,229a3fa53f352ac55f72c31b98a04b7806c8aa4b58ccfc906045053dd45ff82b,g557_topology_042_qd_maze,95157c1cd3f060c3a74f66fab832df1901ea1c5665e66f613a73c59b96ef202a,4badc9bb3c424d8ce2ae1239c88f8ffa355af47b108264f70ce7df7af675993e,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000163,3aa883699c570ec62b70b5b2af5060b3985531827815d34613aac9f2bbcda441,g557_topology_043_qd_maze,cd4a5fc548fdf69df51f3be761b9b29f6186609588906f1d758acd0b72c42ea5,48ec0eb66fe0095f4323cb1bf481616fe6d8244542e94e54d5093f54c29ff24d,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000164,bdcb29bb41768d0490924b1369ea01a3a7ec95c5d430e389ef7481045f81b18f,g557_topology_044_qd_maze,73b22e1e9617d5c7c68120f9cf663d36be216fefb90096dba43b84a4528305ea,58bd51491d7ecb95bbd0fd1546d79d1b3909d41730f0314437906e2aeeedb794,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000165,c16bfe1bcbd194ae7f86aacf29d6428a63c446a12dd37144dd94c0632946c0da,g557_topology_045_qd_room,2c9202efdef6c68352f7f3e59a389533c1973e14bb365f2d56d57322549a4632,7a71ad7153d9273823f1cfba2657ac038b11070bbec99f8e1ae6d781109e3523,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000166,54397dc233d980a6b3b61b9117fcb0c3edbb639061d2a2bb7d5dba7189fe4490,g557_topology_046_qd_room,d4858cfc7e4326f4e4b3841694b690fb726deb81663ea3c624a36453ff6b0641,bdeb127cadcf01483063427f45bd3e5dc2af1d42375efb4a214592c06668f153,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000167,d71b0acbbcccb055324135876de3c165925cc272a0db746c6a42c6e133dc1e77,g557_topology_047_qd_room,c1d6c194bf4d74de50b169dbdafac14362eab3584872431a04db19583a4c63fa,11b7a63ea4dd5826df9af004fe7cd232d1cd6cc9c60f8e68ce3203c389d0c99a,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000168,411efa5c8a731b21f73023e3f531351c84ed59467ea074374c870d19c26110bd,g557_topology_048_qd_warehouse,c8661672d957bb925863696929878838dc0bad0443d70fedd7939e0669b542d9,04d0764a0fd5196f5cfd989cb5f1da193cd977e62130cbb5f9250736663c7a92,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000169,d5cb0494f7fa2e810df3be9eebfdd39b51632dbdd5c480ad547949f3219fcfb6,g557_topology_049_qd_warehouse,0527fc357b637dd293bf4aa6ebe18781fce82a455712ba1b933a268ac892cafa,5d5bc2274c22083d7fc0981d381b52940ad9fa6e746d516542d2588dba5ed8e8,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000170,f60ef7155cf55a51ceac7f47483f5c2385738b7c202229e98ed2bd177754e3d4,g557_topology_050_qd_warehouse,164231cab219c34dec29adb7969a845232cf583a14c878d2a047520ea16f8c6a,5a22f972e252bf1248884ddd27022e437464c8d7361457af0ca015dc7077cae4,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000171,5c6bdd3d069a57fcdd1055886ffb086f1d8866e1bb23a9fb44f06d99039978a5,g557_topology_051_qd_warehouse,c6867b1e9881cf9e4d638a2e4d56f73d5acb3852c7a0f47c11a6344daff64956,d0ae1d8de337b9d81540b5c7535494e2ce42a1f6eebf347d63ea02e77ec58742,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000172,f77cefc1bec61880ae9ff0b5bb11c097d4ac908d56538680caca59dcb71d31db,g557_topology_052_qd_bottleneck,7ac50f8f28bf8efa3fda455c8bf6220756d4f763f17efbeffd89687b84bd8bc3,2476c0fe84ae4604f13ed95d6d3cd176722642ddbe6a4f4e7eb74259d691e545,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000173,af83ae7aea8686de6fd93d21ddec01992d0d436a298cefb2c92baab38cb25a9d,g557_topology_053_qd_bottleneck,ce6ed3070d7f997fe69685e8599bd8a8880ce8b3a701efca3a9f885eb5c51560,13294dce8f1661b2b3e485d1039f4e1f412e81f10c8362cc56054bbf7c6e2b11,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000174,f0c14d3d6bd7f1d2fefa473b674eaeb7742709743488611ceee728833e1bc19a,g557_topology_054_qd_bottleneck,20f5371ffb085c2c6be948b305e94e92e043af1c68fdb9ebc5566ed2351f7058,1642f2bbebefe187edd6183d8e86a3d23f3c2576efafc0bcff59598f288d1dcf,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000175,9d122c01f5636772e1d33f3c80636fe42c2023367a27a1b595d2f0842f2e41c6,g557_topology_055_qd_bottleneck,cb0c6e3b314126bda15d81a3023764f35acaad4528f1594a4eaa6d97272bfee0,f432f60fe02470ec36db85d4adc8ebe0d274bf9c5d7b35615233a55ec2fb70bf,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000176,3b0c18b0c45d3541cad3b1a54c9b88950b723d21ed11d1b3362cb16114526873,g557_topology_056_qd_bottleneck,4b85be5cb15e5b81379d36a0e6553a1a1daf1a51dd2a5c1fe6ad0b4181a55426,e51e1b0f5d732bfdb9652d1b7284b40364ff810693c6d0c283d8e5f628523925,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000177,8773a7ae5b5ded63dcc840ed1837ffbaf12eab1b82ea9c7bd9b7e66919ffb93e,g557_topology_057_qd_bottleneck,8745484bddbbc76575b098955d0399d7e015645f1f9573343bda6998937a5da4,e6dd62d2955ddd34ec02311964b6a9118f6725b62a8aeb0bd6ad2b6e6d130b54,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000178,986934627ee3c384d488150e734e739398f7cb3103732fdbe311add57210e3f3,g557_topology_058_qd_irregular,61e11253512a213494343b9d8507ba10e5698dfda8c81d6ec8102d922d7a4ad5,ce3fb3d33a9cc1cee8ef63bfeba81993ca258acac37f778fdc58c44836531a57,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000179,b3b89176aa6d4ce428959b1b7b2f76de52c5461b411f534e41dccc03f70d8565,g557_topology_059_qd_irregular,9911a18605361f142862714ed25799d79e10b11982698754dbed585a8710867e,00d23c0a814fea4360335fe41afeab298fa914697584506506f2f599fd5f028e,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000180,819f2934df6a907fa15bb107bc54e1f731bef7e4bc353b9f7757378af2f95979,g557_topology_000_empty,3ad85daf37d87c531bc2a1574856ef380f50fdebf885d06a4b59a1a11b3938ab,a650d5f0d2be3d9cae5a3cffa2976eb27202f9a62e2bb7967a196320c28480c7,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000181,15121e8cbaad52615861f13e9671748b69ee6ddd71bbed724f4f10d257a081e3,g557_topology_001_empty,ef39f3104cdd66232f1f5a52d3f7cc79f3f832881ef4b3f93d48ac5b3991d529,dac981625a40905b8eac92eb440385824faf15f8f9a2b0f45b9b4984a61e0205,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000182,f4f912a770b2a2b5d4ab5159aa412a578b6a59e2d17b1620b31907616c11e875,g557_topology_002_empty,1c1b857d15592c2c961bfed474b7064f6987b3b7a20765061cd9d2210a727c6c,d0a48ea3c7be20bffeebf729b3237efe102e54642cd0ed7828e72f4f8399b940,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000183,0d06731cd19a58297129ca1f70277657bff9309d933541e528ca78e6c1ffe637,g557_topology_003_random,8ea906635f8f6fd7e707b4a850091799283ce888daf530521087bd0d22649206,d098657f79be72f496d87d72ac1b783dd63093aa95688e809809f80548b98499,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000184,64beda9077fec4fc360d19a6ac458489311b9092dc1e2b4173fd41d7cfa0f2db,g557_topology_004_random,24f21d0389f624ec31dd9ef53368ae973761ef05e609f6a40e8ea5aa95b9e67f,69739d4e43ef1a581a2d93955dc54f23da71e34a3674f0d57190b4ebec40693d,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000185,ab5bf60f2dad7f1aa399c824917b42c2c2cbc38a927c541a31607c69c08a853c,g557_topology_005_random,ca04eec63ebd66dedb752ec7d22c6f986727dbf0a1457348190cd5a29d3a9467,73a522f34281149a70ae9ad85560d59b0cb94a4e3ab7822a04ac8448d4a9ef2a,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000186,528ba27f8eb22190940b41a9e46bc16d1819adf8bd8daf80ba9f668b23c82779,g557_topology_006_random,29cc1ce264afc04426dbad1e37bf23674297e20693aa2ea30396658a14067f98,c03f83b26223fae0a799d6ea07075a7d2c60a8c8ecb201f25cc3d166e405a896,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000187,0e466ed679c0ad93076ba5ddc4836c71fa5cf1f7a35b18ad81a4d7142fd461ce,g557_topology_007_maze,b7b2938c1cbf9259ee71ce9277d43204a416c6c5663035c81e28ea5549f91b0d,a8a9ceff0c8c772239bb45da6e75202cb145c77ec045004fb07652738c59cf80,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000188,eab0aedec27afd5ebd0989326e891f3aa64b5931430635410f9fb168923db8d3,g557_topology_008_maze,95157c1cd3f060c3a74f66fab832df1901ea1c5665e66f613a73c59b96ef202a,8c593e5c7cfdcf040a1c0d5081b5b38fdab86f5fdbbe2c5e4630a219fa03bd33,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000189,15f24b23edf308002568d28bd3e25661e4dec602fd340705a09ff5862124f84d,g557_topology_009_maze,cd4a5fc548fdf69df51f3be761b9b29f6186609588906f1d758acd0b72c42ea5,48ec0eb66fe0095f4323cb1bf481616fe6d8244542e94e54d5093f54c29ff24d,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000190,b4a1d7651690f733aac2d3b9ffeb8cadd09dcb2e052084aa2018f2668d793854,g557_topology_010_maze,73b22e1e9617d5c7c68120f9cf663d36be216fefb90096dba43b84a4528305ea,58bd51491d7ecb95bbd0fd1546d79d1b3909d41730f0314437906e2aeeedb794,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000191,6ae62cbe7d4d491ef432961df680136b4c260caf72281fb8097fa7181b75cad8,g557_topology_011_room,2c9202efdef6c68352f7f3e59a389533c1973e14bb365f2d56d57322549a4632,600f317a13c64f2164506fdf10cbc198a26f2674f460159e6330e3f53271e25c,True,True,True,True,True,True,False,False,False,False,False
