evaluation_uid,label_state,positive_rows,harmful_rows,censored_rows,steps,lr,seed,initial_total_repaired_loss,final_total_repaired_loss,best_total_repaired_loss,initial_floor_corrected_positive_loss,best_floor_corrected_positive_loss,initial_nearest_harmful_margin_loss,best_nearest_harmful_margin_loss,oracle_initialized_at_g556,optimizer,weight_decay,uses_sigmoid_parameterization,projected_to_theta_bounds_each_step,oracle_theta_alpha_cong_commit_progress,oracle_theta_alpha_cong_commit_nonprogress,oracle_theta_alpha_cong_block,oracle_theta_alpha_cong_wait_progress,oracle_theta_alpha_cong_wait_nonprogress,oracle_theta_alpha_flow_commit_progress,oracle_theta_alpha_flow_wait_progress,oracle_theta_rho_cong_decay,oracle_theta_rho_flow_decay,oracle_theta_lambda_cong,oracle_theta_lambda_flow,oracle_theta_flow_shield_beta,oracle_theta_max_flow_shield,oracle_theta_min_edge_cost,oracle_theta_max_edge_cost
01f6c93fbd85ccfa89e2f59b3a21cac50dd0813f6acd384044fa209cf6308d24,MIXED_FRONTIER,12,52,0,120,0.04,564,0.010465572010387156,0.0010343565720526138,0.0002933694283309002,0.008651957269419405,0.0002933694283309002,0.0018136147409677505,0.0,True,AdamW,0.0,False,True,1.2877953052520752,1.1679476499557495,1.3190568685531616,0.6609746813774109,0.6072573065757751,1.0349888801574707,0.6645597219467163,0.9757807850837708,1.0,0.6825544238090515,0.7591877579689026,0.3143790066242218,0.8340184092521667,1.0,10.945294380187988
0200c783089e16be39708e8b5685b366c474262bee093926edf3eff48bbd4699,MIXED_FRONTIER,12,50,0,120,0.04,564,0.021677027154550166,0.0014498887739123195,0.0001510183283569555,0.021677027154550166,0.0001510183283569555,0.0,0.0,True,AdamW,0.0,False,True,1.176820993423462,1.2556405067443848,1.392034649848938,0.6580709218978882,0.805476188659668,1.0233559608459473,0.7126209735870361,0.986259937286377,1.0,0.7114904522895813,0.729479968547821,0.40037816762924194,0.943199634552002,0.9996656179428101,10.846155166625977
0244a74454cd672d1feed82d2a9031bb33f37992134b44b942c30ab4cce30a49,MIXED_FRONTIER,21,43,0,120,0.04,564,0.0026457897706967937,0.0,0.0,0.0026457897706967937,0.0,0.0,0.0,True,AdamW,0.0,False,True,1.2174736261367798,1.1843239068984985,1.2459220886230469,0.6756867170333862,0.7435564994812012,1.1390199661254883,0.7099650502204895,0.9821322560310364,1.0,0.7127230167388916,0.6072481274604797,0.33297479152679443,0.8461781740188599,1.0,10.907415390014648
02fe53cdc2fda88a8cf316aec26ca8dc4227ca830aed40a1adc9944741a344ec,MIXED_FRONTIER,25,39,0,120,0.04,564,0.001858393453191276,0.0,0.0,0.001858393453191276,0.0,0.0,0.0,True,AdamW,0.0,False,True,1.1799681186676025,1.138973355293274,1.2833317518234253,0.7250691056251526,0.7687162160873413,1.0128731727600098,0.7154935002326965,0.9864919781684875,0.995918869972229,0.6346359848976135,0.5796199440956116,0.3388284742832184,0.8901497721672058,0.9951267838478088,10.978280067443848
030ebcdecfb69f65804c0b5bce6062ee5dba163a4c029ab4061083decca436f3,CENSORED_UNKNOWN,0,0,64,120,0.04,564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,AdamW,0.0,False,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377
0317414a6c403897a7b3718349753ff42ff00ae3e0cfcd47028ac6f05a6691bd,MIXED_FRONTIER,30,34,0,120,0.04,564,0.010416056349076608,0.0,0.0,0.0028131355933326274,0.0,0.00760292075574398,0.0,True,AdamW,0.0,False,True,1.0867578983306885,1.229589819908142,1.121463656425476,0.7246030569076538,0.6704215407371521,1.000516653060913,0.7379822134971619,0.9758515954017639,0.9995114207267761,0.6692588925361633,0.5882277488708496,0.32940348982810974,1.014328122138977,0.9974847435951233,10.832060813903809
0334f551e3ad9fa8614a9c127b190870c9eb2799d898c66f56aea13a9add753f,CENSORED_UNKNOWN,0,0,64,120,0.04,564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,AdamW,0.0,False,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377
035fb4174b57632c35df3a7b516bc9c2c392b50fb806d8060a2c2f2709a2ccc5,CENSORED_UNKNOWN,0,0,64,120,0.04,564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,AdamW,0.0,False,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377
037135fbddc3b1474459a08fa686b4f96c4471323cbbde32068a78783b07121d,MIXED_FRONTIER,30,34,0,120,0.04,564,0.0014266955425731587,0.0,0.0,0.0014266955425731587,0.0,0.0,0.0,True,AdamW,0.0,False,True,1.1686031818389893,1.1331275701522827,1.1801682710647583,0.7209163904190063,0.7826505303382874,1.0057063102722168,0.7060703635215759,0.9807359576225281,0.9983687996864319,0.6441483497619629,0.6758151650428772,0.3360588252544403,0.878390371799469,0.9966399669647217,10.92342758178711
03850c6033fbe3b8fc08f60ab04c55210eb9dbc1a3743974fd92307a5e7a3d77,MIXED_FRONTIER,10,53,0,120,0.04,564,0.022796390467565222,0.0030294918078547645,0.002746631159652138,0.022796390467565222,0.002746631159652138,0.0,0.0,True,AdamW,0.0,False,True,1.1520816087722778,1.267958641052246,1.600818395614624,0.6648691296577454,0.8083980679512024,0.9602810740470886,0.6238688230514526,0.9681702852249146,0.9825330972671509,0.5813146233558655,0.5075973868370056,0.5206584930419922,0.7857890129089355,0.9604412317276001,10.92587661743164
03b2cd257e67a3b8b12790a7d07365e34484d5387466512cd4ecc5396e8e2bec,MIXED_FRONTIER,22,42,0,120,0.04,564,0.005926640697363789,0.002978853210974422,0.0,0.005926640697363789,0.0,0.0,0.0,True,AdamW,0.0,False,True,1.2335790395736694,1.1136982440948486,1.2249901294708252,0.7624350190162659,0.6772217154502869,1.0069884061813354,0.729161262512207,0.9857443571090698,0.992786705493927,0.6894639730453491,0.6166301965713501,0.37039902806282043,0.7673808336257935,0.9845430850982666,10.67341423034668
03c2f2073fb203e0510396958f690dd45fb66286067d61d8663a54c7f8389757,CENSORED_UNKNOWN,0,0,64,120,0.04,564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,AdamW,0.0,False,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377
03d43c1e7346df28866a893a89f24bdc4b8eb745323349faf6de48ed3bbce213,MIXED_FRONTIER,20,41,0,120,0.04,564,0.009640224160669342,0.0007692555167996273,0.0,0.009640224160669342,0.0,0.0,0.0,True,AdamW,0.0,False,True,1.303817868232727,1.197928786277771,1.341010332107544,0.6923871040344238,0.702937662601471,0.9715732336044312,0.7614943981170654,0.9810535311698914,1.0,0.7251234650611877,0.6211759448051453,0.36970189213752747,0.9470512866973877,1.0,10.809797286987305
03e5b60f62e58c7ff259866734d1d074e6d8eab9a6784be5abda1258ec9831b5,MIXED_FRONTIER,30,34,0,120,0.04,564,0.002322309596863345,0.00033500781079100206,0.0,0.002322309596863345,0.0,0.0,0.0,True,AdamW,0.0,False,True,1.3120464086532593,1.1858298778533936,1.2467128038406372,0.7645174860954285,0.7803512215614319,0.9356330037117004,0.701917827129364,0.9875679016113281,1.0,0.7066593766212463,0.6094364523887634,0.33622103929519653,0.8921359181404114,0.981188952922821,10.847801208496094
042cd12c8d8fc297ccdcbbf7605c4b396b6a158feb72546183d2a47c500fe7c5,MIXED_FRONTIER,22,40,0,120,0.04,564,0.0027085299556112302,0.0,0.0,0.0027085299556112302,0.0,0.0,0.0,True,AdamW,0.0,False,True,1.1804171800613403,1.1762800216674805,1.2722840309143066,0.7109707593917847,0.7543746829032898,1.0696765184402466,0.6952762603759766,0.9747459292411804,0.995244562625885,0.6355537176132202,0.6499039530754089,0.3600727319717407,0.9296265244483948,1.0,10.976469993591309
0446a37a68b99abfdd7b991b5c0c8243d7bf54f5681715edb74447a8071b0f03,MIXED_FRONTIER,20,42,0,120,0.04,564,0.002705498296229833,0.0002957504414720924,0.0,0.002705498296229833,0.0,0.0,0.0,True,AdamW,0.0,False,True,1.278467059135437,1.1535327434539795,1.2178006172180176,0.718462347984314,0.7957940697669983,1.038316249847412,0.7257301211357117,0.9749936461448669,1.0,0.7066568732261658,0.688315212726593,0.35903576016426086,0.9254205822944641,0.9824993014335632,10.83383846282959
047b6f5248feb73cea7d83ae48ca9fa0fe3e7831a7a9e37ab128ad1da0a0db03,CENSORED_UNKNOWN,0,0,64,120,0.04,564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,AdamW,0.0,False,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377
04e01663ac1b96402c8db69a75990cb450c91692bb6d413a57177adcd605eed8,MIXED_FRONTIER,43,21,0,120,0.04,564,0.00011433100259190809,0.0,0.0,0.00011433100259190809,0.0,0.0,0.0,True,AdamW,0.0,False,True,1.229608416557312,1.1603045463562012,1.33165442943573,0.7034173011779785,0.7534424662590027,1.043093204498291,0.6779224872589111,0.9791259169578552,1.0,0.6452720761299133,0.6552552580833435,0.3483443856239319,0.9294695854187012,1.0,10.973441123962402
04e378c4729deb5a05913fbeca5793471c96df474d4c35f2770677faa03895f2,MIXED_FRONTIER,1,62,0,120,0.04,564,0.19377002492547035,0.004300382919609547,0.0031531485728919506,0.16253139078617096,0.0031531485728919506,0.031238634139299393,0.0,True,AdamW,0.0,False,True,0.6769762635231018,1.1290240287780762,0.5336638689041138,0.626069962978363,0.9320441484451294,0.879320502281189,0.8865747451782227,0.9905415177345276,1.0,0.6221777200698853,0.7760832905769348,0.5998105406761169,0.6798776388168335,0.9501404762268066,9.303239822387695
04f2d1f6dd359269d3bf16a0a52bfbb165fd897cfbb32d05a5037e8d3265f791,MIXED_FRONTIER,5,58,0,120,0.04,564,0.013135572877135439,0.003938865552068273,0.002592522766790638,0.013135572877135439,0.002592522766790638,0.0,0.0,True,AdamW,0.0,False,True,1.0954111814498901,1.1122158765792847,1.2921408414840698,0.7258827090263367,0.6446965932846069,1.0408031940460205,0.7292848229408264,0.9825246930122375,1.0,0.7063890099525452,0.6159839630126953,0.32273200154304504,0.943707287311554,1.0,10.579886436462402
04fa4051d6ea0697bc07352737e85dfc2524bdda86462d9ed0da3f91925d4a13,MIXED_FRONTIER,8,56,0,120,0.04,564,0.01102276658126343,0.0013786107169771328,0.0,0.01102276658126343,0.0,0.0,0.0,True,AdamW,0.0,False,True,1.2293243408203125,1.1821215152740479,1.2734144926071167,0.6971762776374817,0.8249891400337219,0.8264711499214172,0.6120330095291138,0.9783021211624146,0.9942973256111145,0.6760936379432678,0.619458794593811,0.3095109760761261,0.8615919351577759,0.9790304899215698,10.63166332244873
04fa62e4e0e31ee4a57ebd9ae17d00d8aea47f0afd3f2d6ca28f5c6a2e34fe32,HARMFUL_SUPPORTED,0,64,0,120,0.04,564,0.08798940002918243,0.0016033509373664856,0.0012828537821769714,0.0,0.0,0.08798940002918243,0.0,True,AdamW,0.0,False,True,1.5,0.7981273531913757,0.8901232481002808,1.1098768711090088,1.0573620796203613,1.038221836090088,1.053142786026001,1.0,1.0,0.8032771348953247,0.6865208745002747,0.40311717987060547,0.7671689987182617,1.0,10.829785346984863
050bbaee48a8873755735e85be3162d84f9ca57d66a9b707ef5a9f15ee1672de,MIXED_FRONTIER,30,34,0,120,0.04,564,0.0016470281871070053,2.4424437504555474e-05,0.0,0.0016470281871070053,0.0,0.0,0.0,True,AdamW,0.0,False,True,1.2567390203475952,1.2230440378189087,1.283278465270996,0.7241806983947754,0.7659801840782166,1.0163770914077759,0.6493434309959412,0.9792299866676331,0.9982991814613342,0.6715058088302612,0.6141768097877502,0.3435654640197754,0.9033226370811462,1.0,10.732149124145508
0514e52b25125dbb172571ccd112ab11e60f29b7316a6a8604ee57a0d6ec9768,CENSORED_UNKNOWN,0,0,64,120,0.04,564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,AdamW,0.0,False,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377
052ca4dd171e5097bed0466d5d874973eddbb81a990d4ddce2e0d69a1ed62016,CENSORED_UNKNOWN,0,0,64,120,0.04,564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,AdamW,0.0,False,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377
0533a8460587ec4931ffab49d9a89bf9f1cbd9209ac28c717c93f9d21642de15,CENSORED_UNKNOWN,0,0,64,120,0.04,564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,AdamW,0.0,False,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377
056c005cdaaa5fcc2c010306bd6764f0d1badf06be3d118c96476240bd954dc6,MIXED_FRONTIER,35,29,0,120,0.04,564,0.0013815293507657422,0.0,0.0,0.0013815293507657422,0.0,0.0,0.0,True,AdamW,0.0,False,True,1.205871820449829,1.131347894668579,1.3945913314819336,0.6372321844100952,0.8406134843826294,1.0040701627731323,0.6289796829223633,0.983782947063446,1.0,0.6453658938407898,0.7110161781311035,0.3400185704231262,0.9553044438362122,1.0,10.975292205810547
056d656a245583c4d084119a1a50554602fa4eee80dfc3bb5ad9a82e5decc251,POSITIVE_SUPPORTED,29,0,35,120,0.04,564,0.0037422862912616373,0.0021871957088187427,0.00025435614940604034,0.0037422862912616373,0.00025435614940604034,0.0,0.0,True,AdamW,0.0,False,True,1.374644160270691,1.1595733165740967,1.3030985593795776,0.6830875873565674,0.716801643371582,1.0279909372329712,0.6912193894386292,0.9796380996704102,1.0,0.6822810173034668,0.6684904098510742,0.3663006126880646,0.8180742859840393,0.9836297631263733,10.79405689239502
056d7557c03055e16cd37f0dd20f3bed84ba2127bd2d5e3005b1653f36cf5e68,MIXED_FRONTIER,8,56,0,120,0.04,564,0.011885517062766929,0.004685808816145609,0.003387154468116063,0.011885517062766929,0.003387154468116063,0.0,0.0,True,AdamW,0.0,False,True,1.1561689376831055,1.0749818086624146,1.3731005191802979,0.6926661133766174,0.8584252595901489,1.0382684469223022,0.7241271138191223,0.9829708933830261,1.0,0.690857470035553,0.7075861692428589,0.2802330553531647,0.7933605313301086,0.9588718414306641,10.813145637512207
05839627fd0e8eaa6de9baf30c6047eb54d7384e4877a4db63457a6003fe0b8e,MIXED_FRONTIER,16,48,0,120,0.04,564,0.005924245272844783,0.0,0.0,0.005924245272844783,0.0,0.0,0.0,True,AdamW,0.0,False,True,1.2423676252365112,1.1772875785827637,1.2943196296691895,0.8055819869041443,0.8315368294715881,0.8380586504936218,0.5693567395210266,0.9805328845977783,1.0,0.6879045367240906,0.694564938545227,0.2946021258831024,0.8723437190055847,0.964654803276062,10.620864868164062
05aa2eb79caf1762a294632b69cf489411594e854ad1f5fa7d24325e8aff4119,CENSORED_UNKNOWN,0,0,64,120,0.04,564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,AdamW,0.0,False,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377
05c404a618e848184d49702b943b6a4a1d4e36b8370c7b69a57633bbc78d8fd4,MIXED_FRONTIER,6,58,0,120,0.04,564,0.018600128371532867,0.005956570183334772,0.002168898955383608,0.018600128371532867,0.002168898955383608,0.0,0.0,True,AdamW,0.0,False,True,1.2954739332199097,1.0298337936401367,1.310800552368164,0.7436505556106567,0.7303122878074646,1.1255249977111816,0.7254859805107117,0.976601779460907,0.9976813197135925,0.6905522346496582,0.6906329393386841,0.32310134172439575,0.8745640516281128,0.9949962496757507,10.827588081359863
05eceb39ddcf744b5ab811843b02b6eb7675d79295da21c0be45385561d633fc,MIXED_FRONTIER,9,55,0,120,0.04,564,0.018606330436062732,0.0051613741679712305,0.002135641784213979,0.018606330436062732,0.002135641784213979,0.0,0.0,True,AdamW,0.0,False,True,1.3028454780578613,1.0909422636032104,1.1762917041778564,0.7235111594200134,0.7072510123252869,1.015824556350708,0.6703348755836487,0.9781305193901062,0.99623042345047,0.6297407150268555,0.47467195987701416,0.3600386381149292,0.9533379077911377,1.0,10.901530265808105
060d9e5f41d17a4e552f5545a9f639e7ea8a092a5249e026dd1fca78d085145e,CENSORED_UNKNOWN,0,0,64,120,0.04,564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,AdamW,0.0,False,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377
065c0b8d52ec0ff9551809c8d979d898d48bf895f91adf10de2252fda95c8258,MIXED_FRONTIER,23,41,0,120,0.04,564,0.003482429001280693,0.0,0.0,0.003482429001280693,0.0,0.0,0.0,True,AdamW,0.0,False,True,1.2450692653656006,1.1281354427337646,1.3007789850234985,0.7200859785079956,0.7916272878646851,1.0187618732452393,0.6659722328186035,0.9807493090629578,0.9993740916252136,0.6673181653022766,0.6822541952133179,0.3020468056201935,0.88398677110672,0.973533570766449,10.984349250793457
068171e441cff4934effb54b2794afd2baaa9a3d3e176144c74c260be28b6507,CENSORED_UNKNOWN,0,0,64,120,0.04,564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,AdamW,0.0,False,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377
06ad4d686b13f9bf3c283e14138b16fad39ad82e88f0f9a2312f0d2002c6ede8,MIXED_FRONTIER,30,34,0,120,0.04,564,0.0007799093229240162,0.0,0.0,0.0007799093229240162,0.0,0.0,0.0,True,AdamW,0.0,False,True,1.2131649255752563,1.172149419784546,1.2586355209350586,0.7484415769577026,0.7395017147064209,1.0618298053741455,0.7022427916526794,0.9800931215286255,1.0,0.7066172361373901,0.6028034090995789,0.3177012503147125,0.7702141404151917,1.0,10.907814979553223
06d281b99339bf390b6f0ff8bdd5a764f5f80ee8aec25b993c175f61ed911a66,MIXED_FRONTIER,8,56,0,120,0.04,564,0.033366009860259116,0.005585850282285004,0.002213820332174099,0.02994779151580912,0.002213820332174099,0.003418218344449997,0.0,True,AdamW,0.0,False,True,1.1310653686523438,1.127600073814392,1.2468127012252808,0.7944358587265015,0.855705976486206,1.1107277870178223,0.3441835343837738,0.9681025147438049,0.9946710467338562,0.8624820113182068,0.7319718599319458,0.2717668414115906,0.6721782684326172,0.9376251101493835,10.652305603027344
06d72a5ab93252cb3acc4efcef42a234f0f9a186f73030e02569d46b8feef4cb,MIXED_FRONTIER,26,36,0,120,0.04,564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,AdamW,0.0,False,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377
06ddc996f4da0a0c98714acffddba28924359c0aeaf764925d07f9e4c0b42322,CENSORED_UNKNOWN,0,0,64,120,0.04,564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,AdamW,0.0,False,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377
06e9d758feccf197a6c916e4639395c0e8df12a158f05d3916ae73e8c7b2a5e0,MIXED_FRONTIER,12,52,0,120,0.04,564,0.005367517507331526,0.001142153563170975,0.0009031288699500734,0.005367517507331526,0.0009031288699500734,0.0,0.0,True,AdamW,0.0,False,True,1.2492297887802124,1.2179490327835083,1.335532784461975,0.7408822774887085,0.6979793310165405,1.0728161334991455,0.6252833604812622,0.9761211276054382,1.0,0.6856667399406433,0.702974259853363,0.30466410517692566,0.8868626952171326,0.9967929124832153,11.013354301452637
072416c87794ee03d643ed6f4acdd8d71657a4bbd7eb7910ba8cb72cc0b86ce4,MIXED_FRONTIER,2,62,0,120,0.04,564,0.10716670891348413,0.009075822941855022,0.0022583593369447097,0.09753296105269484,0.0022583593369447097,0.009633747860789299,0.0,True,AdamW,0.0,False,True,1.2516145706176758,1.088501214981079,1.3543256521224976,0.8854047060012817,0.890718400478363,1.5,0.5013543963432312,0.9974398612976074,0.9906920194625854,0.5,0.8104762434959412,0.41475653648376465,0.6782141327857971,1.0,10.254703521728516
073906f4e30cdc84fd9b4934a651a4307e3ea28787378e3d78f0c12e78756f9a,CENSORED_UNKNOWN,0,0,64,120,0.04,564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,AdamW,0.0,False,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377
0754bdf9f89c734c263f6f29df516698bd88c834a1c6112be07d7502f1e97a4f,MIXED_FRONTIER,2,62,0,120,0.04,564,0.019278558882381516,0.004832824800167015,0.0019876402165777546,0.019278558882381516,0.0019876402165777546,0.0,0.0,True,AdamW,0.0,False,True,1.225844144821167,1.164376139640808,1.2938255071640015,0.7192060947418213,0.7082425355911255,0.9785612225532532,0.6542879343032837,0.9795015454292297,1.0,0.6729593276977539,0.6690545082092285,0.3059415817260742,0.8127596974372864,0.9978724122047424,10.873000144958496
