split,run_id,checkpoint_id,map_name,agents,seed,iteration,decision_target,selected_decision,target_rule,predicted_rule,fallback_reason,defer_reason,selection_stage,attention_top1,attention_top3,decision_correct,selected_delta,additive_delta,selected_vs_additive_delta,selected_utility,additive_utility,selected_vs_additive_utility,selected_rule_harmful,target_delta,has_nonadditive_opportunity,has_high_margin_nonadditive_opportunity,best_safe_nonadditive_advantage,opportunity_margin,rule_scores,harmful_probs,opportunity_prob,defer_prob,safety_threshold_by_rule,safety_mask,best_safe_nonadditive_rule,best_safe_nonadditive_score,margin_vs_additive,margin_vs_defer,top3_rules,harmful_labels
train,empty-16-16__a200__i1__phase4_phase4-full-repair5-expand5000,empty-16-16__a200__i1__phase4_phase4-full-repair5-expand5000__iter2,empty-16-16,200,1,2,use_nonadditive,defer_ltm,commit_heavy,additive_ltm,unsafe,unsafe,defer_unsafe,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.459832429768,True,True,0.1,0.01,"[0.6286229327085675, 1.027376285791397, 0.9229186332225799, 0.6739707362651824, 1.004042431116104, -0.30922679901123046, 0.4243275344371796, 0.49621505618095396]","[1.572190194565337e-05, 0.5468611121177673, 0.5860946774482727, 0.6654691100120544, 0.3507532477378845, 0.5982154607772827, 0.5479136109352112, 0.5229199528694153]",0.9660630822181702,0.035164304077625275,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, false, false, false, false, false, false]",,,,0.9308987781405449,"[""commit_heavy"", ""wait_light"", ""block_heavy""]","[0, 0, 0, 0, 0, 0, 1, 0]"
train,empty-16-16__a200__i1__phase4_phase4-full-repair5-expand5000,empty-16-16__a200__i1__phase4_phase4-full-repair5-expand5000__iter3,empty-16-16,200,1,3,defer_ltm,defer_ltm,,additive_ltm,low_opportunity,low_opportunity,defer_low_opportunity,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,False,False,0.0,0.01,"[0.8894794902606372, 0.22411330819129943, 0.6482757699489593, -0.23223327994346618, -0.3896869742870331, -0.7563649189472198, -0.08537190198898316, 0.02589261770248413]","[2.5225661374861374e-05, 0.9204197525978088, 0.8306902050971985, 0.9078112244606018, 0.9297118782997131, 0.9138423800468445, 0.8911068439483643, 0.8855401277542114]",0.10990577936172485,0.6352919340133667,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, false, false, false, false, false, false]",,,,-0.5253861546516418,"[""additive_ltm"", ""block_heavy"", ""commit_heavy""]","[0, 1, 1, 1, 1, 1, 1, 1]"
train,empty-16-16__a50__i2__phase4_phase4-full-repair5-expand5000,empty-16-16__a50__i2__phase4_phase4-full-repair5-expand5000__iter0,empty-16-16,50,2,0,defer_ltm,defer_ltm,block_light,additive_ltm,low_opportunity,low_opportunity,defer_low_opportunity,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,False,False,0.0,0.01,"[0.10970911555006752, -0.16195408701896669, 1.0666034454107285, 0.4598552632331848, 0.8233082830905915, 0.5480935120582581, -0.02405511798686348, 0.05393187304463936]","[4.6107910748105496e-05, 0.7141998410224915, 0.45722606778144836, 0.5002719759941101, 0.6262186169624329, 0.573440670967102, 0.0005093525978736579, 0.00015591575356666]",0.4430850148200989,0.42300575971603394,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, false, false, false, false, true, true]",decay_090,0.05393187304463936,-0.055777242505428155,0.02007925510406494,"[""block_heavy"", ""wait_light"", ""wait_heavy""]","[0, 0, 1, 0, 0, 1, 0, 0]"
train,empty-16-16__a50__i2__phase4_phase4-full-repair5-expand5000,empty-16-16__a50__i2__phase4_phase4-full-repair5-expand5000__iter1,empty-16-16,50,2,1,use_nonadditive,defer_ltm,commit_heavy,additive_ltm,low_opportunity,low_opportunity,defer_low_opportunity,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.134453781513,True,True,0.1,0.01,"[-0.6068558244773158, 1.1134246349334718, 1.0977239695191383, 0.5030397510528565, 0.9967793560028076, 1.077403569817543, 1.0110413140058518, 1.0622184109687804]","[6.034408215782605e-05, 0.16964197158813477, 0.23855523765087128, 0.5163265466690063, 0.49980711936950684, 0.31598684191703796, 0.48146095871925354, 0.40260040760040283]",0.48405882716178894,0.33771389722824097,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, true, true, false, false, true, false, false]",commit_heavy,1.1134246349334718,1.7202804594107874,0.14634492993354797,"[""commit_heavy"", ""block_heavy"", ""wait_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]"
train,empty-16-16__a50__i2__phase4_phase4-full-repair5-expand5000,empty-16-16__a50__i2__phase4_phase4-full-repair5-expand5000__iter2,empty-16-16,50,2,2,use_nonadditive,use_nonadditive,block_heavy,decay_095,selected,,select_safe_nonadditive,False,True,True,0.031512605042,0.0,0.031512605042,0.031512605042,0.0,0.031512605042,False,0.0357142857143,True,True,0.0357142857143,0.01,"[0.049831315394549165, 1.0676671516895295, 1.0745475298166276, 1.063429633975029, 1.0624598830938339, 1.059870645403862, 1.0750357550382614, 1.0736901664733887]","[1.5670244465582073e-05, 0.4439341425895691, 0.2245783507823944, 0.3413478434085846, 0.33274009823799133, 0.362560898065567, 0.3352014124393463, 0.3451352119445801]",0.9434642791748047,0.02799452655017376,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, true, true, false, true, true, true]",decay_095,1.0750357550382614,1.0252044396437123,0.9154697526246309,"[""decay_095"", ""block_heavy"", ""decay_090""]","[0, 0, 0, 0, 1, 0, 0, 1]"
train,empty-16-16__a50__i2__phase4_phase4-full-repair5-expand5000,empty-16-16__a50__i2__phase4_phase4-full-repair5-expand5000__iter3,empty-16-16,50,2,3,use_nonadditive,defer_ltm,block_light,additive_ltm,unsafe,unsafe,defer_unsafe,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0126050420168,True,False,0.0126050420168,0.01,"[0.49255566525182076, 1.05901565015316, 1.043595870733261, 1.0326173692941665, 1.059226946234703, 1.0032979118824006, 1.051268128156662, 1.048874819278717]","[1.5533109035459347e-05, 0.4879644215106964, 0.41665035486221313, 0.47730013728141785, 0.46817877888679504, 0.5161113142967224, 0.48405390977859497, 0.4889625310897827]",0.6010584831237793,0.23992104828357697,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, false, false, false, false, false, false]",,,,0.36113743484020233,"[""wait_light"", ""commit_heavy"", ""decay_095""]","[0, 0, 0, 0, 0, 0, 1, 1]"
train,empty-16-16__a100__i2__phase4_phase4-full-repair5-expand5000,empty-16-16__a100__i2__phase4_phase4-full-repair5-expand5000__iter0,empty-16-16,100,2,0,use_nonadditive,use_nonadditive,wait_light,block_heavy,selected,,select_safe_nonadditive,False,True,True,0.00947867298578,0.0,0.00947867298578,0.00947867298578,0.0,0.00947867298578,False,0.157345971564,True,True,0.1,0.01,"[-0.5443765428866026, 0.9806948733329773, 1.0223755550384521, 0.02709611177444458, 1.0927192151546479, -1.6993792259693146, -0.6452117602701765, -0.597605329228536]","[2.934140502475202e-05, 0.5599805116653442, 0.3409876823425293, 0.6191452741622925, 0.3438642621040344, 0.7312307953834534, 0.00013133225729689002, 9.146695811068639e-05]",0.8716468214988708,0.05773468688130379,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, true, false, false, false, true, true]",block_heavy,1.0223755550384521,1.5667520979250549,0.8139121346175671,"[""wait_light"", ""block_heavy"", ""commit_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]"
train,empty-16-16__a100__i2__phase4_phase4-full-repair5-expand5000,empty-16-16__a100__i2__phase4_phase4-full-repair5-expand5000__iter1,empty-16-16,100,2,1,use_nonadditive,defer_ltm,wait_light,additive_ltm,low_opportunity,low_opportunity,defer_low_opportunity,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0142180094787,True,False,0.0142180094787,0.01,"[1.0021889551041385, -1.5216425633430481, 0.024707757234573365, -1.8610018134117126, -0.35265918493270876, -2.522502224445343, -2.0729367184638976, -2.166902610063553]","[4.597724546329118e-05, 0.954753041267395, 0.7846880555152893, 0.9544175863265991, 0.8984575271606445, 0.9573003053665161, 0.9533854722976685, 0.9580526947975159]",0.1907179206609726,0.5760460495948792,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, false, false, false, false, false, false]",,,,-0.38532812893390656,"[""additive_ltm"", ""block_heavy"", ""wait_light""]","[0, 0, 1, 1, 0, 1, 1, 1]"
train,empty-16-16__a100__i2__phase4_phase4-full-repair5-expand5000,empty-16-16__a100__i2__phase4_phase4-full-repair5-expand5000__iter2,empty-16-16,100,2,2,use_nonadditive,use_nonadditive,decay_090,decay_090,selected,,select_safe_nonadditive,True,False,True,0.042654028436,0.0,0.042654028436,0.042654028436,0.0,0.042654028436,False,0.042654028436,True,True,0.042654028436,0.01,"[-0.16653419847141776, 0.957160371541977, 1.0422923308610916, 0.9440939700603486, 1.0685828018188477, -0.4706489050388336, 0.955920518040657, 0.932887178659439]","[2.151471926481463e-05, 0.5045285820960999, 0.4735303819179535, 0.5082772374153137, 0.345020055770874, 0.6330530047416687, 0.41912493109703064, 0.3810355067253113]",0.9646233916282654,0.018971705809235573,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, false, false, false, false, false, true]",decay_090,0.932887178659439,1.0994213771308567,0.9456516858190298,"[""wait_light"", ""block_heavy"", ""commit_heavy""]","[0, 1, 1, 0, 0, 1, 0, 0]"
train,empty-16-16__a100__i2__phase4_phase4-full-repair5-expand5000,empty-16-16__a100__i2__phase4_phase4-full-repair5-expand5000__iter3,empty-16-16,100,2,3,use_nonadditive,defer_ltm,commit_heavy,additive_ltm,unsafe,unsafe,defer_unsafe,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0341232227488,True,True,0.0341232227488,0.01,"[0.6016738715377141, 0.9971954524517059, 1.038605894446373, 1.0008427357673646, 1.0680814975500106, -0.5738619518280029, 0.3686080956459045, 0.3691075301170349]","[1.6378329746657982e-05, 0.5250826478004456, 0.46018531918525696, 0.5248762369155884, 0.3584742844104767, 0.6877866983413696, 0.6512205600738525, 0.582695722579956]",0.7873587012290955,0.11344323307275772,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, false, false, false, false, false, false]",,,,0.6739154681563377,"[""wait_light"", ""block_heavy"", ""block_light""]","[0, 0, 1, 0, 1, 1, 1, 0]"
train,empty-16-16__a200__i2__phase4_phase4-full-repair5-expand5000,empty-16-16__a200__i2__phase4_phase4-full-repair5-expand5000__iter0,empty-16-16,200,2,0,use_nonadditive,use_nonadditive,commit_heavy,decay_090,selected,,select_safe_nonadditive,False,True,True,0.0,0.0,0.0,0.0,0.0,0.0,False,0.334134615385,True,True,0.1,0.01,"[-1.1409866832062834, 1.07372873544693, 1.0087756061553954, -1.1377246356010438, 1.0759846609830857, -1.439162710905075, -1.0852378268307075, -1.0485537870414554]","[0.00038158081588335335, 0.42465054988861084, 0.5077474117279053, 0.7088898420333862, 0.36784687638282776, 0.7151951193809509, 0.003449416486546397, 0.002006807364523411]",0.9298341870307922,0.03093872405588627,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, false, false, false, false, true, true]",decay_090,-1.0485537870414554,0.09243289616482797,0.898895462974906,"[""wait_light"", ""commit_heavy"", ""block_heavy""]","[0, 0, 1, 1, 1, 1, 0, 0]"
train,empty-16-16__a200__i2__phase4_phase4-full-repair5-expand5000,empty-16-16__a200__i2__phase4_phase4-full-repair5-expand5000__iter1,empty-16-16,200,2,1,defer_ltm,defer_ltm,decay_090,additive_ltm,low_opportunity,low_opportunity,defer_low_opportunity,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,False,-0.0120192307692,False,False,-0.0120192307692,0.01,"[1.0050133640615968, -1.2582630574703217, -1.368448131084442, -1.848829563856125, -0.7975278449058533, -2.0493676912784577, -1.1748517322540284, -0.9000125086307526]","[0.00014814213500358164, 0.9684655070304871, 0.9654220342636108, 0.9753374457359314, 0.9459314346313477, 0.9713423848152161, 0.9368457794189453, 0.9172894358634949]",0.028631189838051796,0.7588209509849548,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, false, false, false, false, false, false]",,,,-0.730189761146903,"[""additive_ltm"", ""wait_light"", ""decay_090""]","[0, 1, 1, 1, 1, 1, 1, 0]"
train,empty-16-16__a200__i2__phase4_phase4-full-repair5-expand5000,empty-16-16__a200__i2__phase4_phase4-full-repair5-expand5000__iter2,empty-16-16,200,2,2,use_nonadditive,defer_ltm,block_light,additive_ltm,unsafe,unsafe,defer_unsafe,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.166826923077,True,True,0.1,0.01,"[0.8502030413307512, 1.0494129383563995, 1.0276395308971404, 1.0352893233299256, 0.9753464698791504, 0.5297724902629852, 0.9411627244949341, 0.9448160362243653]","[2.3638418497284874e-05, 0.5808724761009216, 0.6046939492225647, 0.6272119283676147, 0.6981062889099121, 0.6024882197380066, 0.6070157289505005, 0.5999752283096313]",0.9404870271682739,0.05370919033885002,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, false, false, false, false, false, false]",,,,0.8867778368294239,"[""commit_heavy"", ""block_light"", ""block_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]"
train,empty-16-16__a200__i2__phase4_phase4-full-repair5-expand5000,empty-16-16__a200__i2__phase4_phase4-full-repair5-expand5000__iter3,empty-16-16,200,2,3,use_nonadditive,defer_ltm,wait_heavy,additive_ltm,unsafe,unsafe,defer_unsafe,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.120673076923,True,True,0.1,0.01,"[0.7559596804894682, 1.0336062288284302, 1.0333049702644348, 1.0210755228996278, 0.9952828204631805, 1.0392586779594422, 1.014154666662216, 1.018802479505539]","[5.112033250043169e-05, 0.5852670669555664, 0.5711773633956909, 0.6236177682876587, 0.6899331212043762, 0.5631347894668579, 0.619441568851471, 0.6158612370491028]",0.983574390411377,0.009731539525091648,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, false, false, false, false, false, false]",,,,0.9738428508862853,"[""wait_heavy"", ""commit_heavy"", ""block_heavy""]","[0, 1, 1, 1, 0, 0, 1, 1]"
train,empty-16-16__a50__i3__phase4_phase4-full-repair5-expand5000,empty-16-16__a50__i3__phase4_phase4-full-repair5-expand5000__iter0,empty-16-16,50,3,0,use_nonadditive,use_nonadditive,block_heavy,block_heavy,selected,,select_safe_nonadditive,True,True,True,0.0685714285714,0.0,0.0685714285714,0.0685714285714,0.0,0.0685714285714,False,0.0685714285714,True,True,0.0685714285714,0.01,"[-0.5848292137678073, -0.5589770066738129, 1.1041989880800247, -0.5456492972373962, 0.6574040913581848, 0.8476553118228912, -0.44658106066752223, -0.3948424389240972]","[6.867197953397408e-05, 0.6515055298805237, 0.35456737875938416, 0.541398286819458, 0.5580501556396484, 0.4295967221260071, 0.0002560506109148264, 0.00011886297579621896]",0.6903864145278931,0.19322247803211212,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, true, false, false, false, true, true]",block_heavy,1.1041989880800247,1.689028201847832,0.49716393649578094,"[""block_heavy"", ""wait_heavy"", ""wait_light""]","[0, 1, 0, 1, 1, 0, 0, 0]"
train,empty-16-16__a50__i3__phase4_phase4-full-repair5-expand5000,empty-16-16__a50__i3__phase4_phase4-full-repair5-expand5000__iter1,empty-16-16,50,3,1,use_nonadditive,use_nonadditive,decay_090,wait_heavy,selected,,select_safe_nonadditive,False,True,True,0.0285714285714,0.0,0.0285714285714,0.0285714285714,0.0,0.0285714285714,False,0.0742857142857,True,True,0.0742857142857,0.01,"[-0.6305143638578738, 1.1148974883556366, 1.1121610486507416, 0.8201496744155884, 1.1034146258234978, 1.1233288303017617, 1.1163712698221206, 1.122345061302185]","[4.3730575271183625e-05, 0.26342278718948364, 0.15901881456375122, 0.30535387992858887, 0.24852301180362701, 0.190960094332695, 0.1949312388896942, 0.20713353157043457]",0.8800686001777649,0.05986880511045456,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, true, true, true, true, true, true, true]",wait_heavy,1.1233288303017617,1.7538431941596355,0.8201997950673103,"[""wait_heavy"", ""decay_090"", ""decay_095""]","[0, 0, 0, 0, 0, 0, 0, 0]"
