candidate_id,source_round,map_family,agents,seed,nominal_budget_ms,horizon_id,static_flow_success,candidate_success,candidate_minus_static_ratio_delta,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
repair5g549_theta_549001765,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001769,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001771,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001773,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001774,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001775,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001779,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001781,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001782,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001783,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001784,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001785,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001786,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001787,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001788,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001789,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001792,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001794,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001795,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001796,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001799,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001800,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001803,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001804,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001808,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001809,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001813,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001814,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001819,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001821,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001824,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001825,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001826,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001833,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001834,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001836,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001839,g549_fulltheta,random,50,1403,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001047,g549_fulltheta,random,50,1416,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001054,g549_fulltheta,random,50,1416,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001257,g549_fulltheta,random,50,1418,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001342,g549_fulltheta,random,50,1419,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001519,g549_fulltheta,random,50,1421,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000387,g549_fulltheta,random,50,1430,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001812,g549_fulltheta,random,50,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001813,g549_fulltheta,random,50,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001903,g549_fulltheta,random,50,1425,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001024,g549_fulltheta,random,50,1436,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000024,g549_fulltheta,random,50,1447,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000036,g549_fulltheta,random,50,1447,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001113,g549_fulltheta,random,50,1437,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001396,g549_fulltheta,random,50,1440,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001444,g549_fulltheta,random,50,1440,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001451,g549_fulltheta,random,50,1440,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001553,g549_fulltheta,random,50,1441,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000284,g549_fulltheta,random,50,1449,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000365,g549_fulltheta,random,50,1450,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001738,g549_fulltheta,random,50,1443,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000449,g549_fulltheta,random,50,1451,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001969,g549_fulltheta,random,50,1446,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001118,g549_fulltheta,random,50,1457,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000152,g549_fulltheta,random,50,1468,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000166,g549_fulltheta,random,50,1468,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001398,g549_fulltheta,random,50,1460,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000024,g549_fulltheta,random,50,1467,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000025,g549_fulltheta,random,50,1467,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000393,g549_fulltheta,random,50,1471,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001671,g549_fulltheta,random,50,1463,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001858,g549_fulltheta,random,50,1465,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001868,g549_fulltheta,random,50,1465,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001969,g549_fulltheta,random,50,1486,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000806,g549_fulltheta,random,50,1495,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000901,g549_fulltheta,random,50,1496,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001164,g549_fulltheta,random,50,1499,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001252,g549_fulltheta,random,50,1500,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001316,g549_fulltheta,random,50,1500,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000121,g549_fulltheta,random,100,1400,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000123,g549_fulltheta,random,100,1400,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000124,g549_fulltheta,random,100,1400,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000130,g549_fulltheta,random,100,1400,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000133,g549_fulltheta,random,100,1400,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000136,g549_fulltheta,random,100,1400,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000144,g549_fulltheta,random,100,1400,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000145,g549_fulltheta,random,100,1400,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000149,g549_fulltheta,random,100,1400,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000153,g549_fulltheta,random,100,1400,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000154,g549_fulltheta,random,100,1400,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000164,g549_fulltheta,random,100,1400,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000166,g549_fulltheta,random,100,1400,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000169,g549_fulltheta,random,100,1400,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000171,g549_fulltheta,random,100,1400,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000173,g549_fulltheta,random,100,1400,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000178,g549_fulltheta,random,100,1400,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000179,g549_fulltheta,random,100,1400,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000190,g549_fulltheta,random,100,1400,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000194,g549_fulltheta,random,100,1400,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000195,g549_fulltheta,random,100,1400,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000196,g549_fulltheta,random,100,1400,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000197,g549_fulltheta,random,100,1400,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000198,g549_fulltheta,random,100,1400,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000199,g549_fulltheta,random,100,1400,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000202,g549_fulltheta,random,100,1400,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000205,g549_fulltheta,random,100,1400,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000210,g549_fulltheta,random,100,1400,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000211,g549_fulltheta,random,100,1400,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000214,g549_fulltheta,random,100,1400,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000215,g549_fulltheta,random,100,1400,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000216,g549_fulltheta,random,100,1400,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000217,g549_fulltheta,random,100,1400,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000218,g549_fulltheta,random,100,1400,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000219,g549_fulltheta,random,100,1400,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000300,g549_fulltheta,random,100,1404,2000,c0_short2000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000340,g549_fulltheta,random,100,1404,2000,c0_short2000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000380,g549_fulltheta,random,100,1404,2000,c0_short2000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000203,g549_fulltheta,random,100,1403,2000,c0_short2000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000248,g549_fulltheta,random,100,1403,2000,c0_short2000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000256,g549_fulltheta,random,100,1403,2000,c0_short2000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000260,g549_fulltheta,random,100,1403,2000,c0_short2000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000268,g549_fulltheta,random,100,1403,2000,c0_short2000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000272,g549_fulltheta,random,100,1403,2000,c0_short2000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000279,g549_fulltheta,random,100,1403,2000,c0_short2000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000403,g549_fulltheta,random,100,1405,2000,c0_short2000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000432,g549_fulltheta,random,100,1405,2000,c0_short2000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000621,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000622,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000624,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000625,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000629,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000631,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000633,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000639,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000646,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000648,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000654,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000655,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000656,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000657,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000658,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000659,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000660,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000661,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000662,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000663,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000664,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000665,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000666,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000668,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000669,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000670,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000671,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000672,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000674,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000676,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000677,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000678,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000679,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000681,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000682,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000684,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000685,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000688,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000689,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000691,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000692,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000693,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000694,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000695,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000697,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000698,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000700,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000702,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000703,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000704,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000706,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000707,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000708,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000709,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000713,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000715,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000716,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000719,g549_fulltheta,random,100,1405,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001221,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001222,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001223,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001224,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001225,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001231,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001232,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001233,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001238,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001239,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001242,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001243,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001244,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001246,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001247,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001249,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001251,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001252,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001254,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001255,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001257,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001260,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001261,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001262,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001263,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001264,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001266,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001268,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001269,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001271,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001272,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001273,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001274,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
