candidate_id,topology_id,rows,success_regression_count_vs_g556_c063174,quality_delta_mean_vs_g556_c063174,better_count_vs_g556_c063174,worse_count_vs_g556_c063174,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g557_gcst_00033,,7490,48,0.00295755176284,2077,2463,False,False,False,False,False
g557_gcst_00034,,7490,51,0.00511854001845,1594,3324,False,False,False,False,False
g557_gcst_00035,,7490,50,0.000975955385863,1894,2489,False,False,False,False,False
g557_gcst_00036,,7490,57,0.00724576793071,2476,2608,False,False,False,False,False
g557_gcst_00037,,7490,41,-0.000676513309579,1998,1908,False,False,False,False,False
g557_gcst_00038,,7490,57,0.0096797083431,1422,3599,False,False,False,False,False
g557_gcst_00039,,7490,163,0.139984984539,306,5577,False,False,False,False,False
g557_gcst_00040,,7490,50,0.00206577745198,1749,2893,False,False,False,False,False
g557_gcst_00041,,7490,44,-2.7685668017e-05,1641,1688,False,False,False,False,False
g557_gcst_00042,,7490,41,0.0193973627882,2154,3103,False,False,False,False,False
g557_gcst_00043,,7490,51,-0.00142161686343,2199,2361,False,False,False,False,False
g557_gcst_00044,,7490,64,0.00991211079398,2360,2728,False,False,False,False,False
g557_gcst_00045,,7490,51,0.0049385583113,1614,3114,False,False,False,False,False
g557_gcst_00046,,7490,79,0.0304619127317,1641,3571,False,False,False,False,False
g557_gcst_00047,,7490,39,0.000953296230623,1790,2496,False,False,False,False,False
g557_gcst_00048,,7490,43,0.000565371798177,2254,2297,False,False,False,False,False
g557_gcst_00049,,7490,132,0.0963428024187,381,5196,False,False,False,False,False
g557_gcst_00050,,7490,46,-0.00025763558431,2392,2143,False,False,False,False,False
g557_gcst_00051,,7490,44,-0.000292377943277,1732,1744,False,False,False,False,False
g557_gcst_00052,,7490,57,0.000113232767137,2477,1999,False,False,False,False,False
g557_gcst_00053,,7490,55,0.00914056698705,2448,2699,False,False,False,False,False
g557_gcst_00054,,7490,52,0.00522464688248,1685,3021,False,False,False,False,False
g557_gcst_00055,,7490,53,0.00926402315566,1359,3762,False,False,False,False,False
g557_gcst_00056,,7490,51,0.0107488471035,2115,2931,False,False,False,False,False
g557_gcst_00057,,7490,47,-0.000190258388447,1833,2628,False,False,False,False,False
g557_gcst_00058,,7490,55,0.000334272786825,2413,2008,False,False,False,False,False
g557_gcst_00059,,7490,95,0.0544941314896,612,5163,False,False,False,False,False
g557_gcst_00060,,7490,54,0.00733027119518,1448,3562,False,False,False,False,False
g557_gcst_00061,,7490,55,0.000835929508027,1799,1800,False,False,False,False,False
g557_gcst_00062,,7490,43,0.00039093121659,1949,2538,False,False,False,False,False
g557_gcst_00063,,7490,52,-0.000182862127494,2124,2133,False,False,False,False,False
g557_gcst_00064,,7490,45,0.00504733574694,2017,2780,False,False,False,False,False
g557_gcst_00065,,7490,46,0.00389532021381,1659,3122,False,False,False,False,False
g557_gcst_00066,,7490,40,0.00159969079608,1956,2537,False,False,False,False,False
g557_gcst_00067,,7490,41,-0.0031625008679,2125,2099,False,False,False,False,False
g557_gcst_00068,,7490,38,-0.00165733276539,2405,2054,False,False,False,False,False
g557_gcst_00069,,7490,286,0.0847388030506,410,5321,False,False,False,False,False
g557_gcst_00070,,7490,47,0.00135966184716,2417,2170,False,False,False,False,False
g557_gcst_00071,,7490,52,-0.000379165824042,1778,1734,False,False,False,False,False
g557_gcst_00072,,7490,42,0.00161047387637,1729,2938,False,False,False,False,False
g557_gcst_00073,,7490,50,-0.0029017234362,2237,2152,False,False,False,False,False
g557_gcst_00074,,7490,36,-0.000892595080897,2461,2003,False,False,False,False,False
g557_gcst_00075,,7490,45,-0.00152724814435,1914,2614,False,False,False,False,False
g557_gcst_00076,,7490,47,0.000538051530951,2050,2429,False,False,False,False,False
g557_gcst_00077,,7490,54,-0.000241785166057,2087,2049,False,False,False,False,False
g557_gcst_00078,,7490,64,0.00922465409063,1411,3568,False,False,False,False,False
g557_gcst_00079,,7490,46,0.0313157574383,1935,3469,False,False,False,False,False
g557_gcst_00080,,7490,43,0.00215804330892,2383,2389,False,False,False,False,False
g557_gcst_00081,,7490,55,0.000859385601368,1808,1849,False,False,False,False,False
g557_gcst_00082,,7490,42,0.00355202368532,1993,2510,False,False,False,False,False
g557_gcst_00083,,7490,45,0.00392410528392,2458,2277,False,False,False,False,False
g557_gcst_00084,,7490,46,0.00496099532433,1825,2755,False,False,False,False,False
g557_gcst_00085,,7490,49,0.000777849151512,2034,2330,False,False,False,False,False
g557_gcst_00086,,7490,52,0.00780558843799,1668,3042,False,False,False,False,False
g557_gcst_00087,,7490,42,-0.00455143566927,2090,2299,False,False,False,False,False
g557_gcst_00088,,7490,47,0.00346029450365,1820,2816,False,False,False,False,False
g557_gcst_00089,,7490,40,0.00976450838848,2218,3154,False,False,False,False,False
g557_gcst_00090,,7490,41,0.00363784283171,1855,2731,False,False,False,False,False
g557_gcst_00091,,7490,37,-0.000351835530664,1072,1052,False,False,False,False,False
g557_gcst_00092,,7490,60,0.00219144865577,2613,2600,False,False,False,False,False
g557_gcst_00093,,7490,55,0.00995258247273,1376,3651,False,False,False,False,False
g557_gcst_00094,,7490,48,0.00380745376658,1590,3304,False,False,False,False,False
g557_gcst_00095,,7490,48,0.00712157691041,1457,3528,False,False,False,False,False
g557_gcst_00096,,7490,44,0.00446015339025,1543,3267,False,False,False,False,False
g557_gcst_00097,,7490,47,-0.000248474675976,2507,1926,False,False,False,False,False
g557_gcst_00098,,7490,42,0.000428973056035,2001,2417,False,False,False,False,False
g557_gcst_00099,,7490,187,0.0637556436824,468,5136,False,False,False,False,False
g557_gcst_00100,,7490,42,0.00107101409131,1920,2510,False,False,False,False,False
g557_gcst_00101,,7490,47,-0.000960808174744,1785,1776,False,False,False,False,False
g557_gcst_00102,,7490,41,0.00122120342882,2600,2173,False,False,False,False,False
g557_gcst_00103,,7490,43,0.000930372654065,2328,2329,False,False,False,False,False
g557_gcst_00104,,7490,52,0.00341724479709,1779,2842,False,False,False,False,False
g557_gcst_00105,,7490,65,0.00842013223548,1795,3226,False,False,False,False,False
g557_gcst_00106,,7490,48,-0.000125172181566,2409,2069,False,False,False,False,False
g557_gcst_00107,,7490,50,-0.000407146794053,1991,2000,False,False,False,False,False
g557_gcst_00108,,7490,39,0.00336036659401,2474,2384,False,False,False,False,False
g557_gcst_00109,,7490,994,1.23867421473,65,5088,False,False,False,False,False
g557_gcst_00110,,7490,37,0.000524001675216,2460,2023,False,False,False,False,False
g557_gcst_00111,,7490,43,-0.0010681187817,1725,1758,False,False,False,False,False
g557_gcst_00112,,7490,48,0.00344642406383,1625,3217,False,False,False,False,False
g557_gcst_00113,,7490,55,0.00354894364567,1655,3172,False,False,False,False,False
g557_gcst_00114,,7490,54,-0.000592708892307,2420,2208,False,False,False,False,False
g557_gcst_00115,,7490,58,0.00210942177953,2648,2625,False,False,False,False,False
g557_gcst_00116,,7490,56,0.0067931800931,2417,2495,False,False,False,False,False
g557_gcst_00117,,7490,54,-0.000410386507145,1866,2214,False,False,False,False,False
g557_gcst_00118,,7490,48,0.000516371323457,1730,2794,False,False,False,False,False
g557_gcst_00119,,7490,180,0.0842000537299,1090,4447,False,False,False,False,False
g557_gcst_00120,,7490,57,0.00333678092725,1819,2696,False,False,False,False,False
g557_gcst_00121,,7490,50,-0.00162859107795,1124,1095,False,False,False,False,False
g557_gcst_00122,,7490,60,0.00184989685648,2575,2067,False,False,False,False,False
g557_gcst_00123,,7490,57,0.00417795615559,2561,2405,False,False,False,False,False
g557_gcst_00124,,7490,42,0.00092049591425,1984,2483,False,False,False,False,False
g557_gcst_00125,,7490,55,0.00356243685706,1660,3021,False,False,False,False,False
g557_gcst_00126,,7490,56,0.00883201147313,1324,3876,False,False,False,False,False
g557_gcst_00127,,7490,56,-0.00103292306615,2535,1909,False,False,False,False,False
g557_gcst_00128,,7490,53,0.000672969758822,2667,2090,False,False,False,False,False
g557_gcst_00129,,7490,47,0.044640316457,1411,4069,False,False,False,False,False
g557_gcst_00130,,7490,59,0.0119193612802,1273,3918,False,False,False,False,False
g557_gcst_00131,,7490,49,-0.00144338615746,1792,1746,False,False,False,False,False
g557_gcst_00132,,7490,51,-0.000447287856216,2544,2159,False,False,False,False,False
g557_gcst_00133,,7490,45,0.00118714731788,2400,2253,False,False,False,False,False
g557_gcst_00134,,7490,42,0.00321876970621,2129,2513,False,False,False,False,False
g557_gcst_00135,,7490,54,0.0010809905225,2477,2243,False,False,False,False,False
g557_gcst_00136,,7490,55,0.00163036528214,1852,2639,False,False,False,False,False
g557_gcst_00137,,7490,44,-0.00126437742874,1981,2093,False,False,False,False,False
g557_gcst_00138,,7490,65,0.0150759610564,2005,3201,False,False,False,False,False
g557_gcst_00139,,7490,272,0.136227496276,790,4713,False,False,False,False,False
g557_gcst_00140,,7490,42,0.00196767413613,2555,2233,False,False,False,False,False
g557_gcst_00141,,7490,52,-3.3823615651e-05,1524,1480,False,False,False,False,False
g557_gcst_00142,,7490,48,0.0133513058163,2411,2782,False,False,False,False,False
g557_gcst_00143,,7490,52,0.00180132378091,1937,2575,False,False,False,False,False
g557_gcst_00144,,7490,45,0.000983030489489,2242,2393,False,False,False,False,False
g557_gcst_00145,,7490,44,0.00515311153992,1711,3046,False,False,False,False,False
g557_gcst_00146,,7490,49,-0.000370292442962,1924,2298,False,False,False,False,False
g557_gcst_00147,,7490,44,-0.00194763799152,2176,1979,False,False,False,False,False
g557_gcst_00148,,7490,45,0.00460678632484,1541,3370,False,False,False,False,False
g557_gcst_00149,,7490,193,0.0953450635526,367,5404,False,False,False,False,False
g557_gcst_00150,,7490,48,0.00370596198777,1574,3202,False,False,False,False,False
g557_gcst_00151,,7490,49,0.000253868433647,1655,1692,False,False,False,False,False
g557_gcst_00152,,7490,53,0.0191369623741,2157,3096,False,False,False,False,False
g557_gcst_00153,,7490,52,-0.00251981432595,2358,2127,False,False,False,False,False
g557_gcst_00154,,7490,63,0.00840767932034,1302,3855,False,False,False,False,False
g557_gcst_00155,,7490,54,0.00349877602766,2600,2272,False,False,False,False,False
g557_gcst_00156,,7490,43,-0.00208833111697,1963,2397,False,False,False,False,False
g557_gcst_00157,,7490,57,0.000148607851668,2141,2032,False,False,False,False,False
g557_gcst_00158,,7490,55,0.0042720306327,2528,2406,False,False,False,False,False
g557_gcst_00159,,7490,81,0.0306368123441,1777,3520,False,False,False,False,False
g557_gcst_00160,,7490,53,0.0082087775732,1835,3063,False,False,False,False,False
g557_gcst_00161,,7490,59,0.00904459186275,2269,2858,False,False,False,False,False
g557_gcst_00162,,7490,40,0.000130369912736,1880,2591,False,False,False,False,False
g557_gcst_00163,,7490,56,0.00174866346895,2127,2384,False,False,False,False,False
g557_gcst_00164,,7490,56,0.000414376456324,2488,2114,False,False,False,False,False
g557_gcst_00165,,7490,52,0.00525126530662,1604,3226,False,False,False,False,False
g557_gcst_00166,,7490,50,-0.00171593933205,2359,2182,False,False,False,False,False
g557_gcst_00167,,7490,61,0.00233647693701,1560,3425,False,False,False,False,False
g557_gcst_00168,,7490,45,0.000112561380874,1809,2630,False,False,False,False,False
g557_gcst_00169,,7490,152,0.118639051562,322,5496,False,False,False,False,False
g557_gcst_00170,,7490,57,0.00870698766231,1512,3458,False,False,False,False,False
g557_gcst_00171,,7490,47,0.00223132536017,1808,1830,False,False,False,False,False
g557_gcst_00172,,7490,44,0.000647540940838,2443,2057,False,False,False,False,False
g557_gcst_00173,,7490,52,0.00275566481238,1718,2878,False,False,False,False,False
g557_gcst_00174,,7490,50,0.00318277862924,2083,2516,False,False,False,False,False
g557_gcst_00175,,7490,47,0.00113920431254,1734,2962,False,False,False,False,False
g557_gcst_00176,,7490,56,0.00431456845759,2442,2347,False,False,False,False,False
g557_gcst_00177,,7490,45,-0.0029272384012,2158,2019,False,False,False,False,False
g557_gcst_00178,,7490,50,-0.000729671831545,2304,2149,False,False,False,False,False
g557_gcst_00179,,7490,178,0.0969617060366,382,5238,False,False,False,False,False
g557_gcst_00180,,7490,41,-0.00010452721863,2513,1978,False,False,False,False,False
g557_gcst_00181,,7490,49,0.00087674835314,1720,1836,False,False,False,False,False
g557_gcst_00182,,7490,43,0.00199521883849,2545,2189,False,False,False,False,False
g557_gcst_00183,,7490,61,0.0022073216662,1891,2698,False,False,False,False,False
g557_gcst_00184,,7490,71,0.0139478422462,2261,2944,False,False,False,False,False
g557_gcst_00185,,7490,53,0.00791533503105,1458,3463,False,False,False,False,False
g557_gcst_00186,,7490,50,-0.00100164960798,2111,2360,False,False,False,False,False
g557_gcst_00187,,7490,49,0.000717349009212,1773,2695,False,False,False,False,False
g557_gcst_00188,,7490,44,0.0016568092789,2585,2112,False,False,False,False,False
g557_gcst_00189,,7490,201,0.0723097320018,432,5334,False,False,False,False,False
g557_gcst_00190,,7490,38,0.00631348054415,2561,2498,False,False,False,False,False
g557_gcst_00191,,7490,49,-9.15663551774e-05,1770,1844,False,False,False,False,False
g557_gcst_00192,,7490,48,0.00494962840354,1803,2970,False,False,False,False,False
g557_gcst_00193,,7490,56,0.00263623448391,1845,2656,False,False,False,False,False
g557_gcst_00194,,7490,46,0.00739281254007,1428,3600,False,False,False,False,False
g557_gcst_00195,,7490,37,0.00316250635297,1697,3050,False,False,False,False,False
g557_gcst_00196,,7490,45,0.00264319069202,2474,2242,False,False,False,False,False
g557_gcst_00197,,7490,39,-0.0013637181332,1974,2130,False,False,False,False,False
g557_gcst_00198,,7490,52,0.0220337936223,2102,3190,False,False,False,False,False
g557_gcst_00199,,7490,191,0.0271815519304,1153,3714,False,False,False,False,False
g557_gcst_00200,,7490,52,-0.00110592304924,1900,2188,False,False,False,False,False
g557_gcst_00201,,7490,48,-0.00133841326579,1804,1771,False,False,False,False,False
g557_gcst_00202,,7490,50,0.00322526144513,1605,3123,False,False,False,False,False
g557_gcst_00203,,7490,54,0.00662592104229,2536,2475,False,False,False,False,False
g557_gcst_00204,,7490,45,0.00390140700478,2535,2443,False,False,False,False,False
g557_gcst_00205,,7490,52,-0.00145997946603,2085,2105,False,False,False,False,False
g557_gcst_00206,,7490,52,0.00551925953132,1671,3120,False,False,False,False,False
g557_gcst_00207,,7490,49,0.00319864819462,2567,2763,False,False,False,False,False
g557_gcst_00208,,7490,46,-0.000673700566227,2035,2303,False,False,False,False,False
g557_gcst_00209,,7490,148,0.0860552114476,437,5074,False,False,False,False,False
g557_gcst_00210,,7490,43,-0.000551278592812,1974,2172,False,False,False,False,False
g557_gcst_00211,,7490,55,-0.000912771263433,1300,1304,False,False,False,False,False
g557_gcst_00212,,7490,45,-0.000287441073867,2517,2134,False,False,False,False,False
g557_gcst_00213,,7490,43,0.00534871911432,2573,2468,False,False,False,False,False
g557_gcst_00214,,7490,37,0.00133574385066,1794,2690,False,False,False,False,False
g557_gcst_00215,,7490,39,0.000541276862314,2196,2090,False,False,False,False,False
g557_gcst_00216,,7490,44,0.0025547460631,1747,2856,False,False,False,False,False
g557_gcst_00217,,7490,51,0.00279431641963,1604,3252,False,False,False,False,False
g557_gcst_00218,,7490,48,0.00140441550752,1805,2703,False,False,False,False,False
g557_gcst_00219,,7490,108,0.0613390837511,610,5068,False,False,False,False,False
g557_gcst_00220,,7490,42,-0.00104756635073,2238,2317,False,False,False,False,False
g557_gcst_00221,,7490,41,-0.00148047553125,1132,1100,False,False,False,False,False
g557_gcst_00222,,7490,46,0.00278209112073,1833,2723,False,False,False,False,False
g557_gcst_00223,,7490,56,0.00763824991543,1475,3444,False,False,False,False,False
g557_gcst_00224,,7490,41,0.00484006550849,1688,2929,False,False,False,False,False
g557_gcst_00225,,7490,47,-0.000437034730232,2545,1973,False,False,False,False,False
g557_gcst_00226,,7490,57,0.0182671583797,1752,3303,False,False,False,False,False
g557_gcst_00227,,7490,54,0.000710361192968,2067,2100,False,False,False,False,False
g557_gcst_00228,,7490,42,0.000552385316332,2650,2031,False,False,False,False,False
g557_gcst_00229,,7490,257,0.0798232616262,417,5182,False,False,False,False,False
g557_gcst_00230,,7490,76,0.0212120435455,1923,3294,False,False,False,False,False
g557_gcst_00231,,7490,49,-0.00181725698009,1465,1430,False,False,False,False,False
g557_gcst_00232,,7490,40,0.00521799165162,1813,2738,False,False,False,False,False
g557_gcst_00233,,7490,45,0.00160263631512,1986,2363,False,False,False,False,False
g557_gcst_00234,,7490,51,0.00876285779696,1818,3007,False,False,False,False,False
g557_gcst_00235,,7490,56,0.0068668046958,2582,2514,False,False,False,False,False
g557_gcst_00236,,7490,53,0.00536748421917,2241,2588,False,False,False,False,False
g557_gcst_00237,,7490,44,-0.00217331219554,1831,2642,False,False,False,False,False
g557_gcst_00238,,7490,58,0.000590116534877,1832,2619,False,False,False,False,False
g557_gcst_00239,,7490,1096,2.11498256171,87,4970,False,False,False,False,False
g557_gcst_00240,,7490,71,0.0134339876891,1691,3348,False,False,False,False,False
g557_gcst_00241,,7490,46,0.000385879152593,1581,1670,False,False,False,False,False
g557_gcst_00242,,7490,54,0.0125075151125,1209,3948,False,False,False,False,False
g557_gcst_00243,,7490,39,0.00150819586451,1683,2977,False,False,False,False,False
g557_gcst_00244,,7490,41,0.012509631282,2364,2832,False,False,False,False,False
g557_gcst_00245,,7490,52,0.00033460769292,2418,2118,False,False,False,False,False
g557_gcst_00246,,7490,45,-0.000457237706822,2217,2211,False,False,False,False,False
g557_gcst_00247,,7490,42,0.000388357492771,2247,1912,False,False,False,False,False
g557_gcst_00248,,7490,51,0.00372907202525,2344,2543,False,False,False,False,False
g557_gcst_00249,,7490,315,0.183545813422,255,5451,False,False,False,False,False
g557_gcst_00250,,7490,51,0.00264236648804,1676,2960,False,False,False,False,False
g557_gcst_00251,,7490,50,-0.000778976208811,1463,1423,False,False,False,False,False
g557_gcst_00252,,7490,51,0.00151165750795,1804,2599,False,False,False,False,False
g557_gcst_00253,,7490,92,0.0354953767826,1530,3824,False,False,False,False,False
g557_gcst_00254,,7490,49,-0.0023060212119,2118,2221,False,False,False,False,False
g557_gcst_00255,,7490,43,0.00255214293506,2637,2216,False,False,False,False,False
g557_gcst_00256,,7490,60,0.00861414782975,1923,2957,False,False,False,False,False
g557_gcst_00257,,7490,55,0.00247222409212,1604,3224,False,False,False,False,False
g557_gcst_00258,,7490,49,0.0292806856938,1858,3461,False,False,False,False,False
g557_gcst_00259,,7490,55,0.0204702481837,1501,3539,False,False,False,False,False
g557_gcst_00260,,7490,44,0.00152157969472,1742,2919,False,False,False,False,False
g557_gcst_00261,,7490,42,-0.00103300390186,1030,931,False,False,False,False,False
g557_gcst_00262,,7490,48,0.000753929176185,2121,2464,False,False,False,False,False
g557_gcst_00263,,7490,54,0.00797863677606,1410,3642,False,False,False,False,False
g557_gcst_00264,,7490,56,0.00904235254129,1315,3875,False,False,False,False,False
g557_gcst_00265,,7490,48,0.000954666055,2084,2391,False,False,False,False,False
g557_gcst_00266,,7490,47,0.00358125544629,2616,2353,False,False,False,False,False
g557_gcst_00267,,7490,50,0.00271807482145,1604,3208,False,False,False,False,False
g557_gcst_00268,,7490,37,0.00116895468657,2054,2197,False,False,False,False,False
g557_gcst_00269,,7490,77,0.0336169642089,1930,3248,False,False,False,False,False
g557_gcst_00270,,7490,42,0.00954970921469,2330,2641,False,False,False,False,False
g557_gcst_00271,,7490,47,-0.000672817483027,1643,1660,False,False,False,False,False
g557_gcst_00272,,7490,48,0.00650105015922,2145,2736,False,False,False,False,False
g557_gcst_00273,,7490,47,5.7686925934e-05,2201,2026,False,False,False,False,False
g557_gcst_00274,,7490,46,0.00566518433209,1539,3283,False,False,False,False,False
g557_gcst_00275,,7490,51,0.00345571009183,1773,2797,False,False,False,False,False
g557_gcst_00276,,7490,48,0.00490714886422,2218,3074,False,False,False,False,False
g557_gcst_00277,,7490,47,-0.000966381364112,2527,1885,False,False,False,False,False
g557_gcst_00278,,7490,63,0.0111602354842,1505,3312,False,False,False,False,False
g557_gcst_00279,,7490,76,0.0275926570345,1890,3445,False,False,False,False,False
g557_gcst_00280,,7490,45,0.00562092211047,2152,2665,False,False,False,False,False
g557_gcst_00281,,7490,48,-0.000676557374951,1786,1772,False,False,False,False,False
g557_gcst_00282,,7490,58,0.00108427043874,1692,3060,False,False,False,False,False
g557_gcst_00283,,7490,46,0.0044180488732,1667,3048,False,False,False,False,False
g557_gcst_00284,,7490,51,0.00435931142949,1645,3055,False,False,False,False,False
g557_gcst_00285,,7490,49,0.0101978729612,1297,3788,False,False,False,False,False
g557_gcst_00286,,7490,59,0.000221931346514,2641,2089,False,False,False,False,False
g557_gcst_00287,,7490,48,-0.00355344460048,1957,2435,False,False,False,False,False
g557_gcst_00288,,7490,49,-0.00188357692014,2294,2199,False,False,False,False,False
g557_gcst_00289,,7490,119,0.0964530688168,375,5352,False,False,False,False,False
g557_gcst_00290,,7490,50,0.00995888272606,1831,3165,False,False,False,False,False
g557_gcst_00291,,7490,42,0.00240521771798,1786,1763,False,False,False,False,False
g557_gcst_00292,,7490,43,0.00676905561561,2090,2833,False,False,False,False,False
g557_gcst_00293,,7490,48,0.00047468241854,2515,2065,False,False,False,False,False
g557_gcst_00294,,7490,44,0.0136991283953,2364,2839,False,False,False,False,False
g557_gcst_00295,,7490,46,-0.0011898028785,2295,1991,False,False,False,False,False
g557_gcst_00296,,7490,43,9.91353424788e-07,2378,2089,False,False,False,False,False
g557_gcst_00297,,7490,51,-0.000750546722751,2629,2024,False,False,False,False,False
g557_gcst_00298,,7490,64,0.0114035075432,1323,3704,False,False,False,False,False
g557_gcst_00299,,7490,108,0.0903907047612,487,4993,False,False,False,False,False
g557_gcst_00300,,7490,45,0.00210560833107,1879,2566,False,False,False,False,False
g557_gcst_00301,,7490,45,-0.000688429498535,1673,1701,False,False,False,False,False
g557_gcst_00302,,7490,55,0.00123092435537,2560,2147,False,False,False,False,False
g557_gcst_00303,,7490,36,0.00309459373244,2391,2330,False,False,False,False,False
g557_gcst_00304,,7490,55,0.00730420859643,1484,3423,False,False,False,False,False
g557_gcst_00305,,7490,51,0.00256587612067,1858,2645,False,False,False,False,False
g557_gcst_00306,,7490,43,0.000935160014712,2258,2311,False,False,False,False,False
g557_gcst_00307,,7490,51,0.00157440182956,1724,2892,False,False,False,False,False
g557_gcst_00308,,7490,53,0.00826340876909,2386,2657,False,False,False,False,False
g557_gcst_00309,,7490,90,0.0701397881011,420,5422,False,False,False,False,False
g557_gcst_00310,,7490,50,0.00356826085865,1787,2735,False,False,False,False,False
g557_gcst_00311,,7490,50,-8.18782320831e-05,1751,1773,False,False,False,False,False
g557_gcst_00312,,7490,54,0.00510047883137,1663,3132,False,False,False,False,False
g557_gcst_00313,,7490,42,0.00100862999207,1748,2972,False,False,False,False,False
g557_gcst_00314,,7490,50,0.00502609441524,2067,2800,False,False,False,False,False
g557_gcst_00315,,7490,55,0.000171855439642,2507,2073,False,False,False,False,False
g557_gcst_00316,,7490,55,0.000794672127457,2451,2156,False,False,False,False,False
g557_gcst_00317,,7490,55,3.66087097333e-05,1734,2779,False,False,False,False,False
g557_gcst_00318,,7490,41,0.00431100538725,1728,3019,False,False,False,False,False
g557_gcst_00319,,7490,283,0.178344521996,704,4763,False,False,False,False,False
g557_gcst_00320,,7490,47,0.00361103420811,2631,2323,False,False,False,False,False
g557_gcst_00321,,7490,29,-0.000222406614631,356,361,False,False,False,False,False
g557_gcst_00322,,7490,61,0.00375523878521,2573,2643,False,False,False,False,False
g557_gcst_00323,,7490,55,0.00452813443979,1474,3601,False,False,False,False,False
g557_gcst_00324,,7490,55,0.00785022547845,1578,3279,False,False,False,False,False
g557_gcst_00325,,7490,38,0.00244547686027,1838,2612,False,False,False,False,False
g557_gcst_00326,,7490,44,0.000900915154165,1912,2321,False,False,False,False,False
g557_gcst_00327,,7490,59,0.000740251508112,2040,2060,False,False,False,False,False
g557_gcst_00328,,7490,56,0.00204150956278,2067,2304,False,False,False,False,False
g557_gcst_00329,,7490,25,0.0476362326976,1495,4060,False,False,False,False,False
g557_gcst_00330,,7490,50,0.0012563733849,1940,2671,False,False,False,False,False
g557_gcst_00331,,7490,44,-0.00115308070851,1617,1498,False,False,False,False,False
g557_gcst_00332,,7490,57,0.00145966127723,1992,2387,False,False,False,False,False
g557_gcst_00333,,7490,58,0.00701003933889,1476,3505,False,False,False,False,False
g557_gcst_00334,,7490,42,0.0125432619159,2429,2792,False,False,False,False,False
g557_gcst_00335,,7490,42,-4.75126948792e-05,2520,2086,False,False,False,False,False
g557_gcst_00336,,7490,56,-0.00136209176321,2323,2170,False,False,False,False,False
g557_gcst_00337,,7490,40,0.00054132293728,1952,2323,False,False,False,False,False
g557_gcst_00338,,7490,44,0.00308041587203,1918,2690,False,False,False,False,False
g557_gcst_00339,,7490,63,0.0314335079366,1904,3430,False,False,False,False,False
g557_gcst_00340,,7490,60,0.0114784969905,2359,2781,False,False,False,False,False
g557_gcst_00341,,7490,46,-0.000814271672203,1723,1712,False,False,False,False,False
