region_id,candidate_id,region_status,safe_region,useful_safe_region,seed_block_support,map_budget_agent_stratum_support,minimum_pairs_required,minimum_seed_blocks_required,minimum_strata_required,vs_static_flow_pairs,vs_static_flow_success_regression_count,vs_static_flow_success_gain_count,vs_static_flow_both_fail_count,vs_static_flow_quality_only_pairs,vs_static_flow_quality_only_mean_delta,vs_static_flow_quality_only_median_delta,vs_static_flow_quality_ci_low,vs_static_flow_quality_ci_high,vs_static_flow_mean_corrected_delta,vs_static_flow_better_count,vs_static_flow_equal_count,vs_static_flow_worse_count,vs_static_flow_safe_high_margin_count,vs_static_flow_safe_low_margin_count,vs_family_static_pairs,vs_family_static_success_regression_count,vs_family_static_success_gain_count,vs_family_static_both_fail_count,vs_family_static_quality_only_pairs,vs_family_static_quality_only_mean_delta,vs_family_static_quality_only_median_delta,vs_family_static_quality_ci_low,vs_family_static_quality_ci_high,vs_family_static_mean_corrected_delta,vs_family_static_better_count,vs_family_static_equal_count,vs_family_static_worse_count,vs_family_static_safe_high_margin_count,vs_family_static_safe_low_margin_count,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
repair5g539_s1_041|global,repair5g539_s1_041,unsafe_success_regression,False,False,1,18,100,2,3,170,2,2,58,108,0.000772683106852,0,0.000772683106852,0.000772683106852,0.000490881032588,12,83,13,14,3,170,2,1,58,109,-0.00120050810248,0,-0.00120050810248,-0.00120050810248,0.000700850687235,13,88,8,14,8,False,False,False,False,False
repair5g539_s1_043|global,repair5g539_s1_043,unsafe_success_regression,False,False,1,18,100,2,3,170,2,3,57,108,0.00302753430463,0,0.00302753430463,0.00302753430463,0.000452786499412,8,83,17,11,0,170,2,2,57,109,0.00103365638706,0,0.00103365638706,0.00103365638706,0.000662756154059,12,83,14,14,0,False,False,False,False,False
repair5g539_s1_066|global,repair5g539_s1_066,unsafe_success_regression,False,False,1,18,100,2,3,170,2,3,57,108,0.00193534158074,0,0.00193534158074,0.00193534158074,-0.000241077113412,9,85,14,12,2,170,2,2,57,109,-4.85162200917e-05,0,-4.85162200917e-05,-4.85162200917e-05,-3.11074587647e-05,11,85,13,13,4,False,False,False,False,False
repair5g539_s1_075|global,repair5g539_s1_075,unsafe_success_regression,False,False,1,18,100,2,3,170,2,3,57,108,0.00249662130556,0,0.00249662130556,0.00249662130556,0.000115500594118,16,76,16,19,5,170,2,2,57,109,0.00050761414945,0,0.00050761414945,0.00050761414945,0.000325470248765,16,80,13,18,4,False,False,False,False,False
repair5g539_s2_080|global,repair5g539_s2_080,unsafe_success_regression,False,False,1,18,100,2,3,170,2,3,57,108,0.00159574745083,0,0.00159574745083,0.00159574745083,-0.000456819266529,10,86,12,13,0,170,2,2,57,109,-0.000384994807523,0,-0.000384994807523,-0.000384994807523,-0.000246849611882,10,91,8,12,3,False,False,False,False,False
repair5g539_s2_095|global,repair5g539_s2_095,unsafe_success_regression,False,False,1,18,100,2,3,170,2,2,58,108,-0.002461644005,0,-0.002461644005,-0.002461644005,-0.00156386795612,22,80,6,24,5,170,2,1,58,109,-0.00440516248853,0,-0.00440516248853,-0.00440516248853,-0.00135389830147,21,81,7,22,2,False,False,False,False,False
repair5g539_s2_105|global,repair5g539_s2_105,unsafe_success_regression,False,False,1,18,100,2,3,170,1,2,58,109,-0.00241953282697,0,-0.00241953282697,-0.00241953282697,-0.00302193575376,18,83,8,20,2,170,2,2,57,109,-0.00438563520046,0,-0.00438563520046,-0.00438563520046,-0.00281196609912,21,80,8,23,2,False,False,False,False,False
repair5g539_s1_018|global,repair5g539_s1_018,unsafe_success_regression,False,False,1,18,100,2,3,170,1,3,57,109,0.00194708705202,0,0.00194708705202,0.00194708705202,-0.00169275006665,13,80,16,16,2,170,1,2,57,110,-1.88424549091e-05,0,-1.88424549091e-05,-1.88424549091e-05,-0.001482780412,14,83,13,16,2,False,False,False,False,False
repair5g539_s1_021|global,repair5g539_s1_021,unsafe_success_regression,False,False,1,18,100,2,3,170,1,3,57,109,0.00163267222917,0,0.00163267222917,0.00163267222917,-0.00189434545306,8,86,15,11,0,170,1,2,57,110,-0.000330398961182,0,-0.000330398961182,-0.000330398961182,-0.00168437579841,10,90,10,12,2,False,False,False,False,False
repair5g539_s1_031|global,repair5g539_s1_031,unsafe_success_regression,False,False,1,18,100,2,3,170,1,4,56,109,0.00232157877743,0,0.00232157877743,0.00232157877743,-0.00292322301918,6,89,14,10,4,170,1,3,56,110,0.000352244800273,0,0.000352244800273,0.000352244800273,-0.00271325336453,10,87,13,13,0,False,False,False,False,False
repair5g539_s1_051|global,repair5g539_s1_051,unsafe_success_regression,False,False,1,18,100,2,3,170,1,3,57,109,0.000215279544587,0,0.000215279544587,0.000215279544587,-0.002803144292,11,85,13,14,2,170,1,2,57,110,-0.00173490625773,0,-0.00173490625773,-0.00173490625773,-0.00259317463735,11,89,10,13,3,False,False,False,False,False
repair5g539_s1_056|global,repair5g539_s1_056,unsafe_success_regression,False,False,1,18,100,2,3,170,1,4,56,109,0.00180380287798,0,0.00180380287798,0.00180380287798,-0.00325520874294,9,84,16,13,0,170,1,3,56,110,-0.000160824045545,0,-0.000160824045545,-0.000160824045545,-0.00304523908829,8,92,10,11,2,False,False,False,False,False
repair5g539_s2_096|global,repair5g539_s2_096,unsafe_success_regression,False,False,1,18,100,2,3,170,1,3,57,109,-0.00342297359009,0,-0.00342297359009,-0.00342297359009,-0.005135906596,23,80,6,26,5,170,1,2,57,110,-0.00534008436391,0,-0.00534008436391,-0.00534008436391,-0.00492593694135,20,85,5,22,6,False,False,False,False,False
repair5g539_s2_102|global,repair5g539_s2_102,unsafe_success_regression,False,False,1,18,100,2,3,170,1,2,58,109,-0.00348541807991,0,-0.00348541807991,-0.00348541807991,-0.00370535629829,21,82,6,23,3,170,1,1,58,110,-0.00540196117655,0,-0.00540196117655,-0.00540196117655,-0.00349538664365,24,80,6,25,2,False,False,False,False,False
repair5g539_s2_104|global,repair5g539_s2_104,unsafe_success_regression,False,False,1,18,100,2,3,170,1,3,57,109,-0.00168296956725,0,-0.00168296956725,-0.00168296956725,-0.00402025695782,18,81,10,21,6,170,1,2,57,110,-0.00361589855945,0,-0.00361589855945,-0.00361589855945,-0.00381028730318,20,83,7,22,5,False,False,False,False,False
