region_id,deployable_region_key,candidate_id,map_family,map,agents,budget_ms,iteration_bucket,support_pairs,seed_block_support,context_support,minimum_diagnostic_pairs,minimum_strong_pairs,minimum_final_pairs,minimum_final_seed_blocks,vs_static_flow_pairs,vs_static_flow_success_regression_count,vs_static_flow_success_gain_count,vs_static_flow_both_fail_count,vs_static_flow_quality_only_pairs,vs_static_flow_quality_only_mean_delta,vs_static_flow_quality_only_median_delta,vs_static_flow_quality_ci_low,vs_static_flow_quality_ci_high,vs_static_flow_mean_corrected_delta,vs_static_flow_better_count,vs_static_flow_equal_count,vs_static_flow_worse_count,vs_static_flow_safe_high_margin_count,vs_static_flow_safe_low_margin_count,vs_family_static_pairs,vs_family_static_success_regression_count,vs_family_static_success_gain_count,vs_family_static_both_fail_count,vs_family_static_quality_only_pairs,vs_family_static_quality_only_mean_delta,vs_family_static_quality_only_median_delta,vs_family_static_quality_ci_low,vs_family_static_quality_ci_high,vs_family_static_mean_corrected_delta,vs_family_static_better_count,vs_family_static_equal_count,vs_family_static_worse_count,vs_family_static_safe_high_margin_count,vs_family_static_safe_low_margin_count,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,region_status,safe_region,useful_safe_region,zero_regression_vs_static_and_family
repair5g541_refine_004|random|100|2000|final,random|100|2000|final,repair5g541_refine_004,random,random-32-32-20,100,2000,final,120,7,120,20,60,80,3,120,0,0,0,120,-0.00803685739343,-0.005499720825,-0.00803685739343,-0.00803685739343,-0.00803685739343,63,35,22,63,12,120,0,0,0,120,-0.0098206810836,-0.00532364598,-0.0098206810836,-0.0098206810836,-0.0098206810836,62,39,19,62,11,False,False,False,False,False,final_refined_safe_useful,True,True,True
repair5g541_refine_013|random|100|2000|final,random|100|2000|final,repair5g541_refine_013,random,random-32-32-20,100,2000,final,120,7,120,20,60,80,3,120,0,0,0,120,-0.00803685739343,-0.005499720825,-0.00803685739343,-0.00803685739343,-0.00803685739343,63,35,22,63,12,120,0,0,0,120,-0.0098206810836,-0.00532364598,-0.0098206810836,-0.0098206810836,-0.0098206810836,62,39,19,62,11,False,False,False,False,False,final_refined_safe_useful,True,True,True
repair5g541_refine_022|random|100|2000|final,random|100|2000|final,repair5g541_refine_022,random,random-32-32-20,100,2000,final,120,7,120,20,60,80,3,120,0,0,0,120,-0.00803685739343,-0.005499720825,-0.00803685739343,-0.00803685739343,-0.00803685739343,63,35,22,63,12,120,0,0,0,120,-0.0098206810836,-0.00532364598,-0.0098206810836,-0.0098206810836,-0.0098206810836,62,39,19,62,11,False,False,False,False,False,final_refined_safe_useful,True,True,True
repair5g541_refine_009|random|100|2000|final,random|100|2000|final,repair5g541_refine_009,random,random-32-32-20,100,2000,final,120,7,120,20,60,80,3,120,0,0,0,120,-0.0077283604306,-0.001133176025,-0.0077283604306,-0.0077283604306,-0.0077283604306,54,45,21,54,10,120,0,0,0,120,-0.00951218412077,-0.0057506490365,-0.00951218412077,-0.00951218412077,-0.00951218412077,62,41,17,62,8,False,False,False,False,False,final_refined_safe_useful,True,True,True
repair5g541_refine_018|random|100|2000|final,random|100|2000|final,repair5g541_refine_018,random,random-32-32-20,100,2000,final,120,7,120,20,60,80,3,120,0,0,0,120,-0.00770551895043,-0.001133176025,-0.00770551895043,-0.00770551895043,-0.00770551895043,54,45,21,54,10,120,0,0,0,120,-0.0094893426406,-0.0057506490365,-0.0094893426406,-0.0094893426406,-0.0094893426406,62,41,17,62,8,False,False,False,False,False,final_refined_safe_useful,True,True,True
repair5g541_refine_006|random|100|2000|final,random|100|2000|final,repair5g541_refine_006,random,random-32-32-20,100,2000,final,120,7,120,20,60,80,3,120,0,0,0,120,-0.00738913139143,-0.003872755925,-0.00738913139143,-0.00738913139143,-0.00738913139143,57,38,25,57,8,120,0,0,0,120,-0.0091729550816,-0.00663958986,-0.0091729550816,-0.0091729550816,-0.0091729550816,64,43,13,64,15,False,False,False,False,False,final_refined_safe_useful,True,True,True
repair5g541_refine_015|random|100|2000|final,random|100|2000|final,repair5g541_refine_015,random,random-32-32-20,100,2000,final,120,7,120,20,60,80,3,120,0,0,0,120,-0.00738913139143,-0.003872755925,-0.00738913139143,-0.00738913139143,-0.00738913139143,57,38,25,57,8,120,0,0,0,120,-0.0091729550816,-0.00663958986,-0.0091729550816,-0.0091729550816,-0.0091729550816,64,43,13,64,15,False,False,False,False,False,final_refined_safe_useful,True,True,True
repair5g541_refine_001|random|100|2000|final,random|100|2000|final,repair5g541_refine_001,random,random-32-32-20,100,2000,final,120,7,120,20,60,80,3,120,0,0,0,120,-0.00721970568484,0,-0.00721970568484,-0.00721970568484,-0.00721970568484,56,40,24,56,3,120,0,0,0,120,-0.00900352937501,-0.004947716737,-0.00900352937501,-0.00900352937501,-0.00900352937501,59,42,19,59,9,False,False,False,False,False,final_refined_safe_useful,True,True,True
repair5g541_refine_010|random|100|2000|final,random|100|2000|final,repair5g541_refine_010,random,random-32-32-20,100,2000,final,120,7,120,20,60,80,3,120,0,0,0,120,-0.00721970568484,0,-0.00721970568484,-0.00721970568484,-0.00721970568484,56,40,24,56,3,120,0,0,0,120,-0.00900352937501,-0.004947716737,-0.00900352937501,-0.00900352937501,-0.00900352937501,59,42,19,59,9,False,False,False,False,False,final_refined_safe_useful,True,True,True
repair5g541_refine_019|random|100|2000|final,random|100|2000|final,repair5g541_refine_019,random,random-32-32-20,100,2000,final,120,7,120,20,60,80,3,120,0,0,0,120,-0.00721970568484,0,-0.00721970568484,-0.00721970568484,-0.00721970568484,56,40,24,56,3,120,0,0,0,120,-0.00900352937501,-0.004947716737,-0.00900352937501,-0.00900352937501,-0.00900352937501,59,42,19,59,9,False,False,False,False,False,final_refined_safe_useful,True,True,True
repair5g541_refine_007|random|100|2000|final,random|100|2000|final,repair5g541_refine_007,random,random-32-32-20,100,2000,final,120,7,120,20,60,80,3,120,0,0,0,120,-0.00487936419568,0,-0.00487936419568,-0.00487936419568,-0.00487936419568,51,43,26,51,4,120,0,0,0,120,-0.00666318788585,0,-0.00666318788585,-0.00666318788585,-0.00666318788585,51,43,26,51,4,False,False,False,False,False,final_refined_safe_useful,True,True,True
repair5g541_refine_016|random|100|2000|final,random|100|2000|final,repair5g541_refine_016,random,random-32-32-20,100,2000,final,120,7,120,20,60,80,3,120,0,0,0,120,-0.00487936419568,0,-0.00487936419568,-0.00487936419568,-0.00487936419568,51,43,26,51,4,120,0,0,0,120,-0.00666318788585,0,-0.00666318788585,-0.00666318788585,-0.00666318788585,51,43,26,51,4,False,False,False,False,False,final_refined_safe_useful,True,True,True
repair5g541_refine_008|random|100|2000|final,random|100|2000|final,repair5g541_refine_008,random,random-32-32-20,100,2000,final,120,7,120,20,60,80,3,120,0,0,0,120,-0.0045082511084,0,-0.0045082511084,-0.0045082511084,-0.0045082511084,44,47,29,44,10,120,0,0,0,120,-0.00629207479857,-0.00045310376,-0.00629207479857,-0.00629207479857,-0.00629207479857,50,46,24,50,10,False,False,False,False,False,final_refined_safe_useful,True,True,True
repair5g541_refine_017|random|100|2000|final,random|100|2000|final,repair5g541_refine_017,random,random-32-32-20,100,2000,final,120,7,120,20,60,80,3,120,0,0,0,120,-0.0045082511084,0,-0.0045082511084,-0.0045082511084,-0.0045082511084,44,47,29,44,10,120,0,0,0,120,-0.00629207479857,-0.00045310376,-0.00629207479857,-0.00629207479857,-0.00629207479857,50,46,24,50,10,False,False,False,False,False,final_refined_safe_useful,True,True,True
