candidate_id,vs_static_flow_pairs,vs_static_flow_success_regression_count,vs_static_flow_success_gain_count,vs_static_flow_both_fail_count,vs_static_flow_quality_only_pairs,vs_static_flow_quality_only_mean_delta,vs_static_flow_quality_only_median_delta,vs_static_flow_quality_ci_low,vs_static_flow_quality_ci_high,vs_static_flow_mean_corrected_delta,vs_static_flow_better_count,vs_static_flow_equal_count,vs_static_flow_worse_count,vs_static_flow_safe_high_margin_count,vs_static_flow_safe_low_margin_count,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,search_stage,stage_code,source_candidate_id,alpha_cong_committed,alpha_cong_blocked,alpha_flow_progress,alpha_wait_or_nonprogress,rho_cong,rho_flow,flow_shield_beta,max_flow_shield,c_only,goal_projection_mode,method,vs_family_static_pairs,vs_family_static_success_regression_count,vs_family_static_success_gain_count,vs_family_static_both_fail_count,vs_family_static_quality_only_pairs,vs_family_static_quality_only_mean_delta,vs_family_static_quality_only_median_delta,vs_family_static_quality_ci_low,vs_family_static_quality_ci_high,vs_family_static_mean_corrected_delta,vs_family_static_better_count,vs_family_static_equal_count,vs_family_static_worse_count,vs_family_static_safe_high_margin_count,vs_family_static_safe_low_margin_count
repair5g539_s1_007,24,0,1,6,17,0.00963108981129,0,0.00963108981129,0.00963108981129,-0.003594644717,0,14,3,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.25,1.25,1.0,0.25,0.98,0.9,0.25,0.4,False,flow_shield,repair5g518_grid_c1p25_b1p25_f1p00_w0p25_dc0p98_df0p9_beta0p25_max0p4_c0,24,0,0,6,18,0.004063668821,0,0.004063668821,0.004063668821,0.00304775161575,0,16,2,0,0
repair5g539_s1_057,24,0,1,6,17,0.00963957707712,0,0.00963957707712,0.00963957707712,-0.00358863290371,0,14,3,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.0,1.25,0.5,0.25,0.95,0.98,0.15,0.4,False,flow_shield,repair5g518_grid_c1p00_b1p25_f0p5_w0p25_dc0p95_df0p98_beta0p15_max0p4_c0,24,0,0,6,18,0.00407168457206,0,0.00407168457206,0.00407168457206,0.00305376342904,0,16,2,0,0
repair5g539_s3_116,24,0,1,6,17,0.00965655160882,0,0.00965655160882,0.00965655160882,-0.00357660927708,0,14,3,1,0,False,False,False,False,False,Stage 3 safety-boundary stress,s3,,1.1,1.1,0.75,0.35,1.0,0.95,0.2,0.5,False,flow_shield,repair5g518_grid_c1p1_b1p1_f0p75_w0p35_dc1p00_df0p95_beta0p2_max0p5_c0,24,0,0,6,18,0.00408771607422,0,0.00408771607422,0.00408771607422,0.00306578705567,0,16,2,0,0
repair5g539_s3_119,24,0,1,6,17,0.00965655160882,0,0.00965655160882,0.00965655160882,-0.00357660927708,0,14,3,1,0,False,False,False,False,False,Stage 3 safety-boundary stress,s3,,1.1,1.1,0.75,0.35,0.98,0.95,0.2,0.5,False,flow_shield,repair5g518_grid_c1p1_b1p1_f0p75_w0p35_dc0p98_df0p95_beta0p2_max0p5_c0,24,0,0,6,18,0.00408771607422,0,0.00408771607422,0.00408771607422,0.00306578705567,0,16,2,0,0
repair5g539_s2_111,24,0,1,6,17,0.00977514743424,0,0.00977514743424,0.00977514743424,-0.00349260390075,0,14,3,1,0,False,False,False,False,False,Stage 2 local safe-winner refinement,s2,,1.0,1.0,0.5,0.25,0.95,0.9,0.15,0.4,False,flow_shield,repair5g518_grid_c1p00_b1p00_f0p5_w0p25_dc0p95_df0p9_beta0p15_max0p4_c0,24,0,0,6,18,0.00419972324267,0,0.00419972324267,0.00419972324267,0.003149792432,0,16,2,0,0
repair5g539_s3_113,24,0,1,6,17,0.00977514743424,0,0.00977514743424,0.00977514743424,-0.00349260390075,0,14,3,1,0,False,False,False,False,False,Stage 3 safety-boundary stress,s3,,1.0,1.0,0.5,0.25,0.98,0.9,0.15,0.4,False,flow_shield,repair5g518_grid_c1p00_b1p00_f0p5_w0p25_dc0p98_df0p9_beta0p15_max0p4_c0,24,0,0,6,18,0.00419972324267,0,0.00419972324267,0.00419972324267,0.003149792432,0,16,2,0,0
repair5g539_s3_115,24,0,1,6,17,0.00977514743424,0,0.00977514743424,0.00977514743424,-0.00349260390075,0,14,3,1,0,False,False,False,False,False,Stage 3 safety-boundary stress,s3,,1.0,1.0,0.0,0.5,0.98,1.0,0.0,0.0,True,none,repair5g518_grid_c1p00_b1p00_f0p00_w0p5_dc0p98_df1p00_beta0p00_max0p00_c1,24,0,0,6,18,0.00419972324267,0,0.00419972324267,0.00419972324267,0.003149792432,0,16,2,0,0
repair5g539_s3_118,24,0,1,6,17,0.00977514743424,0,0.00977514743424,0.00977514743424,-0.00349260390075,0,14,3,1,0,False,False,False,False,False,Stage 3 safety-boundary stress,s3,,1.1,1.1,0.0,0.65,1.0,0.9,0.0,0.0,True,none,repair5g518_grid_c1p1_b1p1_f0p00_w0p65_dc1p00_df0p9_beta0p00_max0p00_c1,24,0,0,6,18,0.00419972324267,0,0.00419972324267,0.00419972324267,0.003149792432,0,16,2,0,0
repair5g539_s3_122,24,0,1,6,17,0.00977514743424,0,0.00977514743424,0.00977514743424,-0.00349260390075,0,14,3,1,0,False,False,False,False,False,Stage 3 safety-boundary stress,s3,,1.25,1.25,0.0,0.75,0.95,0.95,0.0,0.0,True,none,repair5g518_grid_c1p25_b1p25_f0p00_w0p75_dc0p95_df0p95_beta0p00_max0p00_c1,24,0,0,6,18,0.00419972324267,0,0.00419972324267,0.00419972324267,0.003149792432,0,16,2,0,0
repair5g539_s3_126,24,0,1,6,17,0.00977514743424,0,0.00977514743424,0.00977514743424,-0.00349260390075,0,14,3,1,0,False,False,False,False,False,Stage 3 safety-boundary stress,s3,,1.4,1.4,0.0,0.25,0.98,0.98,0.0,0.0,True,none,repair5g518_grid_c1p4_b1p4_f0p00_w0p25_dc0p98_df0p98_beta0p00_max0p00_c1,24,0,0,6,18,0.00419972324267,0,0.00419972324267,0.00419972324267,0.003149792432,0,16,2,0,0
repair5g539_s3_127,24,0,1,6,17,0.00977514743424,0,0.00977514743424,0.00977514743424,-0.00349260390075,0,14,3,1,0,False,False,False,False,False,Stage 3 safety-boundary stress,s3,,1.0,1.0,0.5,0.25,0.95,0.9,0.15,0.5,False,flow_shield,repair5g518_grid_c1p00_b1p00_f0p5_w0p25_dc0p95_df0p9_beta0p15_max0p5_c0,24,0,0,6,18,0.00419972324267,0,0.00419972324267,0.00419972324267,0.003149792432,0,16,2,0,0
repair5g539_s1_045,24,0,0,7,17,0.00704326352241,0,0.00704326352241,0.00704326352241,0.00498897832838,2,12,3,2,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.0,1.25,0.5,0.65,0.95,0.98,0.3,1.25,False,flow_shield,repair5g518_grid_c1p00_b1p25_f0p5_w0p65_dc0p95_df0p98_beta0p3_max1p25_c0,24,1,0,6,17,0.00171488187453,0,0.00171488187453,0.00171488187453,0.0116313746611,3,12,2,3,0
repair5g539_s1_044,24,0,0,7,17,0.00806388228324,0,0.00806388228324,0.00806388228324,0.00571191661729,0,14,3,0,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.1,1.25,0.75,0.5,1.0,0.95,0.45,0.5,False,flow_shield,repair5g518_grid_c1p1_b1p25_f0p75_w0p5_dc1p00_df0p95_beta0p45_max0p5_c0,24,1,0,6,17,0.00273550063535,0,0.00273550063535,0.00273550063535,0.01235431295,1,14,2,1,0
repair5g539_s2_093,24,1,1,6,16,0.00175497902119,0,0.00175497902119,0.00175497902119,0.00116998601413,0,14,2,1,2,False,False,False,False,False,Stage 2 local safe-winner refinement,s2,,1.0,1.4,1.25,0.25,0.95,1.0,0.45,0.75,False,flow_shield,repair5g518_grid_c1p00_b1p4_f1p25_w0p25_dc0p95_df1p00_beta0p45_max0p75_c0,24,1,0,6,17,-0.00367663668676,0,-0.00367663668676,-0.00367663668676,0.00781238234687,2,14,1,2,1
repair5g539_s1_006,24,1,1,6,16,0.00250879148456,0,0.00250879148456,0.00250879148456,0.00167252765637,1,12,3,2,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.4,1.25,1.25,0.75,0.95,1.0,0.35,0.75,False,flow_shield,repair5g518_grid_c1p4_b1p25_f1p25_w0p75_dc0p95_df1p00_beta0p35_max0p75_c0,24,1,0,6,17,-0.002967166133,0,-0.002967166133,-0.002967166133,0.00831492398913,3,14,0,3,0
repair5g539_s1_076,24,1,1,6,16,0.00329831774875,0,0.00329831774875,0.00329831774875,0.00219887849917,0,14,2,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.1,1.25,0.75,0.75,0.98,0.95,0.35,0.75,False,flow_shield,repair5g518_grid_c1p1_b1p25_f0p75_w0p75_dc0p98_df0p95_beta0p35_max0p75_c0,24,1,0,6,17,-0.00222408259024,0,-0.00222408259024,-0.00222408259024,0.00884127483192,2,14,1,2,0
repair5g539_s2_094,24,1,1,6,16,0.00508093176131,0,0.00508093176131,0.00508093176131,0.00338728784087,0,13,3,1,0,False,False,False,False,False,Stage 2 local safe-winner refinement,s2,,1.4,1.1,1.0,0.75,0.95,0.98,0.35,0.75,False,flow_shield,repair5g518_grid_c1p4_b1p1_f1p00_w0p75_dc0p95_df0p98_beta0p35_max0p75_c0,24,1,0,6,17,-0.000546328225471,0,-0.000546328225471,-0.000546328225471,0.0100296841736,2,14,1,2,0
repair5g539_s1_063,24,1,1,6,16,0.00725689388006,0,0.00725689388006,0.00725689388006,0.00483792925338,0,14,2,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.25,1.25,1.0,0.35,0.95,0.9,0.25,1.0,False,flow_shield,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df0p9_beta0p25_max1p00_c0,24,1,0,6,17,0.00150163612159,0,0.00150163612159,0.00150163612159,0.0114803255861,1,14,2,1,0
repair5g539_s1_030,24,1,1,6,16,0.00786925400137,0,0.00786925400137,0.00786925400137,0.00524616933425,0,13,3,1,1,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.4,1.25,1.25,0.65,0.95,1.0,0.45,1.25,False,flow_shield,repair5g518_grid_c1p4_b1p25_f1p25_w0p65_dc0p95_df1p00_beta0p45_max1p25_c0,24,1,0,6,17,0.00207797505929,0,0.00207797505929,0.00207797505929,0.011888565667,1,14,2,1,1
repair5g539_s2_092,24,1,1,6,16,0.00822556158931,0,0.00822556158931,0.00822556158931,0.00548370772621,0,13,3,1,0,False,False,False,False,False,Stage 2 local safe-winner refinement,s2,,1.25,1.6,0.75,0.65,0.98,0.95,0.3,0.5,False,flow_shield,repair5g518_grid_c1p25_b1p6_f0p75_w0p65_dc0p98_df0p95_beta0p3_max0p5_c0,24,1,0,6,17,0.00241332337735,0,0.00241332337735,0.00241332337735,0.012126104059,1,14,2,1,0
repair5g539_s1_077,24,1,1,6,16,0.00913182530469,0,0.00913182530469,0.00913182530469,0.00608788353646,0,13,3,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.0,1.25,0.5,0.25,1.0,0.98,0.25,0.4,False,flow_shield,repair5g518_grid_c1p00_b1p25_f0p5_w0p25_dc1p00_df0p98_beta0p25_max0p4_c0,24,1,0,6,17,0.00326627746241,0,0.00326627746241,0.00326627746241,0.0127302798692,1,14,2,1,0
repair5g539_s1_017,24,1,1,6,16,0.00915591256031,0,0.00915591256031,0.00915591256031,0.00610394170688,0,13,3,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.0,1.25,0.5,0.25,1.0,0.98,0.3,0.4,False,flow_shield,repair5g518_grid_c1p00_b1p25_f0p5_w0p25_dc1p00_df0p98_beta0p3_max0p4_c0,24,1,0,6,17,0.00328894782065,0,0.00328894782065,0.00328894782065,0.0127463380396,1,14,2,1,0
repair5g539_s2_090,24,1,1,6,16,0.00954604038544,0,0.00954604038544,0.00954604038544,0.00636402692363,0,13,3,1,0,False,False,False,False,False,Stage 2 local safe-winner refinement,s2,,1.1,1.25,0.75,0.5,0.98,0.98,0.25,0.5,False,flow_shield,repair5g518_grid_c1p1_b1p25_f0p75_w0p5_dc0p98_df0p98_beta0p25_max0p5_c0,24,1,0,6,17,0.00365612695018,0,0.00365612695018,0.00365612695018,0.0130064232564,1,14,2,1,0
repair5g539_s2_091,24,1,1,6,16,0.00963004576175,0,0.00963004576175,0.00963004576175,0.00642003050783,0,13,3,1,0,False,False,False,False,False,Stage 2 local safe-winner refinement,s2,,1.4,1.4,1.0,0.65,0.95,0.95,0.25,1.0,False,flow_shield,repair5g518_grid_c1p4_b1p4_f1p00_w0p65_dc0p95_df0p95_beta0p25_max1p00_c0,24,1,0,6,17,0.00373519083376,0,0.00373519083376,0.00373519083376,0.0130624268406,1,14,2,1,0
repair5g539_s1_078,24,2,1,6,15,0.00857573910633,0,0.00857573910633,0.00857573910633,0.0157765036081,0,12,3,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.4,1.25,1.25,0.35,0.95,1.0,0.15,1.0,False,flow_shield,repair5g518_grid_c1p4_b1p25_f1p25_w0p35_dc0p95_df1p00_beta0p15_max1p00_c0,24,2,0,6,16,0.00237834991131,0,0.00237834991131,0.00237834991131,0.0224188999409,1,13,2,1,0
