g551_targeted_row_id,execution_mode,real_solver_execution,context_key,context_id,role,candidate_id,materialized_method,sampling_policy,map,map_family,agents,seed,budget_ms,iteration,solution_found,probe_feasible,sum_of_loss_ratio,probe_sum_of_loss,probe_lower_bound,probe_runtime_ms,expanded_nodes,low_level_pibt_calls,trace_event_count,candidate_recognized,updateparams_hash,updateparams_fingerprint,traffic_before_hash_full,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,counts_as_new_g549_solver_row,probe_materialized,no_probe_reason,panel,route,horizon_id,nominal_budget_ms,short_budget_ms,base_time_limit_sec,ltm_max_iterations,fresh_seed_block,theta_cluster,registry_label,candidate_group,fulltheta_registry_row_id,counts_as_g549_calibration_topup,counts_as_g549_fulltheta_replay,context_horizon_key,fulltheta_fingerprint_match,fulltheta_fingerprint_mismatched_fields,counts_as_new_g550_solver_row,g550_stage,counts_as_new_g551_solver_row,g551_stage,counts_as_new_g546_solver_row,delta_vs_additive_in_same_context,delta_vs_static_in_same_context,is_best_candidate_in_context,oracle_gap_vs_static,feature_map_family_maze,feature_map_family_random,feature_map_family_warehouse,feature_agents,feature_budget_ms,feature_iteration_final,feature_trace_event_count,feature_trace_events_per_agent,feature_pibt_failure_audit_count,feature_expanded_nodes,feature_high_level_expansions,feature_low_level_pibt_calls,feature_expansions_per_agent,feature_budget_per_agent,feature_obstacle_ratio_proxy,feature_corridor_proxy,feature_junction_proxy
g551_targeted_00000014,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3014|5000|0|14650fb0739d0383,random-32-32-20|a50|s3014|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3014_hgenerated_theta_targeted_short5000_t100_i4_b2000,generated_theta::repair5g551_theta_551000419,repair5g551_theta_551000419,repair5g551_theta_551000419,checkpoint_risk_classifier_utility_ranker_abstention,random-32-32-20,random,50,3014,2000,0,True,True,1.12169312169,1272,1134,479.2042,45,2200,2760,True,df809005bfa1aa28,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1.0349999999999999|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=0.95399999999999996|lambda_flow=1.014|min_edge_cost=0.90400000000000003|max_edge_cost=10.920999999999999|goal_projection_mode=flow_shield|flow_shield_beta=0.253|max_flow_shield=0.83199999999999996,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1.035,0.95,1,0.954,1.014,0.253,0.832,0.904,10.921,1,0,0,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t100_i4,2000,5000,1,4,3000_3019,checkpoint_risk_classifier_utility_ranker_abstention,g551_iteration_checkpoint_policy,checkpoint_risk_classifier_utility_ranker_abstention,g551_policy_generated_000014,,,random-32-32-20|50|3014|2000|generated_theta_targeted_short5000_t100_i4,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.047619047619,0.0238095238095,False,-0.00352733686067,0,1,0,50,5000,0,2760,55.2,0,45,0,2200,0.9,100,0.2,0.2,0.45
g551_targeted_00000015,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3014|5000|0|14650fb0739d0383,random-32-32-20|a50|s3014|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3014_hgenerated_theta_targeted_short5000_t100_i4_b2000,generated_theta::repair5g551_theta_551000053,repair5g551_theta_551000053,repair5g551_theta_551000053,checkpoint_risk_classifier_utility_ranker_abstention,random-32-32-20,random,50,3014,2000,0,True,True,1.11111111111,1260,1134,408.3349,45,2200,2760,True,50e82208b9c5a76b,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=1|min_edge_cost=0.90962680165200005|max_edge_cost=10.779011652299999|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.909626801652,10.7790116523,1,0,0,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t100_i4,2000,5000,1,4,3000_3019,checkpoint_risk_classifier_utility_ranker_abstention,g551_iteration_checkpoint_policy,checkpoint_risk_classifier_utility_ranker_abstention,g551_policy_generated_000015,,,random-32-32-20|50|3014|2000|generated_theta_targeted_short5000_t100_i4,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.0582010582011,0.0132275132275,False,-0.00352733686067,0,1,0,50,5000,0,2760,55.2,0,45,0,2200,0.9,100,0.2,0.2,0.45
g551_targeted_00000016,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3014|5000|0|14650fb0739d0383,random-32-32-20|a50|s3014|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3014_hgenerated_theta_targeted_short5000_t100_i4_b2000,generated_theta::repair5g551_theta_551000081,repair5g551_theta_551000081,repair5g551_theta_551000081,checkpoint_risk_classifier_utility_ranker_abstention,random-32-32-20,random,50,3014,2000,0,True,True,1.11287477954,1262,1134,409.0082,45,2200,2760,True,64af104793b40cbb,alpha_commit=1.19215608336|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.19215608336|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=0.99634991592099997|lambda_flow=1|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.19215608336,1.25,0.75,0.75,1,1,0.95,1,0.996349915921,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t100_i4,2000,5000,1,4,3000_3019,checkpoint_risk_classifier_utility_ranker_abstention,g551_iteration_checkpoint_policy,checkpoint_risk_classifier_utility_ranker_abstention,g551_policy_generated_000016,,,random-32-32-20|50|3014|2000|generated_theta_targeted_short5000_t100_i4,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.0564373897707,0.0149911816578,False,-0.00352733686067,0,1,0,50,5000,0,2760,55.2,0,45,0,2200,0.9,100,0.2,0.2,0.45
g551_targeted_00000017,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3014|5000|0|14650fb0739d0383,random-32-32-20|a50|s3014|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3014_hgenerated_theta_targeted_short5000_t100_i4_b2000,generated_theta::repair5g551_theta_551000082,repair5g551_theta_551000082,repair5g551_theta_551000082,checkpoint_risk_classifier_utility_ranker_abstention,random-32-32-20,random,50,3014,2000,0,True,True,1.11111111111,1260,1134,473.7568,45,2200,2760,True,1fc45e0bc1f21e1c,alpha_commit=1.16323412504|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.16323412504|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=0.99452487388099997|lambda_flow=1|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.16323412504,1.25,0.75,0.75,1,1,0.95,1,0.994524873881,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t100_i4,2000,5000,1,4,3000_3019,checkpoint_risk_classifier_utility_ranker_abstention,g551_iteration_checkpoint_policy,checkpoint_risk_classifier_utility_ranker_abstention,g551_policy_generated_000017,,,random-32-32-20|50|3014|2000|generated_theta_targeted_short5000_t100_i4,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.0582010582011,0.0132275132275,False,-0.00352733686067,0,1,0,50,5000,0,2760,55.2,0,45,0,2200,0.9,100,0.2,0.2,0.45
g551_targeted_00000000,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3013|5000|0|14650fb0739d0383,random-32-32-20|a50|s3013|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3013_hgenerated_theta_targeted_short5000_t100_i4_b2000,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,baseline,random-32-32-20,random,50,3013,2000,0,True,True,1.37874396135,1427,1035,367.7754,56,2750,2412,True,35049bacad216c02,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,14650fb0739d0383,0,1,1,1,1,0,0,1,1,1,0,0,0.25,0.25,11,0,0,1,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t100_i4,2000,5000,1,4,3000_3019,additive_ltm,additive_ltm,additive_ltm,,,,random-32-32-20|50|3013|2000|generated_theta_targeted_short5000_t100_i4,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,0,0.245410628019,False,-0.00676328502415,0,1,0,50,5000,0,2412,48.24,0,56,0,2750,1.12,100,0.2,0.2,0.45
g551_targeted_00000001,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3013|5000|0|14650fb0739d0383,random-32-32-20|a50|s3013|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3013_hgenerated_theta_targeted_short5000_t100_i4_b2000,static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,baseline,random-32-32-20,random,50,3013,2000,0,True,True,1.13333333333,1173,1035,427.315,53,3138,2412,True,29737bed70c56f0d,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t100_i4,2000,5000,1,4,3000_3019,static_flow_shield,static_flow_shield,static_flow_shield,,,,random-32-32-20|50|3013|2000|generated_theta_targeted_short5000_t100_i4,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.245410628019,0,False,-0.00676328502415,0,1,0,50,5000,0,2412,48.24,0,53,0,3138,1.06,100,0.2,0.2,0.45
g551_targeted_00000002,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3013|5000|0|14650fb0739d0383,random-32-32-20|a50|s3013|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3013_hgenerated_theta_targeted_short5000_t100_i4_b2000,frozen_family_static_goal_aware,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,baseline,random-32-32-20,random,50,3013,2000,0,True,True,1.19710144928,1239,1035,398.0583,50,2448,2412,True,fbcf27bf34de68c,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.59999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.6,0.75,1,11,1,0,0,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t100_i4,2000,5000,1,4,3000_3019,frozen_family_static_goal_aware,frozen_family_static_goal_aware,frozen_family_static_goal_aware,,,,random-32-32-20|50|3013|2000|generated_theta_targeted_short5000_t100_i4,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.181642512077,0.063768115942,False,-0.00676328502415,0,1,0,50,5000,0,2412,48.24,0,50,0,2448,1,100,0.2,0.2,0.45
g551_targeted_00000003,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3013|5000|0|14650fb0739d0383,random-32-32-20|a50|s3013|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3013_hgenerated_theta_targeted_short5000_t100_i4_b2000,generated_theta::repair5g551_theta_551000081,repair5g551_theta_551000081,repair5g551_theta_551000081,checkpoint_risk_classifier_utility_ranker_abstention,random-32-32-20,random,50,3013,2000,0,True,True,1.16328502415,1204,1035,424.1153,52,2746,2412,True,64af104793b40cbb,alpha_commit=1.19215608336|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.19215608336|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=0.99634991592099997|lambda_flow=1|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.19215608336,1.25,0.75,0.75,1,1,0.95,1,0.996349915921,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t100_i4,2000,5000,1,4,3000_3019,checkpoint_risk_classifier_utility_ranker_abstention,g551_iteration_checkpoint_policy,checkpoint_risk_classifier_utility_ranker_abstention,g551_policy_generated_000016,,,random-32-32-20|50|3013|2000|generated_theta_targeted_short5000_t100_i4,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.215458937198,0.0299516908213,False,-0.00676328502415,0,1,0,50,5000,0,2412,48.24,0,52,0,2746,1.04,100,0.2,0.2,0.45
g551_targeted_00000004,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3013|5000|0|14650fb0739d0383,random-32-32-20|a50|s3013|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3013_hgenerated_theta_targeted_short5000_t100_i4_b2000,generated_theta::repair5g551_theta_551000082,repair5g551_theta_551000082,repair5g551_theta_551000082,checkpoint_risk_classifier_utility_ranker_abstention,random-32-32-20,random,50,3013,2000,0,True,True,1.16328502415,1204,1035,482.8655,52,2746,2412,True,1fc45e0bc1f21e1c,alpha_commit=1.16323412504|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.16323412504|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=0.99452487388099997|lambda_flow=1|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.16323412504,1.25,0.75,0.75,1,1,0.95,1,0.994524873881,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t100_i4,2000,5000,1,4,3000_3019,checkpoint_risk_classifier_utility_ranker_abstention,g551_iteration_checkpoint_policy,checkpoint_risk_classifier_utility_ranker_abstention,g551_policy_generated_000017,,,random-32-32-20|50|3013|2000|generated_theta_targeted_short5000_t100_i4,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.215458937198,0.0299516908213,False,-0.00676328502415,0,1,0,50,5000,0,2412,48.24,0,52,0,2746,1.04,100,0.2,0.2,0.45
g551_targeted_00000005,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3013|5000|0|14650fb0739d0383,random-32-32-20|a50|s3013|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3013_hgenerated_theta_targeted_short5000_t100_i4_b2000,generated_theta::repair5g551_theta_551000273,repair5g551_theta_551000273,repair5g551_theta_551000273,checkpoint_risk_classifier_utility_ranker_abstention,random-32-32-20,random,50,3013,2000,0,True,True,1.15942028986,1200,1035,458.039,52,2795,2412,True,3104a54e17ea7212,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1.097|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=0.97099999999999997|lambda_flow=1.0640000000000001|min_edge_cost=0.90827737944499998|max_edge_cost=10.168583804800001|goal_projection_mode=flow_shield|flow_shield_beta=0.27400000000000002|max_flow_shield=0.69899999999999995,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1.097,0.95,1,0.971,1.064,0.274,0.699,0.908277379445,10.1685838048,1,0,0,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t100_i4,2000,5000,1,4,3000_3019,checkpoint_risk_classifier_utility_ranker_abstention,g551_iteration_checkpoint_policy,checkpoint_risk_classifier_utility_ranker_abstention,g551_policy_generated_000018,,,random-32-32-20|50|3013|2000|generated_theta_targeted_short5000_t100_i4,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.219323671498,0.0260869565217,False,-0.00676328502415,0,1,0,50,5000,0,2412,48.24,0,52,0,2795,1.04,100,0.2,0.2,0.45
g551_targeted_00000006,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3013|5000|0|14650fb0739d0383,random-32-32-20|a50|s3013|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3013_hgenerated_theta_targeted_short5000_t100_i4_b2000,generated_theta::repair5g551_theta_551000505,repair5g551_theta_551000505,repair5g551_theta_551000505,checkpoint_risk_classifier_utility_ranker_abstention,random-32-32-20,random,50,3013,2000,0,True,True,1.15072463768,1191,1035,515.8818,57,3432,2412,True,b87e4e8a9511665c,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0.79500000000000004|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1.093|lambda_flow=0.78900000000000003|min_edge_cost=0.93999999999999995|max_edge_cost=11.090999999999999|goal_projection_mode=flow_shield|flow_shield_beta=0.23699999999999999|max_flow_shield=0.83599999999999997,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,0.795,0.95,1,1.093,0.789,0.237,0.836,0.94,11.091,1,0,0,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t100_i4,2000,5000,1,4,3000_3019,checkpoint_risk_classifier_utility_ranker_abstention,g551_iteration_checkpoint_policy,checkpoint_risk_classifier_utility_ranker_abstention,g551_policy_generated_000019,,,random-32-32-20|50|3013|2000|generated_theta_targeted_short5000_t100_i4,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.228019323671,0.0173913043478,False,-0.00676328502415,0,1,0,50,5000,0,2412,48.24,0,57,0,3432,1.14,100,0.2,0.2,0.45
g551_targeted_00000007,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3013|5000|0|14650fb0739d0383,random-32-32-20|a50|s3013|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3013_hgenerated_theta_targeted_short5000_t100_i4_b2000,generated_theta::repair5g551_theta_551000079,repair5g551_theta_551000079,repair5g551_theta_551000079,checkpoint_risk_classifier_utility_ranker_abstention,random-32-32-20,random,50,3013,2000,0,True,True,1.16328502415,1204,1035,540.1182,52,2746,2412,True,9d855c3eedfe3cf4,alpha_commit=1.13431216672|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.13431216672|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=0.99269983184199995|lambda_flow=1|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.13431216672,1.25,0.75,0.75,1,1,0.95,1,0.992699831842,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t100_i4,2000,5000,1,4,3000_3019,checkpoint_risk_classifier_utility_ranker_abstention,g551_iteration_checkpoint_policy,checkpoint_risk_classifier_utility_ranker_abstention,g551_policy_generated_000020,,,random-32-32-20|50|3013|2000|generated_theta_targeted_short5000_t100_i4,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.215458937198,0.0299516908213,False,-0.00676328502415,0,1,0,50,5000,0,2412,48.24,0,52,0,2746,1.04,100,0.2,0.2,0.45
g551_targeted_00000008,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3013|5000|0|14650fb0739d0383,random-32-32-20|a50|s3013|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3013_hgenerated_theta_targeted_short5000_t100_i4_b2000,generated_theta::repair5g551_theta_551000095,repair5g551_theta_551000095,repair5g551_theta_551000095,checkpoint_risk_classifier_utility_ranker_abstention,random-32-32-20,random,50,3013,2000,0,True,True,1.1845410628,1226,1035,494.7344,53,2943,2412,True,b8548883d001ae1b,alpha_commit=0.97550846337999997|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=0.97550846337999997|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0.93000000000000005|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=0.90335684697600005|lambda_flow=0.81999999999999995|min_edge_cost=1|max_edge_cost=9.3499999999999996|goal_projection_mode=flow_shield|flow_shield_beta=0.30099999999999999|max_flow_shield=0.65249999999999997,14650fb0739d0383,1.25,0.97550846338,1.25,0.75,0.75,1,0.93,0.95,1,0.903356846976,0.82,0.301,0.6525,1,9.35,1,0,0,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t100_i4,2000,5000,1,4,3000_3019,checkpoint_risk_classifier_utility_ranker_abstention,g551_iteration_checkpoint_policy,checkpoint_risk_classifier_utility_ranker_abstention,g551_policy_generated_000021,,,random-32-32-20|50|3013|2000|generated_theta_targeted_short5000_t100_i4,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.194202898551,0.0512077294686,False,-0.00676328502415,0,1,0,50,5000,0,2412,48.24,0,53,0,2943,1.06,100,0.2,0.2,0.45
g551_targeted_00000009,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3013|5000|0|14650fb0739d0383,random-32-32-20|a50|s3013|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3013_hgenerated_theta_targeted_short5000_t100_i4_b2000,generated_theta::repair5g551_theta_551000394,repair5g551_theta_551000394,repair5g551_theta_551000394,checkpoint_risk_classifier_utility_ranker_abstention,random-32-32-20,random,50,3013,2000,0,True,True,1.19033816425,1232,1035,475.691,50,2448,2412,True,f3fd08581e295152,alpha_commit=1.3062499999999999|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.3062499999999999|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0.85411547215899997|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1.0860000000000001|lambda_flow=0.84302239697199999|min_edge_cost=0.93300000000000005|max_edge_cost=10.834|goal_projection_mode=flow_shield|flow_shield_beta=0.28062500000000001|max_flow_shield=0.72762499999999997,14650fb0739d0383,1.25,1.30625,1.25,0.75,0.75,1,0.854115472159,0.95,1,1.086,0.843022396972,0.280625,0.727625,0.933,10.834,1,0,0,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t100_i4,2000,5000,1,4,3000_3019,checkpoint_risk_classifier_utility_ranker_abstention,g551_iteration_checkpoint_policy,checkpoint_risk_classifier_utility_ranker_abstention,g551_policy_generated_000022,,,random-32-32-20|50|3013|2000|generated_theta_targeted_short5000_t100_i4,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.188405797101,0.0570048309179,False,-0.00676328502415,0,1,0,50,5000,0,2412,48.24,0,50,0,2448,1,100,0.2,0.2,0.45
