model,sample_id,top3_safe_oracle_capture_rate,region_top2_capture_rate,safe_policy_sim_utility,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g524_best_agent_density_reproduced,23,0.06944444444444445,0.3194444444444444,0.03818124541727273,False,False,False,False,False
g524_best_agent_density_reproduced,24,0.1111111111111111,0.375,0.031869758230487814,False,False,False,False,False
g524_best_agent_density_reproduced,25,0.08333333333333333,0.3611111111111111,0.046597418694313726,False,False,False,False,False
g524_best_agent_density_reproduced,26,0.06944444444444445,0.3888888888888889,0.030392079194888892,False,False,False,False,False
g524_best_agent_density_reproduced,27,0.08333333333333333,0.375,0.05280863242196079,False,False,False,False,False
g524_best_agent_density_reproduced,28,0.1111111111111111,0.3888888888888889,0.0466598249974,False,False,False,False,False
g524_best_agent_density_reproduced,29,0.05555555555555555,0.375,0.03904150427654546,False,False,False,False,False
g524_best_agent_density_reproduced,30,0.08333333333333333,0.4444444444444444,0.045325598363658536,False,False,False,False,False
g524_best_agent_density_reproduced,31,0.027777777777777776,0.3888888888888889,0.04367307273044444,False,False,False,False,False
g524_best_agent_density_reproduced,32,0.027777777777777776,0.3194444444444444,0.04282365565395349,False,False,False,False,False
g524_best_agent_density_reproduced,33,0.041666666666666664,0.3472222222222222,0.04858920291137256,False,False,False,False,False
g524_best_agent_density_reproduced,34,0.06944444444444445,0.3611111111111111,0.025494375359736844,False,False,False,False,False
g524_best_agent_density_reproduced,35,0.06944444444444445,0.2916666666666667,0.03305142936960785,False,False,False,False,False
g524_best_agent_density_reproduced,36,0.05555555555555555,0.3472222222222222,0.03916130754934782,False,False,False,False,False
g524_best_agent_density_reproduced,37,0.08333333333333333,0.4027777777777778,0.03599404629693878,False,False,False,False,False
g524_best_agent_density_reproduced,38,0.09722222222222222,0.4444444444444444,0.04017519822234042,False,False,False,False,False
g524_best_agent_density_reproduced,39,0.08333333333333333,0.3611111111111111,0.047613882406530604,False,False,False,False,False
g524_best_agent_density_reproduced,40,0.05555555555555555,0.3472222222222222,0.04499585379686274,False,False,False,False,False
g524_best_agent_density_reproduced,41,0.06944444444444445,0.3333333333333333,0.04302066063381817,False,False,False,False,False
g524_best_agent_density_reproduced,42,0.1527777777777778,0.4444444444444444,0.044717005182857164,False,False,False,False,False
g524_best_agent_density_reproduced,43,0.06944444444444445,0.375,0.04076130627391305,False,False,False,False,False
g524_best_agent_density_reproduced,44,0.041666666666666664,0.3194444444444444,0.02803006239849057,False,False,False,False,False
g524_best_agent_density_reproduced,45,0.09722222222222222,0.4027777777777778,0.04694134184510203,False,False,False,False,False
g524_best_agent_density_reproduced,46,0.05555555555555555,0.3194444444444444,0.041048381855,False,False,False,False,False
g524_best_agent_density_reproduced,47,0.041666666666666664,0.3333333333333333,0.04302435975437499,False,False,False,False,False
g524_best_agent_density_reproduced,48,0.027777777777777776,0.3194444444444444,0.040872780023913056,False,False,False,False,False
g524_best_agent_density_reproduced,49,0.05555555555555555,0.3611111111111111,0.0351091312037255,False,False,False,False,False
g524_best_agent_density_reproduced,50,0.06944444444444445,0.3194444444444444,0.04866356326499998,False,False,False,False,False
g524_best_agent_density_reproduced,51,0.05555555555555555,0.3611111111111111,0.03532649176333334,False,False,False,False,False
g524_best_agent_density_reproduced,52,0.027777777777777776,0.3472222222222222,0.05165394915980391,False,False,False,False,False
g524_best_agent_density_reproduced,53,0.125,0.4722222222222222,0.043176161454565216,False,False,False,False,False
g524_best_agent_density_reproduced,54,0.06944444444444445,0.3888888888888889,0.044792610602499984,False,False,False,False,False
g524_best_agent_density_reproduced,55,0.05555555555555555,0.3055555555555556,0.034277415273555545,False,False,False,False,False
g524_best_agent_density_reproduced,56,0.027777777777777776,0.2638888888888889,0.039603397154222224,False,False,False,False,False
g524_best_agent_density_reproduced,57,0.041666666666666664,0.25,0.04443399317918367,False,False,False,False,False
g524_best_agent_density_reproduced,58,0.1111111111111111,0.3611111111111111,0.042537687202600004,False,False,False,False,False
g524_best_agent_density_reproduced,59,0.027777777777777776,0.4305555555555556,0.05742662881487804,False,False,False,False,False
g524_best_agent_density_reproduced,60,0.05555555555555555,0.2638888888888889,0.03884621323614035,False,False,False,False,False
g524_best_agent_density_reproduced,61,0.125,0.3611111111111111,0.04366806229121952,False,False,False,False,False
g524_best_agent_density_reproduced,62,0.16666666666666666,0.4583333333333333,0.04703834928999999,False,False,False,False,False
g524_best_agent_density_reproduced,63,0.027777777777777776,0.2222222222222222,0.03350755305163265,False,False,False,False,False
g524_best_agent_density_reproduced,64,0.06944444444444445,0.3472222222222222,0.05039466797166667,False,False,False,False,False
g524_best_agent_density_reproduced,65,0.041666666666666664,0.375,0.04219658398510639,False,False,False,False,False
g524_best_agent_density_reproduced,66,0.125,0.3194444444444444,0.03801604267708334,False,False,False,False,False
g524_best_agent_density_reproduced,67,0.041666666666666664,0.3333333333333333,0.04088319588487804,False,False,False,False,False
g524_best_agent_density_reproduced,68,0.06944444444444445,0.3611111111111111,0.03948943977754717,False,False,False,False,False
g524_best_agent_density_reproduced,69,0.041666666666666664,0.4305555555555556,0.02966729892386363,False,False,False,False,False
g524_best_agent_density_reproduced,70,0.041666666666666664,0.3333333333333333,0.039620580950425525,False,False,False,False,False
g524_best_agent_density_reproduced,71,0.027777777777777776,0.2777777777777778,0.043365255260000006,False,False,False,False,False
g524_best_agent_density_reproduced,72,0.09722222222222222,0.5138888888888888,0.05305381211767441,False,False,False,False,False
g524_best_agent_density_reproduced,73,0.05555555555555555,0.4583333333333333,0.052387063435227275,False,False,False,False,False
g524_best_agent_density_reproduced,74,0.08333333333333333,0.3611111111111111,0.04087373639825,False,False,False,False,False
g524_best_agent_density_reproduced,75,0.06944444444444445,0.3055555555555556,0.033706233939545464,False,False,False,False,False
g524_best_agent_density_reproduced,76,0.041666666666666664,0.2916666666666667,0.043519535389999996,False,False,False,False,False
g524_best_agent_density_reproduced,77,0.09722222222222222,0.4583333333333333,0.03803805055023256,False,False,False,False,False
g524_best_agent_density_reproduced,78,0.1111111111111111,0.4444444444444444,0.04389344575818182,False,False,False,False,False
g524_best_agent_density_reproduced,79,0.1111111111111111,0.4305555555555556,0.04500472791306124,False,False,False,False,False
g524_best_agent_density_reproduced,80,0.041666666666666664,0.375,0.044459781260434796,False,False,False,False,False
g524_best_agent_density_reproduced,81,0.05555555555555555,0.3611111111111111,0.04270405853720931,False,False,False,False,False
g524_best_agent_density_reproduced,82,0.05555555555555555,0.3611111111111111,0.046673563386304344,False,False,False,False,False
g524_best_agent_density_reproduced,83,0.09722222222222222,0.3611111111111111,0.044861770229574466,False,False,False,False,False
g524_best_agent_density_reproduced,84,0.06944444444444445,0.4305555555555556,0.048416558005749996,False,False,False,False,False
g524_best_agent_density_reproduced,85,0.05555555555555555,0.3055555555555556,0.0363070699508772,False,False,False,False,False
g524_best_agent_density_reproduced,86,0.09722222222222222,0.4861111111111111,0.04979303906375001,False,False,False,False,False
g524_best_agent_density_reproduced,87,0.05555555555555555,0.2916666666666667,0.04408223269703702,False,False,False,False,False
g524_best_agent_density_reproduced,88,0.05555555555555555,0.2916666666666667,0.03755090369952382,False,False,False,False,False
g524_best_agent_density_reproduced,89,0.08333333333333333,0.3333333333333333,0.037066611437380964,False,False,False,False,False
g524_best_agent_density_reproduced,90,0.1111111111111111,0.4305555555555556,0.040875271586923084,False,False,False,False,False
g524_best_agent_density_reproduced,91,0.05555555555555555,0.2638888888888889,0.04110729989803921,False,False,False,False,False
g524_best_agent_density_reproduced,92,0.09722222222222222,0.3472222222222222,0.0342211850244898,False,False,False,False,False
g524_best_agent_density_reproduced,93,0.05555555555555555,0.4166666666666667,0.04280643752195122,False,False,False,False,False
g524_best_agent_density_reproduced,94,0.06944444444444445,0.4027777777777778,0.04400067193346154,False,False,False,False,False
g524_best_agent_density_reproduced,95,0.041666666666666664,0.2638888888888889,0.03879526824416667,False,False,False,False,False
g524_best_agent_density_reproduced,96,0.027777777777777776,0.2777777777777778,0.027319721628043477,False,False,False,False,False
g524_best_agent_density_reproduced,97,0.05555555555555555,0.3194444444444444,0.040787429403541665,False,False,False,False,False
g524_best_agent_density_reproduced,98,0.06944444444444445,0.2916666666666667,0.0289374260044,False,False,False,False,False
g524_best_agent_density_reproduced,99,0.08333333333333333,0.4166666666666667,0.03543202280374999,False,False,False,False,False
g524_best_agent_density_reproduced,100,0.027777777777777776,0.2777777777777778,0.037245627619555556,False,False,False,False,False
g524_best_agent_density_reproduced,101,0.08333333333333333,0.375,0.029548318073953483,False,False,False,False,False
g524_best_agent_density_reproduced,102,0.06944444444444445,0.3055555555555556,0.050827099227647055,False,False,False,False,False
g524_best_agent_density_reproduced,103,0.06944444444444445,0.4583333333333333,0.042639586217916664,False,False,False,False,False
g524_best_agent_density_reproduced,104,0.09722222222222222,0.4027777777777778,0.04035333494872341,False,False,False,False,False
g524_best_agent_density_reproduced,105,0.041666666666666664,0.2916666666666667,0.04094241732225,False,False,False,False,False
g524_best_agent_density_reproduced,106,0.06944444444444445,0.375,0.029597080995500003,False,False,False,False,False
g524_best_agent_density_reproduced,107,0.08333333333333333,0.2916666666666667,0.0424990213242,False,False,False,False,False
g524_best_agent_density_reproduced,108,0.125,0.4583333333333333,0.0414023997011628,False,False,False,False,False
g524_best_agent_density_reproduced,109,0.06944444444444445,0.375,0.03613415811488889,False,False,False,False,False
g524_best_agent_density_reproduced,110,0.1111111111111111,0.3472222222222222,0.038944797318800004,False,False,False,False,False
g524_best_agent_density_reproduced,111,0.027777777777777776,0.3611111111111111,0.03575111453931818,False,False,False,False,False
g524_best_agent_density_reproduced,112,0.041666666666666664,0.3333333333333333,0.035512737071489366,False,False,False,False,False
g524_best_agent_density_reproduced,113,0.125,0.3888888888888889,0.03466990955333333,False,False,False,False,False
g524_best_agent_density_reproduced,114,0.05555555555555555,0.2361111111111111,0.04042762348306122,False,False,False,False,False
g524_best_agent_density_reproduced,115,0.08333333333333333,0.2222222222222222,0.04942467820622222,False,False,False,False,False
g524_best_agent_density_reproduced,116,0.06944444444444445,0.4166666666666667,0.033553615187333324,False,False,False,False,False
g524_best_agent_density_reproduced,117,0.08333333333333333,0.3472222222222222,0.036643219616140345,False,False,False,False,False
g524_best_agent_density_reproduced,118,0.1527777777777778,0.4305555555555556,0.0434160202528889,False,False,False,False,False
g524_best_agent_density_reproduced,119,0.125,0.4305555555555556,0.05306045326434782,False,False,False,False,False
g524_best_agent_density_reproduced,120,0.027777777777777776,0.2916666666666667,0.038168467128541675,False,False,False,False,False
g524_best_agent_density_reproduced,121,0.05555555555555555,0.2777777777777778,0.045794984705555555,False,False,False,False,False
g524_best_agent_density_reproduced,122,0.09722222222222222,0.3472222222222222,0.026871649784883725,False,False,False,False,False
g524_best_agent_density_reproduced,123,0.08333333333333333,0.3333333333333333,0.04526517962531915,False,False,False,False,False
g524_best_agent_density_reproduced,124,0.09722222222222222,0.3611111111111111,0.0394305963744,False,False,False,False,False
g524_best_agent_density_reproduced,125,0.05555555555555555,0.3055555555555556,0.05080574574319999,False,False,False,False,False
g524_best_agent_density_reproduced,126,0.08333333333333333,0.3472222222222222,0.04176419613999999,False,False,False,False,False
g524_best_agent_density_reproduced,127,0.05555555555555555,0.5277777777777778,0.028332397760952383,False,False,False,False,False
g524_best_agent_density_reproduced,128,0.08333333333333333,0.3611111111111111,0.0427152496109804,False,False,False,False,False
g524_best_agent_density_reproduced,129,0.041666666666666664,0.2777777777777778,0.04309307290551022,False,False,False,False,False
g524_best_agent_density_reproduced,130,0.06944444444444445,0.4444444444444444,0.04541424902086957,False,False,False,False,False
g524_best_agent_density_reproduced,131,0.041666666666666664,0.4166666666666667,0.04169170984767443,False,False,False,False,False
g524_best_agent_density_reproduced,132,0.09722222222222222,0.4305555555555556,0.044435641284468086,False,False,False,False,False
g524_best_agent_density_reproduced,133,0.06944444444444445,0.3333333333333333,0.04607913266169811,False,False,False,False,False
g524_best_agent_density_reproduced,134,0.125,0.3888888888888889,0.035150572374545455,False,False,False,False,False
g524_best_agent_density_reproduced,135,0.041666666666666664,0.3194444444444444,0.04138843474234043,False,False,False,False,False
g524_best_agent_density_reproduced,136,0.06944444444444445,0.3055555555555556,0.04815702457408163,False,False,False,False,False
g524_best_agent_density_reproduced,137,0.09722222222222222,0.5,0.05410465632978725,False,False,False,False,False
g524_best_agent_density_reproduced,138,0.06944444444444445,0.4027777777777778,0.03841408664163266,False,False,False,False,False
g524_best_agent_density_reproduced,139,0.09722222222222222,0.3611111111111111,0.03806283656796297,False,False,False,False,False
g524_best_agent_density_reproduced,140,0.1111111111111111,0.4444444444444444,0.04032322666976191,False,False,False,False,False
g524_best_agent_density_reproduced,141,0.1527777777777778,0.3888888888888889,0.03617434284931819,False,False,False,False,False
g524_best_agent_density_reproduced,142,0.08333333333333333,0.3194444444444444,0.04705466314901961,False,False,False,False,False
g524_best_agent_density_reproduced,143,0.027777777777777776,0.3333333333333333,0.0402096217267442,False,False,False,False,False
g524_best_agent_density_reproduced,144,0.0,0.2361111111111111,0.0480780093944898,False,False,False,False,False
g524_best_agent_density_reproduced,145,0.09722222222222222,0.3055555555555556,0.04946404289054545,False,False,False,False,False
g524_best_agent_density_reproduced,146,0.06944444444444445,0.3888888888888889,0.031576437164375006,False,False,False,False,False
g524_best_agent_density_reproduced,147,0.08333333333333333,0.3611111111111111,0.03483032862272727,False,False,False,False,False
g524_best_agent_density_reproduced,148,0.08333333333333333,0.4027777777777778,0.04719630669878049,False,False,False,False,False
g524_best_agent_density_reproduced,149,0.06944444444444445,0.375,0.043636065591458335,False,False,False,False,False
g524_best_agent_density_reproduced,150,0.08333333333333333,0.3472222222222222,0.037063200653555554,False,False,False,False,False
g524_best_agent_density_reproduced,151,0.013888888888888888,0.375,0.04237844406694445,False,False,False,False,False
g524_best_agent_density_reproduced,152,0.027777777777777776,0.375,0.042817311247727266,False,False,False,False,False
g524_best_agent_density_reproduced,153,0.125,0.3611111111111111,0.038981920927021275,False,False,False,False,False
g524_best_agent_density_reproduced,154,0.1111111111111111,0.3194444444444444,0.036409313267234046,False,False,False,False,False
g524_best_agent_density_reproduced,155,0.041666666666666664,0.375,0.036992410280652185,False,False,False,False,False
g524_best_agent_density_reproduced,156,0.08333333333333333,0.3472222222222222,0.0377018341984,False,False,False,False,False
g524_best_agent_density_reproduced,157,0.05555555555555555,0.3472222222222222,0.030135117226666674,False,False,False,False,False
g524_best_agent_density_reproduced,158,0.08333333333333333,0.3888888888888889,0.03394801538651164,False,False,False,False,False
g524_best_agent_density_reproduced,159,0.05555555555555555,0.2777777777777778,0.04965041992408162,False,False,False,False,False
g524_best_agent_density_reproduced,160,0.027777777777777776,0.3194444444444444,0.03761460982142857,False,False,False,False,False
g524_best_agent_density_reproduced,161,0.041666666666666664,0.375,0.034952796609183684,False,False,False,False,False
g524_best_agent_density_reproduced,162,0.09722222222222222,0.2777777777777778,0.03930413423871795,False,False,False,False,False
g524_best_agent_density_reproduced,163,0.06944444444444445,0.4305555555555556,0.04801628486673914,False,False,False,False,False
g524_best_agent_density_reproduced,164,0.05555555555555555,0.4444444444444444,0.03623458592420001,False,False,False,False,False
g524_best_agent_density_reproduced,165,0.09722222222222222,0.3611111111111111,0.03743086247348837,False,False,False,False,False
g524_best_agent_density_reproduced,166,0.16666666666666666,0.4861111111111111,0.047441712048695656,False,False,False,False,False
g524_best_agent_density_reproduced,167,0.05555555555555555,0.375,0.0442291393579592,False,False,False,False,False
g524_best_agent_density_reproduced,168,0.041666666666666664,0.3055555555555556,0.04843028302847826,False,False,False,False,False
g524_best_agent_density_reproduced,169,0.09722222222222222,0.4583333333333333,0.03813549646414635,False,False,False,False,False
g524_best_agent_density_reproduced,170,0.027777777777777776,0.2638888888888889,0.0455050340686,False,False,False,False,False
g524_best_agent_density_reproduced,171,0.041666666666666664,0.2638888888888889,0.03324022844477273,False,False,False,False,False
g524_best_agent_density_reproduced,172,0.05555555555555555,0.2777777777777778,0.04372447179520833,False,False,False,False,False
g524_best_agent_density_reproduced,173,0.05555555555555555,0.3333333333333333,0.039845728269787245,False,False,False,False,False
g524_best_agent_density_reproduced,174,0.1111111111111111,0.2777777777777778,0.033828168924905665,False,False,False,False,False
g524_best_agent_density_reproduced,175,0.027777777777777776,0.3055555555555556,0.030345202824791664,False,False,False,False,False
g524_best_agent_density_reproduced,176,0.013888888888888888,0.4027777777777778,0.03579750918227273,False,False,False,False,False
g524_best_agent_density_reproduced,177,0.05555555555555555,0.3611111111111111,0.044792891442291656,False,False,False,False,False
g524_best_agent_density_reproduced,178,0.041666666666666664,0.3333333333333333,0.03544143911818182,False,False,False,False,False
g524_best_agent_density_reproduced,179,0.05555555555555555,0.2361111111111111,0.046293439178541645,False,False,False,False,False
g524_best_agent_density_reproduced,180,0.09722222222222222,0.4027777777777778,0.029700218300212775,False,False,False,False,False
g524_best_agent_density_reproduced,181,0.1111111111111111,0.3611111111111111,0.038044052223125006,False,False,False,False,False
g524_best_agent_density_reproduced,182,0.041666666666666664,0.3055555555555556,0.02942292351475,False,False,False,False,False
g524_best_agent_density_reproduced,183,0.041666666666666664,0.3333333333333333,0.03423890430733334,False,False,False,False,False
g524_best_agent_density_reproduced,184,0.05555555555555555,0.2777777777777778,0.030561245900208322,False,False,False,False,False
g524_best_agent_density_reproduced,185,0.09722222222222222,0.3611111111111111,0.034027246321764716,False,False,False,False,False
g524_best_agent_density_reproduced,186,0.08333333333333333,0.4583333333333333,0.04088516671553192,False,False,False,False,False
g524_best_agent_density_reproduced,187,0.027777777777777776,0.2638888888888889,0.043807864721200004,False,False,False,False,False
g524_best_agent_density_reproduced,188,0.041666666666666664,0.3194444444444444,0.03442465343955556,False,False,False,False,False
g524_best_agent_density_reproduced,189,0.08333333333333333,0.3888888888888889,0.042246191707843134,False,False,False,False,False
g524_best_agent_density_reproduced,190,0.05555555555555555,0.375,0.04710041980520001,False,False,False,False,False
g524_best_agent_density_reproduced,191,0.05555555555555555,0.2777777777777778,0.044079712394897955,False,False,False,False,False
g524_best_agent_density_reproduced,192,0.06944444444444445,0.3472222222222222,0.03027939866104166,False,False,False,False,False
g524_best_agent_density_reproduced,193,0.05555555555555555,0.2777777777777778,0.02926800522632654,False,False,False,False,False
g524_best_agent_density_reproduced,194,0.041666666666666664,0.2916666666666667,0.04074326716880953,False,False,False,False,False
g524_best_agent_density_reproduced,195,0.08333333333333333,0.3472222222222222,0.036778562268571444,False,False,False,False,False
g524_best_agent_density_reproduced,196,0.027777777777777776,0.3055555555555556,0.04091454496695652,False,False,False,False,False
g524_best_agent_density_reproduced,197,0.06944444444444445,0.3888888888888889,0.035581869424347816,False,False,False,False,False
g524_best_agent_density_reproduced,198,0.06944444444444445,0.4583333333333333,0.048412799853191496,False,False,False,False,False
g524_best_agent_density_reproduced,199,0.05555555555555555,0.4305555555555556,0.04440349650318182,False,False,False,False,False
g524_best_agent_density_reproduced,200,0.027777777777777776,0.3055555555555556,0.041852382558367346,False,False,False,False,False
g524_best_agent_density_reproduced,201,0.08333333333333333,0.2916666666666667,0.04082533638914894,False,False,False,False,False
g524_best_agent_density_reproduced,202,0.09722222222222222,0.3333333333333333,0.04323147342163265,False,False,False,False,False
g524_best_agent_density_reproduced,203,0.09722222222222222,0.5,0.042930892317777775,False,False,False,False,False
g524_best_agent_density_reproduced,204,0.08333333333333333,0.3333333333333333,0.037348237024807704,False,False,False,False,False
g524_best_agent_density_reproduced,205,0.041666666666666664,0.4166666666666667,0.05195690807000001,False,False,False,False,False
g524_best_agent_density_reproduced,206,0.041666666666666664,0.3055555555555556,0.037427924611555564,False,False,False,False,False
g524_best_agent_density_reproduced,207,0.05555555555555555,0.3611111111111111,0.04377603485431817,False,False,False,False,False
g524_best_agent_density_reproduced,208,0.06944444444444445,0.4027777777777778,0.03413917363666668,False,False,False,False,False
g524_best_agent_density_reproduced,209,0.05555555555555555,0.4722222222222222,0.03574713362833334,False,False,False,False,False
g524_best_agent_density_reproduced,210,0.09722222222222222,0.4583333333333333,0.0396384630312245,False,False,False,False,False
g524_best_agent_density_reproduced,211,0.05555555555555555,0.3888888888888889,0.04161602703666666,False,False,False,False,False
g524_best_agent_density_reproduced,212,0.041666666666666664,0.3611111111111111,0.04293509210942308,False,False,False,False,False
g524_best_agent_density_reproduced,213,0.08333333333333333,0.4444444444444444,0.05265289861372548,False,False,False,False,False
g524_best_agent_density_reproduced,214,0.125,0.5,0.033584474921707325,False,False,False,False,False
g524_best_agent_density_reproduced,215,0.06944444444444445,0.3472222222222222,0.03017167168437501,False,False,False,False,False
g524_best_agent_density_reproduced,216,0.09722222222222222,0.3055555555555556,0.04102312621416667,False,False,False,False,False
g524_best_agent_density_reproduced,217,0.041666666666666664,0.25,0.02943095091938776,False,False,False,False,False
g524_best_agent_density_reproduced,218,0.1527777777777778,0.4444444444444444,0.047481226759565225,False,False,False,False,False
g524_best_agent_density_reproduced,219,0.041666666666666664,0.3055555555555556,0.041604573910888884,False,False,False,False,False
g524_best_agent_density_reproduced,220,0.027777777777777776,0.3194444444444444,0.044652556837499996,False,False,False,False,False
g524_best_agent_density_reproduced,221,0.16666666666666666,0.4444444444444444,0.050918379760196086,False,False,False,False,False
g524_best_agent_density_reproduced,222,0.08333333333333333,0.3888888888888889,0.03428740026208334,False,False,False,False,False
g524_best_agent_density_reproduced,223,0.08333333333333333,0.3333333333333333,0.03222550676738095,False,False,False,False,False
g524_best_agent_density_reproduced,224,0.06944444444444445,0.3472222222222222,0.04400159722692308,False,False,False,False,False
g524_best_agent_density_reproduced,225,0.013888888888888888,0.3333333333333333,0.05201835329673912,False,False,False,False,False
g524_best_agent_density_reproduced,226,0.06944444444444445,0.2777777777777778,0.02977207698711539,False,False,False,False,False
g524_best_agent_density_reproduced,227,0.06944444444444445,0.3472222222222222,0.055219575248125014,False,False,False,False,False
g524_best_agent_density_reproduced,228,0.041666666666666664,0.3472222222222222,0.03484786106367347,False,False,False,False,False
g524_best_agent_density_reproduced,229,0.041666666666666664,0.3333333333333333,0.036257625851521744,False,False,False,False,False
g524_best_agent_density_reproduced,230,0.027777777777777776,0.3888888888888889,0.03504201420297298,False,False,False,False,False
g524_best_agent_density_reproduced,231,0.05555555555555555,0.4027777777777778,0.04268866039418604,False,False,False,False,False
g524_best_agent_density_reproduced,232,0.05555555555555555,0.3472222222222222,0.044375528650444446,False,False,False,False,False
g524_best_agent_density_reproduced,233,0.08333333333333333,0.4583333333333333,0.032189523390000016,False,False,False,False,False
g524_best_agent_density_reproduced,234,0.06944444444444445,0.2916666666666667,0.048075350941463424,False,False,False,False,False
g524_best_agent_density_reproduced,235,0.041666666666666664,0.3611111111111111,0.054412399406363644,False,False,False,False,False
g524_best_agent_density_reproduced,236,0.05555555555555555,0.375,0.0464689368976,False,False,False,False,False
g524_best_agent_density_reproduced,237,0.09722222222222222,0.3055555555555556,0.03806043288755555,False,False,False,False,False
g524_best_agent_density_reproduced,238,0.08333333333333333,0.4861111111111111,0.03644328047902439,False,False,False,False,False
g524_best_agent_density_reproduced,239,0.06944444444444445,0.3472222222222222,0.03990553452021279,False,False,False,False,False
g524_best_agent_density_reproduced,240,0.041666666666666664,0.3888888888888889,0.05090631547272726,False,False,False,False,False
g524_best_agent_density_reproduced,241,0.16666666666666666,0.375,0.03636682807333333,False,False,False,False,False
g524_best_agent_density_reproduced,242,0.041666666666666664,0.3055555555555556,0.04829304887592592,False,False,False,False,False
g524_best_agent_density_reproduced,243,0.08333333333333333,0.3888888888888889,0.03857011078125,False,False,False,False,False
g524_best_agent_density_reproduced,244,0.08333333333333333,0.4027777777777778,0.05389853669361702,False,False,False,False,False
g524_best_agent_density_reproduced,245,0.06944444444444445,0.4444444444444444,0.040653316552954545,False,False,False,False,False
g524_best_agent_density_reproduced,246,0.1111111111111111,0.375,0.050297692135348834,False,False,False,False,False
g524_best_agent_density_reproduced,247,0.06944444444444445,0.3333333333333333,0.041661734628749995,False,False,False,False,False
g524_best_agent_density_reproduced,248,0.05555555555555555,0.3472222222222222,0.042738936080000005,False,False,False,False,False
g524_best_agent_density_reproduced,249,0.1111111111111111,0.375,0.040616654680434794,False,False,False,False,False
g524_best_agent_density_reproduced,250,0.041666666666666664,0.3333333333333333,0.03455088657396227,False,False,False,False,False
g524_best_agent_density_reproduced,251,0.041666666666666664,0.4305555555555556,0.040831448484,False,False,False,False,False
g524_best_agent_density_reproduced,252,0.08333333333333333,0.375,0.04482339531790698,False,False,False,False,False
g524_best_agent_density_reproduced,253,0.06944444444444445,0.4166666666666667,0.04772193502146342,False,False,False,False,False
g524_best_agent_density_reproduced,254,0.041666666666666664,0.3888888888888889,0.05548468091509805,False,False,False,False,False
g524_best_agent_density_reproduced,255,0.1111111111111111,0.4027777777777778,0.049127507004,False,False,False,False,False
g524_best_agent_density_reproduced,256,0.06944444444444445,0.3611111111111111,0.04494843169826086,False,False,False,False,False
g524_best_agent_density_reproduced,257,0.09722222222222222,0.375,0.0354585139525,False,False,False,False,False
g524_best_agent_density_reproduced,258,0.05555555555555555,0.4444444444444444,0.05219943295069767,False,False,False,False,False
