context_id,context_uid,topology_id,map,start_positions_sha256,goal_positions_sha256,start_goal_assignment_hash,actual_start_goal_assignment_used,actual_od_flow_computation_used,edge_use_total,edge_use_max,edge_use_mean,opposing_flow_total,opposing_flow_ratio,path_overlap_concentration,bottleneck_demand,head_on_pressure,flow_imbalance_mean,paths_computed,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g557_ctx_00000018,d972314499dcf179ecdbbf4674127a8bbda3f2589272883a365b99934e02d9b9,g557_topology_018_bottleneck,connector,1b98de05aa45b5b1bc8a192484b66af3afe8e827eac0a7ee21d6cc456e2f35c3,0ca8ea44fa575719cf304b6f997f28cd279d28eb28be51aa380f284142f14523,6ce772d4cdaf9d201c991b2871ec176278ac971df8e673b66b4e768c0a6de900,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000019,fb5a448007ee7b2e02f4d67eb7de9b88c7bed496eab9939167f8c2cf464c8727,g557_topology_019_bottleneck,corners,df220aee5302d531c6a194a3f14856b68e31ae46d7f8e0d286995e6c329c187f,981c187f968e203114c19520de63bc9cf766e549bc7e6cb2b4bd91c130d1804c,fdc6dd768e3210e9cc06945c1edcc35afa34e337d24301bb3cce9c0ca31c66ef,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000020,fa0f7efc8a155ed6bdd32d17a9d53cdb6c182355574700589f7b4e9cbce7f88c,g557_topology_020_bottleneck,tunnel,58bf4585441bda64f662b8323760b13482cc85a35601c79ea9f32c77bd4c68b2,2b8eafdc7eed3cff90db824ae5c6eeb2375d4a2f81b5f6b4d201eba85071ce6c,0231b0766cee6c0c86fc07b76992aee59a89759512c824a86750d3b4b927e428,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000021,0bc08d619f62b5f85eec3de32f199309b5858fb957ddecb675bd2255a8780dea,g557_topology_021_bottleneck,loop-chain,00931727998cd37b9881f29844fd6ab805e4a58aae3027dee2ec9714a860b135,e83d4f7fbea43158addc4c5182a2550bb285ea3a46533c2e3b964226aa8fa09b,a398df5f0051aabb1f7aa6871211ff564dceca54317108f3d225e4bb789d1bbe,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000022,e1e2c13d84de70aa666af16f93a56580906844dce2d0c6c05a6c77b84a8a48ce,g557_topology_022_bottleneck,string,6efb602be6aeacd323c0a9d8fa33f3d9d9969c3bfa2efe9ae98330c6323a6aec,baa4278778d300a2be88192e734e2932c9d0a3345868360333395947458e8294,0279bcbfcaa6b42e52cdf42ec786fffbca993296c85d04bf937e3006c7cc5ccd,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000023,1bb95321d55e3c929c2171bed370d42e652314c584ecb99fb033af945d22f538,g557_topology_023_bottleneck,tree,09f4f3c5b2aea518c070d7237cbea4d6dca6e80fd0a5584785b5a1e59218b758,3a38f66e9654c0794ceed9172e55ce7791ecaa6c41d2a47b08c6445eb2b01bb1,b15ce6b6cbaf27a19bc2212e39ae63eff2c6132fd35883c3461f51ec3d668918,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000024,70f7d10f27a48186129ebcfaa56e7d86ad49891ab8ffc40cf9428a1f19dd8952,g557_topology_024_irregular,Berlin_1_256,f6aefba3b3f80c17e68e1ec246deffe451ea0878d6252a380a0daf48c0d420b1,46a650bffe2767bf019e0d2579ec9705b615aaa7e168e2764dc476e4fc068d95,515fc5a22a6838e6def5fd153546e013d9966d9ea9a91f67f5091bf23cbf8ccd,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000025,92f33e2570d6eeea3b59bfd827759b87c18381561cd026eea486ec3dd404f383,g557_topology_025_irregular,Boston_0_256,f34ad4e99630a98a2fda8c9cbdae46f78b52160870739a407368259e7025a114,0518fe60a6cd7d55b05581a5df6c09d3ee202db1bed22135eb9c3d08f77f697a,bdab6143afa57e9cf7d24497d14f31e9be073d91b2164ab43fe11d3b6c5092ea,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000026,78ca97ed45d27d24586e7128208c8079c071b16510e218f46b1da5c33a599513,g557_topology_026_irregular,Paris_1_256,b1747de80f8e1f9599f8a72476f14317f06726ccc3cafe679fc7e9463f22deba,323ec2879e3eadef0ec72458dd1106846c3be62bd2689b8ab1046f28d70f7b9e,3238514338c8f277c94bb297fc95ad2005fa52798952deaaf265bd08e5f90a94,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000027,e0399f264d4cdfd04eacc88bff296ad855024894b2284c41823099fda5294980,g557_topology_027_irregular,brc202d,c86d14cf9bf83b98ef2279e2ac430da1ffa57cf7eb68be5640d81660d7b77d14,83b4e5c3d738bc1b0f20a5eec0463884c6a7d3b5fa2d5c112dc929d8b33cf2c9,1f53830bcc49e00735c99c61054226cd78f2ae0f898bf2418d191c6cf2ce649d,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000028,7c1fc767ef25914f7bd5793482f2011b71dabf6494838d86cd828a934a3c4a62,g557_topology_028_irregular,den312d,a2b38adbdbc21888785d6c36f6cc345c5589f2cecd3b43f7eba0691d0939496b,7b81711181e8dd393b1d2cb8295764c74e544018be14f309e46ed7c1049fba86,2b0ab9ccab4ef8b18be9ce97eb3bf984886b4d30aca394839995ca24a846a59d,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000029,229cbe4ddac20a33bd1dc6eccb685894c2502726e53e91027defc223160c2223,g557_topology_029_irregular,den520d,d352525b083aa64825a19aff9100b8de17d598683090a56863b279a3270a9deb,58cdeab28f2318849c86cdc4d8b408d72c06b9f5bfc669f2ac806e798ee6b293,52df1d4243bc3c007acde338991c66d960896b0fd56a3f7e8b09897999a0fb9a,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000030,5467dc2528d485be72a6a484995d77f01f0a793393899898ace95272807110f7,g557_topology_030_irregular,lak303d,0b41cf02240fe3691d7886739d6e9050e5c1389f999c6d39b56f6392e4befae7,d62c168f9eb7ec9c3270f6160e5209f9140b2ae691213737b5149749bf2e0d5c,2c3bf3760c410649699543b14d08f4fb58f98ca932a3e00f1a7201cea9288944,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000031,b107b64287054612fa7db87f724d3901d6ec4952ac1fb564bb0b9edd194e7912,g557_topology_031_irregular,orz900d,0bc243679c82bcb377248962fa57bc565bc3ea2ec4dbd0976fa1907493ec3d5b,3ee814f9d44459e637bb115de035b703bb87238d568395c72c1f4cc5bdabe62d,c6a6df6cf3d0c0828ecd18c4ffb2f3f1fd0b78ea6ca649b656214d8b75b602dd,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000032,ee5da75f86eb5be3844b9b2762ed54af6b230c6e22a19f20faf7765c2cebcf45,g557_topology_032_irregular,ost003d,4bd9051bc6e45b8ac63651c45e4c5af9f31a86a432fd2af551c55beadf715275,370142a3514f8fc5f48563079ed347d21b9ac9822a8b51ed5569d150db4614fc,e8d1efaa41005691415419e5eed73a6cf24196b85eb16d2f9ffd8348b70e3dfd,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000033,23a5da3f1a478fea6c865fbaf756cb7e0d4fa702a3aa5596669f2fa9e84a9a2f,g557_topology_033_irregular,w_woundedcoast,88d513edc4274e75361ac8c4a386df15a4bf6deccff8d236ecf68d9e8899bef5,b360d61a331d43a69f78c62798845914dceb9f994b223c49bda7d53507da6268,3a093ecdc4f8d1563965a7982b0a8da6490c7a454745844798e82947bf2d8a1f,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000034,8951566df34b066c2b7d0f307385004bb2550e2cce4b01f9360fa8cf959525ed,g557_topology_034_qd_empty,empty-32-32,52349833def3637c68ddca145b1a2f1e54a5a6c9700344a2b53fb12ebca2450b,6f8013daff3dc479eb3008dad4114c077637ca4764616d1725d2dc04ba753a5f,95dfa3c2b9fe8a706f2dd27e4c4a767b4ec8bd4b2f8012f6df8d175842a538e4,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000035,8cd6cb44dd7911994c7676876dbb66007bf93d898936d16674dba0f4b590f3e2,g557_topology_035_qd_empty,empty-48-48,08eb5331e43562b418e15eeab1bb174d97d252738ec432efee6b8799b7649f73,a821e481b9691ac04121beeca50afa975605a08562cb752f42d19de40c9207ec,8e38063477d7c12d5855e591edb58910e2add14b1f4f35ef94af02f7f7aeb678,True,True,290,9,1.54255318642,290,1,0.031034482643,0.777777791023,0.0626477524638,0.217494115233,25,False,False,False,False,False
g557_ctx_00000036,f05be6db4739f9184f5b9b8afe68a810abc58b11a106329dbf2d3ad7e9817177,g557_topology_036_qd_empty,empty-16-16,eeb8a32207aacac9569ef5aee9d599c4ebce8d3807fd8d62212f17417925a48e,388f09dadf1b1c2a165437885dcec8dd590d16a3792fddcafec264d77b08ac31,a1a8f9f83664e8ee8071847ece1f09fb8bc18649274a93dc4d725008632c154d,True,True,12,1,0.0681818202138,12,1,0.0833333358169,1,0.0113636367023,0.113636367023,25,False,False,False,False,False
g557_ctx_00000037,1890cac6ce65a604cd35e362480637a4db2699a1c1f46f4ad7ece80350067ab3,g557_topology_037_qd_random,random-32-32-20,66fb3217f4595904751b8553d981eff4b7ae4056a4f4f1084fca7a35a06ef4b5,2148c276b2eb08804a0c4319c5b1d735e28ef1a113063ed7c6d52469410c6dbf,d9b0a8f9076d1f757b8c3cf4c9092b04342ff173258110832d2a5447573c7ff4,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000038,504c69bd769ac81e155ad704da85d13e9e870d580a0e93272b977c19fec01e89,g557_topology_038_qd_random,random-64-64-20,10900a98fb382ed902072bd24d7d4a868762396dfae197c470166f8cbc18180c,a41fc75b0a876aae10ef444f693b28d26f83ccdbc0c0eba774b7f6fc17735ed8,95c4d9683917a2c6b673206ed40eb969902e4de4795a8354114c1f8485b4034f,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000039,e0e7ace98e1df5bd74fa8e801602a3be764421badc7e540547bb6ebb532bec88,g557_topology_039_qd_random,random-32-32-10,e061b36381be0a0ee98cc91e503914739a9422735a39b007bbe2dcfafffbc2a0,fe57ffbc9b6092ae99ba7eca98ba9293d9581719d454d9608927d78b93a9c43b,f358636cf48c3a627155e97847731b787674a658b6a02d7bfcb45b6164fba247,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000040,c9a563d2c3cc6a80b09cf0e6f299c146930339c44f46a24fed8b7ad4def166bd,g557_topology_040_qd_random,random-64-64-10,a111a7d627cefd142116afba67a5860d1731ca0cc58b8d8bfa40a7893b886d06,1f733f4e988388bfb3c3f948cf36eaf16657f555648d120b35c90851fbbd2f0f,23b6aceee9db8d947b8da0911249a3c386e4bbc1d100787dc71e33cebdd2f27f,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000041,4d37b43533f2887041c44c3757e0a517e2507bd0d1860129148ee527d06ea4ba,g557_topology_041_qd_maze,maze-32-32-4,38fb9038446849cfbbbacee8b5734aa48f00808d6091c00fca78728156e6337d,39c0376c54ed8c006d95d4d60425765da06ab60b0184ea331208aa67c658362e,385acd2fffff91b64d2fa5b706dcc185b3ec471baa8cfcf0c2327c9f240cd689,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000042,d640b4c4fa86fe59296f1a184f62ec1b3a79718b65039e042f63acc6ce19d6c7,g557_topology_042_qd_maze,maze-32-32-2,f51f967f37eec8ec4615725f6552995b48d0eb1683a22acfc65e013f679cd37b,f692fa129aea50dae5f8d9aec6d70ebb4d33a3dbe098a6a9a6bd5ca55f34cbc6,46de249d8575a7b23d9fb88d0a329b165c8235d1a3b028236231531f3f272c75,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000043,12595b5da327c24d93634c3e4b8c97ace1f528cf904770d06f6136025f9bbc5e,g557_topology_043_qd_maze,maze-128-128-2,50724f876d4bde833621536ec06175084e0e03c2ec16bb17c04a01c3ae15e891,33ef3379932061432e0fdabeb9ec9ef372749b98a070fb9ac6d575638f29a5fa,2179b45c1fd6826f38df50ecfdd4a80d60db2b2f0648854f2c5ee8ecfe839dad,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000044,95b5e0dee0344faf157cda69016ae0e08fdfbe393bd08c7205ceb30399c3d388,g557_topology_044_qd_maze,maze-128-128-10,82b152116bafd7a5f2597424744c96016614b3befa6e2e6f42a6511c8ce1da36,18fbe3c50217e99f3abff8d0af28ab8cbedd65cc35fd979dfc6ede86d1ff9148,079dcdaf45d4f071e3a5b8f041fcde805a30bf36354a361117d0f07302d4720c,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000045,bb10596976727b05879d1c635eec4fc0e52af6a651863253f4f6e94aee1846be,g557_topology_045_qd_room,room-32-32-4,fdb917f8e74a471093cfd49a7c18a8f5e445b1c56ef562e6ed7934333af69850,e2e48ad7beb86ba8abfd25350df68fff755c6ade3ae3e05520489f7c7130cc51,bfc072428368be5ef7cffffec8c2f174978047250fe2cb7d1f82351db9bdf747,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000046,d95c535de67956d0bf0b085b9c54190ade25595290215155f9dc83f299cd41e4,g557_topology_046_qd_room,room-64-64-8,0b251533422790f3ac717b299e4d9385241386df69b3558bb7020846478f5e05,38e2d06faa4d9519ca62fabc3094c0f37d3c1f627aad3b7e9bec0391c6dd8780,7b3b68d38361e27f9b3fbff953b9c2c1fb88d9ec135b83708bdb66e611537380,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000047,c1b19db5484fc558025efe87ae5a69eb07d1c48f3b5c0583dd697a988431eb7d,g557_topology_047_qd_room,room-64-64-16,2f447e460e3c8309fb178cc4850a324222b928b17a8fab5af64ca0584c51b95a,5ecc8e7b5401fac4613a374a20bfa72b9d3ca6a88d905ed3eb53c54cb8f378cd,e0ed1314757699838d65d429d34fe197ec52ef7b45de1b1fbe2f3d4215c39fdc,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000048,493154834791aa97821bbc4bbe7baadf4cf25a16f3a7ea3694e84514ca5019ab,g557_topology_048_qd_warehouse,warehouse-10-20-10-2-1,fbbfd8cd2a95461cc15fbc04f059d9d033759de5455201ff5c1834587eccdab2,ab736e7564a1168157cc031c9306366d8c7ccd7790359e0a61ac345763d6dcca,dd4253d0498e1bfcc653eea4cd19b6be6668d9eeba53941e5238c7a1a34f9b86,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000049,eb71aba5ce891ddb051cb4a804898380f554d9f91dcaa284571e3ad775caf93a,g557_topology_049_qd_warehouse,warehouse-10-20-10-2-2,e16d1d28c2fc40dec22adefd6db2d293f96642c0f33edf2616d44b3589178659,82277533537494104ac476d32b2d863b3cea633b9782637c4ec0568da6e52c7b,77102a3cdda9a01d620b1fa7f65df24b74632e80c5acd9ef65027b3aca310ef5,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000050,7e47810afd16458ab6475bc1e70880e282df9007bfb28c795b4b51931e56e4e0,g557_topology_050_qd_warehouse,warehouse-20-40-10-2-1,0f2b8960635c12796459488c2e18192a53ef197ecffe54671c447e437a6fd231,326918ff4ab949e088428eeb6cb59c9b8789c3e1285d25ce40c751221d147f07,1473b6c43fed5ffb0ab432eaaf56e2b90c96ed768f20c91aed35c60202fbefc2,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000051,1d590b01bf72e33770b5cf62c92a1302e99745859e27a4dbe45fd1fb2c1dc0de,g557_topology_051_qd_warehouse,warehouse-20-40-10-2-2,e6d5084bfe5f5e995411e310c00b4f65472476af411c38768395569fa9d573bf,e7e82669ec83aae217d01f28d65b3bd2e78dc45f911493d751e29a5bf03defc6,e2ae3aeef834b1b99549d0c3a3bcd02a0df7c224caeb2820eb8f8ef9de954bb6,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000052,6684474dc0f2062ec631bc006703d77bf1d96b2ea6a1c32c4c0731653f13b504,g557_topology_052_qd_bottleneck,connector,9ac788eb82382c76595e2be8ea1e07fc397aea765c27f4f470d0b3d26cddfcc3,503fa5f08798b73929f02ca76ab8fc4b4c1c91661287d043c53f6ad6efc3d42a,e7894b4ec601d114f11c5aec8cb72f6ca971431e5db3bd7ac4b79961becd85d7,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000053,0147e995e4d25cc954de8a3eed8b3025ae2b8cf5b3283ecea9a3959d21ff70d0,g557_topology_053_qd_bottleneck,corners,63885d9b0c59f30561bb89f46c64db6fb5f3bab6c2f09a8a13fd3029c7c87ab4,f1fdde6eba81eacf4726c828c8080e5333bfffac6dad820bb0b0e4ae3cf642e3,a6665e10f949eef3e5f78a2f9313b7350f4d9da83107bbd4b67bee52a4bfaf33,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000054,a25d8a91f7b1f7f2cdd345fdd8f469ebf0c56acb88c665c91e8988471eadc8c8,g557_topology_054_qd_bottleneck,tunnel,053b20c19a488b1deb899dd8fc2252284010162b3aaa52958177a944c37e8d60,6c7b059c24a9e50d0f5fda5559bb0db865635659d3383a4ca4f26a0116535859,008f0c5e1a4f29cb4e34da030a0d52b5de0a6238bc6a1c7af5839c04944f96db,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
g557_ctx_00000055,400858bd0f3018a9977d4f0e11c9e7929ed94ec7d5bce4d957d62ad658a3d9b2,g557_topology_055_qd_bottleneck,loop-chain,f95e10f0333d88ac0b668df4a3cbf3ae035b0c930b7a0210beec0abe79de19db,6b43559e45eb80133e29491d3fd2a7ea2501a4b79561390f602d9fc3a3fe7f2a,dc719e97a778832a2f35754529922a8fe378c8089ec3dc77f488dda1c18ee3db,True,True,0,0,0,0,0,0,0,0,0,25,False,False,False,False,False
