row_index,observed_regression,predicted_regression_risk,observed_quality_delta,predicted_quality_delta,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
698975,0,7.08945844963e-06,0.0184544399381,-0.00125383585691,False,False,False,False,False
106468,0,3.6404715047e-06,-0.0366492159665,0.00735972821712,False,False,False,False,False
886527,0,0.0205597858876,0.0156576205045,0.00426410883665,False,False,False,False,False
454767,0,6.03313637839e-05,0.0186448376626,0.0163792669773,False,False,False,False,False
760059,0,0.00828814134002,0.0208540223539,0.0198253765702,False,False,False,False,False
654111,0,4.78140136693e-05,-0.0351305194199,0.0283377990127,False,False,False,False,False
96775,0,2.71573208011e-06,0,0.0117079988122,False,False,False,False,False
97739,0,6.06062258157e-06,0.0134529145434,-0.000917248427868,False,False,False,False,False
434897,0,2.7183072234e-05,0.0681495517492,0.0265184789896,False,False,False,False,False
693083,0,1.83794018085e-05,0.0170575696975,-0.00499707087874,False,False,False,False,False
14421,0,2.77147978522e-06,0,0.00914030522108,False,False,False,False,False
458290,0,2.11187452805e-05,0.0675198584795,0.0359871312976,False,False,False,False,False
426551,0,9.93895991996e-06,0.0455570593476,0.0251348465681,False,False,False,False,False
926422,0,0.000108494641609,0.00749625172466,0.00949764251709,False,False,False,False,False
668269,0,2.83856752503e-06,0.0328207500279,-0.00750022754073,False,False,False,False,False
13576,0,2.82424275611e-06,-0.0153597416356,0.00133045017719,False,False,False,False,False
521011,0,3.84117811336e-06,-0.00767386099324,0.0260462835431,False,False,False,False,False
667577,0,4.67182871944e-06,-0.0403445139527,-0.0114717669785,False,False,False,False,False
571644,0,9.0535140771e-06,0.0109750945121,0.0141798853874,False,False,False,False,False
851603,0,2.36137220782e-05,0.0306420233101,0.0416087508202,False,False,False,False,False
100504,0,3.44819636666e-06,-0.0311418678612,-0.00741177052259,False,False,False,False,False
602257,0,0.000912923773285,0.00739856809378,0.0204899385571,False,False,False,False,False
82111,0,2.30893579101e-06,0.033078879118,0.00691898912191,False,False,False,False,False
715773,0,7.02882289261e-06,-0.0166625827551,-0.0185284353793,False,False,False,False,False
17098,0,1.42779854286e-05,-0.00933706853539,-0.00775024667382,False,False,False,False,False
623546,0,5.616720955e-06,-0.0056325821206,0.0197223499417,False,False,False,False,False
70414,0,2.86445465463e-05,0,-0.00400667637587,False,False,False,False,False
161733,0,1.49830530063e-05,0.0209090914577,-0.00758807361126,False,False,False,False,False
294489,0,3.32546937898e-06,0.0115452930331,0.0353541374207,False,False,False,False,False
6715,0,2.8745319014e-06,0,0.00360941141844,False,False,False,False,False
743678,0,7.96069889475e-06,0,-0.00645766407251,False,False,False,False,False
447267,0,9.0675544925e-05,0.0482300892472,0.0453934669495,False,False,False,False,False
507357,0,3.77491005565e-06,0.0493519455194,0.0265003144741,False,False,False,False,False
571946,0,4.06929848396e-06,0.0739673376083,0.0268589481711,False,False,False,False,False
476700,0,7.97576740297e-06,0,0.0227584242821,False,False,False,False,False
881295,0,0.0239196550101,0,0.0060408860445,False,False,False,False,False
499634,0,6.45576801617e-06,0.014890646562,0.0294236242771,False,False,False,False,False
445154,0,1.34129886646e-05,0.0647911354899,0.0405361205339,False,False,False,False,False
227787,0,1.53029286594e-05,0,0.00375443696976,False,False,False,False,False
222943,0,5.67989400224e-06,-0.00713012460619,-0.000168301165104,False,False,False,False,False
403676,0,2.1889249183e-05,0.0870689675212,0.033291965723,False,False,False,False,False
605880,0,0.00882676430047,-0.0448531061411,0.0313917323947,False,False,False,False,False
227273,0,7.6186923252e-05,0.260504215956,0.281280905008,False,False,False,False,False
334171,0,0.00593452248722,0.0229202043265,0.0277761667967,False,False,False,False,False
137558,0,3.15683814733e-06,-0.0055401660502,-0.00345455110073,False,False,False,False,False
702296,0,2.62859066424e-06,-0.0360846109688,0.014421902597,False,False,False,False,False
637578,0,7.49333003114e-06,0.0226523894817,0.00541539490223,False,False,False,False,False
180538,0,3.11615849569e-06,-0.027258567512,-0.00988522544503,False,False,False,False,False
146465,0,2.47318184847e-05,0.0796311795712,0.0308477059007,False,False,False,False,False
462168,0,5.44226759303e-06,0.0102301789448,0.0224407166243,False,False,False,False,False
72167,0,3.21442576023e-06,-0.023728813976,0.00278899818659,False,False,False,False,False
454531,0,4.74239914183e-06,0.0216450225562,0.028827406466,False,False,False,False,False
80198,0,4.92039680466e-06,0.0359897166491,-0.0031156539917,False,False,False,False,False
586157,0,5.12616543347e-06,0.00982226338238,0.0179206728935,False,False,False,False,False
610451,0,5.16028421771e-06,-0.0145259937271,0.00556830316782,False,False,False,False,False
606382,0,2.63765741693e-05,0.000237473286688,0.0244287922978,False,False,False,False,False
138392,0,3.159470225e-06,0.0365217402577,-0.0112260133028,False,False,False,False,False
284066,0,5.54567532163e-06,0.0797433555126,0.0113860145211,False,False,False,False,False
56431,0,4.38982033302e-06,0.0605263151228,-0.00629602000117,False,False,False,False,False
136526,0,0.000264999776846,0,-0.0077341273427,False,False,False,False,False
283099,0,4.01398847316e-06,0.00270758126862,0.0321295708418,False,False,False,False,False
377573,0,0.00801094062626,0.102564103901,0.0672962218523,False,False,False,False,False
106142,0,7.40050973036e-06,0.00998336076736,-0.000913396477699,False,False,False,False,False
170486,0,2.51898472925e-06,-0.00422654254362,0.00624438375235,False,False,False,False,False
447059,0,6.94553818903e-06,0.025119099766,0.0217726454139,False,False,False,False,False
583464,0,5.27761994817e-06,0.0520534850657,0.0265944823623,False,False,False,False,False
22316,0,0.00049234891776,0.0725806429982,0.0306821987033,False,False,False,False,False
318725,0,5.42407042303e-06,0.049586776644,0.0201486721635,False,False,False,False,False
736567,0,8.53312885738e-05,0,0.00857101380825,False,False,False,False,False
927876,0,0.000160918236361,0.0192813314497,0.0207471102476,False,False,False,False,False
739250,0,0.000982658355497,0,0.0295593440533,False,False,False,False,False
752953,0,8.99102087715e-06,0,-0.000294461846352,False,False,False,False,False
896935,0,0.0327450148761,0.0742018967867,0.0363251268864,False,False,False,False,False
728023,0,1.2861551113e-05,0,-0.00121612101793,False,False,False,False,False
353942,0,2.35517131841e-06,0.0759162306786,0.032588660717,False,False,False,False,False
128370,0,6.24979929853e-06,-0.000850340118632,0.0121923685074,False,False,False,False,False
183044,0,6.40911048322e-06,-0.032868526876,-0.00506750121713,False,False,False,False,False
879548,0,0.0215799156576,-0.0483558997512,-0.00519194826484,False,False,False,False,False
946316,0,0.00014643924078,0.111633375287,0.000948116183281,False,False,False,False,False
349932,0,1.42366934597e-05,0.0599078349769,0.0239973813295,False,False,False,False,False
952720,0,3.00310130115e-05,0.00382409174927,0.00716000050306,False,False,False,False,False
769119,0,0.000732714135665,0,0.0178577303886,False,False,False,False,False
562886,0,6.38022174826e-06,0.132314413786,0.0299514085054,False,False,False,False,False
232757,0,9.570484508e-06,0.0291519425809,0.0137386023998,False,False,False,False,False
408810,0,9.27336350287e-06,0.0443092957139,0.027818582952,False,False,False,False,False
320089,0,9.57605425356e-06,0.00168208579998,0.0189244970679,False,False,False,False,False
948612,0,0.000106833962491,0.0134730534628,-0.0113659612834,False,False,False,False,False
649976,0,4.35574156654e-06,-0.000537634419743,0.00575284659863,False,False,False,False,False
579992,0,9.56296753429e-06,0.0246526226401,0.0234106183052,False,False,False,False,False
333455,0,5.50979711988e-06,0.0139165008441,0.023290798068,False,False,False,False,False
509744,0,0.00748662697151,0.0342436060309,0.0453048348427,False,False,False,False,False
395599,0,1.83677657333e-05,0.057964399457,0.0199844688177,False,False,False,False,False
424266,0,5.24790766576e-06,0.00575221236795,0.0283288508654,False,False,False,False,False
807940,0,0.00833432748914,0,0.00763194262981,False,False,False,False,False
707376,0,1.51331023517e-05,-0.0383386574686,0.014874599874,False,False,False,False,False
197225,0,3.55834936272e-06,0,0.00332877039909,False,False,False,False,False
889958,0,0.0224340092391,-0.0632318481803,-0.0038635507226,False,False,False,False,False
261198,0,2.62926505457e-06,0.039055403322,0.0274736136198,False,False,False,False,False
960700,0,0.0251014661044,0,-0.00563494116068,False,False,False,False,False
560387,0,5.85193811276e-06,0.0307925287634,0.0212958306074,False,False,False,False,False
278993,0,6.85297709424e-06,0.0379146933556,0.0377473682165,False,False,False,False,False
373205,0,6.70312192597e-06,0.000485672644572,0.0270070880651,False,False,False,False,False
506652,0,7.94803690951e-06,0.0562130175531,0.0132725834846,False,False,False,False,False
283234,0,0.0388912670314,0.02293202281,0.0373010858893,False,False,False,False,False
675941,0,2.45700039159e-06,-0.00654704170302,-0.00452359393239,False,False,False,False,False
919142,0,0.0011492978083,0.037037037313,-0.0020462423563,False,False,False,False,False
885332,0,0.0221040174365,0.000970873807091,-0.000553078949451,False,False,False,False,False
365818,0,3.98953307013e-06,0.0403071008623,0.0297526270151,False,False,False,False,False
456597,0,1.31567976496e-05,0.067164182663,0.0348872765899,False,False,False,False,False
266745,0,3.26100325765e-06,0.0176767669618,0.013256624341,False,False,False,False,False
87986,0,3.26589861288e-06,-0.016113743186,0.000403396785259,False,False,False,False,False
406034,0,1.1615558833e-05,0.0332072302699,0.0229903757572,False,False,False,False,False
128339,0,6.43061230221e-06,-0.0102040814236,0.00667110085487,False,False,False,False,False
267199,0,2.58121281149e-06,0.0530179440975,0.0250055044889,False,False,False,False,False
918767,0,7.01163953636e-05,0.0386965386569,0.00250968337059,False,False,False,False,False
680420,0,7.2202587944e-06,-0.0591138936579,-0.00313632562757,False,False,False,False,False
232516,0,2.21194954975e-06,0,0.0115752890706,False,False,False,False,False
205776,0,9.21042646951e-06,0.0128712868318,-0.00237281620502,False,False,False,False,False
787673,0,0.000231641577557,0.0659637749195,0.214900016785,False,False,False,False,False
550754,0,4.9264494919e-06,0.0334029234946,0.0219043940306,False,False,False,False,False
785192,0,0.00631134957075,-0.0202922075987,0.0410198569298,False,False,False,False,False
51726,0,4.04116690333e-06,0,0.00346423685551,False,False,False,False,False
11631,0,4.44587567472e-06,0.0191605836153,0.000387474894524,False,False,False,False,False
789626,0,8.28806696518e-06,0,-0.0389664880931,False,False,False,False,False
248372,0,7.65420463722e-06,-0.0103004295379,0.0064115151763,False,False,False,False,False
108223,0,3.8014452457e-06,-0.035618878901,0.00447293370962,False,False,False,False,False
486590,0,3.91530884372e-05,0.016722407192,0.0275280550122,False,False,False,False,False
189027,0,2.24339964916e-06,-0.0222617983818,0.00214600563049,False,False,False,False,False
877067,0,0.0263178627938,-0.0230700969696,0.00622315704823,False,False,False,False,False
474692,0,5.35374601895e-06,0.0477773174644,0.0136610642076,False,False,False,False,False
929130,0,1.82338008017e-05,0.00398724060506,0.00548166036606,False,False,False,False,False
100127,0,2.27803939197e-05,0.00385728059337,-0.00373285636306,False,False,False,False,False
133987,0,2.07613197745e-06,0,0.00850950181484,False,False,False,False,False
949244,0,3.94388662244e-05,0.0323827937245,-0.00334338098764,False,False,False,False,False
615125,0,8.27177700558e-06,-0.0343839526176,-0.00283372402191,False,False,False,False,False
891157,0,0.0227967556566,-0.0277296360582,0.00503847748041,False,False,False,False,False
757990,0,0.000190484512132,-0.0118694361299,0.0339209362864,False,False,False,False,False
73453,0,2.64127561422e-06,0,0.000272698700428,False,False,False,False,False
567780,0,8.4440162027e-06,0.00312500004657,0.0207035392523,False,False,False,False,False
519014,0,1.13248224807e-05,0.0316455699503,0.0314560085535,False,False,False,False,False
822577,0,5.93540607952e-05,0,0.014500066638,False,False,False,False,False
355044,0,5.07281129103e-06,0.00982142891735,0.0133718699217,False,False,False,False,False
21492,0,6.03664921073e-06,-0.000889679708052,-0.0108612887561,False,False,False,False,False
300846,0,3.20126810038e-06,0.0161839872599,0.0226935967803,False,False,False,False,False
410129,0,0.000165844146977,0.00401785736904,0.0424338281155,False,False,False,False,False
424788,0,1.37116712722e-05,0.0284167788923,0.0322474762797,False,False,False,False,False
107354,0,3.46071533386e-06,0.0609981529415,0.00354793667793,False,False,False,False,False
782523,0,0.00792885944247,0.0199275370687,0.0378046557307,False,False,False,False,False
958024,0,0.00393350701779,0,-0.00735979154706,False,False,False,False,False
898175,0,0.066401027143,0,0.0141200497746,False,False,False,False,False
283126,0,5.65326899959e-06,0.0189530681819,0.0154383927584,False,False,False,False,False
395438,0,1.2699340914e-05,0.0228865016252,0.0178688690066,False,False,False,False,False
850000,0,0.01409235131,0.051676530391,0.00261032581329,False,False,False,False,False
52021,0,0.000104958315205,-0.0126689188182,0.0525609701872,False,False,False,False,False
718471,0,2.82876808342e-05,-0.0675742551684,-0.0326705053449,False,False,False,False,False
914396,0,0.0201969649643,0.0485040806234,0.0548170506954,False,False,False,False,False
760236,0,0.00152962468565,0,0.0266204327345,False,False,False,False,False
615032,0,3.16150794788e-06,0.0058626467362,0.00202019512653,False,False,False,False,False
349785,0,3.19362925438e-06,0.0241264551878,0.0301613882184,False,False,False,False,False
834131,0,0.00679368618876,-0.0159616917372,-0.00192229449749,False,False,False,False,False
207016,0,4.66415349365e-06,0.304672896862,0.283570379019,False,False,False,False,False
825185,0,3.20860744978e-05,0.111060537398,0.0184381455183,False,False,False,False,False
223289,0,0.00145957188215,0.0535876490176,0.0639326125383,False,False,False,False,False
796749,0,0.00297673046589,0,0.0324450880289,False,False,False,False,False
539045,0,6.38531128061e-06,0.02071291022,0.0291969031096,False,False,False,False,False
761312,0,0.00016999473155,-0.00956215430051,0.0568793565035,False,False,False,False,False
381559,0,3.22880441672e-05,-0.00753295654431,0.0273826420307,False,False,False,False,False
345457,0,9.73086862359e-05,0.0498188398778,0.0275394096971,False,False,False,False,False
109580,0,3.96839732275e-06,-0.0361328125,-0.0104473754764,False,False,False,False,False
622117,0,3.09989786729e-06,-0.00537634408101,0.00800884515047,False,False,False,False,False
285518,0,2.93545394925e-06,0.0250671450049,0.0205550193787,False,False,False,False,False
699700,0,5.57133716939e-06,-0.0284715276212,0.0182327851653,False,False,False,False,False
957062,0,0.000113331705506,0.0137755097821,-0.00425914674997,False,False,False,False,False
605712,0,0.000360860663932,-0.0192752499133,0.015609703958,False,False,False,False,False
881748,0,0.0739581212401,-0.0231316722929,0.00470710545778,False,False,False,False,False
884608,0,0.0673791915178,0.00811359006912,0.00944200158119,False,False,False,False,False
872531,0,0.078594148159,0.00601374590769,-0.00388164818287,False,False,False,False,False
411573,0,9.14196698432e-06,0.0165400095284,0.0321278646588,False,False,False,False,False
611450,0,2.68663848146e-06,-0.0204808544368,0.00827111303806,False,False,False,False,False
811914,0,0.0026123158168,-0.00623608008027,0.0195909962058,False,False,False,False,False
902399,0,0.0239089634269,-0.055166374892,0.011014200747,False,False,False,False,False
895182,0,0.0678481981158,0,0.012491196394,False,False,False,False,False
464311,0,1.78980244527e-05,0.0278716217726,0.0347826331854,False,False,False,False,False
324544,0,2.62775301962e-05,0.0514905154705,0.0193225517869,False,False,False,False,False
399970,0,7.95067971922e-05,-0.00280373822898,0.0392211079597,False,False,False,False,False
113595,0,6.21202998445e-05,0.0310077518225,0.0103948116302,False,False,False,False,False
734657,0,0.000439368537627,0,0.0428140386939,False,False,False,False,False
340496,0,5.24042616235e-06,0.0427947603166,0.0236402153969,False,False,False,False,False
837264,0,7.51733314246e-05,0.136275455356,0.0189935863018,False,False,False,False,False
695717,0,1.15275961434e-05,0.0326320305467,-0.00443186983466,False,False,False,False,False
468516,0,7.43670680095e-05,0.020108923316,0.0322960242629,False,False,False,False,False
670933,0,2.71671365226e-06,0.00280112051405,-0.00477543845773,False,False,False,False,False
638744,0,4.32149090557e-06,-0.0297555793077,0.0247405916452,False,False,False,False,False
123056,0,6.67202448312e-06,0.0439999997616,0.000601708889008,False,False,False,False,False
655462,0,8.80854277057e-05,0.0227272734046,0.0254023522139,False,False,False,False,False
755066,0,0.000103891950857,0,-0.00169562548399,False,False,False,False,False
79817,0,3.59583282261e-06,-0.00922818761319,0.00119529664516,False,False,False,False,False
24941,0,1.10134869828e-05,0,0.00855331122875,False,False,False,False,False
561952,0,0.00123245548457,0.0919842347503,0.0649369508028,False,False,False,False,False
77347,0,7.64813739806e-05,0.0301391035318,0.0114808753133,False,False,False,False,False
775308,0,0.000829125288874,0,0.0141830965877,False,False,False,False,False
964395,0,0.0103088114411,0.0372353978455,-0.00375072285533,False,False,False,False,False
158911,0,3.64759944205e-06,-0.0311149526387,-0.00183073431253,False,False,False,False,False
44791,0,6.68360189593e-06,-0.0118289357051,0.00183109939098,False,False,False,False,False
296530,0,0.00541143817827,0.102076128125,0.0315383598208,False,False,False,False,False
847310,0,5.3924984968e-05,0.0189726985991,0.00606301426888,False,False,False,False,False
678512,0,5.63469347981e-06,-0.0215053763241,-0.0041290409863,False,False,False,False,False
584494,0,0.000218273053179,-0.0179948583245,0.032549098134,False,False,False,False,False
327914,0,6.34344951322e-06,0.0345423147082,0.0170235261321,False,False,False,False,False
167069,0,2.87321745418e-05,0.0427280180156,-0.00483775511384,False,False,False,False,False
820384,0,0.021221306175,0.0016625104472,0.013738296926,False,False,False,False,False
366648,0,3.48116850546e-06,0.0083682006225,0.0149979516864,False,False,False,False,False
153813,0,1.29154632305e-05,0.0310932807624,0.0138027444482,False,False,False,False,False
91741,0,2.12634904528e-06,0,0.00660672038794,False,False,False,False,False
425562,0,8.65805395733e-06,0.0553306341171,0.020485907793,False,False,False,False,False
678622,0,2.85263536171e-06,-0.00905700586736,-0.00600973889232,False,False,False,False,False
417114,0,7.0082678576e-06,0.0395039059222,0.0355286374688,False,False,False,False,False
19229,0,2.28300018534e-06,-0.0192864034325,-0.00634981691837,False,False,False,False,False
718387,0,7.59051272325e-06,0.0264393370599,-0.0230256319046,False,False,False,False,False
217087,0,1.40223537528e-05,0.041131105274,0.0154910236597,False,False,False,False,False
40536,0,0.000193854983081,0.0899653956294,0.0579506084323,False,False,False,False,False
396833,0,7.35004505259e-05,0.0184956844896,0.0219805315137,False,False,False,False,False
520952,0,3.65310688721e-06,-0.0282973628491,0.0275114402175,False,False,False,False,False
567603,0,0.000299756909953,-0.0377890579402,0.0351741537452,False,False,False,False,False
502951,0,7.69431881054e-06,-0.0266535039991,0.0295203477144,False,False,False,False,False
121512,0,3.20155822919e-06,0.0156826563179,-0.00336240977049,False,False,False,False,False
473170,0,2.3621472792e-05,-0.00706090033054,0.0377987474203,False,False,False,False,False
486036,0,6.85877012074e-06,0.0314406380057,0.0228793397546,False,False,False,False,False
266664,0,3.28067676492e-06,0.00841750856489,0.0144536495209,False,False,False,False,False
432094,0,6.57466989651e-06,0.0472234375775,0.0339518338442,False,False,False,False,False
254492,0,1.39371104524e-05,0.00962861068547,0.0079630240798,False,False,False,False,False
701125,0,3.2152595395e-06,-0.0110831232741,0.00239580869675,False,False,False,False,False
340773,0,3.6574434489e-05,0.0494233928621,0.0393481627107,False,False,False,False,False
816323,0,0.00124681019224,0,-0.00160591304302,False,False,False,False,False
540170,0,3.14981934935e-06,0.0157992560416,0.0296445712447,False,False,False,False,False
722934,0,4.00505996367e-06,0.0425811074674,-0.00088207423687,False,False,False,False,False
10678,0,0.000130459549837,0.0379746817052,0.050081692636,False,False,False,False,False
306603,0,6.17895511823e-06,0.0200181975961,0.00874619930983,False,False,False,False,False
736795,0,0.00071141886292,0,0.0147909969091,False,False,False,False,False
136882,0,3.83768519896e-06,0.0157325472683,0.00730185955763,False,False,False,False,False
115259,0,2.56854036706e-05,-0.0047846888192,0.0255694687366,False,False,False,False,False
941865,0,0.0046955854632,0.0394853577018,-4.59551811218e-05,False,False,False,False,False
513221,0,7.63407751947e-06,0.0128521993756,0.0167832002044,False,False,False,False,False
24409,0,2.90036132355e-06,0.0365344472229,0.0289375334978,False,False,False,False,False
830538,0,0.0096743684262,0,0.00781651586294,False,False,False,False,False
378217,0,1.51245885718e-05,0.00249791843817,0.0260192006826,False,False,False,False,False
720351,0,1.12031711978e-05,-0.0610059760511,-0.0393469408154,False,False,False,False,False
722332,0,4.8916367632e-06,0.0196586232632,-0.00417980179191,False,False,False,False,False
390657,0,5.88466582485e-06,0.0231362469494,0.0318876951933,False,False,False,False,False
323927,0,2.33806713368e-06,0.0462427735329,0.0257298797369,False,False,False,False,False
22106,0,1.36709622893e-05,0,0.00239863246679,False,False,False,False,False
446060,0,0.023018181324,0.0388059690595,0.0524784699082,False,False,False,False,False
508409,0,5.91941670791e-06,0.0485714301467,0.0294972583652,False,False,False,False,False
593887,0,3.59178511644e-06,-0.00247279927135,0.0237829089165,False,False,False,False,False
166244,0,9.11986626306e-06,-0.0446168780327,-0.0146345309913,False,False,False,False,False
764045,0,0.00716529879719,0.0553505532444,0.0711290240288,False,False,False,False,False
846357,0,7.97780558059e-06,0,-0.00146648287773,False,False,False,False,False
153609,0,2.79547134596e-06,0.0120378332213,0.0641490221024,False,False,False,False,False
862948,0,0.000659560319036,0,-0.00673669204116,False,False,False,False,False
931452,0,0.00195235747378,0.0829307585955,0.025460422039,False,False,False,False,False
320996,0,4.25455345976e-06,0.0214861240238,0.0167960301042,False,False,False,False,False
80197,0,4.47709726359e-06,0.00599828641862,0.00355356931686,False,False,False,False,False
210425,0,0.000476415967569,0,-0.00680263713002,False,False,False,False,False
11761,0,8.7582056949e-06,0.00379506638274,0.00648577511311,False,False,False,False,False
43339,0,3.28353735313e-06,-0.00350262690336,0.0371223688126,False,False,False,False,False
164135,0,3.98139945901e-06,-0.00726392259821,0.0161149278283,False,False,False,False,False
899418,0,0.0393638275564,-0.00615655211732,0.0381368622184,False,False,False,False,False
20318,0,5.65434784221e-05,0.0358422957361,-0.00142402946949,False,False,False,False,False
531688,0,7.29552120902e-05,-0.000499500485603,0.0202027931809,False,False,False,False,False
626203,0,6.02060890742e-06,0.0341356657445,0.000743791460991,False,False,False,False,False
940119,0,0.000440056377556,0,-0.0161136053503,False,False,False,False,False
925385,0,0.000241921923589,0.0264840181917,0.00751578807831,False,False,False,False,False
863450,0,0.0329730585217,0,-0.00204088538885,False,False,False,False,False
93813,0,1.2478230019e-05,0.015676567331,0.00505551695824,False,False,False,False,False
279968,0,7.76132656028e-05,0.0918727889657,0.0349794402719,False,False,False,False,False
338250,0,1.17986892292e-05,-0.03565768525,0.0349421799183,False,False,False,False,False
262590,0,0.000172396743437,-0.0066170389764,0.00688441842794,False,False,False,False,False
831930,0,0.00858513638377,0,0.0443605706096,False,False,False,False,False
692137,0,1.15275961434e-05,0.0132309002802,-0.00443186983466,False,False,False,False,False
429336,0,8.41464225232e-06,0.00338266394101,0.0269332453609,False,False,False,False,False
17412,0,2.18156424125e-06,-0.0194420963526,0.00997348129749,False,False,False,False,False
259092,0,1.36175340231e-05,0.0637522786856,0.0328832343221,False,False,False,False,False
663,0,2.03479203265e-06,0,0.00668782740831,False,False,False,False,False
68354,0,4.88512387165e-06,0.00434782588854,0.173969343305,False,False,False,False,False
121010,0,7.41042458685e-06,-0.0150517402217,-0.00796503573656,False,False,False,False,False
795626,0,6.77444040775e-05,0,0.0158649757504,False,False,False,False,False
520516,0,3.91808907807e-06,0.0253605172038,0.0213446393609,False,False,False,False,False
875102,0,0.0657175183296,-0.00446428591385,0.0168417170644,False,False,False,False,False
813718,0,0.0115742636845,0,0.0542777180672,False,False,False,False,False
375600,0,1.45160302054e-05,0.0426287762821,0.0338950455189,False,False,False,False,False
316664,0,4.73356567454e-06,0.0288028810173,0.028462998569,False,False,False,False,False
133069,0,5.5450354921e-06,-0.00775862066075,-0.00121146440506,False,False,False,False,False
338597,0,5.59846284887e-06,0.105517908931,0.0214449316263,False,False,False,False,False
900735,0,0.022692753002,0,0.0174071937799,False,False,False,False,False
779971,0,3.44790691997e-06,-0.0710659921169,0.00388279557228,False,False,False,False,False
659643,0,2.92133936455e-05,-0.0118438759819,0.0147530734539,False,False,False,False,False
377850,0,0.000106635598058,0.010743801482,0.018579185009,False,False,False,False,False
383803,0,7.23397442925e-06,0.031620554626,0.0246056616306,False,False,False,False,False
40916,0,0.000114354515972,-0.00275735300966,-0.0102166384459,False,False,False,False,False
480489,0,0.000173640801222,0.00805305503309,0.0301796197891,False,False,False,False,False
671222,0,4.68538337373e-06,-0.0392386540771,-0.00194285809994,False,False,False,False,False
550384,0,9.46581712924e-06,0.0283752866089,0.0308972299099,False,False,False,False,False
871044,1,0.0739581212401,0,0.00470710545778,False,False,False,False,False
232657,0,2.77907588497e-06,0.0343671403825,-2.4601817131e-05,False,False,False,False,False
347246,0,1.46347047121e-05,0.017283950001,0.02369171381,False,False,False,False,False
76755,0,6.13259908278e-05,-0.0033955858089,0.0156812146306,False,False,False,False,False
44336,0,3.75910349248e-06,0,0.00657933950424,False,False,False,False,False
438411,0,8.51188269735e-06,0.0347129516304,0.0206950381398,False,False,False,False,False
743634,0,6.80588163959e-06,0,-0.00321241468191,False,False,False,False,False
513118,0,9.37569711823e-06,0.0172173101455,0.0298432931304,False,False,False,False,False
776232,0,8.35330956761e-06,0.0472972989082,0.00343003123999,False,False,False,False,False
347582,0,2.63864967565e-06,0.000888099486474,0.0286292731762,False,False,False,False,False
197337,0,6.33189984001e-06,-0.0322314053774,-0.00832019746304,False,False,False,False,False
11762,0,7.02594797986e-06,-0.0142314992845,-0.0118883885443,False,False,False,False,False
180395,0,3.69582994608e-06,0.286604374647,0.275935292244,False,False,False,False,False
150874,0,2.21003483603e-06,0,0.0100633427501,False,False,False,False,False
786057,0,0.00041840079939,0,0.149444937706,False,False,False,False,False
