alias_row_id,candidate_id,method,method_alias,context_id,map,agents,budget_ms,materialization_status,direct_cpp_runtime_export_required,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g545_alias_00000010,repair5g545_generated_theta_00001107,repair5g518_grid_c0p00_b0p5_f1p22_w1p75_dc1p00_df1p00_beta0p08_max1p5_c0,repair5g545_generated_theta_00001107__b2000__i2,000000e8eeaf1388,warehouse-10-20-10-2-1,50,2000,temporary_grid_alias_created,False,0,1.75,0.5,0.233468416922,1.75,1.21835002836,1.25,1,1,0.5,1.5,0.0823474357665,1.5,0.25,10.8023612751,1,0,0,False,False,False,False,False
g545_alias_00000011,repair5g545_generated_theta_00001111,repair5g518_grid_c0p00_b0p5_f1p27_w1p75_dc1p00_df1p00_beta0p11_max1p5_c0,repair5g545_generated_theta_00001111__b2000__i2,000000e8eeaf1388,warehouse-10-20-10-2-1,50,2000,temporary_grid_alias_created,False,0,1.75,0.5,0.205619504383,1.75,1.26727300223,1.25,1,1,0.5,1.5,0.108442312507,1.5,0.25,10.82818705,1,0,0,False,False,False,False,False
g545_alias_00000012,repair5g545_generated_theta_00001110,repair5g518_grid_c0p00_b0p5_f1p22_w1p75_dc1p00_df1p00_beta0p12_max1p5_c0,repair5g545_generated_theta_00001110__b2000__i2,000000e8eeaf1388,warehouse-10-20-10-2-1,50,2000,temporary_grid_alias_created,False,0,1.75,0.5,0.247264701079,1.75,1.22493751307,1.25,1,1,0.5,1.5,0.12035012759,1.5,0.263147799871,10.8075131188,1,0,0,False,False,False,False,False
g545_alias_00000013,repair5g545_generated_theta_00001106,repair5g518_grid_c0p00_b0p5_f1p23_w1p75_dc1p00_df1p00_beta0p15_max1p5_c0,repair5g545_generated_theta_00001106__b2000__i2,000000e8eeaf1388,warehouse-10-20-10-2-1,50,2000,temporary_grid_alias_created,False,0,1.75,0.5,0.197043440194,1.75,1.2341458306,1.25,1,1,0.5,1.5,0.152482182583,1.5,0.268958353406,10.5011669556,1,0,0,False,False,False,False,False
g545_alias_00000014,repair5g545_generated_theta_00001104,repair5g518_grid_c0p00_b0p5_f1p25_w1p75_dc1p00_df1p00_beta0p15_max1p5_c0,repair5g545_generated_theta_00001104__b2000__i2,000000e8eeaf1388,warehouse-10-20-10-2-1,50,2000,temporary_grid_alias_created,False,0,1.75,0.5,0.252272292636,1.75,1.24971038921,1.25,1,1,0.5,1.5,0.150406923853,1.5,0.251354853635,10.5615525139,1,0,0,False,False,False,False,False
g545_alias_00000015,repair5g545_generated_theta_00001109,repair5g518_grid_c0p00_b0p5_f1p26_w1p75_dc1p00_df1p00_beta0p17_max1p5_c0,repair5g545_generated_theta_00001109__b2000__i2,000000e8eeaf1388,warehouse-10-20-10-2-1,50,2000,temporary_grid_alias_created,False,0,1.75,0.5,0.252517065407,1.75,1.26195292732,1.25,1,1,0.5,1.5,0.168312025269,1.5,0.25767165909,10.6887992626,1,0,0,False,False,False,False,False
g545_alias_00000016,repair5g545_generated_theta_00004656,repair5g518_grid_c1p5_b0p5_f1p5_w1p75_dc1p00_df1p00_beta0p00_max1p5_c0,repair5g545_generated_theta_00004656__b2000__i2,0000011ae6d61422,maze-32-32-4,50,2000,temporary_grid_alias_created,False,1.5,1.75,0.5,1.25,1.75,1.5,1.25,1,1,1.38337000395,1.5,0,1.5,0.25,10.9367780321,1,0,0,False,False,False,False,False
g545_alias_00000017,repair5g545_generated_theta_00004657,repair5g518_grid_c1p5_b0p5_f1p5_w1p75_dc1p00_df1p00_beta0p00_max1p5_c0,repair5g545_generated_theta_00004657__b2000__i2,0000011ae6d61422,maze-32-32-4,50,2000,temporary_grid_alias_created,False,1.5,1.75,0.5,1.25,1.75,1.5,1.25,1,1,1.38691962733,1.5,0,1.5,0.25,11.2284299952,1,0,0,False,False,False,False,False
g545_alias_00000018,repair5g545_generated_theta_00004658,repair5g518_grid_c1p5_b0p5_f1p5_w1p75_dc1p00_df1p00_beta0p00_max1p5_c0,repair5g545_generated_theta_00004658__b2000__i2,0000011ae6d61422,maze-32-32-4,50,2000,temporary_grid_alias_created,False,1.5,1.75,0.5,1.25,1.75,1.5,1.25,1,1,1.36209923443,1.5,0,1.5,0.25,11.0301134715,1,0,0,False,False,False,False,False
g545_alias_00000019,repair5g545_generated_theta_00004659,repair5g518_grid_c1p5_b0p5_f1p5_w1p75_dc1p00_df1p00_beta0p00_max1p5_c0,repair5g545_generated_theta_00004659__b2000__i2,0000011ae6d61422,maze-32-32-4,50,2000,temporary_grid_alias_created,False,1.5,1.75,0.5,1.25,1.75,1.5,1.25,1,1,1.42975547881,1.5,0,1.5,0.25,11.0694761705,1,0,0,False,False,False,False,False
g545_alias_00000020,repair5g545_generated_theta_00004660,repair5g518_grid_c1p5_b0p5_f1p5_w1p75_dc1p00_df1p00_beta0p00_max1p5_c0,repair5g545_generated_theta_00004660__b2000__i2,0000011ae6d61422,maze-32-32-4,50,2000,temporary_grid_alias_created,False,1.5,1.75,0.5,1.25,1.75,1.5,1.25,1,1,1.34420664356,1.5,0,1.5,0.25,10.986390063,1,0,0,False,False,False,False,False
g545_alias_00000021,repair5g545_generated_theta_00004661,repair5g518_grid_c1p5_b0p5_f1p5_w1p75_dc1p00_df1p00_beta0p00_max1p5_c0,repair5g545_generated_theta_00004661__b2000__i2,0000011ae6d61422,maze-32-32-4,50,2000,temporary_grid_alias_created,False,1.5,1.75,0.5,1.25,1.75,1.5,1.25,1,1,1.34840210086,1.5,0,1.5,0.25,11.1266335865,1,0,0,False,False,False,False,False
g545_alias_00000022,repair5g545_generated_theta_00004662,repair5g518_grid_c1p5_b0p5_f1p5_w1p75_dc1p00_df1p00_beta0p00_max1p5_c0,repair5g545_generated_theta_00004662__b2000__i2,0000011ae6d61422,maze-32-32-4,50,2000,temporary_grid_alias_created,False,1.5,1.75,0.5,1.25,1.75,1.5,1.25,1,1,1.37677924866,1.5,0,1.5,0.25,10.991219366,1,0,0,False,False,False,False,False
g545_alias_00000023,repair5g545_generated_theta_00004663,repair5g518_grid_c1p5_b0p5_f1p5_w1p75_dc1p00_df1p00_beta0p00_max1p5_c0,repair5g545_generated_theta_00004663__b2000__i2,0000011ae6d61422,maze-32-32-4,50,2000,temporary_grid_alias_created,False,1.5,1.75,0.5,1.25,1.75,1.5,1.25,1,1,1.37523732391,1.5,0,1.5,0.25,11.0898405288,1,0,0,False,False,False,False,False
g545_alias_00000024,repair5g545_generated_theta_00002300,repair5g518_grid_c0p00_b0p5_f1p5_w1p75_dc1p00_df1p00_beta0p00_max0p25_c0,repair5g545_generated_theta_00002300__b1000__i2,0000015f5fa7afef,maze-32-32-4,100,1000,temporary_grid_alias_created,False,0,1.75,0.5,1.25,1.75,1.5,1.25,1,1,0.5,1.5,0,0.25,1,10.4416369102,1,0,0,False,False,False,False,False
g545_alias_00000025,repair5g545_generated_theta_00002303,repair5g518_grid_c0p08_b0p5_f1p5_w1p75_dc1p00_df1p00_beta0p00_max0p25_c0,repair5g545_generated_theta_00002303__b1000__i2,0000015f5fa7afef,maze-32-32-4,100,1000,temporary_grid_alias_created,False,0.0752589291864,1.75,0.5,1.25,1.75,1.5,1.25,1,1,0.5,1.5,0,0.25,1,10.4869189372,1,0,0,False,False,False,False,False
g545_alias_00000026,repair5g545_generated_theta_00002301,repair5g518_grid_c0p11_b0p5_f1p5_w1p75_dc1p00_df1p00_beta0p00_max0p25_c0,repair5g545_generated_theta_00002301__b1000__i2,0000015f5fa7afef,maze-32-32-4,100,1000,temporary_grid_alias_created,False,0.105693087265,1.75,0.5,1.25,1.75,1.5,1.25,1,1,0.5,1.5,0,0.25,1,10.6261284628,1,0,0,False,False,False,False,False
g545_alias_00000027,repair5g545_generated_theta_00002297,repair5g518_grid_c0p13_b0p5_f1p5_w1p75_dc1p00_df1p00_beta0p00_max0p25_c0,repair5g545_generated_theta_00002297__b1000__i2,0000015f5fa7afef,maze-32-32-4,100,1000,temporary_grid_alias_created,False,0.125723777768,1.75,0.5,1.25,1.75,1.5,1.25,1,1,0.5,1.5,0,0.25,1,10.5498902573,1,0,0,False,False,False,False,False
g545_alias_00000028,repair5g545_generated_theta_00002302,repair5g518_grid_c0p14_b0p5_f1p5_w1p75_dc1p00_df1p00_beta0p00_max0p25_c0,repair5g545_generated_theta_00002302__b1000__i2,0000015f5fa7afef,maze-32-32-4,100,1000,temporary_grid_alias_created,False,0.138405353157,1.75,0.5,1.25,1.75,1.5,1.25,1,1,0.5,1.5,0,0.25,1,10.505189545,1,0,0,False,False,False,False,False
g545_alias_00000029,repair5g545_generated_theta_00002298,repair5g518_grid_c0p15_b0p5_f1p5_w1p75_dc1p00_df1p00_beta0p00_max0p25_c0,repair5g545_generated_theta_00002298__b1000__i2,0000015f5fa7afef,maze-32-32-4,100,1000,temporary_grid_alias_created,False,0.145160250279,1.75,0.5,1.25,1.75,1.5,1.25,1,1,0.5,1.5,0,0.25,1,10.7540500653,1,0,0,False,False,False,False,False
g545_alias_00000030,repair5g545_generated_theta_00002296,repair5g518_grid_c0p16_b0p5_f1p5_w1p75_dc1p00_df1p00_beta0p00_max0p25_c0,repair5g545_generated_theta_00002296__b1000__i2,0000015f5fa7afef,maze-32-32-4,100,1000,temporary_grid_alias_created,False,0.164991173275,1.75,0.5,1.25,1.75,1.5,1.25,1,1,0.5,1.5,0,0.25,1,10.517386634,1,0,0,False,False,False,False,False
g545_alias_00000031,repair5g545_generated_theta_00002299,repair5g518_grid_c0p18_b0p5_f1p5_w1p75_dc1p00_df1p00_beta0p00_max0p25_c0,repair5g545_generated_theta_00002299__b1000__i2,0000015f5fa7afef,maze-32-32-4,100,1000,temporary_grid_alias_created,False,0.176060345114,1.75,0.5,1.25,1.75,1.5,1.25,1,1,0.5,1.5,0,0.25,1,10.4113406269,1,0,0,False,False,False,False,False
g545_alias_00000032,repair5g545_generated_theta_00004815,repair5g518_grid_c1p5_b0p5_f1p5_w1p75_dc1p00_df1p00_beta0p00_max1p06_c0,repair5g545_generated_theta_00004815__b2000__i2,000001644fc41af1,maze-32-32-4,50,2000,temporary_grid_alias_created,False,1.5,1.75,0.5,1.25,1.75,1.5,1.25,1,1,1.36558649383,1.5,0,1.05763923435,0.25,11.4339874383,1,0,0,False,False,False,False,False
g545_alias_00000033,repair5g545_generated_theta_00004814,repair5g518_grid_c1p5_b0p5_f1p5_w1p75_dc1p00_df1p00_beta0p00_max1p08_c0,repair5g545_generated_theta_00004814__b2000__i2,000001644fc41af1,maze-32-32-4,50,2000,temporary_grid_alias_created,False,1.5,1.75,0.5,1.25,1.75,1.5,1.25,1,1,1.33408639956,1.5,0,1.07724301699,0.25,11.0593768966,1,0,0,False,False,False,False,False
g545_alias_00000034,repair5g545_generated_theta_00004811,repair5g518_grid_c1p5_b0p5_f1p5_w1p75_dc1p00_df1p00_beta0p00_max1p09_c0,repair5g545_generated_theta_00004811__b2000__i2,000001644fc41af1,maze-32-32-4,50,2000,temporary_grid_alias_created,False,1.5,1.75,0.5,1.25,1.75,1.5,1.25,1,1,1.30432062187,1.5,0,1.09225058446,0.25,11.3351566769,1,0,0,False,False,False,False,False
g545_alias_00000035,repair5g545_generated_theta_00004809,repair5g518_grid_c1p5_b0p5_f1p5_w1p75_dc1p00_df1p00_beta0p00_max1p1_c0,repair5g545_generated_theta_00004809__b2000__i2,000001644fc41af1,maze-32-32-4,50,2000,temporary_grid_alias_created,False,1.5,1.75,0.5,1.25,1.75,1.5,1.25,1,1,1.34123667028,1.5,0,1.09672755419,0.25,11.3175869943,1,0,0,False,False,False,False,False
g545_alias_00000036,repair5g545_generated_theta_00004813,repair5g518_grid_c1p5_b0p5_f1p5_w1p75_dc1p00_df1p00_beta0p00_max1p11_c0,repair5g545_generated_theta_00004813__b2000__i2,000001644fc41af1,maze-32-32-4,50,2000,temporary_grid_alias_created,False,1.5,1.75,0.5,1.25,1.75,1.5,1.25,1,1,1.41028050057,1.5,0,1.10634160656,0.25,11.3397484185,1,0,0,False,False,False,False,False
g545_alias_00000037,repair5g545_generated_theta_00004810,repair5g518_grid_c1p5_b0p5_f1p5_w1p75_dc1p00_df1p00_beta0p00_max1p11_c0,repair5g545_generated_theta_00004810__b2000__i2,000001644fc41af1,maze-32-32-4,50,2000,temporary_grid_alias_created,False,1.5,1.75,0.5,1.25,1.75,1.5,1.25,1,1,1.34478180945,1.5,0,1.11283832872,0.25,11.2099191335,1,0,0,False,False,False,False,False
g545_alias_00000038,repair5g545_generated_theta_00004808,repair5g518_grid_c1p5_b0p5_f1p5_w1p75_dc1p00_df1p00_beta0p00_max1p12_c0,repair5g545_generated_theta_00004808__b2000__i2,000001644fc41af1,maze-32-32-4,50,2000,temporary_grid_alias_created,False,1.5,1.75,0.5,1.25,1.75,1.5,1.25,1,1,1.34566330533,1.5,0,1.12219384022,0.25,11.3857179956,1,0,0,False,False,False,False,False
g545_alias_00000039,repair5g545_generated_theta_00004812,repair5g518_grid_c1p5_b0p5_f1p5_w1p75_dc1p00_df1p00_beta0p00_max1p18_c0,repair5g545_generated_theta_00004812__b2000__i2,000001644fc41af1,maze-32-32-4,50,2000,temporary_grid_alias_created,False,1.5,1.75,0.5,1.25,1.75,1.5,1.25,1,1,1.35293633431,1.5,0,1.17521199264,0.25,11.4668114399,1,0,0,False,False,False,False,False
g545_alias_00000040,repair5g545_generated_theta_00004005,repair5g518_grid_c1p5_b0p5_f0p00_w1p75_dc1p00_df0p9_beta0p00_max0p25_c1,repair5g545_generated_theta_00004005__b1000__i2,000002059e222d5c,maze-32-32-4,50,1000,temporary_grid_alias_created,False,1.5,1.75,0.5,1.13467762717,1.75,0,1.25,1,0.9,0.5,0,0,0.25,0.25,9.11573328825,1,0,0,False,False,False,False,False
g545_alias_00000041,repair5g545_generated_theta_00004003,repair5g518_grid_c1p5_b0p5_f0p05_w1p75_dc1p00_df0p9_beta0p00_max0p25_c1,repair5g545_generated_theta_00004003__b1000__i2,000002059e222d5c,maze-32-32-4,50,1000,temporary_grid_alias_created,False,1.5,1.75,0.5,1.16815245988,1.75,0.0543952630144,1.25,1,0.9,0.5,0,0,0.25,0.25,8.92207370713,1,0,0,False,False,False,False,False
g545_alias_00000042,repair5g545_generated_theta_00004006,repair5g518_grid_c1p5_b0p5_f0p00_w1p75_dc1p00_df0p9_beta0p00_max0p25_c1,repair5g545_generated_theta_00004006__b1000__i2,000002059e222d5c,maze-32-32-4,50,1000,temporary_grid_alias_created,False,1.5,1.75,0.5,1.23071041649,1.75,0,1.25,1,0.9,0.5,0,0,0.25,0.25,9.39864720633,1,0,0,False,False,False,False,False
g545_alias_00000043,repair5g545_generated_theta_00004007,repair5g518_grid_c1p5_b0p5_f0p00_w1p75_dc1p00_df0p9_beta0p00_max0p25_c1,repair5g545_generated_theta_00004007__b1000__i2,000002059e222d5c,maze-32-32-4,50,1000,temporary_grid_alias_created,False,1.5,1.75,0.5,1.23467687206,1.75,0.00224174180436,1.25,1,0.9,0.5,0,0,0.25,0.25,9.25860087786,1,0,0,False,False,False,False,False
g545_alias_00000044,repair5g545_generated_theta_00004002,repair5g518_grid_c1p5_b0p5_f0p06_w1p75_dc1p00_df0p9_beta0p00_max0p25_c1,repair5g545_generated_theta_00004002__b1000__i2,000002059e222d5c,maze-32-32-4,50,1000,temporary_grid_alias_created,False,1.5,1.75,0.5,1.20326996121,1.75,0.0646052916663,1.25,1,0.9,0.5,0,0,0.25,0.25,9.12332717573,1,0,0,False,False,False,False,False
g545_alias_00000045,repair5g545_generated_theta_00004004,repair5g518_grid_c1p5_b0p5_f0p03_w1p75_dc1p00_df0p9_beta0p00_max0p25_c1,repair5g545_generated_theta_00004004__b1000__i2,000002059e222d5c,maze-32-32-4,50,1000,temporary_grid_alias_created,False,1.5,1.75,0.5,1.25,1.75,0.0348611228446,1.25,1,0.9,0.5,0,0,0.25,0.25,9.04050494625,1,0,0,False,False,False,False,False
g545_alias_00000046,repair5g545_generated_theta_00004001,repair5g518_grid_c1p5_b0p5_f0p11_w1p75_dc1p00_df0p9_beta0p00_max0p25_c1,repair5g545_generated_theta_00004001__b1000__i2,000002059e222d5c,maze-32-32-4,50,1000,temporary_grid_alias_created,False,1.5,1.75,0.5,1.25,1.75,0.105084102157,1.25,1,0.9,0.5,0,0,0.25,0.25,9.09378815858,1,0,0,False,False,False,False,False
g545_alias_00000047,repair5g545_generated_theta_00004000,repair5g518_grid_c1p5_b0p5_f0p12_w1p75_dc1p00_df0p9_beta0p00_max0p25_c1,repair5g545_generated_theta_00004000__b1000__i2,000002059e222d5c,maze-32-32-4,50,1000,temporary_grid_alias_created,False,1.5,1.75,0.5,1.24360880231,1.75,0.11687934187,1.25,1,0.9,0.5,0,0,0.25,0.25,9.17350919828,1,0,0,False,False,False,False,False
g545_alias_00000048,repair5g545_generated_theta_00004035,repair5g518_grid_c1p5_b0p5_f0p54_w1p75_dc1p00_df0p9_beta0p00_max0p25_c0,repair5g545_generated_theta_00004035__b1000__i2,000002373f613e63,maze-32-32-4,50,1000,temporary_grid_alias_created,False,1.5,1.75,0.5,1.25,1.75,0.53605653668,1.25,1,0.9,0.5,0.345108181369,0,0.25,0.25,9.10924333068,1,0,0,False,False,False,False,False
g545_alias_00000049,repair5g545_generated_theta_00004033,repair5g518_grid_c1p5_b0p5_f0p44_w1p75_dc1p00_df0p9_beta0p00_max0p25_c0,repair5g545_generated_theta_00004033__b1000__i2,000002373f613e63,maze-32-32-4,50,1000,temporary_grid_alias_created,False,1.5,1.75,0.5,1.25,1.75,0.4424611017,1.25,1,0.9,0.5,0.328575617956,0,0.25,0.25,8.83752527092,1,0,0,False,False,False,False,False
g545_alias_00000050,repair5g545_generated_theta_00004036,repair5g518_grid_c1p5_b0p5_f0p58_w1p75_dc1p00_df0p9_beta0p00_max0p25_c0,repair5g545_generated_theta_00004036__b1000__i2,000002373f613e63,maze-32-32-4,50,1000,temporary_grid_alias_created,False,1.5,1.75,0.5,1.25,1.75,0.579057048519,1.25,1,0.9,0.5,0.304217683412,0,0.25,0.25,9.03694311853,1,0,0,False,False,False,False,False
g545_alias_00000051,repair5g545_generated_theta_00004039,repair5g518_grid_c1p5_b0p5_f0p47_w1p75_dc1p00_df0p9_beta0p00_max0p25_c0,repair5g545_generated_theta_00004039__b1000__i2,000002373f613e63,maze-32-32-4,50,1000,temporary_grid_alias_created,False,1.5,1.75,0.5,1.25,1.75,0.470128848833,1.25,1,0.9,0.5,0.298849007045,0,0.25,0.25,8.99435857918,1,0,0,False,False,False,False,False
g545_alias_00000052,repair5g545_generated_theta_00004038,repair5g518_grid_c1p5_b0p5_f0p51_w1p75_dc1p00_df0p9_beta0p00_max0p25_c0,repair5g545_generated_theta_00004038__b1000__i2,000002373f613e63,maze-32-32-4,50,1000,temporary_grid_alias_created,False,1.5,1.75,0.5,1.25,1.75,0.512088334295,1.25,1,0.9,0.5,0.265804609066,0,0.25,0.25,8.93183162675,1,0,0,False,False,False,False,False
g545_alias_00000053,repair5g545_generated_theta_00004037,repair5g518_grid_c1p5_b0p5_f0p52_w1p75_dc1p00_df0p9_beta0p00_max0p25_c0,repair5g545_generated_theta_00004037__b1000__i2,000002373f613e63,maze-32-32-4,50,1000,temporary_grid_alias_created,False,1.5,1.75,0.5,1.25,1.75,0.5202885288,1.25,1,0.9,0.5,0.242259543017,0,0.25,0.25,8.9936873653,1,0,0,False,False,False,False,False
g545_alias_00000054,repair5g545_generated_theta_00004034,repair5g518_grid_c1p5_b0p5_f0p59_w1p75_dc1p00_df0p9_beta0p00_max0p25_c0,repair5g545_generated_theta_00004034__b1000__i2,000002373f613e63,maze-32-32-4,50,1000,temporary_grid_alias_created,False,1.5,1.75,0.5,1.25,1.75,0.590785046401,1.25,1,0.9,0.5,0.243230451141,0,0.25,0.25,9.1770050162,1,0,0,False,False,False,False,False
g545_alias_00000055,repair5g545_generated_theta_00004032,repair5g518_grid_c1p5_b0p5_f0p52_w1p75_dc1p00_df0p9_beta0p00_max0p25_c0,repair5g545_generated_theta_00004032__b1000__i2,000002373f613e63,maze-32-32-4,50,1000,temporary_grid_alias_created,False,1.5,1.75,0.5,1.25,1.75,0.516346267318,1.25,1,0.9,0.5,0.22571609923,0,0.25,0.25,8.80505596783,1,0,0,False,False,False,False,False
g545_alias_00000056,repair5g545_generated_theta_00002148,repair5g518_grid_c0p09_b0p5_f1p5_w1p75_dc1p00_df1p00_beta0p00_max0p25_c0,repair5g545_generated_theta_00002148__b1000__i2,0000025aef7c48fb,maze-32-32-4,100,1000,temporary_grid_alias_created,False,0.0857380787781,1.75,0.5,1.25,1.75,1.5,1.25,1,1,0.5,1.5,0,0.25,1,10.3273316288,1,0,0,False,False,False,False,False
g545_alias_00000057,repair5g545_generated_theta_00002146,repair5g518_grid_c0p13_b0p5_f1p5_w1p75_dc1p00_df1p00_beta0p00_max0p25_c0,repair5g545_generated_theta_00002146__b1000__i2,0000025aef7c48fb,maze-32-32-4,100,1000,temporary_grid_alias_created,False,0.129779551232,1.75,0.5,1.25,1.75,1.5,1.25,1,1,0.5,1.5,0,0.25,1,10.5453365155,1,0,0,False,False,False,False,False
g545_alias_00000058,repair5g545_generated_theta_00002147,repair5g518_grid_c0p13_b0p5_f1p5_w1p75_dc1p00_df1p00_beta0p00_max0p25_c0,repair5g545_generated_theta_00002147__b1000__i2,0000025aef7c48fb,maze-32-32-4,100,1000,temporary_grid_alias_created,False,0.132520498361,1.75,0.5,1.25,1.75,1.5,1.25,1,1,0.5,1.5,0,0.25,1,10.4416516225,1,0,0,False,False,False,False,False
g545_alias_00000059,repair5g545_generated_theta_00002149,repair5g518_grid_c0p16_b0p5_f1p5_w1p75_dc1p00_df1p00_beta0p00_max0p25_c0,repair5g545_generated_theta_00002149__b1000__i2,0000025aef7c48fb,maze-32-32-4,100,1000,temporary_grid_alias_created,False,0.161550345294,1.75,0.5,1.25,1.75,1.5,1.25,1,1,0.5,1.5,0,0.25,1,10.3232561086,1,0,0,False,False,False,False,False
