candidate_id,candidate_family,candidate_context_rows,safe_materialized_rows,success_regression_count_vs_g556_c063174,success_gain_count_vs_g556_c063174,both_success_quality_pairs_vs_g556_c063174,quality_delta_mean_vs_g556_c063174,bootstrap_ci_upper,better_count_vs_g556_c063174,worse_count_vs_g556_c063174,support_topologies,support_contexts,candidate_recognized_all,fingerprint_match_all,cost_finite_all,theta_in_bounds_all,safe_label_candidate,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g557_gcst_00113,,12000,11945,55,123,6111,0.00354894364567,0.00555292441425,1655,3172,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00125,,12000,11945,55,121,6111,0.00356243685706,0.00568894507666,1660,3021,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00158,,12000,11945,55,117,6111,0.0042720306327,0.00615826836527,2528,2406,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00508,,12000,11945,55,116,6111,0.00429089219553,0.0064736056176,2104,2647,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00026,,12000,11945,55,117,6111,0.00445420777711,0.00658615903741,2181,2599,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00323,,12000,11945,55,119,6111,0.00452813443979,0.00676224430438,1474,3601,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00003,,12000,11945,55,98,6111,0.00476753443008,0.00675801689913,1583,3162,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00018,,12000,11945,55,107,6111,0.00528869074708,0.00753374499307,1750,2949,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00460,,12000,11945,55,136,6111,0.00548106274339,0.00807994443645,2410,2851,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00440,,12000,11945,55,139,6111,0.00635161982155,0.0084118462355,1573,3266,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00304,,12000,11945,55,122,6111,0.00730420859643,0.00924371614437,1484,3423,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00324,,12000,11945,55,114,6111,0.00785022547845,0.0101595214742,1578,3279,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00053,,12000,11945,55,124,6111,0.00914056698705,0.0112683966563,2448,2699,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00093,,12000,11945,55,122,6111,0.00995258247273,0.011922805881,1376,3651,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00259,,12000,11945,55,144,6111,0.0204702481837,0.0229186742548,1501,3539,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00509,,12000,11944,56,226,6110,-0.00581919654396,-0.00273394342954,2814,2327,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00336,,12000,11944,56,119,6110,-0.00136209176321,0.000571166372262,2323,2170,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00127,,12000,11944,56,124,6110,-0.00103292306615,0.000836919702522,2535,1909,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00411,,12000,11944,56,127,6110,9.02664161702e-06,0.00258253468562,1763,1770,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00164,,12000,11944,56,118,6110,0.000414376456324,0.00222182414479,2488,2114,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00163,,12000,11944,56,115,6110,0.00174866346895,0.00340883454491,2127,2384,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00328,,12000,11944,56,123,6110,0.00204150956278,0.00483312000884,2067,2304,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00193,,12000,11944,56,128,6110,0.00263623448391,0.00458604292434,1845,2656,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00424,,12000,11944,56,126,6110,0.00265247928273,0.00508650544036,1690,2958,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00176,,12000,11944,56,124,6110,0.00431456845759,0.00627065424818,2442,2347,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00405,,12000,11944,56,116,6110,0.00528349399442,0.00749676208787,1436,3485,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00013,,12000,11944,56,116,6110,0.00552609812505,0.00757248861084,1594,3097,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00116,,12000,11944,56,124,6110,0.0067931800931,0.00890394351581,2417,2495,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00235,,12000,11944,56,134,6110,0.0068668046958,0.00908307397177,2582,2514,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00223,,12000,11944,56,128,6110,0.00763824991543,0.00976407070103,1475,3444,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00126,,12000,11944,56,114,6110,0.00883201147313,0.0110247029608,1324,3876,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00264,,12000,11944,56,117,6110,0.00904235254129,0.0111610356589,1315,3875,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00415,,12000,11944,56,109,6110,0.0106402191844,0.0129344666886,1923,2993,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00454,,12000,11943,57,125,6109,-0.00108374180758,0.000900060751184,2589,1977,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00052,,12000,11943,57,113,6109,0.000113232767137,0.00193321886518,2477,1999,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00157,,12000,11943,57,116,6109,0.000148607851668,0.00294657003613,2141,2032,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00332,,12000,11943,57,124,6109,0.00145966127723,0.00317019923507,1992,2387,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00437,,12000,11943,57,128,6109,0.00154389617449,0.00430296634716,2675,2634,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00120,,12000,11943,57,121,6109,0.00333678092725,0.00531279983981,1819,2696,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00123,,12000,11943,57,119,6109,0.00417795615559,0.00597562337513,2561,2405,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00036,,12000,11943,57,122,6109,0.00724576793071,0.00926832187571,2476,2608,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00020,,12000,11943,57,112,6109,0.00815544249914,0.010374138473,1441,3588,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00170,,12000,11943,57,118,6109,0.00870698766231,0.0107443713371,1512,3458,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00038,,12000,11943,57,118,6109,0.0096797083431,0.011658659024,1422,3599,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00024,,12000,11943,57,116,6109,0.0104578445772,0.012634649212,2309,2688,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00226,,12000,11943,57,121,6109,0.0182671583797,0.0208792178062,1752,3303,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00506,,12000,11942,58,126,6108,-0.00184880102322,0.000667221790965,2764,2527,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00238,,12000,11942,58,123,6108,0.000590116534877,0.00242978294251,1832,2619,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00372,,12000,11942,58,125,6108,0.000654596523453,0.00252039614014,2203,2369,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00282,,12000,11942,58,119,6108,0.00108427043874,0.00305908126272,1692,3060,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00402,,12000,11942,58,118,6108,0.00126819134752,0.00318187860556,2621,2158,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00115,,12000,11942,58,131,6108,0.00210942177953,0.0045540817275,2648,2625,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00333,,12000,11942,58,110,6108,0.00701003933889,0.00902950009403,1476,3505,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00286,,12000,11941,59,134,6107,0.000221931346514,0.00233990128883,2641,2089,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00458,,12000,11941,59,130,6107,0.000516219913702,0.00228345570782,1867,2608,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00327,,12000,11941,59,122,6107,0.000740251508112,0.00244826429647,2040,2060,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00500,,12000,11941,59,132,6107,0.00427306294879,0.0062193841767,1646,2904,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00161,,12000,11941,59,113,6107,0.00904459186275,0.011596055771,2269,2858,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00130,,12000,11941,59,116,6107,0.0119193612802,0.0139775140467,1273,3918,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00480,,12000,11941,59,134,6107,0.0174167960008,0.0199726084414,1687,3367,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00122,,12000,11940,60,126,6106,0.00184989685648,0.00369313800974,2575,2067,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00092,,12000,11940,60,110,6106,0.00219144865577,0.00541547951296,2613,2600,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00413,,12000,11940,60,121,6106,0.00434732543599,0.00636745373328,1688,3122,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00256,,12000,11940,60,120,6106,0.00861414782975,0.0108930938472,1923,2957,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00456,,12000,11940,60,124,6106,0.0101791840469,0.0137803309872,1419,3541,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00340,,12000,11940,60,126,6106,0.0114784969905,0.0136491151377,2359,2781,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00017,,12000,11939,61,113,6105,0.000469987961364,0.00236104756841,2060,2101,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00183,,12000,11939,61,123,6105,0.0022073216662,0.0040876566716,1891,2698,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00167,,12000,11939,61,123,6105,0.00233647693701,0.00444026480003,1560,3425,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00322,,12000,11939,61,128,6105,0.00375523878521,0.00636604990797,2573,2643,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00371,,12000,11938,62,130,6104,-0.000900934672056,0.000887022305773,1564,1490,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00015,,12000,11938,62,109,6104,0.0016189642359,0.0036477991069,1855,2682,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00032,,12000,11938,62,116,6104,0.00421490261408,0.00595014005598,1788,2798,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00008,,12000,11938,62,107,6104,0.00452662031698,0.00658416298749,2312,2520,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00154,,12000,11937,63,120,6103,0.00840767932034,0.0104257465697,1302,3855,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00278,,12000,11937,63,121,6103,0.0111602354842,0.0165321642783,1505,3312,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00345,,12000,11937,63,125,6103,0.0205125009113,0.0236548859539,1802,3431,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00339,,12000,11937,63,108,6103,0.0314335079366,0.0340842896329,1904,3430,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00368,,12000,11936,64,129,6102,0.0047867935141,0.0073267465372,2517,2745,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00400,,12000,11936,64,124,6102,0.00744265160082,0.00981844714868,1683,3125,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00446,,12000,11936,64,119,6102,0.00796325771808,0.0101177720204,1462,3470,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00078,,12000,11936,64,114,6102,0.00922465409063,0.0113754327848,1411,3568,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00044,,12000,11936,64,114,6102,0.00991211079398,0.0122052142097,2360,2728,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00298,,12000,11936,64,132,6102,0.0114035075432,0.0135806808257,1323,3704,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00398,,12000,11936,64,125,6102,0.0163850159217,0.0186454039065,1858,3156,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00401,,12000,11935,65,123,6101,-0.000689032781872,0.00109065129953,1655,1669,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00007,,12000,11935,65,103,6101,-0.00048586326146,0.00131095385428,1885,2396,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00006,,12000,11935,65,110,6101,0.000132205108027,0.00207283072797,2307,2316,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00105,,12000,11935,65,108,6101,0.00842013223548,0.0109502103252,1795,3226,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00138,,12000,11935,65,120,6101,0.0150759610564,0.0182667362125,2005,3201,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00489,,12000,11932,68,126,6098,0.0148607946052,0.0180068965819,1169,4089,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00364,,12000,11931,69,133,6097,0.0039048383036,0.00567835108584,1818,2743,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00023,,12000,11931,69,110,6097,0.012812071373,0.0154196285737,2134,3058,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00001,,12000,11929,71,99,6095,-0.00049552627696,0.00135364092554,1771,1734,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00004,,12000,11929,71,94,6095,0.00290524893444,0.0047078740676,1695,2879,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00240,,12000,11929,71,121,6095,0.0134339876891,0.0161547300878,1691,3348,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00184,,12000,11929,71,114,6095,0.0139478422462,0.016585819072,2261,2944,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00408,,12000,11926,74,117,6092,0.0197303141261,0.0223109369219,1487,3646,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00230,,12000,11924,76,127,6090,0.0212120435455,0.0238860794542,1923,3294,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00279,,12000,11924,76,120,6090,0.0275926570345,0.0303949599281,1890,3445,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00269,,12000,11923,77,200,6089,0.0336169642089,0.0370876925753,1930,3248,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00046,,12000,11921,79,125,6087,0.0304619127317,0.0334100609904,1641,3571,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00159,,12000,11919,81,115,6085,0.0306368123441,0.0334835413692,1777,3520,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00009,,12000,11919,81,100,6085,0.0391487181761,0.0423211244619,1713,3647,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00000,,12000,11915,85,88,6081,0.000281885359576,0.00231825599236,2042,2263,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00309,,12000,11910,90,114,6076,0.0701397881011,0.0731485827724,420,5422,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00499,,12000,11908,92,130,6074,0.019800355422,0.0230733283868,2177,3126,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00253,,12000,11908,92,119,6074,0.0354953767826,0.0384545105011,1530,3824,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00059,,12000,11905,95,242,6071,0.0544941314896,0.0576264343365,612,5163,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00389,,12000,11904,96,263,6070,0.0314236802102,0.0346811615217,909,4562,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00399,,12000,11904,96,123,6070,0.0670311554794,0.0700704515565,477,5281,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00459,,12000,11903,97,120,6069,0.00539165326256,0.00734710211826,1928,2678,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00219,,12000,11892,108,112,6058,0.0613390837511,0.0647579586913,610,5068,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00299,,12000,11892,108,271,6058,0.0903907047612,0.0941306069125,487,4993,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00289,,12000,11881,119,122,6047,0.0964530688168,0.100464656561,375,5352,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00449,,12000,11873,127,180,6039,0.0679800129378,0.0730643385022,1065,4408,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00049,,12000,11868,132,114,6034,0.0963428024187,0.100140340456,381,5196,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00209,,12000,11852,148,267,6018,0.0860552114476,0.0895208918576,437,5074,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00169,,12000,11848,152,126,6014,0.118639051562,0.123236739467,322,5496,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00379,,12000,11844,156,127,6010,0.0604333410405,0.0632050013809,583,4719,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00469,,12000,11839,161,116,6005,0.105608235552,0.109500232988,356,5458,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00039,,12000,11837,163,112,6003,0.139984984539,0.145023881575,306,5577,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00179,,12000,11822,178,244,5988,0.0969617060366,0.100726671728,382,5238,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00119,,12000,11820,180,202,5986,0.0842000537299,0.0917539637191,1090,4447,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00099,,12000,11813,187,104,5979,0.0637556436824,0.0663979480023,468,5136,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00429,,12000,11811,189,93,5977,0.136053626126,0.148812428406,541,5092,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00199,,12000,11809,191,121,5975,0.0271815519304,0.0295400536684,1153,3714,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00149,,12000,11807,193,233,5973,0.0953450635526,0.0991142725767,367,5404,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00189,,12000,11799,201,108,5965,0.0723097320018,0.0754482038127,432,5334,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00019,,12000,11796,204,90,5962,0.0649313017159,0.0680400884697,728,4447,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00229,,12000,11743,257,115,5909,0.0798232616262,0.0831381075438,417,5182,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00139,,12000,11728,272,105,5894,0.136227496276,0.155150588163,790,4713,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00319,,12000,11717,283,100,5883,0.178344521996,0.201192513077,704,4763,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00069,,12000,11714,286,85,5880,0.0847388030506,0.0880864277,410,5321,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00409,,12000,11692,308,107,5858,0.198713630497,0.224233192012,609,4912,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00249,,12000,11685,315,108,5851,0.183545813422,0.202406713983,255,5451,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00029,,12000,11466,534,156,5632,0.260621151015,0.299498079721,401,4956,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00359,,12000,11104,896,130,5270,0.489130035988,0.548118464625,89,5070,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00109,,12000,11006,994,91,5172,1.23867421473,1.42948177804,65,5088,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00239,,12000,10904,1096,161,5070,2.11498256171,2.56090367162,87,4970,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00439,,12000,10780,1220,100,4946,2.5606530399,3.05966356051,32,4903,33,12000,True,True,True,True,False,False,False,False,False,False
g557_gcst_00479,,12000,10632,1368,129,4798,2.83900306322,3.39967584201,8,4785,33,12000,True,True,True,True,False,False,False,False,False,False
