map,map_family,solver_seed,solver_scenario_path,scenario_file_exists,scenario_sha256_expected,scenario_sha256_actual,scenario_sha256_match,map_file_exists,map_sha256_expected,map_sha256_actual,map_sha256_match,scenario_pair_count_expected,scenario_pair_count_actual,scenario_pair_count_match,unique_start_count,unique_goal_count,duplicate_starts,duplicate_goals,all_starts_traversable,all_goals_traversable,all_pairs_reachable,assignment_sha256_expected,assignment_sha256_actual,assignment_sha256_match,width_height_match,valid,failure_reasons,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g559-synth-city-paris-32,city,8678,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-paris-32-random-8678.scen,True,90ec3ae5bd43e1b86ea2fe6cd374e6b708207c1b602fb84a77ea75a97ec91083,90ec3ae5bd43e1b86ea2fe6cd374e6b708207c1b602fb84a77ea75a97ec91083,True,True,6e581eac9b6723d7c57d7c79158160daa0dce0240ac17117f10a612be78136b9,6e581eac9b6723d7c57d7c79158160daa0dce0240ac17117f10a612be78136b9,True,128,128,True,128,128,False,False,True,True,False,67eec0ce0bbbb101c1c3f51337435a8695a5ada70c5cf921d076c30603d34ef1,67eec0ce0bbbb101c1c3f51337435a8695a5ada70c5cf921d076c30603d34ef1,True,True,False,pair_not_reachable,False,False,False,False,False
g559-synth-game-lak-32,game,8679,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-lak-32-random-8679.scen,True,7c94a7fdd4e8ebd4257bbb57ee1043e911b6ce5555df203bc40192bb873e2423,7c94a7fdd4e8ebd4257bbb57ee1043e911b6ce5555df203bc40192bb873e2423,True,True,d692654b8d9b2f652e6750fd39423c3cb4328fa36264f61eebb51b1984713753,d692654b8d9b2f652e6750fd39423c3cb4328fa36264f61eebb51b1984713753,True,256,256,True,64,256,True,False,True,True,True,9b97660f3b1e24544d3bf62803aa93ffd58f280eac2dee5bd65e6a8a012816a4,9b97660f3b1e24544d3bf62803aa93ffd58f280eac2dee5bd65e6a8a012816a4,True,True,False,duplicate_starts,False,False,False,False,False
empty-8-8,empty,8680,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-8-8-random-8680.scen,True,d362854a0c334c53ae7a19c3a724be69c06edd0024b8ae0943946399e136f064,d362854a0c334c53ae7a19c3a724be69c06edd0024b8ae0943946399e136f064,True,True,42776e4904ec90689dd034fbd84524d671dc554472cc4221432b0c523d51f152,42776e4904ec90689dd034fbd84524d671dc554472cc4221432b0c523d51f152,True,16,16,True,16,16,False,False,True,True,True,b82d79b6685fabfc0091b3042a8897b635d2cd05d573222235980bb1204e710b,b82d79b6685fabfc0091b3042a8897b635d2cd05d573222235980bb1204e710b,True,True,True,,False,False,False,False,False
empty-16-16,empty,8681,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-16-16-random-8681.scen,True,d6f9443e748f4c6a3e7ac7b1c38e03b6ea8acfdb0f010c1082f77d96b8fb787e,d6f9443e748f4c6a3e7ac7b1c38e03b6ea8acfdb0f010c1082f77d96b8fb787e,True,True,27a570a564cf8de828619efa09d510df95f0cbfe2840376b7c3e63c96413689a,27a570a564cf8de828619efa09d510df95f0cbfe2840376b7c3e63c96413689a,True,32,32,True,32,32,False,False,True,True,True,56051b65dbcb91c84566c0b0718a993725183fa173278b94eea27e120680843a,56051b65dbcb91c84566c0b0718a993725183fa173278b94eea27e120680843a,True,True,True,,False,False,False,False,False
empty-32-32,empty,8682,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-32-32-random-8682.scen,True,c9e932498df21f97cdc53d11430b72f1de452ed60383e11f37c1b01adfcd5ac7,c9e932498df21f97cdc53d11430b72f1de452ed60383e11f37c1b01adfcd5ac7,True,True,5b11a28f65d09a0ba260b77cb698bb22c73cfe1e1f5e159997de6108cd31bf68,5b11a28f65d09a0ba260b77cb698bb22c73cfe1e1f5e159997de6108cd31bf68,True,64,64,True,64,64,False,False,True,True,True,593cd88271aaa4c75cf784b25bf1f2c2b2290938dc3a3e0303fcb56e05caa46e,593cd88271aaa4c75cf784b25bf1f2c2b2290938dc3a3e0303fcb56e05caa46e,True,True,True,,False,False,False,False,False
random-8-8-20,random,8683,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-8-8-20-random-8683.scen,True,aaae4553c14a9ad1d90b7eb3273e47edf7f8004d9422d7a36f88c0a2befa03df,aaae4553c14a9ad1d90b7eb3273e47edf7f8004d9422d7a36f88c0a2befa03df,True,True,26f22f9ae5f6980b48a5be929abf7c6291ede5f3cacb1738876224ba1d10189f,26f22f9ae5f6980b48a5be929abf7c6291ede5f3cacb1738876224ba1d10189f,True,32,32,True,21,12,True,True,True,True,True,0fda69faeaaf05c532f2da5fc47bbf81b514c5da48e032484ce5b5884edb934f,0fda69faeaaf05c532f2da5fc47bbf81b514c5da48e032484ce5b5884edb934f,True,True,False,duplicate_goals;duplicate_starts,False,False,False,False,False
random-32-32-10,random,8684,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-10-random-8684.scen,True,5dcb2d8c5499250598a7da1844f9d3524bf8c5811ea8ae4fcb162f8d6db5f923,5dcb2d8c5499250598a7da1844f9d3524bf8c5811ea8ae4fcb162f8d6db5f923,True,True,4240fddfa77d88b72ce779e02acf46a5ff056a3b04af5a4e35f7bc86cdfba3ec,4240fddfa77d88b72ce779e02acf46a5ff056a3b04af5a4e35f7bc86cdfba3ec,True,128,128,True,75,128,True,False,True,True,True,ed19ef63e80b3ef754cbcb310fcfdd2fbd6dbd6385aeb57803ce038e2d60e3d4,ed19ef63e80b3ef754cbcb310fcfdd2fbd6dbd6385aeb57803ce038e2d60e3d4,True,True,False,duplicate_starts,False,False,False,False,False
random-32-32-20,random,8685,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-20-random-8685.scen,True,8ff4f0d2994f295936f4814821d5b7927a4a9760126028d65ac953fdf41271e5,8ff4f0d2994f295936f4814821d5b7927a4a9760126028d65ac953fdf41271e5,True,True,8c5a83498ab92a2579aeef91c5f42d9ecf9019ef038cf98e623061a15beb6f56,8c5a83498ab92a2579aeef91c5f42d9ecf9019ef038cf98e623061a15beb6f56,True,256,256,True,256,256,False,False,True,True,True,ed87ed0b7ad40085ce6e96bf40ec870e311b78baa341ae0bddf5e01f518f3f35,ed87ed0b7ad40085ce6e96bf40ec870e311b78baa341ae0bddf5e01f518f3f35,True,True,True,,False,False,False,False,False
maze-32-32-2,maze,8686,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-32-32-2-random-8686.scen,True,468da09faf2b518be8462b982b2ca1dff2cb0f6636c660066aba95972bf872ca,468da09faf2b518be8462b982b2ca1dff2cb0f6636c660066aba95972bf872ca,True,True,5c549328775ce530072cb05eda8f9010235a7e29294806d6aebb0ad667479cd3,5c549328775ce530072cb05eda8f9010235a7e29294806d6aebb0ad667479cd3,True,16,16,True,16,16,False,False,True,True,True,d00dc2d66fc703617cee362806aa9c1c64aa66d580a97edae77adf464160feaa,d00dc2d66fc703617cee362806aa9c1c64aa66d580a97edae77adf464160feaa,True,True,True,,False,False,False,False,False
maze-36-32-4,maze,8687,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-36-32-4-random-8687.scen,True,ab9f64e86c3ca01c6d00c948b8a528d5141ffd759639b9153e1db40588a16b40,ab9f64e86c3ca01c6d00c948b8a528d5141ffd759639b9153e1db40588a16b40,True,True,96ded52c98f958d617309cb5f08a7b67a93b5fc890a66a524907c781ae6a56fd,96ded52c98f958d617309cb5f08a7b67a93b5fc890a66a524907c781ae6a56fd,True,32,32,True,32,32,False,False,True,True,True,4becd793c837eca1c65d214a3f1009b7d96131464749ccdbd03b3aa717f04f62,4becd793c837eca1c65d214a3f1009b7d96131464749ccdbd03b3aa717f04f62,True,True,True,,False,False,False,False,False
room-32-32-4,room,8688,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/room-32-32-4-random-8688.scen,True,b5f9ccf48eaa6adff288b5eed7ed9a0771389dd3db1415ad608d69cc3129b983,b5f9ccf48eaa6adff288b5eed7ed9a0771389dd3db1415ad608d69cc3129b983,True,True,f107fefbf63c7a1a3753e4a033452301a1cdd7043cab7f45e4ed0e7dec1e90a9,f107fefbf63c7a1a3753e4a033452301a1cdd7043cab7f45e4ed0e7dec1e90a9,True,64,64,True,64,64,False,False,True,True,True,141e3d1fb7024a78f3a808c2bd0568c63dfb694bc3cf9251ffd89c9a4539eb3d,141e3d1fb7024a78f3a808c2bd0568c63dfb694bc3cf9251ffd89c9a4539eb3d,True,True,True,,False,False,False,False,False
room-40-32-8,room,8689,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/room-40-32-8-random-8689.scen,True,348ae9201442c7f920c63033920e2193b950377b9ee978f4f291fecaa2e6e0ed,348ae9201442c7f920c63033920e2193b950377b9ee978f4f291fecaa2e6e0ed,True,True,733de983354977847a6b110d98192b2704e5ab0c52ef6a0367f9b4533878c177,733de983354977847a6b110d98192b2704e5ab0c52ef6a0367f9b4533878c177,True,96,96,True,80,96,True,False,True,True,True,f9f8bbaf86048e2128e291bdccd9e774477a45af2ff87da12942e94dc860884c,f9f8bbaf86048e2128e291bdccd9e774477a45af2ff87da12942e94dc860884c,True,True,False,duplicate_starts,False,False,False,False,False
g559-synth-warehouse-a-32,warehouse,8690,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-warehouse-a-32-random-8690.scen,True,01d43a42421e500f9bfbcd6ee9fdae3e50d776fc5d7a6f93e133fa5791a708c6,01d43a42421e500f9bfbcd6ee9fdae3e50d776fc5d7a6f93e133fa5791a708c6,True,True,025838f1b34e1e18dd42eb22080d6bc0c611dfb1630c5659fbcaf745125a126a,025838f1b34e1e18dd42eb22080d6bc0c611dfb1630c5659fbcaf745125a126a,True,128,128,True,128,128,False,False,True,True,True,2ac5d208e1a2bcdc8137302118902928cc3f2f5dfc7e989ab4869a5c6721d5eb,2ac5d208e1a2bcdc8137302118902928cc3f2f5dfc7e989ab4869a5c6721d5eb,True,True,True,,False,False,False,False,False
g559-synth-warehouse-b-36,warehouse,8691,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-warehouse-b-36-random-8691.scen,True,0dd6e26f980edacc8a29ccbba0b974881210850b25b81eac7db889a41e43d04d,0dd6e26f980edacc8a29ccbba0b974881210850b25b81eac7db889a41e43d04d,True,True,7eda51851dd2afa59c52d6a5fbdeeeb17b207741386ce1ada1d85ca0cf365f1d,7eda51851dd2afa59c52d6a5fbdeeeb17b207741386ce1ada1d85ca0cf365f1d,True,256,256,True,240,208,True,True,True,True,True,5f3860208a7d394890f360206dbce0f3c77a2c6ff4cbbebaf36c46fc32b8e5e7,5f3860208a7d394890f360206dbce0f3c77a2c6ff4cbbebaf36c46fc32b8e5e7,True,True,False,duplicate_goals;duplicate_starts,False,False,False,False,False
g559-synth-connector-32,irregular_bottleneck,8692,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-connector-32-random-8692.scen,True,65d804a6cceb540f50cf7fefc8c2ba69863bdaab3bb7c189a2ad1f4285c0f9a0,65d804a6cceb540f50cf7fefc8c2ba69863bdaab3bb7c189a2ad1f4285c0f9a0,True,True,8fe1eb935524ce26bbdd9a46654fa81b05aca8426679db38bf5cc04201fb164d,8fe1eb935524ce26bbdd9a46654fa81b05aca8426679db38bf5cc04201fb164d,True,16,16,True,16,16,False,False,True,True,True,32bf23def92c5041d4bd20c2722a212f363e6cbad67b5c5e035eaa219a4dab64,32bf23def92c5041d4bd20c2722a212f363e6cbad67b5c5e035eaa219a4dab64,True,True,True,,False,False,False,False,False
g559-synth-corners-34,irregular_bottleneck,8693,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-corners-34-random-8693.scen,True,02d22d64a5ffce0f77009479097bd58dc4c43c2cd25e05d1485db532010478e6,02d22d64a5ffce0f77009479097bd58dc4c43c2cd25e05d1485db532010478e6,True,True,33822b244b5fb1505e8fe751d2c372f2c2c3b2089dfa483741f4b13e15249ead,33822b244b5fb1505e8fe751d2c372f2c2c3b2089dfa483741f4b13e15249ead,True,32,32,True,32,32,False,False,True,True,True,b42bfda149d462296e2e8aa65b4d38b252cecfb3dd2ff0b041cf3a5ba9f1e625,b42bfda149d462296e2e8aa65b4d38b252cecfb3dd2ff0b041cf3a5ba9f1e625,True,True,True,,False,False,False,False,False
g559-synth-loop-chain-36,irregular_bottleneck,8694,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-loop-chain-36-random-8694.scen,True,d962b37c768468637dc897d81faed5659d1135ddb3bf5a710d07d85e84f599b8,d962b37c768468637dc897d81faed5659d1135ddb3bf5a710d07d85e84f599b8,True,True,85857b3a98d44d92a658dfcb83956bf6974eccd6a188fb2b62db6f7236a70586,85857b3a98d44d92a658dfcb83956bf6974eccd6a188fb2b62db6f7236a70586,True,64,64,True,64,64,False,False,True,True,True,142b9fd7143f1954f2ce04b4d291b4931cfa05dfa6a3b1198b943d6de48e038e,142b9fd7143f1954f2ce04b4d291b4931cfa05dfa6a3b1198b943d6de48e038e,True,True,True,,False,False,False,False,False
g559-synth-tunnel-38,irregular_bottleneck,8695,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tunnel-38-random-8695.scen,True,fca2343414cc02fa0fe1e5ce3953a9dd0c2d5141969c45d16d36918ff4b6ef32,fca2343414cc02fa0fe1e5ce3953a9dd0c2d5141969c45d16d36918ff4b6ef32,True,True,23214cb2cb4c09521a0966f84567a04e85a24ba8f340e506a6cd559cf75feff1,23214cb2cb4c09521a0966f84567a04e85a24ba8f340e506a6cd559cf75feff1,True,96,96,True,96,96,False,False,True,True,True,175a7d64586348ff69993cf24a9e2824846535a872dfc1c8c71796c17d8faf31,175a7d64586348ff69993cf24a9e2824846535a872dfc1c8c71796c17d8faf31,True,True,True,,False,False,False,False,False
g559-synth-string-40,irregular_bottleneck,8696,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-string-40-random-8696.scen,True,ec2fccb6fb0d71d5d81eb760b96a6e986f3ea9a1f230a29ebd167b63cdbc6cad,ec2fccb6fb0d71d5d81eb760b96a6e986f3ea9a1f230a29ebd167b63cdbc6cad,True,True,3171ce0b0eddd2175682e1475a39379eff680061daff35b202eb74d103a1ef4d,3171ce0b0eddd2175682e1475a39379eff680061daff35b202eb74d103a1ef4d,True,128,128,True,93,88,True,True,True,True,True,f6dcf042ed0ca929df7e8e1482086485ac5bb91bb4ca8e2751905ab4adad0616,f6dcf042ed0ca929df7e8e1482086485ac5bb91bb4ca8e2751905ab4adad0616,True,True,False,duplicate_goals;duplicate_starts,False,False,False,False,False
g559-synth-tree-42,irregular_bottleneck,8697,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tree-42-random-8697.scen,True,32f07f25decb13b7ce2cc301994e62b8bb55366292224d8e0ab531d448d2b739,32f07f25decb13b7ce2cc301994e62b8bb55366292224d8e0ab531d448d2b739,True,True,97cb3563b14fd15d79a9d57ab7229543ba3696b3f01dd4f2050c55dfebfa425f,97cb3563b14fd15d79a9d57ab7229543ba3696b3f01dd4f2050c55dfebfa425f,True,256,256,True,82,75,True,True,True,True,True,f88ba3aac161fbc123ac06399fa21c308e4ff527a9a041c89721088b74a55251,f88ba3aac161fbc123ac06399fa21c308e4ff527a9a041c89721088b74a55251,True,True,False,duplicate_goals;duplicate_starts,False,False,False,False,False
g559-synth-game-den-32,game,8698,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-den-32-random-8698.scen,True,eb6821d40b0729e167125d8ae3e5d5b4ffa246429eef543f7b1523058d533c4c,eb6821d40b0729e167125d8ae3e5d5b4ffa246429eef543f7b1523058d533c4c,True,True,d96c41b59aa078d09c801722aec67079a0acdbe2ed9cdc11b71bfccf5cf466b1,d96c41b59aa078d09c801722aec67079a0acdbe2ed9cdc11b71bfccf5cf466b1,True,16,16,True,16,16,False,False,True,True,True,2f88a49261c2575c9a0355b5d0e94c85c44d93a68404ee95c282ffe4fddcde34,2f88a49261c2575c9a0355b5d0e94c85c44d93a68404ee95c282ffe4fddcde34,True,True,True,,False,False,False,False,False
g559-synth-game-brc-32,game,8699,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-brc-32-random-8699.scen,True,be2ade02622e1151f347420e224021224a43ac03e31731e0b22047d13e2d0b2b,be2ade02622e1151f347420e224021224a43ac03e31731e0b22047d13e2d0b2b,True,True,50fb289060849b3a4b51fbced691aae336fe318c46b1ddf854fea3d9a2801c10,50fb289060849b3a4b51fbced691aae336fe318c46b1ddf854fea3d9a2801c10,True,32,32,True,32,32,False,False,True,True,True,511730ede18f8f79166d3892e84269100f007dab02b35eb9db4e1025646b8b63,511730ede18f8f79166d3892e84269100f007dab02b35eb9db4e1025646b8b63,True,True,True,,False,False,False,False,False
g559-synth-city-berlin-32,city,8700,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-berlin-32-random-8700.scen,True,b074bc505d3bacb42de8cfbd3d190b4181b6ebb6a26c1dbbb4513e6931469e71,b074bc505d3bacb42de8cfbd3d190b4181b6ebb6a26c1dbbb4513e6931469e71,True,True,c9d505f72da087f6016daebdf6019c5c5dfe0a411e73cb2ac436605e8b8c0762,c9d505f72da087f6016daebdf6019c5c5dfe0a411e73cb2ac436605e8b8c0762,True,64,64,True,64,64,False,False,True,True,False,d7e41820bf85f8c945828bb93c4f5dce836a61ccf0686634d7d5f6f1d1492476,d7e41820bf85f8c945828bb93c4f5dce836a61ccf0686634d7d5f6f1d1492476,True,True,False,pair_not_reachable,False,False,False,False,False
g559-synth-city-boston-32,city,8701,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-boston-32-random-8701.scen,True,68cee0037801777057eb22f061b400c767db742b06d561ae5b78691d927a1b57,68cee0037801777057eb22f061b400c767db742b06d561ae5b78691d927a1b57,True,True,bd53284a0aeded4a272617aea8583fd32c0fab3c62ecfb7ebc3f4e7488d68757,bd53284a0aeded4a272617aea8583fd32c0fab3c62ecfb7ebc3f4e7488d68757,True,96,96,True,96,96,False,False,True,True,False,7093507200925cb28fc2a4588af713201e11599fa0e103912bd99a2c9f070e84,7093507200925cb28fc2a4588af713201e11599fa0e103912bd99a2c9f070e84,True,True,False,pair_not_reachable,False,False,False,False,False
g559-synth-city-paris-32,city,8702,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-paris-32-random-8702.scen,True,c6a5128a8776c6b3c91d6b2809c86e4cdd38b73f97e44efed861bebd5fa5b14e,c6a5128a8776c6b3c91d6b2809c86e4cdd38b73f97e44efed861bebd5fa5b14e,True,True,6e581eac9b6723d7c57d7c79158160daa0dce0240ac17117f10a612be78136b9,6e581eac9b6723d7c57d7c79158160daa0dce0240ac17117f10a612be78136b9,True,128,128,True,128,128,False,False,True,True,False,2dfe25d6db21d640b662d1b4e925d0e3b1a18876866fa3673e4036f8e1a0c799,2dfe25d6db21d640b662d1b4e925d0e3b1a18876866fa3673e4036f8e1a0c799,True,True,False,pair_not_reachable,False,False,False,False,False
g559-synth-game-lak-32,game,8703,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-lak-32-random-8703.scen,True,f963165c8446dd09a173885c7a0d29b41aebe3cfc2648d9c2224694021e03c20,f963165c8446dd09a173885c7a0d29b41aebe3cfc2648d9c2224694021e03c20,True,True,d692654b8d9b2f652e6750fd39423c3cb4328fa36264f61eebb51b1984713753,d692654b8d9b2f652e6750fd39423c3cb4328fa36264f61eebb51b1984713753,True,256,256,True,256,249,False,True,True,True,True,a30769d5b6cb732529cb4648da0a908c2147c1bb9c613232822053ee6903a0cf,a30769d5b6cb732529cb4648da0a908c2147c1bb9c613232822053ee6903a0cf,True,True,False,duplicate_goals,False,False,False,False,False
empty-8-8,empty,8704,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-8-8-random-8704.scen,True,2d5ef2af3caceb30cc34097c0ff05b05b2d1ceb18361746ad4f303372eb36e29,2d5ef2af3caceb30cc34097c0ff05b05b2d1ceb18361746ad4f303372eb36e29,True,True,42776e4904ec90689dd034fbd84524d671dc554472cc4221432b0c523d51f152,42776e4904ec90689dd034fbd84524d671dc554472cc4221432b0c523d51f152,True,16,16,True,9,16,True,False,True,True,True,f7bd35f58e86c78faf1c5d36dcab6022714d878fee17f13ec28840d50890ab83,f7bd35f58e86c78faf1c5d36dcab6022714d878fee17f13ec28840d50890ab83,True,True,False,duplicate_starts,False,False,False,False,False
empty-16-16,empty,8705,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-16-16-random-8705.scen,True,708754dfa8c1a34930ef236974f5f6fcf4735ed90117766e3752d78218fa8895,708754dfa8c1a34930ef236974f5f6fcf4735ed90117766e3752d78218fa8895,True,True,27a570a564cf8de828619efa09d510df95f0cbfe2840376b7c3e63c96413689a,27a570a564cf8de828619efa09d510df95f0cbfe2840376b7c3e63c96413689a,True,32,32,True,32,32,False,False,True,True,True,7591d1de0fa622b82d998ff827d70860559858894a51200a78931ab3ee7e1100,7591d1de0fa622b82d998ff827d70860559858894a51200a78931ab3ee7e1100,True,True,True,,False,False,False,False,False
empty-32-32,empty,8706,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-32-32-random-8706.scen,True,fe0cbe129f4c4547aea96a7ded405f6e2c0cf002e859d8040cb01eac96952331,fe0cbe129f4c4547aea96a7ded405f6e2c0cf002e859d8040cb01eac96952331,True,True,5b11a28f65d09a0ba260b77cb698bb22c73cfe1e1f5e159997de6108cd31bf68,5b11a28f65d09a0ba260b77cb698bb22c73cfe1e1f5e159997de6108cd31bf68,True,64,64,True,64,64,False,False,True,True,True,415f4306fdea55189e08e017481eb2ef7e0d621a0f50cf37e15bb96077b7186d,415f4306fdea55189e08e017481eb2ef7e0d621a0f50cf37e15bb96077b7186d,True,True,True,,False,False,False,False,False
random-8-8-20,random,8707,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-8-8-20-random-8707.scen,True,aaae4553c14a9ad1d90b7eb3273e47edf7f8004d9422d7a36f88c0a2befa03df,aaae4553c14a9ad1d90b7eb3273e47edf7f8004d9422d7a36f88c0a2befa03df,True,True,26f22f9ae5f6980b48a5be929abf7c6291ede5f3cacb1738876224ba1d10189f,26f22f9ae5f6980b48a5be929abf7c6291ede5f3cacb1738876224ba1d10189f,True,32,32,True,21,12,True,True,True,True,True,0fda69faeaaf05c532f2da5fc47bbf81b514c5da48e032484ce5b5884edb934f,0fda69faeaaf05c532f2da5fc47bbf81b514c5da48e032484ce5b5884edb934f,True,True,False,duplicate_goals;duplicate_starts,False,False,False,False,False
random-32-32-10,random,8708,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-10-random-8708.scen,True,c27c7f96e10cb46753221c1c252758e8c7a0c2d8f43067362812942e9bac0999,c27c7f96e10cb46753221c1c252758e8c7a0c2d8f43067362812942e9bac0999,True,True,4240fddfa77d88b72ce779e02acf46a5ff056a3b04af5a4e35f7bc86cdfba3ec,4240fddfa77d88b72ce779e02acf46a5ff056a3b04af5a4e35f7bc86cdfba3ec,True,128,128,True,128,128,False,False,True,True,True,b4f0e38ab8037860e105637d711f780eaf38f8c28874512e79556c2e90a2dec3,b4f0e38ab8037860e105637d711f780eaf38f8c28874512e79556c2e90a2dec3,True,True,True,,False,False,False,False,False
random-32-32-20,random,8709,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-20-random-8709.scen,True,0a845f29fc4763ff95fb37d211d746fba10e4332e7bc00d826ba3588cf27a8f2,0a845f29fc4763ff95fb37d211d746fba10e4332e7bc00d826ba3588cf27a8f2,True,True,8c5a83498ab92a2579aeef91c5f42d9ecf9019ef038cf98e623061a15beb6f56,8c5a83498ab92a2579aeef91c5f42d9ecf9019ef038cf98e623061a15beb6f56,True,256,256,True,60,256,True,False,True,True,True,23e1d32e947390132dc5c2449911908ada037a415dc29092c0b6e1dcfd4bf03a,23e1d32e947390132dc5c2449911908ada037a415dc29092c0b6e1dcfd4bf03a,True,True,False,duplicate_starts,False,False,False,False,False
maze-32-32-2,maze,8710,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-32-32-2-random-8710.scen,True,b26d4ca2819d0a671fc5ca3ecf31aa09e6c9c688e3542b74ec0e92db86ef4754,b26d4ca2819d0a671fc5ca3ecf31aa09e6c9c688e3542b74ec0e92db86ef4754,True,True,5c549328775ce530072cb05eda8f9010235a7e29294806d6aebb0ad667479cd3,5c549328775ce530072cb05eda8f9010235a7e29294806d6aebb0ad667479cd3,True,16,16,True,16,16,False,False,True,True,True,393782ec3df72a8f89a9ecd984d600252a6e8323c4586417e7328ef1cd7619d8,393782ec3df72a8f89a9ecd984d600252a6e8323c4586417e7328ef1cd7619d8,True,True,True,,False,False,False,False,False
maze-36-32-4,maze,8711,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-36-32-4-random-8711.scen,True,2e07e5097b5542f3c79b7fe0f895f31c6a7904908da77e22b2bb635571d95d1f,2e07e5097b5542f3c79b7fe0f895f31c6a7904908da77e22b2bb635571d95d1f,True,True,96ded52c98f958d617309cb5f08a7b67a93b5fc890a66a524907c781ae6a56fd,96ded52c98f958d617309cb5f08a7b67a93b5fc890a66a524907c781ae6a56fd,True,32,32,True,32,32,False,False,True,True,False,e9170bba4ecc6ab37894030b82cb8e11da6a81a7047ae9f0e01942e452f083b7,e9170bba4ecc6ab37894030b82cb8e11da6a81a7047ae9f0e01942e452f083b7,True,True,False,pair_not_reachable,False,False,False,False,False
room-32-32-4,room,8712,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/room-32-32-4-random-8712.scen,True,6696daf7c5257de6fcbed29810341953e4d527cb8f43f7d29d10fdc8acca46c9,6696daf7c5257de6fcbed29810341953e4d527cb8f43f7d29d10fdc8acca46c9,True,True,f107fefbf63c7a1a3753e4a033452301a1cdd7043cab7f45e4ed0e7dec1e90a9,f107fefbf63c7a1a3753e4a033452301a1cdd7043cab7f45e4ed0e7dec1e90a9,True,64,64,True,64,64,False,False,True,True,True,d069403c058a2bb5a863f247e8ee92c22b98bb390f1e86246c8d9b9f838e58ab,d069403c058a2bb5a863f247e8ee92c22b98bb390f1e86246c8d9b9f838e58ab,True,True,True,,False,False,False,False,False
room-40-32-8,room,8713,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/room-40-32-8-random-8713.scen,True,b886c4e75804058148868dab7e9d1959910a0d654644672b53132210e5c3bbec,b886c4e75804058148868dab7e9d1959910a0d654644672b53132210e5c3bbec,True,True,733de983354977847a6b110d98192b2704e5ab0c52ef6a0367f9b4533878c177,733de983354977847a6b110d98192b2704e5ab0c52ef6a0367f9b4533878c177,True,96,96,True,96,96,False,False,True,True,True,459a094aa32de97ff5cb240ead107abaa2af963daac43ce79f8b1ebefbd2e863,459a094aa32de97ff5cb240ead107abaa2af963daac43ce79f8b1ebefbd2e863,True,True,True,,False,False,False,False,False
