row_type,eval_scope,policy,contexts,mean_solution_quality_delta_vs_static,solution_quality_harmful_rate,candidate_induced_no_solution_count,budget_sensitive_candidate_failure_count,avoidable_risk_rate,total_risk_rate,new_candidate_selection_count,new_candidate_helpful_selection_count,new_candidate_induced_no_solution_count,new_candidate_opportunity_contexts,new_candidate_opportunity_capture_count,new_candidate_opportunity_capture_rate,solution_quality_utility,avoidable_risk_adjusted_utility,total_risk_adjusted_utility,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,avoidable_risk_adjusted_utility_lambda_0p05,total_risk_adjusted_utility_lambda_0p05,avoidable_risk_adjusted_utility_lambda_0p10,total_risk_adjusted_utility_lambda_0p10,avoidable_risk_adjusted_utility_lambda_0p20,total_risk_adjusted_utility_lambda_0p20,group_type,group_key
group_summary,group_candidate_family,train_only_family_prior,2,-0.00244368757,0.5,0,0,0.5,0.5,0,0,0,6,0,0.0,-0.00244368757,0.047556312430000004,0.047556312430000004,False,False,False,False,False,0.022556312430000003,0.022556312430000003,0.047556312430000004,0.047556312430000004,0.09755631243,0.09755631243,candidate_family,flow_shield
group_summary,group_map_agent_group,train_only_map_agent_prior,6,-0.010878554030000001,0.3333333333333333,1,1,0.3333333333333333,0.3333333333333333,6,0,1,6,0,0.0,-0.010878554030000001,0.022454779303333332,0.022454779303333332,False,False,False,False,False,0.005788112636666665,0.005788112636666665,0.022454779303333332,0.022454779303333332,0.055788112636666665,0.055788112636666665,map_agent_group,maze-32-32-4|a100
group_summary,group_map_agent_group,train_only_map_agent_prior,5,-0.004714784185999998,0.4,0,0,0.4,0.4,5,0,0,6,0,0.0,-0.004714784185999998,0.03528521581400001,0.03528521581400001,False,False,False,False,False,0.015285215814000006,0.015285215814000006,0.03528521581400001,0.03528521581400001,0.07528521581400002,0.07528521581400002,map_agent_group,random-32-32-20|a50
group_summary,group_map_agent_group,train_only_map_agent_prior,1,inf,0.0,0,0,0.0,1.0,1,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,map_agent_group,warehouse-10-20-10-2-1|a50
group_summary,group_map_agent_group,train_only_map_agent_prior,4,0.007443729892500002,0.5,0,0,0.5,0.5,4,0,0,6,0,0.0,0.007443729892500002,0.0574437298925,0.0574437298925,False,False,False,False,False,0.0324437298925,0.0324437298925,0.0574437298925,0.0574437298925,0.1074437298925,0.1074437298925,map_agent_group,random-32-32-20|a100
group_summary,group_map_agent_group,train_only_map_agent_prior,5,0.015177268152,0.8,0,0,0.8,0.8,5,0,0,6,0,0.0,0.015177268152,0.09517726815200002,0.09517726815200002,False,False,False,False,False,0.05517726815200001,0.05517726815200001,0.09517726815200002,0.09517726815200002,0.17517726815200002,0.17517726815200002,map_agent_group,maze-32-32-4|a50
group_summary,group_map_family,train_only_map_agent_prior,11,0.0009650015072727264,0.5454545454545454,1,1,0.5454545454545454,0.5454545454545454,11,0,1,6,0,0.0,0.0009650015072727264,0.05551045605272727,0.05551045605272727,False,False,False,False,False,0.02823772878,0.02823772878,0.05551045605272727,0.05551045605272727,0.11005591059818182,0.11005591059818182,map_family,maze
group_summary,group_map_family,train_only_map_agent_prior,9,0.0006889998488888899,0.4444444444444444,0,0,0.4444444444444444,0.4444444444444444,9,0,0,6,0,0.0,0.0006889998488888899,0.04513344429333334,0.04513344429333334,False,False,False,False,False,0.022911222071111112,0.022911222071111112,0.04513344429333334,0.04513344429333334,0.08957788873777778,0.08957788873777778,map_family,random
group_summary,group_map_family,train_only_map_agent_prior,1,inf,0.0,0,0,0.0,1.0,1,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,map_family,warehouse
group_summary,group_candidate_family,train_only_map_agent_prior,21,0.0008408007610000007,0.47619047619047616,1,1,0.47619047619047616,0.5238095238095238,21,0,1,6,0,0.0,0.0008408007610000007,0.04845984838004762,0.05322175314195239,False,False,False,False,False,0.02465032457052381,0.027031276951476196,0.04845984838004762,0.05322175314195239,0.09607889599909523,0.10560270552290478,candidate_family,block_heavy
