row_type,eval_scope,policy,contexts,mean_solution_quality_delta_vs_static,solution_quality_harmful_rate,candidate_induced_no_solution_count,budget_sensitive_candidate_failure_count,avoidable_risk_rate,total_risk_rate,new_candidate_selection_count,new_candidate_helpful_selection_count,new_candidate_induced_no_solution_count,new_candidate_opportunity_contexts,new_candidate_opportunity_capture_count,new_candidate_opportunity_capture_rate,solution_quality_utility,avoidable_risk_adjusted_utility,total_risk_adjusted_utility,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,avoidable_risk_adjusted_utility_lambda_0p05,total_risk_adjusted_utility_lambda_0p05,avoidable_risk_adjusted_utility_lambda_0p10,total_risk_adjusted_utility_lambda_0p10,avoidable_risk_adjusted_utility_lambda_0p20,total_risk_adjusted_utility_lambda_0p20,group_type,group_key
group_summary,group_candidate_family,conformal_abstention_selector,21,0.0,0.0,0,0,0.0,0.047619047619047616,0,0,0,6,0,0.0,0.0,0.0,0.004761904761904762,False,False,False,False,False,0.0,0.002380952380952381,0.0,0.004761904761904762,0.0,0.009523809523809525,candidate_family,static
group_summary,group_map_agent_group,context_gate_then_family_gate_then_candidate_ranker,6,-0.005610098176666667,0.0,0,0,0.0,0.0,1,0,0,6,0,0.0,-0.005610098176666667,-0.005610098176666667,-0.005610098176666667,False,False,False,False,False,-0.005610098176666667,-0.005610098176666667,-0.005610098176666667,-0.005610098176666667,-0.005610098176666667,-0.005610098176666667,map_agent_group,maze-32-32-4|a100
group_summary,group_map_agent_group,context_gate_then_family_gate_then_candidate_ranker,5,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,random-32-32-20|a50
group_summary,group_map_agent_group,context_gate_then_family_gate_then_candidate_ranker,1,inf,0.0,0,0,0.0,1.0,0,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,map_agent_group,warehouse-10-20-10-2-1|a50
group_summary,group_map_agent_group,context_gate_then_family_gate_then_candidate_ranker,4,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,random-32-32-20|a100
group_summary,group_map_agent_group,context_gate_then_family_gate_then_candidate_ranker,5,0.004112562814,0.4,0,0,0.4,0.4,2,0,0,6,0,0.0,0.004112562814,0.04411256281400001,0.04411256281400001,False,False,False,False,False,0.024112562814000003,0.024112562814000003,0.04411256281400001,0.04411256281400001,0.08411256281400002,0.08411256281400002,map_agent_group,maze-32-32-4|a50
group_summary,group_map_family,context_gate_then_family_gate_then_candidate_ranker,11,-0.0011907068172727275,0.18181818181818182,0,0,0.18181818181818182,0.18181818181818182,3,0,0,6,0,0.0,-0.0011907068172727275,0.016991111364545456,0.016991111364545456,False,False,False,False,False,0.007900202273636366,0.007900202273636366,0.016991111364545456,0.016991111364545456,0.03517292954636364,0.03517292954636364,map_family,maze
group_summary,group_map_family,context_gate_then_family_gate_then_candidate_ranker,9,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_family,random
group_summary,group_map_family,context_gate_then_family_gate_then_candidate_ranker,1,inf,0.0,0,0,0.0,1.0,0,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,map_family,warehouse
group_summary,group_candidate_family,context_gate_then_family_gate_then_candidate_ranker,18,0.0,0.0,0,0,0.0,0.05555555555555555,0,0,0,6,0,0.0,0.0,0.0,0.005555555555555556,False,False,False,False,False,0.0,0.002777777777777778,0.0,0.005555555555555556,0.0,0.011111111111111112,candidate_family,static
group_summary,group_candidate_family,context_gate_then_family_gate_then_candidate_ranker,3,-0.004365924996666667,0.6666666666666666,0,0,0.6666666666666666,0.6666666666666666,3,0,0,6,0,0.0,-0.004365924996666667,0.06230074167,0.06230074167,False,False,False,False,False,0.028967408336666667,0.028967408336666667,0.06230074167,0.06230074167,0.12896740833666667,0.12896740833666667,candidate_family,block_heavy
group_summary,group_map_agent_group,context_gate_then_new_ranker,6,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,maze-32-32-4|a100
group_summary,group_map_agent_group,context_gate_then_new_ranker,5,0.008179162608,0.2,0,0,0.2,0.2,1,0,0,6,0,0.0,0.008179162608,0.028179162608000005,0.028179162608000005,False,False,False,False,False,0.018179162608000003,0.018179162608000003,0.028179162608000005,0.028179162608000005,0.04817916260800001,0.04817916260800001,map_agent_group,random-32-32-20|a50
group_summary,group_map_agent_group,context_gate_then_new_ranker,1,inf,0.0,0,0,0.0,1.0,0,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,map_agent_group,warehouse-10-20-10-2-1|a50
group_summary,group_map_agent_group,context_gate_then_new_ranker,4,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,random-32-32-20|a100
group_summary,group_map_agent_group,context_gate_then_new_ranker,5,0.004112562814,0.4,0,0,0.4,0.4,2,0,0,6,0,0.0,0.004112562814,0.04411256281400001,0.04411256281400001,False,False,False,False,False,0.024112562814000003,0.024112562814000003,0.04411256281400001,0.04411256281400001,0.08411256281400002,0.08411256281400002,map_agent_group,maze-32-32-4|a50
group_summary,group_map_family,context_gate_then_new_ranker,11,0.0018693467336363637,0.18181818181818182,0,0,0.18181818181818182,0.18181818181818182,2,0,0,6,0,0.0,0.0018693467336363637,0.02005116491545455,0.02005116491545455,False,False,False,False,False,0.010960255824545457,0.010960255824545457,0.02005116491545455,0.02005116491545455,0.03823298309727273,0.03823298309727273,map_family,maze
group_summary,group_map_family,context_gate_then_new_ranker,9,0.004543979226666666,0.1111111111111111,0,0,0.1111111111111111,0.1111111111111111,1,0,0,6,0,0.0,0.004543979226666666,0.015655090337777778,0.015655090337777778,False,False,False,False,False,0.010099534782222221,0.010099534782222221,0.015655090337777778,0.015655090337777778,0.026766201448888888,0.026766201448888888,map_family,random
group_summary,group_map_family,context_gate_then_new_ranker,1,inf,0.0,0,0,0.0,1.0,0,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,map_family,warehouse
group_summary,group_candidate_family,context_gate_then_new_ranker,18,0.0,0.0,0,0,0.0,0.05555555555555555,0,0,0,6,0,0.0,0.0,0.0,0.005555555555555556,False,False,False,False,False,0.0,0.002777777777777778,0.0,0.005555555555555556,0.0,0.011111111111111112,candidate_family,static
group_summary,group_candidate_family,context_gate_then_new_ranker,1,0.04089581304,1.0,0,0,1.0,1.0,1,0,0,6,0,0.0,0.04089581304,0.14089581304,0.14089581304,False,False,False,False,False,0.09089581304,0.09089581304,0.14089581304,0.14089581304,0.24089581304000002,0.24089581304000002,candidate_family,high_beta
group_summary,group_candidate_family,context_gate_then_new_ranker,2,0.010281407035,1.0,0,0,1.0,1.0,2,0,0,6,0,0.0,0.010281407035,0.110281407035,0.110281407035,False,False,False,False,False,0.060281407035000005,0.060281407035000005,0.110281407035,0.110281407035,0.210281407035,0.210281407035,candidate_family,block_heavy
group_summary,group_map_agent_group,g51822_only_ranker_v10,6,-0.005610098176666667,0.0,0,0,0.0,0.0,1,0,0,6,0,0.0,-0.005610098176666667,-0.005610098176666667,-0.005610098176666667,False,False,False,False,False,-0.005610098176666667,-0.005610098176666667,-0.005610098176666667,-0.005610098176666667,-0.005610098176666667,-0.005610098176666667,map_agent_group,maze-32-32-4|a100
group_summary,group_map_agent_group,g51822_only_ranker_v10,5,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,random-32-32-20|a50
group_summary,group_map_agent_group,g51822_only_ranker_v10,1,inf,0.0,0,0,0.0,1.0,0,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,map_agent_group,warehouse-10-20-10-2-1|a50
group_summary,group_map_agent_group,g51822_only_ranker_v10,4,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,random-32-32-20|a100
group_summary,group_map_agent_group,g51822_only_ranker_v10,5,0.0016,0.2,0,0,0.2,0.2,1,0,0,6,0,0.0,0.0016,0.021600000000000005,0.021600000000000005,False,False,False,False,False,0.011600000000000003,0.011600000000000003,0.021600000000000005,0.021600000000000005,0.041600000000000005,0.041600000000000005,map_agent_group,maze-32-32-4|a50
group_summary,group_map_family,g51822_only_ranker_v10,11,-0.002332780823636364,0.09090909090909091,0,0,0.09090909090909091,0.09090909090909091,2,0,0,6,0,0.0,-0.002332780823636364,0.006758128267272729,0.006758128267272729,False,False,False,False,False,0.002212673721818182,0.002212673721818182,0.006758128267272729,0.006758128267272729,0.01584903735818182,0.01584903735818182,map_family,maze
group_summary,group_map_family,g51822_only_ranker_v10,9,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_family,random
group_summary,group_map_family,g51822_only_ranker_v10,1,inf,0.0,0,0,0.0,1.0,0,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,map_family,warehouse
group_summary,group_candidate_family,g51822_only_ranker_v10,19,0.0,0.0,0,0,0.0,0.05263157894736842,0,0,0,6,0,0.0,0.0,0.0,0.005263157894736842,False,False,False,False,False,0.0,0.002631578947368421,0.0,0.005263157894736842,0.0,0.010526315789473684,candidate_family,static
group_summary,group_candidate_family,g51822_only_ranker_v10,2,-0.012830294530000001,0.5,0,0,0.5,0.5,2,0,0,6,0,0.0,-0.012830294530000001,0.03716970547,0.03716970547,False,False,False,False,False,0.01216970547,0.01216970547,0.03716970547,0.03716970547,0.08716970547,0.08716970547,candidate_family,block_heavy
group_summary,group_map_agent_group,g521_full_candidate_ranker_v10,6,-0.005610098176666667,0.0,0,0,0.0,0.0,1,0,0,6,0,0.0,-0.005610098176666667,-0.005610098176666667,-0.005610098176666667,False,False,False,False,False,-0.005610098176666667,-0.005610098176666667,-0.005610098176666667,-0.005610098176666667,-0.005610098176666667,-0.005610098176666667,map_agent_group,maze-32-32-4|a100
group_summary,group_map_agent_group,g521_full_candidate_ranker_v10,5,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,random-32-32-20|a50
group_summary,group_map_agent_group,g521_full_candidate_ranker_v10,1,inf,0.0,0,0,0.0,1.0,0,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,map_agent_group,warehouse-10-20-10-2-1|a50
group_summary,group_map_agent_group,g521_full_candidate_ranker_v10,4,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,random-32-32-20|a100
group_summary,group_map_agent_group,g521_full_candidate_ranker_v10,5,0.0016,0.2,0,0,0.2,0.2,1,0,0,6,0,0.0,0.0016,0.021600000000000005,0.021600000000000005,False,False,False,False,False,0.011600000000000003,0.011600000000000003,0.021600000000000005,0.021600000000000005,0.041600000000000005,0.041600000000000005,map_agent_group,maze-32-32-4|a50
group_summary,group_map_family,g521_full_candidate_ranker_v10,11,-0.002332780823636364,0.09090909090909091,0,0,0.09090909090909091,0.09090909090909091,2,0,0,6,0,0.0,-0.002332780823636364,0.006758128267272729,0.006758128267272729,False,False,False,False,False,0.002212673721818182,0.002212673721818182,0.006758128267272729,0.006758128267272729,0.01584903735818182,0.01584903735818182,map_family,maze
group_summary,group_map_family,g521_full_candidate_ranker_v10,9,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_family,random
group_summary,group_map_family,g521_full_candidate_ranker_v10,1,inf,0.0,0,0,0.0,1.0,0,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,map_family,warehouse
group_summary,group_candidate_family,g521_full_candidate_ranker_v10,19,0.0,0.0,0,0,0.0,0.05263157894736842,0,0,0,6,0,0.0,0.0,0.0,0.005263157894736842,False,False,False,False,False,0.0,0.002631578947368421,0.0,0.005263157894736842,0.0,0.010526315789473684,candidate_family,static
group_summary,group_candidate_family,g521_full_candidate_ranker_v10,2,-0.012830294530000001,0.5,0,0,0.5,0.5,2,0,0,6,0,0.0,-0.012830294530000001,0.03716970547,0.03716970547,False,False,False,False,False,0.01216970547,0.01216970547,0.03716970547,0.03716970547,0.08716970547,0.08716970547,candidate_family,block_heavy
group_summary,group_map_agent_group,label_shuffled_candidate_ranker,6,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,maze-32-32-4|a100
group_summary,group_map_agent_group,label_shuffled_candidate_ranker,5,-0.007010710807999999,0.0,0,0,0.0,0.0,1,0,0,6,0,0.0,-0.007010710807999999,-0.007010710807999999,-0.007010710807999999,False,False,False,False,False,-0.007010710807999999,-0.007010710807999999,-0.007010710807999999,-0.007010710807999999,-0.007010710807999999,-0.007010710807999999,map_agent_group,random-32-32-20|a50
group_summary,group_map_agent_group,label_shuffled_candidate_ranker,1,inf,0.0,0,0,0.0,1.0,1,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,map_agent_group,warehouse-10-20-10-2-1|a50
group_summary,group_map_agent_group,label_shuffled_candidate_ranker,4,0.0119740376025,0.25,0,0,0.25,0.25,1,0,0,6,0,0.0,0.0119740376025,0.0369740376025,0.0369740376025,False,False,False,False,False,0.0244740376025,0.0244740376025,0.0369740376025,0.0369740376025,0.061974037602500004,0.061974037602500004,map_agent_group,random-32-32-20|a100
group_summary,group_map_agent_group,label_shuffled_candidate_ranker,5,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,maze-32-32-4|a50
group_summary,group_map_family,label_shuffled_candidate_ranker,11,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_family,maze
group_summary,group_map_family,label_shuffled_candidate_ranker,9,0.0014269551522222224,0.1111111111111111,0,0,0.1111111111111111,0.1111111111111111,2,0,0,6,0,0.0,0.0014269551522222224,0.012538066263333335,0.012538066263333335,False,False,False,False,False,0.006982510707777778,0.006982510707777778,0.012538066263333335,0.012538066263333335,0.023649177374444445,0.023649177374444445,map_family,random
group_summary,group_map_family,label_shuffled_candidate_ranker,1,inf,0.0,0,0,0.0,1.0,1,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,map_family,warehouse
group_summary,group_candidate_family,label_shuffled_candidate_ranker,18,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,candidate_family,static
group_summary,group_candidate_family,label_shuffled_candidate_ranker,2,-0.03505355404,0.0,0,0,0.0,0.5,2,0,0,6,0,0.0,-0.03505355404,-0.03505355404,0.014946445960000006,False,False,False,False,False,-0.03505355404,-0.010053554039999996,-0.03505355404,0.014946445960000006,-0.03505355404,0.06494644596000002,candidate_family,wait_conservative
group_summary,group_candidate_family,label_shuffled_candidate_ranker,1,0.04789615041,1.0,0,0,1.0,1.0,1,0,0,6,0,0.0,0.04789615041,0.14789615041,0.14789615041,False,False,False,False,False,0.09789615041,0.09789615041,0.14789615041,0.14789615041,0.24789615041000002,0.24789615041000002,candidate_family,block_heavy
group_summary,group_map_agent_group,label_shuffled_context_gate,6,-0.005610098176666667,0.0,0,0,0.0,0.0,1,0,0,6,0,0.0,-0.005610098176666667,-0.005610098176666667,-0.005610098176666667,False,False,False,False,False,-0.005610098176666667,-0.005610098176666667,-0.005610098176666667,-0.005610098176666667,-0.005610098176666667,-0.005610098176666667,map_agent_group,maze-32-32-4|a100
group_summary,group_map_agent_group,label_shuffled_context_gate,5,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,random-32-32-20|a50
group_summary,group_map_agent_group,label_shuffled_context_gate,1,inf,0.0,0,0,0.0,1.0,0,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,map_agent_group,warehouse-10-20-10-2-1|a50
group_summary,group_map_agent_group,label_shuffled_context_gate,4,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,random-32-32-20|a100
group_summary,group_map_agent_group,label_shuffled_context_gate,5,0.0016,0.2,0,0,0.2,0.2,1,0,0,6,0,0.0,0.0016,0.021600000000000005,0.021600000000000005,False,False,False,False,False,0.011600000000000003,0.011600000000000003,0.021600000000000005,0.021600000000000005,0.041600000000000005,0.041600000000000005,map_agent_group,maze-32-32-4|a50
group_summary,group_map_family,label_shuffled_context_gate,11,-0.002332780823636364,0.09090909090909091,0,0,0.09090909090909091,0.09090909090909091,2,0,0,6,0,0.0,-0.002332780823636364,0.006758128267272729,0.006758128267272729,False,False,False,False,False,0.002212673721818182,0.002212673721818182,0.006758128267272729,0.006758128267272729,0.01584903735818182,0.01584903735818182,map_family,maze
group_summary,group_map_family,label_shuffled_context_gate,9,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_family,random
group_summary,group_map_family,label_shuffled_context_gate,1,inf,0.0,0,0,0.0,1.0,0,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,map_family,warehouse
group_summary,group_candidate_family,label_shuffled_context_gate,19,0.0,0.0,0,0,0.0,0.05263157894736842,0,0,0,6,0,0.0,0.0,0.0,0.005263157894736842,False,False,False,False,False,0.0,0.002631578947368421,0.0,0.005263157894736842,0.0,0.010526315789473684,candidate_family,static
group_summary,group_candidate_family,label_shuffled_context_gate,2,-0.012830294530000001,0.5,0,0,0.5,0.5,2,0,0,6,0,0.0,-0.012830294530000001,0.03716970547,0.03716970547,False,False,False,False,False,0.01216970547,0.01216970547,0.03716970547,0.03716970547,0.08716970547,0.08716970547,candidate_family,block_heavy
group_summary,group_map_agent_group,nearest_old_residual_new_selector,6,0.00144148356,0.16666666666666666,0,0,0.16666666666666666,0.16666666666666666,1,0,0,6,0,0.0,0.00144148356,0.018108150226666668,0.018108150226666668,False,False,False,False,False,0.009774816893333333,0.009774816893333333,0.018108150226666668,0.018108150226666668,0.03477481689333333,0.03477481689333333,map_agent_group,maze-32-32-4|a100
group_summary,group_map_agent_group,nearest_old_residual_new_selector,5,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,random-32-32-20|a50
group_summary,group_map_agent_group,nearest_old_residual_new_selector,1,inf,0.0,0,0,0.0,1.0,0,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,map_agent_group,warehouse-10-20-10-2-1|a50
group_summary,group_map_agent_group,nearest_old_residual_new_selector,4,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_agent_group,random-32-32-20|a100
group_summary,group_map_agent_group,nearest_old_residual_new_selector,5,0.002514285714,0.2,0,0,0.2,0.2,1,0,0,6,0,0.0,0.002514285714,0.022514285714000003,0.022514285714000003,False,False,False,False,False,0.012514285714000001,0.012514285714000001,0.022514285714000003,0.022514285714000003,0.04251428571400001,0.04251428571400001,map_agent_group,maze-32-32-4|a50
group_summary,group_map_family,nearest_old_residual_new_selector,11,0.0019291209027272728,0.18181818181818182,0,0,0.18181818181818182,0.18181818181818182,2,0,0,6,0,0.0,0.0019291209027272728,0.02011093908454546,0.02011093908454546,False,False,False,False,False,0.011020029993636365,0.011020029993636365,0.02011093908454546,0.02011093908454546,0.03829275726636364,0.03829275726636364,map_family,maze
group_summary,group_map_family,nearest_old_residual_new_selector,9,0.0,0.0,0,0,0.0,0.0,0,0,0,6,0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,map_family,random
group_summary,group_map_family,nearest_old_residual_new_selector,1,inf,0.0,0,0,0.0,1.0,0,0,0,6,0,0.0,inf,inf,inf,False,False,False,False,False,inf,inf,inf,inf,inf,inf,map_family,warehouse
group_summary,group_candidate_family,nearest_old_residual_new_selector,19,0.0,0.0,0,0,0.0,0.05263157894736842,0,0,0,6,0,0.0,0.0,0.0,0.005263157894736842,False,False,False,False,False,0.0,0.002631578947368421,0.0,0.005263157894736842,0.0,0.010526315789473684,candidate_family,static
group_summary,group_candidate_family,nearest_old_residual_new_selector,2,0.010610164965,1.0,0,0,1.0,1.0,2,0,0,6,0,0.0,0.010610164965,0.11061016496500001,0.11061016496500001,False,False,False,False,False,0.060610164965000005,0.060610164965000005,0.11061016496500001,0.11061016496500001,0.210610164965,0.210610164965,candidate_family,wait_conservative
