dataset_row_id,g560_evaluation_uid,g560_instance_uid,split,map,map_family,agent_count,seed,budget_ms,horizon_id,scenario_path,scenario_sha256_actual,scenario_sha256_expected,scenario_hash_match,physical_map_sha256_actual,physical_map_sha256_expected,physical_map_hash_match,node_count,directed_edge_count,node_feature_dim,edge_feature_dim,paired_od_tokens,actual_scenario_pairs_used,analytic_theta_target_used,real_solver_label_rows,safe_count,safe_improving_count,harmful_count,censored_count,best_positive_quality_delta_vs_g556,target_theta_defined_from_real_positive_safe_set,fallback_to_hard_g556_target,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g562_real_graph_000010,01f6c93fbd85ccfa89e2f59b3a21cac50dd0813f6acd384044fa209cf6308d24,92b98e930af0e54fa365ce9d42585f488944229f76ca801027aa08961289ef1f,train,g559-synth-game-lak-32,game,256,7431,5000,g559_b5000_i4,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/g559-synth-game-lak-32-random-7431.scen,ee1cb1c5317a400e1701b913a555ce2ab96b19364e13bed2a4b316f431b0cc60,ee1cb1c5317a400e1701b913a555ce2ab96b19364e13bed2a4b316f431b0cc60,True,3d8211e6194a40724c7ffe8c552d48777ac9d2b767bf94623ae9f0c376a447f4,3d8211e6194a40724c7ffe8c552d48777ac9d2b767bf94623ae9f0c376a447f4,True,794,2370,9,9,256,True,False,65,45,12,52,0,-0.22532951290000014,True,False,False,False,False,False,False
g562_real_graph_000011,0200c783089e16be39708e8b5685b366c474262bee093926edf3eff48bbd4699,84f6dfa2d6a4dff1ac4b969de7f87fc50fd085d76769fc14bd343ce690633c24,validation,maze-32-32-2,maze,16,7630,2000,g559_b2000_i2,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/maze-32-32-2-random-7630.scen,950bef6f249084276beeba97ca2d5c5a845c5ad890d2b6eca391754384972f00,950bef6f249084276beeba97ca2d5c5a845c5ad890d2b6eca391754384972f00,True,5254a343a7522f22640390a6fa1428d1f6ca6c9523a15c311ab0b8a3c275d855,5254a343a7522f22640390a6fa1428d1f6ca6c9523a15c311ab0b8a3c275d855,True,666,1950,9,9,16,True,False,65,65,12,50,0,-0.030752916229999983,True,False,False,False,False,False,False
g562_real_graph_000012,0244a74454cd672d1feed82d2a9031bb33f37992134b44b942c30ab4cce30a49,8e00c8f223f1057904ff540b043e737dfba8b4bcc3ffd33fbac65a374242c0dd,train,empty-32-32,empty,64,8850,2000,g559_b2000_i4,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/empty-32-32-random-8850.scen,b295338c03bebd2498a810eb1c8e38c7fcbc87d717539f053a213ef0708f954f,b295338c03bebd2498a810eb1c8e38c7fcbc87d717539f053a213ef0708f954f,True,3ad85daf37d87c531bc2a1574856ef380f50fdebf885d06a4b59a1a11b3938ab,3ad85daf37d87c531bc2a1574856ef380f50fdebf885d06a4b59a1a11b3938ab,True,1024,3968,9,9,64,True,False,65,65,21,43,0,-0.022239263809999965,True,False,False,False,False,False,False
g562_real_graph_000013,02fe53cdc2fda88a8cf316aec26ca8dc4227ca830aed40a1adc9944741a344ec,50469471331c6c084ff04840014cc6b6757eac0568fe6f6b0cfb166c80548f18,train,g559-synth-game-brc-32,game,32,8915,5000,g559_b5000_i3,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/g559-synth-game-brc-32-random-8915.scen,d651b633c86d26bcf8f388080c8fc8534894eacb62e670d00b79f6f23b2b682d,d651b633c86d26bcf8f388080c8fc8534894eacb62e670d00b79f6f23b2b682d,True,302e62361819ff53cd7fb6fa94a70715501e8cd760db0c448d754511df4102e1,302e62361819ff53cd7fb6fa94a70715501e8cd760db0c448d754511df4102e1,True,794,2378,9,9,32,True,False,65,65,25,39,0,-0.07549668873999993,True,False,False,False,False,False,False
g562_real_graph_000014,030ebcdecfb69f65804c0b5bce6062ee5dba163a4c029ab4061083decca436f3,86fa81ce4132eb0dc360ce28dc484bdf9f560a119ed93ab58d535b0e70d7a2a2,train,random-8-8-20,random,32,7699,5000,g559_b5000_i2,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/random-8-8-20-random-7699.scen,5bbd90bea2a9592ba7d37f50e4a89f2025f27f838789133c16a29d37102dc456,5bbd90bea2a9592ba7d37f50e4a89f2025f27f838789133c16a29d37102dc456,True,2185f788d0e510a82194855d7ac44ffd2ef0c59ad334345e4dd6a29c52a569cc,2185f788d0e510a82194855d7ac44ffd2ef0c59ad334345e4dd6a29c52a569cc,True,51,142,9,9,32,True,False,65,65,0,0,64,,False,False,False,False,False,False,False
g562_real_graph_000015,0317414a6c403897a7b3718349753ff42ff00ae3e0cfcd47028ac6f05a6691bd,2833b2ac6786b14fc058009772caeaafd4ab9e67766f26f0f8021f5fd3142ed1,train,g559-synth-loop-chain-36,irregular_bottleneck,64,8982,2000,g559_b2000_i4,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/g559-synth-loop-chain-36-random-8982.scen,5a1e835ea1755569b647eabae4743a2067ca31145eca7a204cc0b7aa67f6e039,5a1e835ea1755569b647eabae4743a2067ca31145eca7a204cc0b7aa67f6e039,True,705cdf48a35a0295bf5a8e5af285b169482d88764daa4b987519558109fa0dc3,705cdf48a35a0295bf5a8e5af285b169482d88764daa4b987519558109fa0dc3,True,371,1236,9,9,64,True,False,65,36,30,34,0,-6.68472306756,True,False,False,False,False,False,False
g562_real_graph_000016,0334f551e3ad9fa8614a9c127b190870c9eb2799d898c66f56aea13a9add753f,978c6a92a6f69ac63f1e03bca3f1978734a67928e5604c1d936541729d574c0c,validation,maze-36-32-4,maze,32,7871,5000,g559_b5000_i3,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/maze-36-32-4-random-7871.scen,a34b1fdd5a8231452218dc542ac6aefd9e8c211458f379ee27dce5f51bd4bbcf,a34b1fdd5a8231452218dc542ac6aefd9e8c211458f379ee27dce5f51bd4bbcf,True,1a385655eefa597ff90a1b67c4953fe9452091ff2b8a377cef7c505f6be9b673,1a385655eefa597ff90a1b67c4953fe9452091ff2b8a377cef7c505f6be9b673,True,892,2860,9,9,32,True,False,65,65,0,0,64,,False,False,False,False,False,False,False
g562_real_graph_000017,035fb4174b57632c35df3a7b516bc9c2c392b50fb806d8060a2c2f2709a2ccc5,e57dc4cc88f776d79c3df3e9010c71cda806af663d371fb24ffcec168ae0c289,train,g559-synth-city-paris-32,city,128,7454,2000,g559_b2000_i3,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/g559-synth-city-paris-32-random-7454.scen,73df9528e005b2c954c9df291b8a64b5415c3c45f43f6fd17ded3a6c94ba60b8,73df9528e005b2c954c9df291b8a64b5415c3c45f43f6fd17ded3a6c94ba60b8,True,21e432e5dcbbbb3ea52105da5f8e7460164527ceeaa04f55b94e194c9ed1dbe3,21e432e5dcbbbb3ea52105da5f8e7460164527ceeaa04f55b94e194c9ed1dbe3,True,781,2322,9,9,128,True,False,65,65,0,0,64,,False,False,False,False,False,False,False
g562_real_graph_000018,037135fbddc3b1474459a08fa686b4f96c4471323cbbde32068a78783b07121d,c327d7ebb3a3a0dac040b7c5c05da8f0de42136c8c50e423ca355d351c27dd9e,validation,maze-36-32-4,maze,32,7847,5000,g559_b5000_i3,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/maze-36-32-4-random-7847.scen,118dae95995d640ea7a88b5a726b27acdce9975eb32e40eb0173b5b439f5f043,118dae95995d640ea7a88b5a726b27acdce9975eb32e40eb0173b5b439f5f043,True,1a385655eefa597ff90a1b67c4953fe9452091ff2b8a377cef7c505f6be9b673,1a385655eefa597ff90a1b67c4953fe9452091ff2b8a377cef7c505f6be9b673,True,892,2860,9,9,32,True,False,65,65,30,34,0,-0.05134899913000002,True,False,False,False,False,False,False
g562_real_graph_000019,03850c6033fbe3b8fc08f60ab04c55210eb9dbc1a3743974fd92307a5e7a3d77,a29b6c40a25f2e6b048fec3e33c226e1f0e17e73e655cf70dccaece70fbeee12,train,g559-synth-connector-32,irregular_bottleneck,16,8716,500,g559_b500_i2,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/g559-synth-connector-32-random-8716.scen,6c9670f8725182682c416f5a351a80ed6c0cc1f030110c37d0fc9208a457c8b3,6c9670f8725182682c416f5a351a80ed6c0cc1f030110c37d0fc9208a457c8b3,True,f8c0bbf70e0153a3e8c79747ca8d5272633b79baddd59cc9c40ddc4b440d41a1,f8c0bbf70e0153a3e8c79747ca8d5272633b79baddd59cc9c40ddc4b440d41a1,True,347,1156,9,9,16,True,False,65,65,10,53,0,-0.04265402843999988,True,False,False,False,False,False,False
g562_real_graph_000020,03b2cd257e67a3b8b12790a7d07365e34484d5387466512cd4ecc5396e8e2bec,2f94fefb3d1098588b60b673c0965a371c173ef9be9744f4f3576830661b815a,heldout,g559-synth-warehouse-b-36,warehouse,256,7395,5000,g559_b5000_i4,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/g559-synth-warehouse-b-36-random-7395.scen,ba3baca76787114feef8650fc99525e10240a42d434fee077b5f1dcc4e6a6ab3,ba3baca76787114feef8650fc99525e10240a42d434fee077b5f1dcc4e6a6ab3,True,55f3b8abd889abf71aea1f354e70e49f8907e4bdfd6c513d1f9978c6b1ffcc8f,55f3b8abd889abf71aea1f354e70e49f8907e4bdfd6c513d1f9978c6b1ffcc8f,True,720,2444,9,9,256,True,False,65,65,22,42,0,-0.10539671798999994,True,False,False,False,False,False,False
g562_real_graph_000021,03c2f2073fb203e0510396958f690dd45fb66286067d61d8663a54c7f8389757,8ee5a0b3dac0b7a5bbba27e32d38fe6f9a12ad09edde75a042b73e5f086b1d2d,train,g559-synth-tree-42,irregular_bottleneck,256,8289,1000,g559_b1000_i4,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/g559-synth-tree-42-random-8289.scen,b4d65508721b8d7237b97699ad2869144be152f3df51048d6d81a2644dc27dde,b4d65508721b8d7237b97699ad2869144be152f3df51048d6d81a2644dc27dde,True,02ec7ff7cd6494f443d4281a55993c0b0831fddd7c59687d20ff7ac63920160f,02ec7ff7cd6494f443d4281a55993c0b0831fddd7c59687d20ff7ac63920160f,True,409,1360,9,9,256,True,False,65,65,0,0,64,,False,False,False,False,False,False,False
g562_real_graph_000022,03d43c1e7346df28866a893a89f24bdc4b8eb745323349faf6de48ed3bbce213,90ed86db568001419f0dcbcf745b2ff39d3e4d6e5b8a15f34268bf09ae606dfb,validation,g559-synth-game-den-32,game,16,8890,2000,g559_b2000_i2,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/g559-synth-game-den-32-random-8890.scen,a184191a61904aac0216f8b240a52a5a5a06c4fdb37862f957528814db339b57,a184191a61904aac0216f8b240a52a5a5a06c4fdb37862f957528814db339b57,True,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,True,784,2308,9,9,16,True,False,65,65,20,41,0,-0.03621169915999989,True,False,False,False,False,False,False
g562_real_graph_000023,03e5b60f62e58c7ff259866734d1d074e6d8eab9a6784be5abda1258ec9831b5,1f602e036fab296c35e70007f9a1315c40716ffa848794900a378ab0121d97a6,validation,g559-synth-game-den-32,game,16,8626,2000,g559_b2000_i2,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/g559-synth-game-den-32-random-8626.scen,5da972e2fe4f6898a467e78a25aa6f4b7e3c2124c20f31571f955d45bfb9541f,5da972e2fe4f6898a467e78a25aa6f4b7e3c2124c20f31571f955d45bfb9541f,True,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,True,784,2308,9,9,16,True,False,65,65,30,34,0,-0.06622516556000013,True,False,False,False,False,False,False
g562_real_graph_000024,042cd12c8d8fc297ccdcbbf7605c4b396b6a158feb72546183d2a47c500fe7c5,536d4004a940ccaeace48892e94b41593473acfba17ff9706f4c294d841b562a,validation,maze-32-32-2,maze,16,7174,2000,g559_b2000_i2,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/maze-32-32-2-random-7174.scen,a6fb4a988dbcfa290f5e2ccbea2c37b2b30b2900338e7001d1fef43acd3c0fe7,a6fb4a988dbcfa290f5e2ccbea2c37b2b30b2900338e7001d1fef43acd3c0fe7,True,5254a343a7522f22640390a6fa1428d1f6ca6c9523a15c311ab0b8a3c275d855,5254a343a7522f22640390a6fa1428d1f6ca6c9523a15c311ab0b8a3c275d855,True,666,1950,9,9,16,True,False,65,65,22,40,0,-0.04761904762000002,True,False,False,False,False,False,False
g562_real_graph_000025,0446a37a68b99abfdd7b991b5c0c8243d7bf54f5681715edb74447a8071b0f03,07c3b54134c4b7eb27336bf768d06bcf3852de6ac7617e822d5100aed6a684b8,validation,g559-synth-game-den-32,game,16,8242,2000,g559_b2000_i2,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/g559-synth-game-den-32-random-8242.scen,4c1ae5e0a9219ba2681dd82ace69667e775e2b4ab2adc13c0791fad5e25b9c26,4c1ae5e0a9219ba2681dd82ace69667e775e2b4ab2adc13c0791fad5e25b9c26,True,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,True,784,2308,9,9,16,True,False,65,65,20,42,0,-0.022260273969999966,True,False,False,False,False,False,False
g562_real_graph_000026,047b6f5248feb73cea7d83ae48ca9fa0fe3e7831a7a9e37ab128ad1da0a0db03,0b5f315d9004eecbae903bd5a62b394ff6378454d09b4eb786f84566ede33e5a,train,g559-synth-game-lak-32,game,256,8295,5000,g559_b5000_i4,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/g559-synth-game-lak-32-random-8295.scen,146b700c0bd33149cf483bb68eaf4c71ad225ca1a3465491969766b291645986,146b700c0bd33149cf483bb68eaf4c71ad225ca1a3465491969766b291645986,True,3d8211e6194a40724c7ffe8c552d48777ac9d2b767bf94623ae9f0c376a447f4,3d8211e6194a40724c7ffe8c552d48777ac9d2b767bf94623ae9f0c376a447f4,True,794,2370,9,9,256,True,False,65,65,0,0,64,,False,False,False,False,False,False,False
g562_real_graph_000027,04e01663ac1b96402c8db69a75990cb450c91692bb6d413a57177adcd605eed8,447dd367dde4977dc22793f4a4bcdfb29de53ffb1abe12aea812c8e379d5563f,train,g559-synth-connector-32,irregular_bottleneck,16,8548,500,g559_b500_i2,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/g559-synth-connector-32-random-8548.scen,8e4e9b71f659b47221d58dc96a23b4582d9a9cebe28babceb1ec9b7b2e61ed28,8e4e9b71f659b47221d58dc96a23b4582d9a9cebe28babceb1ec9b7b2e61ed28,True,f8c0bbf70e0153a3e8c79747ca8d5272633b79baddd59cc9c40ddc4b440d41a1,f8c0bbf70e0153a3e8c79747ca8d5272633b79baddd59cc9c40ddc4b440d41a1,True,347,1156,9,9,16,True,False,65,65,43,21,0,-0.10817307692,True,False,False,False,False,False,False
g562_real_graph_000028,04e378c4729deb5a05913fbeca5793471c96df474d4c35f2770677faa03895f2,869f03a4182c8d1660fc2352d08ffdd19df7a9d8fe3a47ed028ef90198610000,train,g559-synth-connector-32,irregular_bottleneck,16,7228,500,g559_b500_i2,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/g559-synth-connector-32-random-7228.scen,6f2b990fe49774752acdc42107b207324d8955dba14cf645942b5f65390a0f5a,6f2b990fe49774752acdc42107b207324d8955dba14cf645942b5f65390a0f5a,True,f8c0bbf70e0153a3e8c79747ca8d5272633b79baddd59cc9c40ddc4b440d41a1,f8c0bbf70e0153a3e8c79747ca8d5272633b79baddd59cc9c40ddc4b440d41a1,True,347,1156,9,9,16,True,False,65,65,1,62,0,-0.0024999999999999467,True,False,False,False,False,False,False
g562_real_graph_000029,04f2d1f6dd359269d3bf16a0a52bfbb165fd897cfbb32d05a5037e8d3265f791,1c5c1d0cd6da04423e04b5275c3cd9c34181f10eebd33e8bd7531a865341f21d,train,random-32-32-10,random,128,8852,500,g559_b500_i3,/root/shared-nvme/czr004_g562_real_label_graph_actor/outputs/external/phase5p5_repair5g562_g559_remote_contexts/scenarios/random-32-32-10-random-8852.scen,17f622e9ea3647e89719b19311fe9eb77a6ff1100bb2c3205d4ce907b80b572e,17f622e9ea3647e89719b19311fe9eb77a6ff1100bb2c3205d4ce907b80b572e,True,7f11aca3d4470c8f10b48705de9f56ab611bcbc595c5175215bbcc2b3e3aff83,7f11aca3d4470c8f10b48705de9f56ab611bcbc595c5175215bbcc2b3e3aff83,True,922,3238,9,9,128,True,False,65,65,5,58,0,-0.01560178305999993,True,False,False,False,False,False,False
